mes,fund_name,cnpj,classe,class_macro,saldo_base,dias_corridos,dias_uteis,custo_programado_bruto,spread_cdi_plus_aa,taxa_total_aa
2025-04,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,0.0,10,8,0.0,0.0499,0.1898364
2025-04,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,20,12,1615094.54,0.0499,0.1898364
2025-05,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,31,21,2835218.55,0.0499,0.1898364
2025-06,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,30,20,2699274.88,0.0499,0.1898364
2025-07,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,31,23,3107387.35,0.0499,0.1898364
2025-08,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,31,21,2835218.55,0.0499,0.1898364
2025-09,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,30,22,2971256.02,0.0499,0.1898364
2025-10,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,31,23,3107387.35,0.0499,0.1898364
2025-11,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,30,19,2563424.95,0.0499,0.1898364
2025-12,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,31,20,2699274.88,0.0499,0.1898364
2025-01,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,31,22,0.0,0.0075,0.1474364
2025-02,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,28,20,0.0,0.0075,0.1474364
2025-03,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,31,19,0.0,0.0075,0.1474364
2025-04,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,30,20,0.0,0.0075,0.1474364
2025-05,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,31,21,0.0,0.0075,0.1474364
2025-06,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,30,20,0.0,0.0075,0.1474364
2025-07,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,31,23,0.0,0.0075,0.1474364
2025-08,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,31,21,0.0,0.0075,0.1474364
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,15,11,0.0,0.0075,0.1474364
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,3637113000.0,15,11,21900366.45,0.0075,0.1474364
2025-10,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,3637113000.0,31,23,45942099.88,0.0075,0.1474364
2025-11,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,3637113000.0,30,19,37910687.86,0.0075,0.1474364
2025-12,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,3637113000.0,31,20,39916897.47,0.0075,0.1474364
2025-01,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,31,22,0.0,0.0135,0.1534364
2025-02,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,28,20,0.0,0.0135,0.1534364
2025-03,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,31,19,0.0,0.0135,0.1534364
2025-04,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,30,20,0.0,0.0135,0.1534364
2025-05,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,31,21,0.0,0.0135,0.1534364
2025-06,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,30,20,0.0,0.0135,0.1534364
2025-07,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,31,23,0.0,0.0135,0.1534364
2025-08,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,31,21,0.0,0.0135,0.1534364
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,15,11,0.0,0.0135,0.1534364
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,303093000.0,15,11,1894456.79,0.0135,0.1534364
2025-10,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,303093000.0,31,23,3974644.25,0.0135,0.1534364
2025-11,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,303093000.0,30,19,3279676.74,0.0135,0.1534364
2025-12,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,303093000.0,31,20,3453271.02,0.0135,0.1534364
2025-01,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,31,22,0.0,0.042,0.1819364
2025-02,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,28,20,0.0,0.042,0.1819364
2025-03,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,31,19,0.0,0.042,0.1819364
2025-04,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,30,20,0.0,0.042,0.1819364
2025-05,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,31,21,0.0,0.042,0.1819364
2025-06,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,30,20,0.0,0.042,0.1819364
2025-07,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,31,23,0.0,0.042,0.1819364
2025-08,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,31,21,0.0,0.042,0.1819364
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,15,11,0.0,0.042,0.1819364
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,259794000.0,15,11,1902495.68,0.042,0.1819364
2025-10,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,259794000.0,31,23,3993838.61,0.042,0.1819364
2025-11,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,259794000.0,30,19,3294873.87,0.042,0.1819364
2025-12,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,259794000.0,31,20,3469441.23,0.042,0.1819364
2025-01,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,31,22,0.0,0.0075,0.1474364
2025-02,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,28,20,0.0,0.0075,0.1474364
2025-03,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,31,19,0.0,0.0075,0.1474364
2025-04,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,30,20,0.0,0.0075,0.1474364
2025-05,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,31,21,0.0,0.0075,0.1474364
2025-06,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,30,20,0.0,0.0075,0.1474364
2025-07,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,31,23,0.0,0.0075,0.1474364
2025-08,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,31,21,0.0,0.0075,0.1474364
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,30,22,0.0,0.0075,0.1474364
2025-10,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,31,23,0.0,0.0075,0.1474364
2025-11,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,30,19,0.0,0.0075,0.1474364
2025-12,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,31,20,0.0,0.0075,0.1474364
2025-01,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,31,22,0.0,0.0135,0.1534364
2025-02,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,28,20,0.0,0.0135,0.1534364
2025-03,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,31,19,0.0,0.0135,0.1534364
2025-04,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,30,20,0.0,0.0135,0.1534364
2025-05,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,31,21,0.0,0.0135,0.1534364
2025-06,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,30,20,0.0,0.0135,0.1534364
2025-07,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,31,23,0.0,0.0135,0.1534364
2025-08,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,31,21,0.0,0.0135,0.1534364
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,30,22,0.0,0.0135,0.1534364
2025-10,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,31,23,0.0,0.0135,0.1534364
2025-11,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,30,19,0.0,0.0135,0.1534364
2025-12,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,31,20,0.0,0.0135,0.1534364
2025-01,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,31,22,0.0,0.042,0.1819364
2025-02,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,28,20,0.0,0.042,0.1819364
2025-03,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,31,19,0.0,0.042,0.1819364
2025-04,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,30,20,0.0,0.042,0.1819364
2025-05,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,31,21,0.0,0.042,0.1819364
2025-06,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,30,20,0.0,0.042,0.1819364
2025-07,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,31,23,0.0,0.042,0.1819364
2025-08,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,31,21,0.0,0.042,0.1819364
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,30,22,0.0,0.042,0.1819364
2025-10,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,31,23,0.0,0.042,0.1819364
2025-11,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,30,19,0.0,0.042,0.1819364
2025-12,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,31,20,0.0,0.042,0.1819364
