competencia,admin_cnpj,admin_nome,pl,n_veiculos
2019-11,13486793000142.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,8310787320.03,63
2019-11,13673855000125.0,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,972012528.1,8
2019-11,15489568000195.0,INTRA INVESTIMENTOS DTVM LTDA,341691152.74,11
2019-11,16695922000109.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,552960977.14,16
2019-11,22610500000188.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1343514038.25,18
2019-11,24361690000172.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1086474744.24,31
2019-11,27652684000162.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,2180062810.2000003,7
2019-11,29650082000100.0,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,203369976.21,2
2019-11,3384738000198.0,TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,658146553.9300001,4
2019-12,42066258000130.0,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1585216774.12,10
2019-12,40768766000135.0,LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,144885227.3,1
2019-12,40434681000110.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,4220229.41,2
2019-12,39669186000101.0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,4237822822.99,40
2019-12,33918160000173.0,"MASSA FALIDA DA GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S. A.",1366239.7,2
2019-12,36864992000142.0,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,5286880413.58,15
2019-12,36113876000191.0,OLIVEIRA TRUST DTVM S.A.,27820579794.27,76
2019-12,34829992000186.0,CBSF DISTRIBUIDORA DE T-TULOS E VALORES MOBILI-RIOS S.A.,170727628.01,8
2019-12,44077014000189.0,BR-CAPITAL DTVM S.A.,1004155496.38,1
2019-12,37678915000160.0,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1329149224.32,8
2019-12,44782130000107.0,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,169809742.05,6
2019-12,59281253000123.0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,10417018471.56,63
2019-12,45854066000187.0,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,255005627.81,6
2019-12,47215387000167.0,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,37955934.15,1
2019-12,50657675000186.0,SLW CVC LTDA,83491302.03,1
2019-12,52904364000108.0,NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES,0.0,2
2019-12,62232889000190.0,BANCO DAYCOVAL S.A.,1254630808.4099998,20
2019-12,62264924000152.0,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,190001203.03,6
2019-12,62285390000140.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,24184448717.98,327
2019-12,62318407000119.0,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,10159679708.87,12
2019-12,62418140000131.0,INTRAG DTVM LTDA.,6349333229.89,8
2019-12,67030395000146.0,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1041120621.44,20
2019-12,33886862000112.0,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",80726012.19,4
2019-12,45246410000155.0,BANCO GENIAL S.A.,1182235882.27,15
2019-12,33775974000104.0,ATIVA INVESTIMENTOS S.A. C.T.C.V.,181145150.37,2
2019-12,71590442000183.0,LASTRO RDV DTVM LTDA,8885652.33,2
2019-12,30723886000162.0,BANCO MODAL S.A.,1038145.2,1
2019-12,,,8930911708.5,21
2019-12,66670000100.0,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,25667912035.69,27
2019-12,329598000167.0,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,530066147.06,10
2019-12,360305000104.0,CAIXA ECONOMICA FEDERAL,2254230780.48,6
2019-12,806535000154.0,PLANNER CORRETORA DE VALORES S.A.,2734591266.32,32
2019-12,1522368000182.0,BANCO BNP PARIBAS BRASIL S/A,489494415.49,1
2019-12,2201501000161.0,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,1654223861.64,14
2019-12,2332886000104.0,XP INVESTIMENTOS CCTVM S.A.,839166725.5699999,4
2019-12,2671743000119.0,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1828270441.49,24
2019-12,3017677000120.0,BANCO J. SAFRA S.A.,484793225.41,10
2019-12,3317692000194.0,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,5069281103.85,46
2019-12,30822936000169.0,BB GESTAO DE RECURSOS DTVM S.A,66400630481.5,3
2019-12,3751794000113.0,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,2414062250.76,9
2019-12,11758741000152.0,BANCO FINAXIS S.A.,2247864565.7200003,25
2019-12,12063256000127.0,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2202808336.28,11
2019-12,13486793000142.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,8531139602.24,65
2019-12,13673855000125.0,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,987936752.9,8
2019-12,15489568000195.0,INTRA INVESTIMENTOS DTVM LTDA,333614619.18,10
2019-12,16695922000109.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,655941250.38,18
2019-12,22610500000188.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1617921836.71,21
2019-12,24361690000172.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1142473747.06,32
2019-12,27652684000162.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,2364495195.31,7
2019-12,29650082000100.0,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,196405420.04,2
2019-12,3384738000198.0,TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,683653878.63,4
2020-01,42066258000130.0,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1579884671.39,10
2020-01,40768766000135.0,LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,141744114.23,1
2020-01,40434681000110.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,3707300.37,2
2020-01,39669186000101.0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,4143345916.59,42
2020-01,33918160000173.0,"MASSA FALIDA DA GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S. A.",19065285.06,2
2020-01,36864992000142.0,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,5271404353.5,15
2020-01,36113876000191.0,OLIVEIRA TRUST DTVM S.A.,28082221090.39,77
2020-01,34829992000186.0,CBSF DISTRIBUIDORA DE T-TULOS E VALORES MOBILI-RIOS S.A.,171957864.78,8
2020-01,44077014000189.0,BR-CAPITAL DTVM S.A.,1004135254.92,1
2020-01,37678915000160.0,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1286292940.21,8
2020-01,44782130000107.0,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,171068912.3,7
2020-01,59281253000123.0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,10488491189.67,63
2020-01,45854066000187.0,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,363022241.35,6
2020-01,47215387000167.0,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,38401967.84,1
2020-01,50657675000186.0,SLW CVC LTDA,175350641.81,1
2020-01,52904364000108.0,NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES,0.0,2
2020-01,62232889000190.0,BANCO DAYCOVAL S.A.,1228190613.06,20
2020-01,62264924000152.0,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,274007867.14,7
2020-01,62285390000140.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,23931465188.91,330
2020-01,62318407000119.0,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,10066561348.92,12
2020-01,62418140000131.0,INTRAG DTVM LTDA.,7975517379.79,11
2020-01,67030395000146.0,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2819125151.99,21
2020-01,33886862000112.0,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",80391616.57,4
2020-01,45246410000155.0,BANCO GENIAL S.A.,1348419092.26,15
2020-01,71590442000183.0,LASTRO RDV DTVM LTDA,11078465.13,2
2020-01,33775974000104.0,ATIVA INVESTIMENTOS S.A. C.T.C.V.,181799040.73,2
2020-01,30723886000162.0,BANCO MODAL S.A.,1039320.62,1
2020-01,30822936000169.0,BB GESTAO DE RECURSOS DTVM S.A,58088750072.52,3
2020-01,,,8121465973.31,20
2020-01,66670000100.0,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,23692102314.92,26
2020-01,329598000167.0,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,582430134.88,10
2020-01,360305000104.0,CAIXA ECONOMICA FEDERAL,2238137608.77,5
2020-01,806535000154.0,PLANNER CORRETORA DE VALORES S.A.,3033482575.02,27
2020-01,1522368000182.0,BANCO BNP PARIBAS BRASIL S/A,497799915.56,1
2020-01,2332886000104.0,XP INVESTIMENTOS CCTVM S.A.,841585985.48,4
2020-01,2671743000119.0,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1879098244.92,25
2020-01,3017677000120.0,BANCO J. SAFRA S.A.,485542018.59,10
2020-01,3317692000194.0,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,4973208602.46,46
2020-01,2201501000161.0,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,1774376372.42,14
2020-01,3751794000113.0,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,2412951853.0,9
2020-01,3384738000198.0,TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,615030098.3399999,4
2020-01,27652684000162.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,2521660590.3,7
2020-01,24361690000172.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1162424077.96,32
2020-01,22610500000188.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1908934100.38,23
2020-01,16695922000109.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,659927000.11,18
2020-01,29650082000100.0,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,187892479.64,2
2020-01,13673855000125.0,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,987148796.64,8
2020-01,13486793000142.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,8750549578.19,67
2020-01,12063256000127.0,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2239512607.82,11
2020-01,11758741000152.0,BANCO FINAXIS S.A.,2232547142.54,25
2020-01,15489568000195.0,INTRA INVESTIMENTOS DTVM LTDA,339198041.36,10
2020-02,44077014000189.0,BR-CAPITAL DTVM S.A.,1004135468.69,1
2020-02,34829992000186.0,CBSF DISTRIBUIDORA DE T-TULOS E VALORES MOBILI-RIOS S.A.,173327334.5,8
2020-02,36113876000191.0,OLIVEIRA TRUST DTVM S.A.,31605871829.21,71
2020-02,36266751000100.0,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,32468218.59,1
2020-02,36864992000142.0,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,5234932040.96,16
2020-02,37678915000160.0,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1296852681.87,8
2020-02,39669186000101.0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,4216412877.6,42
2020-02,40434681000110.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,5518402.8100000005,2
2020-02,40768766000135.0,LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,139357513.4,1
2020-02,42066258000130.0,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2653229809.65,11
2020-02,44782130000107.0,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,168811127.79,7
2020-02,33918160000173.0,"MASSA FALIDA DA GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S. A.",1123119.61,1
2020-02,45854066000187.0,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,352862960.52,6
2020-02,47215387000167.0,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,38794222.73,1
2020-02,50657675000186.0,SLW CVC LTDA,175291001.2,1
2020-02,59281253000123.0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,10807449648.81,63
2020-02,62232889000190.0,BANCO DAYCOVAL S.A.,1512737230.57,21
2020-02,62264924000152.0,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,278558136.6,8
2020-02,62285390000140.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,24264671183.46,330
2020-02,62318407000119.0,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,10108642597.84,12
2020-02,62418140000131.0,INTRAG DTVM LTDA.,8939482404.7,11
2020-02,67030395000146.0,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,3610192070.63,24
2020-02,71590442000183.0,LASTRO RDV DTVM LTDA,12390045.39,2
2020-02,45246410000155.0,BANCO GENIAL S.A.,1471272891.77,15
2020-02,33886862000112.0,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",84223929.94,5
2020-02,52904364000108.0,NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES,0.0,2
2020-02,30822936000169.0,BB GESTAO DE RECURSOS DTVM S.A,55292058848.53,3
2020-02,,,8044052343.84,17
2020-02,66670000100.0,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,24325303184.56,26
2020-02,329598000167.0,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,755569503.8399999,8
2020-02,360305000104.0,CAIXA ECONOMICA FEDERAL,2212524836.42,5
2020-02,806535000154.0,PLANNER CORRETORA DE VALORES S.A.,2822125274.57,25
2020-02,1522368000182.0,BANCO BNP PARIBAS BRASIL S/A,508429143.41,1
2020-02,2201501000161.0,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,1783653538.12,14
2020-02,2332886000104.0,XP INVESTIMENTOS CCTVM S.A.,865444702.3299999,4
2020-02,2671743000119.0,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1817713371.92,25
2020-02,3017677000120.0,BANCO J. SAFRA S.A.,491609706.91,10
2020-02,3317692000194.0,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,4939633993.83,46
2020-02,3384738000198.0,TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,580073958.51,4
2020-02,33775974000104.0,ATIVA INVESTIMENTOS S.A. C.T.C.V.,182325563.58,2
2020-02,11758741000152.0,BANCO FINAXIS S.A.,2185776609.17,25
2020-02,30723886000162.0,BANCO MODAL S.A.,1039203.92,1
2020-02,29650082000100.0,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,177263790.65,2
2020-02,27652684000162.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,2672881220.8199997,7
2020-02,24361690000172.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1168014202.52,32
2020-02,22610500000188.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2067781519.09,22
2020-02,3751794000113.0,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,2412835677.63,9
2020-02,15489568000195.0,INTRA INVESTIMENTOS DTVM LTDA,346271547.29,12
2020-02,13673855000125.0,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,996867565.56,8
2020-02,16695922000109.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,720665355.95,19
2020-02,13486793000142.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,8852680280.55,66
2020-02,12063256000127.0,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2240500704.52,11
2020-03,34829992000186.0,CBSF DISTRIBUIDORA DE T-TULOS E VALORES MOBILI-RIOS S.A.,152635687.66,8
2020-03,36113876000191.0,OLIVEIRA TRUST DTVM S.A.,34952329276.32,72
2020-03,36266751000100.0,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,46818201.26,1
2020-03,36864992000142.0,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,5466081146.92,17
2020-03,37678915000160.0,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1248170943.61,8
2020-03,39669186000101.0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,4239006384.86,42
2020-03,40434681000110.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,6354825.5600000005,2
2020-03,40768766000135.0,LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,139454482.34,1
2020-03,44077014000189.0,BR-CAPITAL DTVM S.A.,372360858.54,1
2020-03,44782130000107.0,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,172979645.88,8
2020-03,45246410000155.0,BANCO GENIAL S.A.,1655700986.46,15
2020-03,50657675000186.0,SLW CVC LTDA,175245823.14,1
2020-03,47215387000167.0,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,41245349.98,2
2020-03,33918160000173.0,"MASSA FALIDA DA GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S. A.",1129493.03,1
2020-03,52904364000108.0,NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES,0.0,1
2020-03,59281253000123.0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,10394646966.52,63
2020-03,62232889000190.0,BANCO DAYCOVAL S.A.,1523341989.35,21
2020-03,62264924000152.0,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,285205685.45,8
2020-03,62285390000140.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,24207969290.51,333
2020-03,62318407000119.0,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,6296013273.139999,12
2020-03,62418140000131.0,INTRAG DTVM LTDA.,8392736292.85,11
2020-03,67030395000146.0,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,4148231619.76,25
2020-03,71590442000183.0,LASTRO RDV DTVM LTDA,14404592.66,2
2020-03,45854066000187.0,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,364065007.39,6
2020-03,33886862000112.0,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",83673512.92999999,6
2020-03,42066258000130.0,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2634023489.6,11
2020-03,30822936000169.0,BB GESTAO DE RECURSOS DTVM S.A,60875331671.21999,3
2020-03,33775974000104.0,ATIVA INVESTIMENTOS S.A. C.T.C.V.,182937904.17,2
2020-03,66670000100.0,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,24174171113.780003,26
2020-03,329598000167.0,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,695622067.33,9
2020-03,360305000104.0,CAIXA ECONOMICA FEDERAL,2197559045.4700003,5
2020-03,806535000154.0,PLANNER CORRETORA DE VALORES S.A.,2791969034.49,25
2020-03,1522368000182.0,BANCO BNP PARIBAS BRASIL S/A,517811561.47,1
2020-03,2201501000161.0,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,1789257292.94,14
2020-03,2332886000104.0,XP INVESTIMENTOS CCTVM S.A.,865502554.61,4
2020-03,2671743000119.0,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1919909631.51,26
2020-03,3017677000120.0,BANCO J. SAFRA S.A.,491503648.78,10
2020-03,3317692000194.0,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,4948629606.46,46
2020-03,3384738000198.0,TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,572770080.14,4
2020-03,,,8830966340.84,16
2020-03,11758741000152.0,BANCO FINAXIS S.A.,2542202645.61,25
2020-03,3751794000113.0,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,2412905686.52,9
2020-03,29650082000100.0,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,170703797.67,2
2020-03,27652684000162.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,2836803640.42,7
2020-03,24361690000172.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1235654000.93,32
2020-03,22610500000188.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2041172561.87,24
2020-03,30723886000162.0,BANCO MODAL S.A.,1041707.43,1
2020-03,15489568000195.0,INTRA INVESTIMENTOS DTVM LTDA,360317963.3,12
2020-03,13673855000125.0,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1005603242.28,8
2020-03,13486793000142.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,9476712947.47,67
2020-03,12063256000127.0,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2178204846.13,11
2020-03,16695922000109.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,754107067.98,19
2020-04,44077014000189.0,BR-CAPITAL DTVM S.A.,372370955.32,1
2020-04,42066258000130.0,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2606134835.22,10
2020-04,40768766000135.0,LIONS TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,139541771.0,1
2020-04,40434681000110.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,5663298.33,2
2020-04,37678915000160.0,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1240434217.09,8
2020-04,36864992000142.0,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,5575021609.29,18
2020-04,36266751000100.0,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,70056548.8,1
2020-04,36113876000191.0,OLIVEIRA TRUST DTVM S.A.,34770646594.39,73
2020-04,44782130000107.0,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,175577020.26,8
2020-04,34829992000186.0,CBSF DISTRIBUIDORA DE T-TULOS E VALORES MOBILI-RIOS S.A.,1493941093.91,9
2020-04,39669186000101.0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,3980780265.47,42
2020-04,45246410000155.0,BANCO GENIAL S.A.,1838161517.91,14
2020-04,62232889000190.0,BANCO DAYCOVAL S.A.,1506615223.09,21
2020-04,47215387000167.0,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,41601326.04,2
2020-04,50657675000186.0,SLW CVC LTDA,175198850.39,1
2020-04,52904364000108.0,NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES,0.0,1
2020-04,59281253000123.0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,10368588894.37,63
2020-04,62264924000152.0,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,286702052.95,8
2020-04,62285390000140.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,23691412498.79,337
2020-04,62318407000119.0,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,6209574372.919999,12
2020-04,62418140000131.0,INTRAG DTVM LTDA.,8158687219.43,11
2020-04,67030395000146.0,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,4395940313.87,26
2020-04,71590442000183.0,LASTRO RDV DTVM LTDA,15660364.56,2
2020-04,33918160000173.0,"MASSA FALIDA DA GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S. A.",1118028.13,1
2020-04,45854066000187.0,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,361091893.80999994,6
2020-04,33886862000112.0,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",86699745.42999999,6
2020-04,3317692000194.0,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,4704714905.27,45
2020-04,30822936000169.0,BB GESTAO DE RECURSOS DTVM S.A,47951394220.47,3
2020-04,33775974000104.0,ATIVA INVESTIMENTOS S.A. C.T.C.V.,183468417.16,2
2020-04,,,9677320981.92,15
2020-04,66670000100.0,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,23503445333.68,25
2020-04,329598000167.0,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,722824835.34,9
