competencia,admin_cnpj,admin_nome,pl,n_veiculos
2015-03,2671743000119.0,CM CAPITAL MARKETS DTVM LTDA,932952839.69,8
2015-03,3017677000120.0,BANCO J. SAFRA S.A.,61727211.370000005,2
2015-03,,,1407505878.8,27
2015-03,3384738000198.0,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,2856957268.31,7
2015-03,5389174000101.0,MODAL D.T.V.M. LTDA,1182421203.33,18
2015-03,24361690000172.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,17265502.24,1
2015-03,11758741000152.0,BANCO FINAXIS S.A.,754564880.48,33
2015-03,12063256000127.0,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,23611342.54,2
2015-03,13486793000142.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1167850630.29,19
2015-03,13673855000125.0,FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,8917931.88,1
2015-03,15489568000195.0,INTRADER DTVM LTDA,58912785.45,4
2015-03,3317692000194.0,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2740168288.76,31
2015-04,45246410000155.0,PLURAL S.A. BANCO MULTIPLO,30023443.22,2
2015-04,42066258000130.0,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1423893326.0800002,7
2015-04,36113876000191.0,OLIVEIRA TRUST DTVM S.A.,7069324926.2,41
2015-04,30822936000169.0,BB GESTAO DE RECURSOS DTVM S.A,23327539434.84,3
2015-04,33886862000112.0,MAXIMA S/A CCTVM,951687.81,1
2015-04,33868597000140.0,CITIBANK DTVM SA,1803819978.81,9
2015-04,50657675000186.0,SLW CVC LTDA,70042811.77,1
2015-04,33918160000173.0,"GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",351481981.51,5
2015-04,52904364000108.0,NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES,998452116.48,13
2015-04,62318407000119.0,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,2897711071.31,13
2015-04,62232889000190.0,BANCO DAYCOVAL S.A.,159915880.91,4
2015-04,62285390000140.0,SOCOPA SOCIEDADE CORRETORA PAULISTA SA,5784925387.09,133
2015-04,62382908000164.0,MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM,360255581.44,2
2015-04,62418140000131.0,INTRAG DTVM LTDA.,1836476073.42,5
2015-04,67030395000146.0,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,244134194.93,7
2015-04,74073974000131.0,ESTRATEGIA INVESTIMENTOS S/A CVC,684227929.11,2
2015-04,90400888000142.0,BANCO SANTANDER (BRASIL) S.A.,0.0,1
2015-04,30723886000162.0,BANCO MODAL S.A.,5813033.49,3
2015-04,59281253000123.0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1691496959.23,10
2015-04,27652684000162.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,88523635.62,4
2015-04,24361690000172.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,17839958.19,1
2015-04,22610500000188.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,45207536.17,1
2015-04,,,1383522509.47,27
2015-04,66670000100.0,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,10510673470.19,33
2015-04,360305000104.0,CAIXA ECONOMICA FEDERAL,4589633104.85,11
2015-04,806535000154.0,PLANNER CORRETORA DE VALORES SA,347088567.75,8
2015-04,1522368000182.0,BANCO BNP PARIBAS BRASIL S/A,162906502.5,1
2015-04,1638542000157.0,CA INDOSUEZ WEALTH (BRAZIL) S.A. DTVM,785277221.85,1
2015-04,2201501000161.0,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,780358685.7,8
2015-04,2671743000119.0,CM CAPITAL MARKETS DTVM LTDA,952632468.2,8
2015-04,1581283000175.0,OBOÉ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A.,617293.96,4
2015-04,3317692000194.0,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2767817059.2799997,31
2015-04,3017677000120.0,BANCO J. SAFRA S.A.,61691757.83,2
2015-04,13673855000125.0,FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,9182665.81,1
2015-04,13486793000142.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1213974983.23,19
2015-04,12063256000127.0,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,25121048.92,2
2015-04,15489568000195.0,INTRADER DTVM LTDA,60674895.09,4
2015-04,5389174000101.0,MODAL D.T.V.M. LTDA,1240518673.77,19
2015-04,3384738000198.0,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,2911729630.88,7
2015-04,11758741000152.0,BANCO FINAXIS S.A.,813720286.37,34
2015-05,50657675000186.0,SLW CVC LTDA,70132544.74,1
2015-05,33868597000140.0,CITIBANK DTVM SA,1689055868.82,9
2015-05,33886862000112.0,MAXIMA S/A CCTVM,192279.21,1
2015-05,33918160000173.0,"GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",357342692.62,5
2015-05,34829992000186.0,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,6903023.48,1
2015-05,36113876000191.0,OLIVEIRA TRUST DTVM S.A.,7042839692.89,41
2015-05,42066258000130.0,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1448634151.36,7
2015-05,45246410000155.0,PLURAL S.A. BANCO MULTIPLO,30499679.75,2
2015-05,52904364000108.0,NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES,1024928215.17,12
2015-05,90400888000142.0,BANCO SANTANDER (BRASIL) S.A.,0.0,1
2015-05,62232889000190.0,BANCO DAYCOVAL S.A.,217177798.76,4
2015-05,62285390000140.0,SOCOPA SOCIEDADE CORRETORA PAULISTA SA,5870769244.39,134
2015-05,62318407000119.0,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,2891939597.64,13
2015-05,62382908000164.0,MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM,361838013.12,2
2015-05,62418140000131.0,INTRAG DTVM LTDA.,1846339454.57,5
2015-05,67030395000146.0,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,251737970.48,8
2015-05,74073974000131.0,ESTRATEGIA INVESTIMENTOS S/A CVC,671804260.4100001,2
2015-05,30822936000169.0,BB GESTAO DE RECURSOS DTVM S.A,19746607859.01,3
2015-05,59281253000123.0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1667556151.0,10
2015-05,30723886000162.0,BANCO MODAL S.A.,40631729.9,3
2015-05,,,1377961417.29,27
2015-05,24361690000172.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,28276815.04,1
2015-05,27652684000162.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,120477511.01,4
2015-05,66670000100.0,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,11237280541.03,33
2015-05,360305000104.0,CAIXA ECONOMICA FEDERAL,4548229562.38,11
2015-05,806535000154.0,PLANNER CORRETORA DE VALORES SA,344121460.91,8
2015-05,1522368000182.0,BANCO BNP PARIBAS BRASIL S/A,164542851.97,1
2015-05,1638542000157.0,CA INDOSUEZ WEALTH (BRAZIL) S.A. DTVM,785552467.68,1
2015-05,2201501000161.0,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,791071059.92,8
2015-05,2671743000119.0,CM CAPITAL MARKETS DTVM LTDA,1047739784.37,9
2015-05,3017677000120.0,BANCO J. SAFRA S.A.,61676318.64,2
2015-05,1581283000175.0,OBOÉ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A.,504782.82,4
2015-05,3384738000198.0,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,2978968977.84,7
2015-05,3317692000194.0,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2846852800.1600003,31
2015-05,15489568000195.0,INTRADER DTVM LTDA,62797416.690000005,5
2015-05,13673855000125.0,FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,9673525.1,1
2015-05,13486793000142.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1397026557.51,21
2015-05,22610500000188.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,43937725.64,1
2015-05,11758741000152.0,BANCO FINAXIS S.A.,802958010.88,34
2015-05,5389174000101.0,MODAL D.T.V.M. LTDA,1212402217.0900002,19
2015-05,12063256000127.0,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,25687672.87,2
2015-06,50657675000186.0,SLW CVC LTDA,70322213.37,1
2015-06,33868597000140.0,CITIBANK DTVM SA,1502976462.32,8
2015-06,33886862000112.0,MAXIMA S/A CCTVM,3542.92,1
2015-06,33918160000173.0,"GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",357419733.46000004,7
2015-06,34829992000186.0,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,5744835.88,1
2015-06,36113876000191.0,OLIVEIRA TRUST DTVM S.A.,7904313763.77,42
2015-06,42066258000130.0,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1404358965.9,7
2015-06,45246410000155.0,PLURAL S.A. BANCO MULTIPLO,30455734.74,2
2015-06,52904364000108.0,NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES,1021684309.22,12
2015-06,30822936000169.0,BB GESTAO DE RECURSOS DTVM S.A,22764895986.870003,3
2015-06,62232889000190.0,BANCO DAYCOVAL S.A.,231694087.28,4
2015-06,90400888000142.0,BANCO SANTANDER (BRASIL) S.A.,0.0,1
2015-06,62285390000140.0,SOCOPA SOCIEDADE CORRETORA PAULISTA SA,5890134580.92,140
2015-06,62318407000119.0,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,3003371902.61,14
2015-06,62382908000164.0,MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM,362786615.21,2
2015-06,62418140000131.0,INTRAG DTVM LTDA.,1858868697.44,5
2015-06,67030395000146.0,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,262432640.67,8
2015-06,74073974000131.0,ESTRATEGIA INVESTIMENTOS S/A CVC,666536244.44,2
2015-06,59281253000123.0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1550223570.54,10
2015-06,30723886000162.0,BANCO MODAL S.A.,43037317.59,3
2015-06,1638542000157.0,CA INDOSUEZ WEALTH (BRAZIL) S.A. DTVM,786192981.79,1
2015-06,24361690000172.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,30808673.75,1
2015-06,27652684000162.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,123399922.02,4
2015-06,,,1383894867.31,28
2015-06,360305000104.0,CAIXA ECONOMICA FEDERAL,4389076168.16,11
2015-06,806535000154.0,PLANNER CORRETORA DE VALORES SA,342407112.23,8
2015-06,1522368000182.0,BANCO BNP PARIBAS BRASIL S/A,165698305.3,1
2015-06,1581283000175.0,OBOÉ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A.,630966.6699999999,4
2015-06,2201501000161.0,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,737317459.17,8
2015-06,2671743000119.0,CM CAPITAL MARKETS DTVM LTDA,1109117225.68,9
2015-06,3017677000120.0,BANCO J. SAFRA S.A.,61660169.10000001,2
2015-06,66670000100.0,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,11568561863.4,32
2015-06,3384738000198.0,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,2827732898.45,6
2015-06,15489568000195.0,INTRADER DTVM LTDA,63380129.99,5
2015-06,3317692000194.0,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2939732698.29,32
2015-06,13673855000125.0,FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,10325448.13,1
2015-06,22610500000188.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,63917968.61,1
2015-06,12063256000127.0,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,27714598.279999997,2
2015-06,11758741000152.0,BANCO FINAXIS S.A.,796930667.58,33
2015-06,5389174000101.0,MODAL D.T.V.M. LTDA,1216831005.54,19
2015-06,13486793000142.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1398629685.09,23
2015-07,50657675000186.0,SLW CVC LTDA,70430285.78,1
2015-07,30822936000169.0,BB GESTAO DE RECURSOS DTVM S.A,21724369209.780003,3
2015-07,33868597000140.0,CITIBANK DTVM SA,1091708288.72,8
2015-07,33886862000112.0,MAXIMA S/A CCTVM,4850892.11,1
2015-07,34829992000186.0,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,5742509.26,1
2015-07,36113876000191.0,OLIVEIRA TRUST DTVM S.A.,8234802990.110001,43
2015-07,42066258000130.0,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1420684188.78,7
2015-07,45246410000155.0,PLURAL S.A. BANCO MULTIPLO,31490607.36,2
2015-07,52904364000108.0,NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES,1036986357.32,11
2015-07,62318407000119.0,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,2952996486.08,14
2015-07,62232889000190.0,BANCO DAYCOVAL S.A.,238766043.67,4
2015-07,62285390000140.0,SOCOPA SOCIEDADE CORRETORA PAULISTA SA,5949726814.4,141
2015-07,30723886000162.0,BANCO MODAL S.A.,44952210.59,3
2015-07,62382908000164.0,MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM,364537314.31,3
2015-07,62418140000131.0,INTRAG DTVM LTDA.,1836719641.43,5
2015-07,67030395000146.0,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,269017609.78999996,8
2015-07,74073974000131.0,ESTRATEGIA INVESTIMENTOS S/A CVC,634246990.25,1
2015-07,90400888000142.0,BANCO SANTANDER (BRASIL) S.A.,0.0,1
2015-07,59281253000123.0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1608716261.2700002,10
2015-07,27652684000162.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,129056082.12,4
2015-07,33918160000173.0,"GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",347943416.4,6
2015-07,22610500000188.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,63890389.93,1
2015-07,24361690000172.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,31390980.7,1
2015-07,66670000100.0,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,10800497718.73,32
2015-07,360305000104.0,CAIXA ECONOMICA FEDERAL,4391703507.07,11
2015-07,806535000154.0,PLANNER CORRETORA DE VALORES SA,339225566.43,8
2015-07,1522368000182.0,BANCO BNP PARIBAS BRASIL S/A,167264242.75,1
2015-07,1581283000175.0,OBOÉ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A.,904080.76,4
2015-07,1638542000157.0,CA INDOSUEZ WEALTH (BRAZIL) S.A. DTVM,787075800.91,1
2015-07,2201501000161.0,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,792398521.46,8
2015-07,2671743000119.0,CM CAPITAL MARKETS DTVM LTDA,1301960290.86,9
2015-07,,,1627853401.76,29
2015-07,3317692000194.0,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2942174106.61,34
2015-07,3017677000120.0,BANCO J. SAFRA S.A.,61642131.22,2
2015-07,13673855000125.0,FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,11339383.77,1
2015-07,13486793000142.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1409285616.27,23
2015-07,15489568000195.0,INTRADER DTVM LTDA,60393384.25000001,5
2015-07,11758741000152.0,BANCO FINAXIS S.A.,796338173.28,34
2015-07,5389174000101.0,MODAL D.T.V.M. LTDA,1238284739.18,19
2015-07,3384738000198.0,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,2823810074.4,7
2015-07,12063256000127.0,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,29935888.38,2
2015-08,33868597000140.0,CITIBANK DTVM SA,1446232999.46,6
2015-08,45246410000155.0,PLURAL S.A. BANCO MULTIPLO,31612833.5,2
2015-08,33886862000112.0,MAXIMA S/A CCTVM,6307815.76,1
2015-08,33918160000173.0,"GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",333177506.54,7
2015-08,34829992000186.0,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,5741249.69,1
2015-08,36113876000191.0,OLIVEIRA TRUST DTVM S.A.,8809618391.55,43
2015-08,42066258000130.0,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1432272265.22,7
2015-08,50657675000186.0,SLW CVC LTDA,70529168.53,1
2015-08,62318407000119.0,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,2941146702.2799997,14
2015-08,59281253000123.0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1615160684.93,9
2015-08,62232889000190.0,BANCO DAYCOVAL S.A.,246414826.33,4
2015-08,62285390000140.0,SOCOPA SOCIEDADE CORRETORA PAULISTA SA,6028706624.01,140
2015-08,62382908000164.0,MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM,363466154.49,3
2015-08,62418140000131.0,INTRAG DTVM LTDA.,1867822933.33,5
2015-08,67030395000146.0,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,279101459.95,8
2015-08,90400888000142.0,BANCO SANTANDER (BRASIL) S.A.,0.0,1
2015-08,30822936000169.0,BB GESTAO DE RECURSOS DTVM S.A,21413405736.95,3
2015-08,52904364000108.0,NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES,1056986058.34,11
2015-08,30723886000162.0,BANCO MODAL S.A.,10980112.79,2
2015-08,74073974000131.0,ESTRATEGIA INVESTIMENTOS S/A CVC,628661490.27,1
2015-08,24361690000172.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,31799077.25,1
2015-08,,,1619009762.2,29
2015-08,66670000100.0,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,11676628323.21,29
2015-08,360305000104.0,CAIXA ECONOMICA FEDERAL,4340149856.5,11
2015-08,806535000154.0,PLANNER CORRETORA DE VALORES SA,333739189.82,8
2015-08,1522368000182.0,BANCO BNP PARIBAS BRASIL S/A,168684622.73,1
2015-08,1638542000157.0,CA INDOSUEZ WEALTH (BRAZIL) S.A. DTVM,786490183.44,1
2015-08,2201501000161.0,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,804060652.0999999,8
2015-08,2671743000119.0,CM CAPITAL MARKETS DTVM LTDA,1325289222.19,9
2015-08,3017677000120.0,BANCO J. SAFRA S.A.,61626543.23,2
2015-08,27652684000162.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,132369854.06,4
2015-08,3384738000198.0,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,2748687279.01,6
2015-08,5389174000101.0,MODAL D.T.V.M. LTDA,1261002594.36,20
2015-08,11758741000152.0,BANCO FINAXIS S.A.,763290240.01,35
2015-08,12063256000127.0,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,30811426.18,2
2015-08,13486793000142.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1421694455.74,23
2015-08,13673855000125.0,FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,11694015.8,1
2015-08,15489568000195.0,INTRADER DTVM LTDA,64075543.0,4
2015-08,22610500000188.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,63718682.8,1
2015-08,3317692000194.0,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2986604932.72,34
2015-09,42066258000130.0,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1429559377.95,7
2015-09,36113876000191.0,OLIVEIRA TRUST DTVM S.A.,8337370255.360001,43
2015-09,33868597000140.0,CITIBANK DTVM SA,1460072380.8200002,6
2015-09,33918160000173.0,"GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",339739562.71,7
2015-09,33886862000112.0,MAXIMA S/A CCTVM,5829529.64,2
2015-09,45246410000155.0,PLURAL S.A. BANCO MULTIPLO,31370736.82,2
2015-09,34829992000186.0,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,5739195.9,1
2015-09,50657675000186.0,SLW CVC LTDA,70626918.85,1
2015-09,62318407000119.0,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,2695139189.17,14
2015-09,59281253000123.0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1640859198.9399998,8
2015-09,62232889000190.0,BANCO DAYCOVAL S.A.,252102426.15,4
2015-09,62285390000140.0,SOCOPA SOCIEDADE CORRETORA PAULISTA SA,6356720923.19,151
2015-09,62382908000164.0,MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM,368480662.63,3
2015-09,62418140000131.0,INTRAG DTVM LTDA.,1913660511.48,5
2015-09,67030395000146.0,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,289313484.40999997,9
2015-09,74073974000131.0,ESTRATEGIA INVESTIMENTOS S/A CVC,622950990.29,1
2015-09,30822936000169.0,BB GESTAO DE RECURSOS DTVM S.A,28749969548.86,3
2015-09,52904364000108.0,NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES,1098516721.19,12
2015-09,30723886000162.0,BANCO MODAL S.A.,11126305.76,2
2015-09,90400888000142.0,BANCO SANTANDER (BRASIL) S.A.,0.0,1
2015-09,24361690000172.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,32642679.28,1
2015-09,27652684000162.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,132697457.16,4
2015-09,,,1135756439.84,27
2015-09,66670000100.0,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,10117650547.64,31
2015-09,360305000104.0,CAIXA ECONOMICA FEDERAL,4334410367.57,11
2015-09,806535000154.0,PLANNER CORRETORA DE VALORES SA,311317075.98,8
2015-09,1638542000157.0,CA INDOSUEZ WEALTH (BRAZIL) S.A. DTVM,685398886.11,1
2015-09,2201501000161.0,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,759058473.9300001,8
2015-09,2671743000119.0,CM CAPITAL MARKETS DTVM LTDA,1387480891.33,10
2015-09,3017677000120.0,BANCO J. SAFRA S.A.,61596832.08,3
2015-09,1522368000182.0,BANCO BNP PARIBAS BRASIL S/A,169299552.76,1
2015-09,3384738000198.0,VOTORANTIM ASSET MANAGEMENT DTVM LTDA.,2873185264.27,5
2015-09,3317692000194.0,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2971397955.99,35
2015-09,15489568000195.0,INTRADER DTVM LTDA,173872380.55,4
2015-09,13673855000125.0,FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,12053065.82,1
2015-09,13486793000142.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1425254096.18,24
2015-09,22610500000188.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,76239117.34,1
2015-09,11758741000152.0,BANCO FINAXIS S.A.,860100238.8,36
2015-09,5389174000101.0,MODAL D.T.V.M. LTDA,1315327880.67,20
2015-09,12063256000127.0,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,40784053.19,3
2015-10,90400888000142.0,BANCO SANTANDER (BRASIL) S.A.,0.0,1
2015-10,30822936000169.0,BB GESTAO DE RECURSOS DTVM S.A,24412272818.879997,3
2015-10,33868597000140.0,CITIBANK DTVM SA,1474016012.52,8
2015-10,33886862000112.0,MAXIMA S/A CCTVM,4221208.890000001,2
2015-10,34829992000186.0,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,5735774.12,1
2015-10,36113876000191.0,OLIVEIRA TRUST DTVM S.A.,8377602384.7,44
2015-10,42066258000130.0,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1435531644.09,7
2015-10,45246410000155.0,PLURAL S.A. BANCO MULTIPLO,31225479.57,2
2015-10,52904364000108.0,NECTON INVESTIMENTOS S.A. CORRETORA DE VALORES MOBILIÁRIOS E COMMODITIES,1138859195.45,12
2015-10,59281253000123.0,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1639177827.46,8
2015-10,62232889000190.0,BANCO DAYCOVAL S.A.,42143422.88,4
2015-10,30723886000162.0,BANCO MODAL S.A.,11309227.67,2
2015-10,62318407000119.0,SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,2513186158.14,14
2015-10,62382908000164.0,MASSA FALIDA DA CRUZEIRO DO SUL S.A. DTVM,372112601.47,3
2015-10,62418140000131.0,INTRAG DTVM LTDA.,1925532285.63,5
2015-10,67030395000146.0,PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,296586206.75,9
2015-10,74073974000131.0,ESTRATEGIA INVESTIMENTOS S/A CVC,0.0,1
2015-10,50657675000186.0,SLW CVC LTDA,70720308.85,1
2015-10,62285390000140.0,SOCOPA SOCIEDADE CORRETORA PAULISTA SA,6342702341.35,153
2015-10,33918160000173.0,"GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",337703310.23,6
