measure,ranking_code,ranking_label,window,participant,rank,value_brl_or_count,share
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,CEF,13.0,43000000.0,0.00857413375
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,One Corporate,14.0,42798477.0,0.00853395038
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,CANAL COMPANHIA DE SECURITIZAÇÃO,15.0,25000000.0,0.00498496148
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,UBS BB,16.0,21082000.0,0.00420371832
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,17.0,14703000.0,0.00293175555
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,ANDBANK,18.0,3720000.0,0.00074176227
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,RB CAPITAL DTVM,19.0,3167193.08,0.00063153342
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,WARREN,20.0,3071500.0,0.00061245237
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,OPEA SECURITIZADORA,21.0,1500000.0,0.00029909769
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,DAYCOVAL,22.0,1054500.0,0.00021026568
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,GENIAL CV,23.0,171000.0,3.409714e-05
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,C6 CTVM,24.0,25000.0,4.98496e-06
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,ABC BRASIL,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,ATIVA,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,AZIMUT,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,BANCO BS2,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,MAX CAPITAL MARKETS,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,TORO INVESTIMENTOS,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,acumulado_ano,UNICRED DTVM,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,BTG PACTUAL,1.0,3120212721.03,0.17936362244
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,XP INVESTIMENTOS,2.0,2751342115.14,0.15815930914
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,ITAU BBA,3.0,2593302345.0699997,0.14907448442
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,SAFRA,4.0,1886967079.83,0.1084712105
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,BR PARTNERS,5.0,1328119537.94,0.07634618298
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,INTER,6.0,1107064033.84,0.06363893527
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,BRADESCO BBI,7.0,1063996848.59,0.06116324305
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,8.0,683029000.0,0.03926352676
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,SANTANDER,9.0,532499672.15,0.03061043547
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,CANAL COMPANHIA DE SECURITIZAÇÃO,10.0,431849000.0,0.02482458983
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,BB-BI,11.0,281625000.0,0.01618905013
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,ABC BRASIL,12.0,250774695.65,0.01441563824
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,VOTORANTIM,13.0,244705000.0,0.0140667253
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,OPEA SECURITIZADORA,14.0,219277000.0,0.01260501144
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,ASA ASSET 2 GESTÃO DE RECURSOS LTDA,15.0,204234000.0,0.01174027329
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,CEF,16.0,161177200.0,0.00926517806
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,MAX CAPITAL MARKETS,17.0,120000000.0,0.00689813055
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,DAYCOVAL,18.0,104494808.33,0.00600682358
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,UBS BB,19.0,76784308.33,0.00441390153
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,One Corporate,20.0,71798477.0,0.0041272939
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,RB CAPITAL DTVM,21.0,70460193.08,0.00405036342
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,EQI Investimentos CTVM,22.0,58087000.0,0.00333909758
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,BANCO BS2,23.0,20000000.0,0.00114968842
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,GENIAL CV,24.0,5670500.0,0.00032596541
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,ANDBANK,25.0,4316000.0,0.00024810276
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,WARREN,26.0,3071500.0,0.0001765634
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,TORO INVESTIMENTOS,27.0,537500.0,3.089788e-05
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,UNICRED DTVM,28.0,524499.0700000001,3.015053e-05
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,C6 CTVM,29.0,60000.0,3.44907e-06
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,AZIMUT,30.0,32500.0,1.86824e-06
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_12_meses,ATIVA,31.0,5000.0,2.8742e-07
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,ITAU BBA,1.0,700751950.0,0.23481962073
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,INTER,2.0,561364690.0,0.18811141888
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,BR PARTNERS,3.0,318147788.47999996,0.1066102535
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,BTG PACTUAL,4.0,299808950.0,0.10046497042
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,XP INVESTIMENTOS,5.0,278412700.0,0.09329515904
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,SAFRA,6.0,213629500.0,0.07158652668
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,SANTANDER,7.0,199050200.0,0.06670105231
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,BB-BI,8.0,135227500.0,0.04531428027
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,BRADESCO BBI,9.0,125915200.0,0.04219375987
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,VOTORANTIM,10.0,63000000.0,0.02111108803
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,CEF,11.0,43000000.0,0.01440915532
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,UBS BB,12.0,21082000.0,0.00706450727
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,One Corporate,13.0,15341310.0,0.00514082136
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,ANDBANK,14.0,3660000.0,0.00122645369
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,WARREN,15.0,3071500.0,0.00102924932
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,OPEA SECURITIZADORA,16.0,1500000.0,0.00050264495
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,DAYCOVAL,17.0,1054500.0,0.0003533594
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,GENIAL CV,18.0,171000.0,5.730152e-05
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,C6 CTVM,19.0,25000.0,8.37742e-06
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,ABC BRASIL,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,ASA ASSET 2 GESTÃO DE RECURSOS LTDA,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,ATIVA,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,AZIMUT,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,BANCO BS2,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,CANAL COMPANHIA DE SECURITIZAÇÃO,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,EQI Investimentos CTVM,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,MAX CAPITAL MARKETS,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,RB CAPITAL DTVM,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,TORO INVESTIMENTOS,,0.0,
distribuicao_valor,1.3.2,Emissão de Certificados de Recebíveis Imobiliários,ultimos_3_meses,UNICRED DTVM,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,BB-BI,1.0,778170919.2699999,0.26071264098
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,BRADESCO BBI,2.0,704098477.5500001,0.23589595685
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,BTG PACTUAL,3.0,404400997.65999985,0.1354875253
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,XP INVESTIMENTOS,4.0,252340882.34,0.08454242665
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,SANTANDER,5.0,179069912.48999998,0.05999426174
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,ITAU BBA,6.0,178248982.35,0.05971922336
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,One Corporate,7.0,132500000.0,0.04439182199
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,SAFRA,8.0,83291808.85,0.02790547285
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,BOCOM BBM,9.0,62366666.660000004,0.02089486766
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,TERRA,10.0,59847092.5,0.02005072813
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,DAYCOVAL,11.0,31768364.57,0.01064343838
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,UBS BB,12.0,29020875.0,0.00972293975
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,INTER,13.0,23622968.700000003,0.00791446507
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,M7 IB,14.0,21000000.0,0.007035685
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,CEF,15.0,15175000.0,0.00508411999
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,RB CAPITAL DTVM,16.0,14229999.97,0.00476751416
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,GENIAL CV,17.0,13824551.649999999,0.00463167574
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,UNICRED DTVM,18.0,1078000.0,0.00036116516
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CCTVM LTDA,19.0,703499.97,0.00023569544
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,C6 CTVM,20.0,24999.99,8.37581e-06
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,ABC BRASIL,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,ANDBANK,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,ATIVA,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,AZIMUT,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,BR PARTNERS,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,CANAL COMPANHIA DE SECURITIZAÇÃO,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,EXES SERVIÇOS FINANCEIROS,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,OPEA SECURITIZADORA,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,TORO INVESTIMENTOS,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,acumulado_ano,WARREN,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,XP INVESTIMENTOS,1.0,3038163406.969999,0.16996595702
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,BB-BI,2.0,2842987545.1099997,0.15904710648
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,BRADESCO BBI,3.0,2826743329.430001,0.15813834573
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,BTG PACTUAL,4.0,2554585380.37,0.14291283608
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,ITAU BBA,5.0,2161142884.41,0.12090222592
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,SAFRA,6.0,1936570953.09,0.10833885189
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,SANTANDER,7.0,992398566.2800001,0.05551840025
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,UBS BB,8.0,338088374.98,0.01891389847
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,OPEA SECURITIZADORA,9.0,157138000.0,0.00879087362
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,One Corporate,10.0,132500000.0,0.00741253392
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,DAYCOVAL,11.0,125477854.27,0.00701968944
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,INTER,12.0,118713240.99000001,0.00664125227
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,13.0,100000000.0,0.00559436522
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,ABC BRASIL,14.0,88717000.0,0.00496315299
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,CEF,15.0,84297000.0,0.00471588205
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,BOCOM BBM,16.0,63323666.660000004,0.00354255718
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,TERRA,17.0,60056092.49,0.00335975715
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,RB CAPITAL DTVM,18.0,58708999.94000002,0.00328439587
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,BR PARTNERS,19.0,50000000.0,0.00279718261
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,GENIAL CV,20.0,46765702.839999996,0.00261624422
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,EXES SERVIÇOS FINANCEIROS,21.0,40000000.0,0.00223774609
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,M7 IB,22.0,21000000.0,0.0011748167
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,CANAL COMPANHIA DE SECURITIZAÇÃO,23.0,20000000.0,0.00111887304
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,ANDBANK,24.0,5819999.99,0.00032559206
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,WARREN,25.0,2668000.0,0.00014925766
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,TORO INVESTIMENTOS,26.0,2479500.230000001,0.0001387123
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,AZIMUT,27.0,2250500.0,0.00012590119
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,C6 CTVM,28.0,2070499.9600000002,0.00011583133
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,UNICRED DTVM,29.0,1645000.0,9.202731e-05
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CCTVM LTDA,30.0,709999.97,3.971999e-05
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_12_meses,ATIVA,31.0,107500.0,6.01394e-06
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,BB-BI,1.0,778170919.2699999,0.47693672805
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,BRADESCO BBI,2.0,206680902.60999998,0.12667360216
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,XP INVESTIMENTOS,3.0,190947482.35,0.11703067438
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,SANTANDER,4.0,111252812.5,0.06818624426
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,ITAU BBA,5.0,90503574.88000001,0.05546914927
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,BTG PACTUAL,6.0,68565147.7,0.04202320646
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,BOCOM BBM,7.0,62366666.660000004,0.03822419111
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,One Corporate,8.0,52500000.0,0.03217696473
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,DAYCOVAL,9.0,31768364.57,0.01947065802
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,INTER,10.0,22402468.73,0.01373035136
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,GENIAL CV,11.0,8710551.68,0.00533864979
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,SAFRA,12.0,6711608.8500000015,0.0041135086
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,UNICRED DTVM,13.0,1021500.0,0.0006260718
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,ABC BRASIL,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,ANDBANK,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,ATIVA,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,AZIMUT,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,BR PARTNERS,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,C6 CTVM,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,CANAL COMPANHIA DE SECURITIZAÇÃO,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,CEF,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,EXES SERVIÇOS FINANCEIROS,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,M7 IB,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,MIRAE ASSET WEALTH MANAGEMENT (BRAZIL) CCTVM LTDA,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,OPEA SECURITIZADORA,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,RB CAPITAL DTVM,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,TERRA,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,TORO INVESTIMENTOS,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,UBS BB,,0.0,
distribuicao_valor,1.3.3,Emissão de Certificados de Recebíveis do Agronegócio,ultimos_3_meses,WARREN,,0.0,
distribuicao_valor,1.3.4,Emissão de Certificados de Recebíveis,acumulado_ano,BRADESCO BBI,1.0,185000000.0,1.0
distribuicao_valor,1.3.4,Emissão de Certificados de Recebíveis,acumulado_ano,ARCHX CAPITAL,,0.0,
distribuicao_valor,1.3.4,Emissão de Certificados de Recebíveis,acumulado_ano,ITAU BBA,,0.0,
distribuicao_valor,1.3.4,Emissão de Certificados de Recebíveis,acumulado_ano,M7 IB,,0.0,
distribuicao_valor,1.3.4,Emissão de Certificados de Recebíveis,ultimos_12_meses,BRADESCO BBI,1.0,185000000.0,0.46139107654
distribuicao_valor,1.3.4,Emissão de Certificados de Recebíveis,ultimos_12_meses,ITAU BBA,2.0,140000000.0,0.34916081468
distribuicao_valor,1.3.4,Emissão de Certificados de Recebíveis,ultimos_12_meses,M7 IB,3.0,56961374.0,0.14206199822
distribuicao_valor,1.3.4,Emissão de Certificados de Recebíveis,ultimos_12_meses,ARCHX CAPITAL,4.0,19000000.0,0.04738611056
distribuicao_valor,1.3.4,Emissão de Certificados de Recebíveis,ultimos_3_meses,BRADESCO BBI,1.0,185000000.0,1.0
distribuicao_valor,1.3.4,Emissão de Certificados de Recebíveis,ultimos_3_meses,ARCHX CAPITAL,,0.0,
distribuicao_valor,1.3.4,Emissão de Certificados de Recebíveis,ultimos_3_meses,ITAU BBA,,0.0,
distribuicao_valor,1.3.4,Emissão de Certificados de Recebíveis,ultimos_3_meses,M7 IB,,0.0,
distribuicao_valor,2,Operações Híbridas,acumulado_ano,ITAU BBA,1.0,12217840371.07,0.49049481397
distribuicao_valor,2,Operações Híbridas,acumulado_ano,XP INVESTIMENTOS,2.0,9712607087.8,0.38992025284
distribuicao_valor,2,Operações Híbridas,acumulado_ano,BR PARTNERS,3.0,1196611821.8799999,0.04803892301
distribuicao_valor,2,Operações Híbridas,acumulado_ano,BTG PACTUAL,4.0,655580724.62,0.02631880396
distribuicao_valor,2,Operações Híbridas,acumulado_ano,SAFRA,5.0,520850000.0,0.02090993302
distribuicao_valor,2,Operações Híbridas,acumulado_ano,BRADESCO BBI,6.0,242243843.91,0.0097250697
distribuicao_valor,2,Operações Híbridas,acumulado_ano,M7 IB,7.0,105000000.0,0.00421530761
distribuicao_valor,2,Operações Híbridas,acumulado_ano,FATOR,8.0,81934162.24000001,0.0032893114
