chunk_id,extracted_at_utc,documents,ready_docs,cached_docs,pdf_docs,json_docs,text_cache_docs,ocr_ready_docs,ocr_required_docs,error_docs,page_count,pages_processed,pages_with_text,text_chars,cache_bytes,avg_confidence,status_mix,source_methods,sample_documents,rerun_command
doc-0042,2026-07-09T22:46:35+00:00,100,100,100,100,0,0,0,0,0,2798,2798,2798,6045276,1832027,0.8,text_ready,pypdf_all_pages,"1097280_emissao_emissao_1097280_2025-12-15_2025-12-15.pdf, 1062615_emissao_emissao_1062615_2025-12-12_2025-12-12.pdf, 1062620_emissao_emissao_1062620_2025-12-12_2025-12-12.pdf, 622462_emissao_emissao_622462_2024-03-18_2024-03-18.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0042
doc-0043,2026-07-09T23:28:12+00:00,92,92,92,92,0,0,0,0,0,1074,1074,1074,2372523,757867,0.8,text_ready,pypdf_all_pages,"912180_assembleia_assembleia_912180_2025-05-20_2025-05-20.pdf, 873312_emissao_emissao_873312_2025-04-03_2025-04-03.pdf, 912183_evento_evento_912183_2025-05-27_2025-05-27.pdf, 1029419_assembleia_assembleia_1029419_2025-10-30_2025-10-30.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0043
doc-0044,2026-07-09T22:47:51+00:00,100,100,100,100,0,0,4,0,0,1585,1585,1581,3661111,1072887,0.8058,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"1185226_assembleia_assembleia_1185226_2026-05-06_2026-05-06.pdf, 1129307_assembleia_assembleia_1129307_2026-03-02_2026-03-02.pdf, 1184901_assembleia_assembleia_1184901_2026-03-02_2026-03-02.pdf, 1019413_assembleia_assembleia_1019413_2025-11-10_2025-11-10.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0044
doc-0045,2026-07-09T22:48:40+00:00,100,100,100,100,0,0,1,0,0,2136,2136,2136,4917911,1440006,0.8015,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"1104853_regulamento_regulamento_1104853_2026-02-02_2026-02-02.pdf, 1043778_regulamento_regulamento_1043778_2025-11-17_2025-11-17.pdf, 1027537_regulamento_regulamento_1027537_2025-10-30_2025-10-30.pdf, 962528_regulamento_regulamento_962528_2025-07-25_2025-07-25.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0045
doc-0046,2026-07-09T22:49:33+00:00,100,100,100,100,0,0,0,0,0,3712,3712,3710,7463332,2165510,0.8,text_ready,pypdf_all_pages,"1146999_emissao_emissao_1146999_2026-03-27_2026-03-27.pdf, 974179_emissao_emissao_974179_2025-08-15_2025-08-15.pdf, 1065925_regulamento_regulamento_1065925_2025-12-17_2025-12-17.pdf, 1065924_regulamento_regulamento_1065924_2025-11-17_2025-11-17.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0046
doc-0047,2026-07-09T22:50:47+00:00,100,100,100,100,0,0,2,0,0,2196,2196,2193,4260566,1250686,0.803,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"836444_regulamento_regulamento_836444_2025-02-07_2025-02-07.pdf, 836447_regulamento_regulamento_836447_2025-02-07.pdf, 836447_regulamento_regulamento_836447_2025-02-07_2025-02-07.pdf, 845891_regulamento_regulamento_845891_2025-01-13_2025-01-13.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0047
doc-0048,2026-07-09T22:51:24+00:00,100,100,100,100,0,0,0,0,0,1185,1185,1183,2455989,772045,0.8,text_ready,pypdf_all_pages,"862717_emissao_emissao_862717_2025-03-20_2025-03-20.pdf, 1212392_assembleia_assembleia_1212392_2026-06-01_2026-06-01.pdf, 1168432_assembleia_assembleia_1168432_2026-04-20_2026-04-20.pdf, 1167024_assembleia_assembleia_1167024_2026-04-16_2026-04-16.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0048
doc-0049,2026-07-09T22:51:48+00:00,100,100,100,100,0,0,1,0,0,2549,2549,2542,5889919,1714259,0.8015,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"903727_emissao_emissao_903727_2025-05-15_2025-05-15.pdf, 900309_emissao_emissao_900309_2025-05-13_2025-05-13.pdf, 900264_emissao_emissao_900264_2025-04-24_2025-04-24.pdf, 918678_emissao_emissao_918678_2025-03-31_2025-03-31.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0049
doc-0050,2026-07-09T22:53:40+00:00,100,100,100,100,0,0,1,0,0,2233,2233,2228,4914718,1474832,0.8015,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"879194_assembleia_assembleia_879194_2025-04-14_2025-04-14.pdf, 857796_assembleia_assembleia_857796_2025-03-13_2025-03-13.pdf, 1146199_regulamento_regulamento_1146199_2026-03-03_2026-03-03.pdf, 1094739_regulamento_regulamento_1094739_2025-12-03_2025-12-03.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0050
doc-0051,2026-07-09T22:54:35+00:00,100,100,100,100,0,0,1,0,0,3121,3121,3119,7435510,2117557,0.8015,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"1007627_emissao_emissao_1007627_2025-10-06_2025-10-06.pdf, 1001982_emissao_emissao_1001982_2025-09-29_2025-09-29.pdf, 981090_emissao_emissao_981090_2025-08-29_2025-08-29.pdf, 977509_emissao_emissao_977509_2025-08-25_2025-08-25.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0051
doc-0052,2026-07-09T22:55:35+00:00,100,100,100,100,0,0,1,0,0,2419,2419,2414,5869249,1593123,0.8015,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"1058126_assembleia_assembleia_1058126_2025-12-08_2025-12-08.pdf, 1058127_assembleia_assembleia_1058127_2025-12-08_2025-12-08.pdf, 907716_assembleia_assembleia_907716_2025-05-09_2025-05-09.pdf, 1075771_emissao_emissao_1075771_2026-01-02_2026-01-02.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0052
doc-0053,2026-07-09T22:56:23+00:00,100,100,100,100,0,0,2,0,0,1626,1626,1626,3722712,1113304,0.803,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"945357_assembleia_assembleia_945357_2025-07-28_2025-07-28.pdf, 956392_assembleia_assembleia_956392_2025-07-28_2025-07-28.pdf, 956393_assembleia_assembleia_956393_2025-07-28_2025-07-28.pdf, 884760_emissao_emissao_884760_2025-04-21_2025-04-21.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0053
doc-0054,2026-07-09T22:57:05+00:00,100,100,100,100,0,0,0,0,0,2829,2829,2827,6173347,1710927,0.8,text_ready,pypdf_all_pages,"1158606_emissao_emissao_1158606_2026-04-02_2026-04-02.pdf, 1158753_emissao_emissao_1158753_2026-03-26_2026-03-26.pdf, 730967_emissao_emissao_730967_2024-08-27_2024-08-27.pdf, 1056859_regulamento_regulamento_1056859_2025-12-09_2025-12-09.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0054
doc-0055,2026-07-09T22:57:44+00:00,100,100,100,100,0,0,1,0,0,1905,1905,1904,4389463,1300618,0.8015,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"1046018_emissao_emissao_1046018_2025-11-24_2025-11-24.pdf, 1037179_emissao_emissao_1037179_2025-11-13_2025-11-13.pdf, 1045706_emissao_emissao_1045706_2025-11-13_2025-11-13.pdf, 834132_regulamento_regulamento_834132_2025-02-07_2025-02-07.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0055
doc-0056,2026-07-09T22:58:33+00:00,100,100,100,100,0,0,1,0,0,1858,1858,1853,4262524,1282458,0.8015,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"818201_regulamento_regulamento_818201_2025-01-02_2025-01-02.pdf, 912149_emissao_emissao_912149_2025-05-28_2025-05-28.pdf, 1179452_assembleia_assembleia_1179452_2026-05-15.pdf, 1198765_assembleia_assembleia_1198765_2026-05-11.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0056
doc-0057,2026-07-09T22:59:21+00:00,100,100,100,100,0,0,0,0,0,3798,3798,3792,9076728,2606030,0.8,text_ready,pypdf_all_pages,"941684_assembleia_assembleia_941684_2025-07-04_2025-07-04.pdf, 931738_assembleia_assembleia_931738_2025-06-23_2025-06-23.pdf, 912007_assembleia_assembleia_912007_2025-05-21_2025-05-21.pdf, 872869_assembleia_assembleia_872869_2025-04-01_2025-04-01.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0057
doc-0058,2026-07-09T23:00:56+00:00,100,100,100,100,0,0,1,0,0,3680,3680,3680,8384575,2487166,0.8015,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"865358_regulamento_regulamento_865358_2025-03-25_2025-03-25.pdf, 926362_emissao_emissao_926362_2025-06-04_2025-06-04.pdf, 926363_evento_evento_926363_2025-06-10_2025-06-10.pdf, 1090126_assembleia_assembleia_1090126_2026-01-15.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0058
doc-0059,2026-07-09T23:02:10+00:00,100,100,100,100,0,0,0,0,0,2411,2411,2409,5500076,1616123,0.8,text_ready,pypdf_all_pages,"872789_emissao_emissao_872789_2025-04-04_2025-04-04.pdf, 862535_assembleia_assembleia_862535_2025-03-18_2025-03-18.pdf, 859719_emissao_emissao_859719_2025-03-17_2025-03-17.pdf, 860402_emissao_emissao_860402_2025-01-16_2025-01-16.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0059
doc-0060,2026-07-09T23:02:48+00:00,100,100,100,100,0,0,0,0,0,3856,3856,3844,9156316,2528792,0.8,text_ready,pypdf_all_pages,"942996_evento_evento_942996_2025-07-02_2025-07-02.pdf, 1057981_regulamento_regulamento_1057981_2025-12-05_2025-12-05.pdf, 917693_regulamento_regulamento_917693_2025-05-19_2025-05-19.pdf, 917694_regulamento_regulamento_917694_2025-05-19_2025-05-19.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0060
doc-0061,2026-07-09T23:03:54+00:00,100,100,100,100,0,0,3,0,0,2283,2283,2279,5351258,1608005,0.8044,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"987437_regulamento_regulamento_987437_2025-09-08_2025-09-08.pdf, 836368_regulamento_regulamento_836368_2025-02-10_2025-02-10.pdf, 836372_regulamento_regulamento_836372_2025-02-10_2025-02-10.pdf, 833368_regulamento_regulamento_833368_2025-01-23_2025-01-23.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0061
doc-0062,2026-07-09T23:04:33+00:00,100,100,100,100,0,0,0,0,0,3578,3578,3577,8341606,2475562,0.8,text_ready,pypdf_all_pages,"836441_emissao_emissao_836441_2025-02-07_2025-02-07.pdf, 917706_regulamento_regulamento_917706_2025-06-03_2025-06-03.pdf, 888442_regulamento_regulamento_888442_2025-04-30_2025-04-30.pdf, 888533_regulamento_regulamento_888533_2025-04-30_2025-04-30.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0062
doc-0063,2026-07-09T23:05:42+00:00,100,100,100,100,0,0,2,0,0,3601,3601,3599,8242499,2314552,0.803,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"861456_emissao_emissao_861456_2025-03-18_2025-03-18.pdf, 846037_emissao_emissao_846037_2025-02-20_2025-02-20.pdf, 863910_regulamento_regulamento_863910_2025-03-25_2025-03-25.pdf, 862361_regulamento_regulamento_862361_2025-03-20_2025-03-20.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0063
doc-0064,2026-07-09T23:06:49+00:00,100,100,100,100,0,0,1,0,0,2918,2918,2913,7086863,2084013,0.8,text_ready | ocr_ready,pypdf_all_pages | pypdf_plus_macos_vision_ocr_2_pages,"1179911_emissao_emissao_1179911_2026-05-05_2026-05-05.pdf, 1190409_emissao_emissao_1190409_2026-05-05_2026-05-05.pdf, 1179377_emissao_emissao_1179377_2026-05-04_2026-05-04.pdf, 1212956_emissao_emissao_1212956_2026-03-20_2026-03-20.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0064
doc-0065,2026-07-09T23:07:35+00:00,100,100,100,100,0,0,0,0,0,3431,3431,3431,8318261,2403449,0.8,text_ready,pypdf_all_pages,"952593_assembleia_assembleia_952593_2025-07-22_2025-07-22.pdf, 997658_emissao_emissao_997658_2025-09-24_2025-09-24.pdf, 997662_emissao_emissao_997662_2025-09-24_2025-09-24.pdf, 1044708_regulamento_regulamento_1044708_2025-11-18_2025-11-18.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0065
doc-0066,2026-07-09T23:09:31+00:00,100,100,100,100,0,0,2,0,0,2687,2687,2686,6581241,1921567,0.803,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"967561_emissao_emissao_967561_2025-08-12_2025-08-12.pdf, 967563_emissao_emissao_967563_2025-08-12_2025-08-12.pdf, 1027708_emissao_emissao_1027708_2025-07-29_2025-07-29.pdf, 956043_emissao_emissao_956043_2025-07-29_2025-07-29.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0066
doc-0067,2026-07-09T23:10:56+00:00,100,100,100,100,0,0,3,0,0,3109,3109,3108,7573050,2200118,0.8015,text_ready | ocr_ready,pypdf_all_pages | pypdf_plus_macos_vision_ocr_2_pages | macos_vision_ocr_all_pages,"978046_regulamento_regulamento_978046_2025-08-26_2025-08-26.pdf, 948943_regulamento_regulamento_948943_2025-07-17_2025-07-17.pdf, 948944_regulamento_regulamento_948944_2025-07-17_2025-07-17.pdf, 919474_emissao_emissao_919474_2025-06-09_2025-06-09.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0067
doc-0068,2026-07-09T23:12:08+00:00,100,100,100,100,0,0,0,0,0,4250,4250,4209,9883159,2803336,0.8,text_ready,pypdf_all_pages,"997523_assembleia_assembleia_997523_2025-09-23_2025-09-23.pdf, 1200184_emissao_emissao_1200184_2025-12-10_2025-12-10.pdf, 924697_emissao_emissao_924697_2025-06-13_2025-06-13.pdf, 921250_emissao_emissao_921250_2025-06-10_2025-06-10.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0068
doc-0069,2026-07-09T23:13:10+00:00,100,100,100,100,0,0,2,0,0,2692,2692,2691,6121926,1824859,0.803,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"1099490_emissao_emissao_1099490_2026-02-02_2026-02-02.pdf, 1099492_emissao_emissao_1099492_2026-02-02_2026-02-02.pdf, 1100053_emissao_emissao_1100053_2026-01-30_2026-01-30.pdf, 1086737_emissao_emissao_1086737_2026-01-11_2026-01-11.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0069
doc-0070,2026-07-09T23:14:09+00:00,100,100,100,100,0,0,1,0,0,2900,2900,2898,7209587,2129667,0.8015,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"1124823_emissao_emissao_1124823_2026-02-27_2026-02-27.pdf, 1118116_emissao_emissao_1118116_2026-02-19_2026-02-19.pdf, 1091386_emissao_emissao_1091386_2026-01-23_2026-01-23.pdf, 1093559_emissao_emissao_1093559_2026-01-20_2026-01-20.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0070
doc-0071,2026-07-09T23:15:08+00:00,100,100,100,100,0,0,2,0,0,4969,4969,4961,11756549,3313651,0.803,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"1057770_regulamento_regulamento_1057770_2025-12-09_2025-12-09.pdf, 1055248_regulamento_regulamento_1055248_2025-12-05_2025-12-05.pdf, 1055252_regulamento_regulamento_1055252_2025-12-05_2025-12-05.pdf, 983218_regulamento_regulamento_983218_2025-08-04_2025-08-04.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0071
doc-0072,2026-07-09T23:16:46+00:00,100,100,100,100,0,0,0,0,0,3007,3007,3005,6905297,1975795,0.8,text_ready,pypdf_all_pages,"997977_regulamento_regulamento_997977_2025-08-22_2025-08-22.pdf, 1119479_emissao_emissao_1119479_2026-02-20_2026-02-20.pdf, 979883_emissao_emissao_979883_2025-08-28_2025-08-28.pdf, 978716_emissao_emissao_978716_2025-08-25_2025-08-25.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0072
doc-0073,2026-07-09T23:18:08+00:00,100,100,100,100,0,0,0,0,0,4175,4175,4124,10391494,2920993,0.8,text_ready,pypdf_all_pages,"1130463_emissao_emissao_1130463_2026-03-05_2026-03-05.pdf, 1130470_emissao_emissao_1130470_2026-03-05_2026-03-05.pdf, 1041223_emissao_emissao_1041223_2025-11-10_2025-11-10.pdf, 1041224_emissao_emissao_1041224_2025-11-10_2025-11-10.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0073
doc-0074,2026-07-09T23:19:18+00:00,100,100,100,100,0,0,3,0,0,3196,3196,3193,7354759,2069265,0.8045,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"1005808_regulamento_regulamento_1005808_2025-10-03_2025-10-03.pdf, 1005830_regulamento_regulamento_1005830_2025-10-03_2025-10-03.pdf, 998452_regulamento_regulamento_998452_2025-09-25_2025-09-25.pdf, 998589_regulamento_regulamento_998589_2025-09-25_2025-09-25.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0074
doc-0075,2026-07-09T23:20:53+00:00,100,100,100,100,0,0,1,0,0,2928,2928,2924,7230178,2068517,0.8015,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"1054846_emissao_emissao_1054846_2025-12-04_2025-12-04.pdf, 1033561_emissao_emissao_1033561_2025-10-31_2025-10-31.pdf, 1021582_emissao_emissao_1021582_2025-10-22_2025-10-22.pdf, 1065606_evento_evento_1065606_2025-12-17_2025-12-17.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0075
doc-0076,2026-07-09T23:22:09+00:00,100,100,100,100,0,0,0,0,0,4149,4149,4146,9928009,2823430,0.8,text_ready,pypdf_all_pages,"1059052_regulamento_regulamento_1059052_2025-11-07_2025-11-07.pdf, 1120491_assembleia_assembleia_1120491_2026-02-13_2026-02-13.pdf, 1211287_emissao_emissao_1211287_2026-06-02_2026-06-02.pdf, 1211290_emissao_emissao_1211290_2026-06-01_2026-06-01.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0076
doc-0077,2026-07-09T23:23:28+00:00,100,100,100,100,0,0,0,0,0,3364,3364,3360,8232972,2373022,0.8,text_ready,pypdf_all_pages,"1151680_assembleia_assembleia_1151680_2026-03-04_2026-03-04.pdf, 1166483_emissao_emissao_1166483_2026-04-20_2026-04-20.pdf, 1168551_emissao_emissao_1168551_2026-04-14_2026-04-14.pdf, 1064930_emissao_emissao_1064930_2025-12-17_2025-12-17.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0077
doc-0078,2026-07-09T23:27:22+00:00,94,94,94,94,0,0,0,0,0,2573,2573,2573,5871670,1724660,0.8,text_ready,pypdf_all_pages,"1082991_emissao_emissao_1082991_2026-01-14_2026-01-14.pdf, 1087838_emissao_emissao_1087838_2026-01-14_2026-01-14.pdf, 1087839_emissao_emissao_1087839_2026-01-14_2026-01-14.pdf, 1087864_emissao_emissao_1087864_2026-01-06_2026-01-06.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0078
doc-0079,2026-07-09T23:24:45+00:00,100,100,100,100,0,0,2,0,0,3470,3470,3462,8542109,2438446,0.803,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"1165787_emissao_emissao_1165787_2026-04-16_2026-04-16.pdf, 1158042_emissao_emissao_1158042_2026-04-09_2026-04-09.pdf, 1158343_emissao_emissao_1158343_2026-04-09_2026-04-09.pdf, 1158614_emissao_emissao_1158614_2026-04-05_2026-04-05.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0079
doc-0080,2026-07-09T23:28:38+00:00,100,100,100,100,0,0,6,0,0,1938,1938,1936,4829642,1465384,0.8075,text_ready | ocr_ready,pypdf_all_pages | pypdf_plus_macos_vision_ocr_5_pages | macos_vision_ocr_all_pages,"1170697_regulamento_regulamento_1170697_2026-04-17_2026-04-17.pdf, 1181339_emissao_emissao_1181339_2026-05-06_2026-05-06.pdf, 1181334_emissao_emissao_1181334_2026-04-24_2026-04-24.pdf, 1199560_emissao_emissao_1199560_2026-05-19_2026-05-19.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0080
doc-0081,2026-07-10T00:17:38+00:00,100,100,100,100,0,0,7,0,0,4293,4293,4290,9670104,2742993,0.8105,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"635260_regulamento_regulamento_635260_2024-04-04_2024-04-04.pdf, 577061_regulamento_regulamento_577061_2023-12-27_2023-12-27.pdf, 516134_regulamento_regulamento_516134_2023-07-28_2023-07-28.pdf, 356172_regulamento_regulamento_356172_2022-09-20_2022-09-20.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0081
doc-0082,2026-07-10T00:19:28+00:00,100,100,100,100,0,0,6,0,0,4166,4166,4155,9164661,2597546,0.809,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"694907_assembleia_assembleia_694907_2024-06-26_2024-06-26.pdf, 622360_assembleia_assembleia_622360_2024-03-14_2024-03-14.pdf, 633496_emissao_emissao_633496_2024-04-03_2024-04-03.pdf, 789616_regulamento_regulamento_789616_2024-11-28_2024-11-28.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0082
doc-0083,2026-07-10T00:21:08+00:00,100,100,100,100,0,0,2,0,0,4247,4247,4239,9935476,2772432,0.803,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"381563_regulamento_regulamento_381563_2022-11-21.pdf, 809215_regulamento_regulamento_809215_2024-12-20_2024-12-20.pdf, 803858_regulamento_regulamento_803858_2024-12-12_2024-12-12.pdf, 803879_regulamento_regulamento_803879_2024-12-11_2024-12-11.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0083
doc-0084,2026-07-10T00:22:27+00:00,100,100,100,100,0,0,1,0,0,4824,4824,4822,11917438,3355714,0.8015,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"184497_regulamento_regulamento_184497_2021-06-10_2021-06-10.pdf, 160959_regulamento_regulamento_160959_2021-04-05_2021-04-05.pdf, 160962_regulamento_regulamento_160962_2021-04-05_2021-04-05.pdf, 150454_regulamento_regulamento_150454_2021-02-17_2021-02-17.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0084
doc-0085,2026-07-10T00:24:27+00:00,100,100,100,100,0,0,7,0,0,3787,3787,3774,8484688,2473719,0.8105,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"720517_assembleia_assembleia_720517_2024-08-13_2024-08-13.pdf, 660328_assembleia_assembleia_660328_2024-05-06_2024-05-06.pdf, 608193_assembleia_assembleia_608193_2024-02-19_2024-02-19.pdf, 581777_assembleia_assembleia_581777_2024-01-04_2024-01-04.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0085
doc-0086,2026-07-10T00:26:39+00:00,100,100,100,100,0,0,16,0,0,2905,2905,2900,6708671,1980220,0.8238,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"238056_regulamento_regulamento_238056_2021-10-28_2021-10-28.pdf, 238060_regulamento_regulamento_238060_2021-10-28_2021-10-28.pdf, 238048_regulamento_regulamento_238048_2019-09-16_2019-09-16.pdf, 623869_assembleia_assembleia_623869_2024-03-05_2024-03-05.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0086
doc-0087,2026-07-10T00:29:35+00:00,100,100,100,100,0,0,1,0,0,3226,3226,3224,7120824,2066412,0.8015,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"620308_regulamento_regulamento_620308_2024-03-14_2024-03-14.pdf, 620312_regulamento_regulamento_620312_2024-03-14_2024-03-14.pdf, 381412_regulamento_regulamento_381412_2022-11-21_2022-11-21.pdf, 342895_regulamento_regulamento_342895_2022-08-16_2022-08-16.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0087
doc-0088,2026-07-10T00:30:51+00:00,100,100,100,100,0,0,1,0,0,4226,4226,4220,9415763,2660491,0.8015,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"670430_regulamento_regulamento_670430_2024-05-28_2024-05-28.pdf, 689748_regulamento_regulamento_689748_2024-05-24_2024-05-24.pdf, 544816_regulamento_regulamento_544816_2023-10-23_2023-10-23.pdf, 373714_regulamento_regulamento_373714_2022-11-01_2022-11-01.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0088
doc-0089,2026-07-10T00:32:27+00:00,100,100,100,100,0,0,1,0,0,4802,4802,4798,12663315,3541091,0.8015,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"726843_regulamento_regulamento_726843_2024-08-26_2024-08-26.pdf, 712831_regulamento_regulamento_712831_2024-08-05_2024-08-05.pdf, 697900_regulamento_regulamento_697900_2024-07-11_2024-07-11.pdf, 697897_regulamento_regulamento_697897_2024-07-10_2024-07-10.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0089
doc-0090,2026-07-10T00:35:24+00:00,100,100,100,100,0,0,3,0,0,5403,5403,5400,17965738,3620408,0.804,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"740609_regulamento_regulamento_740609_2024-09-17_2024-09-17.pdf, 674106_regulamento_regulamento_674106_2024-06-04_2024-06-04.pdf, 637989_regulamento_regulamento_637989_2024-04-10_2024-04-10.pdf, 637994_regulamento_regulamento_637994_2024-01-24_2024-01-24.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0090
doc-0091,2026-07-10T00:37:09+00:00,100,100,100,100,0,0,3,0,0,3951,3951,3949,9253936,2623746,0.8045,text_ready | ocr_ready,pypdf_all_pages | macos_vision_ocr_all_pages,"211750_regulamento_regulamento_211750_2021-08-30.pdf, 211748_regulamento_regulamento_211748_2021-07-19.pdf, 211749_regulamento_regulamento_211749_2021-07-19.pdf, 211747_regulamento_regulamento_211747_2021-05-24.pdf",python scripts/build_fidc_industry_document_text.py --chunk-id doc-0091
