competencia,segmento,nivel,valor
2015-08,Cartao de credito,top,805974301.0
2015-08,Factoring,top,135850210.49
2015-08,Setor publico,top,2499789245.05
2015-08,Acoes judiciais,top,3608568760.7
2015-08,Marcas e patentes,top,0.0
2015-08,Financeiro: credito pessoal,sub,1012637648.19
2015-08,Financeiro: consignado,sub,3748795956.9300003
2015-08,Financeiro: credito corporativo,sub,1961784306.3000002
2015-08,Financeiro: middle market,sub,1026185919.01
2015-08,Financeiro: veiculos,sub,5007620382.070001
2015-08,Financeiro: imobiliario empresarial,sub,444606573.24
2015-08,Financeiro: imobiliario residencial,sub,801346834.59
2015-08,Financeiro: outros,sub,4083698964.26
2015-09,Industrial,top,28613387951.27
2015-09,Imobiliario,top,313106378.12
2015-09,Comercial,top,11074831870.35
2015-09,Servicos,top,8768397439.34
2015-09,Agronegocio,top,1183481013.23
2015-09,Financeiro,top,17148917319.18
2015-09,Cartao de credito,top,800999754.86
2015-09,Factoring,top,139589619.88
2015-09,Setor publico,top,2739326575.62
2015-09,Acoes judiciais,top,3361941366.2200003
2015-09,Marcas e patentes,top,0.0
2015-09,Financeiro: credito pessoal,sub,971887214.64
2015-09,Financeiro: consignado,sub,3751370610.41
2015-09,Financeiro: credito corporativo,sub,1503474673.33
2015-09,Financeiro: middle market,sub,1096131369.62
2015-09,Financeiro: veiculos,sub,4736239729.190001
2015-09,Financeiro: imobiliario empresarial,sub,444389451.3399999
2015-09,Financeiro: imobiliario residencial,sub,799843573.85
2015-09,Financeiro: outros,sub,3845580696.7999997
2015-10,Industrial,top,29505651460.470005
2015-10,Imobiliario,top,314420067.87
2015-10,Comercial,top,11144796964.59
2015-10,Servicos,top,8648775070.15
2015-10,Agronegocio,top,1295105338.5
2015-10,Financeiro,top,17622321840.12
2015-10,Cartao de credito,top,862180162.59
2015-10,Factoring,top,145687237.68
2015-10,Setor publico,top,2721559999.09
2015-10,Acoes judiciais,top,3384926424.29
2015-10,Marcas e patentes,top,0.0
2015-10,Financeiro: credito pessoal,sub,932639071.1899999
2015-10,Financeiro: consignado,sub,4132012079.5199995
2015-10,Financeiro: credito corporativo,sub,1740854362.14
2015-10,Financeiro: middle market,sub,1102097169.58
2015-10,Financeiro: veiculos,sub,4521511006.809999
2015-10,Financeiro: imobiliario empresarial,sub,437499099.65
2015-10,Financeiro: imobiliario residencial,sub,810649054.89
2015-10,Financeiro: outros,sub,3945059996.3399997
2015-11,Industrial,top,28270479639.600002
2015-11,Imobiliario,top,324803705.11
2015-11,Comercial,top,11558969439.19
2015-11,Servicos,top,8782770807.259998
2015-11,Agronegocio,top,1348867115.7199998
2015-11,Financeiro,top,18193367366.93
2015-11,Cartao de credito,top,863109960.47
2015-11,Factoring,top,152628187.29999998
2015-11,Setor publico,top,2765779619.46
2015-11,Acoes judiciais,top,3400445106.4700003
2015-11,Marcas e patentes,top,0.0
2015-11,Financeiro: credito pessoal,sub,774729113.0
2015-11,Financeiro: consignado,sub,4152102814.12
2015-11,Financeiro: credito corporativo,sub,1368412440.04
2015-11,Financeiro: middle market,sub,1586458334.36
2015-11,Financeiro: veiculos,sub,4478074369.9
2015-11,Financeiro: imobiliario empresarial,sub,439370905.03
2015-11,Financeiro: imobiliario residencial,sub,919400518.0
2015-11,Financeiro: outros,sub,4474818872.48
2015-12,Industrial,top,29238348976.480003
2015-12,Imobiliario,top,423636715.9
2015-12,Comercial,top,12085807489.87
2015-12,Servicos,top,10845958763.82
2015-12,Agronegocio,top,1367000694.55
2015-12,Financeiro,top,18919782309.43
2015-12,Cartao de credito,top,920307897.02
2015-12,Factoring,top,154584758.38
2015-12,Setor publico,top,2810007906.81
2015-12,Acoes judiciais,top,3429275790.0599995
2015-12,Marcas e patentes,top,0.0
2015-12,Financeiro: credito pessoal,sub,731575716.5
2015-12,Financeiro: consignado,sub,4167391998.12
2015-12,Financeiro: credito corporativo,sub,1563627924.4799998
2015-12,Financeiro: middle market,sub,1362031211.93
2015-12,Financeiro: veiculos,sub,5459418512.9
2015-12,Financeiro: imobiliario empresarial,sub,321102229.18
2015-12,Financeiro: imobiliario residencial,sub,728861281.8800001
2015-12,Financeiro: outros,sub,4585773434.440001
2016-01,Industrial,top,30091092697.47
2016-01,Imobiliario,top,425628061.59000003
2016-01,Comercial,top,11886221143.45
2016-01,Servicos,top,11167895688.279999
2016-01,Agronegocio,top,1231303155.6000001
2016-01,Financeiro,top,18917084680.41
2016-01,Cartao de credito,top,891673024.72
2016-01,Factoring,top,152808231.14
2016-01,Setor publico,top,2937534271.5
2016-01,Acoes judiciais,top,2616168870.6400003
2016-01,Marcas e patentes,top,0.0
2016-01,Financeiro: credito pessoal,sub,707587238.58
2016-01,Financeiro: consignado,sub,4276321040.1399994
2016-01,Financeiro: credito corporativo,sub,1419511915.73
2016-01,Financeiro: middle market,sub,1583892077.79
2016-01,Financeiro: veiculos,sub,5114492426.65
2016-01,Financeiro: imobiliario empresarial,sub,301132909.08
2016-01,Financeiro: imobiliario residencial,sub,705715684.06
2016-01,Financeiro: outros,sub,4808431388.38
2016-02,Industrial,top,25953547335.92
2016-02,Imobiliario,top,425027687.78
2016-02,Comercial,top,13669139795.369999
2016-02,Servicos,top,10904092506.43
2016-02,Agronegocio,top,1199767931.53
2016-02,Financeiro,top,16674402414.16
2016-02,Cartao de credito,top,870641388.02
2016-02,Factoring,top,154644881.98999998
2016-02,Setor publico,top,3715775966.38
2016-02,Acoes judiciais,top,2554932241.8
2016-02,Marcas e patentes,top,0.0
2016-02,Financeiro: credito pessoal,sub,647695702.01
2016-02,Financeiro: consignado,sub,4300108414.58
2016-02,Financeiro: credito corporativo,sub,1376741433.9
2016-02,Financeiro: middle market,sub,1276214969.77
2016-02,Financeiro: veiculos,sub,4877066627.09
2016-02,Financeiro: imobiliario empresarial,sub,298415606.4
2016-02,Financeiro: imobiliario residencial,sub,704851589.29
2016-02,Financeiro: outros,sub,3193308071.12
2016-03,Industrial,top,25118903708.920002
2016-03,Imobiliario,top,419831553.34
2016-03,Comercial,top,14551164744.880001
2016-03,Servicos,top,10502723851.849998
2016-03,Agronegocio,top,1137398616.74
2016-03,Financeiro,top,17014803937.909998
2016-03,Cartao de credito,top,850613475.1500001
2016-03,Factoring,top,154664206.82999998
2016-03,Setor publico,top,3617341117.2400002
2016-03,Acoes judiciais,top,3386403320.7799997
2016-03,Marcas e patentes,top,0.0
2016-03,Financeiro: credito pessoal,sub,577961948.99
2016-03,Financeiro: consignado,sub,4369774257.84
2016-03,Financeiro: credito corporativo,sub,1405775269.2400002
2016-03,Financeiro: middle market,sub,1549018927.5
2016-03,Financeiro: veiculos,sub,4505186174.04
2016-03,Financeiro: imobiliario empresarial,sub,301300428.25
2016-03,Financeiro: imobiliario residencial,sub,773659353.5799999
2016-03,Financeiro: outros,sub,3532127578.47
2016-04,Industrial,top,27664797593.27
2016-04,Imobiliario,top,415958928.3000001
2016-04,Comercial,top,14403044754.09
2016-04,Servicos,top,10420031645.470001
2016-04,Agronegocio,top,1082289862.13
2016-04,Financeiro,top,17704444117.07
2016-04,Cartao de credito,top,876931700.31
2016-04,Factoring,top,154835545.63
2016-04,Setor publico,top,2709276534.1000004
2016-04,Acoes judiciais,top,2808872895.86
2016-04,Marcas e patentes,top,0.0
2016-04,Financeiro: credito pessoal,sub,521626096.03999996
2016-04,Financeiro: consignado,sub,4378321058.93
2016-04,Financeiro: credito corporativo,sub,1424002097.47
2016-04,Financeiro: middle market,sub,1563751552.3799999
2016-04,Financeiro: veiculos,sub,4316163513.21
2016-04,Financeiro: imobiliario empresarial,sub,302500033.42999995
2016-04,Financeiro: imobiliario residencial,sub,652059538.91
2016-04,Financeiro: outros,sub,4546020226.700001
2016-05,Industrial,top,27631944085.460003
2016-05,Imobiliario,top,189280089.62
2016-05,Comercial,top,116095739004.16
2016-05,Servicos,top,9627936964.4
2016-05,Agronegocio,top,985676371.64
2016-05,Financeiro,top,15655121872.599998
2016-05,Cartao de credito,top,861949575.61
2016-05,Factoring,top,150865291.28
2016-05,Setor publico,top,2626740590.9800005
2016-05,Acoes judiciais,top,2825298349.29
2016-05,Marcas e patentes,top,0.0
2016-05,Financeiro: credito pessoal,sub,492244522.46000004
2016-05,Financeiro: consignado,sub,2986293264.27
2016-05,Financeiro: credito corporativo,sub,1373173619.3400002
2016-05,Financeiro: middle market,sub,1319119779.46
2016-05,Financeiro: veiculos,sub,4129664761.25
2016-05,Financeiro: imobiliario empresarial,sub,303678073.59999996
2016-05,Financeiro: imobiliario residencial,sub,642661759.26
2016-05,Financeiro: outros,sub,4408286092.96
2016-06,Industrial,top,28472035464.140003
2016-06,Imobiliario,top,195672307.28000003
2016-06,Comercial,top,15129799675.810001
2016-06,Servicos,top,8537712192.310001
2016-06,Agronegocio,top,967463331.63
2016-06,Financeiro,top,16831451824.019999
2016-06,Cartao de credito,top,885119411.76
2016-06,Factoring,top,138593036.42
2016-06,Setor publico,top,2581850964.4
2016-06,Acoes judiciais,top,2677468401.55
2016-06,Marcas e patentes,top,0.0
2016-06,Financeiro: credito pessoal,sub,338782673.28000003
2016-06,Financeiro: consignado,sub,4436159744.09
2016-06,Financeiro: credito corporativo,sub,1372958917.3000002
2016-06,Financeiro: middle market,sub,1240590155.75
2016-06,Financeiro: veiculos,sub,4215465899.45
2016-06,Financeiro: imobiliario empresarial,sub,307727724.28
2016-06,Financeiro: imobiliario residencial,sub,625551196.36
2016-06,Financeiro: outros,sub,4294215513.5099998
2016-07,Industrial,top,30686743272.22
2016-07,Imobiliario,top,177748619.57
2016-07,Comercial,top,15983872237.91
2016-07,Servicos,top,10162815417.79
2016-07,Agronegocio,top,882464027.0799999
2016-07,Financeiro,top,14642745315.67
2016-07,Cartao de credito,top,953294325.98
2016-07,Factoring,top,142123966.26
2016-07,Setor publico,top,2583868547.94
2016-07,Acoes judiciais,top,2942138929.7799997
2016-07,Marcas e patentes,top,0.0
2016-07,Financeiro: credito pessoal,sub,278484142.76
2016-07,Financeiro: consignado,sub,2926830208.9900002
2016-07,Financeiro: credito corporativo,sub,1385381466.6
2016-07,Financeiro: middle market,sub,1202113828.4
2016-07,Financeiro: veiculos,sub,3292653424.42
2016-07,Financeiro: imobiliario empresarial,sub,328968547.62
2016-07,Financeiro: imobiliario residencial,sub,614213437.06
2016-07,Financeiro: outros,sub,4614100259.82
2016-08,Industrial,top,29195190553.7
2016-08,Imobiliario,top,172999142.5
2016-08,Comercial,top,16020001553.939999
2016-08,Servicos,top,9580270777.04
2016-08,Agronegocio,top,565470410.12
2016-08,Financeiro,top,14576785370.429998
2016-08,Cartao de credito,top,2292077811.0699997
2016-08,Factoring,top,148213026.38
2016-08,Setor publico,top,3373425345.6299996
2016-08,Acoes judiciais,top,3168484704.54
2016-08,Marcas e patentes,top,0.0
2016-08,Financeiro: credito pessoal,sub,498782408.40999997
2016-08,Financeiro: consignado,sub,2361922792.52
2016-08,Financeiro: credito corporativo,sub,1862063607.75
2016-08,Financeiro: middle market,sub,1040840936.8999999
2016-08,Financeiro: veiculos,sub,3047284809.1499996
2016-08,Financeiro: imobiliario empresarial,sub,307116524.98
2016-08,Financeiro: imobiliario residencial,sub,636139709.1199999
2016-08,Financeiro: outros,sub,4822634581.6
2016-09,Industrial,top,28883361813.920002
2016-09,Imobiliario,top,157218401.79
2016-09,Comercial,top,16582386103.14
2016-09,Servicos,top,9430196571.56
2016-09,Agronegocio,top,531227999.15999997
2016-09,Financeiro,top,14309446421.59
2016-09,Cartao de credito,top,2726585441.92
2016-09,Factoring,top,155321339.81
2016-09,Setor publico,top,3313712804.46
2016-09,Acoes judiciais,top,3267513564.86
2016-09,Marcas e patentes,top,0.0
2016-09,Financeiro: credito pessoal,sub,256533356.23
2016-09,Financeiro: consignado,sub,2589052249.73
2016-09,Financeiro: credito corporativo,sub,1556964757.08
2016-09,Financeiro: middle market,sub,1060666951.8199999
2016-09,Financeiro: veiculos,sub,3458954388.84
2016-09,Financeiro: imobiliario empresarial,sub,308019727.39
2016-09,Financeiro: imobiliario residencial,sub,752741070.9499999
2016-09,Financeiro: outros,sub,4326513919.55
2016-10,Industrial,top,30187814991.91
2016-10,Imobiliario,top,134555697.28
2016-10,Comercial,top,16916676463.599998
2016-10,Servicos,top,9933768965.310001
2016-10,Agronegocio,top,514856641.86999995
2016-10,Financeiro,top,14206516872.54
2016-10,Cartao de credito,top,5804245899.089999
2016-10,Factoring,top,158730610.51000002
2016-10,Setor publico,top,3321739498.66
2016-10,Acoes judiciais,top,3251873676.88
2016-10,Marcas e patentes,top,0.0
2016-10,Financeiro: credito pessoal,sub,216100466.06
2016-10,Financeiro: consignado,sub,2621134838.24
2016-10,Financeiro: credito corporativo,sub,1574361579.1799998
2016-10,Financeiro: middle market,sub,815125221.87
2016-10,Financeiro: veiculos,sub,3486866454.04
2016-10,Financeiro: imobiliario empresarial,sub,410152180.04
2016-10,Financeiro: imobiliario residencial,sub,699028437.02
2016-10,Financeiro: outros,sub,4383747696.09
2016-11,Industrial,top,30903734882.8
2016-11,Imobiliario,top,147875766.12
2016-11,Comercial,top,17725634102.23
2016-11,Servicos,top,9523059438.09
2016-11,Agronegocio,top,549103201.8
2016-11,Financeiro,top,14261893917.92
2016-11,Cartao de credito,top,7120043225.51
2016-11,Factoring,top,161340070.83
2016-11,Setor publico,top,3485172432.1800003
2016-11,Acoes judiciais,top,3291780363.36
2016-11,Marcas e patentes,top,0.0
2016-11,Financeiro: credito pessoal,sub,202916446.64
2016-11,Financeiro: consignado,sub,2576896405.29
2016-11,Financeiro: credito corporativo,sub,1831469477.41
2016-11,Financeiro: middle market,sub,815436217.3
2016-11,Financeiro: veiculos,sub,3334141773.07
2016-11,Financeiro: imobiliario empresarial,sub,391115378.16999996
2016-11,Financeiro: imobiliario residencial,sub,628759109.1899999
2016-11,Financeiro: outros,sub,4481159110.85
2016-12,Industrial,top,30695359882.420006
2016-12,Imobiliario,top,185159317.92999998
2016-12,Comercial,top,16686541521.03
2016-12,Servicos,top,10044972935.02
2016-12,Agronegocio,top,544130650.6
2016-12,Financeiro,top,14090313857.96
2016-12,Cartao de credito,top,9389797057.9
2016-12,Factoring,top,160047334.73
2016-12,Setor publico,top,3593362804.8300004
2016-12,Acoes judiciais,top,3403154377.2200003
2016-12,Marcas e patentes,top,0.0
2016-12,Financeiro: credito pessoal,sub,216517094.19
2016-12,Financeiro: consignado,sub,2591278923.23
2016-12,Financeiro: credito corporativo,sub,1541788816.85
2016-12,Financeiro: middle market,sub,791855266.41
2016-12,Financeiro: veiculos,sub,3465277800.74
2016-12,Financeiro: imobiliario empresarial,sub,408853370.64
2016-12,Financeiro: imobiliario residencial,sub,699764591.99
2016-12,Financeiro: outros,sub,4374977993.91
2017-01,Industrial,top,26550848029.570004
2017-01,Imobiliario,top,190674707.11
2017-01,Comercial,top,16170462098.06
2017-01,Servicos,top,10838671432.62
2017-01,Agronegocio,top,559227546.38
2017-01,Financeiro,top,13724114028.85
2017-01,Cartao de credito,top,9114266101.99
2017-01,Factoring,top,492459727.54
2017-01,Setor publico,top,3553030150.62
2017-01,Acoes judiciais,top,3575918936.1000004
2017-01,Marcas e patentes,top,0.0
2017-01,Financeiro: credito pessoal,sub,0.0
2017-01,Financeiro: consignado,sub,2618973858.9300003
2017-01,Financeiro: credito corporativo,sub,1705803814.38
2017-01,Financeiro: middle market,sub,791568960.11
2017-01,Financeiro: veiculos,sub,3171457009.21
2017-01,Financeiro: imobiliario empresarial,sub,515389290.34999996
2017-01,Financeiro: imobiliario residencial,sub,657220638.3399999
2017-01,Financeiro: outros,sub,4263700457.5299997
2017-02,Industrial,top,28085107905.53
2017-02,Imobiliario,top,211249317.7
2017-02,Comercial,top,16683075558.45
2017-02,Servicos,top,10212376721.099998
2017-02,Agronegocio,top,546218184.63
2017-02,Financeiro,top,14733341188.0
2017-02,Cartao de credito,top,9582627635.47
2017-02,Factoring,top,161251722.03
2017-02,Setor publico,top,3572901853.71
2017-02,Acoes judiciais,top,3670598205.950001
2017-02,Marcas e patentes,top,0.0
2017-02,Financeiro: credito pessoal,sub,1349417.86
2017-02,Financeiro: consignado,sub,2605325978.48
2017-02,Financeiro: credito corporativo,sub,2371208351.73
2017-02,Financeiro: middle market,sub,791913311.68
2017-02,Financeiro: veiculos,sub,3247706666.6499996
2017-02,Financeiro: imobiliario empresarial,sub,514606016.7
2017-02,Financeiro: imobiliario residencial,sub,648053439.34
2017-02,Financeiro: outros,sub,4553178005.56
2017-03,Industrial,top,23781259640.480003
2017-03,Imobiliario,top,248806164.57999998
2017-03,Comercial,top,16724666112.61
2017-03,Servicos,top,8982698822.44
2017-03,Agronegocio,top,533079681.46000004
2017-03,Financeiro,top,14875441572.03
2017-03,Cartao de credito,top,9117813047.01
2017-03,Factoring,top,163689698.42000002
2017-03,Setor publico,top,3478787240.15
2017-03,Acoes judiciais,top,3747829459.0599995
2017-03,Marcas e patentes,top,0.0
2017-03,Financeiro: credito pessoal,sub,0.0
2017-03,Financeiro: consignado,sub,2680707715.89
2017-03,Financeiro: credito corporativo,sub,2431728288.5099998
2017-03,Financeiro: middle market,sub,788779225.18
2017-03,Financeiro: veiculos,sub,3157626671.35
2017-03,Financeiro: imobiliario empresarial,sub,500488287.27000004
2017-03,Financeiro: imobiliario residencial,sub,635673756.89
2017-03,Financeiro: outros,sub,4680437626.94
2017-04,Industrial,top,27085295416.25
2017-04,Imobiliario,top,220896643.8
2017-04,Comercial,top,16486571743.489998
2017-04,Servicos,top,8392546735.11
2017-04,Agronegocio,top,529395902.13
2017-04,Financeiro,top,14803976977.689999
2017-04,Cartao de credito,top,8908313610.32
2017-04,Factoring,top,165788294.73999998
2017-04,Setor publico,top,3474235469.36
2017-04,Acoes judiciais,top,3991332209.69
2017-04,Marcas e patentes,top,0.0
2017-04,Financeiro: credito pessoal,sub,0.0
2017-04,Financeiro: consignado,sub,2706243972.84
2017-04,Financeiro: credito corporativo,sub,1746821857.55
2017-04,Financeiro: middle market,sub,1626467245.8899999
2017-04,Financeiro: veiculos,sub,3094622013.91
2017-04,Financeiro: imobiliario empresarial,sub,525171992.6
2017-04,Financeiro: imobiliario residencial,sub,603656942.67
2017-04,Financeiro: outros,sub,4500992952.2300005
2017-05,Industrial,top,25201835720.57
2017-05,Imobiliario,top,218988055.7
2017-05,Comercial,top,15751506905.84
2017-05,Servicos,top,8210791763.820001
2017-05,Agronegocio,top,529884086.92
2017-05,Financeiro,top,14610311538.02
2017-05,Cartao de credito,top,8383574035.24
2017-05,Factoring,top,165752656.59
2017-05,Setor publico,top,3972868735.71
2017-05,Acoes judiciais,top,3969166897.66
2017-05,Marcas e patentes,top,0.0
2017-05,Financeiro: credito pessoal,sub,0.0
2017-05,Financeiro: consignado,sub,2774497091.9300003
2017-05,Financeiro: credito corporativo,sub,2250314709.94
2017-05,Financeiro: middle market,sub,956231246.72
2017-05,Financeiro: veiculos,sub,2951392847.91
2017-05,Financeiro: imobiliario empresarial,sub,562946467.25
2017-05,Financeiro: imobiliario residencial,sub,415351173.66
2017-05,Financeiro: outros,sub,4699578000.610001
2017-06,Industrial,top,26842416482.08
2017-06,Imobiliario,top,223665425.96999997
2017-06,Comercial,top,15856068298.529999
2017-06,Servicos,top,8492593593.499999
2017-06,Agronegocio,top,514516056.4499999
2017-06,Financeiro,top,16852630481.0
2017-06,Cartao de credito,top,9215750820.140001
2017-06,Factoring,top,171803831.26999998
2017-06,Setor publico,top,4100301250.5899997
2017-06,Acoes judiciais,top,3789967350.1499996
2017-06,Marcas e patentes,top,0.0
2017-06,Financeiro: credito pessoal,sub,0.0
2017-06,Financeiro: consignado,sub,2792884288.6900005
2017-06,Financeiro: credito corporativo,sub,2817316828.7200003
2017-06,Financeiro: middle market,sub,784117022.33
2017-06,Financeiro: veiculos,sub,2957815558.4700003
2017-06,Financeiro: imobiliario empresarial,sub,566009230.47
2017-06,Financeiro: imobiliario residencial,sub,565912274.81
2017-06,Financeiro: outros,sub,6368575277.51
2017-07,Industrial,top,23210987234.02
2017-07,Imobiliario,top,227888735.48
2017-07,Comercial,top,15869638623.29
2017-07,Servicos,top,8400813377.599999
2017-07,Agronegocio,top,527760499.23
2017-07,Financeiro,top,16131363162.010002
2017-07,Cartao de credito,top,8258137191.570001
2017-07,Factoring,top,167636281.23999998
2017-07,Setor publico,top,4165861208.549999
2017-07,Acoes judiciais,top,3889115484.9800005
2017-07,Marcas e patentes,top,0.0
2017-07,Financeiro: credito pessoal,sub,0.0
2017-07,Financeiro: consignado,sub,2817371914.88
2017-07,Financeiro: credito corporativo,sub,3864821999.0
2017-07,Financeiro: middle market,sub,782640082.9
2017-07,Financeiro: veiculos,sub,2764071762.48
2017-07,Financeiro: imobiliario empresarial,sub,587485832.44
2017-07,Financeiro: imobiliario residencial,sub,561225625.1999999
2017-07,Financeiro: outros,sub,4753745945.110001
2017-08,Industrial,top,6052462959.419999
2017-08,Imobiliario,top,248692677.33999997
2017-08,Comercial,top,15946482462.649998
2017-08,Servicos,top,28621541177.03
2017-08,Agronegocio,top,441335281.72999996
2017-08,Financeiro,top,23782835421.49
2017-08,Cartao de credito,top,759468646.8799999
2017-08,Factoring,top,172307499.51
2017-08,Setor publico,top,4254614850.7
2017-08,Acoes judiciais,top,3941185007.2
2017-08,Marcas e patentes,top,0.0
2017-08,Financeiro: credito pessoal,sub,0.0
2017-08,Financeiro: consignado,sub,2923336358.84
2017-08,Financeiro: credito corporativo,sub,11674525675.78
2017-08,Financeiro: middle market,sub,769250939.4
2017-08,Financeiro: veiculos,sub,2328261608.3599997
2017-08,Financeiro: imobiliario empresarial,sub,607987195.72
2017-08,Financeiro: imobiliario residencial,sub,565551550.9399999
2017-08,Financeiro: outros,sub,4913922092.45
2017-09,Industrial,top,25081331002.06
2017-09,Imobiliario,top,320467987.8
2017-09,Comercial,top,15134787806.920002
2017-09,Servicos,top,8520379905.6
2017-09,Agronegocio,top,458604095.83
2017-09,Financeiro,top,25273783267.19
2017-09,Cartao de credito,top,750599905.62
2017-09,Factoring,top,170273530.97000003
2017-09,Setor publico,top,4074815353.9299994
2017-09,Acoes judiciais,top,4069689715.18
2017-09,Marcas e patentes,top,0.0
2017-09,Financeiro: credito pessoal,sub,0.0
2017-09,Financeiro: consignado,sub,2967654631.15
2017-09,Financeiro: credito corporativo,sub,12294418144.77
2017-09,Financeiro: middle market,sub,425195605.27000004
2017-09,Financeiro: veiculos,sub,2280111763.79
2017-09,Financeiro: imobiliario empresarial,sub,599875169.63
2017-09,Financeiro: imobiliario residencial,sub,577668593.63
2017-09,Financeiro: outros,sub,6128859358.95
2017-10,Industrial,top,23998021914.809998
2017-10,Imobiliario,top,339597999.64
2017-10,Comercial,top,16672788253.400002
2017-10,Servicos,top,8171548720.75
2017-10,Agronegocio,top,448392876.92999995
2017-10,Financeiro,top,24232338929.68
2017-10,Cartao de credito,top,670108157.5
2017-10,Factoring,top,158774738.97
2017-10,Setor publico,top,4486827606.52
2017-10,Acoes judiciais,top,5086051167.58
2017-10,Marcas e patentes,top,0.0
2017-10,Financeiro: credito pessoal,sub,0.0
2017-10,Financeiro: consignado,sub,3035824282.68
2017-10,Financeiro: credito corporativo,sub,12030867411.289997
2017-10,Financeiro: middle market,sub,424803687.45
2017-10,Financeiro: veiculos,sub,2157750369.5699997
2017-10,Financeiro: imobiliario empresarial,sub,550223416.89
2017-10,Financeiro: imobiliario residencial,sub,486731252.29
2017-10,Financeiro: outros,sub,5546138509.51
2017-11,Industrial,top,25389373863.650005
2017-11,Imobiliario,top,299225813.02
2017-11,Comercial,top,17489725988.97
2017-11,Servicos,top,8390928650.03
2017-11,Agronegocio,top,447262579.61999995
2017-11,Financeiro,top,16660051215.66
2017-11,Cartao de credito,top,9750271103.150002
2017-11,Factoring,top,151617148.75
2017-11,Setor publico,top,4548829456.2699995
2017-11,Acoes judiciais,top,5467412234.42
2017-11,Marcas e patentes,top,0.0
2017-11,Financeiro: credito pessoal,sub,80449.5
2017-11,Financeiro: consignado,sub,3936979644.3099995
2017-11,Financeiro: credito corporativo,sub,2979322426.48
2017-11,Financeiro: middle market,sub,407772945.01
2017-11,Financeiro: veiculos,sub,2109319860.4200003
2017-11,Financeiro: imobiliario empresarial,sub,596770279.33
2017-11,Financeiro: imobiliario residencial,sub,449700891.48
2017-11,Financeiro: outros,sub,6180104719.129999
2017-12,Industrial,top,32091877700.970005
2017-12,Imobiliario,top,256023578.0
2017-12,Comercial,top,19026496392.57
2017-12,Servicos,top,10397074029.95
2017-12,Agronegocio,top,449326948.33
2017-12,Financeiro,top,16187157634.38
2017-12,Cartao de credito,top,13469450119.710003
2017-12,Factoring,top,151745388.18
2017-12,Setor publico,top,4899835512.85
2017-12,Acoes judiciais,top,6599974480.539999
2017-12,Marcas e patentes,top,0.0
2017-12,Financeiro: credito pessoal,sub,0.0
2017-12,Financeiro: consignado,sub,3134299617.5699997
2017-12,Financeiro: credito corporativo,sub,2458697701.15
2017-12,Financeiro: middle market,sub,380377250.24
2017-12,Financeiro: veiculos,sub,2081360818.7399998
2017-12,Financeiro: imobiliario empresarial,sub,649539142.29
2017-12,Financeiro: imobiliario residencial,sub,459915611.66999996
2017-12,Financeiro: outros,sub,7022967492.719999
2018-01,Industrial,top,27710370630.680004
2018-01,Imobiliario,top,253306825.39
2018-01,Comercial,top,20405525019.46
2018-01,Servicos,top,11182588886.51
2018-01,Agronegocio,top,441763326.06000006
2018-01,Financeiro,top,15664194872.13
2018-01,Cartao de credito,top,13297815845.549997
2018-01,Factoring,top,151559544.71
2018-01,Setor publico,top,4386782376.32
2018-01,Acoes judiciais,top,6476486486.150001
2018-01,Marcas e patentes,top,0.0
2018-01,Financeiro: credito pessoal,sub,156101040.0
2018-01,Financeiro: consignado,sub,3177865120.65
2018-01,Financeiro: credito corporativo,sub,1986779379.38
2018-01,Financeiro: middle market,sub,380581147.03999996
2018-01,Financeiro: veiculos,sub,2090920742.44
2018-01,Financeiro: imobiliario empresarial,sub,399516265.94000006
2018-01,Financeiro: imobiliario residencial,sub,459275827.54
2018-01,Financeiro: outros,sub,7013155349.139999
2018-02,Industrial,top,24077077518.87
2018-02,Imobiliario,top,265267416.79000002
2018-02,Comercial,top,21049451594.019997
2018-02,Servicos,top,10594907554.050001
2018-02,Agronegocio,top,722701365.9200001
2018-02,Financeiro,top,14554632295.73
2018-02,Cartao de credito,top,13603057910.57
2018-02,Factoring,top,152560365.53
2018-02,Setor publico,top,4685542222.25
2018-02,Acoes judiciais,top,7223466291.799999
2018-02,Marcas e patentes,top,0.0
2018-02,Financeiro: credito pessoal,sub,164358259.7
2018-02,Financeiro: consignado,sub,3226586013.5699997
2018-02,Financeiro: credito corporativo,sub,2030766216.34
2018-02,Financeiro: middle market,sub,380720038.97999996
2018-02,Financeiro: veiculos,sub,2027505873.8
2018-02,Financeiro: imobiliario empresarial,sub,393204047.37
2018-02,Financeiro: imobiliario residencial,sub,450550095.58000004
2018-02,Financeiro: outros,sub,5880941750.389999
2018-03,Industrial,top,25469171828.149994
2018-03,Imobiliario,top,288369463.78
2018-03,Comercial,top,20806529255.16
2018-03,Servicos,top,10735203249.23
2018-03,Agronegocio,top,729764681.3700001
2018-03,Financeiro,top,15121586734.57
2018-03,Cartao de credito,top,15127752954.720001
2018-03,Factoring,top,157501108.84
2018-03,Setor publico,top,4668619865.73
2018-03,Acoes judiciais,top,4347840866.2300005
2018-03,Marcas e patentes,top,0.0
2018-03,Financeiro: credito pessoal,sub,163875276.8
2018-03,Financeiro: consignado,sub,3304105105.2799997
2018-03,Financeiro: credito corporativo,sub,1534002749.8200002
2018-03,Financeiro: middle market,sub,380764850.82
2018-03,Financeiro: veiculos,sub,2033360065.4800003
2018-03,Financeiro: imobiliario empresarial,sub,396713633.52000004
