competencia,segmento,nivel,valor
2018-03,Financeiro: imobiliario residencial,sub,451975130.2
2018-03,Financeiro: outros,sub,6856789922.650001
2018-04,Industrial,top,30382690434.800003
2018-04,Imobiliario,top,321342964.86
2018-04,Comercial,top,20808190972.329998
2018-04,Servicos,top,11424554730.43
2018-04,Agronegocio,top,746791787.13
2018-04,Financeiro,top,17945360230.31
2018-04,Cartao de credito,top,14727721125.89
2018-04,Factoring,top,157523817.81
2018-04,Setor publico,top,4758388278.879999
2018-04,Acoes judiciais,top,4333453183.26
2018-04,Marcas e patentes,top,0.0
2018-04,Financeiro: credito pessoal,sub,227169595.58999997
2018-04,Financeiro: consignado,sub,3316076490.0800004
2018-04,Financeiro: credito corporativo,sub,1431505319.1999998
2018-04,Financeiro: middle market,sub,380922827.34
2018-04,Financeiro: veiculos,sub,1991678119.01
2018-04,Financeiro: imobiliario empresarial,sub,366929633.90999997
2018-04,Financeiro: imobiliario residencial,sub,454253578.31000006
2018-04,Financeiro: outros,sub,9776824666.869999
2018-05,Industrial,top,25390372764.91999
2018-05,Imobiliario,top,336873190.74
2018-05,Comercial,top,19702489258.54
2018-05,Servicos,top,9252707075.9
2018-05,Agronegocio,top,748947464.9100001
2018-05,Financeiro,top,18489060608.17
2018-05,Cartao de credito,top,14318572529.429998
2018-05,Factoring,top,155796017.76
2018-05,Setor publico,top,4654313883.96
2018-05,Acoes judiciais,top,4430253536.22
2018-05,Marcas e patentes,top,0.0
2018-05,Financeiro: credito pessoal,sub,173280311.24
2018-05,Financeiro: consignado,sub,3377505046.63
2018-05,Financeiro: credito corporativo,sub,1732162590.8000002
2018-05,Financeiro: middle market,sub,395408866.96000004
2018-05,Financeiro: veiculos,sub,1849867922.26
2018-05,Financeiro: imobiliario empresarial,sub,401211234.98
2018-05,Financeiro: imobiliario residencial,sub,658238392.0899999
2018-05,Financeiro: outros,sub,9901386243.21
2018-06,Industrial,top,27763925080.74
2018-06,Imobiliario,top,387462838.83
2018-06,Comercial,top,20562036778.239998
2018-06,Servicos,top,10068573396.580002
2018-06,Agronegocio,top,759675765.47
2018-06,Financeiro,top,18788078808.55
2018-06,Cartao de credito,top,15210083795.579998
2018-06,Factoring,top,157546685.95
2018-06,Setor publico,top,4952895440.889999
2018-06,Acoes judiciais,top,4397645308.63
2018-06,Marcas e patentes,top,0.0
2018-06,Financeiro: credito pessoal,sub,254596551.86
2018-06,Financeiro: consignado,sub,3411232547.97
2018-06,Financeiro: credito corporativo,sub,1559760895.8
2018-06,Financeiro: middle market,sub,828612990.78
2018-06,Financeiro: veiculos,sub,1917624558.0900002
2018-06,Financeiro: imobiliario empresarial,sub,326678975.81
2018-06,Financeiro: imobiliario residencial,sub,367967010.96
2018-06,Financeiro: outros,sub,10121605277.279999
2018-07,Industrial,top,30964838895.540005
2018-07,Imobiliario,top,413522925.97
2018-07,Comercial,top,17576349386.7
2018-07,Servicos,top,11189762138.66
2018-07,Agronegocio,top,800068133.51
2018-07,Financeiro,top,19389956766.21
2018-07,Cartao de credito,top,14203828406.470001
2018-07,Factoring,top,156370245.86
2018-07,Setor publico,top,5097550638.18
2018-07,Acoes judiciais,top,4104640148.4800005
2018-07,Marcas e patentes,top,0.0
2018-07,Financeiro: credito pessoal,sub,304859739.72
2018-07,Financeiro: consignado,sub,3448170974.29
2018-07,Financeiro: credito corporativo,sub,1617397126.8999999
2018-07,Financeiro: middle market,sub,867428292.66
2018-07,Financeiro: veiculos,sub,2308103585.6
2018-07,Financeiro: imobiliario empresarial,sub,268646131.05
2018-07,Financeiro: imobiliario residencial,sub,198664181.94
2018-07,Financeiro: outros,sub,10376686734.05
2018-08,Industrial,top,30141203399.250004
2018-08,Imobiliario,top,442834662.29
2018-08,Comercial,top,20391061977.16
2018-08,Servicos,top,11372425454.509998
2018-08,Agronegocio,top,810774392.8900001
2018-08,Financeiro,top,20026679120.989998
2018-08,Cartao de credito,top,13868938938.84
2018-08,Factoring,top,147067269.01
2018-08,Setor publico,top,5597984379.5
2018-08,Acoes judiciais,top,4793173006.24
2018-08,Marcas e patentes,top,0.0
2018-08,Financeiro: credito pessoal,sub,311357178.65999997
2018-08,Financeiro: consignado,sub,3493164057.69
2018-08,Financeiro: credito corporativo,sub,1617471934.08
2018-08,Financeiro: middle market,sub,979765829.9599999
2018-08,Financeiro: veiculos,sub,2379352691.95
2018-08,Financeiro: imobiliario empresarial,sub,327883072.42
2018-08,Financeiro: imobiliario residencial,sub,424815140.54
2018-08,Financeiro: outros,sub,10492869215.69
2018-09,Industrial,top,31797125597.319992
2018-09,Imobiliario,top,483854759.27
2018-09,Comercial,top,18583545908.0
2018-09,Servicos,top,11664232933.9
2018-09,Agronegocio,top,852527320.09
2018-09,Financeiro,top,20037897438.76
2018-09,Cartao de credito,top,15126729080.400002
2018-09,Factoring,top,144822007.67999998
2018-09,Setor publico,top,5651725508.25
2018-09,Acoes judiciais,top,4582513592.24
2018-09,Marcas e patentes,top,0.0
2018-09,Financeiro: credito pessoal,sub,338236754.14
2018-09,Financeiro: consignado,sub,3520295085.0
2018-09,Financeiro: credito corporativo,sub,1965645440.09
2018-09,Financeiro: middle market,sub,979553604.38
2018-09,Financeiro: veiculos,sub,2401629729.72
2018-09,Financeiro: imobiliario empresarial,sub,392394935.21999997
2018-09,Financeiro: imobiliario residencial,sub,322847630.68
2018-09,Financeiro: outros,sub,10117294259.53
2018-10,Industrial,top,31007851399.649998
2018-10,Imobiliario,top,420347687.38
2018-10,Comercial,top,19076146782.12
2018-10,Servicos,top,11693182859.01
2018-10,Agronegocio,top,880999291.28
2018-10,Financeiro,top,23005047606.760002
2018-10,Cartao de credito,top,14297290777.51
2018-10,Factoring,top,138177404.98
2018-10,Setor publico,top,5692142185.91
2018-10,Acoes judiciais,top,4612699234.780001
2018-10,Marcas e patentes,top,0.0
2018-10,Financeiro: credito pessoal,sub,427588656.7
2018-10,Financeiro: consignado,sub,3641373246.75
2018-10,Financeiro: credito corporativo,sub,2060721521.6599998
2018-10,Financeiro: middle market,sub,979247349.6
2018-10,Financeiro: veiculos,sub,2425791324.02
2018-10,Financeiro: imobiliario empresarial,sub,328465013.8
2018-10,Financeiro: imobiliario residencial,sub,321935993.74
2018-10,Financeiro: outros,sub,12819924500.490002
2018-11,Industrial,top,30991739717.49
2018-11,Imobiliario,top,511633972.15999997
2018-11,Comercial,top,20111386764.08
2018-11,Servicos,top,12062110943.32
2018-11,Agronegocio,top,906007581.04
2018-11,Financeiro,top,21579563490.940002
2018-11,Cartao de credito,top,14257469879.42
2018-11,Factoring,top,116483848.5
2018-11,Setor publico,top,6285196582.52
2018-11,Acoes judiciais,top,4741000423.1
2018-11,Marcas e patentes,top,0.0
2018-11,Financeiro: credito pessoal,sub,434008716.25
2018-11,Financeiro: consignado,sub,3685456360.3499994
2018-11,Financeiro: credito corporativo,sub,2158289643.3099995
2018-11,Financeiro: middle market,sub,925958645.3499999
2018-11,Financeiro: veiculos,sub,2428022851.04
2018-11,Financeiro: imobiliario empresarial,sub,339428920.81
2018-11,Financeiro: imobiliario residencial,sub,403623766.63
2018-11,Financeiro: outros,sub,11204774587.199999
2018-12,Industrial,top,30523853818.559998
2018-12,Imobiliario,top,571456824.55
2018-12,Comercial,top,20851450985.9
2018-12,Servicos,top,14867087814.23
2018-12,Agronegocio,top,880281850.03
2018-12,Financeiro,top,22489579999.91
2018-12,Cartao de credito,top,17049042244.800001
2018-12,Factoring,top,103910380.86999999
2018-12,Setor publico,top,6204260034.66
2018-12,Acoes judiciais,top,4727824593.58
2018-12,Marcas e patentes,top,0.0
2018-12,Financeiro: credito pessoal,sub,481428336.93
2018-12,Financeiro: consignado,sub,5301336812.190001
2018-12,Financeiro: credito corporativo,sub,2007940106.8999999
2018-12,Financeiro: middle market,sub,1009597723.8899999
2018-12,Financeiro: veiculos,sub,2376481745.99
2018-12,Financeiro: imobiliario empresarial,sub,343097338.27
2018-12,Financeiro: imobiliario residencial,sub,372295707.01
2018-12,Financeiro: outros,sub,10597402228.73
2019-01,Industrial,top,31660400244.91
2019-01,Imobiliario,top,631995777.6599998
2019-01,Comercial,top,22612910241.190002
2019-01,Servicos,top,14670131196.400002
2019-01,Agronegocio,top,8084221341.200001
2019-01,Financeiro,top,22117499538.510002
2019-01,Cartao de credito,top,16328384391.95
2019-01,Factoring,top,96704825.72000001
2019-01,Setor publico,top,6252741169.8
2019-01,Acoes judiciais,top,4208143582.2799997
2019-01,Marcas e patentes,top,0.0
2019-01,Financeiro: credito pessoal,sub,718655472.79
2019-01,Financeiro: consignado,sub,5285470075.940001
2019-01,Financeiro: credito corporativo,sub,1737883300.8600001
2019-01,Financeiro: middle market,sub,1068940916.54
2019-01,Financeiro: veiculos,sub,2215141217.37
2019-01,Financeiro: imobiliario empresarial,sub,325760425.83
2019-01,Financeiro: imobiliario residencial,sub,414645495.61
2019-01,Financeiro: outros,sub,10351002633.570002
2019-02,Industrial,top,32638418011.359997
2019-02,Imobiliario,top,672378418.4300001
2019-02,Comercial,top,25426591706.32
2019-02,Servicos,top,18927551481.39
2019-02,Agronegocio,top,8690797217.039999
2019-02,Financeiro,top,21297718399.18
2019-02,Cartao de credito,top,17472656495.04
2019-02,Factoring,top,94101531.73
2019-02,Setor publico,top,5983689111.9
2019-02,Acoes judiciais,top,3414863840.63
2019-02,Marcas e patentes,top,0.0
2019-02,Financeiro: credito pessoal,sub,603577305.9
2019-02,Financeiro: consignado,sub,5219517778.25
2019-02,Financeiro: credito corporativo,sub,2806585371.22
2019-02,Financeiro: middle market,sub,995196084.2799999
2019-02,Financeiro: veiculos,sub,2244277244.78
2019-02,Financeiro: imobiliario empresarial,sub,383761430.83
2019-02,Financeiro: imobiliario residencial,sub,373790327.22
2019-02,Financeiro: outros,sub,8671012856.7
2019-03,Industrial,top,36340780505.27
2019-03,Imobiliario,top,738855442.01
2019-03,Comercial,top,28363270629.730003
2019-03,Servicos,top,17808548752.06
2019-03,Agronegocio,top,8825896752.63
2019-03,Financeiro,top,21895594192.219997
2019-03,Cartao de credito,top,17667160636.120003
2019-03,Factoring,top,88568034.47
2019-03,Setor publico,top,6334869475.120001
2019-03,Acoes judiciais,top,5046433885.549999
2019-03,Marcas e patentes,top,0.0
2019-03,Financeiro: credito pessoal,sub,611982363.19
2019-03,Financeiro: consignado,sub,5350371238.74
2019-03,Financeiro: credito corporativo,sub,1681218008.74
2019-03,Financeiro: middle market,sub,995465753.0799999
2019-03,Financeiro: veiculos,sub,2274949117.98
2019-03,Financeiro: imobiliario empresarial,sub,376830222.09
2019-03,Financeiro: imobiliario residencial,sub,369843704.02000004
2019-03,Financeiro: outros,sub,10234933784.38
2019-04,Industrial,top,32123387911.16
2019-04,Imobiliario,top,736930821.74
2019-04,Comercial,top,28945142796.36
2019-04,Servicos,top,16729311382.5
2019-04,Agronegocio,top,8425050696.21
2019-04,Financeiro,top,20755588522.52
2019-04,Cartao de credito,top,17848580685.090004
2019-04,Factoring,top,113046718.81
2019-04,Setor publico,top,6472756071.550001
2019-04,Acoes judiciais,top,5881469288.04
2019-04,Marcas e patentes,top,0.0
2019-04,Financeiro: credito pessoal,sub,145370553.69
2019-04,Financeiro: consignado,sub,5293291803.41
2019-04,Financeiro: credito corporativo,sub,1869703603.15
2019-04,Financeiro: middle market,sub,995966077.27
2019-04,Financeiro: veiculos,sub,2220467772.5199995
2019-04,Financeiro: imobiliario empresarial,sub,378414306.76
2019-04,Financeiro: imobiliario residencial,sub,388290976.66
2019-04,Financeiro: outros,sub,9464083429.06
2019-05,Industrial,top,70226031308.40001
2019-05,Imobiliario,top,754275646.1400001
2019-05,Comercial,top,29074781353.800003
2019-05,Servicos,top,15627604680.82
2019-05,Agronegocio,top,8674286454.62
2019-05,Financeiro,top,22341426605.69
2019-05,Cartao de credito,top,18957739842.660004
2019-05,Factoring,top,79950469.87
2019-05,Setor publico,top,5632938390.51
2019-05,Acoes judiciais,top,5783873436.809999
2019-05,Marcas e patentes,top,0.0
2019-05,Financeiro: credito pessoal,sub,43747177.800000004
2019-05,Financeiro: consignado,sub,5387276800.61
2019-05,Financeiro: credito corporativo,sub,1970177488.43
2019-05,Financeiro: middle market,sub,996407533.7800001
2019-05,Financeiro: veiculos,sub,2187033858.25
2019-05,Financeiro: imobiliario empresarial,sub,379908104.6
2019-05,Financeiro: imobiliario residencial,sub,390182797.5
2019-05,Financeiro: outros,sub,10986692844.720001
2019-06,Industrial,top,67213533534.63
2019-06,Imobiliario,top,727826294.21
2019-06,Comercial,top,29411581227.51
2019-06,Servicos,top,15692893161.46
2019-06,Agronegocio,top,8681802694.72
2019-06,Financeiro,top,22442474435.0
2019-06,Cartao de credito,top,22523488280.299995
2019-06,Factoring,top,76181789.3
2019-06,Setor publico,top,7163948133.59
2019-06,Acoes judiciais,top,4595531931.43
2019-06,Marcas e patentes,top,0.0
2019-06,Financeiro: credito pessoal,sub,54521214.879999995
2019-06,Financeiro: consignado,sub,5434253678.15
2019-06,Financeiro: credito corporativo,sub,1986613062.32
2019-06,Financeiro: middle market,sub,996731082.02
2019-06,Financeiro: veiculos,sub,2203534864.42
2019-06,Financeiro: imobiliario empresarial,sub,437109533.16
2019-06,Financeiro: imobiliario residencial,sub,386383025.94000006
2019-06,Financeiro: outros,sub,10943327974.11
2019-07,Industrial,top,63068222158.58
2019-07,Imobiliario,top,592669986.4000001
2019-07,Comercial,top,30964581113.269997
2019-07,Servicos,top,14586620134.779999
2019-07,Agronegocio,top,8750318099.18
2019-07,Financeiro,top,22700526961.1
2019-07,Cartao de credito,top,22510691472.62
2019-07,Factoring,top,66900155.120000005
2019-07,Setor publico,top,7389642352.65
2019-07,Acoes judiciais,top,5072790103.150001
2019-07,Marcas e patentes,top,0.0
2019-07,Financeiro: credito pessoal,sub,169092593.43
2019-07,Financeiro: consignado,sub,5404108758.96
2019-07,Financeiro: credito corporativo,sub,1878612477.4299998
2019-07,Financeiro: middle market,sub,887168317.8900001
2019-07,Financeiro: veiculos,sub,1756731242.49
2019-07,Financeiro: imobiliario empresarial,sub,370840707.22
2019-07,Financeiro: imobiliario residencial,sub,377028115.73
2019-07,Financeiro: outros,sub,11856944747.95
2019-08,Industrial,top,59883117518.11001
2019-08,Imobiliario,top,596839325.6199999
2019-08,Comercial,top,28996699323.790005
2019-08,Servicos,top,14161169284.55
2019-08,Agronegocio,top,10864995576.21
2019-08,Financeiro,top,28658005596.41
2019-08,Cartao de credito,top,23398120805.830006
2019-08,Factoring,top,66400713.32000001
2019-08,Setor publico,top,6199358587.5
2019-08,Acoes judiciais,top,5127398444.14
2019-08,Marcas e patentes,top,0.0
2019-08,Financeiro: credito pessoal,sub,643645471.23
2019-08,Financeiro: consignado,sub,5010954017.030001
2019-08,Financeiro: credito corporativo,sub,1657788049.21
2019-08,Financeiro: middle market,sub,887459266.85
2019-08,Financeiro: veiculos,sub,1947485163.25
2019-08,Financeiro: imobiliario empresarial,sub,108700217.65
2019-08,Financeiro: imobiliario residencial,sub,266777862.27
2019-08,Financeiro: outros,sub,18135195548.920002
2019-09,Industrial,top,56596254792.47001
2019-09,Imobiliario,top,597143209.8299999
2019-09,Comercial,top,38401527330.310005
2019-09,Servicos,top,14168765612.48
2019-09,Agronegocio,top,11233868822.82
2019-09,Financeiro,top,21760178109.61
2019-09,Cartao de credito,top,24569518882.37
2019-09,Factoring,top,63600662.93000001
2019-09,Setor publico,top,6284071432.09
2019-09,Acoes judiciais,top,5184735894.62
2019-09,Marcas e patentes,top,0.0
2019-09,Financeiro: credito pessoal,sub,235526925.68
2019-09,Financeiro: consignado,sub,3914186464.84
2019-09,Financeiro: credito corporativo,sub,1794914799.58
2019-09,Financeiro: middle market,sub,879352842.64
2019-09,Financeiro: veiculos,sub,1603722163.83
2019-09,Financeiro: imobiliario empresarial,sub,377386724.15
2019-09,Financeiro: imobiliario residencial,sub,368921044.78000003
2019-09,Financeiro: outros,sub,12586167144.11
2019-10,Industrial,top,53816540783.81001
2019-10,Imobiliario,top,598112163.93
2019-10,Comercial,top,38961015540.99
2019-10,Servicos,top,14249854637.210001
2019-10,Agronegocio,top,11281516552.64
2019-10,Financeiro,top,23126448759.8
2019-10,Cartao de credito,top,19586434391.820004
2019-10,Factoring,top,62495362.75
2019-10,Setor publico,top,6181642753.16
2019-10,Acoes judiciais,top,5781345586.39
2019-10,Marcas e patentes,top,0.0
2019-10,Financeiro: credito pessoal,sub,298069830.14
2019-10,Financeiro: consignado,sub,5775678602.43
2019-10,Financeiro: credito corporativo,sub,2161470650.46
2019-10,Financeiro: middle market,sub,948760652.2799999
2019-10,Financeiro: veiculos,sub,1480651689.75
2019-10,Financeiro: imobiliario empresarial,sub,362833167.58
2019-10,Financeiro: imobiliario residencial,sub,637431776.45
2019-10,Financeiro: outros,sub,11461552390.71
2019-11,Industrial,top,50778347587.49
2019-11,Imobiliario,top,598703669.46
2019-11,Comercial,top,37957479383.31
2019-11,Servicos,top,12520308531.17
2019-11,Agronegocio,top,11191754038.330002
2019-11,Financeiro,top,26713392939.58
2019-11,Cartao de credito,top,23274149571.540005
2019-11,Factoring,top,68284712.07
2019-11,Setor publico,top,7000122352.33
2019-11,Acoes judiciais,top,5020436798.02
2019-11,Marcas e patentes,top,0.0
2019-11,Financeiro: credito pessoal,sub,5722938.42
2019-11,Financeiro: consignado,sub,8024930467.639999
2019-11,Financeiro: credito corporativo,sub,981499587.05
2019-11,Financeiro: middle market,sub,872182269.94
2019-11,Financeiro: veiculos,sub,867572930.9100001
2019-11,Financeiro: imobiliario empresarial,sub,110749868.66999999
2019-11,Financeiro: imobiliario residencial,sub,459962010.52
2019-11,Financeiro: outros,sub,15390772866.43
2019-12,Industrial,top,67871887228.71
2019-12,Imobiliario,top,2136944918.3
2019-12,Comercial,top,39978253056.659996
2019-12,Servicos,top,13858305615.46
2019-12,Agronegocio,top,10265874029.66
2019-12,Financeiro,top,27306450936.940002
2019-12,Cartao de credito,top,24583225496.83
2019-12,Factoring,top,58943098.0
2019-12,Setor publico,top,6544569072.71
2019-12,Acoes judiciais,top,6181477239.469999
2019-12,Marcas e patentes,top,0.0
2019-12,Financeiro: credito pessoal,sub,884300886.42
2019-12,Financeiro: consignado,sub,5767593101.429999
2019-12,Financeiro: credito corporativo,sub,2114965597.98
2019-12,Financeiro: middle market,sub,871579684.89
2019-12,Financeiro: veiculos,sub,810102090.4399999
2019-12,Financeiro: imobiliario empresarial,sub,110809051.56
2019-12,Financeiro: imobiliario residencial,sub,430051431.49000007
2019-12,Financeiro: outros,sub,16317049092.73
2020-01,Industrial,top,64591029692.600006
2020-01,Imobiliario,top,1040940642.89
2020-01,Comercial,top,39332968787.659996
2020-01,Servicos,top,23288622034.46
2020-01,Agronegocio,top,4668755356.900001
2020-01,Financeiro,top,47520849120.71001
2020-01,Cartao de credito,top,23876448035.100002
2020-01,Factoring,top,65408664.27
2020-01,Setor publico,top,10569781720.5
2020-01,Acoes judiciais,top,6287205000.76
2020-01,Marcas e patentes,top,0.0
2020-01,Financeiro: credito pessoal,sub,198557813.32
2020-01,Financeiro: consignado,sub,5936855287.160001
2020-01,Financeiro: credito corporativo,sub,3465173748.88
2020-01,Financeiro: middle market,sub,831482652.65
2020-01,Financeiro: veiculos,sub,761103877.53
2020-01,Financeiro: imobiliario empresarial,sub,112626876.8
2020-01,Financeiro: imobiliario residencial,sub,812619649.04
2020-01,Financeiro: outros,sub,35402429215.33
2020-02,Industrial,top,60923585215.49
2020-02,Imobiliario,top,2086983190.26
2020-02,Comercial,top,40194174977.87
2020-02,Servicos,top,18823039717.309998
2020-02,Agronegocio,top,10654008027.88
2020-02,Financeiro,top,49319479842.79
2020-02,Cartao de credito,top,24181865265.73
2020-02,Factoring,top,65690062.19
2020-02,Setor publico,top,12058278183.130001
2020-02,Acoes judiciais,top,6211540479.71
2020-02,Marcas e patentes,top,0.0
2020-02,Financeiro: credito pessoal,sub,47360334.57
2020-02,Financeiro: consignado,sub,6141325060.88
2020-02,Financeiro: credito corporativo,sub,4915509096.87
2020-02,Financeiro: middle market,sub,924311585.47
2020-02,Financeiro: veiculos,sub,716013903.9
2020-02,Financeiro: imobiliario empresarial,sub,94267173.52
2020-02,Financeiro: imobiliario residencial,sub,1158963962.18
2020-02,Financeiro: outros,sub,35321728725.4
2020-03,Industrial,top,55488948111.67999
2020-03,Imobiliario,top,1836709253.87
2020-03,Comercial,top,36195678262.73001
2020-03,Servicos,top,23645268647.230003
2020-03,Agronegocio,top,10777252839.980001
2020-03,Financeiro,top,48905482016.81
2020-03,Cartao de credito,top,24694917477.68
2020-03,Factoring,top,65624080.559999995
2020-03,Setor publico,top,12753128881.93
2020-03,Acoes judiciais,top,5594622026.76
2020-03,Marcas e patentes,top,0.0
2020-03,Financeiro: credito pessoal,sub,51318541.99
2020-03,Financeiro: consignado,sub,5532468099.03
2020-03,Financeiro: credito corporativo,sub,5480032060.639999
2020-03,Financeiro: middle market,sub,923156854.2800001
2020-03,Financeiro: veiculos,sub,692879423.3000001
2020-03,Financeiro: imobiliario empresarial,sub,87592238.32
2020-03,Financeiro: imobiliario residencial,sub,813317649.91
2020-03,Financeiro: outros,sub,35324717149.34
2020-04,Industrial,top,50197371177.79
2020-04,Imobiliario,top,1883183870.5
2020-04,Comercial,top,32434583798.559998
2020-04,Servicos,top,23017431223.21
2020-04,Agronegocio,top,10737958935.78
2020-04,Financeiro,top,33950895373.8
2020-04,Cartao de credito,top,23774580616.010002
2020-04,Factoring,top,62364392.13
2020-04,Setor publico,top,12510226731.73
2020-04,Acoes judiciais,top,5643281693.030001
2020-04,Marcas e patentes,top,0.0
2020-04,Financeiro: credito pessoal,sub,49434540.01
2020-04,Financeiro: consignado,sub,7049086312.539999
2020-04,Financeiro: credito corporativo,sub,5610806442.81
2020-04,Financeiro: middle market,sub,912038503.75
2020-04,Financeiro: veiculos,sub,642838907.3399999
2020-04,Financeiro: imobiliario empresarial,sub,207521763.77
2020-04,Financeiro: imobiliario residencial,sub,814258891.02
2020-04,Financeiro: outros,sub,18664910012.56
2020-05,Industrial,top,45280639608.32
2020-05,Imobiliario,top,1832999838.56
2020-05,Comercial,top,31002235832.18
2020-05,Servicos,top,21948847778.17
2020-05,Agronegocio,top,10605942245.7
2020-05,Financeiro,top,34131425373.29
2020-05,Cartao de credito,top,22528321496.05
2020-05,Factoring,top,58193331.39
2020-05,Setor publico,top,12008562297.289999
2020-05,Acoes judiciais,top,5810602886.26
2020-05,Marcas e patentes,top,0.0
2020-05,Financeiro: credito pessoal,sub,241843975.64
2020-05,Financeiro: consignado,sub,8287432372.92
2020-05,Financeiro: credito corporativo,sub,4824292294.11
2020-05,Financeiro: middle market,sub,920764479.9599998
2020-05,Financeiro: veiculos,sub,606453615.25
2020-05,Financeiro: imobiliario empresarial,sub,152324094.42
2020-05,Financeiro: imobiliario residencial,sub,816256191.3399999
2020-05,Financeiro: outros,sub,18282058349.649998
2020-06,Industrial,top,40354022180.94001
2020-06,Imobiliario,top,1611248634.26
2020-06,Comercial,top,27767789899.269997
2020-06,Servicos,top,20545622391.61
2020-06,Agronegocio,top,10458964434.429998
2020-06,Financeiro,top,32586157638.89
2020-06,Cartao de credito,top,21876727501.739998
2020-06,Factoring,top,58576021.449999996
2020-06,Setor publico,top,15235271733.5
2020-06,Acoes judiciais,top,5302433147.64
2020-06,Marcas e patentes,top,0.0
2020-06,Financeiro: credito pessoal,sub,191679592.20000002
2020-06,Financeiro: consignado,sub,8687564317.79
2020-06,Financeiro: credito corporativo,sub,4909133599.3
2020-06,Financeiro: middle market,sub,916122581.4899999
2020-06,Financeiro: veiculos,sub,567697776.9300001
2020-06,Financeiro: imobiliario empresarial,sub,152553263.73
2020-06,Financeiro: imobiliario residencial,sub,731775697.07
2020-06,Financeiro: outros,sub,16429630810.379997
2020-07,Industrial,top,26903463721.659996
2020-07,Imobiliario,top,1560938029.48
2020-07,Comercial,top,27831721971.649998
2020-07,Servicos,top,20525786681.489998
2020-07,Agronegocio,top,10427273302.869999
2020-07,Financeiro,top,33022653851.79
2020-07,Cartao de credito,top,21017103798.75
2020-07,Factoring,top,62103448.59
2020-07,Setor publico,top,15155571719.57
2020-07,Acoes judiciais,top,5966597039.379999
2020-07,Marcas e patentes,top,0.0
2020-07,Financeiro: credito pessoal,sub,199866271.06
2020-07,Financeiro: consignado,sub,8098991031.570001
2020-07,Financeiro: credito corporativo,sub,4825350678.849999
2020-07,Financeiro: middle market,sub,913967915.26
2020-07,Financeiro: veiculos,sub,525486237.89
2020-07,Financeiro: imobiliario empresarial,sub,148945013.28
2020-07,Financeiro: imobiliario residencial,sub,682929014.11
2020-07,Financeiro: outros,sub,17627117689.77
2020-08,Industrial,top,29890675335.48
2020-08,Imobiliario,top,1899736861.36
2020-08,Comercial,top,29345217991.94
2020-08,Servicos,top,21267323579.34
2020-08,Agronegocio,top,10682055639.49
2020-08,Financeiro,top,35901662429.56
2020-08,Cartao de credito,top,23548046324.489998
2020-08,Factoring,top,59883298.21
2020-08,Setor publico,top,15756637986.88
2020-08,Acoes judiciais,top,6139329971.0
2020-08,Marcas e patentes,top,0.0
2020-08,Financeiro: credito pessoal,sub,243609961.26
2020-08,Financeiro: consignado,sub,8129821333.02
2020-08,Financeiro: credito corporativo,sub,5067521858.18
2020-08,Financeiro: middle market,sub,913988883.5699999
2020-08,Financeiro: veiculos,sub,491985274.68000007
2020-08,Financeiro: imobiliario empresarial,sub,162525929.54
2020-08,Financeiro: imobiliario residencial,sub,768214976.65
2020-08,Financeiro: outros,sub,20123994212.660004
2020-09,Industrial,top,32963803536.51
2020-09,Imobiliario,top,1908748304.9899998
2020-09,Comercial,top,29620693334.33
2020-09,Servicos,top,21406168153.010002
2020-09,Agronegocio,top,10799447596.930002
2020-09,Financeiro,top,36194399115.619995
2020-09,Cartao de credito,top,25387369269.79
2020-09,Factoring,top,60314686.99
2020-09,Setor publico,top,12262442166.32
2020-09,Acoes judiciais,top,6305224267.77
2020-09,Marcas e patentes,top,0.0
2020-09,Financeiro: credito pessoal,sub,39013387.72
2020-09,Financeiro: consignado,sub,8451171099.65
2020-09,Financeiro: credito corporativo,sub,5094310575.57
2020-09,Financeiro: middle market,sub,884202951.73
2020-09,Financeiro: veiculos,sub,454878746.55
2020-09,Financeiro: imobiliario empresarial,sub,147687226.54000002
2020-09,Financeiro: imobiliario residencial,sub,748363712.4399999
2020-09,Financeiro: outros,sub,20374771415.420002
2020-10,Industrial,top,28319888389.310005
2020-10,Imobiliario,top,1979440649.3999999
2020-10,Comercial,top,30357461164.45
2020-10,Servicos,top,20373038884.219997
2020-10,Agronegocio,top,11061021562.359999
2020-10,Financeiro,top,36965666485.42
2020-10,Cartao de credito,top,25118943380.83
2020-10,Factoring,top,63280192.56
2020-10,Setor publico,top,15509156151.73
2020-10,Acoes judiciais,top,7132519927.380001
2020-10,Marcas e patentes,top,0.0
2020-10,Financeiro: credito pessoal,sub,109377296.3
2020-10,Financeiro: consignado,sub,8400529979.4800005
2020-10,Financeiro: credito corporativo,sub,5223745659.25
2020-10,Financeiro: middle market,sub,867536231.8
2020-10,Financeiro: veiculos,sub,426274836.08
2020-10,Financeiro: imobiliario empresarial,sub,104332137.33000001
2020-10,Financeiro: imobiliario residencial,sub,747809604.52
2020-10,Financeiro: outros,sub,21086060740.66
2020-11,Industrial,top,21542776257.109997
2020-11,Imobiliario,top,2001320525.06
2020-11,Comercial,top,31293406115.73
2020-11,Servicos,top,22987672729.16
2020-11,Agronegocio,top,11496042112.93
2020-11,Financeiro,top,45454905394.83
2020-11,Cartao de credito,top,26275504004.91
2020-11,Factoring,top,65795739.60000001
2020-11,Setor publico,top,9996986081.84
2020-11,Acoes judiciais,top,7129359751.279999
2020-11,Marcas e patentes,top,0.0
