document_key,cnpj_fundo,fundo,document_date,documento_origem,source_path,cache_path,parse_status,total_subscribers,total_quotas,closing_amount_brl,column_order,column_order_observed,expected_numeric_columns,incomplete_category_rows,reported_total_subscribers,reported_total_quotas,total_row_validated,private_only_language,b3_or_organized_market_language,six_month_qualified_release,general_public_release,investor_category,investor_category_label,investor_family,subscribers,quotas,allocated_amount_proxy_brl,offer_observation_id
f5034e46d811569a,52511329000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO DE RESPONSABILIDADE ILIMITADA,2024-07-10,700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/raw/52511329000110/700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/industry_study/document_text_cache/doc-0098/f5034e46d811569a.json.gz,parsed_high,65.0,97000.0,,subscribers | securities,True,2,0,65.0,97000.0,True,False,False,False,False,clubes_investimento,Clubes de investimento,Clubes de investimento,0.0,0.0,0.0,obs-26648f2839eb0b4e
f5034e46d811569a,52511329000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO DE RESPONSABILIDADE ILIMITADA,2024-07-10,700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/raw/52511329000110/700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/industry_study/document_text_cache/doc-0098/f5034e46d811569a.json.gz,parsed_high,65.0,97000.0,,subscribers | securities,True,2,0,65.0,97000.0,True,False,False,False,False,demais_financeiras,Demais instituicoes financeiras,Instituicoes financeiras,1.0,9000.0,0.0,obs-26648f2839eb0b4e
f5034e46d811569a,52511329000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO DE RESPONSABILIDADE ILIMITADA,2024-07-10,700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/raw/52511329000110/700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/industry_study/document_text_cache/doc-0098/f5034e46d811569a.json.gz,parsed_high,65.0,97000.0,,subscribers | securities,True,2,0,65.0,97000.0,True,False,False,False,False,demais_pj,Demais pessoas juridicas,Outras pessoas juridicas,0.0,0.0,0.0,obs-26648f2839eb0b4e
f5034e46d811569a,52511329000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO DE RESPONSABILIDADE ILIMITADA,2024-07-10,700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/raw/52511329000110/700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/industry_study/document_text_cache/doc-0098/f5034e46d811569a.json.gz,parsed_high,65.0,97000.0,,subscribers | securities,True,2,0,65.0,97000.0,True,False,False,False,False,financeiras_ligadas,Instituicoes financeiras ligadas,Instituicoes financeiras,0.0,0.0,0.0,obs-26648f2839eb0b4e
f5034e46d811569a,52511329000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO DE RESPONSABILIDADE ILIMITADA,2024-07-10,700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/raw/52511329000110/700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/industry_study/document_text_cache/doc-0098/f5034e46d811569a.json.gz,parsed_high,65.0,97000.0,,subscribers | securities,True,2,0,65.0,97000.0,True,False,False,False,False,fundos_investimento,Fundos de investimento,Fundos de investimento,44.0,83000.0,0.0,obs-26648f2839eb0b4e
f5034e46d811569a,52511329000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO DE RESPONSABILIDADE ILIMITADA,2024-07-10,700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/raw/52511329000110/700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/industry_study/document_text_cache/doc-0098/f5034e46d811569a.json.gz,parsed_high,65.0,97000.0,,subscribers | securities,True,2,0,65.0,97000.0,True,False,False,False,False,intermediarias_consorcio,Intermediarias do consorcio,Instituicoes financeiras,0.0,0.0,0.0,obs-26648f2839eb0b4e
f5034e46d811569a,52511329000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO DE RESPONSABILIDADE ILIMITADA,2024-07-10,700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/raw/52511329000110/700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/industry_study/document_text_cache/doc-0098/f5034e46d811569a.json.gz,parsed_high,65.0,97000.0,,subscribers | securities,True,2,0,65.0,97000.0,True,False,False,False,False,investidores_estrangeiros,Investidores estrangeiros,Investidores estrangeiros,0.0,0.0,0.0,obs-26648f2839eb0b4e
f5034e46d811569a,52511329000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO DE RESPONSABILIDADE ILIMITADA,2024-07-10,700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/raw/52511329000110/700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/industry_study/document_text_cache/doc-0098/f5034e46d811569a.json.gz,parsed_high,65.0,97000.0,,subscribers | securities,True,2,0,65.0,97000.0,True,False,False,False,False,pessoas_naturais,Pessoas naturais,Pessoas naturais,20.0,5000.0,0.0,obs-26648f2839eb0b4e
f5034e46d811569a,52511329000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO DE RESPONSABILIDADE ILIMITADA,2024-07-10,700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/raw/52511329000110/700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/industry_study/document_text_cache/doc-0098/f5034e46d811569a.json.gz,parsed_high,65.0,97000.0,,subscribers | securities,True,2,0,65.0,97000.0,True,False,False,False,False,pj_ligadas,Pessoas juridicas ligadas,Outras pessoas juridicas,0.0,0.0,0.0,obs-26648f2839eb0b4e
f5034e46d811569a,52511329000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO DE RESPONSABILIDADE ILIMITADA,2024-07-10,700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/raw/52511329000110/700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/industry_study/document_text_cache/doc-0098/f5034e46d811569a.json.gz,parsed_high,65.0,97000.0,,subscribers | securities,True,2,0,65.0,97000.0,True,False,False,False,False,previdencia_privada,Previdencia privada,Previdencia e seguradoras,0.0,0.0,0.0,obs-26648f2839eb0b4e
f5034e46d811569a,52511329000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO DE RESPONSABILIDADE ILIMITADA,2024-07-10,700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/raw/52511329000110/700130_emissao_emissao_700130_2024-07-10_2024-07-10.pdf,data/industry_study/document_text_cache/doc-0098/f5034e46d811569a.json.gz,parsed_high,65.0,97000.0,,subscribers | securities,True,2,0,65.0,97000.0,True,False,False,False,False,seguradoras,Seguradoras,Previdencia e seguradoras,0.0,0.0,0.0,obs-26648f2839eb0b4e
febed3cbd68ff6d9,52997572000190,ORIZ JUS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2024-07-18,701525_emissao_emissao_701525_2024-07-18_2024-07-18.pdf,data/raw/52997572000190/701525_emissao_emissao_701525_2024-07-18_2024-07-18.pdf,data/industry_study/document_text_cache/doc-0098/febed3cbd68ff6d9.json.gz,parsed_high,14.0,98474.0,,subscribers | securities,True,2,0,14.0,98474.0,True,False,False,False,False,clubes_investimento,Clubes de investimento,Clubes de investimento,0.0,0.0,0.0,obs-8bce866b2edce018
febed3cbd68ff6d9,52997572000190,ORIZ JUS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2024-07-18,701525_emissao_emissao_701525_2024-07-18_2024-07-18.pdf,data/raw/52997572000190/701525_emissao_emissao_701525_2024-07-18_2024-07-18.pdf,data/industry_study/document_text_cache/doc-0098/febed3cbd68ff6d9.json.gz,parsed_high,14.0,98474.0,,subscribers | securities,True,2,0,14.0,98474.0,True,False,False,False,False,demais_financeiras,Demais instituicoes financeiras,Instituicoes financeiras,0.0,0.0,0.0,obs-8bce866b2edce018
febed3cbd68ff6d9,52997572000190,ORIZ JUS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2024-07-18,701525_emissao_emissao_701525_2024-07-18_2024-07-18.pdf,data/raw/52997572000190/701525_emissao_emissao_701525_2024-07-18_2024-07-18.pdf,data/industry_study/document_text_cache/doc-0098/febed3cbd68ff6d9.json.gz,parsed_high,14.0,98474.0,,subscribers | securities,True,2,0,14.0,98474.0,True,False,False,False,False,demais_pj,Demais pessoas juridicas,Outras pessoas juridicas,0.0,0.0,0.0,obs-8bce866b2edce018
febed3cbd68ff6d9,52997572000190,ORIZ JUS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2024-07-18,701525_emissao_emissao_701525_2024-07-18_2024-07-18.pdf,data/raw/52997572000190/701525_emissao_emissao_701525_2024-07-18_2024-07-18.pdf,data/industry_study/document_text_cache/doc-0098/febed3cbd68ff6d9.json.gz,parsed_high,14.0,98474.0,,subscribers | securities,True,2,0,14.0,98474.0,True,False,False,False,False,financeiras_ligadas,Instituicoes financeiras ligadas,Instituicoes financeiras,0.0,0.0,0.0,obs-8bce866b2edce018
febed3cbd68ff6d9,52997572000190,ORIZ JUS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2024-07-18,701525_emissao_emissao_701525_2024-07-18_2024-07-18.pdf,data/raw/52997572000190/701525_emissao_emissao_701525_2024-07-18_2024-07-18.pdf,data/industry_study/document_text_cache/doc-0098/febed3cbd68ff6d9.json.gz,parsed_high,14.0,98474.0,,subscribers | securities,True,2,0,14.0,98474.0,True,False,False,False,False,fundos_investimento,Fundos de investimento,Fundos de investimento,14.0,98474.0,0.0,obs-8bce866b2edce018
