role,participant,offer_volume_brl_current,offers_current,issuers_current,volume_share_current,offer_count_share_current,rank_current,offer_volume_brl_previous,offers_previous,issuers_previous,volume_share_previous,offer_count_share_previous,rank_previous,delta_offer_volume_brl,delta_volume_share_pp,delta_offers,delta_offer_count_share_pp,rank_change,window_previous,window_current,methodology
custodiante,LIONS TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,216000000.0,2.0,2.0,0.0016475759848689707,0.0012004801920768306,31.0,0.0,0.0,0.0,0.0,0.0,0.0,216000000.0,0.16475759848689708,2.0,0.12004801920768307,-31.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,207999948.72,10.0,6.0,0.001586554260949303,0.006002400960384154,32.0,430398441.87,13.0,11.0,0.0036376780428879346,0.008632138114209827,24.0,-222398493.15,-0.20511237819386316,-3.0,-0.26297371538256725,-8.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,REAG/CBSF,198000000.0,11.0,9.0,0.00151027798612989,0.006602641056422569,33.0,1375129312.79,27.0,23.0,0.011622434517963878,0.017928286852589643,13.0,-1177129312.79,-1.0112156531833987,-16.0,-1.1325645796167074,-20.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,183700000.0,7.0,7.0,0.0014012023537982867,0.004201680672268907,34.0,199000000.0,21.0,15.0,0.0016819250724735414,0.013944223107569721,33.0,-15300000.0,-0.028072271867525467,-14.0,-0.9742542435300813,-1.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,"BANCO DAYCOVAL S.A., INSCRITA NO CNPJ SOB O N.o 62.232.889/0001-90",177000000.0,1.0,1.0,0.0013500969876009622,0.0006002400960384153,35.0,0.0,0.0,0.0,0.0,0.0,0.0,177000000.0,0.13500969876009622,1.0,0.060024009603841535,-35.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,150000000.0,2.0,2.0,0.0011441499894923408,0.0012004801920768306,36.0,0.0,0.0,0.0,0.0,0.0,0.0,150000000.0,0.11441499894923408,2.0,0.12004801920768307,-36.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,SEFER INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,150000000.0,1.0,1.0,0.0011441499894923408,0.0006002400960384153,36.0,139000000.0,7.0,2.0,0.0011748119852955893,0.004648074369189907,36.0,11000000.0,-0.0030661995803248424,-6.0,-0.4047834273151492,0.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TRUSTEE DTVM LTDA,144500000.0,4.0,3.0,0.001102197823210955,0.0024009603841536613,38.0,10000000.0,1.0,1.0,8.451884786299202e-05,0.0006640106241699867,56.0,134500000.0,0.10176789753479629,3.0,0.17369497599836747,18.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,"BANCO DAYCOVAL S.A., INSCRITO NO CNPJ SOB O No 62.232.889/0001-90",126998375.13,1.0,1.0,0.0009687012638035591,0.0006002400960384153,39.0,0.0,0.0,0.0,0.0,0.0,0.0,126998375.13,0.0968701263803559,1.0,0.060024009603841535,-39.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TRUSTEE DTVM,125900000.0,7.0,6.0,0.0009603232245139048,0.004201680672268907,40.0,20000000.0,1.0,1.0,0.00016903769572598404,0.0006640106241699867,52.0,105900000.0,0.07912855287879207,6.0,0.3537670048098921,12.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,BNY MELLON BANCO S.A,111200000.0,1.0,1.0,0.0008481965255436553,0.0006002400960384153,41.0,225924800.0,3.0,3.0,0.0019094903799676901,0.00199203187250996,31.0,-114724800.0,-0.10612938544240348,-2.0,-0.13917917764715448,-10.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,"LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA., CNPJ 24.361.690/0001-72",95000000.0,1.0,1.0,0.0007246283266784825,0.0006002400960384153,42.0,190000000.0,1.0,1.0,0.0016058581093968485,0.0006640106241699867,34.0,-95000000.0,-0.0881229782718366,0.0,-0.006377052813157135,-8.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,QORE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,88781000.0,3.0,3.0,0.0006771918681141301,0.001800720288115246,43.0,0.0,0.0,0.0,0.0,0.0,0.0,88781000.0,0.067719186811413,3.0,0.18007202881152462,-43.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,FIDD DISTRIBUICAO DE TITULOS E VALORES MOBILIARIOS LTDA,80000000.0,1.0,1.0,0.0006102133277292484,0.0006002400960384153,44.0,111160000.0,2.0,2.0,0.0009395115128450194,0.0013280212483399733,39.0,-31160000.0,-0.03292981851157709,-1.0,-0.0727781152301558,-5.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,BNY MELLON SERVICOS FINANCEIROS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,74000000.0,1.0,1.0,0.0005644473281495549,0.0006002400960384153,45.0,340000000.0,2.0,1.0,0.0028736408273417288,0.0013280212483399733,27.0,-266000000.0,-0.2309193499192174,-1.0,-0.0727781152301558,-18.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,67999999.99000001,5.0,4.0,0.0005186813284935846,0.003001200480192077,46.0,0.0,0.0,0.0,0.0,0.0,0.0,67999999.99000001,0.051868132849358456,5.0,0.3001200480192077,-46.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,AZUMI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,63000000.0,8.0,7.0,0.00048054299558678313,0.004801920768307323,47.0,131697000.0,7.0,7.0,0.0011130878707012461,0.004648074369189907,37.0,-68697000.0,-0.0632544875114463,1.0,0.015384639911741535,-10.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,MASTER CCTVM,60000000.0,7.0,7.0,0.00045765999579693635,0.004201680672268907,48.0,384675000.0,22.0,18.0,0.0032512287801696456,0.014608233731739707,25.0,-324675000.0,-0.2793568784372709,-15.0,-1.0406553059470798,-23.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,HEMERA DE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,55000030.2,4.0,1.0,0.00041952189316938953,0.0024009603841536613,49.0,0.0,0.0,0.0,0.0,0.0,0.0,55000030.2,0.041952189316938955,4.0,0.24009603841536614,-49.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,MASTER S.A. CCTVM,47697200.0,5.0,5.0,0.00036381833919209386,0.003001200480192077,50.0,21500000.0,4.0,3.0,0.00018171552290543287,0.0026560424966799467,50.0,26197200.0,0.0182102816286661,1.0,0.034515798351213024,0.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,VERT DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,47500000.0,1.0,1.0,0.00036231416333924125,0.0006002400960384153,51.0,0.0,0.0,0.0,0.0,0.0,0.0,47500000.0,0.03623141633392413,1.0,0.060024009603841535,-51.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,LASTRO RDV DTVM LTDA,46700000.0,7.0,6.0,0.00035621203006194876,0.004201680672268907,52.0,0.0,0.0,0.0,0.0,0.0,0.0,46700000.0,0.035621203006194875,7.0,0.42016806722689076,-52.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,VORTX DISTRIBUIDORA DE TITULOS EVALRESMOBILIARIOSLTDA,40000000.0,1.0,1.0,0.0003051066638646242,0.0006002400960384153,53.0,0.0,0.0,0.0,0.0,0.0,0.0,40000000.0,0.030510666386462423,1.0,0.060024009603841535,-53.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORESMOBILIARIOS LTDA,33750000.0,1.0,1.0,0.0002574337476357767,0.0006002400960384153,54.0,0.0,0.0,0.0,0.0,0.0,0.0,33750000.0,0.02574337476357767,1.0,0.060024009603841535,-54.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,30000000.0,3.0,3.0,0.00022882999789846818,0.001800720288115246,55.0,2500004.0,1.0,1.0,2.112974577328715e-05,0.0006640106241699867,66.0,27499996.0,0.020770025212518105,2.0,0.11367096639452595,11.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TRUSTEE DTVM SA,27700000.0,3.0,2.0,0.00021128636472625227,0.001800720288115246,56.0,0.0,0.0,0.0,0.0,0.0,0.0,27700000.0,0.021128636472625226,3.0,0.18007202881152462,-56.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,OSLO CAPITAL DISTRIBUDORA DE TITULOS E VALORES MOBILIARIOS S.A,25000000.0,1.0,1.0,0.00019069166491539016,0.0006002400960384153,57.0,0.0,0.0,0.0,0.0,0.0,0.0,25000000.0,0.019069166491539016,1.0,0.060024009603841535,-57.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TERRA INVESTIMENTOS DTVM LTDA,25000000.0,2.0,2.0,0.00019069166491539016,0.0012004801920768306,57.0,278500000.0,26.0,16.0,0.0023538499129843278,0.017264276228419653,29.0,-253500000.0,-0.21631582480689374,-24.0,-1.6063796036342823,-28.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,VERT DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA - 48.967.968/0001-18,22500000.0,1.0,1.0,0.00017162249842385112,0.0006002400960384153,59.0,0.0,0.0,0.0,0.0,0.0,0.0,22500000.0,0.01716224984238511,1.0,0.060024009603841535,-59.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS,20000000.0,1.0,1.0,0.0001525533319323121,0.0006002400960384153,60.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.015255333193231212,1.0,0.060024009603841535,-60.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,20000000.0,1.0,1.0,0.0001525533319323121,0.0006002400960384153,60.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.015255333193231212,1.0,0.060024009603841535,-60.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,VORTX DTVM,20000000.0,1.0,1.0,0.0001525533319323121,0.0006002400960384153,60.0,40000000.0,1.0,1.0,0.0003380753914519681,0.0006640106241699867,46.0,-20000000.0,-0.0185522059519656,0.0,-0.006377052813157135,-14.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,BLR TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,18000000.0,1.0,1.0,0.0001372979987390809,0.0006002400960384153,63.0,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0,0.013729799873908089,1.0,0.060024009603841535,-63.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,FINVEST DISTRIBUIDORA DE TITULOS E VALLRES MOBILIARIOS LTDA,15000000.0,2.0,1.0,0.00011441499894923409,0.0012004801920768306,64.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.011441499894923409,2.0,0.12004801920768307,-64.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,LIMINE TRUST DISTRIBUICAO DE TITULOS E VALORES MOBILIARIOS LTDA,15000000.0,1.0,1.0,0.00011441499894923409,0.0006002400960384153,64.0,0.0,0.0,0.0,0.0,0.0,0.0,15000000.0,0.011441499894923409,1.0,0.060024009603841535,-64.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,13500000.0,3.0,3.0,0.00010297349905431067,0.001800720288115246,66.0,0.0,0.0,0.0,0.0,0.0,0.0,13500000.0,0.010297349905431068,3.0,0.18007202881152462,-66.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,EVEREST CAPITAL GESTORA DE RECURSOS LTDA,10000003.1,1.0,1.0,7.62766896119225e-05,0.0006002400960384153,67.0,0.0,0.0,0.0,0.0,0.0,0.0,10000003.1,0.00762766896119225,1.0,0.060024009603841535,-67.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,ID CORRETORA DE TITULOS E VALORES MOBILIARIO S.A,10000000.0,1.0,1.0,7.627666596615605e-05,0.0006002400960384153,68.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.007627666596615606,1.0,0.060024009603841535,-68.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,LIONS TRUST DTVM LTDA,10000000.0,1.0,1.0,7.627666596615605e-05,0.0006002400960384153,68.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.007627666596615606,1.0,0.060024009603841535,-68.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TERRA GESTORA DE RECURSOS LTDA,10000000.0,1.0,1.0,7.627666596615605e-05,0.0006002400960384153,68.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.007627666596615606,1.0,0.060024009603841535,-68.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TERRA INVESTIMENTOS,10000000.0,1.0,1.0,7.627666596615605e-05,0.0006002400960384153,68.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.007627666596615606,1.0,0.060024009603841535,-68.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,24.361.690/0001-72,5000000.0,1.0,1.0,3.813833298307803e-05,0.0006002400960384153,72.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.003813833298307803,1.0,0.060024009603841535,-72.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,ID CORRETORA DE TITULOS E VALORES,5000000.0,1.0,1.0,3.813833298307803e-05,0.0006002400960384153,72.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.003813833298307803,1.0,0.060024009603841535,-72.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,"PLANNER CORRETORA DE VALORES S,A",5000000.0,1.0,1.0,3.813833298307803e-05,0.0006002400960384153,72.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.003813833298307803,1.0,0.060024009603841535,-72.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,VORTX DISTRIBUIDORA DE TITULOS E VALORESMOBILIARIOS LTDA,5000000.0,1.0,1.0,3.813833298307803e-05,0.0006002400960384153,72.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.003813833298307803,1.0,0.060024009603841535,-72.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,ID CORRETORA DE TITULOS E VALORES S.A,4200000.0,1.0,1.0,3.203619970578554e-05,0.0006002400960384153,76.0,130000000.0,4.0,2.0,0.0010987450222188964,0.0026560424966799467,38.0,-125800000.0,-0.10667088225131108,-3.0,-0.20558024006415315,-38.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,62.264.924/0001-52,3005000.0,2.0,1.0,2.2921138122829895e-05,0.0012004801920768306,77.0,0.0,0.0,0.0,0.0,0.0,0.0,3005000.0,0.0022921138122829893,2.0,0.12004801920768307,-77.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,OSLO CAPITAL DTVM S.A,2700000.0,1.0,1.0,2.0594699810862135e-05,0.0006002400960384153,78.0,0.0,0.0,0.0,0.0,0.0,0.0,2700000.0,0.0020594699810862135,1.0,0.060024009603841535,-78.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA,2700000.0,1.0,1.0,2.0594699810862135e-05,0.0006002400960384153,78.0,5000000.0,1.0,1.0,4.225942393149601e-05,0.0006640106241699867,65.0,-2300000.0,-0.0021664724120633873,0.0,-0.006377052813157135,-13.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,ID CORRETORA DE TITULOS E VALORES MOBILARIOS S.A,900000.0,1.0,1.0,6.864899936954045e-06,0.0006002400960384153,80.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,0.0006864899936954045,1.0,0.060024009603841535,-80.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,01.522.368/0001-82,0.0,0.0,0.0,0.0,0.0,0.0,9500000.0,1.0,1.0,8.029290546984243e-05,0.0006640106241699867,61.0,-9500000.0,-0.008029290546984242,-1.0,-0.06640106241699867,61.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,AZUMI DTVM LTDA,0.0,0.0,0.0,0.0,0.0,0.0,62600000.0,3.0,3.0,0.0005290879876223301,0.00199203187250996,43.0,-62600000.0,-0.052908798762233006,-3.0,-0.199203187250996,43.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,BANCO DAYCOVAL,0.0,0.0,0.0,0.0,0.0,0.0,55500000.0,1.0,1.0,0.00046907960563960575,0.0006640106241699867,45.0,-55500000.0,-0.04690796056396058,-1.0,-0.06640106241699867,45.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,BANCO SAFRA S.A - 58.160.789/0001-28,0.0,0.0,0.0,0.0,0.0,0.0,21210070.73,1.0,1.0,0.00017926507411921702,0.0006640106241699867,51.0,-21210070.73,-0.017926507411921703,-1.0,-0.06640106241699867,51.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILI?RIOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,12000000.0,1.0,1.0,0.00010142261743559043,0.0006640106241699867,55.0,-12000000.0,-0.010142261743559042,-1.0,-0.06640106241699867,55.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA. (CNPJ No 02.671.743/0001-19),0.0,0.0,0.0,0.0,0.0,0.0,503494102.4,1.0,1.0,0.004255474144065932,0.0006640106241699867,21.0,-503494102.4,-0.4255474144065932,-1.0,-0.06640106241699867,21.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,BRL TRUST DTVM S.A,0.0,0.0,0.0,0.0,0.0,0.0,315000000.0,1.0,1.0,0.0026623437076842486,0.0006640106241699867,28.0,-315000000.0,-0.2662343707684249,-1.0,-0.06640106241699867,28.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,CARMEL GESTORA DE ATIVOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,1.0,1.0,8.451884786299202e-05,0.0006640106241699867,56.0,-10000000.0,-0.008451884786299203,-1.0,-0.06640106241699867,56.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,CM CAPITAL MARKETS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,718642000.0,2.0,2.0,0.006073879386595631,0.0013280212483399733,17.0,-718642000.0,-0.6073879386595631,-2.0,-0.13280212483399734,17.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,CM CAPITAL MARKETS DTVM,0.0,0.0,0.0,0.0,0.0,0.0,80000000.0,1.0,1.0,0.0006761507829039362,0.0006640106241699867,42.0,-80000000.0,-0.06761507829039362,-1.0,-0.06640106241699867,42.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,FRAM CAPITAL DTVM S.A,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,1.0,1.0,8.451884786299202e-05,0.0006640106241699867,56.0,-10000000.0,-0.008451884786299203,-1.0,-0.06640106241699867,56.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,HEDGE INVESTMENTS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,40000000.0,3.0,1.0,0.0003380753914519681,0.00199203187250996,46.0,-40000000.0,-0.03380753914519681,-3.0,-0.199203187250996,46.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,ID CORRETORA DE TITULOS E VALORES MOBLIARIOS S.A,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,1.0,1.0,5.0711308717795213e-05,0.0006640106241699867,64.0,-6000000.0,-0.005071130871779521,-1.0,-0.06640106241699867,64.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,LASTRO RDV DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,90000000.0,1.0,1.0,0.0007606696307669282,0.0006640106241699867,40.0,-90000000.0,-0.07606696307669282,-1.0,-0.06640106241699867,40.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,MILENIO CAPITAL GESTAO DE RECURSOS DE INVESTIMENTOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,13500000.0,1.0,1.0,0.00011410044461503924,0.0006640106241699867,53.0,-13500000.0,-0.011410044461503923,-1.0,-0.06640106241699867,53.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,OSLO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,0.0,0.0,0.0,0.0,0.0,0.0,24000000.0,1.0,1.0,0.00020284523487118085,0.0006640106241699867,49.0,-24000000.0,-0.020284523487118084,-1.0,-0.06640106241699867,49.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,S3 CACEIS BRASIL DTVM S.A,0.0,0.0,0.0,0.0,0.0,0.0,437500000.0,1.0,1.0,0.003697699594005901,0.0006640106241699867,23.0,-437500000.0,-0.3697699594005901,-1.0,-0.06640106241699867,23.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,SEFER INVESTIMENTO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,56000000.0,2.0,2.0,0.00047330554803275533,0.0013280212483399733,44.0,-56000000.0,-0.04733055480327553,-2.0,-0.13280212483399734,44.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TERRA DTVM,0.0,0.0,0.0,0.0,0.0,0.0,8000000.0,2.0,1.0,6.761507829039363e-05,0.0013280212483399733,63.0,-8000000.0,-0.006761507829039363,-2.0,-0.13280212483399734,63.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TERRA INVESTIMENTO DTVM LTDA,0.0,0.0,0.0,0.0,0.0,0.0,12500000.0,1.0,1.0,0.00010564855982874004,0.0006640106241699867,54.0,-12500000.0,-0.010564855982874004,-1.0,-0.06640106241699867,54.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TESLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,0.0,0.0,0.0,0.0,0.0,0.0,9300000.0,1.0,1.0,7.860252851258258e-05,0.0006640106241699867,62.0,-9300000.0,-0.007860252851258258,-1.0,-0.06640106241699867,62.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TRUSTEE DISTRIBUIDOR DE TITULOS E VALORES MOBILIARIOS,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,1.0,1.0,8.451884786299202e-05,0.0006640106241699867,56.0,-10000000.0,-0.008451884786299203,-1.0,-0.06640106241699867,56.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TRUSTEE DISTRIBUIDORA DE TITULO E VALORES MOBILIARIOS,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,1.0,1.0,2.1129711965748005e-05,0.0006640106241699867,67.0,-2500000.0,-0.0021129711965748007,-1.0,-0.06640106241699867,67.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,TRUSTEE DISTRIUIDORA DE TITULOS E VALORES MOBILIARIOS,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,1.0,1.0,8.451884786299202e-05,0.0006640106241699867,56.0,-10000000.0,-0.008451884786299203,-1.0,-0.06640106241699867,56.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
custodiante,"VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA., CNPJ 22.610.500/0001-88",0.0,0.0,0.0,0.0,0.0,0.0,447060000.0,1.0,1.0,0.0037784996125629217,0.0006640106241699867,22.0,-447060000.0,-0.37784996125629217,-1.0,-0.06640106241699867,22.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
gestor,OLIVEIRA TRUST,9363000000.0,13.0,12.0,0.07141784234411191,0.0078031212484993995,1.0,7811365000.0,14.0,12.0,0.06602075700373007,0.009296148738379814,3.0,1551635000.0,0.5397085340381844,-1.0,-0.1493027489880415,2.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
gestor,GRUPO BRADESCO/BEM,9294017000.0,7.0,5.0,0.07089166301927759,0.004201680672268907,2.0,754000000.0,2.0,2.0,0.006372721128869599,0.0013280212483399733,31.0,8540017000.0,6.451894189040799,5.0,0.2873659423928934,29.0,2024-06-01..2025-05-31,2025-06-01..2026-05-31,CVM registered valid primary public distributions
