cnpj_fundo,denominacao,pl_max,competencia_pl_max,competencias_observadas,anbima_tipo,anbima_foco,is_np
51151251000108,RINDT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,340262021.87,2024-12,"2025-12, 2024-12",Outros,Multicarteira Outros,False
44179672000181,LATACHE CRÉDITO ESTRUTURADO FIDC,336899619.06,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Recuperação,False
53323703000117,REAL MINAS 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,334462880.04,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
54851094000131,VERDE AM IPÊ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,333337046.0,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
08756222000140,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL TRADEMAX RESPONSABILIDADE LIMITADA,332410774.37,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
57832889000190,ALDEBARAN III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,332397292.12,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
50151440000118,LASSIE 2 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,329914593.12,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
52258255000152,BINVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,329825623.67,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
53553002000174,JIVE DISTRESSED & SPECIAL SITS IV (QUALIFICADO) FIDC - RESPONSABILIDADE LIMITADA,328469828.74,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
48969509000173,RIZA MEYENII AGR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,327879774.73,2023-12,2023-12,Outros,N/D,False
26471075000144,JC 4870 V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - FIDC-NP,327668762.61,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,True
48887873000194,DJF IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA,327184751.15,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Recuperação,False
54332890000168,XENON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,325881380.38,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,True
53262924000122,VERZEKERING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,325872273.46,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
21053898000136,ARTESANAL SPECIAL SITS FIDC MULTISETORIAL - RESPONSABILIDADE LIMITADA,325574072.79,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
47085633000103,FUNDO DE CRÉDITO E RECEBÍVEIS - FIDC RESPONSABILIDADE LIMITADA,324600675.47,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
22235997000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO EAN,321691096.14,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
10462494000180,PRINCIPAL CLASSE DE INVESTIMENTO EM DIREITOS CRÉDITÓRIOS RESPONSABILIDADE LIMITADA,321266953.58,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
62303024000177,PRISMA AUTO LOANS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,319461732.47,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
21648446000105,CREDIFIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,317639773.67,2025-12,"2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
33554498000193,LATACHE HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS FIDC NP,317361753.43,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Recuperação,True
46075436000140,CREDIT OPPORTUNITIES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,317251281.91,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
53744997000150,ALGARVE LEGAL CLAIMS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,315797070.51,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
42196119000121,CEDARS CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,315287863.45,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
38455434000159,CAPITÂNIA CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,313872563.9,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
62015452000102,JC CARBON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,313774844.88,2026-06,"2026-06, 2025-12",Outros,Poder Público,False
47846781000101,ZENIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,312158314.32,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
09217017000170,ACCESS 1 FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA,308141579.53,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
55823114000123,MANSELL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,307312481.33,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
52073804000114,IF-AÇOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,306388514.05,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
40771109000147,BTG PACTUAL CRÉDITO AGRÍCOLA FIAGRO - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,304526307.15,2024-12,"2024-12, 2023-12",N/D,N/D,False
45683318000152,JGP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS HIGH YIELD - RESPONSABILIDADE LIMITADA,302507887.54,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
56945961000123,VANTAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,301876295.57,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
61289111000154,ITAÚ POOL FEEDER FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA,301536912.8,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
53720187000164,STEP-UP XXV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,301346658.8,2024-12,"2025-12, 2024-12",Outros,Poder Público,False
62017163000134,ARTESANAL CDI + FIDC III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,300047870.17,2026-06,"2026-06, 2025-12",N/D,N/D,False
12254372000123,GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,299493912.0,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
62107469000181,ARTESANAL CRÉDITO ESTRUTURADO III FIDC DE RESPONSABILIDADE LIMITADA,297828055.26,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
60696539000159,GALAPAGOS SPECIAL OPPORTUNITIES INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,297621578.46,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,False
35157905000154,LUNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,297043133.3,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
55325522000155,POLÍGONO MASTER PRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,294310514.68,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
53961195000100,PSS ESPECTRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,291783478.15,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
49686425000195,URANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,291166384.16,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,True
55582283000119,JIVE DISTRESSED & SPECIAL SITS IV (OFFSHORE) FIDC RESPONSABILIDADE LIMITADA,290956471.33,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
13606266000124,TERRAS RARAS FIDC MULTISETORIAL DE RESPONSABILIDADE ILIMITADA,290399473.36,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
53848060000125,QUORRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,290240490.5,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
27944660000187,FACT LAW FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,289897198.46,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,True
46439664000152,VALORA BWM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,287585517.26,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
45683314000174,JGP SECURITIZAÇÃO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,286886659.07,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
59764569000176,AUGME LVG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,286830649.45,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,False
57437905000140,BERRINI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,286645742.02,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
29720639000123,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS JPM III,284558014.72,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
32388169000157,CANAL 47 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO,284021764.96,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
57183411000187,SPECIALE PLGN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,283938832.57,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
46449843000170,SPS ALGARVE DELTA CRÉDITOS JUDICIAIS FIDC DE RESPONSABILIDADE LIMITADA,282130262.87,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
53147925000126,ROKA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,279951333.07,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
26208281000166,JC CACAU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - FIDC-NP,279833743.71,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,True
37720020000147,FIDC MILAS II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,277060544.91,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
26607511000160,STEP-UP III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,276725094.26,2023-12,"2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
55140787000189,SOLIS RECEBÍVEIS COMERCIAIS II FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,276588100.63,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
50058404000104,OLIVA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,273580069.36,2023-12,2023-12,Outros,N/D,True
41195764000167,PRISMA INFRATELCO VD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,273395041.92,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
51928470000150,CASHME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,273237280.75,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
35277363000153,MGC GLOBAL FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA,272389556.82,2024-12,"2026-06, 2025-12, 2024-12",N/D,N/D,False
61995584000177,CAPITAL SOLUTIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,271976551.22,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
60617666000115,BETEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,271242366.71,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,False
52994887000184,ZIPPI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,271012127.86,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
60327212000100,MTR CRÉDITOS SELECIONADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITA,269572747.06,2026-06,"2026-06, 2025-12",Outros,Poder Público,False
32274571000100,V11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - PRECATÓRIOS,269476971.39,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
61832072000190,FICTOR INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,268438854.24,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,False
57268846000124,FANGIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,268398777.48,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
32388184000103,PSS PRINCIPAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,268058163.31,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
42358012000132,LONDRES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,267899645.68,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
54349373000100,NORFOLK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,266568417.52,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
48969748000123,OKNO 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,265565589.53,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
57438580000110,LF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,265088228.15,2024-12,2024-12,Outros,N/D,False
47425662000177,IOX SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO,263240297.4,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
50995214000113,ORION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONDABILIDADE LIMITADA,262720747.07,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
20826761000104,VÉRTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃOPADRONIZADOS,262469591.78,2023-12,2023-12,Outros,N/D,False
57555376000180,ARTESANAL CDI+ FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS I - RESPONSABILIDADE LIMITADA,261740938.56,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
37013332000110,VERDE AM CE II FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA,261409885.73,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,False
65592704000146,BTG LEGATO II PMFO 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,260663701.53,2026-06,2026-06,N/D,N/D,False
26690689000117,CONTINENTALBANCO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,260434503.27,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
49740972000101,PSS SPECTRUM-A PRINCIPAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,259711925.48,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,False
50452371000182,DEL REY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,258112010.16,2025-12,"2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
37645459000152,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,257406030.04,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
31523738000167,IMPETUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,257301424.5,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
55912292000120,FUNDO DE INVESTIMENTO EM COTAS DE FI EM DIREITOS CREDITORIOS SRM EXODUS - RESPONSABILIDADE LIMITADA,256609629.92,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
63016425000109,ALCÁCER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,256243155.75,2026-06,2026-06,Outros,Multicarteira Outros,False
55507846000104,WESTERN ASSET HIGH GRADE ONE FI EM COTAS DE FI EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,255916020.17,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
29492703000166,FRADINHO N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,255031163.5,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
66358370000103,EUCALIPTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,254302931.07,2026-06,2026-06,Outros,Poder Público,False
58544960000100,FLAGSTAFF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,253773925.87,2026-06,"2026-06, 2025-12, 2024-12",Outros,Poder Público,False
15489383000180,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SAN MARINO,253403696.37,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
64299705000134,ROOT CAPITAL FICUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,253222341.72,2026-06,2026-06,N/D,N/D,False
23956961000170,RIDOLFINVEST 2 FIDC NÃO PADRONIZADOS - RESPONSABILIDADE LIMITADA,252222593.52,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,True
34218953000142,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS TEMPUS II - RESPONSABILIDADE LIMITADA,250990102.55,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
55039863000164,JIVE DISTRESSED & SPECIAL SITS IV (PROFISSIONAL) FIDC - RESPONSABILIDADE LIMITADA,249924469.56,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
51430054000128,BRAVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,248784842.29,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
28796939000123,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ MULTIESTRATÉGIA I DE RESPONSABILIDADE LIMITADA,248517733.6,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
62359143000141,XP VINTAGE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA OUTROS RL,248253877.19,2025-12,"2026-06, 2025-12",N/D,N/D,False
58533905000107,LEGEND I SPECIAL ASSETS LEGAL CLAIMS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,247824466.18,2026-06,"2026-06, 2025-12",Outros,Poder Público,False
54782494000132,HALFDOME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,247452217.13,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
58036896000149,ORIZ JUS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,246524312.1,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
32388176000159,BOMTRATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,246064732.27,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
45207484000182,SALEM IV CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,245784770.73,2024-12,"2024-12, 2023-12",Outros,Multicarteira Outros,False
32302284000167,SOLIS WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMI,245359104.23,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
61996793000135,SG II B FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,244943145.1,2026-06,"2026-06, 2025-12",Outros,Poder Público,False
10756703000106,KOBOLD H FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,244308940.33,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
45854038000160,ORANGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,242220246.82,2023-12,2023-12,Outros,N/D,False
43946448000105,CALÊNDULA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,241140869.7,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
52498585000115,SALENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,241072740.86,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
57182268000109,CONECTEPAG I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,240719392.06,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
50991111000185,ROCKET IV CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,240128819.8,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
40054680000140,JCI I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,239283913.57,2023-12,2023-12,Outros,N/D,False
48279539000158,ALGARVE AMAZÔNIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,238674382.02,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
54335957000118,CREDIT RESTRUCTURING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,238354584.31,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
55020611000193,LCM MOJAVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,235936451.1,2024-12,"2025-12, 2024-12",Outros,Multicarteira Outros,False
57213448000100,MISSÕES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,235139723.23,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
45653388000168,QI CRÉDITO PRIVADO PLUS FI EM COTAS DE FI EM EM DIREITOS CREDITÓRIOS,234824299.02,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
27983569000170,ENERGY 21 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,234779373.95,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
55497707000147,ROOT CAPITAL HIGH YIELD T360 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,234697213.56,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
26648770000139,G5 SPECIAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,234263156.22,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
45523699000102,VIXTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,233574412.44,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
42357737000106,BANGLADESH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADO FIDC NP,233028221.44,2023-12,2023-12,Outros,N/D,True
42747344000109,MICROCRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,232066590.67,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
47425841000104,CVPAR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,232043949.6,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
39380171000129,STARTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,229795917.25,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
40770569000150,ENDLESS SUMMIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,229652471.92,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
26718267000102,MILÊNIO LW 180 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,229078265.66,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
61653345000139,ARTESANAL BB I FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,226837317.43,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
62014262000162,ITAÚ CRÉDITO ESTRUTURADO ALPES III UPFRONT FIDC RESPONSABILIDADE LIMITADA,225442580.95,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
26395682000172,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XPCE IV,224728496.36,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
