cnpj_fundo,denominacao,pl_max,competencia_pl_max,competencias_observadas,anbima_tipo,anbima_foco,is_np
55859549000128,ZETA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,4172307002.74,2025-12,"2025-12, 2024-12",Outros,Multicarteira Outros,False
53323654000112,POSITIVO IV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO INVESTIMENTO NO EXTERIOR RESP LIMITADA,3002443914.92,2023-12,2023-12,N/D,N/D,False
55344996000144,SCARLET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,2718756283.07,2025-12,"2025-12, 2024-12",Outros,Multicarteira Outros,True
23954863000101,JC 4870 IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - FIDC-NP,2421813713.29,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,True
18048642000126,BLC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,2412154585.34,2025-12,"2026-06, 2025-12",Outros,Poder Público,True
22128298000152,VALORA GUARDIAN MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,2370125529.63,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
55720253000121,ITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE ILIMITADA,2302518318.66,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,True
59929098000109,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO XII,2207591119.67,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
40801446000130,EB VESTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2202074010.33,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
61432674000150,MARNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS,2185245638.12,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,False
57719370000109,RSG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2144596528.8,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
42449510000190,MONTENEGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1987886464.27,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,False
26722650000134,VERDECARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1610706096.38,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
29242769000106,COBUCCIO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA,1602492755.73,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
35880835000168,FUNDO DE GESTÃO E RECUPERAÇÃO - FIDC - RESPONSABILIDADE LIMITADA,1596690163.51,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Recuperação,False
13072143000150,VERMILLION FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,1585327676.0,2025-12,2025-12,N/D,N/D,False
46450551000158,D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1584469621.08,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
09115244000194,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRATEX PRECATÓRIO II - RESPONSABILIDADE LIMITADA,1562340205.01,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
58893662000118,JIVE BOSSANOVA90 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1554710409.76,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
42736995000101,ITAÚ DIFERENCIADO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,1534062331.07,2024-12,"2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
39669950000149,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOMACRED BACH - RESPONSABILIDADE LIMITADA,1461275229.61,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
13764696000174,JC 4870 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,1447126452.7,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
48357568000190,CIB-K FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,1430226179.75,2025-12,"2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
47227790000106,SAPPHIRE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,1425902192.06,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
45207707000101,LASSIE EDUCATION CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1380228129.74,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
55595137000128,JIF II CRÉDITOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PRIVADO,1373112328.98,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
28153046000160,BLC II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,1366492116.56,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,True
41240321000140,LAGUZ I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,1363992571.13,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,True
11375619000105,CJP FIDC-NP CRÉDITOS JUDICIAIS E PRECATÓRIOS,1359458719.27,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
62681110000113,ÁSIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1337788554.49,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
43690506000182,JIVE BOSSANOVA MASTER HIGH YIELD - FIDC DE RESPONSABILIDADE ILIMITADA,1318645748.87,2026-06,"2026-06, 2025-12, 2024-12",N/D,N/D,False
46879223000171,GOLDEN BRIDGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS,1306498478.49,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,True
31216543000174,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS XPCE INFRA,1276600448.96,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
11489344000122,RED PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESPONSABILIDADE LIMITADA,1271673604.01,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
63465818000108,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAGOYA - RESPONSABILIDADE LIMITADA,1245855236.41,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
59595605000115,BTG PACTUAL ATLAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1239913416.4,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
47094392000169,LIETO11 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO RESPONSABILIDADE ILIMITADA,1232486800.24,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
55682228000109,SPECIALE FI EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1215486145.64,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
25213355000190,VALORA GUARDIAN ADVISORY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,1206500966.37,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
51679169000150,CREDIT OPS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1177031022.4,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",N/D,N/D,False
14051028000162,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DA INDÚSTRIA EXODUS INSTITUCIONAL - RESPONS. LIMITADA,1168381489.17,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
32774233000138,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRECATÓRIOS BRASIL,1163772257.6,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
57555582000190,ALDEBARAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,1119880802.17,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
60431592000128,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS KINEA CRÉDITO ESTRUTURADO RESPONSABILIDADE LIMITADA,1116265513.27,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
49916151000183,ASA LONGO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVEST EM DIREITOS CREDITÓRIOS RESP. LTDA,1099424222.75,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
12236809000104,PLR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1064742280.9,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
34780492000105,SOLIS CAPITAL ANTARES LIGHT MASTER FUNDO DE INVESTIMENTO EM COTAS DE FI EM DIREITOS CREDITORIOS,1052506551.94,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
54519672000137,POLÍGONO BRAVO CRÉDITO PRIVADO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1025784460.88,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
54029912000115,TABOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,1018280994.09,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,True
66737102000100,PAN CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1016603043.91,2026-06,2026-06,N/D,N/D,False
17024362000115,EXP 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,1001151211.75,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,True
26405874000112,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATACADO RESPONSABILIDADE LIMITADA,994291234.24,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
42827518000143,VERDE AM CRÉDITO ESTRUTURADO FIDC - CIC EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,974582205.1,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
40770670000101,MEZZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,969334455.98,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
36017588000133,JEITTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,946111432.41,2024-12,"2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
24069733000140,MEG - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,933195240.21,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
36672404000179,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITOS NÃO PADRONIZADOS I RESPONSABILIDADE LIMITADA,929600806.57,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
52044598000114,EMPRESAS DE TRANSPORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS.,927447084.08,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
35138028000174,JIF CRÉDITOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉD PRIV DE RESPONSABILIDADE ILIMITADA,918068402.41,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
50327909000127,TAMBASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,907215866.55,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
35754011000141,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PORTO DESAP -RESPONSABILIDADE LIMITADA,896266402.0,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Recuperação,False
51943745000125,V SELECT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,890681446.37,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
26607493000116,STEP-UP VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,885299891.19,2025-12,"2025-12, 2024-12, 2023-12",Outros,Poder Público,False
41196241000135,BRAVE 30 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,877760122.35,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,False
57976916000107,TM II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,876161254.62,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
53293984000102,SERENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,865057055.5,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
53779703000126,XP CREDIT OPPORTUNITIES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,864281715.99,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
42814895000148,ITAÚ CDI MAIS RENDA FIXA CRÉDITO PRIVADO FIF DA CIC RESP LIMITADA,858112394.8,2025-12,2025-12,Outros,Multicarteira Outros,False
37457423000145,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATIVOS JUDICIAIS I RESPONSABILIDADE LIMITADA,857408841.48,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
29043573000184,MALTA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,855320775.99,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
49805246000120,LASSIE 1 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,850538306.24,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
53313856000183,RAIKKONEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,836973500.57,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
43702477000121,PCS II GLOBAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,826467300.23,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
62092802000126,IA II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,813199439.73,2025-12,"2026-06, 2025-12",Outros,Poder Público,False
36246327000195,AMAZONITA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,812210353.46,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
23798073000176,JC PLÁSTICOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS - FIDC - NP,809780208.91,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,True
50314076000160,AZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,802946603.39,2025-12,"2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
29746371000107,STEP-UP X FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,794462988.06,2023-12,"2025-12, 2024-12, 2023-12",Outros,Poder Público,False
40814799000174,BLC III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,793778555.22,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
48997793000191,IA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,781782715.39,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
32321306000136,ARAGUAIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,780376793.13,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
30144066000116,CITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,775276742.84,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
29986319000110,KINEA VÉRTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO RESPONSABILIDADE LIMITADA,771314631.91,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
36771000000132,VCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,771287151.07,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
58528925000190,RR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,769989500.0,2024-12,2024-12,Outros,Multicarteira Outros,True
32113780000172,PASSO FUNDO RS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,765710103.17,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
37021511000108,MASONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,751319616.92,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
54759252000128,ITAÚ PIRINEUS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE INFRA - RESP LIMITADA,747930967.3,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
15675220000192,MP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,744187364.31,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
52069691000183,HERMON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA,741324576.83,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
32156017000129,POLONIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO - FIDC NP,730008465.37,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
28481469000109,MAJORITY - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,724557735.01,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
28079873000150,MULTIPLIKE INVESTIMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILI,717547129.56,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
26841302000186,M8 CREDIT OPPORTUNITIES FUNDO DE INVESTIMENTO EM COTAS DE FI EM DIREITOS CREDITORIOS,717243716.37,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
37022236000139,ESPRESSO CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,709452399.8,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
37120828000193,G5 SPECIAL F FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,706366188.04,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
35880735000131,DJF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,705721917.24,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
09443633000149,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRATEX PRECATÓRIO III - RESPONSABILIDADE LIMITADA,705431552.33,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
27954644000175,QG DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,696365828.99,2023-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
10288773000179,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PEARL - RESPONSABILIDADE LIMITADA,691726820.47,2024-12,"2024-12, 2023-12",Outros,N/D,False
31495065000189,JP MM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS DE RESPONSABILIDADE LIMITADA,689016117.95,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
57535898000110,ARTESANAL CRÉDITO ESTRUTURADO II FIDC DE RESPONSABILIDADE LIMITADA,681351630.98,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
44062564000124,SFT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,677242918.66,2025-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
32302163000115,ALPE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,674233494.55,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
47424724000126,MF GROUP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,673036320.46,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
32528241000102,DANIELE MÚLTIPLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,672100372.1,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
08611414000169,V3 FIDC MULTICARTEIRA - NP,669257687.02,2024-12,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
37037144000122,GALAPAGOS WM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,659339820.04,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
59657690000107,VALORA VANGUARD FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE DIREITOS CREDITÓRIOS,658122501.28,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
15428505000129,JC 4870 II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,648584193.38,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
52653470000158,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ST,645139954.3,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
45938235000167,MAKENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,643719944.74,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
55519337000100,BT VAREJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,643144597.27,2026-06,"2026-06, 2025-12, 2024-12",Outros,Recuperação,False
21838483000178,RIO FORMOSO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL NP,641969978.44,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,True
53864681000100,PCS II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,638743807.64,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
31164462000178,TARANIS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,636635521.16,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Poder Público,False
10292322000105,KONDOR KOBOLD FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESP LIMITADA,632022912.32,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
27227796000176,XP CRÉDITO ESTRUTURADO 360 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,628899053.89,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,False
23729525000168,VALORA GUARDIAN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,628807310.2,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
54372427000140,REDVECO CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,622893057.42,2025-12,"2026-06, 2025-12",Outros,Poder Público,True
10509884000168,SALUS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL LP,620015331.67,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
10434089000158,BMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA,618767917.99,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
54373367000180,REVEE CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,618624302.71,2025-12,"2026-06, 2025-12",Outros,Multicarteira Outros,True
52258677000128,ITAÚ PIRINEUS FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS DE INFRAESTRUTURA - RESP LIMITADA,613928390.52,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
11701985000107,VALORA GUARDIAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,612224400.33,2026-06,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
28903657000188,KP CP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,609229136.39,2026-06,"2026-06, 2025-12",Outros,Multicarteira Outros,False
32400342000195,KYKLOS N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,608534520.92,2026-06,"2026-06, 2025-12, 2024-12, 2023-12",Outros,Multicarteira Outros,False
34096104000163,ART SPECIALE FI EM COTAS DE FUNDOS DE INVEST EM DIREITOS CREDITÓRIOS RESPONSABLIDADE LIMITADA,607719027.54,2024-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
55521594000178,BTG EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,606868728.74,2025-12,"2026-06, 2025-12, 2024-12",Outros,Multicarteira Outros,False
