nome,cnpj_prestador,pl,n_veiculos,n_fundos,share_pl,papel,fonte
SAMESIDE CONSULTORIA E GESTÃO LTDA.,28501790000108,960708741.59,1,1,0.0010023908083400302,gestor,cadastro_registro_fundo
BRZ INVESTIMENTOS LTDA,02888152000106,953829196.6999999,8,8,0.0009952127820925688,gestor,cadastro_registro_fundo
SOMMA MULTI-FAMILY OFFICE S.A.,29247309000162,927596262.61,4,4,0.0009678416852457911,gestor,cadastro_registro_fundo
TERA INVESTIMENTOS LTDA.,30782926000147,910011446.0699999,9,9,0.0009494939199939949,gestor,cadastro_registro_fundo
RCB PORTFÓLIOS LTDA.,23782291000112,855908191.85,4,4,0.0008930432993390237,gestor,cadastro_registro_fundo
EVEREST CAPITAL GESTORA DE RECURSOS LTDA.,37464061000110,835340672.9300001,9,9,0.0008715834218306267,gestor,cadastro_registro_fundo
MULTINVEST CAPITAL ADMINISTRADORA DE RECURSOS LTDA,12564465000154,825125478.54,10,10,0.0008609250229646021,gestor,cadastro_registro_fundo
SEVEN POUNDS ASSET MANAGEMENT LTDA.,39433649000131,815497297.88,2,2,0.0008508791064689864,gestor,cadastro_registro_fundo
INTER ASSET GESTÃO DE RECURSOS LTDA.,05585083000141,813707307.62,2,2,0.0008490114542805899,gestor,cadastro_registro_fundo
REDITUS INVESTIMENTOS LTDA,08964545000120,802825634.81,1,1,0.0008376576606364776,gestor,cadastro_registro_fundo
NETZ ASSET GESTÃO DE RECURSOS LTDA,48638617000163,799399528.05,15,15,0.0008340829061079285,gestor,cadastro_registro_fundo
GLOBAL GESTÃO E INVESTIMENTOS LTDA,16925467000182,786924287.71,16,16,0.0008210664051568156,gestor,cadastro_registro_fundo
RENTA GESTAO DE RECURSOS LTDA,02604993000136,761425235.27,8,8,0.0007944610307277936,gestor,cadastro_registro_fundo
VILA RICA CAPITAL GESTORA DE RECURSOS LTDA,14751574000106,760893168.02,3,3,0.0007939058787886782,gestor,cadastro_registro_fundo
EXT CAPITAL LTDA.,48089509000189,755975295.38,9,9,0.0007887746354497614,gestor,cadastro_registro_fundo
RB ASSET MANAGEMENT LTDA,07981934000109,741921689.8199999,2,2,0.0007741112890810527,gestor,cadastro_registro_fundo
CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,42040639000140,736026260.65,2,2,0.0007679600761739575,gestor,cadastro_registro_fundo
IRON CAPITAL GESTÃO DE RECURSOS LTDA.,19807499000171,727816439.04,11,11,0.0007593940567721194,gestor,cadastro_registro_fundo
REAL INVESTOR ASSET MANAGEMENT LTDA,11570951000112,724701825.2,4,4,0.0007561443098409345,gestor,cadastro_registro_fundo
MERCURY GESTÃO DE RECURSOS LTDA.,39938506000181,721867729.0799999,4,4,0.00075318725139267,gestor,cadastro_registro_fundo
NUMBER ASSET BRASIL LTDA.,54112373000183,721761696.38,11,11,0.0007530766182743667,gestor,cadastro_registro_fundo
UTILITY GESTORA DE RECURSOS LTDA.,41727578000121,721052220.33,13,13,0.0007523363603372105,gestor,cadastro_registro_fundo
IGUANA INVESTIMENTOS LTDA.,10924308000187,704639817.18,26,26,0.0007352118757269183,gestor,cadastro_registro_fundo
MAKENA GESTORA DE RECURSOS LTDA.,44259453000102,701255879.4300001,2,2,0.0007316811197862772,gestor,cadastro_registro_fundo
VIA INVEST GESTÃO DE RECURSOS LTDA.,44141694000152,683051028.14,6,6,0.0007126864184680696,gestor,cadastro_registro_fundo
EXES GESTORA DE RECURSOS LTDA.,31960567000133,676674524.71,7,7,0.0007060332590339188,gestor,cadastro_registro_fundo
ANTHARUS GESTORA DE RECURSOS LTDA.,55080408000102,674354168.17,7,7,0.0007036122296760322,gestor,cadastro_registro_fundo
HYPERION ASSET MANAGEMENT LTDA.,46208664000141,657073674.07,8,8,0.000685581990437503,gestor,cadastro_registro_fundo
JUGIS CAPITAL GESTÃO DE RECURSOS LTDA.,46350241000161,653986587.91,6,6,0.0006823609655239413,gestor,cadastro_registro_fundo
BDR INVESTIMENTOS LTDA.,35132740000166,647106025.72,7,7,0.0006751818778391003,gestor,cadastro_registro_fundo
BR-CAPITAL DTVM S.A.,44077014000189,640384800.38,1,1,0.000668169040118432,gestor,cadastro_registro_fundo
PRISMA PRIVATE CREDIT LTDA.,36358004000193,632995138.93,6,6,0.0006604587649917944,gestor,cadastro_registro_fundo
TRACK CAPITAL GESTÃO DE RECURSOS LTDA,26093429000164,631428890.24,3,3,0.0006588245618015204,gestor,cadastro_registro_fundo
ARM CAPITAL LTDA.,50982746000116,628542104.2099999,2,2,0.0006558125273972873,gestor,cadastro_registro_fundo
FRAM CAPITAL GESTÃO DE ATIVOS LTDA.,08157028000149,613975856.57,9,9,0.0006406142970552011,gestor,cadastro_registro_fundo
BMA CAPITAL GESTAO DE RECURSOS LTDA.,45356564000108,606376155.84,1,1,0.0006326848697187961,gestor,cadastro_registro_fundo
SVN GESTORA DE RECURSOS LTDA,44476932000180,605822421.83,4,4,0.0006321071109685524,gestor,cadastro_registro_fundo
SINAI ASSET BRASIL LTDA.,58251046000163,601942087.03,12,12,0.0006280584209042103,gestor,cadastro_registro_fundo
LUME INVESTIMENTOS LTDA.,31158029000120,600045933.41,1,1,0.0006260799992685927,gestor,cadastro_registro_fundo
SCORE CAPITAL GESTÃO DE RECURSOS LTDA,49182781000171,584260288.88,5,5,0.0006096094663218362,gestor,cadastro_registro_fundo
SOMA ASSET GESTÃO DE INVESTIMENTOS LTDA,26760824000153,584193050.9,9,9,0.0006095393111018349,gestor,cadastro_registro_fundo
LIFT CAPITAL GESTORA DE RECURSOS S.A.,45129348000111,572981977.25,8,8,0.0005978418249732253,gestor,cadastro_registro_fundo
F3 ROCK GESTÃO DE RECURSOS LTDA,26602733000190,571118161.39,8,8,0.0005958971441291535,gestor,cadastro_registro_fundo
VISION BRAZIL GESTÃO DE INVESTIMENTOS E PARTICIPAÇÕES LTDA,07793323000129,558821416.38,6,6,0.0005830668828471284,gestor,cadastro_registro_fundo
FIDD ADMINISTRAÇÃO DE RECURSOS LTDA,32582247000150,538181710.6899999,13,13,0.0005615316866166263,gestor,cadastro_registro_fundo
BOCAINA CAPITAL GESTORA DE RECURSOS LTDA.,38347420000111,534127907.72,6,6,0.0005573020021555229,gestor,cadastro_registro_fundo
PARAGUAÇU INVESTIMENTOS LTDA,21551986000168,532427793.84,14,14,0.0005555281257945949,gestor,cadastro_registro_fundo
CAPITANIA CAPITAL S.A.,41793345000127,526888718.28,3,3,0.000549748727536122,gestor,cadastro_registro_fundo
CRD CAPITAL ADMINISTRAÇÃO DE RECURSOS LTDA,27899730000122,524156044.40000004,4,4,0.0005468974917131094,gestor,cadastro_registro_fundo
LESTE FINANCIAL SERVICES GESTÃO DE RECURSOS LTDA.,17036001000199,518915839.89,9,9,0.0005414299315595996,gestor,cadastro_registro_fundo
WIT GESTÃO DE RECURSOS LTDA.,28093642000100,518154809.19,11,11,0.0005406358821817601,gestor,cadastro_registro_fundo
MÖBIUS CAPITAL GESTÃO DE RECURSOS LTDA.,39422314000118,514420668.05,8,8,0.0005367397286507893,gestor,cadastro_registro_fundo
BANCO SANTANDER (BRASIL) S.A.,90400888000142,507114261.73,1,1,0.0005291163208268485,gestor,cadastro_registro_fundo
WISE ASSET MANAGEMENT LTDA,10442603000105,499089763.65,3,3,0.0005207436655477659,gestor,cadastro_registro_fundo
AURUM GESTÃO DE PATRIMÔNIO LTDA.,33534220000154,484726303.52,1,1,0.0005057570210144376,gestor,cadastro_registro_fundo
PRINZ GESTORA DE RECURSOS LTDA.,40701503000109,481490149.99,1,1,0.0005023804611764577,gestor,cadastro_registro_fundo
GHIA GESTÃO DE RECURSOS LTDA.,35070686000171,464291673.31,7,7,0.0004844357978303634,gestor,cadastro_registro_fundo
C20 QUADRANTE INVESTIMENTOS LTDA.,04521606000123,458601892.84000003,8,8,0.0004784991560598708,gestor,cadastro_registro_fundo
ID EXCLUSIVO GESTORA DE RECURSOS LTDA.,53301076000113,449412717.34000003,3,3,0.00046891129174817664,gestor,cadastro_registro_fundo
HOPE ASSET GESTAO DE RECURSOS LTDA,43173313000154,439412172.75,4,4,0.0004584768556475746,gestor,cadastro_registro_fundo
SIGULER GUFF GESTORA DE INVESTIMENTOS (ASSET MANAGEMENT) BRASIL LTDA,13772037000180,438087547.96,6,6,0.0004570947596422881,gestor,cadastro_registro_fundo
VINLAND CAPITAL MANAGEMENT CRÉDITO PRIVADO GESTORA DE RECURSOS LTDA.,31846872000107,436296725.34000003,3,3,0.0004552262389804646,gestor,cadastro_registro_fundo
KÖLI CAPITAL GESTORA DE RECURSOS S.A.,26198955000199,430455608.77,8,8,0.00044913169512264523,gestor,cadastro_registro_fundo
ICON CAPITAL LTDA.,53956035000165,420326703.03000003,8,8,0.00043856332869400755,gestor,cadastro_registro_fundo
SARFATY ASSET GESTÃO DE RECURSOS LTDA.,47813099000104,419371544.04999995,3,3,0.0004375667284335884,gestor,cadastro_registro_fundo
AZ QUEST MZK INVESTIMENTOS MACRO E CRÉDITO LTDA.,21676427000184,414453455.81,2,2,0.00043243526014048,gestor,cadastro_registro_fundo
AZUMI ASSET MANAGEMENT LTDA.,54782532000157,413700524.74,12,12,0.00043164966180957225,gestor,cadastro_registro_fundo
JOURNEY CAPITAL ADMINISTRACAO DE RECURSOS LTDA,20316689000175,408143640.79,4,4,0.00042585168251225324,gestor,cadastro_registro_fundo
BPS CAPITAL GESTORA DE RECURSOS LTDA.,35255886000107,402948619.41,1,1,0.0004204312658396377,gestor,cadastro_registro_fundo
VÊNETO GESTÃO DE RECURSOS LTDA,25248367000150,398952961.09,1,1,0.0004162622487381521,gestor,cadastro_registro_fundo
ALARIS GESTÃO DE RECURSOS LTDA.,16707841000173,388902818.51,24,24,0.0004057760627500599,gestor,cadastro_registro_fundo
RIO BRAVO INVESTIMENTOS LTDA,03864607000108,382578409.14,2,2,0.0003991772575698599,gestor,cadastro_registro_fundo
ALBION CAPITAL LTDA,13056344000164,371386583.28999996,2,2,0.0003874998543414732,gestor,cadastro_registro_fundo
ANGÁ INVESTIMENTOS LTDA,35950923000199,366920479.05999994,2,2,0.0003828399801929031,gestor,cadastro_registro_fundo
PORTO SEGURO INVESTIMENTOS LTDA,16492391000149,365449474.96,2,2,0.00038130515394948816,gestor,cadastro_registro_fundo
SZ CAPITAL LTDA.,63178448000110,358592384.09,7,7,0.00037415055592983804,gestor,cadastro_registro_fundo
SH ASSET CAPITAL GESTÃO DE RECURSOS LTDA,37123902000125,346732788.92,4,4,0.0003617764110153587,gestor,cadastro_registro_fundo
CARPA GESTORA DE RECURSOS LTDA.,22792979000110,346612801.77,3,3,0.0003616512180082878,gestor,cadastro_registro_fundo
OPTIMUM CAPITAL GESTORA DE RECURSOS LTDA.,29588549000120,340928244.48999995,2,2,0.0003557200260452337,gestor,cadastro_registro_fundo
AVENTIS GESTÃO DE RECURSOS LTDA.,27913835000199,332192940.09,10,10,0.00034660572484285213,gestor,cadastro_registro_fundo
CAPRI INVESTIMENTOS LTDA.,29580517000189,331251339.64,1,1,0.00034562327137350335,gestor,cadastro_registro_fundo
INTRA BLACK INVESTIMENTOS GESTÃO DE RECURSOS LTDA,35541359000150,322832899.09,19,19,0.00033683958172588867,gestor,cadastro_registro_fundo
FAR FATOR ADMINISTRAÇÃO DE RECURSOS LTDA,01861016000151,322005744.98,4,4,0.0003359765400556605,gestor,cadastro_registro_fundo
BANUX INVESTIMENTOS LTDA.,48880654000183,320167593.73,12,12,0.00033405863732658856,gestor,cadastro_registro_fundo
UJAY CAPITAL INVESTIMENTOS LTDA,11959069000163,308217573.93,7,7,0.0003215901445478339,gestor,cadastro_registro_fundo
SOD CAPITAL LTDA.,42379993000102,307479668.17,1,1,0.00032082022342686965,gestor,cadastro_registro_fundo
CONCRETA GESTORA DE RECURSOS LTDA.,48957769000129,304829758.54,8,8,0.00031805534272884707,gestor,cadastro_registro_fundo
FIELD GESTORA DE RECURSOS LTDA.,54179624000147,302311079.61,3,3,0.00031542738640941853,gestor,cadastro_registro_fundo
IF ASSET GESTÃO DE RECURSOS LTDA.,10840069000187,301815713.02,1,1,0.0003149105274540675,gestor,cadastro_registro_fundo
SIMPLIX ASSET MANAGEMENT LTDA.,56703050000190,288960862.87,3,3,0.000301497946642507,gestor,cadastro_registro_fundo
FIGTREE CAPITAL ADMINISTRAÇÃO DE RECURSOS LTDA.,47326127000169,287449526.71,8,8,0.0002999210384605448,gestor,cadastro_registro_fundo
SOMMA INVESTIMENTOS S.A.,05563299000106,283010623.08,8,8,0.0002952895450586474,gestor,cadastro_registro_fundo
BLP CAPITAL GESTORA DE RECURSOS LTDA.,09360012000100,270804934.3,7,7,0.00028255429064399316,gestor,cadastro_registro_fundo
MAKALU GESTORA DE RECURSOS LTDA.,37336862000108,267596356.26000002,4,4,0.00027920650270795886,gestor,cadastro_registro_fundo
LEGEND LEGAL ASSETS GESTÃO DE RECURSOS LTDA.,47098283000110,262832329.29,2,2,0.00027423577990855083,gestor,cadastro_registro_fundo
LESTE CREDIT GESTAO DE RECURSOS LTDA,21008985000171,262568934.78,8,8,0.0002739609575567169,gestor,cadastro_registro_fundo
EST GESTÃO DE PATRIMÔNIO LTDA.,08968113000197,261420487.41,1,1,0.00027276268274384796,gestor,cadastro_registro_fundo
LEEN CAPITAL LTDA.,42096993000197,259444245.48999998,3,3,0.00027070069803411615,gestor,cadastro_registro_fundo
FACT INVESTMENTS GESTAO DE RECURSOS LTDA,17480662000109,257662456.91,1,1,0.0002688416033702732,gestor,cadastro_registro_fundo
B.SIDE WEALTH MANAGEMENT CONSULTORIA E GESTÃO DE RECURSOS LTDA,15555601000138,256604398.75,5,5,0.0002677376394649195,gestor,cadastro_registro_fundo
FRANKLIN TEMPLETON BRASIL LTDA.,07437241000141,252685940.24,1,1,0.00026364917162524404,gestor,cadastro_registro_fundo
PATAGÔNIA CAPITAL GESTORA DE RECURSOS LTDA.,39526263000174,252345670.55,12,12,0.00026329413872625305,gestor,cadastro_registro_fundo
FICTOR ASSET LTDA.,35713661000149,239730033.49,5,5,0.0002501311496923772,gestor,cadastro_registro_fundo
ALTINVEST GESTÃO E ADMINISTRAÇÃO DE RECURSOS DE TERCEIROS LTDA.,47982937000173,236073142.25,2,2,0.00024631559768646075,gestor,cadastro_registro_fundo
SIGA GESTORA DE RECURSOS LTDA.,24613511000147,234913909.7,2,2,0.0002451060697592708,gestor,cadastro_registro_fundo
EAGLE CAPITAL GESTÃO DE INVESTIMENTOS LTDA,04876927000140,234372786.69,3,3,0.00024454146915981384,gestor,cadastro_registro_fundo
SPECIAL SITUATIONS NEO GESTAO DE RECURSOS LTDA,58012088000141,233066001.3,10,10,0.00024317798654879786,gestor,cadastro_registro_fundo
NEXA FINANCE LTDA.,54048859000108,226401961.61,4,4,0.0002362248155798176,gestor,cadastro_registro_fundo
VESTRA GESTORA DE RECURSOS LTDA,51303875000101,226236717.44,4,4,0.00023605240199600272,gestor,cadastro_registro_fundo
CERES ASSET GESTAO DE INVESTIMENTOS LTDA,40962925000138,221864614.74,6,6,0.00023149060780191082,gestor,cadastro_registro_fundo
POLO CAPITAL GESTÃO DE RECURSOS LTDA,05451668000179,220049382.88,6,6,0.0002295966188615598,gestor,cadastro_registro_fundo
MONT CAPITAL GESTÃO E ADMINISTRAÇÃO DE RECURSOS S.A.,22598618000138,216436944.53,4,4,0.0002258274484137693,gestor,cadastro_registro_fundo
ZERO CINCO UM CAPITAL GESTÃO DE RECURSOS LTDA,30193705000133,214190995.25,2,2,0.00022348405460791729,gestor,cadastro_registro_fundo
GLOBAL ASSET GESTORA DE RECURSOS LTDA,09031993000133,210239460.59,1,1,0.00021936107555032538,gestor,cadastro_registro_fundo
TERRA GESTORA DE RECURSOS LTDA.,42274737000142,207522095.82,6,6,0.00021652581305042664,gestor,cadastro_registro_fundo
VÓRTX CAPITAL GESTÃO DE RECURSOS LTDA,09645906000138,205508571.91,3,3,0.00021442492880488885,gestor,cadastro_registro_fundo
VINCI MAV GESTORA DE RECURSOS LTDA.,43705850000106,199408976.09,2,2,0.00020806069111258042,gestor,cadastro_registro_fundo
GFS ATIVOS FINANCEIROS E INVESTIMENTOS LTDA.,23447556000126,197508880.32,8,8,0.00020607815628973541,gestor,cadastro_registro_fundo
EXA CAPITAL ASSET LTDA.,52213100000108,194220954.11,3,3,0.00020264757752145064,gestor,cadastro_registro_fundo
OCTANTE GESTÃO DE RECURSOS LTDA,10334074000118,190812265.67999998,3,3,0.00019909099704829694,gestor,cadastro_registro_fundo
FIBRA ADMINISTRADORA DE CARTEIRA DE VALORES MOBILIÁRIOS LTDA,18005720000105,188505504.52,1,1,0.00019668415293028376,gestor,cadastro_registro_fundo
URCA GESTÃO DE RECURSOS LTDA.,31818879000107,187873498.31,2,2,0.00019602472600067203,gestor,cadastro_registro_fundo
D3F CAPITAL GESTORA DE RECURSOS LTDA,52573216000140,184195287.35999998,3,3,0.00019218692929101207,gestor,cadastro_registro_fundo
ITAIMSA GESTÃO DE INVESTIMENTOS LTDA.,52031145000153,183452613.69,11,11,0.0001914120333957462,gestor,cadastro_registro_fundo
UNAVANTI INVESTIMENTOS LTDA.,58899508000153,182736595.75,1,1,0.0001906649497369937,gestor,cadastro_registro_fundo
STRATEGI CAPITAL GESTÃO DE RECURSOS LTDA.,37307440000104,182036404.75,4,4,0.00018993437969833576,gestor,cadastro_registro_fundo
RIO DAS PEDRAS ADMINISTRAÇÃO E PARTICIPAÇÕES LTDA,09311153000124,177175851.75,3,3,0.00018486294291450266,gestor,cadastro_registro_fundo
DIRETA CAPITAL LTDA,12586135000160,177157179.64999998,2,2,0.00018484346069205356,gestor,cadastro_registro_fundo
VGR - VERONA GESTORA DE RECURSOS LTDA,13692473000149,175742796.73,5,5,0.00018336771223978625,gestor,cadastro_registro_fundo
BOCOM BBM CCVM S.A.,15213150000150,169112782.47,1,1,0.00017645004295493286,gestor,cadastro_registro_fundo
MEL GESTORA DE RECURSOS LTDA.,31938859000170,161827873.73,1,1,0.0001688490654219436,gestor,cadastro_registro_fundo
HCAM LTDA.,54177006000168,157176479.3,3,3,0.00016399586192669967,gestor,cadastro_registro_fundo
XP ALLOCATION ASSET MANAGEMENT LTDA.,37918829000188,155991373.51,1,1,0.0001627593382027243,gestor,cadastro_registro_fundo
AZ QUEST INFRA LTDA.,50544038000101,155906021.3,1,1,0.0001626702828344616,gestor,cadastro_registro_fundo
BENAVENT ASSET LTDA,55243889000120,154417173.0,5,5,0.00016111683818851956,gestor,cadastro_registro_fundo
REACH CAPITAL INVESTIMENTOS S.A,28928618000135,153670166.85,1,1,0.00016033742184086127,gestor,cadastro_registro_fundo
CUPERTINO CAPITAL GESTÃO DE RECURSOS LTDA,55465051000180,153495058.16,4,4,0.0001601547157472059,gestor,cadastro_registro_fundo
LAPLACE INVESTIMENTOS E GESTAO DE RECURSOS LTDA,11401701000159,152722041.04,3,3,0.00015934815989709979,gestor,cadastro_registro_fundo
GRÃO GESTÃO DE RECURSOS LTDA.,43739164000148,150384405.51,1,1,0.00015690910186933274,gestor,cadastro_registro_fundo
ELLO GESTORA DE RECURSOS LTDA,41992770000145,149921880.93,3,3,0.00015642650983331566,gestor,cadastro_registro_fundo
LEXIS CAPITAL GESTÃO DE RECURSOS LTDA.,51919518000164,147235588.51,2,2,0.0001536236678128871,gestor,cadastro_registro_fundo
BLUEWAVE ASSET LTDA,13703306000156,145975850.75,9,9,0.000152309274077432,gestor,cadastro_registro_fundo
MAZA INVESTIMENTOS E CORRETORA DE SEGUROS LTDA.,19061243000168,145376385.19,2,2,0.00015168379963211164,gestor,cadastro_registro_fundo
MAUÁ CAPITAL INVESTIMENTOS ALTERNATIVOS LTDA,09561568000156,142561555.46,1,1,0.00014874684348063072,gestor,cadastro_registro_fundo
PLANNER CORRETORA DE VALORES S.A.,00806535000154,140627122.05,2,2,0.00014672848121786975,gestor,cadastro_registro_fundo
STRIVO GESTORA DE RECURSOS LTDA,38411697000166,137185579.82,4,4,0.00014313762152385197,gestor,cadastro_registro_fundo
BERTHA CAPITAL GESTORA DE RECURSOS S.A.,39976272000167,134271217.95,5,5,0.00014009681485248788,gestor,cadastro_registro_fundo
BW GESTÃO DE INVESTIMENTOS LTDA.,03214650000128,133561119.55,1,1,0.00013935590756356396,gestor,cadastro_registro_fundo
BRM CARBYNE GESTÃO DE RECURSOS LTDA.,38318963000100,131826281.46,1,1,0.00013754580042068932,gestor,cadastro_registro_fundo
MONTE BRAVO GESTÃO PATRIMONIAL LTDA.,49857981000187,130598812.67,1,1,0.00013626507570220294,gestor,cadastro_registro_fundo
REAL CAPITAL PARTNERS LTDA,12046915000117,129480135.94,2,2,0.00013509786318178805,gestor,cadastro_registro_fundo
ARANDU LEGAL CLAIMS GESTÃO DE ATIVOS LTDA,41019477000104,127990721.64,6,6,0.00013354382797892389,gestor,cadastro_registro_fundo
EVEREST CAPITAL OFFICE LTDA.,35692834000190,124037746.42999999,4,4,0.00012941934587049414,gestor,cadastro_registro_fundo
RIZA AGRONEGÓCIO GESTORA DE RECURSOS LTDA.,12209584000199,119012373.82,1,1,0.000124175938483141,gestor,cadastro_registro_fundo
SWM GESTAO DE RECURSOS LTDA.,34867534000131,119005511.75,1,1,0.0001241687786899629,gestor,cadastro_registro_fundo
INDIE CAPITAL INVESTIMENTOS LTDA.,14359791000155,117547776.36999999,2,2,0.000122647796853693,gestor,cadastro_registro_fundo
CAPITÂNIA ALTERNATIVES S/A,41475648000100,116495463.78999999,2,2,0.00012154982781060218,gestor,cadastro_registro_fundo
HSI GESTORA DE ATIVOS FINANCEIROS LTDA.,42238039000191,115974957.46,1,1,0.00012100673838267495,gestor,cadastro_registro_fundo
GRIF CAPITAL GESTORA DE RECURSOS LTDA.,39314405000130,114832627.46,2,2,0.00011981484635284294,gestor,cadastro_registro_fundo
ITAÚNA CAPITAL LTDA.,51381462000137,111921863.03,4,4,0.00011677779320284642,gestor,cadastro_registro_fundo
GCB CAPITAL GESTÃO DE RECURSOS DE VALORES MOBILIÁRIOS LTDA.,39720860000135,111694977.92,2,2,0.0001165410642766197,gestor,cadastro_registro_fundo
AVVERO ASSET GESTAO DE RECURSOS LTDA,44391239000105,111125436.47999999,3,3,0.00011594681226275763,gestor,cadastro_registro_fundo
4I CAPITAL LTDA,11402234000181,108692234.82000001,2,2,0.00011340804179754354,gestor,cadastro_registro_fundo
KUARÁ CAPITAL GESTORA DE RECURSOS LTDA.,41179663000100,107811838.99,5,5,0.00011248944842008313,gestor,cadastro_registro_fundo
VINCI CG GESTORA DE RECURSOS LTDA,31982447000137,106987897.62,1,1,0.00011162975888032503,gestor,cadastro_registro_fundo
MAINU INVESTIMENTOS LTDA.,57314596000111,105818464.96000001,2,2,0.00011040958829312234,gestor,cadastro_registro_fundo
POLO CAPITAL INTERNACIONAL GESTÃO DE RECURSOS LTDA,08990773000174,103145568.61999999,2,2,0.00010762072356558023,gestor,cadastro_registro_fundo
MRB CAPITAL GESTORA DE RECURSOS LTDA.,29263481000100,101329095.86,2,2,0.00010572543988656369,gestor,cadastro_registro_fundo
APEX ASSET MANAGEMENT LTDA,05230601000104,99735337.92999999,3,3,0.00010406253391871852,gestor,cadastro_registro_fundo
ATIVA ASSET LTDA,45437983000166,98331024.33999999,4,4,0.00010259729167233981,gestor,cadastro_registro_fundo
BRASFOR CAPITAL GESTÃO DE RECURSOS LTDA.,58431687000108,98324725.69,1,1,0.00010259071974414595,gestor,cadastro_registro_fundo
BRAX INVESTIMENTOS LTDA,12216351000113,98245710.22999999,2,2,0.00010250827605711373,gestor,cadastro_registro_fundo
CPV CAPITAL GESTÃO DE RECURSOS LTDA.,46974410000134,97904939.77000001,3,3,0.00010215272066132077,gestor,cadastro_registro_fundo
PORTO SEGURO GESTORA DE RECURSOS LTDA.,51017957000181,97463720.39,2,2,0.0001016923581895049,gestor,cadastro_registro_fundo
LAKEWOOD GESTÃO DE RECURSOS LTDA.,22134302000195,95142495.54,1,1,9.92704228484362e-05,gestor,cadastro_registro_fundo
AROEIRA ASSET GESTÃO DE RECURSOS LTDA,52365272000199,94492740.73,1,1,9.859247726407439e-05,gestor,cadastro_registro_fundo
MONETIZA INVESTIMENTOS LTDA.,06238550000120,91732700.25,4,4,9.571268749218209e-05,gestor,cadastro_registro_fundo
VINCI CAPITAL GESTORA DE RECURSOS LTDA.,11079478000175,88945866.97,1,1,9.280494246674931e-05,gestor,cadastro_registro_fundo
CHESS CAPITAL LTDA.,27684833000175,88301273.54,1,1,9.213238219808871e-05,gestor,cadastro_registro_fundo
HCS GROUP S.A.,58674469000196,86485721.42999999,2,2,9.023805911311876e-05,gestor,cadastro_registro_fundo
SOMACRED ASSET LTDA.,33342059000117,85560666.69,3,3,8.927286921898632e-05,gestor,cadastro_registro_fundo
CITRINO GESTÃO DE RECURSOS LTDA,18994332000102,85172361.57,2,2,8.886771678696495e-05,gestor,cadastro_registro_fundo
HINOV CAPITAL GESTÃO DE RECURSOS LTDA.,55610401000155,85115564.14,4,4,8.880845509889589e-05,gestor,cadastro_registro_fundo
MOSAICO GESTORA DE RECURSOS LTDA.,52508052000177,82003562.39,7,7,8.556143358790668e-05,gestor,cadastro_registro_fundo
BRAINVEST ASSESSORIA FINANCEIRA E GESTÃO DE RECURSOS LTDA,08800008000144,80088861.72,2,2,8.356366020535784e-05,gestor,cadastro_registro_fundo
ALAMEDA CAPITAL GESTORA DE INVESTIMENTOS LTDA.,43675872000162,79282673.65,4,4,8.272249422426775e-05,gestor,cadastro_registro_fundo
EMPIRICUS ASSET MANAGEMENT LTDA.,06195084000142,78820739.73,1,1,8.224051847509101e-05,gestor,cadastro_registro_fundo
MEZZUS CAPITAL LTDA.,54037005000118,77882390.71,1,1,8.126145750484712e-05,gestor,cadastro_registro_fundo
CAPITÂNIA INVEST S/A,04274010000176,76304762.42,2,2,7.961538099027735e-05,gestor,cadastro_registro_fundo
EVOLVE CAPITAL GESTÃO DE RECURSOS LTDA.,26636915000181,76144373.1,1,1,7.944803289281148e-05,gestor,cadastro_registro_fundo
HUMU ASSET GESTORA DE RECURSOS LTDA,41132644000110,75086074.45,4,4,7.834381806336904e-05,gestor,cadastro_registro_fundo
NAVORA - GESTÃO DE RECURSOS S.A.,60579514000175,72907655.67,2,2,7.607088468902154e-05,gestor,cadastro_registro_fundo
POSITIVA INVESTIMENTOS LTDA,33202473000120,72744112.69,5,5,7.590024610437702e-05,gestor,cadastro_registro_fundo
ALB ASSET LTDA.,59684998000133,72143240.99,1,1,7.527330451115823e-05,gestor,cadastro_registro_fundo
VEGA ASSET MANAGEMENT LTDA.,53827260000100,71174153.27,1,1,7.42621711874461e-05,gestor,cadastro_registro_fundo
STONEX INVESTIMENTOS LTDA.,20505773000137,70252340.58,1,1,7.330036400545052e-05,gestor,cadastro_registro_fundo
SONAR SERVIÇOS DE INVESTIMENTO LTDA.,05940778000102,67968146.3,1,1,7.091706587188152e-05,gestor,cadastro_registro_fundo
ARANDU WM GESTORA DE PATRIMÔNIO LTDA,05119639000104,67270797.26,4,4,7.018946109674035e-05,gestor,cadastro_registro_fundo
XVI CAPITAL LTDA.,41940952000172,67242429.73,3,3,7.015986279072281e-05,gestor,cadastro_registro_fundo
DEL MONTE - GESTÃO DE INVESTIMENTOS LTDA,08592877000120,66930748.59,1,1,6.983465880709728e-05,gestor,cadastro_registro_fundo
RJ GESTÃO DE RECURSOS LTDA,14101538000105,65877953.45999999,5,5,6.873618627771175e-05,gestor,cadastro_registro_fundo
PERENNE INVESTIMENTOS LTDA.,33890909000111,65828730.49,2,2,6.868482768113489e-05,gestor,cadastro_registro_fundo
BUILDERS VC GESTORA DE RECURSOS LTDA,14121173000172,64068017.26,2,2,6.684772275903988e-05,gestor,cadastro_registro_fundo
