offer_id,period_label,rank,issuer_name,originator_group_curated,originator_confidence,originator_evidence,ibba_participant,ibba_participant_label,ibba_participant_entities,ibba_participant_roles,ibba_participation_source,participants_source_url,coordinator_entities,firm_commitment_coordinators,firm_commitment_amount_by_coordinator,firm_commitment_source_limitation,closing_document_name,closing_document_date,closing_document_url,closing_document_uuid,document_text_method,document_text_characters,document_itau_mention,review_status
20185,2025 FY,2,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  SEGMENTO MEIOS DE PAGAMENTO,CloudWalk,média,Classificação nominal preexistente; não revisada nesta rodada documental.,True,Sim,ITAU BBA ASSESSORIA FINANCEIRA S.A,COORDENADOR | REQUERENTE,participantes oficiais SRE,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/20185,ITAU BBA ASSESSORIA FINANCEIRA S.A | BANCO BRADESCO BBI S.A. | BANCO SAFRA S/A | BB-BI | BTG PACTUAL INVESTMENT BANKING LTDA.,ITAU BBA ASSESSORIA FINANCEIRA S.A | BANCO BRADESCO BBI S.A. | BANCO SAFRA S/A | BB-BI | BTG PACTUAL INVESTMENT BANKING LTDA.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,24/04/2025,https://web.cvm.gov.br/sre-publico-cvm/rest/download/f56a4a44-bcd2-4dec-bb57-915e585d449e,f56a4a44-bcd2-4dec-bb57-915e585d449e,texto PDF,10645,True,revisado
23734,2025 FY,3,FIDC SANTANDER AUTO LOANS I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,Banco Santander,média,Classificação nominal preexistente; não revisada nesta rodada documental.,False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/23734,BANCO SANTANDER (BRASIL) S.A.,BANCO SANTANDER (BRASIL) S.A.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",,,,,anúncio de encerramento ausente,0,False,revisado
20351,2025 FY,4,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGIBANK I RESPONSABILIDADE LIMITADA,Agibank,média,Classificação nominal preexistente; não revisada nesta rodada documental.,True,Sim,ITAU BBA ASSESSORIA FINANCEIRA S.A,COORDENADOR,participantes oficiais SRE,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/20351,BANCO SANTANDER (BRASIL) S.A. | ITAU BBA ASSESSORIA FINANCEIRA S.A,BANCO SANTANDER (BRASIL) S.A. | ITAU BBA ASSESSORIA FINANCEIRA S.A,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,02/06/2025,https://web.cvm.gov.br/sre-publico-cvm/rest/download/c639ef9e-40ec-4d20-bc10-6838ea27f77e,c639ef9e-40ec-4d20-bc10-6838ea27f77e,texto PDF,4978,True,revisado
19640,2025 FY,5,ER - ENERGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,Não identificado · recebíveis de energia,baixa,ER - Energia: documentos consultados não nomeiam um único cedente ou originador; a carteira está ligada a recebíveis de energia/CCEE.,False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/19640,XP INVESTIMENTOS CCTVM S.A.,XP INVESTIMENTOS CCTVM S.A.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,21/03/2025,https://web.cvm.gov.br/sre-publico-cvm/rest/download/2d6051ed-8862-49f1-a08f-c7ff889d8a59,2d6051ed-8862-49f1-a08f-c7ff889d8a59,texto PDF,6536,False,revisado
21258,2025 FY,6,ASA LP II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIM,Não aplicável · FIC-FIDC alocador,alta,ASA LP II: a oferta é de veículo alocador em cotas de FIDC; não há um originador único dos recebíveis subjacentes.,False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/21258,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,24/09/2025,https://web.cvm.gov.br/sre-publico-cvm/rest/download/3ddfbb4d-f1a4-4c19-87da-b33b0a668f02,3ddfbb4d-f1a4-4c19-87da-b33b0a668f02,texto PDF,25227,False,revisado
18230,2025 FY,7,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Carteira agro multicedente,média,Agro Flex: carteira de instrumentos de crédito do agronegócio; documentos da oferta não individualizam um originador único.,False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/18230,BANCO SANTANDER (BRASIL) S.A.,BANCO SANTANDER (BRASIL) S.A.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,28/04/2025,https://web.cvm.gov.br/sre-publico-cvm/rest/download/632d602d-0c45-4f59-b0ea-a3c29f4deda1,632d602d-0c45-4f59-b0ea-a3c29f4deda1,texto PDF,6743,False,revisado
20365,2025 FY,8,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Carteira agro multicedente,média,Agro Flex: carteira de instrumentos de crédito do agronegócio; documentos da oferta não individualizam um originador único.,False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/20365,BANCO SANTANDER (BRASIL) S.A.,BANCO SANTANDER (BRASIL) S.A.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,27/10/2025,https://web.cvm.gov.br/sre-publico-cvm/rest/download/4689737a-4b46-4c52-8452-bc5ba415a7e6,4689737a-4b46-4c52-8452-bc5ba415a7e6,texto PDF,6470,False,revisado
20694,2025 FY,9,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Mercado Pago / Mercado Crédito,média,Classificação nominal preexistente; não revisada nesta rodada documental.,True,Sim,ITAU BBA ASSESSORIA FINANCEIRA S.A,COORDENADOR,participantes oficiais SRE,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/20694,"UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A. | ITAU BBA ASSESSORIA FINANCEIRA S.A","UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A. | ITAU BBA ASSESSORIA FINANCEIRA S.A",N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,04/06/2025,https://web.cvm.gov.br/sre-publico-cvm/rest/download/79d86960-71c5-4622-8dd1-c720a7cf52d2,79d86960-71c5-4622-8dd1-c720a7cf52d2,texto PDF,5717,True,revisado
21550,2025 FY,10,FIDC BV AUTO II SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,Banco BV,média,Classificação nominal preexistente; não revisada nesta rodada documental.,False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/21550,BANCO VOTORANTIM S.A.,BANCO VOTORANTIM S.A.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,10/11/2025,https://web.cvm.gov.br/sre-publico-cvm/rest/download/5d319192-7f4e-4696-814b-fa9521d0f44b,5d319192-7f4e-4696-814b-fa9521d0f44b,texto PDF,8490,False,revisado
22987,2025 FY,11,PINE INSS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS  RESPONSABILIDADE LIMITADA,Banco Pine,média,Classificação nominal preexistente; não revisada nesta rodada documental.,True,Sim,ITAU BBA ASSESSORIA FINANCEIRA S.A,COORDENADOR,participantes oficiais SRE,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/22987,XP INVESTIMENTOS CCTVM S.A. | ITAU BBA ASSESSORIA FINANCEIRA S.A,XP INVESTIMENTOS CCTVM S.A. | ITAU BBA ASSESSORIA FINANCEIRA S.A,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",,,,,anúncio de encerramento ausente,0,False,revisado
19298,2025 FY,12,VOLKSWAGEN TERA FIDC SEGMENTO RECEBIVEIS COMERCIAIS - RESP LTDA,Banco Volkswagen / Volkswagen Financial Services,média,Volkswagen Tera: recebíveis de financiamento e cadeia de veículos do grupo Volkswagen; vínculo nominal requer leitura conjunta da oferta.,True,Sim,ITAU BBA ASSESSORIA FINANCEIRA S.A,COORDENADOR | REQUERENTE,participantes oficiais SRE,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/19298,ITAU BBA ASSESSORIA FINANCEIRA S.A,ITAU BBA ASSESSORIA FINANCEIRA S.A,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,17/02/2025,https://web.cvm.gov.br/sre-publico-cvm/rest/download/b90f55bb-280c-4cd5-9c5f-44714d6bd9a1,b90f55bb-280c-4cd5-9c5f-44714d6bd9a1,texto PDF,5744,True,revisado
21006,2025 FY,13,BYX MOZART FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - CRÉDITO CONSIGNADO RESP. LIMITADA,Não identificado · crédito consignado,baixa,"Byx Mozart Consignado: documentos consultados descrevem o lastro, mas não identificam um cedente/originador único.",False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/21006,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,12/12/2025,https://web.cvm.gov.br/sre-publico-cvm/rest/download/444757ce-1bee-4168-9976-0606769823bb,444757ce-1bee-4168-9976-0606769823bb,texto PDF,6464,False,revisado
21036,2025 FY,14,PINE INSS FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Banco Pine,média,Classificação nominal preexistente; não revisada nesta rodada documental.,False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/21036,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,25/06/2025,https://web.cvm.gov.br/sre-publico-cvm/rest/download/469e7f34-85ae-4e73-83d6-a4ce85aee7e2,469e7f34-85ae-4e73-83d6-a4ce85aee7e2,texto PDF,8960,False,revisado
21208,2025 FY,15,RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA,Não identificado,baixa,RED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS REAL LP DE RESPONSABILIDADE LIMITADA: originador não identificado na evidência consultada.,False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/21208,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,23/12/2025,https://web.cvm.gov.br/sre-publico-cvm/rest/download/e723d827-808e-4316-bf00-34fff73ace22,e723d827-808e-4316-bf00-34fff73ace22,texto PDF,3223,False,revisado
24947,2026 jan-jun,1,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,CloudWalk,média,Classificação nominal preexistente; não revisada nesta rodada documental.,True,Sim,ITAU BBA ASSESSORIA FINANCEIRA S.A,COORDENADOR,participantes oficiais SRE,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/24947,"BANCO BRADESCO BBI S.A. | ITAU BBA ASSESSORIA FINANCEIRA S.A | BTG PACTUAL INVESTMENT BANKING LTDA. | BANCO SAFRA S/A | BANCO VOTORANTIM S.A. | UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.","BANCO BRADESCO BBI S.A. | ITAU BBA ASSESSORIA FINANCEIRA S.A | BTG PACTUAL INVESTMENT BANKING LTDA. | BANCO SAFRA S/A | BANCO VOTORANTIM S.A. | UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.",N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,20/04/2026,https://web.cvm.gov.br/sre-publico-cvm/rest/download/b59fb055-8e98-472b-9aad-4a68d4833046,b59fb055-8e98-472b-9aad-4a68d4833046,texto PDF,9101,True,revisado
22244,2026 jan-jun,2,VTK FUNDO DE  INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE  LIMITADA,Não identificado,baixa,VTK FUNDO DE  INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE  LIMITADA: originador não identificado na evidência consultada.,True,Sim,ITAU BBA ASSESSORIA FINANCEIRA S.A,COORDENADOR | REQUERENTE,participantes oficiais SRE,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/22244,ITAU BBA ASSESSORIA FINANCEIRA S.A,ITAU BBA ASSESSORIA FINANCEIRA S.A,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,03/03/2026,https://web.cvm.gov.br/sre-publico-cvm/rest/download/410b2257-49e1-4f55-a87d-d26e9a88e37b,410b2257-49e1-4f55-a87d-d26e9a88e37b,texto PDF,6882,True,revisado
25826,2026 jan-jun,3,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS AGIBANK II RESPONSABILIDADE LIMITADA,Agibank,média,Classificação nominal preexistente; não revisada nesta rodada documental.,True,Sim,ITAU BBA ASSESSORIA FINANCEIRA S.A,COORDENADOR,participantes oficiais SRE,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/25826,BANCO BRADESCO BBI S.A. | ITAU BBA ASSESSORIA FINANCEIRA S.A,BANCO BRADESCO BBI S.A. | ITAU BBA ASSESSORIA FINANCEIRA S.A,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,27/04/2026,https://web.cvm.gov.br/sre-publico-cvm/rest/download/0e689a5a-9239-4702-b118-d73308949308,0e689a5a-9239-4702-b118-d73308949308,texto PDF,6958,True,revisado
24712,2026 jan-jun,4,DRIVER BRASIL SIX BANCO VOLKSWAGEN FIDC FINANCIAMENTO DE VEÍCULOS - RESPONSABILIDADE LIMITADA,Banco Volkswagen,média,Classificação nominal preexistente; não revisada nesta rodada documental.,True,Sim,ITAU BBA ASSESSORIA FINANCEIRA S.A,COORDENADOR,participantes oficiais SRE,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/24712,BANCO BRADESCO BBI S.A. | ITAU BBA ASSESSORIA FINANCEIRA S.A,BANCO BRADESCO BBI S.A. | ITAU BBA ASSESSORIA FINANCEIRA S.A,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,09/03/2026,https://web.cvm.gov.br/sre-publico-cvm/rest/download/18a13559-5449-44b1-b8d1-6855f62b3959,18a13559-5449-44b1-b8d1-6855f62b3959,texto PDF,5663,True,revisado
24433,2026 jan-jun,5,SELLER 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SEGMENTO MEIOS DE PAGAMENTO DE RESP LIMITADA,Mercado Pago / Mercado Crédito,média,Classificação nominal preexistente; não revisada nesta rodada documental.,False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/24433,"UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.","UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.",N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,06/02/2026,https://web.cvm.gov.br/sre-publico-cvm/rest/download/f46c1310-12d4-433f-b387-bd6b211f92f3,f46c1310-12d4-433f-b387-bd6b211f92f3,texto PDF,5476,False,revisado
25379,2026 jan-jun,6,PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS  RESPONSABILIDADE LIMITADA,Banco Pine,média,Classificação nominal preexistente; não revisada nesta rodada documental.,True,Sim,ITAU BBA ASSESSORIA FINANCEIRA S.A,COORDENADOR | REQUERENTE,participantes oficiais SRE,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/25379,ITAU BBA ASSESSORIA FINANCEIRA S.A,ITAU BBA ASSESSORIA FINANCEIRA S.A,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,22/04/2026,https://web.cvm.gov.br/sre-publico-cvm/rest/download/6a19d333-b649-413c-ba63-eb62d6c61a75,6a19d333-b649-413c-ba63-eb62d6c61a75,texto PDF,13919,True,revisado
26277,2026 jan-jun,7,FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS PICPAY FGTS II DE RESPONSABILIDADE LIMITADA,PicPay,média,Classificação nominal preexistente; não revisada nesta rodada documental.,False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/26277,ABC BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A. | XP INVESTIMENTOS CCTVM S.A.,ABC BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A. | XP INVESTIMENTOS CCTVM S.A.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,18/05/2026,https://web.cvm.gov.br/sre-publico-cvm/rest/download/9ce78c31-6bb2-4912-a374-952ab07be210,9ce78c31-6bb2-4912-a374-952ab07be210,texto PDF,9612,False,revisado
23614,2026 jan-jun,8,ICRED INSS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,ICred,média,Classificação nominal preexistente; não revisada nesta rodada documental.,False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/23614,XP INVESTIMENTOS CCTVM S.A.,XP INVESTIMENTOS CCTVM S.A.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,16/04/2026,https://web.cvm.gov.br/sre-publico-cvm/rest/download/3167b9d9-19ac-44a9-98ec-32868205bee1,3167b9d9-19ac-44a9-98ec-32868205bee1,texto PDF,9845,False,revisado
24212,2026 jan-jun,9,JIVEMAUÁ BOSSANOVA CRÉDITO SECURITIZADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não identificado · carteira multicedente,baixa,JiveMauá Bossa Nova II: documentos consultados descrevem carteira discricionária/diversificada sem um cedente único nominável.,False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/24212,XP INVESTIMENTOS CCTVM S.A.,XP INVESTIMENTOS CCTVM S.A.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,05/03/2026,https://web.cvm.gov.br/sre-publico-cvm/rest/download/efc355ef-ca5e-49e3-b8f4-9321c5742a89,efc355ef-ca5e-49e3-b8f4-9321c5742a89,texto PDF,11603,False,revisado
24371,2026 jan-jun,10,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS COMERCIAIS MEDICI I - RESPONSABILIDADE LIMITADA,Fornecedores de BRF e Marfrig,alta,"Comerciais Medici I: direitos creditórios comerciais cedidos por fornecedores; BRF e Marfrig são devedores/âncoras, não originadores.",False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/24371,BANCO BRADESCO BBI S.A.,BANCO BRADESCO BBI S.A.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,23/01/2026,https://web.cvm.gov.br/sre-publico-cvm/rest/download/2526e816-d7bc-415a-a590-ccb79c46b209,2526e816-d7bc-415a-a590-ccb79c46b209,texto PDF,5684,False,revisado
25708,2026 jan-jun,11,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,PagSeguro,média,Classificação nominal preexistente; não revisada nesta rodada documental.,True,Sim,ITAU BBA ASSESSORIA FINANCEIRA S.A,COORDENADOR | REQUERENTE,participantes oficiais SRE,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/25708,ITAU BBA ASSESSORIA FINANCEIRA S.A,ITAU BBA ASSESSORIA FINANCEIRA S.A,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,31/03/2026,https://web.cvm.gov.br/sre-publico-cvm/rest/download/dc208f03-ebbd-42ac-af89-0a152a3aaaa6,dc208f03-ebbd-42ac-af89-0a152a3aaaa6,texto PDF,4514,True,revisado
24266,2026 jan-jun,12,IS GREEN SOLFACIL VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE  LIMITADA,Solfácil,média,Classificação nominal preexistente; não revisada nesta rodada documental.,True,Sim,ITAU BBA ASSESSORIA FINANCEIRA S.A,COORDENADOR | REQUERENTE,participantes oficiais SRE,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/24266,ITAU BBA ASSESSORIA FINANCEIRA S.A,ITAU BBA ASSESSORIA FINANCEIRA S.A,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,08/06/2026,https://web.cvm.gov.br/sre-publico-cvm/rest/download/0847e467-a14a-47f1-8dc7-5707df123e46,0847e467-a14a-47f1-8dc7-5707df123e46,texto PDF,11056,True,revisado
26532,2026 jan-jun,13,DAYCOVAL D413 FUNDO DE INVESTIMENTO EM DIREITOS  CREDITORIOS,Não identificado · Cartão Benefício e Cartão BMG,média,"Daycoval D413: a base oficial descreve o lastro, mas o anúncio de encerramento não individualiza o cedente/originador.",True,Sim,ITAU BBA ASSESSORIA FINANCEIRA S.A,COORDENADOR | REQUERENTE,participantes oficiais SRE,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/26532,ITAU BBA ASSESSORIA FINANCEIRA S.A,ITAU BBA ASSESSORIA FINANCEIRA S.A,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,25/06/2026,https://web.cvm.gov.br/sre-publico-cvm/rest/download/cceb5997-7bdc-4ed2-840b-d1ba4e58b019,cceb5997-7bdc-4ed2-840b-d1ba4e58b019,texto PDF,9880,True,revisado
23529,2026 jan-jun,14,LAVORO FORNECEDORES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO - RESP LTDA,Lavoro,média,Classificação nominal preexistente; não revisada nesta rodada documental.,False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/23529,OLIVEIRA TRUST DTVM S.A.,OLIVEIRA TRUST DTVM S.A.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",,,,,anúncio de encerramento ausente,0,False,revisado
23032,2026 jan-jun,15,CLASSE ÚNICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-BAYER RESPONSABILIDADE LIMITADA,Bayer,média,Classificação nominal preexistente; não revisada nesta rodada documental.,False,Não,,,participantes oficiais SRE; anúncio conferido,https://web.cvm.gov.br/sre-publico-cvm/rest/sitePublico/pesquisar/participantes/23032,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,N/D,"A API pública SRE identifica os coordenadores, mas não individualiza o valor garantido por coordenador.",Anúncio de Encerramento da Distribuição,29/04/2026,https://web.cvm.gov.br/sre-publico-cvm/rest/download/6de56dce-0ab6-4c7f-9d4a-6b70f1ce15a3,6de56dce-0ab6-4c7f-9d4a-6b70f1ce15a3,texto PDF,8185,False,revisado
