role,participant,pl_current,funds_current,pl_previous_reconstructed,funds_previous_reconstructed,pl_previous_confirmed,funds_previous_confirmed,pl_previous_dated_cohort,pl_current_dated_cohort,share_current,share_previous_reconstructed,delta_share_pp_reconstructed,share_previous_min,share_previous_max,delta_share_pp_lower_bound,delta_share_pp_upper_bound,share_previous_dated_cohort,share_current_dated_cohort,delta_share_pp_dated_cohort,dated_market_coverage_previous,dated_cohort_current_pl_share,direction_crosscheck,decision_grade,rank_current,rank_previous_reconstructed,rank_change_reconstructed,delta_pl_brl_reconstructed,delta_funds_reconstructed,competencia_previous,competencia_current
gestor,BOCAINA CAPITAL GESTORA DE RECURSOS LTDA,534127907.72,6.0,453638697.15,5.0,364853295.32,2.0,364853295.32,383822964.98,0.0005572332151628031,0.0005796558846053179,-0.0022422669442514792,0.00046620661107301634,0.683934068018957,-68.33768348037943,0.00910266040897868,0.0014728571106448398,0.001405841215072654,-0.006701589557218577,0.31653213859211626,0.2848304461686299,same_direction,directional_only,179,167,-12,80489210.57000005,1.0,2025-05,2026-05
gestor,PARAGUACU INVESTIMENTOS LTDA,532427793.84,14.0,380110864.88,11.0,296117822.79,5.0,296117822.79,382621082.37,0.000555459557748909,0.00048570261094205874,0.0069756946806850285,0.00037837697620399805,0.6838462383840879,-68.3290778826339,0.017708258154491098,0.0011953824906594244,0.0014014390394266366,0.020605654876721224,0.31653213859211626,0.2848304461686299,same_direction,directional_only,180,183,3,152316928.95999998,3.0,2025-05,2026-05
gestor,CAPITANIA CAPITAL S.A,526888718.28,3.0,418802813.78999996,3.0,274081069.90999997,2.0,274081069.90999997,460434598.47999996,0.0005496808728333353,0.0005351428725719297,0.0014538000261405618,0.0003502185903239208,0.6838180799982078,-68.32683991253744,0.019946228250941455,0.0011064234800347175,0.0016864492082237488,0.05800257281890313,0.31653213859211626,0.2848304461686299,same_direction,directional_only,181,172,-9,108085904.49000001,0.0,2025-05,2026-05
gestor,CRD CAPITAL ADMINISTRACAO DE RECURSOS LTDA,524156044.40000004,4.0,542586618.62,3.0,529369174.78,2.0,529369174.78,501695300.89,0.0005468299889343011,0.0006933128244286167,-0.014648283549431563,0.0006764236808228564,0.6841442850887068,-68.35974550997726,-0.012959369188855535,0.0021369826262555187,0.0018375761633652894,-0.02994064628902293,0.31653213859211626,0.2848304461686299,same_direction,directional_only,182,154,-28,-18430574.21999997,1.0,2025-05,2026-05
gestor,LESTE FINANCIAL SERVICES GESTAO DE RECURSOS LTDA,518915839.89,9.0,361014561.66,8.0,75180780.41000001,2.0,75180780.41000001,253425945.56,0.0005413631036339571,0.0004613015080264045,0.008006159560755262,9.606539752376306e-05,0.6835639268054077,-68.30225637017737,0.044529770611019405,0.00030349334494451783,0.000928231689460195,0.06247383445156772,0.31653213859211626,0.2848304461686299,same_direction,directional_only,183,187,4,157901278.22999996,1.0,2025-05,2026-05
gestor,WIT GESTAO DE RECURSOS LTDA,518154809.19,11.0,0.0,0.0,0.0,0.0,0.0,35238159.21,0.0005405691522645019,0.0,0.05405691522645019,0.0,0.6834678614078838,-68.29272922556193,0.05405691522645019,0.0,0.00012906798467176499,0.0129067984671765,0.31653213859211626,0.2848304461686299,same_direction,directional_only,184,501,317,518154809.19,11.0,2025-05,2026-05
gestor,MOBIUS CAPITAL GESTAO DE RECURSOS LTDA,514420668.05,8.0,326379815.55,7.0,195702444.35999998,4.0,195702444.35999998,301550965.43,0.0005366734796302147,0.00041704550755598113,0.011962797207423352,0.0002500670119582165,0.6837179284198421,-68.31812549402119,0.028660646767199816,0.000790020921952741,0.001104500809816143,0.03144798878634019,0.31653213859211626,0.2848304461686299,same_direction,directional_only,185,196,11,188040852.5,1.0,2025-05,2026-05
gestor,BANCO SANTANDER (BRASIL) S.A,507114261.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005290510127526484,0.0,0.05290510127526484,0.0,0.6834678614078838,-68.29388103951311,0.05290510127526484,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,186,501,315,507114261.73,1.0,2025-05,2026-05
gestor,WISE ASSET MANAGEMENT LTDA,499089763.65,3.0,291546714.73,1.0,0.0,0.0,0.0,0.0,0.0005206793908984872,0.00037253605102986184,0.014814333986862537,0.0,0.6834678614078838,-68.29471820169853,0.05206793908984872,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,187,205,18,207543048.91999996,2.0,2025-05,2026-05
gestor,AURUM GESTAO DE PATRIMONIO LTDA,484726303.52,1.0,421977184.51,1.0,0.0,0.0,0.0,0.0,0.0005056945961453578,0.0005391990579884891,-0.0033504461843131294,0.0,0.6834678614078838,-68.29621668117385,0.05056945961453578,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,188,170,-18,62749119.00999999,0.0,2025-05,2026-05
gestor,PRINZ GESTORA DE RECURSOS LTDA,481490149.99,1.0,757907799.3,3.0,757907799.3,3.0,757907799.3,481490149.99,0.0005023184530713516,0.0009684485001226514,-0.04661300470512998,0.0009684485001226514,0.6844363099080065,-68.39339914549352,-0.04661300470512998,0.0030595581997776076,0.0017635700811772098,-0.12959881186003977,0.31653213859211626,0.2848304461686299,same_direction,directional_only,189,127,-62,-276417649.30999994,-2.0,2025-05,2026-05
gestor,GHIA GESTAO DE RECURSOS LTDA,464291673.31,7.0,235537048.01000002,4.0,139012524.3,1.0,139012524.3,176791519.05,0.0004843760046095071,0.0003009673486396084,0.018340865596989872,0.00017762908731238684,0.6836454904951963,-68.31611144905868,0.03067469172971203,0.0005611723602615907,0.0006475402115888064,0.00863678513272157,0.31653213859211626,0.2848304461686299,same_direction,directional_only,190,224,34,228754625.29999998,3.0,2025-05,2026-05
gestor,C20 QUADRANTE INVESTIMENTOS LTDA,458601892.84000003,8.0,470250385.97,5.0,225460174.55,1.0,225460174.55,227650880.94,0.00047844009559025653,0.0006008821671915265,-0.012244207160127,0.0002880912006473644,0.6837559526085313,-68.3277512512941,0.01903488949428921,0.0009101483404773603,0.0008338244979419774,-0.007632384253538293,0.31653213859211626,0.2848304461686299,same_direction,directional_only,191,165,-26,-11648493.129999995,3.0,2025-05,2026-05
gestor,ID EXCLUSIVO GESTORA DE RECURSOS LTDA,449412717.34000003,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004688534146950045,0.0,0.04688534146950045,0.0,0.6834678614078838,-68.29990079931888,0.04688534146950045,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,192,501,309,449412717.34000003,3.0,2025-05,2026-05
gestor,HOPE ASSET GESTAO DE RECURSOS LTDA,439412172.75,4.0,273379068.19,4.0,0.0,0.0,0.0,0.0,0.0004584202665019953,0.0003493215781630149,0.01090986883389804,0.0,0.6834678614078838,-68.30094411413819,0.04584202665019953,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,193,211,18,166033104.56,0.0,2025-05,2026-05
gestor,SIGULER GUFF GESTORA DE INVESTIMENTOS (ASSET MANAGEMENT) BRASIL LTDA,438087547.96,6.0,315250553.57,5.0,0.0,0.0,0.0,0.0,0.0004570383410868511,0.0004028246259633155,0.005421371512353558,0.0,0.6834678614078838,-68.30108230667969,0.04570383410868511,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,194,199,5,122836994.38999999,1.0,2025-05,2026-05
gestor,VINLAND CAPITAL MANAGEMENT CREDITO PRIVADO GESTORA DE RECURSOS LTDA,436296725.34000003,3.0,86482657.56,1.0,0.0,0.0,0.0,0.0,0.0004551700510538728,0.00011050684539459507,0.03446632056592777,0.0,0.6834678614078838,-68.301269135683,0.04551700510538728,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,195,312,117,349814067.78000003,2.0,2025-05,2026-05
gestor,KOLI CAPITAL GESTORA DE RECURSOS S.A,430455608.77,8.0,239299115.49,5.0,38527309.22,2.0,38527309.22,49742821.150000006,0.00044907625943692525,0.00030577448825702783,0.014330177117989742,4.9229886356007314e-05,0.6835170912942399,-68.3068015034803,0.03998463730809179,0.00015552887164941255,0.00018219469522961351,0.002666582358020096,0.31653213859211626,0.2848304461686299,same_direction,directional_only,196,219,23,191156493.27999997,3.0,2025-05,2026-05
gestor,ICON CAPITAL LTDA,420326703.03000003,8.0,69081701.69,4.0,39204287.660000004,3.0,39204287.660000004,54030852.56,0.00043850919744671014,8.82720437095269e-05,0.035023715373718324,5.0094923970660316e-05,0.6835179563318545,-68.30794471344078,0.038841427347604984,0.00015826173036796338,0.00019790061133606173,0.003963888096809835,0.31653213859211626,0.2848304461686299,same_direction,directional_only,197,327,130,351245001.34000003,4.0,2025-05,2026-05
gestor,SARFATY ASSET GESTAO DE RECURSOS LTDA,419371544.04999995,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043751272019524235,0.0,0.04375127201952424,0.0,0.6834678614078838,-68.30303486876886,0.04375127201952424,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,198,501,303,419371544.04999995,3.0,2025-05,2026-05
gestor,AZ QUEST MZK INVESTIMENTOS MACRO E CREDITO LTDA,414453455.81,2.0,158437229.0,2.0,0.0,0.0,0.0,0.0,0.0004323818852719599,0.00020244981900219782,0.02299320662697621,0.0,0.6834678614078838,-68.30354795226118,0.04323818852719599,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,199,256,57,256016226.81,0.0,2025-05,2026-05
gestor,AZUMI ASSET MANAGEMENT LTDA,413700524.74,12.0,307115605.7,10.0,0.0,0.0,0.0,0.0,0.0004315963839063357,0.00039242985489676386,0.003916652900957186,0.0,0.6834678614078838,-68.30362650239775,0.043159638390633574,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,200,201,1,106584919.04000002,2.0,2025-05,2026-05
gestor,JOURNEY CAPITAL ADMINISTRACAO DE RECURSOS LTDA,408143640.79,4.0,208887896.63,2.0,127776423.36,1.0,127776423.36,159309193.5,0.000425799120245347,0.00026691527699271555,0.015888384325263148,0.00016327168775452517,0.6836311330956384,-68.32053339753931,0.026252743249082184,0.0005158139343471763,0.0005835071129054372,0.006769317855826091,0.31653213859211626,0.2848304461686299,same_direction,directional_only,201,237,36,199255744.16000003,2.0,2025-05,2026-05
gestor,BPS CAPITAL GESTORA DE RECURSOS LTDA,402948619.41,1.0,346205410.8,1.0,0.0,0.0,0.0,0.0,0.0004203793726070446,0.0004423784939715245,-0.002199912136447991,0.0,0.6834678614078838,-68.30474820352768,0.042037937260704455,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,202,194,-8,56743208.610000014,0.0,2025-05,2026-05
gestor,VENETO GESTAO DE RECURSOS LTDA,398952961.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004162108700814046,0.0,0.041621087008140455,0.0,0.6834678614078838,-68.30516505378024,0.041621087008140455,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,203,501,298,398952961.09,1.0,2025-05,2026-05
gestor,ALARIS GESTAO DE RECURSOS LTDA,388902818.51,24.0,110526548.42,9.0,0.0,0.0,0.0,46491458.42,0.0004057259783883202,0.00014122993606866636,0.026449604231965382,0.0,0.6834678614078838,-68.30621354294955,0.04057259783883202,0.0,0.00017028582018034874,0.017028582018034873,0.31653213859211626,0.2848304461686299,same_direction,directional_only,204,287,83,278376270.09,15.0,2025-05,2026-05
gestor,RIO BRAVO INVESTIMENTOS LTDA,382578409.14,2.0,75107187.64999999,2.0,75107187.64999999,2.0,75107187.64999999,382578409.14,0.00039912798768924906,9.597136128596774e-05,0.03031566264032813,9.597136128596774e-05,0.6835638327691699,-68.31647047814806,0.03031566264032813,0.0003031962621957847,0.0014012827387594334,0.10980864765636486,0.31653213859211626,0.2848304461686299,same_direction,directional_only,205,322,117,307471221.49,0.0,2025-05,2026-05
gestor,ALBION CAPITAL LTDA,371386583.28999996,2.0,395162623.68,2.0,0.0,0.0,0.0,0.0,0.0003874520257861183,0.0005049356274745856,-0.011748360168846731,0.0,0.6834678614078838,-68.30804093820977,0.03874520257861183,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,206,179,-27,-23776040.390000045,0.0,2025-05,2026-05
gestor,ANGA INVESTIMENTOS LTDA,366920479.05999994,2.0,0.0,0.0,0.0,0.0,0.0,289767205.65,0.00038279272679918026,0.0,0.03827927267991803,0.0,0.6834678614078838,-68.30850686810847,0.03827927267991803,0.0,0.0010613400386306493,0.10613400386306493,0.31653213859211626,0.2848304461686299,same_direction,directional_only,207,501,294,366920479.05999994,2.0,2025-05,2026-05
gestor,PORTO SEGURO INVESTIMENTOS LTDA,365449474.96,2.0,236995873.41,1.0,0.0,0.0,0.0,0.0,0.0003812580899971835,0.00030283142402170066,0.007842666597548287,0.0,0.6834678614078838,-68.30866033178866,0.038125808999718354,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,208,221,13,128453601.54999998,1.0,2025-05,2026-05
gestor,SZ CAPITAL LTDA,358592384.09,7.0,351669627.77,7.0,0.0,0.0,0.0,0.0,0.0003741043750593813,0.0004493606265394024,-0.007525625148002111,0.0,0.6834678614078838,-68.30937570328246,0.03741043750593813,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,209,191,-18,6922756.319999993,0.0,2025-05,2026-05
gestor,SH ASSET CAPITAL GESTAO DE RECURSOS LTDA,346732788.92,4.0,16234444.87,1.0,16234444.87,1.0,16234444.87,236916589.52,0.0003617317574679922,2.0744243296079477e-05,0.03409875141719127,2.0744243296079477e-05,0.68348860565118,-68.31268738937119,0.03409875141719127,6.553597807902386e-05,0.000867762318752921,0.08022263406738972,0.31653213859211626,0.2848304461686299,same_direction,directional_only,210,438,228,330498344.05,3.0,2025-05,2026-05
gestor,CARPA GESTORA DE RECURSOS LTDA,346612801.77,3.0,319912623.61,2.0,0.0,0.0,0.0,0.0,0.00036160657991331593,0.0004087817816250923,-0.004717520171177635,0.0,0.6834678614078838,-68.31062548279705,0.03616065799133159,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,211,197,-14,26700178.159999967,1.0,2025-05,2026-05
gestor,OPTIMUM CAPITAL GESTORA DE RECURSOS LTDA,340928244.48999995,2.0,273877238.37,2.0,14741142.94,1.0,14741142.94,28946856.09,0.0003556761200288418,0.00034995813601882856,0.0005717984010013256,1.8836114080791743e-05,0.6834866975219647,-68.31310214019358,0.03368400059480501,5.950774592612217e-05,0.00010602461825133195,0.004651687232520978,0.31653213859211626,0.2848304461686299,same_direction,directional_only,212,210,-2,67051006.119999945,0.0,2025-05,2026-05
gestor,AVENTIS GESTAO DE RECURSOS LTDA,332192940.09,10.0,118400583.81,8.0,19354288.11,2.0,19354288.11,224453084.39,0.0003465629437916821,0.00015129131526334038,0.019527162852834172,2.473075393653779e-05,0.6834925921618205,-68.31460292180289,0.03218321898551443,7.813030944199278e-05,0.0008221118215323169,0.07439815120903241,0.31653213859211626,0.2848304461686299,same_direction,directional_only,213,283,70,213792356.27999997,2.0,2025-05,2026-05
gestor,CAPRI INVESTIMENTOS LTDA,331251339.64,1.0,349212020.19,1.0,0.0,0.0,0.0,0.0,0.0003455806115851663,0.00044622031530769417,-0.010063970372252786,0.0,0.6834678614078838,-68.31222807962986,0.03455806115851663,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,214,192,-22,-17960680.550000012,0.0,2025-05,2026-05
gestor,INTRA BLACK INVESTIMENTOS GESTAO DE RECURSOS LTDA,322832899.09,19.0,239690109.62,11.0,37122923.65,1.0,37122923.65,58366532.16,0.0003367980060958599,0.00030627409741675017,0.0030523908679109734,4.743537375154995e-05,0.6835152967816355,-68.31784987755395,0.028936263234430992,0.00014985958128149266,0.00021378105006214818,0.006392146878065553,0.31653213859211626,0.2848304461686299,same_direction,directional_only,215,217,2,83142789.46999997,8.0,2025-05,2026-05
gestor,FAR FATOR ADMINISTRACAO DE RECURSOS LTDA,322005744.98,4.0,307515412.25,5.0,90436734.17,2.0,90436734.17,196589443.43,0.0003359350709496364,0.0003929407244960005,-0.005700565354636411,0.00011555933273653996,0.6835834207406204,-68.32474856696707,0.022037573821309643,0.0003650793036388949,0.0007200547315778488,0.035497542793895394,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,216,200,-16,14490332.73000002,-1.0,2025-05,2026-05
gestor,BANUX INVESTIMENTOS LTDA,320167593.73,12.0,179197731.74,5.0,0.0,0.0,0.0,0.0,0.0003340174049445679,0.00022897742270137407,0.010503998224319381,0.0,0.6834678614078838,-68.31338440029393,0.03340174049445679,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,217,246,29,140969861.99,7.0,2025-05,2026-05
gestor,UJAY CAPITAL INVESTIMENTOS LTDA,308217573.93,7.0,12878091.81,1.0,0.0,0.0,0.0,0.0,0.0003215504511341261,1.6455522306743867e-05,0.03050949288273822,0.0,0.6834678614078838,-68.31463109567497,0.032155045113412606,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,218,444,226,295339482.12,6.0,2025-05,2026-05
gestor,SOD CAPITAL LTDA,307479668.17,1.0,59007133.9,1.0,0.0,0.0,0.0,0.0,0.00032078062504342967,7.539884188389491e-05,0.024538178315953476,0.0,0.6834678614078838,-68.31470807828404,0.03207806250434297,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,219,341,122,248472534.27,0.0,2025-05,2026-05
gestor,CONCRETA GESTORA DE RECURSOS LTDA,304829758.54,8.0,217302462.16,6.0,0.0,0.0,0.0,0.0,0.0003180160856106954,0.0002776673412599506,0.004034874435074483,0.0,0.6834678614078838,-68.31498453222731,0.03180160856106954,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,220,230,10,87527296.38000003,2.0,2025-05,2026-05
gestor,FIELD GESTORA DE RECURSOS LTDA,302311079.61,3.0,142280212.07,2.0,83857309.77,1.0,83857309.77,217082595.16000003,0.00031538845365617404,0.00018180451250612202,0.0133583941150052,0.0001071521970694636,0.6835750136049534,-68.32596251512972,0.020823625658671043,0.0003385191707422167,0.0007951156840413699,0.04565965132991531,0.31653213859211626,0.2848304461686299,same_direction,directional_only,221,264,43,160030867.54000002,1.0,2025-05,2026-05
gestor,IF ASSET GESTAO DE RECURSOS LTDA,301815713.02,1.0,213359214.83,1.0,0.0,0.0,0.0,0.0,0.0003148716584959881,0.0002726286914850331,0.004224296701095498,0.0,0.6834678614078838,-68.31529897493878,0.031487165849598805,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,222,236,14,88456498.18999997,0.0,2025-05,2026-05
gestor,SIMPLIX ASSET MANAGEMENT LTDA,288960862.87,3.0,7974229.74,1.0,7974229.74,1.0,7974229.74,110268169.68,0.0003014607331801823,1.0189406730566734e-05,0.029127132644961556,1.0189406730566734e-05,0.6834780508146144,-68.31765900814342,0.029127132644961556,3.2190749337137034e-05,0.00040388291423585466,0.037169216489871766,0.31653213859211626,0.2848304461686299,same_direction,directional_only,223,462,239,280986633.13,2.0,2025-05,2026-05
gestor,FIGTREE CAPITAL ADMINISTRACAO DE RECURSOS LTDA,287449526.71,8.0,318681410.43,4.0,0.0,0.0,0.0,128549778.23,0.00029988401963375197,0.000407208547310043,-0.010732452767629101,0.0,0.6834678614078838,-68.316797738825,0.029988401963375197,0.0,0.00047084357350425936,0.04708435735042594,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,224,198,-26,-31231883.72000003,4.0,2025-05,2026-05
gestor,SOMMA INVESTIMENTOS S.A,283010623.08,8.0,591123325.26,3.0,422374346.28,1.0,422374346.28,0.0,0.00029525309789049154,0.0007553326384347729,-0.04600795405442813,0.0005397065481090787,0.684007567955993,-68.37123148581026,-0.024445345021858713,0.0017050608210262821,0.0,-0.17050608210262821,0.31653213859211626,0.2848304461686299,same_direction,directional_only,225,145,-80,-308112702.18,5.0,2025-05,2026-05
gestor,BLP CAPITAL GESTORA DE RECURSOS LTDA,270804934.3,7.0,283572485.39,7.0,28717085.72,2.0,28717085.72,38831661.3,0.00028251941537015907,0.0003623466448104118,-0.007982722944025274,3.6694461541514335e-05,0.6835045558694254,-68.32220364540552,0.024582495382864472,0.0001159264955044545,0.000142230025001569,0.0026303529497114513,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,226,208,-18,-12767551.089999974,0.0,2025-05,2026-05
gestor,MAKALU GESTORA DE RECURSOS LTDA,267596356.26000002,4.0,295775578.49,2.0,0.0,0.0,0.0,0.0,0.00027917204064682364,0.00037793965918559997,-0.009876761853877633,0.0,0.6834678614078838,-68.3188689367237,0.027917204064682365,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,227,204,-23,-28179222.22999999,2.0,2025-05,2026-05
gestor,LEGEND LEGAL ASSETS GESTAO DE RECURSOS LTDA,262832329.29,2.0,66751804.910000004,2.0,0.0,0.0,0.0,0.0,0.0002742019313766541,8.529492031257073e-05,0.018890701106408336,0.0,0.6834678614078838,-68.31936594765072,0.02742019313766541,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,228,330,102,196080524.38,0.0,2025-05,2026-05
gestor,LESTE CREDIT GESTAO DE RECURSOS LTDA,262568934.78,8.0,158985456.69,5.0,33064547.58,1.0,33064547.58,128907017.14,0.0002739271429457518,0.0002031503399423393,0.007077680300341248,4.22496133971174e-05,0.683510111021281,-68.32361838783353,0.023167752954863438,0.00013347653601633263,0.0004721520444117565,0.03386755083954238,0.31653213859211626,0.2848304461686299,same_direction,directional_only,229,255,26,103583478.09,3.0,2025-05,2026-05
gestor,EST GESTAO DE PATRIMONIO LTDA,261420487.41,1.0,195020607.25,1.0,195020607.25,1.0,195020607.25,261420487.41,0.00027272901603423707,0.0002491957659740515,0.002353325006018556,0.0002491957659740515,0.683717057173858,-68.34443281578237,0.002353325006018556,0.0007872684495243799,0.0009575135653608171,0.01702451158364372,0.31653213859211626,0.2848304461686299,same_direction,directional_only,230,239,9,66399880.16,0.0,2025-05,2026-05
gestor,LEEN CAPITAL LTDA,259444245.48999998,3.0,217171901.15,1.0,217171901.15,1.0,217171901.15,254439629.04,0.00027066728583234243,0.00027750051144974705,-0.0006833225617404622,0.00027750051144974705,0.6837453619193337,-68.34746946335014,-0.0006833225617404622,0.0008766898447785568,0.000931944541856342,0.005525469707778516,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,231,231,0,42272344.339999974,2.0,2025-05,2026-05
gestor,FACT INVESTMENTS GESTAO DE RECURSOS LTDA,257662456.91,1.0,218891341.14,1.0,0.0,0.0,0.0,0.0,0.00026880842063390715,0.0002796975980622669,-0.0010889177428359748,0.0,0.6834678614078838,-68.31990529872499,0.026880842063390715,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,232,229,-3,38771115.77000001,0.0,2025-05,2026-05
gestor,B.SIDE WEALTH MANAGEMENT CONSULTORIA E GESTAO DE RECURSOS LTDA,256604398.75,5.0,0.0,0.0,0.0,0.0,0.0,6824035.49,0.0002677045929892466,0.0,0.02677045929892466,0.0,0.6834678614078838,-68.32001568148947,0.02677045929892466,0.0,2.4994623095208505e-05,0.0024994623095208504,0.31653213859211626,0.2848304461686299,same_direction,directional_only,233,501,268,256604398.75,5.0,2025-05,2026-05
gestor,FRANKLIN TEMPLETON BRASIL LTDA,252685940.24,1.0,0.0,0.0,0.0,0.0,0.0,252685940.24,0.00026361662978333604,0.0,0.026361662978333603,0.0,0.6834678614078838,-68.32042447781005,0.026361662978333603,0.0,0.0009255212472168986,0.09255212472168986,0.31653213859211626,0.2848304461686299,same_direction,directional_only,234,501,267,252685940.24,1.0,2025-05,2026-05
gestor,PATAGONIA CAPITAL GESTORA DE RECURSOS LTDA,252345670.55,12.0,133304911.47999999,8.0,67778467.94,4.0,67778467.94,88838104.71,0.00026326164070555034,0.00017033594548179076,0.009292569522375957,8.660678208844001e-05,0.6835544681899723,-68.32912065492668,0.017665485861711034,0.00027361133840517096,0.0003253902983026715,0.005177895989750056,0.31653213859211626,0.2848304461686299,same_direction,directional_only,235,270,35,119040759.07000002,4.0,2025-05,2026-05
gestor,FICTOR ASSET LTDA,239730033.49,5.0,128949633.72,1.0,0.0,0.0,0.0,124902203.53,0.00025010027636067133,0.00016477080653192757,0.008532946982874377,0.0,0.6834678614078838,-68.32177611315232,0.025010027636067134,0.0,0.0004574834796167467,0.04574834796167467,0.31653213859211626,0.2848304461686299,same_direction,directional_only,236,273,37,110780399.77000001,4.0,2025-05,2026-05
gestor,ALTINVEST GESTAO E ADMINISTRACAO DE RECURSOS DE TERCEIROS LTDA,236073142.25,2.0,105739572.16,1.0,0.0,0.0,0.0,127531903.47,0.000246285195302907,0.00013511317624194144,0.011117201906096554,0.0,0.6834678614078838,-68.3221576212581,0.024628519530290698,0.0,0.0004671153695666321,0.04671153695666321,0.31653213859211626,0.2848304461686299,same_direction,directional_only,237,293,56,130333570.09,1.0,2025-05,2026-05
gestor,SIGA GESTORA DE RECURSOS LTDA,234913909.7,2.0,184362469.2,2.0,184362469.2,2.0,184362469.2,234913909.7,0.00024507581666602716,0.0002355768827561246,0.0009498933909902547,0.0002355768827561246,0.6837034382906401,-68.3458362473974,0.0009498933909902547,0.0007442431716536983,0.0008604270363742415,0.011618386472054317,0.31653213859211626,0.2848304461686299,same_direction,directional_only,238,241,3,50551440.5,0.0,2025-05,2026-05
gestor,EAGLE CAPITAL GESTAO DE INVESTIMENTOS LTDA,234372786.69,3.0,163916166.22,4.0,2798413.42,1.0,2798413.42,0.0,0.0002445112857544184,0.00020945076098732559,0.0035060524767092796,3.5757901974688116e-06,0.6834714371980813,-68.3226925912327,0.024093549555694958,1.1296768199821187e-05,0.0,-0.0011296768199821187,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,239,251,12,70456620.47,-1.0,2025-05,2026-05
gestor,SPECIAL SITUATIONS NEO GESTAO DE RECURSOS LTDA,233066001.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024314797143611992,0.0,0.024314797143611993,0.0,0.6834678614078838,-68.32247134364478,0.024314797143611993,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,240,501,261,233066001.3,10.0,2025-05,2026-05
gestor,NEXA FINANCE LTDA,226401961.61,4.0,21507053.65,1.0,21507053.65,1.0,21507053.65,98925586.78,0.00023619565868713343,2.7481540457344514e-05,0.020871411822978893,2.7481540457344514e-05,0.6834953429483412,-68.32591472896542,0.020871411822978893,8.682069561586371e-05,0.000362338056368819,0.027551736075295527,0.31653213859211626,0.2848304461686299,same_direction,directional_only,241,424,183,204894907.96,3.0,2025-05,2026-05
gestor,VESTRA GESTORA DE RECURSOS LTDA,226236717.44,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023602326638408179,0.0,0.023602326638408177,0.0,0.6834678614078838,-68.32318381414998,0.023602326638408177,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,242,501,259,226236717.44,4.0,2025-05,2026-05
gestor,CERES ASSET GESTAO DE INVESTIMENTOS LTDA,221864614.74,6.0,360332991.37,6.0,0.0,0.0,0.0,0.0,0.0002314620352457528,0.000460430602982693,-0.022896856773694015,0.0,0.6834678614078838,-68.32363993726382,0.02314620352457528,0.0,0.0,0.0,0.31653213859211626,0.2848304461686299,indeterminate,not_decision_grade,243,188,-55,-138468376.63,0.0,2025-05,2026-05
