cnpj,fundo,secao,caso,carteira_mm,inadimplencia_mm,pdd_mm,diagnostico,lacunas,contraprova_fontes,contraprova_trecho,terceiro_veredito,terceiro_competencia,terceiro_vencidos_brl,terceiro_pdd_brl,terceiro_documento,recompra_substituicao,recompra_substituicao_sinal,recompra_substituicao_fonte,recompra_substituicao_trecho,resolucao_cessao,resolucao_cessao_sinal,resolucao_cessao_fonte,resolucao_cessao_trecho,coobrigacao,coobrigacao_sinal,coobrigacao_fonte,coobrigacao_trecho,liquidacao_curta,liquidacao_curta_sinal,liquidacao_curta_fonte,liquidacao_curta_trecho,politica_pdd,politica_pdd_sinal,politica_pdd_fonte,politica_pdd_trecho
31739396000117,LF III,Adquirência,nem PDD nem inadimplência declaradas — apurar,1292.1324325399999,0.0,0.0,"Regulamento: recompra/substituição pelo cedente; resolução da cessão; liquidação em poucos dias; política de provisionamento · cessão sem regresso (coobrigação do cedente) · terceiro cita o tema em demonstrações financeiras, rating",sem medição estruturada de terceiro para confirmar o zero,"demonstrações financeiras, rating","10,5% Senior 2 302.572 302.403 84,2% Subordinada 21.084 18.956 5,3% Composição da Carteira Data  Caixa Total (%)Caixa DC total (%)DC total PDD (%)PDD Passivo Total (%)Passivo Cotas em Fundos (%) Cotas 31/03/2024 28.983 7,7% 346.807 92,3% 0 0,0% 157 0,0% 0 0,0% 30/04/2024 11.774 3,1% 362.356 96,9% 0 0,0% 173 0,0% 0 0,0% 31/05/2024 2.693 0,7% 369.362 99,3% 0 0,0% 125 0,0% 0 0,0% 30/06/2024 3.477 0,9%",sem medição estruturada de terceiro,,,,,sim,afirmativa,Regulamento 1146939 p.48,"faculdade de, a seu exclusivo critério, adquirir, qualquer Direito Creditório Cedido ao Fundo por ela originado. Ainda, conforme Contrato de Cessão, a Cedente deverá a proceder à recompra dos Direitos Creditórios , na hipótese de Resolução de Cessão (conforme definido no Contrato de Cessão), o que dar-se-á, especificamente, nos seguintes casos: (a) aquisição pelo Fundo de Direito Creditório (a.1) inexistente, em virtude de má formalização ou vício dos respectivos Documentos Comprobatórios, na fo",sim,afirmativa,Regulamento 1146939 p.13,"Patrimônio Líquido do Fundo, verificado mensalmente. “Índice de Resolução de Cessão” significa a razão entre (a) a soma do valor total pago pela Cedente ao Fundo em decorrência da resolução da cessão de determinados Direitos Creditórios e (b) o Patrimônio Líquido do Fundo. Como regra geral, o Índice de Resolução de Cessão não deverá ultrap assar o montante equivalente a 1,50% (um inteiro e cinquenta centésimos por cento) do Patrimônio Líquido do Fundo, verificado mensalmente.",sim,negativa,Regulamento 1146939 p.42,"42 11.1.2 O Fundo adquirirá Direitos Creditórios Elegíveis e todos e quaisquer direitos, prerrogativas, garantias e acessórios pertinentes, em caráter definitivo e sem qualquer direito de regresso contra a Cedente e/ou coobrigação desta. 11.1.3 Os Direitos Creditórios Elegíveis serão adquiridos pelo Fundo com todos os respectivos direitos, preferências, garantias, prerrogativas, ações e acessórios assegurados à Cedente, nos termos da legislação civil aplicável, mantendo-se inalterados os demais ",sim,afirmativa,Regulamento 1146939 p.4,"com o Custodiante, indicando os Direitos Creditórios ofertados ao Fundo, referentes às Transações de Pagamento liquidadas no dia imediatamente anterior por meio do Sistema Listo. “Arranjo de Pagamento” é o conjunto de regras e procedimentos estabelecidos pela Bandeira que disciplina a prestação de determinado serviço de pagamento ao público, tais como as atividades de emissão de Instrumentos de Pagamento e o credenciamento de Estabelecimentos Comerciais, bem como define",sim,afirmativa,Regulamento 1146939 p.22,"do Fundo para a conta de titularidade do Fundo mantida em uma outra instituição; (v) elaborar a metodologia de provisão de perdas dos Direitos Creditórios, mantendo a política de provisão para devedores duvidosos da Administradora atualizada e em conformidade com as boas práticas de mercado, a legislação, a regulamentação e a autorregulação aplicáveis, em especial, o Código ANBIMA e as Regras e Procedimentos ANBIMA; (w) elaborar a metodologia de apreçamento dos Ativos Financeiros de Liquidez, ma"
38376526000143,Hotfund,Adquirência,nem PDD nem inadimplência declaradas — apurar,1251.07916341,0.0,0.0,Regulamento: resolução da cessão; coobrigação do cedente; liquidação em poucos dias; política de provisionamento · Informe Trimestral 09/2021: vencidos 0.00 e PDD 0.00 — terceiro também mede zero,,informe trimestral,"l Recebíveis 468.991.948,32 74,43% 1.a) Direitos Creditórios a Vencer 468.991.948,32 74,43% 1.b) Direitos Creditórios Vencidos 0 0,00% 1.c) PDD 0 0,00% 2. Outros Ativos Liquidez 161.182.736,55 25,58% 2.a) Tesouraria 9.619,35 0,00% 3. Contas a Pagar e Receber -83.782,05 -0,01% 4. Patrimônio Líquido Total 630.090.902,82 100,00% Ao final do trimestre o percentual de Direitos Creditórios se situou em 74,",terceiro também mede zero,09/2021,0.0,0.0,Informe Trimestral 237849,não,,,,sim,afirmativa,Regulamento 180263 p.35,"Resolução de Cessão, incluindo, sem limitação, as situações em que houver falhas na cessão o riundas de problemas operacionais e de desconformidade na formalização da cessão. Tal Resolução da Cessão gera a obrigação dos Cedentes de pagarem ao Fundo o preço estabelecido nas Condições Gerais de Cessão. Na ocorrência de tais eventos que ensejam a Resolução de Cessão, é possível que os Cedentes não cumpram, por qualquer motivo, sua obrigação de pagamento do preço acordado, o que poderia afetar negat",sim,afirmativa,Regulamento 180260 p.29,"dos eventuais prejuízos decorrentes de tal inadimplência, o que pode comprometer a rentabilidade das Cotas Seniores ou mesmo causar perdas ao Patrimônio Líquido. XIV - AUSÊNCIA DE COOBRIGAÇÃO DA CEDENTE (SE APLICÁVEL) : A Cedente, seus controladores, sociedades por ela direta ou indiretamente controladas, coligadas ou outras sociedades sob controle comum não respondem pelo pagamento dos Direitos Creditórios Adquiridos ou pela solvência dos Devedores. A Cedente é somente responsável, na Data de A",sim,afirmativa,Regulamento 180263 p.5,a e que seja suficiente para identificação da Transação de Pagamento do respectivo NSU ; e (vi) data de vencimento aplicável com base no prazo de liquidação definido no respectivo Arranjo de Pagamento. Arquivo de Retorno de Direitos Creditórios Adquiridos significa cada arquivo eletrônico que será enviado pelo Fundo ao Agente de Liquidação indicando o aceite ou não aceite dos Direitos Creditórios com base no Arquivo de Envio. Arranjo de Pagamento significa o conjunto de regras e procedimentos es,sim,afirmativa,Regulamento 180260 p.17,"1 , e alterações posteriores , sempre que houver evidência de redução no valor recuperável dos ativos do FUNDO, avaliados pelo custo ou custo amortizado, deverá ser registrada uma provisão para perdas. A perda por redução no valor de recuperação será mensurada e registrada pela difere nça entre o valor contábil do ativo antes da mudança de estimativa e o valor presente do novo fluxo de caixa esperado, calculado após a mudança de estimativa, desde que a mudança seja relacionada a uma deterioração"
58349979000198,Volkswagen Tera,Risco Corporativo,nem PDD nem inadimplência declaradas — apurar,951.47221489,0.0,0.0,Regulamento: resolução da cessão; coobrigação do cedente · terceiro cita o tema em demonstrações financeiras,sem medição estruturada de terceiro para confirmar o zero,demonstrações financeiras,"Durante o período de 30 de janeiro (início das atividades) a 31 de dezembro 2025, a taxa média praticadas nas aquisições foi de 23,22%. k) Provisão para perdas esperadas (i) Critérios A Administradora é responsável pela execução da metodologia, que se inicia com a análise das características da carteira do Fundo. Essa análise abrange as particularidades dos créditos a serem adquiridos, bem como a estrutu",sem medição estruturada de terceiro,,,,,não,,,,sim,afirmativa,Regulamento 822809 p.23,"podendo este, inclusive, incorrer em custos com o fim de recuperar os seus créditos. (d) Risco de Crédito da Cedente. Em determinadas situações, tais como em eventos que causem a Resolução da Cessão, ou, na forma prevista no Contrato de Cessão, em relação às comissões devidas pela Cedente ao Fundo, o Fundo pode ter valores a receber diretamente da Cedente. O Fundo poderá sofrer o impacto de eventual inadimplemento de tais obrigações de pagamento pela Cedente , inclusive em decorrência de eventua",sim,afirmativa,Regulamento 822809 p.21,"te ou de terceiros . A Cedente não responde pelo pagamento dos Direitos Creditórios Cedidos ou pela solvência dos Devedores. O pagamento dos Direitos Creditórios Cedidos não conta com coobrigação ou garantia de quaisquer terceiros. Na hipótese de inadimplemento dos Direitos Creditórios Cedidos, portanto, poderá haver um impacto negativo no patrimônio e na rentabilidade do Fundo. (c) Fatores macroeconômicos . Como o Fundo aplicará seus recursos preponderantemente nos Direitos Creditórios Cedidos,",não,,,,não,,,
45598747000121,Sumup Solo,Adquirência,nem PDD nem inadimplência declaradas — apurar,355.10373298,0.0,0.0,Regulamento: resolução da cessão; coobrigação do cedente; liquidação em poucos dias · Informe Trimestral 06/2024: vencidos 0.00 e PDD 0.00 — terceiro também mede zero,,"demonstrações financeiras, informe trimestral","ecebíveis 203.829.557,35 94,77% 1.a) Direitos Creditórios a Vencer 203.829.557,35 94,77% 1.b) Direitos Creditórios Vencidos 0,00 0,00% 1.c) PDD 0,00 0,00% 2. Outros Ativos Liquidez 11.266.591,21 5,24% 2.a) Tesouraria 5.408,64 0,00% 3. Contas a Pagar e Receber -11.860,46 -0,01% 4. Patrimônio Líquido Total 215.084.288,10 100,00% Ao final do trimestre o percentual de Direitos Creditórios se situou 94,77",terceiro também mede zero,06/2024,0.0,0.0,Informe Trimestral 719126,não,,,,sim,afirmativa,Regulamento 298629 p.22,"e comum, não são responsáveis, em conjunto ou isoladamente, pela adoção ou manutenção dos referidos procedimentos. 9.3.10 Risco relacionado à adimplência do Cedente na hipótese de Resolução da Cessão. Nos termos do Contrato de Cessão, existem hipóteses nas quais haverá a obrigação do Cedente de pagar ao Fundo um valor em decorrência de Resolução de Cessão, nos termos do Contrato de Cessão. Na ocorrência de tais eventos, é possível que o Cedente não cumpra, por qualquer motivo, a sua obrigação de",sim,afirmativa,Regulamento 298629 p.19,"s Cotas, a uma remuneração superior a estabelecida no respectivo Suplemento, o qual representa o limite máximo de remuneração possível para esta classe de Cotas. 9.3.3 Ausência de coobrigação do Cedente ou de terceiros . O Cedente não responde pelo pagamento dos Direitos Creditórios Cedidos ou pela solvência dos Devedores. O pagamento dos Direitos Creditórios Cedidos não conta com coobrigação ou garantia de quaisquer terceiros. Na hipótese de inadimplemento dos Direitos Creditórios Cedidos, port",sim,afirmativa,Regulamento 298629 p.31,"riundos dos Direitos Creditórios Cedidos e, consequentemente, afetar neg ativamente o patrimônio do Fundo. 9.7.3 Concorrência. O Cedente está sujeito à competição com instituições credenciadoras e outros subcredenciadores na prestação de serviços aos Clientes e Estabelecimentos Comerciais, e o seu desempenho financeiro depende das condições dos mercados em que atua e do ambiente macroeconômico no País. A concorrência nos mercados em que atua e eventuais mudanças setoriais e no ambiente macroecon",não,,,
62626887000185,Sumup Smart IV,Adquirência,nem PDD nem inadimplência declaradas — apurar,347.99120065,0.0,0.0,"Regulamento: resolução da cessão; coobrigação do cedente; liquidação em poucos dias; política de provisionamento · terceiro cita o tema em demonstrações financeiras, informe trimestral",sem medição estruturada de terceiro para confirmar o zero,"demonstrações financeiras, informe trimestral","7 % de Recompra 0,0000 % 0,0000 % 0,0000 % % de Resolução de Cessão 0,0000 % 0,0000 % 0,0000 % % de Permuta 0,0000 % 0,0000 % 0,0000 % % de Inadimplência 0,0000 % 0,0000 % 0,0000 % 6. EVENTOS DE AVALIAÇÃO 6.1. São Eventos de Avaliação: Banco Bradesco S/A Página 7 29/04/2026 10:47:25",sem medição estruturada de terceiro,,,,,não,,,,sim,afirmativa,Regulamento 1037253 p.22,"as hipóteses acima, poderão afetar negativamente e resultar em perdas nos resultados do Fundo e aos Cotistas, em especial caso o Cedente não cumpra com a obrigação de pagamento da Resolução da Cessão, conforme determina o Contrato de Cessão. (vi) Critérios de Elegibilidade e Condições de Cessão . Os Critérios de Elegibilidade e as Condições de Cessão têm a finalidade de selecionar e definir o tipo de Direitos Creditórios passíveis de aquisição pelo Fundo. O adimplemento dos Direitos Creditórios ",sim,afirmativa,Regulamento 1037253 p.22,"22 (ii) Ausência de coobrigação do Cedente ou de terceiros . O Cedente não responde pelo pagamento dos Direitos Creditórios Cedidos ou pela solvência dos Devedores. O pagamento dos Direitos Creditórios Cedidos não conta com coobrigação ou garantia de quaisquer terceiros. Na hipótese de inadimplemento dos Direitos Creditórios Cedidos, portanto, poderá haver um",sim,afirmativa,Regulamento 1037253 p.33,"ser interrompidas, o que poderá trazer perdas ao Fundo e aos Cotistas. 10.7.2. Risco de Média Materialidade (i) Concorrência. O Cedente está sujeito à competição com instituições credenciadoras e subcredenciadoras na prestação de serviços aos Clientes e Estabelecimentos Comerciais, e o seu desempenho financeiro depende das condições dos mercados em que atua e do ambiente macroeconômico no País. A concorrência nos mercados em que atua e eventuais mudanças setoriais e no ambiente macroeconômico do",sim,afirmativa,Regulamento 995528 p.58,"e alterada. Desta forma, o valor do saldo dos Direitos Creditórios e/ou Ativos Financeiros será reduzido pelo valor da provisão efetuada ou perda reconhecida. O efeito de perda ou provisão para devedores duvidosos de Direitos Creditórios de um mesmo Devedor deverá ser mensurado levando -se em consideração o disposto no Art. 13 da Instrução CVM 489, sendo facultada a análise individualizada dos Direitos Creditório s, observada a metodologia de avaliação descrita no manual do Custodiante, através "
63622842000103,Desbrava Uno Artigos Esport…,Risco Corporativo,nem PDD nem inadimplência declaradas — apurar,342.79731929,0.0,0.0,Regulamento: política de provisionamento · cessão sem regresso (coobrigação do cedente),sem medição estruturada de terceiro para confirmar o zero,,,sem medição estruturada de terceiro,,,,,não,,,,não,,,,sim,negativa,Regulamento 1042148 p.51,"integrantes da carteira do Fundo (bem como de eventuais bens recebidos em decorrência da execução ou excussão das garantias vinculadas a esses ativos), em caráter definitivo e sem direito de regresso contra o Fundo ou coobrigação deste, sempre considerando o valor da participação de cada Cotista no valor tot al das Cotas em circulação. 19.4.1 Para fins do disposto no item 19.4 acima e caso a Assembleia Geral referida no subitem 19.2.2 acima não delibere sobre os procedimentos para dação em pagam",não,,,,sim,afirmativa,Regulamento 1042148 p.89,"e alterada. Desta forma, o valor do saldo dos Direitos Creditórios e/ou Ativos Financeiros será reduzido pelo valor da provisão efetuada ou perda reconhecida. O efeito de perda ou provisão para devedores duvidosos de Direitos Creditórios de um mesmo Devedor deverá ser mensurado levando-se em consideração o disposto no artigo 13 da Instrução CVM 489, sendo facultada a análise individualizada dos Direitos Creditórios, observada a metodologia de avaliação descrita no manual do Custodiante, através "
52271464000136,Kiwify,Adquirência,nem PDD nem inadimplência declaradas — apurar,332.94366331,0.0,0.0,Regulamento: liquidação em poucos dias · cessão sem regresso (coobrigação do cedente) · Informe Trimestral 06/2024: vencidos 0.00 e PDD 0.00 — terceiro também mede zero,,informe trimestral,"al Recebíveis 1.422.141,59 76,55% 1.a) Direitos Creditórios a Vencer 1.422.141,59 76,55% 1.b) Direitos Creditórios Vencidos 0,00 0,00% 1.c) PDD 0,00 0,00% 2. Outros Ativos Liquidez 493.942,69 26,59% 2.a) Tesouraria 17.076,22 0,92% 3. Contas a Pagar e Receber -75.377,18 -4,06% 4. Patrimônio Líquido Total 1.857.783,32 100,00% Ao final do trimestre o percentual de Direitos Creditórios se situou em 76,55",terceiro também mede zero,06/2024,0.0,0.0,Informe Trimestral 719140,não,,,,não,,,,sim,negativa,Regulamento 883860 p.67,"stema de registro e liquidação financeira administrado pela B3 ou em instituições ou entidades autorizadas à prestação desse serviço pelo BACEN ou pela CVM. 4.1.6. Inexistência de Direito de Regresso e Coobrigação . A Classe adquirirá Direitos Creditórios e todos e quaisquer direitos, prerrogativas, garantias e acessórios pertinentes, em caráter definitivo e sem qualquer direito de regresso contra a Cedente e/ou coobrigação desta, observados, em qualquer caso: (i) os demais termos e condições de",sim,afirmativa,Regulamento 883860 p.4,"al; (iii) Devedor; (iv) Preço de Aquisição; (v) Data de Pagamento do Preço de Aquisição; e (vi) data de vencimento aplicável com base no prazo de liquidação definido no respectivo Arranjo de Pagamento. “Arquivo de Confirmação de Registro dos Direitos Creditórios” significa o arquivo eletrônico disponibilizado pela Entidade Registradora evidenciando a troca de titularidade dos Direitos Creditórios, no Sistema de Registro, em favor da Classe. Docusign Envelope ID: C80ED2DD-2ECD-42A9-A003-0E6D332BC",não,,,
40919667000107,Recargapay I,Adquirência,nem PDD nem inadimplência declaradas — apurar,286.00337362,0.0,0.0,Regulamento: resolução da cessão; liquidação em poucos dias · cessão sem regresso (coobrigação do cedente) · Informe Trimestral 06/2024: vencidos 0.00 e PDD 0.00 — terceiro também mede zero,,informe trimestral,"tal Recebíveis 317.567.692,57 88,08% 1.a) Direitos Creditórios a Vencer 317.567.692,57 88,08% 1.b) Direitos Creditórios Vencidos 0,00% 1.c) PDD 0,00% 2. Outros Ativos Liquidez 295.425,02 0,08% 2.a) Tesouraria 0,00% 3. Contas a Pagar e Receber 42.690.908,61 11,84% 4. Patrimônio Líquido Total 360.554.026,20 100,00% Ao final do trimestre o percentual de Direitos Creditórios se situou 88,08%, mantendo -s",terceiro também mede zero,06/2024,0.0,0.0,Informe Trimestral 719131,não,,,,sim,afirmativa,Regulamento 393691 p.27,"resentando, os Cedentes, terá a obrigação de pagar ao Fundo um valor a título de resolução de cessão dos Direitos Creditórios Cedidos. Na ocorrên cia de tais eventos que ensejam a resolução da cessão, caso a RecargaPay não realize o pagamento do valor estabelecido nas Condições Gerais de Cessão, o Fundo poderá incorrer em perdas, o que poderá afetar negativamente os resultados do Fundo e/ou provocar perdas patrimoniais ao Fundo e aos Cotistas. 6.3.7. Risco de Concentração do Devedor – Os Direito",sim,negativa,Regulamento 393691 p.20,"t ema de registro e liquidação financeira administrado pela B3 ou em instituições ou entidades autorizadas à prestação desse serviço pelo BACEN ou pela CVM. 4.1.6. Inexistência de Direito de Regresso e Coobrigação . O Fundo adquirirá Direitos Creditórios Elegíveis e todos e quaisquer direitos, prerrogativas, garantias e acessórios pertinentes, em caráter definitivo e sem qualquer direito de regresso contra o respectivo Cedente e/ou coobrigação deste, observados, em qualquer caso: (i) os demais t",sim,afirmativa,Regulamento 393691 p.3,"/ME sob o nº 45.246.410/0001-55, com sede na Cidade e Estado do Rio de Janeiro, na Praia de Botafogo, n° 228, sala 907 – Parte, Botafogo, CEP 22250-906. Adquirente da Operação é a Credenciadora que capturou a Transação de Pagamento. Afiliadas significa, em relação a uma determinada Pessoa, qualquer Pessoa jurídica (i) controlada direta ou indiretamente; (ii) que esteja sob o controle comum a tal Pessoa; bem como (iii) as controladoras diretas e indiretas de tal Pessoa. A expressão “controle”, pa",não,,,
42085830000109,Cloudwalk Akira I,Adquirência,nem PDD nem inadimplência declaradas — apurar,255.41439599,0.0,0.0,Regulamento: recompra/substituição pelo cedente; liquidação em poucos dias; política de provisionamento · cessão sem regresso (coobrigação do cedente) · Informe Trimestral 03/2022: vencidos 0.00 e PDD 0.00 — terceiro também mede zero,,"demonstrações financeiras, informe trimestral","s Creditórios Elegíveis cedidos ao Fundo, nada garante que, no âmbito de eventual cobrança judicial e/ou extrajudicial do total dos valores inadimplidos e acréscimos aplicáveis, referidas cobranças atingirão os resultados almejados, recuperando para o Fundo os valores devidos, o que poderá implicar perdas patrimoniais ao Fundo. Risco de Crédito relativo aos Ativos Financeiros O Fundo poderá alocar até 50% (ci",terceiro também mede zero,03/2022,0.0,0.0,Informe Trimestral 306101,sim,afirmativa,Regulamento 259045 p.33,"do não terá qualquer direito contra a Cedente em razão da ocorrência de tal hipótese, incluindo qualquer direito de indenização e/ou penalidade contra a Cedente. 11.7. Direitos de Recompra dos Direitos Creditórios Cedidos. A Cedente terá a faculdade de, a seu exclusivo critério, adquirir, à vista, em moeda corrente nacional, os Direitos Creditórios Cedidos, desde que em sua totalidade, a partir do 13º (décimo terceiro) mês (inclusive) contados da 1ª (primeira) data de integralização de Cotas, pe",não,,,,sim,negativa,Regulamento 259045 p.5,"adquirirá Direitos Creditórios Elegíveis e todos e quaisquer direitos, prerrogativas, acessórios, ações, coobrigações e garantias pertinentes, em caráter definitivo e sem qualquer direito de regresso contra a Cedente e/ou coobrigação desta, observados, em qualquer caso: (i) os demais termos e condições deste Regulamento; (ii) os termos, condições e procedimentos previstos no Contrato de Cessão e nos respectivos Termos de Cessão; (iii) os procedimentos pertinentes à aquisição dos Direitos Cred it",sim,afirmativa,Regulamento 259045 p.4,"tiplas relações de crédito, sendo as mais relevantes para fins da operação do Fundo: (a) o crédito do Emissor em face do Usuário-Final; (b) o crédito da CloudWalk (na qualidade de Credenciadora) em face do Emissor; e (c) o crédito do Estabelecimento Credenciado em face da CloudWalk (na qualidade de Credenciadora); (iii) em decorrência do item (ii) acima, cada Transação de Pagamento origina um ou mais Direitos Creditórios, de modo que, em decorrência do crédito do Usuário-Final em face da CloudWa",sim,afirmativa,Regulamento 259045 p.34,"mplidos, inclusive, realizar acordos, conceder descontos, limitados às respectivas provisões para devedores duvidosos, conforme percentuais aplicáveis segundo a sua metodologia de provisão para perdas (PDD), observado, no mínimo, o val or de aquisição desses Direitos Creditórios Inadimplidos e alterar a data de pagamento ou conceder prazo adicional para pagamento dos boletos ou alterar documentos de cobrança relacionados aos Direitos Creditórios Inadimplidos, de acordo com os procedimentos de co"
30035329000159,Via Invest II,Consignado INSS e FGTS,nem PDD nem inadimplência declaradas — apurar,201.26049916,0.0,0.0,"Regulamento: recompra/substituição pelo cedente; resolução da cessão; coobrigação do cedente; liquidação em poucos dias; política de provisionamento · terceiro cita o tema em demonstrações financeiras, rating",sem medição estruturada de terceiro para confirmar o zero,"demonstrações financeiras, rating","2 42 113 113 107 100 95 (*) posição no último dia útil do mês / Fonte: Singulare Corretora de Títulos e Valores Mobiliários S/A. Recompras, Atrasos e PDD (R$ Mil e % do PL) Data Out/20 Nov/20 Dez/20 Jan/21 Fev/21 Mar/21 Abr/21 Mai/21 Jun/21 Jul/21 Ago/21 Set/21 Recompras 0,0 22,7 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 0,0 % PL 0,0% 0,9% 0,0% 0,0% 0,0% 0,0% 0,0% 0,0% 0,0% 0,0% 0,0% 0,0% Créditos Vencidos * 3",sem medição estruturada de terceiro,,,,,sim,afirmativa,Regulamento 281209 p.39,vírgula seis por cento) do Patrimônio Líquido; e) caso o Índice de Recompra atinja o valor de 25% (vinte e cinco por cento) do valor total da carteira do fundo;f)caso o Índice de Recompra dos Direitos Creditórios Elegíveis Cedidos for superior a 10% (dez por cento) em 2 (dois) meses consecutivos ou 4 (quatro) meses alternados em um período de 12 (doze) meses. O Índice de Recompra é calculado como o percentual de Direitos Creditórios recomprados no mês dividido pelo fluxo de vencimentos do mês em,sim,afirmativa,Regulamento 729209 p.66,"rtir de amostra dos Direitos Creditórios cedidos, a carteira da Classe poderá conter Direitos Creditórios cedidos cuja documentação apresente irregularidades, o que poderá levar à resolução da cessão ou",sim,afirmativa,Regulamento 281209 p.19,"lidade, estabelecidos neste Regulamento, os Direitos Creditórios serão cedidos ao Fundo pelas respectivas Cedentes, credoras origináriasou não,em caráter definitivo, podendo haver direito de regresso se estiver prevista a coobrigação das Cedentes no respectivo Contrato de Cessão, bem como acompanhados da cessão todos e quaisquer direitos, garantias e prerrogativas, principais e acessórias, assegurados em razão de sua titularidade.Parágrafo Terceiro. Orecebimento e a guarda dos Documentos Comprob",sim,afirmativa,Regulamento 281209 p.19,"rural financeira,contratos de aluguel de diversos,Certificados de Recebíveis Imobiliários CRIs, debêntures, letras de câmbio, recebíveis de cartões (NSU Número Sequencial Único), agenda de recebíveis de cartões junto à adquirentes e/ou bandeiras e outros títulos de crédito elegíveis aos fundos de investimento em direitos creditórios padronizados, juntamente com todos os seus anexos, direitos, privilégios, Parágrafo Primeiro. O Fundo poderá adquirir Direitos Creditórios relacionadosde empresários",sim,afirmativa,Regulamento 281209 p.38,"o antecipar a alocação da provisão equivalente a 100% de perda do respectivo Devedor/Sacado, em decorrência da situação e monitoramento do crédito inadimplente.Parágrafo Segundo.A provisão para Devedores duvidosos atingirá os demais créditos do mesmo Devedor.CAPÍTULO XIENCARGOS DO FUNDOArtigo 148. Constituem Encargos do Fundo, além da taxa de administração, as seguintes despesas, que podem ser debitadas pela Administradora:I taxas, impostos ou contribuições federais, estaduais, municipais ou aut"
54083697000130,Pernambucanas,Adquirência,nem PDD nem inadimplência declaradas — apurar,184.30854388,0.0,0.0,"Regulamento: resolução da cessão; liquidação em poucos dias; política de provisionamento · cessão sem regresso (coobrigação do cedente) · terceiro cita o tema em demonstrações financeiras, informe trimestral",sem medição estruturada de terceiro para confirmar o zero,"demonstrações financeiras, informe trimestral","- Composição da carteira na data base (28/06/2024): Carteira Valores % PL Caixa R$ 2.000,00 0,0% Valores Mobiliários R$ 50.739.857,05 22,0% PDD Valores Mobiliários R$ 0,00 0,0% Contas a Receber R$ 15.840,56 0,0% Contas a Pagar -R$ 14.004.456,98 -6,1% Cotas de FIDC R$ 8.085.844,50 3,5% PDD Cotas de FIDC R$ 0,00 0,0% Direitos Creditórios -Recebiveis a vencer R$ 167.641.685,85 72,6% -Recebiveis vencidos",sem medição estruturada de terceiro,,,,,não,,,,sim,afirmativa,Regulamento 624962 p.21,"que venha a substituí-la. “Resolução de Cessão” Significa a Resolução da cessão de Direitos Creditórios Cedidos, nos termos do Contrato de Cessão. “Taxa de Administração” Remuneração devida nos termos do item 5.1 do Anexo. “Taxa de Custódia” Remuneração devida nos termos do item 5.1 do Anexo. “Taxa de Gestão” Remuneração devida nos termos do item 5.2 do Anexo. “Taxa Máxima de Distribuição” Remune",sim,negativa,Regulamento 624962 p.60,"sistema de registro e liquidação financeira administrado pela B3 ou em instituições ou entidades autorizadas à prestação desse serviço pelo BACEN ou pela CVM. 6.5 Inexistência de Direito de Regresso e Ausência de Coobrigação. O Fundo adquirirá Direitos Creditórios Elegíveis e todos e quaisquer direitos, prerrogativas, garantias e acessórios pertinentes, em caráter definitivo, sem direito de regresso contra a Cedente e/ou coobrigação desta pelo adimplemento dos Direitos Credit órios e/ou solvênci",sim,afirmativa,Regulamento 624962 p.5,"Direito Creditório ou na obrigação de devolução do valor anteriormente pago pelas Devedoras (inclusive por meio de compensação), ou (ii) contestação, de acordo com as regras de um Arranjo de Pagamento, de uma Transação de Pagamento, seja no todo ou em parte, por parte do respectivo Usuário ou Recebedor Credenciado, Bandeira ou Emissor, conforme o caso, que poderá resultar na não realização do repasse ou no estorno do crédito correspondente efetuado no âmbito do Arranjo de Pagamento. “Cartão” ou ",sim,afirmativa,Regulamento 624962 p.103,"didos e aos Ativos Financeiros integrantes da carteira da Classe serão calculadas pela Administradora, de acordo com a regulamentação vigente e a metodologia descrita no manual de provisão para perdas da Administradora, também disponível na sua página na rede mundial de computadores. Clicksign 952bd0bf-8be0-4575-a571-bd2a934e8d32"
