cnpj,fundo,secao,caso,carteira_mm,inadimplencia_mm,pdd_mm,diagnostico,lacunas,contraprova_fontes,contraprova_trecho,terceiro_veredito,terceiro_competencia,terceiro_vencidos_brl,terceiro_pdd_brl,terceiro_documento,recompra_substituicao,recompra_substituicao_sinal,recompra_substituicao_fonte,recompra_substituicao_trecho,resolucao_cessao,resolucao_cessao_sinal,resolucao_cessao_fonte,resolucao_cessao_trecho,coobrigacao,coobrigacao_sinal,coobrigacao_fonte,coobrigacao_trecho,liquidacao_curta,liquidacao_curta_sinal,liquidacao_curta_fonte,liquidacao_curta_trecho,politica_pdd,politica_pdd_sinal,politica_pdd_fonte,politica_pdd_trecho
58476088000100,Saga,Risco Corporativo,nem PDD nem inadimplência declaradas — apurar,167.36485977,0.0,0.0,"Regulamento: coobrigação do cedente; política de provisionamento · terceiro cita o tema em demonstrações financeiras, informe trimestral",sem medição estruturada de terceiro para confirmar o zero,"demonstrações financeiras, informe trimestral","radas quaisquer inconsistências. 2. Quantidade de créditos vencidos e substituídos analisados, se houver, e se contemplam 100% dos créditos inadimplentes e substituídos na carteira: O Custodiante informou que, para o Trimestre em referência, não houve títulos inadimplidos ou substituídos. 3. Quantidade e a relevância de créditos inexistentes porventura encontrados: O Custodiante informou que, para o Trimestre",sem medição estruturada de terceiro,,,,,não,,,,não,,,,sim,afirmativa,Regulamento 830536 p.67,"os Direitos Creditórios deixarem de observar quaisquer dos Critérios de Elegibilidade após sua aquisição pelo Fundo, não haverá, por parte da Classe qualquer pretensão, recurso ou direito de regresso contra o Administrador, o Agente de Controladoria, o Gestor e/ou o Custodiante. 5. POLÍTICA DE INVESTIMENTO, COMPOSIÇÃO E DIVERSIFICAÇÃO DA CARTEIRA 5.1. O objetivo da Classe é proporcionar aos seus Cotistas a valorização de suas Cotas por meio da aquisição de Direitos Creditórios Elegíveis e de Ati",não,,,,sim,afirmativa,Regulamento 830536 p.26,"itórios e aos Ativos Financeiros integrantes da carteira do Fundo serão calculadas pelo Administrador, de acordo com a regulamentação vigente e a metodologia descrita no manual de provisão para perdas do Administrador, também disponível em seu site (www.oliveiratrust.com.br). 4.5. As demonstrações financeiras anuais do Fundo serão elaboradas conforme definido na Resolução CVM 175/22 e na Instrução CVM 489/11 e os valores de cada Direito Creditório adquirido e Ativo Financeiro, serão calculados d"
65873297000145,Arcelormittal Vértice,Risco Corporativo,nem PDD nem inadimplência declaradas — apurar,147.3491771,0.0,0.0,Regulamento: coobrigação do cedente; política de provisionamento,sem medição estruturada de terceiro para confirmar o zero,,,sem medição estruturada de terceiro,,,,,não,,,,não,,,,sim,afirmativa,Regulamento 1154381 p.42,"e Elegibilidade ou Condições de Cessão, por qualquer motivo, após a sua cessão à Classe, não obrigará a sua alienação pela Classe, nem dará à Classe qualquer pretensão, recurso ou direito de regresso em face das Devedor as, dos Cedentes, da Administradora, da Gestora, de seus respectivos controladores, das sociedades por elas direta ou indiretamente controladas, coligadas ou outras sociedades sob controle comum. 11. RESERVAS DA CLASSE 11.1. Sempre observando a ordem de alocação de recursos previ",não,,,,sim,afirmativa,Regulamento 1154381 p.44,"Conforme determina a Instrução CVM 489, sempre que houver evidência de redução no valor recuperável dos Ativos, avaliados pelo custo ou custo amortizado, deverá ser registrada uma provisão para perdas. A perda por redução no valor de recuperação será mensurada e registrada pela diferença entre o valor contábil do ativo antes da mudança de estimativa e o valor presente do novo fluxo de caixa esperado, calculado após a mudança de estimativa, desde que a mudança seja relacionada a uma deterioração "
50857998000113,Leo Madeiras,Adquirência,nem PDD nem inadimplência declaradas — apurar,141.16208057,0.0,0.0,Regulamento: resolução da cessão; liquidação em poucos dias · cessão sem regresso (coobrigação do cedente) · Informe Trimestral 06/2024: vencidos 0.00 e PDD 0.00 — terceiro também mede zero,,"demonstrações financeiras, informe trimestral","Recebíveis 70.062.647,95 43,57% 1.a) Direitos Creditórios a Vencer 70.062.647,95 43,57% 1.b) Direitos Creditórios Vencidos 0,00 0,00% 1.c) PDD 0,00 0,00% 2. Outros Ativos Liquidez 90.687.471,11 56,40% 2.a) Tesouraria 7.362,65 0,00% 3. Contas a Pagar e Receber 53.242,80 0,03% 4. Patrimônio Líquido Total 160.803.361,86 100,00% Ao final do trimestre o percentual de Direitos Creditórios se situou em 43,",terceiro também mede zero,06/2024,0.0,0.0,Informe Trimestral 719139,não,,,,sim,afirmativa,Regulamento 759707 p.17,"a Resolução de Cessão, incluindo, sem limitação, as situações em que houver falhas na cessão oriundas de problemas operacionais e de desconformidade na formalização da cessão. Tal Resolução da Cessão gera a obrigação do Agente de Formalização, na qualidade de representante dos Cedentes, de pagar à Classe o preço estabelecido nas Condições Gerais de Cessão, passando o Agente de Formalização ter o direito de cobrar tais montantes dos respectivos Cedentes. Na ocorrência de tais eventos que ensejam ",sim,negativa,Regulamento 759707 p.11,"CVM. 3.6. A Classe adquirirá Direitos Creditórios Elegíveis e todos e quaisquer direitos, prerrogativas, gar antias e acessórios pertinentes, em caráter definitivo e sem qualquer direito de regresso contra o respectivo Cedente e/ou coobrigação destes, observados, em qualquer caso: (i) os demais termos e condições deste Anexo; (ii) os termos, condições e procedimentos previstos nos Termos de Uso Leo e/ou nas Condições Gerais de Cessão, conforme aplicáveis; (iii) os procedimentos pertinentes à aqu",sim,afirmativa,Regulamento 759707 p.11,"iundos do pagamento devido pelo Devedor aos Cedentes decorrentes de Transações de Pagamento realizadas por Clientes dos Marceneiros, à vista ou parceladas, no âmbito do respectivo Arranjo de Pagamento, conforme descrição a seguir: (i) os Clientes dos Marceneiros contratam serviços e produtos de marcenaria, os quais envolvem a prestação de serviços pelos Marceneiros e a aquisição de produtos junto a Entidades da Rede Leo, podendo os Clientes dos Marceneiros utilizar Instrumentos de Pagam ento de ",não,,,
54559035000194,Estratégia Vinculada I,Financeiro,nem PDD nem inadimplência declaradas — apurar,96.00384476,0.0,0.0,Regulamento: política de provisionamento · terceiro cita o tema em demonstrações financeiras,sem medição estruturada de terceiro para confirmar o zero,demonstrações financeiras,"editórios. No período de 05 de abril (início das atividades) a 31 de maio de 2024 , a taxa média praticadas nas aquisições foi de 2,35%. j) Provisão para perdas esperadas Devido a análise de perdas esperadas, fundamentadas: (i) pelo histórico de recebimento dos títulos no qual não foram observados inadimplência, e (ii) na análise prospectiva quanto ao não recebimento futuro dos títulos, para os quais há u",sem medição estruturada de terceiro,,,,,não,,,,não,,,,não,,,,não,,,,sim,afirmativa,Regulamento 634463 p.81,IR) calculada na Data de Aquisição pelo prazo a decorrer até a respectiva Data de Vencimento Final dos Direitos Creditórios Elegíveis (inclusive). 9.5. O Administrador constituirá provisão para créditos de liquidação duvidosa para Direitos Creditórios Adquiridos de acordo com os critérios estabelecidos no Anexo IV. 10. EVENTOS DE AVALIAÇÃO E LIQUIDAÇÃO ANTECIPADA DA CLASSE ÚNICA DocuSign Envelope ID: C949A6B1-3356-4709-8E70-CFFB77A64DDA
48967719000122,Soulpay,Adquirência,nem PDD nem inadimplência declaradas — apurar,73.32658834,0.0,0.0,"Regulamento: resolução da cessão; liquidação em poucos dias; política de provisionamento · cessão sem regresso (coobrigação do cedente) · terceiro cita o tema em demonstrações financeiras, informe trimestral",sem medição estruturada de terceiro para confirmar o zero,"demonstrações financeiras, informe trimestral","A Administração realiza o provisionamento de acordo com a faixa de atraso dos direitos creditórios e percentual definido pelo histórico de inadimplência dos FIDC’S. Em 30 de junho de 2024 Provisionamento FAIXA A FAIXA B FAIXA C FAIXA D FAIXA E FAIXA F Write-Off (WOP) Dias em atraso Até 5 6 a 30 31 a 60 61 a 90 91 a 120 121 A 365 >365 % PDD 0,00% 1,67% 16,12% 36,39% 73,52% 100,00% Prejuízo",sem medição estruturada de terceiro,,,,,não,,,,sim,afirmativa,Regulamento 456667 p.21,"orma que venha a substitui-la.Resolução CVM 30Resolução CVM nº 30, de 11 de maio de 2021, conforme alterada ou qualquer outro normativa que venha a substitui-la.Resolução de CessãoResolução da cessão de Direitos Creditórios Cedidos, nos termos do Contrato de Cessão.Sistema de RegistroSistema destinado ao registro de ativos financeiros operado por uma Entidade Registradora, no qual as UR venham a ser registradas, observado o disposto na Resolução CMN 4.734/19e na Resolução BACEN",sim,negativa,Regulamento 456667 p.27,"e (c) valor fixo (i.e., valor de face agregado). Uma vez cedidos ao Fundo, os Direitos Creditórios passam a ser qualificados como Direitos Creditórios Cedidos. 3.6Inexistência de Direito de Regresso e Ausência de Coobrigação. O Fundo adquirirá Direitos Creditórios Elegíveis e todos e quaisquer direitos, prerrogativas, garantias e acessórios pertinentes, em caráter definitivo, sem direito de regresso contra a Cedente e/ou coobrigação desta pelo adimplemento dos DireitosCreditórios e/ou solvência ",sim,afirmativa,Regulamento 456667 p.3,"gralização de Cotas de determinada classe ou série. Acordos de Parceria Os acordos celebrados entre a Cedente e a Devedora, por meio do qual a Cedente é contratada para atuar como Subcredenciadora no âmbito de um ou mais Arranjos de Pagamentos.AdministradoraSINGULARE CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A., instituição financeira autorizada pela CVM para o exercício profissional de administração de carteiras de valores mobiliários, por meio do Ato Declaratório nº 1.498, de 28 de agosto 1",sim,afirmativa,Regulamento 456667 p.85,"lidos integrantes da carteira do Fundo serão efetuadas ou reconhecidas nos termos da legislação e regulamentação vigentes, conforme descrição contida no Manual do Administrador de Provisão para Perdas em Ativos de Crédito, disponível em sua página na rede mundial de computadores: https://www.singulare.com.br."
57270666000187,Mobilitas,Adquirência,nem PDD nem inadimplência declaradas — apurar,49.170374280000004,0.0,0.0,"Regulamento: coobrigação do cedente; liquidação em poucos dias; política de provisionamento · terceiro cita o tema em demonstrações financeiras, informe trimestral",sem medição estruturada de terceiro para confirmar o zero,"demonstrações financeiras, informe trimestral","onibilidades 1.027,04 0,00% Títulos Públicos Federais - 0,00% Cotas de Fundo 20.838.201,47 41,30% Operações de Crédito 31.173.591,57 61,79% Provisão para Perdas (PDD) - 0,00% Valores Diferidos - 0,00% Valores a Receber - 0,00% Contas a Pagar (1.560.440,62) -3,09% Patrimônio Líquido 50.452.379,46 100,00% II. Resultados da verifição do lastro realizada pelo Custodiante. A última verificação de lastro dos di",sem medição estruturada de terceiro,,,,,não,,,,não,,,,sim,afirmativa,Regulamento 764775 p.56,"a quaisquer Critérios de Elegibilidade, por qualquer motivo, após a sua cessão à Classe, não obrigará a sua alienação pela Classe, nem dará à Classe qualquer pretensão, recurso ou direito de regresso em face dos Cedentes, da Administradora, da Gestora, de seus respectivos controladores, das sociedades por elas direta ou indiretamente controladas, coligadas ou outras sociedades sob controle comum. 9. ORDEM DE ALOCAÇÃO DOS RECURSOS 9.1. A partir da Data da 1ª Integralização e até a liquidação da C",sim,afirmativa,Regulamento 764775 p.4,"ponível em sua página na Internet http://www.cetip.com.br/. “Cedentes” GRUPO LINHARES, conforme definido abaixo , sendo pessoas jurídicas que celebraram a Proposta Comercial com o Credenciador Principal, para prestar serviços de pagamentos no âmbito de um Arranjo de Pagamento, incluindo, entre outros, a identificação e a habilitação de recebedores nos termos da respectiva Proposta Comercial, bem como a captura, transmissão, processamento e liquidação das Transações de Pagamento junto a referidos",sim,afirmativa,Regulamento 764775 p.30,"na a Instrução CVM nº 489/11, sempre que houver evidência de redução no valor recuperável dos Ativos da Classe, avaliados pelo custo ou custo amortizado, deverá ser registrada uma provisão para perdas. A perda por redução no valor de recuperação será mensurada e registrada pela diferença entre o valor contábil do ativo antes da mudança de estimativa e o valor pres ente do novo fluxo de caixa esperado, calculado após a mudança de estimativa, desde que a mudança seja relacionada a uma deteriora çã"
55070804000159,Estratégia Vinculada II,Financeiro,nem PDD nem inadimplência declaradas — apurar,3.77638497,0.0,0.0,Regulamento: política de provisionamento · terceiro cita o tema em demonstrações financeiras,sem medição estruturada de terceiro para confirmar o zero,demonstrações financeiras,"reitos creditórios. No período de 23 (início das atividades) a 31 de maio de 2024 , a taxa média praticadas nas aquisições foi de 2,53%. j) Provisão para perdas esperadas Devido a análise de perdas esperadas, fundamentadas: (i) pelo histórico de recebimento dos títulos no qual não foram observados inadimplência, e (ii) na análise prospectiva quanto ao não recebimento futuro dos títulos, para os quais há u",sem medição estruturada de terceiro,,,,,não,,,,não,,,,não,,,,não,,,,sim,afirmativa,Atos de Deliberação do Administrador 667195 p.92,IR) calculada na Data de Aquisição pelo prazo a decorrer até a respectiva Data de Vencimento Final dos Direitos Creditórios Elegíveis (inclusive). 9.5. O Administrador constituirá provisão para créditos de liquidação duvidosa para Direitos Creditórios Adquiridos de acordo com os critérios estabelecidos no Anexo IV. 10. EVENTOS DE AVALIAÇÃO E LIQUIDAÇÃO ANTECIPADA DA CLASSE ÚNICA 10.1. Eventos de Avaliação. Qualquer dos seguintes eventos será considerado um Evento de Avaliação: (i) (a) pedido de 
54810968000102,Angá FGTS III,Consignado INSS e FGTS,provisiona mas não declara inadimplência — apurar,948.58745978,0.0,0.17393208999999998,"Regulamento: coobrigação do cedente; política de provisionamento · terceiro cita o tema em demonstrações financeiras, informe trimestral",sem medição estruturada de terceiro para confirmar o zero,"demonstrações financeiras, informe trimestral","- Composição da carteira na data base (28/06/2024): Carteira Valores % PL Caixa R$ 1.000,00 0,0% Valores Mobiliários R$ 18.449.005,69 1,2% PDD Valores Mobiliários R$ 0,00 0,0% Contas a Receber R$ 0,00 0,0% Contas a Pagar -R$ 1.227.170,15 -0,1% Cotas de FIDC R$ 0,00 0,0% PDD Cotas de FIDC R$ 0,00 0,0% Direitos Creditórios -Recebiveis a vencer R$ 1.469.550.410,34 98,8% -Recebiveis vencidos R$ 15.666,4",sem medição estruturada de terceiro,,,,,não,,,,não,,,,sim,afirmativa,Regulamento 794749 p.25,"es de Serviços da Classe A; (vi) de qualquer mecanismo de seguro; e/ou (vii) do Fundo Garantidor de Créditos – FGC. 3.12.2. Os Direitos Creditórios cedidos à Classe A não contarão com coobrigação do Cedente, sem prejuízo das hipóteses de resolução de cessão previstas no Contrato de Cessão e da responsabilidade, na respectiva Data de Aquisição, pela existência, validade, exigibilidade, exequibilidade, conteúdo, legitimidade e correta formalização, nos termos da legislação vigente, dos Direitos Cr",não,,,,sim,afirmativa,Regulamento 794749 p.59,"ção em contrapartida à adequada conta de receita ou despesa no resultado do período, observados os procedimentos definidos na Instrução CVM 489. 17.3. A Administradora constituirá provisão para créditos de liquidação duvidosa referente aos Direitos Creditórios e aos Ativos Financeiros de Liquidez mensalmente. As perdas e provisões relacionadas aos Direitos Creditórios Inadimplidos serão suportadas única e exclusivamente pela Classe A e serão reconhecidas no resultado do período, conforme as regr"
54857414000160,Indie Merx Raiz I Crédito A…,Agro / Revenda,provisiona mas não declara inadimplência — apurar,102.73455387999999,0.0,4.23787583,"Regulamento: política de provisionamento · terceiro cita o tema em demonstrações financeiras, informe trimestral",sem medição estruturada de terceiro para confirmar o zero,"demonstrações financeiras, informe trimestral","026 Descrição Valor (R$) % sob PL Disponibilidades 186,90 0,00% Títulos Públicos Federais - 0,00% Operações de Crédito 95.689.205,61 89,33% Provisão para Perdas (PDD) (4.961.702,27) -4,63% Outros Ativos 21.534.467,24 20,10% Contas a Pagar (5.138.880,41) -4,80% Patrimônio Líquido 107.123.277,07 100,00% IV. Processos Judiciais e/ou Administrativos: O Fundo apresenta os seguintes processos judiciais e/ou adm",sem medição estruturada de terceiro,,,,,não,,,,não,,,,não,,,,não,,,,sim,afirmativa,Regulamento 929300 p.15,"IR) calculada na Data de Aquisição pelo prazo a decorrer até a respectiva data de vencimento final dos direitos creditórios elegíveis (inclusive). 4.2. O Administrador constituirá provisão para créditos de liquidação duvidosa para Direitos Creditórios Adquiridos, a qual observará os termos descritos no Anexo III a este Regulamento. 4.3. As demonstrações financeiras anuais do Fundo serão elaboradas conforme definido na Instrução CVM 489/11 e os valores de cada direito creditório adquirido e ativo"
44173467000109,MT Inss Receivables III,Consignado INSS e FGTS,provisiona mas não declara inadimplência — apurar,24.594161890000002,0.0,6.17919309,Regulamento: política de provisionamento · cessão sem regresso (coobrigação do cedente) · terceiro cita o tema em demonstrações financeiras,sem medição estruturada de terceiro para confirmar o zero,demonstrações financeiras,"exceto quando indicado de outra forma) 20 Concentração dos 10 maiores devedores dos direitos creditórios 2023 Devedores Valor presente (-) Provisão para perdas por redução Saldo líquido % s/ PL Devedor 1 55 - 55 0,05% Devedor 2 55 (55) - 0,00% Devedor 3 55 - 55 0,05% Devedor 4 54 - 54 0,05% Devedor 5 54 (54) - 0,00% Devedor 6 54 (54) - 0,00% Devedor 7 53 - 53 0,05% Devedor 8 53 - 53 0,05% Devedor 9 53 -",sem medição estruturada de terceiro,,,,,não,,,,não,,,,sim,negativa,Regulamento 320078 p.16,"ilidade e/ou quaisquer declarações e garantias referentes a esse Direito Creditório, conforme previsto no Contrato de Cessão, após sua cess ão ao Fundo, não haverá coobrigação nem direito de regresso do Fundo co ntra o Cedente, o Administrador, o Custodiante, o Gestor e/ou o Agente de Retenção/Cobrança, exceto em caso de má-fé, culpa ou dolo comprovado, hipótese em que a parte que agiu com má-fé, culpa ou dolo comprovado pode rá ser responsabilizada pelas perdas incorridas pelo Fundo em relação ",não,,,,sim,afirmativa,Regulamento 791325 p.31,"ado ativo para os Direitos Creditórios na carteira do Fundo, eles terão seu valor calculado a cada Dia Útil, de acordo com a Instrução CVM nº 489; e (v) o Administrador registrará provisão para créditos de liquidação duvidosa sempre que houver evidência de redução no valor recuperável dos ativos do Fundo, de acordo com as regras e procedimentos definidos na Instrução CVM nº 489. 33. O patrimônio líquido do Fundo corresponderá à soma (i) do caixa disponível, dos valores dos Direitos Creditórios e"
44124465000120,Tmaq 21,Adquirência,sem carteira de direitos creditórios,0.0,0.0,0.0,Regulamento: recompra/substituição pelo cedente; resolução da cessão; liquidação em poucos dias; política de provisionamento · cessão sem regresso (coobrigação do cedente) · Informe Trimestral 03/2022: vencidos 0.00 e PDD 0.00 — terceiro também mede zero,,"demonstrações financeiras, informe trimestral, rating","Recebíveis 19.042.437,72 28,28% 1.a) Direitos Creditórios a Vencer 19.042.437,72 28,28% 1.b) Direitos Creditórios Vencidos 0,00 0,00% 1.c) PDD 0,00 0,00% 2. Outros Ativos Liquidez 48.349.808,24 71,80% 2.a) Tesouraria 34,04 0,00% 3. Contas a Pagar e Receber -53.586,28 -0,08% 4. Patrimônio Líquido Total 67.338.659,68 100,00% Ao final do trimestre o percentual de Direitos Creditórios se situou em 28,28",terceiro também mede zero,03/2022,0.0,0.0,Informe Trimestral 306085,sim,afirmativa,Regulamento 260348 p.49,"do não terá qualquer direito contra a Cedente em razão da ocorrência de tal hipótese, incluindo qualquer direito de indenização e/ou penalidade contra a Cedente. 11.7. Direitos de Recompra dos Direitos Creditórios Cedidos . A Cedente terá a faculdade de, a seu exclusivo critério, adquirir, à vista, em moeda corrente nacional, os Direitos Creditórios Cedidos, desde que em sua totalidade, após 6 (seis) meses contados da 1ª (primeira) data de integralização de Cotas, pelo preço especificado no Cont",sim,afirmativa,Regulamento 260348 p.22,"rtir de amostra dos Direitos Creditórios Cedidos, a carteira do Fundo poderá conter Direitos Creditórios Cedidos cuja documentação apresente irre gularidades, o que poderá levar à resolução da cessão ou obstar o pleno exercício, pelo Fundo, das prerrogativas decorrentes da titularidade dos Direitos Creditórios Cedidos. 6.5.12. Falhas Operacionais na Transferência dos Recursos. O pagamento dos Direitos Creditórios Cedido ao Fundo ocorre em uma primeira etapa na Conta Centralizadora, e é então rep",sim,negativa,Regulamento 260348 p.6,"tema de registro e liquidaçã o financeira administrado pela B3 ou em instituições ou entidades autorizadas à prestação desse serviço pelo BACEN ou pela CVM. 4.1.5. Inexistência de Direito de Regresso e Coobrigação. O Fundo adquirirá Direitos Creditórios Elegíveis e todos e quaisquer direitos, prerrogativas, acessórios, ações, coobrigações e garantias pertinentes, em caráter definitivo e sem qualquer direito de regresso ou revolvência contra a Cedente e/ou coobrigação desta, observados, em qualqu",sim,afirmativa,Regulamento 260348 p.5,"múltiplas relações de crédito, sendo as mais relevantes para fins da operação do Fundo: (a) o crédito do Emissor em face do Usuário -Final; (b) o crédito da Acqio (na qualidade de Credenciadora) em face do Emissor; e (c) o crédito do Estabelecimento Credenciado em face da Acqio (na qualidade de Credenciadora); (iii) em decorrência do item (ii) acima, cada Transação de Pagamento origina um ou mais Direitos Creditórios, de modo que , em decorrência do crédito do Usuário -Final em face da Acqio, a ",sim,afirmativa,Regulamento 260348 p.50,"mplidos, inclusive, realizar acordos, conceder descontos, limitados às respectivas provisões para devedores duvidosos, conforme percentuais aplicáveis segundo a sua metodologia de provisão para perdas (PDD), observado, no mínimo, o valor de aquisição desses Direitos Creditórios Inadimplidos e alterar a data de pagamento ou conceder prazo adicional para pagamento dos boletos ou alterar documentos de cobrança relacionados aos Direitos Creditórios Inadimplidos, de acordo com os procedimentos de cob"
