cnpj,fundo,categoria_vigente,categoria_documental,status,pontuacao,margem,multi_flag,termos,documento_id,documento_data,evidencia
42085816000105,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Adquirência,Adquirência,confirma,25,25,,ARRANJOS? DE PAGAMENTO | CREDENCIADORAS?\b | INSTRUMENTOS? DE PAGAMENTO | TRANSACOES? DE PAGAMENTO,210782,31/08/2021,"TORIOS CEDIDOS SAO ORIUNDOS DO PAGAMENTO DEVIDO PELOS DEVEDORES A CEDENTE, DECORRENTES DAS TRANSACOES DE PAGAMENTO REALIZADAS NO AMBITO DOS ARRANJOS DE PAGAMENTO, ENVOLVENDO INSTRUMENTOS DE PAGAMENTO UTILIZADOS PELOS USUARIOS -FINAIS PARA A REALIZACAO DE COMPRAS DE BENS, PRODUTOS E SERVICOS EM ESTABELECIMENTOS CREDENCIADOS, QUE TENHAM SIDO CAPTURADAS, PROCESSADAS E LIQUIDADAS PELO SISTEMA CLOUDWAL"
38385876000176,ESTRATÉGIA EDUCACIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Adquirência,,sem evidência,0,0,,,208661,20/08/2021,
40919667000107,RECARGAPAY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Adquirência,Adquirência,confirma,36,36,,ARRANJOS? DE PAGAMENTO | CREDENCIADORAS?\b | INSTRUMENTOS? DE PAGAMENTO | TRANSACOES? DE PAGAMENTO | \bADQUIRENTES?\b,393691,16/12/2022,"TO; (III) VALOR DE FACE; (IV) PRECO DE AQUISICAO; E (V) DATA DE VENCIMENTO APLICAVEL COM BASE NO PRAZO DE LIQUIDACAO DEFINIDO NO RESPECTIVO ARRANJO DE PAGAMENTO. ARQUIVO DE RETORNO DE DIREITOS CREDITORIOS CEDIDOS E CADA ARQUIVO ELETRONICO QUE SERA ENVIADO PELO FUNDO AO AGENTE DE LIQUIDACAO, INDICANDO O ACEITE OU NAO ACEITE DOS DIREITOS CREDITORIOS A PARTIR DO ARQUIVO DE PROPOSTA DE CESSAO. ARRANJO"
42102603000144,CLOUDWALK KICK ASS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Adquirência,Adquirência,confirma,25,25,,ARRANJOS? DE PAGAMENTO | CREDENCIADORAS?\b | INSTRUMENTOS? DE PAGAMENTO | TRANSACOES? DE PAGAMENTO,210784,31/08/2021,"TORIOS CEDIDOS SAO ORIUNDOS DO PAGAMENTO DEVIDO PELOS DEVEDORES A CEDENTE, DECORRENTES DAS TRANSACOES DE PAGAMENTO REALIZADAS NO AMBITO DOS ARRANJOS DE PAGAMENTO, ENVOLVENDO INSTRUMENTOS DE PAGAMENTO UTILIZADOS PELOS USUARIOS -FINAIS PARA A REALIZACAO DE COMPRAS DE BENS, PRODUTOS E PAGINA 12 DE 79 SERVICOS EM ESTABELECIMENTOS CREDENCIADOS, QUE TENHAM SIDO CAPTURADAS, PROCESSADAS E LIQUIDADAS PELO"
28169275000172,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,Adquirência,Adquirência,confirma,38,38,,ARRANJOS? DE PAGAMENTO | SUBCREDENCIADORA | CREDENCIADORAS?\b | INSTRUMENTOS? DE PAGAMENTO | TRANSACOES? DE PAGAMENTO | \bADQUIRENTES?\b,483973,27/06/2023,"O(S) ELETRONICO(S) ELABORADO(S) PELO PAGSEGURO, INDICANDO OS DIREITOS CREDITORIOS OFERTADOS AO FUNDO EM DETERMINADO DIA, AGREGADOS POR U.R. ARRANJO DE PAGAMENTO E O CONJUNTO DE REGRAS E PROCEDIMENTOS ESTABELECIDOS PELA RESPECTIVA BANDEIRA QUE DISCIPLINA A PRESTACAO DE DETERMINADO SERVICO DE PAGAMENTO AO PUBLICO, TAIS COMO AS ATIVIDADES DE EMISSAO DE 6 INSTRUMENTOS DE PAGAMENTO E O CREDENCIAMENTO D"
38658727000133,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,Risco Corporativo,,sem evidência,0,0,,,790548,28/11/2024,
52271464000136,KIWIFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE,Adquirência,Adquirência,confirma,40,40,,ARRANJOS? DE PAGAMENTO | SUBCREDENCIADORA | CREDENCIADORAS?\b | INSTRUMENTOS? DE PAGAMENTO | TRANSACOES? DE PAGAMENTO,791538,26/11/2024,"AO; (V) DATA DE PAGAMENTO DO PRECO DE AQUISICAO; E (VI) DATA DE VENCIMENTO APLICAVEL COM BASE NO PRAZO DE LIQUIDACAO DEFINIDO NO RESPECTIVO ARRANJO DE PAGAMENTO. “ARQUIVO DE CONFIRMACAO DE REGISTRO DOS DIREITOS CREDITORIOS” SIGNIFICA O ARQUIVO ELETRONICO DISPONIBILIZADO PELA ENTIDADE REGISTRADORA EVIDENCIANDO A TROCA DE TITULARIDADE DOS DIREITOS CREDITORIOS, NO SISTEMA DE REGISTRO, EM FAVOR DA CLA"
29226654000110,INVESTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Agro / Revenda,Financeiro,diverge,8,8,,CARTAO DE CREDITO | CEDULAS? DE CREDITO BANCARIO | \bCCB\b,1023849,29/10/2025,"DO ANEXO DA CLASSE UNICA. ESTABELECIMENTO COMERCIAL E O ESTABELECIMENTO COMERCIAL, SIGNATARIO DO CONTRATO COM ESTABELECIMENTO, QUE ACEITA O CARTAO DE CREDITO EMITIDO PELA CREDSYSTEM. ENDOSSANTES SAO AS INSTITUICOES FINANCEIRAS CONVENIADAS. ENTIDADE REGISTRADORA SIGNIFICA A ENTIDADE AUTORIZADA PELO BACEN A PRESTAR O SERVICO DE REGISTRO DE DIREITOS CREDITORIOS E QUE PODERA SER CONTRATADA PELA ADMINI"
54857414000160,INDIE MERX RAIZ I CRÉDITO AGRO FIDC DO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA,Agro / Revenda,Agro / Revenda,confirma,8,8,,AGRONEGOCIO,1263627,01/06/2026,"REGULAMENTO DO INDIE MERX RAIZ I CREDITO AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DO AGRONEGOCIO – RESPONSABILIDADE LIMITADA CNPJ NO 54.857.414/0001-60 SAO PAULO, 01 DE JUNHO DE 2026 INDICE REGULAMENTO DO INDIE MERX RAIZ I CREDITO AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DO AGRONEGOCIO – RESPONSABILIDADE LIMITADA . .................."
44124465000120,TMAQ 21 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE ARRANJOS DE PAGAMENTO DE RESPONSABILIDADE L,Agro / Revenda,Adquirência,diverge,25,25,,ARRANJOS? DE PAGAMENTO | CREDENCIADORAS?\b | INSTRUMENTOS? DE PAGAMENTO | TRANSACOES? DE PAGAMENTO,543611,16/10/2023,"TORIOS CEDIDOS SAO ORIUNDOS DO PAGAMENTO DEVIDO PELOS DEVEDORES A CEDENTE, DECORRENTES DAS TRANSACOES DE PAGAMENTO REALIZADAS NO AMBITO DOS ARRANJOS DE PAGAMENTO, ENVOLVENDO INSTRUMENTOS DE PAGAMENTO UTILIZADOS PELOS USUARIOS -FINAIS PARA A REALIZACAO DE COMPRAS DE BENS, PRODUTOS E SERVICOS EM ESTABELECIMENTOS CREDENCIADOS, QUE TENHAM SIDO CAPTURADAS, PROCESSADAS E LIQUIDADAS PELO SISTEMA ACQIO, Q"
55401645000128,QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Consignado INSS e FGTS,Consignado INSS e FGTS,confirma,18,4,,\bFGTS\b | SAQUE[- ]ANIVERSARIO,885834,28/04/2025,"REGULAMENTO DO QUATA FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS 23 DE ABRIL DE 2025 2/95 PARTE GERAL 1. FUNDO 1.1. QUATA FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS (“FUNDO”), REGIDO PELA LEI NO 10.406, DE 10 DE JANEIRO DE 2002, CONFORME ALTERADA (“CODIGO CIVIL”"
63622842000103,DESBRAVA UNO ARTIGOS ESPORTIVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,Risco Corporativo,Risco Corporativo,confirma,8,8,,NOTAS? COMERCIAIS,1048679,27/11/2025,"QUELES SEM EXPEDIENTE NA B3. ""DIREITOS CREDITORIOS "": SAO OS DIREITOS CREDITORIOS PASSIVEIS DE INVESTIMENTO PELO FUNDO, REPRESENTADOS PELAS NOTAS COMERCIAIS EMITIDAS POR DEVEDORES, DESTINADAS A CAPTACAO DE RECURSOS PARA PAGAMENTO FUTURO OU REEMBOLSO DE GASTOS OU DESPESAS RELACIONADOS A PROJETOS DE INVESTIMENTO, NOS TERMOS DA LEI 12.431, QUE SEJAM SELECIONADAS PELO GESTOR EM OBSERVANCIA A POLITICA"
44272584000120,LAVORO AGRO FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Agro / Revenda,Agro / Revenda,confirma,18,14,,AGRONEGOCIO | INSUMOS? AGRICOLAS?|INSUMOS? AGROPECUARIOS? | \bFIAGRO\b,1003378,30/09/2025,"1 REGULAMENTO DO LAVORO AGRO FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGOCIO – FIAGRO – DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA CNPJ NO 44.272.584/0001-20 SAO PAULO, SP 30 DE SETEMBRO DE 2025. 2 INDICE REGULAMENTO DO LAVORO AGRO FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGOCIO – FIAGRO – DIREITOS CREDITO"
62838025000116,ENDURANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Financeiro,Adquirência,diverge,40,40,,ARRANJOS? DE PAGAMENTO | SUBCREDENCIADORA | CREDENCIADORAS?\b | INSTRUMENTOS? DE PAGAMENTO | TRANSACOES? DE PAGAMENTO,1058234,10/12/2025,"BCLASSE DE COTAS SUBORDINADAS JUNIOR. “APENDICES” SIGNIFICAM, QUANDO REFERIDOS INDISTINTAMENTE E EM CONJUNTO, O APENDICE A E O APENDICE B. “ARRANJO DE PAGAMENTOS” SIGNIFICA O CONJUNTO DE REGRAS E PROCEDIMENTOS ESTABELECIDOS POR UM INSTITUIDOR DE ARRANJO DE PAGAMENTOS (INCLUSIVE AS CREDENCIADORAS , SUBCREDENCIADORAS E AS BANDEIRAS), QUE DISCIPLINA A PRESTACAO DE DETERMINADO SERVICO DE PAGAMENTO AO"
47280025000150,FIDC AGRO CAPITAL FINANCE RESPONSABILIDADE LIMITADA,Agro / Revenda,,sem evidência,3,3,,\bADQUIRENTES?\b,811317,23/12/2024,"CARTEIRA DA CLASSE ESTAO, EXEMPLIFICATIVAMENTE, OS ANALISADOS NO CAPITULO 15 ABAIXO, O QUAL DEVE SER CUIDADOSAMENTE LIDO PELO SUBSCRITOR OU ADQUIRENTE DAS COTAS. 4.19 O GESTOR, MEDIANTE SOLICITACAO DO COTISTA SENIOR E COM ANUENCIA DA CEDENTE, POR MEIO DE COMUNICACAO ENVIADA POR E -MAIL AO GESTOR, PODERA ADOTAR, EM ATE 1 (UM) DIA UTIL DA REFERIDA COMUNICACAO, COMO PARTE DA POLITICA DE INVESTIMENTO"
57270666000187,MOBILITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Agro / Revenda,Adquirência,diverge,26,26,,ARRANJOS? DE PAGAMENTO | CREDENCIADORAS?\b | INSTRUMENTOS? DE PAGAMENTO | TRANSACOES? DE PAGAMENTO,769070,30/10/2024,"DIREITOS CREDITORIOS INADIMPLIDOS DA RESPECTIVA CLASSE , NOS TERMOS DISPOSTOS NESTE REGULAMENTO. “ANEXOS” TODOS OS ANEXOS, CONJUNTAMENTE. “ARRANJOS DE PAGAMENTO” E O CONJUNTO DE REGRAS E PROCEDIMENTOS ESTABELECIDOS PELAS BANDEIRAS QUE DISCIPLINA A PRESTACAO DE DETERMINADO SERVICO DE PAGAMENTO AO PUBLICO, TAIS COMO AS ATIVIDADES DE EMISSAO DE INSTRUMENTOS DE PAGAMENTO E O CREDENCIAMENTO DE RECEBED"
58288437000152,ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA,Risco Corporativo,,sem evidência,6,2,,INSTRUMENTOS? DE PAGAMENTO | TRANSACOES? DE PAGAMENTO,1090132,15/01/2026,ESSAO); E (I) OS DIREITOS CREDITORIOS – RECEBIVEIS CARTAO DEVEM SER TRANSACOES DE PAGAMENTO REALIZADAS POR USUARIOS-FINAIS UTILIZANDO-SE DE INSTRUMENTOS DE PAGAMENTO OPERACIONALIZADOS PELOS RESPECTIVOS SISTEMAS DE PAGAMENTO PARA A AQUISICAO DE PRODUTOS OFERTADOS PELA CEDENTE – ALTOMAX EM SEU MARKETPLACE; (J) OS DIREITOS CREDITORIOS - DUPLICATAS ADQUIRIDOS PELO FUNDO DEVERAO SER ORIUNDOS DE DOCUSIG
55476342000174,LAVORO AGRO II FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Agro / Revenda,Agro / Revenda,confirma,18,14,,AGRONEGOCIO | INSUMOS? AGRICOLAS?|INSUMOS? AGROPECUARIOS? | \bFIAGRO\b,1003108,30/09/2025,1 REGULAMENTO DO LAVORO AGRO II FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGOCIO – FIAGRO – DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA CNPJ NO 55.476.342/0001-74 SAO PAULO/ SP 30 DE SETEMBRO DE 2025 2 INDICE REGULAMENTO DO LAVORO AGRO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAS CADEIAS PRODUTIVAS DO AGRONEGOCIO –
63679792000192,BLUE HEALTH FIDC RECEBÍVEIS COMERCIAIS DE RESPONSABILIDADE LIMITADA,Risco Corporativo,,sem evidência,0,0,,,1069085,18/12/2025,
42154687000160,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Financeiro,,sem evidência,0,0,,,788014,18/11/2024,
48946335000123,NAGRO OIKOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO,Agro / Revenda,Agro / Revenda,confirma,14,14,,AGRONEGOCIO | \bFIAGRO\b,1000248,29/09/2025,"1 NAGRO OIKOS FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGOCIO CNPJ N° 48.946.335/0001-23 SAO PAULO, 29 DE SETEMBRO DE 2025. 2 SUMARIO 1. DEFINICOES .................................................................................................................................................................."
55374251000128,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BLUE II SEGMENTO CRÉDITO CORPORATIVO DE RESP LTDA,Agro / Revenda,,sem evidência,0,0,,,684546,21/06/2024,
35868110000154,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,N/D,Financeiro,diverge,12,12,,FINANCIAMENTO DE VEICULOS? | CEDULAS? DE CREDITO BANCARIO,792021,27/11/2024,"RECURSOS DE TERCEIROS”, O FUNDO E CARACTERIZADO COMO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS, TIPO “FINANCEIRO”, COM FOCO DE ATUACAO “FINANCIAMENTO DE VEICULOS”. 3. FORMA DE CONSTITUICAO 3.1. O FUNDO E CONSTITUIDO SOB A FORMA DE CONDOMINIO FECHADO, DE MODO QUE AS COTAS DE CADA SUBCLASSE SOMENTE PODERAO SER RESGATADAS AO TERMINO DO PRAZO DE DURACAO DA CLASSE, OU EM VIRTUDE DE LIQUIDACAO ANTEC"
48953864000154,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ASAAS II - RESPONSABILIDADE LIMITADA,Adquirência,Adquirência,confirma,19,19,,ARRANJOS? DE PAGAMENTO | INSTRUMENTOS? DE PAGAMENTO | TRANSACOES? DE PAGAMENTO,774314,05/11/2024,"NTIDO PELA ENTIDADE REGISTRADORA, OS QUAIS SAO PROVENIENTES DA OBRIGACAO DE PAGAMENTO PELA(S) DEVEDORA(S) A CEDENTE, CONFORME AS REGRAS DOS ARRANJOS DE PAGAMENTO, E SAO DECORRENTES DE TRANSACOES DE PAGAMENTO PELOS USUARIOS PARA A AQUISICAO DE BENS DESCONTO DAS TAXAS QUE CONSTITUEM A REMUNERACAO DAS BANDEIRAS, DA DEVEDORA, NA QUALIDADE DE CREDENCIADOR; (II)CONSIDERADA PRO FORMA A AQUISICAO PRETENDI"
65976848000104,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGIBANK II RESPONSABILIDADE LIMITADA,Consignado INSS e FGTS,Consignado INSS e FGTS,confirma,30,22,,(?:CREDITOS?|EMPRESTIMOS?|OPERAC(?:AO|OES)|CARTAO|CARTEIRA)\s+CONSIGNAD[OA]S? | \bINSS\b | MARGEM CONSIGNAVEL | BENEFICIOS? (?:DO )?INSS,1155182,06/04/2026,"A . PARA FINS DO DISPOSTO NO CODIGO DE ADMINISTRACAO E GESTAO DE RECURSOS DE TERCEIROS DA ANBIMA, O FUNDO E CLASSIFICADO COMO ""FINANCEIRO – CREDITO CONSIGNADO"" , CONFORME ARTIGO 34 DO ANEXO COMPLEMENTAR V DAS REGRAS E PROCEDIMENTOS DE ADMINISTRACAO E GESTAO DE RECURSOS DE TERCEIROS DA ANBIMA. 1.5 FORMA DE CONSTITUICA O. A CLASSE A E CONSTITUIDA SOB A FORMA DE CONDOMINIO FECHADO, DE MODO QUE AS COT"
50536324000117,MAQNELSON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Agro / Revenda,,sem evidência,0,0,,,492372,12/07/2023,
57816252000100,NATURA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PESSOAL SOCIAL E IS RESP LTDA,Financeiro,Financeiro,confirma,12,12,,CREDITO PESSOAL | \bCCB\b,1151279,30/03/2026,1 REGULAMENTO DO NATURA PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CREDITO PESSOAL SOCIAL E IS RESPONSABILIDADE LIMITADA _____________________ DATADO DE 30 DE MARCO DE 2026 _____________________ 2 INDICE CONDICOES GERAIS APLICAVEIS AO FUNDO .......................................... 4 CAPITULO I - DO FUNDO ...................
50473039000102,SELLER FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,Adquirência,Adquirência,confirma,22,22,,ARRANJOS? DE PAGAMENTO | INSTRUMENTOS? DE PAGAMENTO | TRANSACOES? DE PAGAMENTO,790777,28/11/2024,"34 JUR_SP - 49898231V15 - 2154004.522027 CESSAO DOS DIREITOS CREDITORIOS DO MERCADO CREDITO, APOS CADA FORMALIZACAO ELETRONICA DE CESSAO. “ARRANJO DE PAGAMENTO ABERTO” SIGNIFICA O ARRANJO DE PAGAMENTO EM QUE AS ATIVIDADES RELACIONADAS A PRESTACAO DE SERVICOS DE PAGAMENTO POR ELE DISCIPLINADAS SAO REALIZADAS POR QUALQUER INSTITUICAO QUE ATENDA AOS CRITERIOS DE PARTICIPACAO ESTABELECIDOS NO REGULAM"
62588266000154,VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Consignado INSS e FGTS,Consignado INSS e FGTS,confirma,26,18,,(?:CREDITOS?|EMPRESTIMOS?|OPERAC(?:AO|OES)|CARTAO|CARTEIRA)\s+CONSIGNAD[OA]S? | \bINSS\b | MARGEM CONSIGNAVEL,1002580,29/09/2025,"A. PARA FINS DO DISPOSTO NO CODIGO DE ADMINISTRACAO E GESTAO DE RECURSOS DE TERCEIROS DA ANBIMA, O FUNDO E CLASSIFICADO COMO "" FINANCEIRO – CREDITO CONSIGNADO"", CONFORME ARTIGO 34 DO ANEXO COMPLEMENTAR V DAS REGRAS E PROCEDIMENTOS DE ADMINISTRACAO E GESTAO DE RECURSOS DE TERCEIROS DA ANBIMA. 1.5 FORMA DE CONSTITUICAO. A CLASSE E CONSTITUIDA SOB A FORMA DE CONDOMINIO FECHADO, DE MODO QUE AS COTAS D"
50988212000105,CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,Financeiro,Financeiro,confirma,12,12,,CARTAO DE CREDITO | CEDULAS? DE CREDITO BANCARIO,743214,19/09/2024,"NTES DA CARTEIRA DA CLASSE UNICA; 20) “CARTAO” OU “CARTOES”: “CARTAO DE COMPRA SUPPLIER” EMITIDO SUBSTANCIALMENTE NOS TERMOS DO CONTRATO DE CARTAO DE CREDITO E DO CONTRATO DE CARDMEMBER; 21) “CEDENTE” OU “CEDENTES”: SIGNIFICA O EMISSOR; 22) “CEDULAS DE CARTAO DE COMPRA ”: DOCUMENTO EMITIDO PELA SUPPLIER, QUE REPRESENTA A TRANSACAO REALIZADA PELO TITULAR DO CARTAO; 23) “CEDULAS DE CREDITO BANCARIO”"
58476088000100,SAGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,Risco Corporativo,Risco Corporativo,confirma,8,8,,NOTAS? COMERCIAIS,830536,03/02/2025,"MENTOS COMPROBATORIOS. “CVM” SIGNIFICA A COMISSAO DE VALORES MOBILIARIOS. “BOLETINS DE SUBSCRICAO” SIGNIFICA CADA BOLETIM DE SUBSCRICAO DAS NOTAS COMERCIAIS POR MEIO DO QUAL O FUNDO SUBSCREVE AS REFERIDAS NOTAS E ADQUIRE OS DIREITOS CREDITORIOS, NOS TERMOS DE CADA TERMO DE EMISSAO DE NOTAS COMERCIAIS. “DATA DE AMORTIZACAO” A RESPECTIVA DATA DE AMORTIZACAO PROGRAMADA PARA A SUBCLASSE DE COTAS SENIO"
58349979000198,VOLKSWAGEN TERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS COMERCIAIS RESP LTDA,Risco Corporativo,,sem evidência,0,0,multissacado,,823153,20/01/2025,
54559035000194,ESTRATÉGIA VINCULADA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Financeiro,,sem evidência,0,0,,,634463,05/04/2024,
55070804000159,ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Financeiro,,sem documento,,,,,,,
43866348000179,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEA AGRO SUMITOMO CHEMICAL RESP LIMITADA,Agro / Revenda,,sem evidência,0,0,,,741139,17/09/2024,
47936340000192,FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS OPEA AGRO INSUMOS RESPONSABILIDADE LIMI,Agro / Revenda,Agro / Revenda,confirma,12,12,,PRODUTORES? RURA(?:L|IS) | AGRONEGOCIO,383413,24/11/2022,"UINDO AQUELES RELACIONADOS AOS CONTRATOS DE DERIVATIVOS, CASO EXISTAM. “DEVEDORES” SIGNIFICAM, PARA (1) OS DIREITOS CREDITORIOS CEDENTE: OS PRODUTORES RURAIS, PESSOAS FISICAS E/OU JURIDICAS, COOPERATIVAS DE PRODUTORES RURAIS, BEM COMO OUTRAS PESSOAS JURIDICAS QUE EXERCAM A ATIVIDADE DE DISTRIBUICAO DOS REFERIDOS INSUMOS, ORIGINADOS PELA CEDENTE E PR EVIAMENTE APROVADOS PELO GESTOR; E (2) PARA OS D"
58291962000127,HELM FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA,Agro / Revenda,Agro / Revenda,confirma,11,11,,AGRONEGOCIO | \bFIAGRO\b,957854,30/07/2025,"- 1 - REGULAMENTO DO HELM FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGOCIO – RESPONSABILIDADE LIMITADA CNPJ NO 58.291.962/0001-27 SAO PAULO, 30 DE JULHO DE 2025. - 2 - INDICE 1. DEFINICOES ____________________________________________________________ 3 2. DENOMINACAO, FORMA, PRAZO DE DURACAO E COMPOSICAO DO PATRIMONIO DO F"
57259989000170,TRÊS TENTOS FIAGRO RESPONSABILIDADE LIMITADA,Agro / Revenda,Agro / Revenda,confirma,8,8,,AGRONEGOCIO,767378,29/10/2024,"1 INSTRUMENTO PARTICULAR DE SEGUNDA ALTERACAO DO REGULAMENTO DO TRES TENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DO AGRONEGOCIO RESPONSABILIDADE LIMITADA A OLIVEIRA TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A. , SOCIEDADE AUTORIZADA PELA COMISSAO DE VALORES MOBILIARIOS (“CVM”) PARA O EXERCICIO PROFISSIONAL DE ADMINISTRACAO DE CARTEIRAS DE VALORES MOBILIARIOS, P"
58171340000165,FRIMESA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Agro / Revenda,,sem evidência,0,0,,,846712,19/02/2025,
51554551000138,CLASSE ÚNICA DO FIDC CRÉDITO NITRO AGRO - RESPONSABILIDADE LIMITADA,Agro / Revenda,Agro / Revenda,confirma,16,16,,PRODUTORES? RURA(?:L|IS) | AGRONEGOCIO | INSUMOS? AGRICOLAS?|INSUMOS? AGROPECUARIOS?,806373,17/12/2024,"ICAMENTE, INCLUINDO AQUELES RELACIONADOS AOS CONTRATOS DE DERIVATIVOS. “DEVEDORES” SIGNIFICAM: (I) PARA OS DIREITOS CREDITORIOS CEDENTE, OS PRODUTORES RURAIS, PESSOAS FISICAS E/OU JURIDICAS, COOPERATIVAS DE PRODUTORES RURAIS, BEM COMO OUTRAS PESSOAS JURIDICAS QUE EXERCAM A ATIVIDADE DE DISTRIBUICAO DOS REFERIDOS INSUMOS, ORIGINADOS PELO CEDENTE E PREVIAMENTE APROVADOS PELO GESTOR; E (2) PARA OS DI"
57752597000148,AGROMERCANTIL CRÉDITO AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Agro / Revenda,,sem evidência,4,4,,AGRONEGOCIO,934846,27/06/2025,"ER MOTIVO, NAO HAJA EXPEDIENTE NA B3; 40. “DIREITOS CREDITORIOS”: OS DIREITOS CREDITORIOS ORIGINADOS DE OPERACOES REALIZADAS NO SEGMENTO DO AGRONEGOCIO A SEREM ADQUIRIDOS PELA CLASSE, CONFORME DEFINIDO S NO ANEXO DESCRITIVO; 41. “DIREITOS CREDITORIOS INADIMPLIDOS ”: OS DIREITOS CREDITORIOS ADQUIRIDOS PELA CLASSE QUE ESTIVEREM, EM DADO MOMENTO, VENCIDOS E NAO PAGOS PELOS RESPECTIVOS DEVEDORES; 42."
