cnpj,fundo,categoria_vigente,categoria_documental,status,pontuacao,margem,multi_flag,termos,documento_id,documento_data,evidencia
47425750000179,CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Agro / Revenda,Agro / Revenda,confirma,13,13,multissacado,\bCPR\b|CEDULA DE PRODUTO RURAL | AGRONEGOCIO | INSUMOS? AGRICOLAS?|INSUMOS? AGROPECUARIOS?,1144221,29/12/2025,"LOS SEGUINTES TITULOS DE CREDITO: DUPLICATAS, NOTAS PROMISSORIAS, LETRAS DE CAMBIO COMERCIAL (LCC), E CEDULAS DE PRODUTOR RURAL FINANCEIRA (CPR-F) (“DIREITOS CREDITORIOS”). 10.2 AS CESSOES DE DIREITOS CREDITORIOS AO FUNDO SERAO REALIZADAS EM CARATER IRREVOGAVEL E IRRETRATAVEL E INCLUIRAO TODAS AS SUAS GARANTIAS E DEMAIS ACESSORIOS. 10.3 OS DOCUMENTOS COMPROBATORIOS COMPREENDEM TODOS OS DOCUMENTOS"
37035970000132,CD CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Agro / Revenda,,sem evidência,2,2,multissacado,CEDULAS? DE CREDITO BANCARIO,308292,25/04/2022,"O FUNDO PODERA ADQUIRIR DIREITOS CREDITORIOS, (A) REPRESENTADOS POR TI TULOS DE CREDITO, MAS LIMITADAMENTE, DUPLICATAS, NOTAS PROMISSORIAS, CEDULAS DE CREDITO BANCARIO, CEDULAS DE CREDITO IMOBILIARIO, CEDULAS DE PRODUTOR RURAL FINANCEIRA E LETRA DE CREDITO DE CAMBIO; (B) CONTRATOS EM GERAL; (C) TODO E QUALQUER INSTRUMENTO REPRESENTATIVO DE CREDITO. 10.2 ADICIONALMENTE OS DIREITOS CREDITORIOS NAO P"
17468142000180,VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,Factoring,,sem evidência,0,0,,,789621,28/11/2024,
29492605000129,GAZIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS - RESPONSABILIDADE LIMITADA,Agro / Revenda,,sem evidência,4,4,,CEDULAS? DE CREDITO BANCARIO | \bCCB\b,886246,25/04/2025,"ICOS DE AUDITORIA DAS DEMONSTRACOES CONTABEIS DO FUNDO. “B3” B3 S.A. – BRASIL, BOLSA, BALCAO. “BACEN” BANCO CENTRAL DO BRASIL. “CCB” SAO AS CEDULAS DE CREDITO BANCARIO, EMITIDAS E ENDOSSADAS AO FUNDO; “CEDENTE OUTRO” PESSOAS JURIDICAS, CONSTITUIDAS SOB QUALQUER TIPO SOCIETARIO, QUE ALIENAREM DIREITOS CREDITORIOS AO FUNDO POR MEIO DE CESSAO DE CREDITOS, NOS TERMOS DO RESPECTIVO CONTRATO DE CESSAO,"
31739396000117,LF III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Adquirência,Adquirência,confirma,22,22,,ARRANJOS? DE PAGAMENTO | INSTRUMENTOS? DE PAGAMENTO | TRANSACOES? DE PAGAMENTO,789677,26/11/2024,"REDITORIOS OFERTADOS AO FUNDO, REFERENTES AS TRANSACOES DE 5 PAGAMENTO LIQUIDADAS NO DIA IMEDIATAMENTE ANTERIOR POR MEIO DO SISTEMA LISTO. “ARRANJO DE PAGAMENTO” E O CONJUNTO DE REGRAS E PROCEDIMENTOS ESTABELECIDOS PELA BANDEIRA QUE DISCIPLINA A PRESTACAO DE DETERMINADO SERVICO DE PAGAMENTO AO PUBLICO, TAIS COMO AS ATIVIDADES DE EMISSAO DE INSTRUMENTOS DE PAGAMENTO E O CREDENCIAMENTO DE ESTABELECI"
26749095000134,PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADAL,Financeiro,,sem evidência,0,0,multissacado,,791238,28/11/2024,
62393829000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS MEDICI I - RESPONSABILIDADE LIMITADA,Risco Corporativo,,sem evidência,0,0,,,978255,25/08/2025,
47640584000123,SOL AGORA GREEN ESG FIDC IS SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Financeiro,Financeiro,confirma,6,6,multissacado,CREDITO PESSOAL | \bCCB\b,688766,21/06/2024,"CEIROS ” DA ANBIMA, O FUNDO E CLASSIFICADO COMO “FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS”, TIPO “FINANCEIRO”, COM FOCO DE ATUACAO EM “CREDITO PESSOAL”, CONFORME AS “REGRAS E PROCEDIMENTOS ANBIMA PARA PAGINA 4 DE 106 CLASSIFICACAO DO FIDC NO 08”, DE 23 DE MAIO DE 2019. 3. PRAZO DE DURACAO 3.1. O FUNCIONAMENTO DO FUNDO TERA INICIO NA DATA DE INICIO DO FUNDO. O FUNDO TERA PRAZO DE DURACAO INDET"
57028406000108,IS GREEN SOLFÁCIL VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Financeiro,,sem evidência,3,1,,\bADQUIRENTES?\b,1202319,21/05/2026,"RMEDIARIO RESPONSAVEL POR INTERMEDIAR EVENTUAL NEGOCIACAO DAS COTAS NO MERCADO SECUNDARIO, ASSEGURAR A CONDICAO DE INVESTIDOR AUTORIZADO DO ADQUIRENTE DAS COTAS, BEM COMO VERIFICAR A OBSERVANCIA DE QUAISQUER OUTRAS RESTRICOES APLICAVEIS A NEGOCIACAO DE COTAS NO MERCADO SECUNDARIO. 6.10.5. OS COTISTAS SERAO RESPONSAVEIS PELO PAGAMENTO DE TODOS OS CUSTOS, TRIBUTOS E EMOLUMENTOS DECORRENTES DA NEGOCI"
31570767000180,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRADEPAY VAREJO I - RESPONSABILIDADE LIMITADA,Risco Corporativo,,sem evidência,3,0,,UNICO DEVEDOR,687880,27/06/2024,"ASSE, NOS TERMOS DO ITEM 6.1., “D”, ABAIXO. 5.17.1. PARA EFEITOS DE CALCULO DO LIMITE ACIMA INDICADO, CONSIDERAM -SE COMO PERTENCENTES A UM UNICO DEVEDOR OS DIREITOS CREDITORIOS E ATIVOS FINANCEIROS DE LIQUIDEZ DE RESPONSABILIDADE OU COOBRIGACAO DE DEVEDORES INTEGRANTES DE UM MESMO GRUPO ECONOMICO. 5.18. OS LIMITES DE CONCENTRACAO PREVISTOS NESTE CAPITULO DEVEM SER CUMPRIDOS MENSALMENTE, COM BASE"
54464892000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT FGTS RECEIVABLES II,Consignado INSS e FGTS,Consignado INSS e FGTS,confirma,18,4,,\bFGTS\b | SAQUE[- ]ANIVERSARIO,884293,23/04/2025,"[O RESTANTE DA PAGINA FOI INTENCIONALMENTE DEIXADO EM BRANCO] REGULAMENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MT FGTS RECEIVABLES II PARTE GERAL CAPITULO 1 – FUNDO 1.1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MT FGTS RECEIVABLES II (“FUNDO”), REGIDO PELA LEI NO 10.406, DE 10 DE JANEIRO DE 2002, CONFORME ALTERADA (“CODIGO CIVIL”), PELA PARTE GERAL E O ANEXO NORMATIVO"
11468186000124,ATLANTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Factoring,,sem evidência,0,0,,,1025235,27/11/2024,
43193260000133,RESIDENCE CLUB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Financeiro,,sem evidência,8,0,multissacado,\bDEBENTURES?\b,847727,24/02/2025,"M CURSO NA CVM, NO QUAL SAO ACUSADOS DE REALIZACAO DE OPERACAO FRAUDULENTA NO MERCADO DE CAPITAIS, QUAL SEJA, A EMISSAO E OFERTA PUBLICA DE DEBENTURES DA 1A EMISSAO, EM DUAS SERIES, DA VCI; (II) A VCI, UM DOS SEUS ATUAIS ADMINISTRADORES E UM EX-ADMINISTRADOR SAO INVESTIGADOS PELA POLICIA FEDERAL, NO AMBITO DO I NQUERITO POLICIAL IPL 2020.0010517-SR/PF/ES, INSTAURADO EM CONEXAO COM OS FAT OS OBJETO"
58152340000118,MONEE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO - RESP. LIMITADA,Financeiro,Financeiro,confirma,12,12,,"INSTITUICAO FINANCEIRA.{0,60}?ORIGINAD | CEDULAS? DE CREDITO BANCARIO | \bCCB\b",1093019,26/01/2026,"OS DIREITOS CREDITORIOS SERAO ORIGINADOS TENDO DE ACORDO COM A P OLITICA DE CONCESSAO DE CREDITO (“POLITICA DE CONCESSAO DE CREDITO”): 1. A INSTITUICAO FINANCEIRA PARCEIRA, POR MEIO DA ORIGINADORA (CONFORME APLICAVEL), NA CONDICAO DE CORRESPONDENTE BANCARIO, ENVIARA A OFERTA DE CREDITO DO DEVEDOR APROVADO, INCLUINDO INFORMACOES SOBRE TODAS AS CONDICOES DO CREDITO (TAIS COMO VALOR, TAXA E PRAZO), Q"
52340225000190,INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,Risco Corporativo,,sem evidência,0,0,,,788923,26/11/2024,
63546406000194,PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Consignado INSS e FGTS,,sem evidência,8,0,,\bINSS\b,1130481,05/03/2026,"19 REGULAMENTO DO PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA SAO PAULO, 05 DE MARCO DE 2026. REGULAMENTO DO PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA CNPJ: 63.546.406/0001-94 CAPITULO 1 – FUNDO 1."
37294759000134,GALLERIA HOME EQUITY FIDC,Financeiro,,sem evidência,4,4,,\bCCB\b,229241,15/10/2021,"ADE, NA RESPECTIVA DATA DE AQUISICAO E PAGAMENTO , OBSERVADO QUE, EM RELACAO AO REGISTRO DA ALIENACAO FIDUCIARIA DE IMOVEL E A AVERBACAO DA CCB E/OU RESPECTIVA CCI NA MATRICULA DO RESPECTIVO IMOVEL, A VERIFICACAO DA EXISTENCIA E ADEQUACAO DESTES DOCUMENTOS SERA FEITA EM ATE 2 0 (VINTE) DIAS UTEIS CONTADOS DA DATA DE OBTENCAO DE TAL REGISTRO E AVERBACAO. NO AMBITO DA VERIFICACAO TRIMESTRAL MENCIONA"
42085830000109,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,Adquirência,Adquirência,confirma,25,25,,ARRANJOS? DE PAGAMENTO | CREDENCIADORAS?\b | INSTRUMENTOS? DE PAGAMENTO | TRANSACOES? DE PAGAMENTO,513483,28/08/2023,"TORIOS CEDIDOS SAO ORIUNDOS DO PAGAMENTO DEVIDO PELOS DEVEDORES A CEDENTE, DECORRENTES DAS TRANSACOES DE PAGAMENTO REALIZADAS NO AMBITO DOS ARRANJOS DE PAGAMENTO, ENVOLVENDO INSTRUMENTOS DE PAGAMENTO UTILIZADOS PELOS USUARIOS -FINAIS PARA A REALIZACAO DE COMPRAS DE BENS, PRODUTOS E SERVICOS EM ESTABELECIMENTOS CREDENCIADOS, QUE TENHAM SIDO CAPTURADAS, PROCESSADAS E LIQUIDADAS PELO SISTEMA CLOUDWAL"
61288838000117,IFOOD PAGO CRÉDITO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO RESP. LIMITADA,Financeiro,Adquirência,diverge,19,15,,SUBCREDENCIADORA | CREDENCIADORAS?\b | INSTRUMENTOS? DE PAGAMENTO | TRANSACOES? DE PAGAMENTO,1072389,29/12/2025,"ENSACAO E LIQUIDACAO DOS DIREITOS CREDITORIOS CREDENCIADORA DEPENDE DAS BANDEIRAS, DA NUCLEA, DOS BANCOS LIQUIDANTES, DA CREDENCIADORA E DA SUBCREDENCIADORA, CONFORME O CASO. NAO HA QUALQUER GARANTIA QUE NAO OCORRERAO FALHAS OPERACIONAIS, O QUE PODE AFETAR O TEMPESTIVO RECEBIMENTO, PELO FUNDO, DOS PAGAMENTOS DOS DIREITOS CREDITORIOS CEDIDOS. A OCORRENCIA DE FALHAS OPERACIONAIS AQUI DESCRITAS PODER"
30035329000159,VIA INVEST II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Consignado INSS e FGTS,Consignado INSS e FGTS,confirma,18,10,,\bFGTS\b | SAQUE[- ]ANIVERSARIO,998769,22/09/2025,"TRATIVOS QUANTO OPERACIONAIS, DOS BANCOS DEPOSITARIOS, DOS AGENTES FINANCEIROS, DOS EMPREGADORES E DOS TRABALHADORES QUE INTEGRAM O SISTEMA FGTS; “ANEXO DA CLASSE UNICA” E O ANEXO DA CLASSE DESTE REGULAMENTO, NO QUAL CONSTAM AS REGRAS ESPECIFICAS APLICAVEIS A CLASSE UNICA E RESPECTIVAS SUBCLASSES. DOCUSIGN ENVELOPE ID: 66237647-109C-4598-B098-1D486375AD96 3 “ANEXO DA POLITICA DE COBRANCA” O ANEXO"
63657457000193,MSV3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA,Risco Corporativo,,sem evidência,0,0,,,1069421,17/12/2025,
63066147000102,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INCLUSÃO CREDIÁRIA RESPONSABILIDADE LIMITADA,Financeiro,Financeiro,confirma,10,7,,CREDITO PESSOAL | CEDULAS? DE CREDITO BANCARIO | \bCCB\b,1085946,15/01/2026,"DE RECURSOS DE TERCEIROS” DA ANBIMA, CONFORME EM VIGOR, O FUNDO E CLASSIFICADO COMO “FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS”, TIPO “CREDITO PESSOAL”, CONFORME PREVISTO NO ANEXO COMPLEMENTAR V DAS “REGRAS E PROCEDIMENTOS DE ADMINISTRACAO E GESTAO DE RECURSOS DE TERCEIROS”. 2.3. A ESTRUTURA DO FUNDO CONTA COM CLASSE UNICA DE COTAS E AS SUBCLASSES, CONFORME AS INFORMACOES ESPECIFICAS CONSTANT"
65836995000170,PNEUCASH II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA RESP LIMITADA,Risco Corporativo,Factoring,diverge,5,5,,FOMENTO MERCANTIL,1178986,30/04/2026,"S, OS QUAIS FORAM OS RESPONSAVEIS PELA APROVACAO, NO MESMO ATO, DO REGULAMENTO. 2.4 PARA FINS DO CODIGO ANBIMA, O FUNDO E CLASSIFICADO COMO FOMENTO MERCANTIL. 3 DOS PRESTADORES DE SERVICOS ESSENCIAIS, OBRIGACOES E RESPONSABILIDADES 3.1 DO ADMINISTRADOR 3.1.1 O ADMINISTRADOR, OBSERVADAS AS LIMITACOES ESTABELECIDAS NESTE REGULAMENTO E NAS DISPOSICOES LEGAIS E REGULAMENTARES PERTINENTES, TEM AMPLOS E"
65873297000145,ARCELORMITTAL VÉRTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS - RESP LIMITADA,Risco Corporativo,,sem evidência,4,4,,\bDEBENTURES?\b,1226438,20/05/2026,"ESTIMOS, MUTUOS, FINANCIAMENTOS OU OUTRAS DIVIDAS FINANCEIRAS, INCLUINDO ARRENDAMENTO MERCANTIL, LEASING FINANCEIRO, TITULOS DE RENDA FIXA, DEBENTURES, LETRAS DE CAMBIO, NOTAS PROMISSORIAS OU INSTRUMENTOS SIMILARES; (II) SALDO LIQUIDO DAS OPERACOES ATIVAS E PASSIVAS COM DERIVATIVOS (SENDO 6 QUE O REFERIDO SALDO SERA LIQUIDO DO QUE JA ESTIVER CLASSIFICADO NO PASSIVO CIRCULANTE E NO PASSIVO NAO CIRC"
65347578000164,ICRED INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Consignado INSS e FGTS,Consignado INSS e FGTS,confirma,8,5,,\bINSS\b,1135444,12/03/2026,ANEXO V – REGULAMENTO REGULAMENTO DO ICRED INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA CAPITULO 1 – FUNDO 1.1 O ICRED INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA E UM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CONSTITUIDO SOB
18185812000114,GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,Factoring,Factoring,confirma,11,5,multissacado,FOMENTO MERCANTIL | CHEQUES?\b | MULTISSETORIAL,913534,28/05/2025,"STO NO “CODIGO ANBIMA DE REGULACAO E MELHORES PRATICAS PARA ADMINISTRACAO DE RECURSOS DE TERCEIROS” DA ANBIMA, O FUNDO E CLASSIFICADO COMO “FOMENTO MERCANTIL”, CONFORME O ARTIGO 3O, PARAGRAFO 1O DA DIRETRIZ ANBIMA DE CLASSIFICACAO DO FIDC NO 08, DE 11 DE JANEIRO DE 2019. ARTIGO 2 - O FUNDO TEM COMO PRINCIPAIS CARACTERISTICAS: I) E CONSTITUIDO NA FORMA DE CONDOMINIO FECHADO, COM CLASSE UNICA DE COT"
49113994000141,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CAP - RESPONSABILIDADE LIMITADA,Financeiro,Financeiro,confirma,10,7,multissacado,CREDITO PESSOAL | CEDULAS? DE CREDITO BANCARIO | \bCCB\b,788104,22/11/2024,"BSCRITO. 1.3. PARA OS FINS DO CODIGO ANBIMA DE ADMINISTRACAO DE RECURSOS DE TERCEIROS, A CLASSE SE CLASSIFICA COMO TIPO “FIDC FINANCEIRO”, “CREDITO PESSOAL”. 2. DO REGIME DA CLASSE 2.1. ESTA CLASSE E CONSTITUIDA SOB A FORMA DE REGIME FECHADO. 3. DO PRAZO DE DURACAO 3.1. O FUNCIONAMENTO DA CLASSE TERA INICIO NA DATA DA 1A INTEGRALIZACAO DE COTAS. O PRAZO DE DURACAO DA CLASSE SERA INDETERMINADO, SEN"
