competencia,cnpj,tp_registro,denominacao,pl,tab4_source_rows,tab4_duplicate_rows_dropped,tab4_duplicate_detected,tab4_type_conflict,tab4_pl_conflict,tab4_selection_rule,tab4_source_types,tab4_pl_values,tab4_warning,is_fic_fidc,admin_nome,admin_cnpj,condominio,exclusivo,carteira_dc,dc_inadimplentes,reports_tab_i,reports_carteira_dc,reports_dc_inadimplentes,report_flag_source,segmento_principal,cotistas,publico_alvo,classificacao_anbima,custodiante_nome,custodiante_cnpj,cnpj_fundo,gestor_nome,gestor_cnpj,inad_pct
2026-06,29010886000136,Classe,GUARDIANS FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43419690.19,1,0,False,False,False,registro_unico,Classe,43419690.19,,True,BANCO GENIAL S.A.,45246410000155,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,3,,,BANCO GENIAL S.A.,45246410000155,29010886000136,MULTIPLICA CAPITAL ASSET MANAGEMENT LTDA.,07252227000173,0.0
2026-06,58442833000192,Classe,FARM M IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,43399528.79,1,0,False,False,False,registro_unico,Classe,43399528.79,,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,5,,,BANCO BTG PACTUAL S/A,30306294000145,58442833000192,FARMTECH GESTÃO DE RECURSOS LTDA.,20043909000134,0.0
2026-06,50200709000109,Classe,MOOVPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA ABERTA,43333776.46,1,0,False,False,False,registro_unico,Classe,43333776.46,,False,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142,FECHADO,N,40365414.72,11379960.83,True,True,True,campo_bruto_CVM,Financeiro,14,,,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142,50200709000109,CARMEL GESTORA DE ATIVOS LTDA,24515907000151,0.2819235454147714
2026-06,53560257000164,Classe,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCIAMENTO DE VEÍCULOS PESADOS - RESPONSABILIDADE L,43316737.77,1,0,False,False,False,registro_unico,Classe,43316737.77,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,FECHADO,N,41448212.73,0.0,True,True,True,campo_bruto_CVM,Financeiro,11,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,53560257000164,PATRIMONIAL GESTÃO DE RECURSOS LTDA.,30135282000103,0.0
2026-06,58731626000158,Classe,AUGME VINTAGE II FIC FIDC DE RESPONSABILIDADE LIMITADA,43314721.06,1,0,False,False,False,registro_unico,Classe,43314721.06,,True,BANCO DAYCOVAL S.A.,62232889000190,FECHADO,N,30086553.1,0.0,True,True,True,campo_bruto_CVM,Financeiro,43,,,BANCO DAYCOVAL S.A.,62232889000190,58731626000158,AUGME CAPITAL GESTÃO DE RECURSOS LTDA.,23360896000115,0.0
2026-06,53635506000133,Classe,CROW TECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,43309465.34,1,0,False,False,False,registro_unico,Classe,43309465.34,,False,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,40434681000110,FECHADO,N,42319269.98,0.0,True,True,True,campo_bruto_CVM,Financeiro,1,,,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,40434681000110,53635506000133,IBBRA GESTÃO DE RECURSOS LTDA.,34444602000150,0.0
2026-06,59197255000139,Classe,BF3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43286670.43,1,0,False,False,False,registro_unico,Classe,43286670.43,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,FECHADO,N,42701297.28,169062.35,True,True,True,campo_bruto_CVM,Comercial,4,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,59197255000139,SOMA ASSET GESTÃO DE INVESTIMENTOS LTDA,26760824000153,0.003959185335551473
2026-06,57223832000194,Classe,IRLANDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,43249222.04,1,0,False,False,False,registro_unico,Classe,43249222.04,,False,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142,FECHADO,N,32998148.58,1250898.6,True,True,True,campo_bruto_CVM,Setor publico,2,,,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142,57223832000194,SOSU CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,28381802000108,0.03790814496659861
2026-06,12910431000174,Classe,MEINBERG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,43194173.88,1,0,False,False,False,registro_unico,Classe,43194173.88,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,FECHADO,N,35289047.5,1580311.88,True,True,True,campo_bruto_CVM,Comercial,6,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,12910431000174,OURO PRETO GESTÃO DE RECURSOS S.A.,11916849000126,0.044781936378418825
2026-06,58508265000185,Classe,ESTALEIRO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43048209.88,1,0,False,False,False,registro_unico,Classe,43048209.88,,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,FECHADO,N,1050775.54,0.0,True,True,True,campo_bruto_CVM,Comercial,93,,,BANCO BTG PACTUAL S/A,30306294000145,58508265000185,EUQUEROINVESTIR GESTÃO DE RECURSOS LTDA,32288914000196,0.0
2026-06,58508715000130,Classe,ESTALEIRO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43048182.41,1,0,False,False,False,registro_unico,Classe,43048182.41,,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,FECHADO,N,1050792.73,0.0,True,True,True,campo_bruto_CVM,Comercial,73,,,BANCO BTG PACTUAL S/A,30306294000145,58508715000130,EUQUEROINVESTIR GESTÃO DE RECURSOS LTDA,32288914000196,0.0
2026-06,53272409000123,Classe,EL CALAFATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,43033709.95,1,0,False,False,False,registro_unico,Classe,43033709.95,,False,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188,FECHADO,N,23342407.95,0.0,True,True,True,campo_bruto_CVM,Financeiro,1,,,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188,53272409000123,PATAGÔNIA CAPITAL GESTORA DE RECURSOS LTDA.,39526263000174,0.0
2026-06,57182384000128,Classe,FUTURA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,42997580.59,1,0,False,False,False,registro_unico,Classe,42997580.59,,False,BANCO DAYCOVAL S.A.,62232889000190,FECHADO,N,42739598.28,0.0,True,True,True,campo_bruto_CVM,Agronegocio,2,,,BANCO DAYCOVAL S.A.,62232889000190,57182384000128,ECO GESTÃO DE ATIVOS LTDA,11695155000106,0.0
2026-06,46339525000157,Classe,HOD MULTIPLICA 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42968336.28,1,0,False,False,False,registro_unico,Classe,42968336.28,,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,ABERTO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,291,Profissional,,BANCO BTG PACTUAL S/A,30306294000145,46339525000157,MULTIPLICA CAPITAL ASSET MANAGEMENT LTDA.,07252227000173,0.0
2026-06,51503629000195,Classe,FORESTAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42959968.76,1,0,False,False,False,registro_unico,Classe,42959968.76,,False,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142,FECHADO,S,42836995.0,0.0,True,True,True,campo_bruto_CVM,Setor publico,1,,,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142,51503629000195,JUGIS CAPITAL GESTÃO DE RECURSOS LTDA.,46350241000161,0.0
2026-06,62771666000109,Classe,APOENA PRECATÓRIOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42932288.52,1,0,False,False,False,registro_unico,Classe,42932288.52,,False,PLANNER CORRETORA DE VALORES S.A.,00806535000154,ABERTO,N,42952262.7,0.0,True,True,True,campo_bruto_CVM,Acoes judiciais,20,,,PLANNER CORRETORA DE VALORES S.A.,00806535000154,62771666000109,APUAMA CAPITAL GESTORA DE RECURSOS LTDA,13557425000148,0.0
2026-06,44395545000110,Classe,CONDOCONTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42888201.2,1,0,False,False,False,registro_unico,Classe,42888201.2,,False,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,37678915000160,FECHADO,N,55921429.02,57468768.14,True,True,True,campo_bruto_CVM,Servicos,13,,,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,37678915000160,44395545000110,SRM EMPÍRICA GESTÃO DE CRÉDITO LTDA,10896871000199,1.0276698780255884
2026-06,09072384000122,Classe,CREDITMIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,42851145.51,1,0,False,False,False,registro_unico,Classe,42851145.51,,False,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,36864992000142,FECHADO,N,42100964.18,0.0,True,True,True,campo_bruto_CVM,Acoes judiciais,5,,,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,36864992000142,09072384000122,JIVE INVESTMENTS GESTÃO DE RECURSOS E CONSULTORIA S.A.,12600032000107,0.0
2026-06,60788422000103,Classe,USIQUÍMICA DO BRASIL FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,42823433.56,1,0,False,False,False,registro_unico,Classe,42823433.56,,False,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,27652684000162,FECHADO,N,21708059.48,0.0,True,True,True,campo_bruto_CVM,Servicos,2,,,BANCO GENIAL S.A.,45246410000155,60788422000103,PLURAL INVESTIMENTOS GESTÃO DE RECURSOS LTDA.,09630188000126,0.0
2026-06,57391433000132,Classe,MLC ISE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,42692472.74,1,0,False,False,False,registro_unico,Classe,42692472.74,,False,BANCO DAYCOVAL S.A.,62232889000190,FECHADO,N,46018365.75,0.0,True,True,True,campo_bruto_CVM,Acoes judiciais,3,,,BANCO DAYCOVAL S.A.,62232889000190,57391433000132,MÖBIUS CAPITAL GESTÃO DE RECURSOS LTDA.,39422314000118,0.0
2026-06,31159172000136,Classe,VALORA CAPITAL PARTNERS HY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,42682378.12,1,0,False,False,False,registro_unico,Classe,42682378.12,,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,ABERTO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,27,Profissional,,BANCO BTG PACTUAL S/A,30306294000145,31159172000136,VALORA RENDA FIXA ESTRUTURADOS LTDA.,57369679000108,0.0
2026-06,59385783000111,Classe,KRISPY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42664019.95,1,0,False,False,False,registro_unico,Classe,42664019.95,,False,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,67030395000146,FECHADO,N,5025681965.4,0.0,True,True,True,campo_bruto_CVM,Financeiro,1,,,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,67030395000146,59385783000111,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,67030395000146,0.0
2026-06,30804773000191,Classe,PROSSEG FUNDO DE INVESTIMENTO EM COTAS DE DIREITOS CREDITÓRIOS,42598384.22,1,0,False,False,False,registro_unico,Classe,42598384.22,,False,XP INVESTIMENTOS CCTVM S.A.,02332886000104,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,3,Profissional,,OLIVEIRA TRUST DTVM S.A.,36113876000191,30804773000191,WIT GESTÃO DE RECURSOS LTDA.,28093642000100,0.0
2026-06,55139905000139,Classe,PLGN EQUIPE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42588658.04,1,0,False,False,False,registro_unico,Classe,42588658.04,,True,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,ABERTO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,20,,,BANCO BTG PACTUAL S/A,30306294000145,55139905000139,POLÍGONO CAPITAL LTDA,43241789000185,0.0
2026-06,41341254000150,Classe,BS PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42551342.23,1,0,False,False,False,registro_unico,Classe,42551342.23,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,ABERTO,N,31044325.87,7182895.93,True,True,True,campo_bruto_CVM,Financeiro,1,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,41341254000150,V8 CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,11392069000124,0.23137548420535245
2026-06,32068046000139,Classe,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BUDAPESTE 01,42533144.67,1,0,False,False,False,registro_unico,Classe,42533144.67,,False,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,12063256000127,FECHADO,S,39112961.95,753614.76,True,True,True,campo_bruto_CVM,Industrial,5,,,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,03751794000113,32068046000139,RENOVA GESTORA DE RECURSOS LTDA,13971519000169,0.01926764740965878
2026-06,51124933000121,Classe,WIZARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42522239.02,1,0,False,False,False,registro_unico,Classe,42522239.02,,False,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,44782130000107,FECHADO,N,262539036.13,0.0,True,True,True,campo_bruto_CVM,Comercial,1,,,LASTRO RDV DTVM LTDA,71590442000183,51124933000121,LIBERTAS ASSET S/A,32764855000185,0.0
2026-06,28267746000185,Classe,LEPAPIE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,42424474.0,1,0,False,False,False,registro_unico,Classe,42424474,,False,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,03317692000194,FECHADO,N,41370095.32,13964896.850000001,True,True,True,campo_bruto_CVM,Comercial,10,,,BANCO FINAXIS S.A.,11758741000152,28267746000185,PETRA CAPITAL GESTÃO DE INVESTIMENTOS LTDA,09204714000196,0.3375601806566009
2026-06,50149859000135,Classe,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ECO,42315515.17,1,0,False,False,False,registro_unico,Classe,42315515.17,,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,FECHADO,N,37327678.61,0.0,True,True,True,campo_bruto_CVM,Comercial,1,,,BANCO BTG PACTUAL S/A,30306294000145,50149859000135,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,29650082000100,0.0
2026-06,47859927000145,Classe,NACIONAL CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42282420.61,1,0,False,False,False,registro_unico,Classe,42282420.61,,False,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,ABERTO,N,38783778.83,8425346.870000001,True,True,True,campo_bruto_CVM,Comercial,14,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,47859927000145,TERCON INVESTIMENTOS S.A.,09121454000195,0.21723893659074894
2026-06,66396782000138,Classe,STATHEROS SEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42180761.87,1,0,False,False,False,registro_unico,Classe,42180761.87,,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,ABERTO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,1,,,BANCO BTG PACTUAL S/A,30306294000145,66396782000138,RIZA SECURITIZAÇÃO E CARTEIRAS GESTORA DE RECURSOS LTD,37556621000166,0.0
2026-06,56659005000185,Classe,CHIMERA ALTERNATIVE ASSETS X FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESP. LIMITADA,42176456.66,1,0,False,False,False,registro_unico,Classe,42176456.66,,False,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,12063256000127,FECHADO,S,41613234.93,0.0,True,True,True,campo_bruto_CVM,Acoes judiciais,11,,,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,03751794000113,56659005000185,CHIMERA CAPITAL ASSET MANAGEMENT LTDA.,37332689000161,0.0
2026-06,60043514000156,Classe,ANZEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42144016.88,1,0,False,False,False,registro_unico,Classe,42144016.88,,False,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,40434681000110,ABERTO,N,35058614.83,31830.0,True,True,True,campo_bruto_CVM,Comercial,1,,,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,40434681000110,60043514000156,ASSET BANK ASSET MANAGEMENT LTDA.,42221617000187,0.0009079080891913264
2026-06,56322644000150,Classe,REVO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42086124.21,1,0,False,False,False,registro_unico,Classe,42086124.21,,True,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,13,,,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140,56322644000150,BURITI INVESTIMENTOS GESTORA DE RECURSOS LTDA,44696473000140,0.0
2026-06,44680388000194,Classe,ACELERA VAREJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,42030269.48,1,0,False,False,False,registro_unico,Classe,42030269.48,,False,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109,FECHADO,N,40542315.93,21163628.7,True,True,True,campo_bruto_CVM,Industrial,17,,,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109,44680388000194,GESTORA DE RECURSOS ID - GRID LTDA,44615804000170,0.5220133141022563
2026-06,63819527000162,Classe,ALIANÇA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42014625.65,1,0,False,False,False,registro_unico,Classe,42014625.65,,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,3,,,BANCO BTG PACTUAL S/A,30306294000145,63819527000162,BTG PACTUAL GESTORA DE INVESTIMENTOS ALTERNATIVOS LTDA.,07625159000140,0.0
2026-06,58954874000168,Classe,MOBILE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,41958488.54,1,0,False,False,False,registro_unico,Classe,41958488.54,,False,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109,FECHADO,N,41639935.18,13131390.31,True,True,True,campo_bruto_CVM,Industrial,3,,,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109,58954874000168,BLESS CAPITAL GESTORA DE RECURSOS LTDA.,20675481000142,0.3153556856713628
2026-06,59765224000137,Classe,LIFT ALFA FIC DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,41945659.77,1,0,False,False,False,registro_unico,Classe,41945659.77,,True,BANCO DAYCOVAL S.A.,62232889000190,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,5,,,BANCO DAYCOVAL S.A.,62232889000190,59765224000137,LIFT CAPITAL GESTORA DE RECURSOS S.A.,45129348000111,0.0
2026-06,19527871000196,Classe,TS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41874397.55,1,0,False,False,False,registro_unico,Classe,41874397.55,,False,PLANNER CORRETORA DE VALORES S.A.,00806535000154,FECHADO,N,29734621.7,28164185.42,True,True,True,campo_bruto_CVM,Financeiro,1,,,PLANNER CORRETORA DE VALORES S.A.,00806535000154,19527871000196,REDWOOD ADMINISTRAÇÃO DE RECURSOS LTDA,10405423000145,0.947184924837971
2026-06,53250913000122,Classe,TABARE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS DE RESPONSABILIDADE ILIMITADA,41804816.0,1,0,False,False,False,registro_unico,Classe,41804816,,False,PLANNER CORRETORA DE VALORES S.A.,00806535000154,FECHADO,N,23428124.17,0.0,True,True,True,campo_bruto_CVM,Setor publico,2,,,PLANNER CORRETORA DE VALORES S.A.,00806535000154,53250913000122,REDWOOD ADMINISTRAÇÃO DE RECURSOS LTDA,10405423000145,0.0
2026-06,42084488000122,Classe,ALENTEJO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41797931.07,1,0,False,False,False,registro_unico,Classe,41797931.07,,False,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,1,,,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,42084488000122,REAG PORTFÓLIO SOLUTIONS LTDA.,48954141000170,0.0
2026-06,62541630000120,Classe,ST 1023 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,41666896.69,1,0,False,False,False,registro_unico,Classe,41666896.69,,False,BANCO DAYCOVAL S.A.,62232889000190,FECHADO,N,40823618.56,0.0,True,True,True,campo_bruto_CVM,Setor publico,3,,,BANCO DAYCOVAL S.A.,62232889000190,62541630000120,STRATA CAPITAL GESTÃO DE RECURSOS LTDA,43179785000114,0.0
2026-06,54565154000150,Classe,VANGUARDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41632306.07,1,0,False,False,False,registro_unico,Classe,41632306.07,,False,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,45854066000187,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,1,,,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,45854066000187,54565154000150,WNT GESTORA DE RECURSOS LTDA,28529686000121,0.0
2026-06,56977387000195,Classe,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MP - RESPONSABILIDADE LIMITADA,41521730.62,1,0,False,False,False,registro_unico,Classe,41521730.62,,False,BANCO DAYCOVAL S.A.,62232889000190,FECHADO,N,19077481.26,874348.52,True,True,True,campo_bruto_CVM,Financeiro,8,,,BANCO DAYCOVAL S.A.,62232889000190,56977387000195,SUESTE CAPITAL GESTÃO DE RECURSOS LTDA,29036872000191,0.045831444313000465
2026-06,49743173000199,Classe,AEG 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41465661.46,1,0,False,False,False,registro_unico,Classe,41465661.46,,False,BANCO DAYCOVAL S.A.,62232889000190,FECHADO,N,41418717.73,0.0,True,True,True,campo_bruto_CVM,Acoes judiciais,3,,,BANCO DAYCOVAL S.A.,62232889000190,49743173000199,ALGARVE CAPITAL GESTÃO DE RECURSOS LTDA.,38481640000133,0.0
2026-06,50774127000136,Classe,BOCAINA ORIZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,41447399.82,1,0,False,False,False,registro_unico,Classe,41447399.82,,False,BANCO DAYCOVAL S.A.,62232889000190,ABERTO,N,39170269.47,0.0,True,True,True,campo_bruto_CVM,Financeiro,19,,,BANCO DAYCOVAL S.A.,62232889000190,50774127000136,BOCAINA CAPITAL GESTORA DE RECURSOS LTDA.,38347420000111,0.0
2026-06,48928987000135,Classe,CREDIAL BANK PAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,41410831.66,1,0,False,False,False,registro_unico,Classe,41410831.66,,False,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,47215387000167,ABERTO,N,41468467.08,4845.53,True,True,True,campo_bruto_CVM,Financeiro,2,,,BANCO DAYCOVAL S.A.,62232889000190,48928987000135,CATÁLISE INVESTIMENTOS LTDA.,18223260000191,0.00011684854399493756
2026-06,45145168000123,Classe,JURUENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,41340002.93,1,0,False,False,False,registro_unico,Classe,41340002.93,,False,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,44782130000107,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,1,,,LASTRO RDV DTVM LTDA,71590442000183,45145168000123,SZ CAPITAL LTDA.,63178448000110,0.0
2026-06,65225163000118,Classe,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VAREJO CORPORATIVO I - RESPONSABILIDADE LIMITADA,41330853.64,1,0,False,False,False,registro_unico,Classe,41330853.64,,False,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142,FECHADO,N,38755835.61,0.0,True,True,True,campo_bruto_CVM,Financeiro,23,,,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13486793000142,65225163000118,CAPITÂNIA ALTERNATIVES S/A,41475648000100,0.0
2026-06,55507580000108,Classe,ARUBA FUNDO DE INVESTIMENTO EM COTAS DE DIREITOS CREDITÓRIOS,41323728.23,1,0,False,False,False,registro_unico,Classe,41323728.23,,False,XP INVESTIMENTOS CCTVM S.A.,02332886000104,FECHADO,N,0.0,0.0,True,True,True,campo_bruto_CVM,,265,Qualificado,,OLIVEIRA TRUST DTVM S.A.,36113876000191,55507580000108,WIT GESTÃO DE RECURSOS LTDA.,28093642000100,0.0
2026-06,60095481000198,Classe,ST 1020 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,41309285.35,1,0,False,False,False,registro_unico,Classe,41309285.35,,False,BANCO DAYCOVAL S.A.,62232889000190,FECHADO,N,41060604.02,0.0,True,True,True,campo_bruto_CVM,Setor publico,4,,,BANCO DAYCOVAL S.A.,62232889000190,60095481000198,STRATA CAPITAL GESTÃO DE RECURSOS LTDA,43179785000114,0.0
