gap_id,status_lacuna,acao_revisada,responsavel,prazo,notas,updated_at_utc
snapshot_2026-05_23954863000101,pendente,,,,,
snapshot_2026-05_52115159000155,pendente,,,,,
snapshot_2026-05_54582555000118,pendente,,,,,
snapshot_2026-05_54856897000189,pendente,,,,,
snapshot_2026-05_50473039000102,pendente,,,,,
snapshot_2026-05_17250006000110,pendente,,,,,
snapshot_2026-05_11468186000124,pendente,,,,,
snapshot_2026-05_63662224000189,pendente,,,,,
snapshot_2026-05_59356753000187,pendente,,,,,
snapshot_2026-05_63572282000111,pendente,,,,,
snapshot_2026-05_49520420000198,pendente,,,,,
snapshot_2026-05_56924942000110,pendente,,,,,
snapshot_2026-05_22358482000199,pendente,,,,,
snapshot_2026-05_65839682000176,pendente,,,,,
snapshot_2026-05_57325251000163,pendente,,,,,
snapshot_2026-05_39669950000149,pendente,,,,,
snapshot_2026-05_37284201000178,pendente,,,,,
snapshot_2026-05_60598366000136,pendente,,,,,
snapshot_2026-05_49916151000183,pendente,,,,,
snapshot_2026-05_61271872000189,pendente,,,,,
snapshot_2026-05_19388423000159,pendente,,,,,
snapshot_2026-05_44302112000172,pendente,,,,,
snapshot_2026-05_57816252000100,pendente,,,,,
snapshot_2026-05_29720593000142,pendente,,,,,
snapshot_2026-05_35880835000168,pendente,,,,,
snapshot_2026-05_61188091000125,pendente,,,,,
snapshot_2026-05_35754011000141,pendente,,,,,
snapshot_2026-05_12813212000177,pendente,,,,,
snapshot_2026-05_50491214000186,pendente,,,,,
snapshot_2026-05_61288838000117,pendente,,,,,
snapshot_2026-05_57535898000110,pendente,,,,,
snapshot_2026-05_31570767000180,pendente,,,,,
snapshot_2026-05_37037144000122,pendente,,,,,
snapshot_2026-05_61351481000174,pendente,,,,,
snapshot_2026-05_65505678000171,pendente,,,,,
snapshot_2026-05_20460014000103,pendente,,,,,
snapshot_2026-05_51767969000123,pendente,,,,,
snapshot_2026-05_26756137000164,pendente,,,,,
snapshot_2026-05_40211693000186,pendente,,,,,
snapshot_2026-05_26558785000106,pendente,,,,,
snapshot_2026-05_59534745000183,pendente,,,,,
snapshot_2026-05_46285232000134,pendente,,,,,
snapshot_2026-05_19424642000146,pendente,,,,,
snapshot_2026-05_62390922000100,pendente,,,,,
snapshot_2026-05_60103810000103,pendente,,,,,
snapshot_2026-05_58152340000118,pendente,,,,,
snapshot_2026-05_41687404000182,pendente,,,,,
snapshot_2026-05_42196288000161,pendente,,,,,
snapshot_2026-05_26506898000168,pendente,,,,,
snapshot_2026-05_42336323000109,pendente,,,,,
snapshot_2026-05_47085610000107,pendente,,,,,
snapshot_2026-05_60742201000196,pendente,,,,,
snapshot_2026-05_59942929000182,pendente,,,,,
snapshot_2026-05_58171340000165,pendente,,,,,
snapshot_2026-05_41778453000120,pendente,,,,,
snapshot_2026-05_55695976000118,pendente,,,,,
snapshot_2026-05_60275910000109,pendente,,,,,
snapshot_2026-05_55144736000125,pendente,,,,,
snapshot_2026-05_59851384000107,pendente,,,,,
snapshot_2026-05_62705336000107,pendente,,,,,
snapshot_2026-05_59086325000181,pendente,,,,,
snapshot_2026-05_24506071000129,pendente,,,,,
snapshot_2026-05_62790827000101,pendente,,,,,
snapshot_2026-05_57088975000130,pendente,,,,,
snapshot_2026-05_62015452000102,pendente,,,,,
snapshot_2026-05_61385893000125,pendente,,,,,
snapshot_2026-05_53744997000150,pendente,,,,,
snapshot_2026-05_44178497000108,pendente,,,,,
snapshot_2026-05_48905593000161,pendente,,,,,
snapshot_2026-05_59532738000142,pendente,,,,,
snapshot_2026-05_62017163000134,pendente,,,,,
snapshot_2026-05_59764569000176,pendente,,,,,
snapshot_2026-05_51928470000150,pendente,,,,,
snapshot_2026-05_22945783000119,pendente,,,,,
snapshot_2026-05_63168433000170,pendente,,,,,
snapshot_2026-05_61995584000177,pendente,,,,,
snapshot_2026-05_55912292000120,pendente,,,,,
snapshot_2026-05_47240173000140,pendente,,,,,
snapshot_2026-05_60327212000100,pendente,,,,,
snapshot_2026-05_50995214000113,pendente,,,,,
snapshot_2026-05_64299705000134,pendente,,,,,
snapshot_2026-05_35162655000140,pendente,,,,,
snapshot_2026-05_62729814000119,pendente,,,,,
snapshot_2026-05_39769235000188,pendente,,,,,
snapshot_2026-05_44002535000177,pendente,,,,,
snapshot_2026-05_47425841000104,pendente,,,,,
snapshot_2026-05_63845478000132,pendente,,,,,
snapshot_2026-05_39380171000129,pendente,,,,,
snapshot_2026-05_58036896000149,pendente,,,,,
snapshot_2026-05_47425750000179,pendente,,,,,
snapshot_2026-05_62014262000162,pendente,,,,,
snapshot_2026-05_29957532000101,pendente,,,,,
snapshot_2026-05_41649912000176,pendente,,,,,
snapshot_2026-05_53179862000190,pendente,,,,,
snapshot_2026-05_51144449000164,pendente,,,,,
snapshot_2026-05_36703167000166,pendente,,,,,
snapshot_2026-05_61885788000155,pendente,,,,,
snapshot_2026-05_53601640000113,pendente,,,,,
snapshot_2026-05_43143480000152,pendente,,,,,
snapshot_2026-05_55768379000176,pendente,,,,,
snapshot_2026-05_62160076000131,pendente,,,,,
snapshot_2026-05_59900616000161,pendente,,,,,
snapshot_2026-05_58561243000189,pendente,,,,,
snapshot_2026-05_55257461000136,pendente,,,,,
snapshot_2026-05_46390255000109,pendente,,,,,
snapshot_2026-05_57777919000103,pendente,,,,,
snapshot_2026-05_62014120000103,pendente,,,,,
snapshot_2026-05_30659408000130,pendente,,,,,
snapshot_2026-05_62222488000159,pendente,,,,,
snapshot_2026-05_58557938000197,pendente,,,,,
snapshot_2026-05_55125894000138,pendente,,,,,
snapshot_2026-05_18862277000199,pendente,,,,,
snapshot_2026-05_53189745000107,pendente,,,,,
snapshot_2026-05_55938045000101,pendente,,,,,
snapshot_2026-05_58893878000183,pendente,,,,,
snapshot_2026-05_63428693000138,pendente,,,,,
snapshot_2026-05_65873297000145,pendente,,,,,
snapshot_2026-05_62359143000141,pendente,,,,,
snapshot_2026-05_55013574000196,pendente,,,,,
snapshot_2026-05_65836995000170,pendente,,,,,
snapshot_2026-05_60741672000180,pendente,,,,,
snapshot_2026-05_53030845000196,pendente,,,,,
snapshot_2026-05_60777129000132,pendente,,,,,
snapshot_2026-05_54114034000136,pendente,,,,,
snapshot_2026-05_59843866000107,pendente,,,,,
snapshot_2026-05_60647052000186,pendente,,,,,
snapshot_2026-05_45121220000101,pendente,,,,,
snapshot_2026-05_47758232000177,pendente,,,,,
snapshot_2026-05_29242926000175,pendente,,,,,
snapshot_2026-05_38314663000153,pendente,,,,,
snapshot_2026-05_61709339000156,pendente,,,,,
snapshot_2026-05_59286643000196,pendente,,,,,
snapshot_2026-05_59258058000182,pendente,,,,,
snapshot_2026-05_57213492000110,pendente,,,,,
snapshot_2026-05_58829200000131,pendente,,,,,
snapshot_2026-05_63066147000102,pendente,,,,,
snapshot_2026-05_40226200000181,pendente,,,,,
snapshot_2026-05_66226268000154,pendente,,,,,
snapshot_2026-05_47117622000168,pendente,,,,,
snapshot_2026-05_59400657000199,pendente,,,,,
snapshot_2026-05_63615626000122,pendente,,,,,
snapshot_2026-05_39663988000104,pendente,,,,,
snapshot_2026-05_57400405000134,pendente,,,,,
snapshot_2026-05_57283589000108,pendente,,,,,
snapshot_2026-05_62125959000100,pendente,,,,,
snapshot_2026-05_58033772000100,pendente,,,,,
snapshot_2026-05_64156218000112,pendente,,,,,
snapshot_2026-05_58594205000122,pendente,,,,,
snapshot_2026-05_53109835000140,pendente,,,,,
snapshot_2026-05_50120355000192,pendente,,,,,
snapshot_2026-05_61868687000176,pendente,,,,,
snapshot_2026-05_44674270000153,pendente,,,,,
snapshot_2026-05_17198452000122,pendente,,,,,
snapshot_2026-05_55635126000124,pendente,,,,,
snapshot_2026-05_63848380000139,pendente,,,,,
snapshot_2026-05_60354694000197,pendente,,,,,
snapshot_2026-05_37054545000190,pendente,,,,,
snapshot_2026-05_50536324000117,pendente,,,,,
snapshot_2026-05_63032712000102,pendente,,,,,
snapshot_2026-05_19153705000177,pendente,,,,,
snapshot_2026-05_54904072000192,pendente,,,,,
snapshot_2026-05_54019802000172,pendente,,,,,
snapshot_2026-05_48213067000130,pendente,,,,,
snapshot_2026-05_56973257000184,pendente,,,,,
snapshot_2026-05_32969565000178,pendente,,,,,
snapshot_2026-05_56125110000134,pendente,,,,,
snapshot_2026-05_63849932000123,pendente,,,,,
snapshot_2026-05_59510243000112,pendente,,,,,
snapshot_2026-05_47117653000119,pendente,,,,,
snapshot_2026-05_61374410000197,pendente,,,,,
snapshot_2026-05_23104455000152,pendente,,,,,
snapshot_2026-05_65530283000129,pendente,,,,,
snapshot_2026-05_62604155000194,pendente,,,,,
snapshot_2026-05_19599487000107,pendente,,,,,
snapshot_2026-05_34691362000198,pendente,,,,,
snapshot_2026-05_56986018000169,pendente,,,,,
snapshot_2026-05_55685665000178,pendente,,,,,
snapshot_2026-05_62918704000103,pendente,,,,,
snapshot_2026-05_59148481000120,pendente,,,,,
snapshot_2026-05_61927592000186,pendente,,,,,
snapshot_2026-05_63863686000164,pendente,,,,,
snapshot_2026-05_60058603000176,pendente,,,,,
snapshot_2026-05_54681307000124,pendente,,,,,
snapshot_2026-05_39722215000151,pendente,,,,,
snapshot_2026-05_60145806000108,pendente,,,,,
snapshot_2026-05_61427502000198,pendente,,,,,
snapshot_2026-05_59550943000130,pendente,,,,,
snapshot_2026-05_42627599000138,pendente,,,,,
snapshot_2026-05_63947144000170,pendente,,,,,
snapshot_2026-05_52997828000160,pendente,,,,,
snapshot_2026-05_63482686000114,pendente,,,,,
snapshot_2026-05_61163933000194,pendente,,,,,
snapshot_2026-05_58482694000120,pendente,,,,,
snapshot_2026-05_57056989000172,pendente,,,,,
snapshot_2026-05_64655445000192,pendente,,,,,
snapshot_2026-05_42336359000184,pendente,,,,,
snapshot_2026-05_42462162000191,pendente,,,,,
snapshot_2026-05_63503400000130,pendente,,,,,
snapshot_2026-05_61184629000123,pendente,,,,,
snapshot_2026-05_58486398000106,pendente,,,,,
snapshot_2026-05_65788078000168,pendente,,,,,
snapshot_2026-05_63679105000139,pendente,,,,,
snapshot_2026-05_58568550000191,pendente,,,,,
snapshot_2026-05_58211468000105,pendente,,,,,
snapshot_2026-05_65343721000140,pendente,,,,,
snapshot_2026-05_63455599000178,pendente,,,,,
snapshot_2026-05_64415486000101,pendente,,,,,
snapshot_2026-05_63637082000108,pendente,,,,,
snapshot_2026-05_54705382000188,pendente,,,,,
snapshot_2026-05_39680495000182,pendente,,,,,
snapshot_2026-05_60010893000188,pendente,,,,,
snapshot_2026-05_35138000000137,pendente,,,,,
snapshot_2026-05_51045717000190,pendente,,,,,
snapshot_2026-05_28796939000123,pendente,,,,,
snapshot_2026-05_60960463000127,pendente,,,,,
snapshot_2026-05_58583926000137,pendente,,,,,
snapshot_2026-05_45963673000185,pendente,,,,,
snapshot_2026-05_63453304000124,pendente,,,,,
snapshot_2026-05_59224026000166,pendente,,,,,
snapshot_2026-05_55051705000120,pendente,,,,,
snapshot_2026-05_61753072000102,pendente,,,,,
snapshot_2026-05_34850033000142,pendente,,,,,
snapshot_2026-05_45019002000160,pendente,,,,,
snapshot_2026-05_61134294000139,pendente,,,,,
snapshot_2026-05_63677254000169,pendente,,,,,
snapshot_2026-05_57333077000109,pendente,,,,,
snapshot_2026-05_58488141000185,pendente,,,,,
snapshot_2026-05_47167977000161,pendente,,,,,
snapshot_2026-05_58458737000132,pendente,,,,,
snapshot_2026-05_58426775000103,pendente,,,,,
snapshot_2026-05_58055646000156,pendente,,,,,
snapshot_2026-05_54773936000184,pendente,,,,,
snapshot_2026-05_59092306000168,pendente,,,,,
snapshot_2026-05_51027087000121,pendente,,,,,
snapshot_2026-05_59765224000137,pendente,,,,,
snapshot_2026-05_63615453000142,pendente,,,,,
snapshot_2026-05_61061838000180,pendente,,,,,
snapshot_2026-05_55993250000161,pendente,,,,,
snapshot_2026-05_54410544000150,pendente,,,,,
snapshot_2026-05_42813981000136,pendente,,,,,
snapshot_2026-05_60447905000136,pendente,,,,,
snapshot_2026-05_58508715000130,pendente,,,,,
snapshot_2026-05_58508265000185,pendente,,,,,
snapshot_2026-05_26199650000100,pendente,,,,,
snapshot_2026-05_62541630000120,pendente,,,,,
snapshot_2026-05_64787056000110,pendente,,,,,
snapshot_2026-05_66334710000166,pendente,,,,,
snapshot_2026-05_62392007000153,pendente,,,,,
snapshot_2026-05_53604320000117,pendente,,,,,
snapshot_2026-05_60851290000109,pendente,,,,,
snapshot_2026-05_63453654000190,pendente,,,,,
snapshot_2026-05_28267746000185,pendente,,,,,
snapshot_2026-05_60351586000160,pendente,,,,,
snapshot_2026-05_65225163000118,pendente,,,,,
snapshot_2026-05_62800204000164,pendente,,,,,
snapshot_2026-05_28960803000107,pendente,,,,,
snapshot_2026-05_62590185000199,pendente,,,,,
snapshot_2026-05_39270085000163,pendente,,,,,
snapshot_2026-05_55569572000188,pendente,,,,,
snapshot_2026-05_57654431000199,pendente,,,,,
snapshot_2026-05_63985864000120,pendente,,,,,
snapshot_2026-05_35476474000199,pendente,,,,,
snapshot_2026-05_59701895000134,pendente,,,,,
snapshot_2026-05_60101506000119,pendente,,,,,
snapshot_2026-05_13026491000191,pendente,,,,,
snapshot_2026-05_35982683000104,pendente,,,,,
snapshot_2026-05_63565094000166,pendente,,,,,
snapshot_2026-05_56806240000132,pendente,,,,,
snapshot_2026-05_59197255000139,pendente,,,,,
snapshot_2026-05_58347004000120,pendente,,,,,
snapshot_2026-05_59225114000182,pendente,,,,,
snapshot_2026-05_59717706000111,pendente,,,,,
snapshot_2026-05_60869078000179,pendente,,,,,
snapshot_2026-05_59213700000107,pendente,,,,,
snapshot_2026-05_66279914000141,pendente,,,,,
snapshot_2026-05_59388384000104,pendente,,,,,
snapshot_2026-05_62800922000130,pendente,,,,,
snapshot_2026-05_64077421000101,pendente,,,,,
snapshot_2026-05_58088190000120,pendente,,,,,
snapshot_2026-05_63381126000173,pendente,,,,,
snapshot_2026-05_41687522000190,pendente,,,,,
snapshot_2026-05_60307274000150,pendente,,,,,
snapshot_2026-05_63939263000180,pendente,,,,,
snapshot_2026-05_58593281000113,pendente,,,,,
snapshot_2026-05_21205491000187,pendente,,,,,
snapshot_2026-05_64011100000104,pendente,,,,,
snapshot_2026-05_57883732000194,pendente,,,,,
snapshot_2026-05_55636084000146,pendente,,,,,
snapshot_2026-05_60762129000169,pendente,,,,,
snapshot_2026-05_61270134000117,pendente,,,,,
snapshot_2026-05_66745267000116,pendente,,,,,
snapshot_2026-05_55048271000109,pendente,,,,,
snapshot_2026-05_62838423000132,pendente,,,,,
snapshot_2026-05_56806404000121,pendente,,,,,
snapshot_2026-05_52998251000100,pendente,,,,,
snapshot_2026-05_45145595000101,pendente,,,,,
snapshot_2026-05_63570081000185,pendente,,,,,
snapshot_2026-05_58954368000179,pendente,,,,,
snapshot_2026-05_59679768000186,pendente,,,,,
snapshot_2026-05_53676261000192,pendente,,,,,
snapshot_2026-05_58304663000180,pendente,,,,,
snapshot_2026-05_63905021000176,pendente,,,,,
snapshot_2026-05_62453870000173,pendente,,,,,
snapshot_2026-05_64382297000180,pendente,,,,,
snapshot_2026-05_60796225000128,pendente,,,,,
snapshot_2026-05_62431397000123,pendente,,,,,
snapshot_2026-05_64655872000170,pendente,,,,,
snapshot_2026-05_42866998000151,pendente,,,,,
snapshot_2026-05_59958357000120,pendente,,,,,
snapshot_2026-05_57550093000145,pendente,,,,,
snapshot_2026-05_55965708000179,pendente,,,,,
snapshot_2026-05_58594079000106,pendente,,,,,
snapshot_2026-05_54020246000154,pendente,,,,,
snapshot_2026-05_55651473000140,pendente,,,,,
snapshot_2026-05_45810162000123,pendente,,,,,
snapshot_2026-05_60397788000143,pendente,,,,,
snapshot_2026-05_62075485000130,pendente,,,,,
snapshot_2026-05_58312065000152,pendente,,,,,
snapshot_2026-05_63429748000124,pendente,,,,,
snapshot_2026-05_58003612000118,pendente,,,,,
snapshot_2026-05_63699134000162,pendente,,,,,
snapshot_2026-05_61896279000128,pendente,,,,,
snapshot_2026-05_44173345000112,pendente,,,,,
snapshot_2026-05_64191668000146,pendente,,,,,
snapshot_2026-05_52363837000107,pendente,,,,,
snapshot_2026-05_58137246000190,pendente,,,,,
snapshot_2026-05_61575850000102,pendente,,,,,
snapshot_2026-05_46075403000109,pendente,,,,,
snapshot_2026-05_33701265000176,pendente,,,,,
snapshot_2026-05_55819223000177,pendente,,,,,
snapshot_2026-05_55411764000161,pendente,,,,,
snapshot_2026-05_61543748000125,pendente,,,,,
snapshot_2026-05_50555970000121,pendente,,,,,
snapshot_2026-05_63915937000107,pendente,,,,,
snapshot_2026-05_55328569000172,pendente,,,,,
snapshot_2026-05_60572029000170,pendente,,,,,
snapshot_2026-05_64167223000120,pendente,,,,,
snapshot_2026-05_61145490000109,pendente,,,,,
snapshot_2026-05_59400011000101,pendente,,,,,
snapshot_2026-05_64191967000180,pendente,,,,,
snapshot_2026-05_63491326000189,pendente,,,,,
snapshot_2026-05_60646521000142,pendente,,,,,
snapshot_2026-05_65513960000109,pendente,,,,,
snapshot_2026-05_66572273000119,pendente,,,,,
snapshot_2026-05_56975898000178,pendente,,,,,
snapshot_2026-05_65276225000110,pendente,,,,,
snapshot_2026-05_56265097000119,pendente,,,,,
snapshot_2026-05_55330962000109,pendente,,,,,
snapshot_2026-05_64598309000108,pendente,,,,,
snapshot_2026-05_60371387000114,pendente,,,,,
snapshot_2026-05_62786631000135,pendente,,,,,
snapshot_2026-05_60331197000173,pendente,,,,,
snapshot_2026-05_60209130000160,pendente,,,,,
snapshot_2026-05_61220673000141,pendente,,,,,
snapshot_2026-05_62540865000106,pendente,,,,,
snapshot_2026-05_43076377000137,pendente,,,,,
snapshot_2026-05_61594518000195,pendente,,,,,
snapshot_2026-05_64168514000133,pendente,,,,,
snapshot_2026-05_65698955000100,pendente,,,,,
snapshot_2026-05_64078580000112,pendente,,,,,
snapshot_2026-05_58601042000168,pendente,,,,,
snapshot_2026-05_65425932000121,pendente,,,,,
snapshot_2026-05_64948048000109,pendente,,,,,
snapshot_2026-05_58880077000183,pendente,,,,,
snapshot_2026-05_50990958000145,pendente,,,,,
snapshot_2026-05_62698155000109,pendente,,,,,
snapshot_2026-05_59503278000124,pendente,,,,,
snapshot_2026-05_63884884000104,pendente,,,,,
snapshot_2026-05_60757582000187,pendente,,,,,
snapshot_2026-05_57976577000150,pendente,,,,,
snapshot_2026-05_64988177000120,pendente,,,,,
snapshot_2026-05_26380651000148,pendente,,,,,
snapshot_2026-05_44197635000104,pendente,,,,,
snapshot_2026-05_49087632000123,pendente,,,,,
snapshot_2026-05_56431135000166,pendente,,,,,
snapshot_2026-05_58594026000195,pendente,,,,,
snapshot_2026-05_59511264000152,pendente,,,,,
snapshot_2026-05_60315773000199,pendente,,,,,
snapshot_2026-05_61051375000175,pendente,,,,,
snapshot_2026-05_61386823000191,pendente,,,,,
snapshot_2026-05_56746022000150,pendente,,,,,
snapshot_2026-05_62393679000183,pendente,,,,,
snapshot_2026-05_08417544000165,pendente,,,,,
snapshot_2026-05_62310468000130,pendente,,,,,
snapshot_2026-05_29226654000110,pendente,,,,,
snapshot_2026-05_23956882000169,pendente,,,,,
snapshot_2026-05_60871638000120,pendente,,,,,
snapshot_2026-05_61799604000134,pendente,,,,,
snapshot_2026-05_63322011000108,pendente,,,,,
snapshot_2026-05_47280025000150,pendente,,,,,
snapshot_2026-05_45963809000157,pendente,,,,,
snapshot_2026-05_43721652000128,pendente,,,,,
snapshot_2026-05_17468142000180,pendente,,,,,
snapshot_2026-05_57584334000177,pendente,,,,,
snapshot_2026-05_62627291000108,pendente,,,,,
snapshot_2026-05_62627051000103,pendente,,,,,
snapshot_2026-05_54639537000125,pendente,,,,,
snapshot_2026-05_26749095000134,pendente,,,,,
snapshot_2026-05_62682486000142,pendente,,,,,
snapshot_2026-05_45598747000121,pendente,,,,,
snapshot_2026-05_55711648000168,pendente,,,,,
snapshot_2026-05_66057868000136,pendente,,,,,
snapshot_2026-05_55843467000195,pendente,,,,,
snapshot_2026-05_37035970000132,pendente,,,,,
snapshot_2026-05_57182268000109,pendente,,,,,
snapshot_2026-05_10756703000106,pendente,,,,,
snapshot_2026-05_45523699000102,pendente,,,,,
snapshot_2026-05_51155531000194,pendente,,,,,
snapshot_2026-05_53286391000119,pendente,,,,,
snapshot_2026-05_55469182000136,pendente,,,,,
snapshot_2026-05_65924624000140,pendente,,,,,
snapshot_2026-05_60076899000158,pendente,,,,,
snapshot_2026-05_63934300000168,pendente,,,,,
snapshot_2026-05_58215693000110,pendente,,,,,
snapshot_2026-05_52304780000167,pendente,,,,,
snapshot_2026-05_57506211000118,pendente,,,,,
snapshot_2026-05_61631300000163,pendente,,,,,
snapshot_2026-05_57074997000141,pendente,,,,,
snapshot_2026-05_58817663000183,pendente,,,,,
snapshot_2026-05_31368761000124,pendente,,,,,
snapshot_2026-05_50835592000130,pendente,,,,,
snapshot_2026-05_62107005000175,pendente,,,,,
snapshot_2026-05_53374563000106,pendente,,,,,
snapshot_2026-05_61669748000176,pendente,,,,,
snapshot_2026-05_48359929000138,pendente,,,,,
snapshot_2026-05_59356952000195,pendente,,,,,
snapshot_2026-05_63515403000193,pendente,,,,,
snapshot_2026-05_58533096000133,pendente,,,,,
snapshot_2026-05_57334752000106,pendente,,,,,
snapshot_2026-05_58506369000150,pendente,,,,,
snapshot_2026-05_58507210000150,pendente,,,,,
snapshot_2026-05_13807406000122,pendente,,,,,
snapshot_2026-05_28879529000146,pendente,,,,,
snapshot_2026-05_54244336000129,pendente,,,,,
snapshot_2026-05_55897261000148,pendente,,,,,
snapshot_2026-05_61062538000115,pendente,,,,,
snapshot_2026-05_55596335000106,pendente,,,,,
snapshot_2026-05_63123419000150,pendente,,,,,
snapshot_2026-05_65793331000171,pendente,,,,,
snapshot_2026-05_55333029000187,pendente,,,,,
snapshot_2026-05_65216273000113,pendente,,,,,
snapshot_2026-05_53323047000152,pendente,,,,,
snapshot_2026-05_54776077000187,pendente,,,,,
snapshot_2026-05_63615161000100,pendente,,,,,
snapshot_2026-05_59827367000126,pendente,,,,,
snapshot_2026-05_61263184000177,pendente,,,,,
snapshot_2026-05_65343842000191,pendente,,,,,
snapshot_2026-05_17012685000199,pendente,,,,,
snapshot_2026-05_55102194000128,pendente,,,,,
snapshot_2026-05_28169275000172,pendente,,,,,
snapshot_2026-05_60356171000180,pendente,,,,,
snapshot_2026-05_42154687000160,pendente,,,,,
snapshot_2026-05_63546406000194,pendente,,,,,
snapshot_2026-05_55983705000168,pendente,,,,,
snapshot_2026-05_58288437000152,pendente,,,,,
snapshot_2026-05_62588266000154,pendente,,,,,
snapshot_2026-05_41351629000163,pendente,,,,,
snapshot_2026-05_54252144000164,pendente,,,,,
