traceability_gap_id,status_lacuna,acao_revisada,responsavel,prazo,notas,updated_at_utc
catalog_periodo_prioritario_62393679000183_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62431397000123_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62453870000173_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62588266000154_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62590185000199_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62627051000103_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62627291000108_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62682486000142_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62698155000109_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62705336000107_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62715592000185_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62717254000182_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62758520000115_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62786631000135_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62790827000101_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62800204000164_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62800922000130_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62877158000100_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62891357000164_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_62918704000103_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63032712000102_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63066147000102_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63123419000150_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63212950000108_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63322011000108_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63381126000173_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63428693000138_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63429748000124_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63453304000124_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63455599000178_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63491326000189_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63503400000130_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63515403000193_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63546406000194_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63565094000166_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63572282000111_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63615161000100_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63615626000122_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63673530000110_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63677254000169_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63679105000139_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63699134000162_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63845478000132_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63849932000123_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63863686000164_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63884884000104_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63905021000176_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63934300000168_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63939263000180_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63947144000170_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63976069000175_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_63993002000149_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64022139000119_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64077421000101_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64078580000112_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64155762000140_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64156218000112_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64167223000120_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64168514000133_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64191967000180_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64299705000134_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64382297000180_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64415486000101_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64655445000192_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64655872000170_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64656289000184_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_64988177000120_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65026948000161_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65216273000113_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65225163000118_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65276225000110_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65343842000191_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65425932000121_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65505678000171_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65513960000109_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65530283000129_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65613767000131_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65706613000194_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65793331000171_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65836995000170_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65839682000176_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65873297000145_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65924624000140_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_65932023000180_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_66057868000136_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_66279914000141_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_66334710000166_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_66572273000119_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_66745267000116_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_66931093000186_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_66935232000140_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_66940344000199_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_67102768000147_ea21403a82f8,pendente,,,,,
catalog_periodo_prioritario_67106913000168_ea21403a82f8,pendente,,,,,
catalog_segmento_cedente_08417544000165_646e7b1f337a,pendente,,,,,
catalog_segmento_cedente_10756703000106_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_12813212000177_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_13026491000191_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_13807406000122_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_17012685000199_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_17198452000122_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_17206614000127_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_17468142000180_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_18185812000114_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_18862277000199_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_19153705000177_7d0b4e32e51b,pendente,,,,,
catalog_segmento_cedente_19424642000146_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_19599487000107_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_20460014000103_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_21205491000187_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_22358482000199_66c80e2a6f22,pendente,,,,,
catalog_segmento_cedente_22945783000119_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_23104455000152_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_26199650000100_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_26380651000148_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_26506898000168_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_26558785000106_7ae695d62e37,pendente,,,,,
catalog_segmento_cedente_26749095000134_646e7b1f337a,pendente,,,,,
catalog_segmento_cedente_26756137000164_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_28169275000172_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_28267746000185_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_28796939000123_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_28879529000146_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_28960803000107_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_29226654000110_7d0b4e32e51b,pendente,,,,,
catalog_segmento_cedente_29242926000175_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_29720593000142_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_29957532000101_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_30659408000130_7d0b4e32e51b,pendente,,,,,
catalog_segmento_cedente_31368761000124_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_31570767000180_d599d438a3d9,pendente,,,,,
catalog_segmento_cedente_32969565000178_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_33701265000176_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_34691362000198_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_35138000000137_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_35162655000140_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_35476474000199_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_35880835000168_7d0b4e32e51b,pendente,,,,,
catalog_segmento_cedente_35982683000104_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_36703167000166_66c80e2a6f22,pendente,,,,,
catalog_segmento_cedente_37035970000132_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_37037144000122_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_37054545000190_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_37284201000178_d599d438a3d9,pendente,,,,,
catalog_segmento_cedente_37484246000196_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_39270085000163_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_39380171000129_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_39663988000104_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_39680495000182_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_39722215000151_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_39769235000188_7ae695d62e37,pendente,,,,,
catalog_segmento_cedente_40211693000186_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_40226200000181_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_41351629000163_c65ebb77f20b,pendente,,,,,
catalog_segmento_cedente_41520452000181_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_41649912000176_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_41687404000182_2e1034e65dd4,pendente,,,,,
catalog_segmento_cedente_41687522000190_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_41778453000120_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_42154687000160_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_42174080000141_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_42196288000161_2e1034e65dd4,pendente,,,,,
catalog_segmento_cedente_42336323000109_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_42462162000191_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_42513856000100_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_42627599000138_c6ce29588b46,pendente,,,,,
catalog_segmento_cedente_42813981000136_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_42866998000151_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_43076377000137_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_43143480000152_7d0b4e32e51b,pendente,,,,,
catalog_segmento_cedente_43721652000128_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_44002535000177_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_44178497000108_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_44197635000104_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_44302112000172_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_45019002000160_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_45121220000101_7d0b4e32e51b,pendente,,,,,
catalog_segmento_cedente_45145595000101_d599d438a3d9,pendente,,,,,
catalog_segmento_cedente_45523699000102_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_45598747000121_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_45810162000123_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_45963673000185_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_45963809000157_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_46075403000109_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_46285232000134_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_47085610000107_7d0b4e32e51b,pendente,,,,,
catalog_segmento_cedente_47117622000168_2e1034e65dd4,pendente,,,,,
catalog_segmento_cedente_47117653000119_d599d438a3d9,pendente,,,,,
catalog_segmento_cedente_47167977000161_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_47280025000150_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_47425750000179_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_47758232000177_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_48213067000130_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_48359929000138_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_48905593000161_d707de28f1e1,pendente,,,,,
catalog_segmento_cedente_49087632000123_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_49520420000198_2e1034e65dd4,pendente,,,,,
catalog_segmento_cedente_49916151000183_2e1034e65dd4,pendente,,,,,
catalog_segmento_cedente_50473039000102_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_50491214000186_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_50536324000117_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_50555970000121_66c80e2a6f22,pendente,,,,,
catalog_segmento_cedente_50835592000130_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_50990958000145_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_50995214000113_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_51027087000121_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_51144449000164_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_51155531000194_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_51767969000123_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_51928470000150_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_52304780000167_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_52340225000190_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_52363837000107_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_52997828000160_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_53030845000196_66c80e2a6f22,pendente,,,,,
catalog_segmento_cedente_53109835000140_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_53179862000190_a4ecfc7aac08,pendente,,,,,
catalog_segmento_cedente_53189745000107_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_53286391000119_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_53323047000152_646e7b1f337a,pendente,,,,,
catalog_segmento_cedente_53374563000106_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_53604320000117_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_53676261000192_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_53744997000150_5b5dffe36cbd,pendente,,,,,
catalog_segmento_cedente_54019802000172_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_54244336000129_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_54252144000164_a4ecfc7aac08,pendente,,,,,
catalog_segmento_cedente_54639537000125_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_54681307000124_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_54705382000188_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_54773936000184_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_54776077000187_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_54904072000192_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_55013574000196_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_55048271000109_66c80e2a6f22,pendente,,,,,
catalog_segmento_cedente_55051705000120_d599d438a3d9,pendente,,,,,
catalog_segmento_cedente_55102194000128_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_55125894000138_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_55330962000109_c6ce29588b46,pendente,,,,,
catalog_segmento_cedente_55333029000187_d599d438a3d9,pendente,,,,,
catalog_segmento_cedente_55401645000128_a4ecfc7aac08,pendente,,,,,
catalog_segmento_cedente_55411764000161_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_55469182000136_7ae695d62e37,pendente,,,,,
catalog_segmento_cedente_55569572000188_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_55596335000106_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_55635126000124_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_55685665000178_a4ecfc7aac08,pendente,,,,,
catalog_segmento_cedente_55695976000118_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_55711648000168_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_55843467000195_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_55897261000148_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_55912292000120_2e1034e65dd4,pendente,,,,,
catalog_segmento_cedente_55938045000101_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_55965708000179_66c80e2a6f22,pendente,,,,,
catalog_segmento_cedente_55983705000168_646e7b1f337a,pendente,,,,,
catalog_segmento_cedente_55993250000161_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_56125110000134_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_56806404000121_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_56936116000191_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_56973257000184_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_56975898000178_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_56986018000169_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_57074997000141_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_57088975000130_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_57182268000109_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_57283589000108_7ae695d62e37,pendente,,,,,
catalog_segmento_cedente_57325251000163_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_57333077000109_7d0b4e32e51b,pendente,,,,,
catalog_segmento_cedente_57334752000106_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_57400405000134_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_57506211000118_c6ce29588b46,pendente,,,,,
catalog_segmento_cedente_57535898000110_66c80e2a6f22,pendente,,,,,
catalog_segmento_cedente_57550093000145_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_57584334000177_a4ecfc7aac08,pendente,,,,,
catalog_segmento_cedente_57883732000194_c6ce29588b46,pendente,,,,,
catalog_segmento_cedente_57976577000150_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_58003612000118_d599d438a3d9,pendente,,,,,
catalog_segmento_cedente_58036896000149_c6ce29588b46,pendente,,,,,
catalog_segmento_cedente_58055646000156_d599d438a3d9,pendente,,,,,
catalog_segmento_cedente_58088190000120_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_58137246000190_7d0b4e32e51b,pendente,,,,,
catalog_segmento_cedente_58171340000165_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_58211468000105_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_58215693000110_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_58288437000152_7d0b4e32e51b,pendente,,,,,
catalog_segmento_cedente_58304663000180_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_58426775000103_66c80e2a6f22,pendente,,,,,
catalog_segmento_cedente_58458737000132_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_58486398000106_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_58488141000185_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_58506369000150_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_58507210000150_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_58508265000185_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_58508715000130_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_58533096000133_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_58557938000197_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_58561243000189_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_58568550000191_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_58593281000113_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_58594079000106_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_58601042000168_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_58817663000183_5b5dffe36cbd,pendente,,,,,
catalog_segmento_cedente_58829200000131_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_58880077000183_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_58954368000179_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_59092306000168_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_59148481000120_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_59197255000139_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_59213700000107_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_59224026000166_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_59225114000182_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_59286643000196_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_59356753000187_d707de28f1e1,pendente,,,,,
catalog_segmento_cedente_59388384000104_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_59400657000199_c6ce29588b46,pendente,,,,,
catalog_segmento_cedente_59511264000152_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_59532738000142_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_59679768000186_c6ce29588b46,pendente,,,,,
catalog_segmento_cedente_59701895000134_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_59717706000111_c6ce29588b46,pendente,,,,,
catalog_segmento_cedente_59764569000176_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_59827367000126_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_59843866000107_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_59900616000161_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_59942929000182_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_59958357000120_d599d438a3d9,pendente,,,,,
catalog_segmento_cedente_60010893000188_66c80e2a6f22,pendente,,,,,
catalog_segmento_cedente_60058603000176_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_60076899000158_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_60101506000119_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_60103810000103_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_60145806000108_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_60209130000160_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_60275910000109_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_60307274000150_d599d438a3d9,pendente,,,,,
catalog_segmento_cedente_60327212000100_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_60331197000173_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_60354694000197_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_60356171000180_f0ac4229f711,pendente,,,,,
catalog_segmento_cedente_60371387000114_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_60602623000166_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_60646521000142_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_60676622000166_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_60742201000196_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_60762129000169_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_60777129000132_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_60796225000128_c6ce29588b46,pendente,,,,,
catalog_segmento_cedente_60871638000120_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_60960463000127_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_61061838000180_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_61062538000115_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_61134294000139_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_61184629000123_d707de28f1e1,pendente,,,,,
catalog_segmento_cedente_61188091000125_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_61220673000141_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_61263184000177_d599d438a3d9,pendente,,,,,
catalog_segmento_cedente_61270134000117_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_61271872000189_d0bc5f5a988b,pendente,,,,,
catalog_segmento_cedente_61288838000117_66c80e2a6f22,pendente,,,,,
catalog_segmento_cedente_61374410000197_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_61427502000198_c6ce29588b46,pendente,,,,,
catalog_segmento_cedente_61442320000196_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_61575850000102_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_61594518000195_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_61631300000163_c6ce29588b46,pendente,,,,,
catalog_segmento_cedente_61669748000176_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_61709339000156_eb9eee04ac91,pendente,,,,,
catalog_segmento_cedente_61799604000134_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_61853647000150_c65ebb77f20b,pendente,,,,,
catalog_segmento_cedente_61896279000128_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_61927592000186_fbe70d8b1eaa,pendente,,,,,
catalog_segmento_cedente_61995584000177_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_62015452000102_0bce906e7e48,pendente,,,,,
catalog_segmento_cedente_62017163000134_d599d438a3d9,pendente,,,,,
catalog_segmento_cedente_62107005000175_c34c15b4ede4,pendente,,,,,
catalog_segmento_cedente_62124934000192_7d0b4e32e51b,pendente,,,,,
