competencia,n_veiculos,n_registros_classe,n_registros_fundo,pl_total,pl_fic_fidc,ativo_total,carteira_dc,dc_inadimplentes,dc_a_vencer_com_parcela_inad,inad_pct,dc_inadimplentes_ajustado,inad_pct_ajustada,carteira_dc_np,inad_pct_ajustada_ex_np,pl_condominio_aberto,pl_condominio_fechado,pl_exclusivo,x4_linhas_descartadas,x4_valor_descartado,captacoes,resgates,amortizacoes,captacao_liquida,cotistas_total,vl_cotas_total,vl_cotas_subordinadas,subordinacao_pct,x2_pl_coberto,vl_recompras,vl_substituicoes,tab4_duplicate_cnpjs,tab4_duplicate_rows_dropped,tab4_type_conflict_cnpjs,tab4_pl_conflict_cnpjs,tab4_class_preferred_cnpjs
2021-12,1547,2,1545,308945976310.86,10449538083.2,317658569477.95,250025157326.51,42598241105.57001,10825822335.490002,0.1703758196217855,16957437178.83,0.0678229237415702,28038874990.070004,0.0576629739407044,105144129070.49,203801847240.37,103463030753.03,0,0.0,32847451833.24,58069958542.869995,39001676.62014971,-25261508386.250145,31626,297382247235.55396,122375074693.35265,0.4115076667519442,301144914341.63,1068747994.77,17702552.66,,,,,
2022-01,1553,2,1551,307117656465.77,10647106448.809998,316937483918.77,248722631030.02997,43342003335.14001,10867199233.32,0.1742583823420034,17539467727.21,0.0705181818581371,29442123254.58,0.059876446975466,98332141222.88,208785515242.89,102341888048.15,0,0.0,21494627982.92,23737324765.969997,4219216.35203364,-2246915999.402033,32248,295306861947.32965,121778611862.27296,0.4123798920866022,298571409357.16,998492235.41,473014761.13,,,,,
2022-02,1578,2,1576,312193135881.69006,10655618913.030005,323049847083.03,254329115830.61,43540390349.82,10249841525.56,0.1711970342350384,17462197286.23,0.0686598434835132,30345483538.75,0.0589948754493888,99130826627.86,213062309253.83,105452304960.91,0,0.0,30162038769.43,26385201792.76,1976210.91867887,3774860765.751323,32815,298046666488.8032,120127420328.1313,0.4030490316946529,302691614615.75,979602167.54,33995743.92,,,,,
2022-03,1607,2,1605,327621389261.48,10862726487.320002,337623485896.42,249841984966.93,44149582911.94,10645087357.97,0.1767100230082778,17705798987.190002,0.0708679887791221,29617458538.6,0.0624704034053957,109869705650.52,217751683610.96,115688802817.99,1,4575985644.0,35515935770.0,20183684545.53,188717936.32359916,15143533288.146402,33405,308313014571.2582,123182258664.25354,0.3995363570219424,311248985721.74,1756740380.3600004,1425784028.9499998,,,,,
2022-04,1646,2,1644,382699722064.61,11307626340.690002,391377523575.23,280600962820.82,45087701449.27,11031137296.38,0.1606826327180534,18278381524.97,0.065140124043843,30500886934.789997,0.0559229937555218,161814958347.85,220884763716.76,168774490920.16,0,0.0,79623547348.42001,26342049667.78,9579178.33418058,53271918502.30583,38907,348180025823.2638,118134247532.93016,0.3392907081720279,349366916675.72003,1114583196.21,49560144.03999999,,,,,
2022-05,1665,0,1665,367886962052.29,11458380885.55,377522245159.04,276274756449.82996,46715462583.53,11387387190.41,0.169090593667805,19396681519.53,0.0702079399825743,30802315755.65,0.0612713807474543,143195341389.91,224691620662.38,150022479353.68,0,0.0,31506690651.78,47640486016.07,194617335.23835105,-16328412699.528353,34746,344639740157.7812,128259316925.61378,0.3721547517036043,349246282891.23,1222323345.72,67841038.71000001,,,,,
2022-06,1700,0,1700,364276358060.8001,12341508931.13,375009498610.9499,276875090787.65,47072201027.59,12198003957.22,0.170012408460724,19490537985.15,0.070394696502685,32255245167.93,0.062560438125288,129540984178.69,234735373882.11,138690405915.07,0,0.0,36656943042.37,44857491858.29,16647968.07804079,-8217196783.998039,40475,361322917124.0333,139775579918.7605,0.3868439373602725,361840842295.62,1105723691.69,63815343.84,,,,,
2022-07,1735,0,1735,345925027882.5,12034013739.329998,355802384669.05994,279266329332.29004,47551497116.77999,11990342778.49,0.1702729334770608,19746764982.68,0.0707094372239338,35123977134.6,0.0644437740817296,109438323766.62,236486704115.88,111003055606.09,0,0.0,33388670417.8,52954704291.34,47925764.399177,-19613959637.939175,47340,343552382132.83887,138721752218.59885,0.4037863203200271,344201096240.02,954643267.84,133638067.91,,,,,
2022-08,1767,0,1767,339295012187.04,12421559363.439997,350409517587.91003,278591569540.48,51759315855.350006,12154569014.69,0.1857892395693232,23639990580.17,0.0848553695259434,35817182620.78,0.0690702358279514,96597379676.37,242697632510.67,99533669246.49,0,0.0,44469146479.65,54302332165.02,41975331.35041038,-9875161016.720411,48017,333825856385.6194,145593288634.41772,0.4361354456205916,336974651014.3,1401394011.64,71505616.67999999,,,,,
2022-09,1787,0,1787,346826952282.83,12380070743.99,356566752785.0,287735925570.92,52249064597.46001,12878055663.6,0.1815868647399119,22546672545.83,0.0783589066992359,37969285626.81,0.0617818097773705,97842770297.37,248984181985.46,103690340436.34,0,0.0,45034011224.98,40187878154.59,7165732.8096066695,4838967337.5804,48390,342045819116.0428,150088612671.64777,0.4387968052336536,344313692334.07,1157524013.9099998,53975773.26,,,,,
2022-10,1824,0,1824,350474159529.5,12508868000.099998,362140408160.2901,280955662162.59,49254578040.05002,13570075165.25,0.1753108574531814,19352490936.13,0.0688809429472563,34812842198.990005,0.0628452584125653,98329709966.0,252144449563.5,104763610093.4,1,7500000000.0,29495161964.160004,26438431511.05,20702766.74977967,3036027686.3602247,49333,343825797209.0951,151936255664.07718,0.4418989409677084,346871101792.38,1145105263.6,62875972.74,,,,,
2022-11,1854,0,1854,369886876442.09,12629916133.09,381200825717.29,279425894921.43005,54496917607.63,11745828374.55,0.1950317368508514,21820725478.2,0.0780912788499277,35477612396.83,0.0736969235859123,112294391366.96,257592485075.13,115176117248.85,0,0.0,34887975056.04,17530386255.170002,39218514.081063,17318370286.788937,47293,364693440729.9655,156312286270.6034,0.4286128260429658,368587090853.27,1059007042.03,72752577.66999999,,,,,
2022-12,1912,0,1912,378898513471.24,12957632591.489998,390186081789.51,304887299077.95,53246422122.60999,16508653824.18,0.1746429657241857,20653137143.6,0.0677402345261999,38296004702.52,0.0645831502150387,108214261052.65,270684252418.59,107999795376.29,0,0.0,43508435140.15,39667272793.579994,10132676.78096046,3831029669.789047,48608,368052057527.00635,160228158656.49127,0.4353410214117178,374263966532.23,1514390247.81,158934656.17000002,,,,,
2023-01,1937,0,1937,375912070231.03,13281019576.650002,386194329414.01,308584849204.85,55570522916.34,12064465133.22,0.1800818253376083,21828939913.59,0.0707388582745977,38711231897.1,0.067461115873727,102566374875.33,273345695355.7,102018117533.36,0,0.0,41019359794.86,43675307328.100006,13389679.47845694,-2669337212.7184625,49343,374545738962.8291,167534992261.93536,0.4473018241399937,375919839928.41,1048631048.26,119655535.55,,,,,
2023-02,1955,0,1955,376974570132.83,13354188252.57,389383878987.72,308703088785.04,58601138989.18,14435678897.509998,0.1898301025098776,24475448023.28,0.07928475260681,41823795601.98,0.06919367000359,103317780872.75,273656789260.08,104131971859.0,0,0.0,22155134835.81,20110583758.74,60373957.65947002,1984177119.4105337,49444,375935607438.9173,170849692030.52008,0.454465309084296,376813148963.19,975986969.51,83192995.53999999,,,,,
2023-03,2009,0,2009,384761325516.94,13557211497.340002,397469741684.42,310168194515.78,60595383946.38,13242250984.269997,0.1953629837546001,25163989095.82,0.081130140165096,42820850552.03,0.0694638907354473,107988775973.3,276772549543.64,108093727872.21,0,0.0,26411803534.129997,18834060080.93,20477284.647389967,7557266168.552607,49607,381944456855.7771,175150626019.25464,0.4585761695852856,384145575243.96,1402768046.13,629941011.97,,,,,
2023-04,2034,0,2034,399278389233.8501,13769502954.670002,416363853706.59,322446872993.53,59164853185.98,13799723526.05,0.1834871358394818,23526040817.21,0.0729609829948081,43008964470.59,0.0691357118899063,118478493726.34,280799895507.51,115958849405.63,0,0.0,37955954167.03,25780852924.92,283189476.94294286,11891911765.167051,49767,395451263693.99023,179706776519.45316,0.4544347003491045,396760282479.72,1232354611.81,55450487.95,,,,,
2023-05,2044,0,2044,391083631907.63,13950584002.71,406497428615.87,316130761234.11,62569349035.54001,14377010399.61,0.1979223685518044,26462794847.59,0.0837083830256968,42808588792.82001,0.0798282084545728,108561298087.65,282522333819.98,103003051075.54,0,0.0,33365374069.54,43107893664.560005,22023962.50664964,-9764543557.526651,50164,388074074633.6813,189174258742.48935,0.4874694577860131,390823176319.63,1380821708.9800005,87791959.50999999,,,,,
2023-06,2068,0,2068,403640617913.06,14967797955.54,419578546828.47,329361734458.67004,59589292289.07001,13639508943.31,0.1809235440996488,24545105319.06,0.0745232452683116,43952537388.61,0.073768999830029,100700093433.12,302940524479.94,105755628079.43,0,0.0,29598628479.34,29328311030.76,17491071.91277634,252826376.66722548,50967,397610152193.91125,201912069216.6773,0.5078141694888274,400346723311.06,2792121913.32,81110471.10000001,,,,,
2023-07,2087,1,2086,418108072775.7901,14867510326.850002,434261696855.68994,333612275211.86,63388844738.110016,13858936472.29,0.1900075310414013,28568346367.69,0.0856333788963482,49267450550.86,0.0735689981915088,108110362199.5,309997710576.29,111864079727.28,0,0.0,31596153385.586647,21722563729.89,220202652.4621319,9653387003.234516,53490,414700292138.4939,210151596680.28693,0.5067553620389166,416544552247.0,1415646376.46,66653108.76,,,,,
2023-08,2129,1,2128,416972340043.3001,15360966852.82,432652301311.98,334559556112.63,63687635312.16,14152123135.0,0.1903626249752658,28295559917.9,0.0845755543397907,50489496442.39,0.0743418151154154,102389760236.69,314582579806.61,93416814448.97,1,4649228072.0,33659776083.13,36380551233.72,381740980.472986,-3102516131.0629864,55263,400490874636.8619,204058382303.75143,0.5095206788139127,413510797034.6,1250091969.4299998,61862324.43000001,,,,,
2023-09,2276,0,2276,424424330784.87,16389595260.530005,440486047687.17993,345593237840.74,66407445626.37,12115069307.759998,0.1921549334740531,30103223559.31,0.0871059391884933,54747905904.369995,0.0765860565793545,103057024662.13,321367306122.74,94446301931.8,1,370000000118706.0,30737828675.05,27750409775.32,43171426.21932102,2944247473.5106783,55081,420049747928.46857,214121244575.98636,0.5097521082489725,420097518769.86,1322002619.52,109974766.34,,,,,
2023-10,2270,0,2270,434140285699.91,16479307845.950005,449775709415.24,354633950123.99,62581931854.56001,14490582957.04,0.1764690939282029,26214133615.9,0.0739188495820403,53492246189.17,0.0765143449898497,103558994745.38,330581290954.52997,106341584959.54,0,0.0,36282909883.07,19977284029.41,236391357.2845685,16069234496.375431,56072,427564400986.31866,229278782511.49237,0.5362438546861831,426725968754.25,1467141664.76,65109409.870000005,,,,,
2023-11,2272,1,2271,448480871448.3,16703705518.359997,465859566094.14,360373051061.95,58912785832.28,14816610748.990002,0.1634772235567431,29705681126.04,0.0824303621996791,56006761604.369995,0.0771908836309693,106412836882.31,342068034565.99,111659635376.96,0,0.0,33691422855.74,22578982797.210003,18532009.93995784,11093908048.590036,57380,444268821568.57434,237608840536.8583,0.5348312305552656,443982993727.1701,1616477533.61,91148787.61,,,,,
2023-12,2404,0,2404,485359225501.6,23602922207.48,499619818687.28,387796919310.8501,58886559505.69,15765137444.63,0.1518489615913832,29164123290.93,0.0752046286049854,62672325702.77,0.0699053562375453,105015204374.69,380344021126.91,111922995147.85,0,0.0,45893972469.39,33625259696.331,46598789.98457874,12222113983.07442,61735,478321958998.5133,267155483485.1051,0.5585264871478239,477880833158.72,1419892283.29,73023463.27,,,,,
2024-01,2425,0,2425,494413530821.27,26265647553.249996,509463283604.6399,382794343976.92,59310957918.04,16768573356.8,0.1549420958048849,29812093894.250004,0.0778801838724332,62551588020.52,0.0733832756421491,108043167451.19,386370363370.08,95307145901.91,0,0.0,33759679712.02,27704448646.269997,141922368.73021913,5913308697.019785,57540,490421277483.09534,270302112535.79633,0.5511631019009234,489827403475.97,1612723970.16,86036619.83000001,,,,,
2024-02,2447,1,2446,494426366183.3,24368453805.59,512297362017.7099,384516233487.93,58909182689.57,16516538566.319998,0.1532033697386645,29853190381.46,0.0776383095992151,62401753357.509995,0.0730438091488269,101927234929.99,392499131253.31,86886848129.06,1,4637784007.0,27662566956.219997,29901287001.27,80843738.06825392,-2319563783.118257,63046,488484265477.3457,274125202088.6708,0.5611750909126956,488359519129.6099,1641748096.8199997,62981154.809999995,,,,,
2024-03,2490,0,2490,501222302277.3299,25139133808.87,519746248223.97,399776426796.54,57401862758.45,17891715058.32,0.1435849112425625,28150357603.57,0.0704152514172544,63365062820.08,0.0711820548451972,97789799220.94,403432503056.39,92276594190.16,1,5234941200.0,30377209999.03,23384772428.54812,30679440.11349838,6961758130.3683815,70320,497560716292.7827,281159052248.89056,0.5650748602979468,496894952906.7,1547212643.42,119373535.65,,,,,
2024-04,2538,0,2538,543418901727.01,27563159914.7,562608037912.98,416891280688.24,63272691446.6,15894504568.86,0.151772642839025,33249813553.949997,0.0797565578705756,64844021883.51999,0.0750523770818685,130580007531.11,412838894195.9,125654335505.86,0,0.0,56083213600.8,16219796104.43,88271893.7309698,39775145602.63903,78828,539699955002.754,288830421736.04065,0.5351685117975724,539536789188.5501,1568102933.1,102626949.65,,,,,
2024-05,2612,0,2612,550993351468.99,27880423142.890003,571954575892.64,420904457772.7901,65013251047.67,18568427145.68,0.1544608279790779,34394216541.31,0.0817150208465515,65854609634.66,0.0786248282436373,123599800724.9,427393550744.09,121272246283.23,0,0.0,45352862216.98,42694935686.01,91155512.58464274,2566771018.3853583,80321,549825024029.6077,307277502992.22076,0.5588641650760409,550602417754.9199,1660211396.7000003,89394969.9,,,,,
2024-06,2682,0,2682,555720900577.71,30159124016.499996,574925859532.0399,429001440264.6,63220356955.600006,17256015036.96,0.1473663046832823,33035390812.67,0.0770053144630339,67595146421.03999,0.0705668983474855,120473591600.79,435247308976.92,107181674081.41,0,0.0,47194790442.84726,41588560648.93,310102588.24299616,5296127205.674263,90299,549797811418.6879,311142878919.346,0.5659223671998236,554460926450.47,1715222793.13,268140644.49,,,,,
2024-07,2744,0,2744,610275418185.86,31073221498.46,632251539487.63,464273577832.7,42295388365.08,21083372685.31,0.0911001409180365,31172118880.26,0.0671417034451458,72083857740.98999,0.0607776062472929,156775107799.55,453500310386.31,148428934573.75998,0,0.0,68016344653.55,19765721506.22,201548293.4471464,48049074853.88286,88068,607084302062.5857,330172315975.69183,0.5438656787103904,608625954853.3,1775766464.8900003,86507483.39,,,,,
2024-08,2810,0,2810,623507211137.18,32958302011.2,645298453140.2101,472363352230.03,43227286942.76,23537658001.129997,0.0915127872191687,31951074879.369995,0.0676408843500004,73630512079.64,0.061468729172234,164476329826.43,459030881310.75,153241141174.72,0,0.0,34936832116.590004,23871798577.41,4024142.88101018,11061009396.298994,99185,623332973712.1792,335546003964.7062,0.5383094078376846,622943922413.88,1753694488.7999997,227039031.41000003,,,,,
2024-09,2881,0,2881,638307145882.99,35411259044.08,660628660170.0,478611723011.69,44003319434.68,23750180278.94,0.0919394935790263,33454918556.530003,0.0698999145821442,74322697356.98999,0.0641969485129116,165618731470.11,472688414412.88,149026635812.4,0,0.0,43584358183.69,34048051277.05,76531066.62678859,9459775840.013214,103457,636671277411.656,343160663495.2392,0.5389919031534384,637971360371.57,2084340294.68,104509353.67,,,,,
2024-10,3007,1814,1193,678424018006.28,38678927738.18001,699570354435.57,495730760812.26,44688588179.71001,21858290121.6,0.0901468936615659,33944909444.39,0.0684744868137109,68541007481.899994,0.0617862851886765,190097299759.3,488326718246.98,167006969317.71,1,5192594818.72,51306735459.17999,21591683174.24,97453972.6029339,29617598312.337055,118352,676854885056.873,356418726789.1472,0.5265807112542285,677000274083.9099,1954876571.02,164970649.95,,,,,
2024-11,3061,2157,904,695585065076.76,43396569498.07001,717644557291.25,504338345611.16,45694642307.93,22769922261.05,0.0906031490676303,35253961530.7,0.0699014101098718,68296246554.37,0.0592557486234485,202850103377.87,492734961698.89,157459884927.33,1,5192594818.72,59559631025.14315,14807918198.164171,28156288.83999038,44723556538.138985,143898,694337712494.209,353928116048.5338,0.5097348302991473,695296325029.38,1782872748.31,112848032.81,,,,,
2024-12,3140,2917,223,731837114451.0798,48940080803.630005,754509723103.48,549916668861.9099,45372757041.39,24682888443.07,0.0825084228403041,34649735204.03001,0.0630090651293404,78750955697.68,0.0555080443807334,207256243481.86,524580870969.22,157636757631.37,0,0.0,88017143994.6,17076942888.82,164660072.77585432,70775541033.00415,148582,733427821367.2793,382158444855.8019,0.5210580151477893,731332756355.7001,2162303489.8,2576879309.73,,,,,
2025-01,3192,3008,184,734607037572.63,53828528458.42,756583832615.71,545816395485.93,43445518363.56,22134362147.47,0.0795973128012786,33554481915.6,0.0614757676630931,79190014857.65001,0.0560844499504362,204218492324.68,530388545247.95,198696069116.94,1,2235058844.59212,39354258643.8,41486057873.2,356538660.1916535,-2488337889.591647,165768,734399310808.5598,382498910735.5927,0.5208323389008476,734058377959.11,2180862092.54,140438621.56,,,,,
2025-02,3254,3082,172,744347337925.86,53273634518.99,766953120353.04,553827996129.55,42653443069.86,23218873812.46,0.0770156860396104,33130321958.51,0.0598205980738471,79986567019.63,0.0538517066358514,208448035514.88,535899302410.98,211543331362.53,0,0.0,40199754117.74,31030492114.300003,240522334.7426182,8928739668.697376,174434,744180747249.7155,391731728281.03375,0.5263932582625458,743648913504.5701,1933711188.71,185188441.73,,,,,
2025-03,3316,3159,157,752197889669.19,55695335888.299995,780079630519.27,560388086671.1599,44160257865.97,23302862309.5,0.0788029919199256,33203174773.519997,0.0592503223449214,84381808300.70001,0.0527667149110626,206304187263.49,545893702405.7,208711045729.2,0,0.0,42244372583.09,33820010360.1,309837273.5413044,8114524949.448701,192255,751372877731.752,397063950437.0264,0.5284512686107129,751711927158.22,1898337507.37,252942125.37,,,,,
2025-04,3388,3217,171,768273682089.23,59878824217.55,795493754464.64,563859240297.1799,46522597456.2,23517243767.28,0.0825074666359647,35218707203.909996,0.0624601047334936,83412210325.39,0.0573517338110673,209225288262.12,559048393827.11,209795241594.63,0,0.0,48883503463.83,37369496149.380005,136696750.17392474,11377310564.276072,208337,768536968001.2208,404928386884.43726,0.5268821198511221,767081446762.21,2805502285.87,79269872.77,,,,,
2025-05,3452,3281,171,782600003205.14,59121563669.64,811811430510.8701,567577304153.9701,47491836082.700005,23145021079.31,0.0836746567121658,35728000161.62,0.0629482537447055,85167708169.69998,0.0593380675228387,224155388155.45,558443804682.61,207308825031.8,0,0.0,45231208426.4273,30840767349.39,232130650.8621881,14158310426.175112,234206,775253354582.3079,410329530432.96014,0.5292844307059311,777872465921.6901,2346021429.66,122051008.57,,,,,
2025-06,3592,3385,207,857894938092.49,67364050175.89,887691293121.3599,587664896821.3701,48240301810.05,23623178286.76,0.0820881119001283,36625332931.16,0.0623234995475539,85404690570.11,0.058718339127899,255783154470.73,602111783621.76,231252848967.3,0,0.0,83820643919.8,16698908079.580002,1117032484.1119,66004703356.1081,274917,855884618380.0266,455874834994.5773,0.5326358544185934,856915936376.67,2676028292.76,139592805.87,,,,,
2025-07,3647,3500,147,869877017295.53,70675182477.91,900673381665.53,585733747835.1799,47271701999.67,21343912203.79,0.080705102231828,35234998218.55,0.0601553151901788,84626247995.85,0.0564742809290695,259583251917.11,610293765378.42,231892580841.27,0,0.0,32599152509.11,22380154399.81,111794690.87103884,10107203418.42896,331615,869012805248.3375,459967181645.7248,0.5292985084544066,867858030777.1299,3533087670.71,144617407.75,,,,,
2025-08,3717,3574,143,876556028773.3999,75526485484.26999,908196254587.51,592482101850.95,45983547785.54001,22459340047.41,0.077611707833679,33741049612.67,0.0569486394732615,87399803254.33,0.053555833668848,297373273194.93,579182755578.47,186359176564.95,0,0.0,17596409912.69,11064709668.21,69649128.8322067,6462051115.647793,374091,877602587606.1506,469734273076.26245,0.5352471377250191,876116227236.0901,2385616732.26,121480138.87,,,,,
2025-09,3757,3657,100,887129384598.26,78785363653.76999,920746465601.26,586393654870.36,49132631063.47,24828745528.090004,0.08378779452232,36877214200.41,0.0628881535366593,77890368385.0,0.0583939969780802,284461783258.37,602667601339.89,159997144925.28,0,0.0,29806985506.12,19072003443.45,79211579.22786559,10655770483.442133,358512,886736320510.1013,469892873343.4924,0.5299127400952555,886890807632.79,2661480860.28,93855441.73,,,,,
2025-10,3824,3782,42,892088185626.5801,81366727715.69,929777239880.12,612862481176.3301,47853167606.15,23272940037.35,0.0780814115334658,35804419898.51,0.0584216214864171,88720095564.39001,0.0546224425878749,275934959190.86,616153226435.72,156653103016.18,0,0.0,23040543370.19,8369657439.78,17173194.562298723,14653712735.847702,365017,893039731109.3054,469794537580.8213,0.526062302958523,891645935484.22,3128736304.1099997,110920280.83,,,,,
2025-11,3870,1814,2056,889436577366.6199,84228945215.04999,918840888025.82,617684593463.35,48643485083.19,22811962803.96,0.0787513329585356,37451460125.850006,0.0606320127168141,88700564172.99002,0.0568566477139163,256212858655.41,633223718711.21,136475925846.05,0,0.0,16619432001.02999,10940164197.53,28466298.41823729,5650801505.081751,374129,885591397429.1063,476872266123.5144,0.5384788825951634,889375633177.42,1911133207.63,130097550.67,,,,,
2025-12,4007,2118,1889,919117717865.04,85900396300.22,973173133992.41,641375978860.01,44798719279.28999,31381874572.29,0.0698478283500979,32234773237.79,0.0502587784704449,88664987232.38,0.0524017205439128,263255017873.69,654599495266.98,178760741431.25,2,128802989484.27,45889641491.245224,13309172852.138262,172971505.3602124,32407497133.74675,387159,917582532208.835,320990612158.32043,0.3498220605678066,918047214153.17,2059618680.01,94702622.93,14.0,14.0,14.0,5.0,14.0
2026-01,4059,3429,630,892585847001.55,71697105919.87,943200914136.36,626787785545.04,43867116350.47001,28867364810.37,0.069987190819815,31798909547.5,0.0507331353304027,83071592126.95,0.0517128778493624,260613572538.36,631972274463.1901,180710319550.61,2,5441979073.96,13148708271.6274,6579010384.7466545,36678875.42879226,6533019011.451953,397000,892904905673.2932,289544638288.6987,0.3242726481274824,892224268195.26,2377874398.45,77431194.01,,,,,
2026-02,4095,4078,17,906556904694.14,73331257615.14,962140302374.48,642725727569.99,45762251603.36,27864718246.42,0.0712002797466617,32338524708.14,0.0503146572806492,84907848618.64001,0.0512483915811584,282566740582.61,623990164111.53,167615479067.48,0,0.0,12338328246.46,4718749115.853022,34202013.60181824,7585377117.005161,405933,906016691831.0225,290315053245.6522,0.3204301376158285,906013335084.96,2078381091.13,69823160.97,,,,,
2026-03,4141,4120,21,913618482746.35,74836666485.75,969018428787.58,648313567608.29,48268024906.61,30204095945.58,0.0744516655492446,34808851655.4,0.0536913823719812,77377139645.85,0.0543384304528576,276278974730.66,637339508015.69,149923710547.82,0,0.0,28682710152.543,6186132418.598596,121899332.300041,22374678401.644363,416176,911900963642.127,291406196763.5383,0.3195590402708467,913370076559.94,2319217528.39,84639817.03,,,,,
2026-04,4212,4186,26,954774302237.53,76911059707.65,989029364138.45,678382648734.48,49262815126.009995,27200690061.9,0.0726180352901265,35298614986.73,0.0520334873726199,81572084752.68,0.0524614177838092,295835299419.86,658939002817.67,154659596198.81,1,3150000000.0,24099275575.8524,5886970850.074966,1236910337.3235998,16975394388.453836,434025,948789748932.43,298007758829.80585,0.3140925154019862,953831960565.88,1947969115.3,71498647.55,,,,,
2026-05,4227,4203,24,958703107781.76,78612813926.18,1011092513181.99,670481152261.44,53822218959.509995,20784414624.56,0.0802740222867937,39243486180.77,0.0585303345939064,67644958577.97,0.0581799790131143,279532875030.34,679170232751.42,149316955536.11002,1,4400000000.0,26203675590.2776,5805822877.731381,16843315.52705901,20381009397.01916,445677,953315936779.604,302604754306.40955,0.3174233668311876,957364092962.99,1898858171.37,63363760.57,,,,,
2026-06,1990,1980,10,336931365137.57007,24938915799.999996,343836885804.25,251582392366.7,24307601853.780003,7468950141.549999,0.0966188516815989,18573047341.86,0.0738249094745406,24921279220.879997,0.0679961101716852,136762028187.23,200169336950.34,85571077232.08,1,3063555866.88,8678131522.8,1143896991.6632576,18037285.33659208,7516197245.80015,63056,333908201404.01807,116235358597.82,0.3481057311832212,335304876834.31006,1222423906.54,1153755.26,0.0,0.0,0.0,0.0,0.0
