mes,fund_name,cnpj,classe,class_macro,saldo_base,dias_corridos,dias_uteis,custo_programado_bruto,cdi_mensal,dias_uteis_cdi_mes,spread_cdi_plus_aa,taxa_total_aa
2025-04,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,2ª série sênior,senior,0.0,10,8,0.0,0.0105587822,20,0.0095,0.15274265
2025-04,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,2ª série sênior,senior,1070554462.0,20,12,7253167.46,0.0105587822,20,0.0095,0.15274265
2025-05,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,2ª série sênior,senior,1070554462.0,31,21,13044720.04,0.0113877963,21,0.0095,0.15274265
2025-06,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,2ª série sênior,senior,1070554462.0,30,20,12557041.59,0.0109705483,20,0.0095,0.15274265
2025-07,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,2ª série sênior,senior,1070554462.0,31,23,14593474.36,0.01275734,23,0.0095,0.15274265
2025-08,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,2ª série sênior,senior,1070554462.0,31,21,13316618.14,0.011641575,21,0.0095,0.15274265
2025-09,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,2ª série sênior,senior,1070554462.0,30,22,13954858.34,0.0121993038,22,0.0095,0.15274265
2025-10,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,2ª série sênior,senior,1070554462.0,31,23,14593474.36,0.01275734,23,0.0095,0.15274265
2025-11,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,2ª série sênior,senior,1070554462.0,30,19,12041264.34,0.0105270392,19,0.0095,0.15274265
2025-12,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,2ª série sênior,senior,1070554462.0,31,20,12678753.55,0.0121993038,22,0.0095,0.15274265
2025-01,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino A,mezzanino,0.0,31,22,0.0,0.0101320561,22,0.017,0.16024265
2025-02,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino A,mezzanino,0.0,28,20,0.0,0.0098533216,20,0.017,0.16024265
2025-03,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino A,mezzanino,0.0,31,19,0.0,0.0096403444,19,0.017,0.16024265
2025-04,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino A,mezzanino,0.0,10,8,0.0,0.0105587822,20,0.017,0.16024265
2025-04,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino A,mezzanino,226712872.0,20,12,1616479.82,0.0105587822,20,0.017,0.16024265
2025-05,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino A,mezzanino,226712872.0,31,21,2904090.22,0.0113877963,21,0.017,0.16024265
2025-06,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino A,mezzanino,226712872.0,30,20,2794008.75,0.0109705483,20,0.017,0.16024265
2025-07,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino A,mezzanino,226712872.0,31,23,3245783.23,0.01275734,23,0.017,0.16024265
2025-08,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino A,mezzanino,226712872.0,31,21,2961706.0,0.011641575,21,0.017,0.16024265
2025-09,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino A,mezzanino,226712872.0,30,22,3103700.72,0.0121993038,22,0.017,0.16024265
2025-10,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino A,mezzanino,226712872.0,31,23,3245783.23,0.01275734,23,0.017,0.16024265
2025-11,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino A,mezzanino,226712872.0,30,19,2677979.71,0.0105270392,19,0.017,0.16024265
2025-12,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino A,mezzanino,226712872.0,31,20,2819799.02,0.0121993038,22,0.017,0.16024265
2025-01,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,0.0,31,22,0.0,0.0101320561,22,0.0499,0.19314265
2025-02,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,0.0,28,20,0.0,0.0098533216,20,0.0499,0.19314265
2025-03,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,0.0,31,19,0.0,0.0096403444,19,0.0499,0.19314265
2025-04,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,0.0,10,8,0.0,0.0105587822,20,0.0499,0.19314265
2025-04,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,20,12,1682493.68,0.0105587822,20,0.0499,0.19314265
2025-05,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,31,21,3012092.09,0.0113877963,21,0.0499,0.19314265
2025-06,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,30,20,2892567.69,0.0109705483,20,0.0499,0.19314265
2025-07,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,31,23,3355693.82,0.01275734,23,0.0499,0.19314265
2025-08,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,31,21,3061608.24,0.011641575,21,0.0499,0.19314265
2025-09,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,30,22,3208596.3,0.0121993038,22,0.0499,0.19314265
2025-10,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,31,23,3355693.82,0.01275734,23,0.0499,0.19314265
2025-11,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,30,19,2767960.17,0.0105270392,19,0.0499,0.19314265
2025-12,CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,1ª série mezanino B,mezzanino,194325319.59,31,20,2914729.56,0.0121993038,22,0.0499,0.19314265
2025-01,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,31,22,0.0,0.0101320561,22,0.0075,0.15074265
2025-02,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,28,20,0.0,0.0098533216,20,0.0075,0.15074265
2025-03,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,31,19,0.0,0.0096403444,19,0.0075,0.15074265
2025-04,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,30,20,0.0,0.0105587822,20,0.0075,0.15074265
2025-05,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,31,21,0.0,0.0113877963,21,0.0075,0.15074265
2025-06,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,30,20,0.0,0.0109705483,20,0.0075,0.15074265
2025-07,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,31,23,0.0,0.01275734,23,0.0075,0.15074265
2025-08,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,31,21,0.0,0.011641575,21,0.0075,0.15074265
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,0.0,15,11,0.0,0.0121993038,22,0.0075,0.15074265
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,3637113000.0,15,11,23311559.12,0.0121993038,22,0.0075,0.15074265
2025-10,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,3637113000.0,31,23,48912787.85,0.01275734,23,0.0075,0.15074265
2025-11,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,3637113000.0,30,19,40359211.36,0.0105270392,19,0.0075,0.15074265
2025-12,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série sênior,senior,3637113000.0,31,20,42495742.84,0.0121993038,22,0.0075,0.15074265
2025-01,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,31,22,0.0,0.0101320561,22,0.0135,0.15674265
2025-02,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,28,20,0.0,0.0098533216,20,0.0135,0.15674265
2025-03,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,31,19,0.0,0.0096403444,19,0.0135,0.15674265
2025-04,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,30,20,0.0,0.0105587822,20,0.0135,0.15674265
2025-05,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,31,21,0.0,0.0113877963,21,0.0135,0.15674265
2025-06,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,30,20,0.0,0.0109705483,20,0.0135,0.15674265
2025-07,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,31,23,0.0,0.01275734,23,0.0135,0.15674265
2025-08,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,31,21,0.0,0.011641575,21,0.0135,0.15674265
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,0.0,15,11,0.0,0.0121993038,22,0.0135,0.15674265
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,303093000.0,15,11,2021702.16,0.0121993038,22,0.0135,0.15674265
2025-10,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,303093000.0,31,23,4242578.38,0.01275734,23,0.0135,0.15674265
2025-11,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,303093000.0,30,19,3500495.94,0.0105270392,19,0.0135,0.15674265
2025-12,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino A,mezzanino,303093000.0,31,20,3685848.4,0.0121993038,22,0.0135,0.15674265
2025-01,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,31,22,0.0,0.0101320561,22,0.042,0.18524265
2025-02,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,28,20,0.0,0.0098533216,20,0.042,0.18524265
2025-03,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,31,19,0.0,0.0096403444,19,0.042,0.18524265
2025-04,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,30,20,0.0,0.0105587822,20,0.042,0.18524265
2025-05,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,31,21,0.0,0.0113877963,21,0.042,0.18524265
2025-06,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,30,20,0.0,0.0109705483,20,0.042,0.18524265
2025-07,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,31,23,0.0,0.01275734,23,0.042,0.18524265
2025-08,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,31,21,0.0,0.011641575,21,0.042,0.18524265
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,0.0,15,11,0.0,0.0121993038,22,0.042,0.18524265
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,259794000.0,15,11,2049666.72,0.0121993038,22,0.042,0.18524265
2025-10,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,259794000.0,31,23,4304114.15,0.01275734,23,0.042,0.18524265
2025-11,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,259794000.0,30,19,3550483.15,0.0105270392,19,0.042,0.18524265
2025-12,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,1ª série mezanino B,mezzanino,259794000.0,31,20,3738689.05,0.0121993038,22,0.042,0.18524265
2025-01,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,31,22,0.0,0.0101320561,22,0.0075,0.15074265
2025-02,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,28,20,0.0,0.0098533216,20,0.0075,0.15074265
2025-03,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,31,19,0.0,0.0096403444,19,0.0075,0.15074265
2025-04,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,30,20,0.0,0.0105587822,20,0.0075,0.15074265
2025-05,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,31,21,0.0,0.0113877963,21,0.0075,0.15074265
2025-06,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,30,20,0.0,0.0109705483,20,0.0075,0.15074265
2025-07,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,31,23,0.0,0.01275734,23,0.0075,0.15074265
2025-08,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,31,21,0.0,0.011641575,21,0.0075,0.15074265
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,30,22,0.0,0.0121993038,22,0.0075,0.15074265
2025-10,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,31,23,0.0,0.01275734,23,0.0075,0.15074265
2025-11,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,30,19,0.0,0.0105270392,19,0.0075,0.15074265
2025-12,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série sênior,senior,0.0,31,20,0.0,0.0121993038,22,0.0075,0.15074265
2025-01,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,31,22,0.0,0.0101320561,22,0.0135,0.15674265
2025-02,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,28,20,0.0,0.0098533216,20,0.0135,0.15674265
2025-03,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,31,19,0.0,0.0096403444,19,0.0135,0.15674265
2025-04,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,30,20,0.0,0.0105587822,20,0.0135,0.15674265
2025-05,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,31,21,0.0,0.0113877963,21,0.0135,0.15674265
2025-06,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,30,20,0.0,0.0109705483,20,0.0135,0.15674265
2025-07,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,31,23,0.0,0.01275734,23,0.0135,0.15674265
2025-08,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,31,21,0.0,0.011641575,21,0.0135,0.15674265
2025-09,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,30,22,0.0,0.0121993038,22,0.0135,0.15674265
2025-10,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,31,23,0.0,0.01275734,23,0.0135,0.15674265
2025-11,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,30,19,0.0,0.0105270392,19,0.0135,0.15674265
2025-12,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino A,mezzanino,0.0,31,20,0.0,0.0121993038,22,0.0135,0.15674265
2025-01,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,31,22,0.0,0.0101320561,22,0.042,0.18524265
2025-02,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,28,20,0.0,0.0098533216,20,0.042,0.18524265
2025-03,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,31,19,0.0,0.0096403444,19,0.042,0.18524265
2025-04,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,30,20,0.0,0.0105587822,20,0.042,0.18524265
2025-05,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,31,21,0.0,0.0113877963,21,0.042,0.18524265
2025-06,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,30,20,0.0,0.0109705483,20,0.042,0.18524265
2025-07,CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,2ª série mezanino B,mezzanino,0.0,31,23,0.0,0.01275734,23,0.042,0.18524265
