mes,fund_name,cnpj,classe,class_macro,saldo_base,dias_corridos,dias_uteis,custo_programado_bruto,cdi_mensal,dias_uteis_cdi_mes,spread_cdi_plus_aa,taxa_total_aa
2025-01,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,31,22,3242005.71,0.0101320561,22,0.0115,0.15474265
2025-02,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,28,20,3134119.35,0.0098533216,20,0.0115,0.15474265
2025-03,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,31,19,3058743.66,0.0096403444,19,0.0115,0.15474265
2025-04,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,30,20,3339594.77,0.0105587822,20,0.0115,0.15474265
2025-05,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,31,21,3594423.68,0.0113877963,21,0.0115,0.15474265
2025-06,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,30,20,3459527.49,0.0109705483,20,0.0115,0.15474265
2025-07,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,31,23,4020112.41,0.01275734,23,0.0115,0.15474265
2025-08,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,31,21,3668343.69,0.011641575,21,0.0115,0.15474265
2025-09,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,291000000.0,26,20,3492616.65,0.0121993038,22,0.0115,0.15474265
2025-09,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,266750000.0,4,2,318440.41,0.0121993038,22,0.0115,0.15474265
2025-10,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,266750000.0,26,18,2879687.15,0.01275734,23,0.0115,0.15474265
2025-10,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,242500000.0,5,5,724376.3,0.01275734,23,0.0115,0.15474265
2025-11,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,242500000.0,26,17,2471720.04,0.0105270392,19,0.0115,0.15474265
2025-11,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,218250000.0,4,2,260542.15,0.0105270392,19,0.0115,0.15474265
2025-12,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,218250000.0,26,18,2356107.66,0.0121993038,22,0.0115,0.15474265
2025-12,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.816/0001-05,1ª série sênior,senior,194000000.0,5,2,231593.02,0.0121993038,22,0.0115,0.15474265
2025-01,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,31,22,5566092.82,0.0101320561,22,0.0114,0.15464265
2025-02,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,28,20,5381119.23,0.0098533216,20,0.0114,0.15464265
2025-03,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,31,19,5251806.96,0.0096403444,19,0.0114,0.15464265
2025-04,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,30,20,5734167.0,0.0105587822,20,0.0114,0.15464265
2025-05,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,31,21,6171815.34,0.0113877963,21,0.0114,0.15464265
2025-06,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,30,20,5940235.35,0.0109705483,20,0.0114,0.15464265
2025-07,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,31,23,6902835.51,0.01275734,23,0.0114,0.15464265
2025-08,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,31,21,6298824.62,0.011641575,21,0.0114,0.15464265
2025-09,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,30,22,6600740.04,0.0121993038,22,0.0114,0.15464265
2025-10,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,31,23,6902835.51,0.01275734,23,0.0114,0.15464265
2025-11,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,30,19,5695533.46,0.0105270392,19,0.0114,0.15464265
2025-12,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,42.085.830/0001-09,1ª série sênior,senior,500000000.0,31,20,5997089.13,0.0121993038,22,0.0114,0.15464265
2025-01,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,0.0,31,22,0.0,0.0101320561,22,0.0135,0.15674265
2025-02,CLOUDWALK AKIRA II FIDC,44.124.617/0001-94,1ª série sênior - rerratificação 2025,senior,0.0,26,18,0.0,0.0098533216,20,0.0135,0.15674265
