pl_inicial,captacoes,resgates,amortizacoes,accrual_rentabilidade_residual,pl_final,fundos,fundos_com_ime,start_comp,max_end_comp
14296813449.64,44400000.0,0.0,2410041292.67,839802576.79,12770974733.76,10,10,12/2024,12/2025
