cnpj,FIDC,competencia,event_type,class_kind,class_macro,class_label,label,valor_total,source
60356171000180,PI,08/2025,amortizacao,senior,senior,Sênior · Série 1,Sênior · Série 1,22492300.53,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,08/2025,amortizacao,senior,senior,Sênior · Série 2,Sênior · Série 2,14593471.65,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,08/2025,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,3245783.23,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,08/2025,amortizacao,subordinada,mezzanino,Mezanino 2 · Série 1,Mezanino 2 · Série 1,3355693.82,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,09/2025,amortizacao,senior,senior,Sênior · Série 1,Sênior · Série 1,20524336.41,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,09/2025,amortizacao,senior,senior,Sênior · Série 2,Sênior · Série 2,13316618.14,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,09/2025,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,2961706.0,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,09/2025,amortizacao,subordinada,mezzanino,Mezanino 2 · Série 1,Mezanino 2 · Série 1,3061608.24,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,10/2025,amortizacao,senior,senior,Sênior · Série 1,Sênior · Série 1,21508028.85,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,10/2025,amortizacao,senior,senior,Sênior · Série 2,Sênior · Série 2,13954858.34,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,10/2025,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,3103700.72,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,10/2025,amortizacao,subordinada,mezzanino,Mezanino 2 · Série 1,Mezanino 2 · Série 1,3208596.21,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,11/2025,amortizacao,senior,senior,Sênior · Série 1,Sênior · Série 1,20524336.41,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,11/2025,amortizacao,senior,senior,Sênior · Série 2,Sênior · Série 2,13316618.14,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,11/2025,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,2961706.0,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,11/2025,amortizacao,subordinada,mezzanino,Mezanino 2 · Série 1,Mezanino 2 · Série 1,3061608.24,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,12/2025,amortizacao,senior,senior,Sênior · Série 1,Sênior · Série 1,20524336.41,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,12/2025,amortizacao,senior,senior,Sênior · Série 2,Sênior · Série 2,13316618.14,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,12/2025,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,2961706.0,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,12/2025,amortizacao,subordinada,mezzanino,Mezanino 2 · Série 1,Mezanino 2 · Série 1,3061608.24,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,01/2026,amortizacao,senior,senior,Sênior · Série 1,Sênior · Série 1,20524336.41,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,01/2026,amortizacao,senior,senior,Sênior · Série 2,Sênior · Série 2,13316618.14,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,01/2026,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,2961706.0,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,01/2026,amortizacao,subordinada,mezzanino,Mezanino 2 · Série 1,Mezanino 2 · Série 1,3061608.24,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,02/2026,amortizacao,senior,senior,Sênior · Série 1,Sênior · Série 1,18558687.93,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,02/2026,amortizacao,senior,senior,Sênior · Série 2,Sênior · Série 2,12041264.34,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,02/2026,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,2677979.71,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,02/2026,amortizacao,subordinada,mezzanino,Mezanino 2 · Série 1,Mezanino 2 · Série 1,2767960.17,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,03/2026,amortizacao,senior,senior,Sênior · Série 1,Sênior · Série 1,19526792.18,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,03/2026,amortizacao,senior,senior,Sênior · Série 2,Sênior · Série 2,12669390.6,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,03/2026,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,2817815.05,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
60356171000180,PI,03/2026,amortizacao,subordinada,mezzanino,Mezanino 2 · Série 1,Mezanino 2 · Série 1,2913024.71,.cache/fundonet-ime/5acce43b9d41d6bd4f7a1ac802c802a0c7819d53be92ded4a19b2c907480b5ef
62393679000183,Bela,09/2025,emissao,senior,senior,Sênior · Série 1,Sênior · Série 1,3637113000.0,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,09/2025,emissao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,303093000.0,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,09/2025,emissao,subordinada,mezzanino,Mezanino 1 · Série 2,Mezanino 1 · Série 2,259794000.0,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,09/2025,emissao,subordinada,subordinada,Subordinada 1 · item 3,Subordinada 1 · item 3,136870050.93,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,10/2025,amortizacao,senior,senior,Sênior · Série 1,Sênior · Série 1,46772530.23,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,10/2025,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,4056889.54,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,10/2025,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 2,Mezanino 1 · Série 2,4115504.44,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,11/2025,amortizacao,senior,senior,Sênior · Série 1,Sênior · Série 1,48912787.71,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,11/2025,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,4242578.37,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,11/2025,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 2,Mezanino 1 · Série 2,4304114.14,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,12/2025,amortizacao,senior,senior,Sênior · Série 1,Sênior · Série 1,40359211.27,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,12/2025,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,3500495.94,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,12/2025,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 2,Mezanino 1 · Série 2,3550483.15,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,12/2025,emissao,subordinada,subordinada,Subordinada 1 · item 3,Subordinada 1 · item 3,44000000.0,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,01/2026,amortizacao,senior,senior,Sênior · Série 1,Sênior · Série 1,44633515.48,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,01/2026,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,3871312.9,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,01/2026,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 2,Mezanino 1 · Série 2,3927029.43,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,02/2026,amortizacao,senior,senior,Sênior · Série 1,Sênior · Série 1,46772530.22,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,02/2026,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,4056889.55,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,02/2026,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 2,Mezanino 1 · Série 2,4115504.45,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,03/2026,amortizacao,senior,senior,Sênior · Série 1,Sênior · Série 1,38223920.32,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,03/2026,emissao,senior,senior,Sênior · Série 2,Sênior · Série 2,3058839080.17,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,03/2026,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 1,Mezanino 1 · Série 1,3315255.46,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,03/2026,amortizacao,subordinada,mezzanino,Mezanino 1 · Série 2,Mezanino 1 · Série 2,3362411.66,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,03/2026,emissao,subordinada,mezzanino,Mezanino 1 · Série 3,Mezanino 1 · Série 3,254939143.03,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
62393679000183,Bela,03/2026,emissao,subordinada,mezzanino,Mezanino 1 · Série 4,Mezanino 1 · Série 4,218666078.95,.cache/fundonet-ime/eef0fdff163e3d6b03c72e651b9d5fccd28f640b3a5de9cc045c17d670878531
