ordem,cnpj,nome_fundo,status_scan,fontes_consultadas,status_online,erros_scan,originador,originador_status,originador_natureza,originador_fonte,originador_data,originador_pagina,originador_link,originador_camada,cedente,cedente_status,cedente_natureza,cedente_fonte,cedente_data,cedente_pagina,cedente_link,cedente_camada,sacado_devedor,sacado_devedor_status,sacado_devedor_natureza,sacado_devedor_fonte,sacado_devedor_data,sacado_devedor_pagina,sacado_devedor_link,sacado_devedor_camada,tipo_recebivel,tipo_recebivel_status,tipo_recebivel_natureza,tipo_recebivel_fonte,tipo_recebivel_data,tipo_recebivel_pagina,tipo_recebivel_link,tipo_recebivel_camada,minimo_junior,minimo_junior_status,minimo_junior_natureza,minimo_junior_fonte,minimo_junior_data,minimo_junior_pagina,minimo_junior_link,minimo_junior_camada,minimo_estrutural_total,minimo_estrutural_total_status,minimo_estrutural_total_natureza,minimo_estrutural_total_fonte,minimo_estrutural_total_data,minimo_estrutural_total_pagina,minimo_estrutural_total_link,minimo_estrutural_total_camada,natureza_indice,natureza_indice_status,natureza_indice_natureza,natureza_indice_fonte,natureza_indice_data,natureza_indice_pagina,natureza_indice_link,natureza_indice_camada
32,41197066000109,IFOOD PAGO CRÉDITO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO DE RESP LIMITADA,concluído,9,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,MovilePay / iFood,aceito_payload,,IMG_8705.JPG,2025-12-30,89,,planilha_manual,"a pessoa que assume a responsabilidade solidária pelo cumprimento de quaisquer das obrigações principais, acessórias e/ou moratórias, presentes e/ou futuras, no seu vencimento original ou antecipado, assumidas ou que venham a ser assumidas Docusign Envelope ID: 68026EB4-05F6-4277-97D7-D8C28DC37303",encontrado_explicito,,1076481,2025-12-30,84,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1076481,regulamento,"todos os direitos creditórios originários de operações de crédito contratadas pelos Devedores Elegíveis, na qualidade de Devedores, com as Instituições Financeiras Parceiras, formalizadas por meio da emissão de CCBs pelos respectivos Devedores Elegíveis em favor das Instituições Financeiras Parceiras",encontrado_explicito,,1076481,2025-12-30,85,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1076481,regulamento,10%,aceito_payload,junior_pl,1076481,2025-12-30,89,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1076481,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1076481,2025-12-30,89,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1076481,payload_documental
33,44124617000194,CLOUDWALK AKIRA II FIDC SEGMENTO MEIOS DE PAGAMENTO,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a CloudWalk que, de tempos em tempos, nos termos do Contrato de Cessão, cede seus respectivos Direitos Creditórios Elegíveis ao Fundo",encontrado_explicito,,851798,2025-02-28,94,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=851798,regulamento,cada Devedor de Direitos Creditórios Cedidos que represente 5% ( cinco por cento) ou mais do Patrimônio Líquido do Fundo,encontrado_explicito,,851798,2025-02-28,98,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=851798,regulamento,"os direitos creditórios de tempos em tempos detidos pela Cedente em face dos Devedores, conforme as regras dos Arranjos de Pagamentos, decorrentes de Transações de Pagamento realizadas por Usuários-Finais com a utilização de Instrumentos de Pagamento, operacionalizadas pelo Sistema CloudWalk , para a aquisição de bens ou serviços no s Estabelecimentos Credenciados, equivalentes ao valor remanescente das Transações de Pagamento após o desconto das Taxas Aplicáveis",encontrado_explicito,,851798,2025-02-28,99,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=851798,regulamento,5%,aceito_payload,junior_pl,851798,2025-02-28,101–102,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=851798,payload_documental,5%,aceito_payload,suporte_total_pl,851798,2025-02-28,101–102,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=851798,payload_documental,junior_pl,aceito_payload,junior_pl,851798,2025-02-28,101–102,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=851798,payload_documental
34,42085816000105,CLOUDWALK KICK ASS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,concluído,9,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a CloudWalk que, de tempos em tempos, nos termos do Contrato de Cessão, cede seus respectivos Direitos Creditórios Elegíveis ao Fundo",encontrado_explicito,,513540,28/08/2023,62,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=513540,regulamento,os Emissores Qualificados,encontrado_explicito,,513540,28/08/2023,66,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=513540,regulamento,"os direitos creditórios de tempos em tempos detidos pela Cedente em face dos Devedores, conforme as regras dos Arranjos de Pagamentos, decorrentes de Transações de Pagamento realizadas por Usuários -Finais com a utilização de Instrumentos de Pagamento, operacionalizadas pelo Sistema CloudWalk, para a aquisição de bens ou serviços nos Estabelecimentos Credenciados, equivalentes ao valor remanescente das Transações de Pagamento após o desconto das Taxas Aplicáveis",encontrado_explicito,,513540,28/08/2023,66,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=513540,regulamento,4.8%,aceito_payload,junior_pl,733165,2024-09-05,98,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=733165,payload_documental,4.8%,aceito_payload,suporte_total_pl,733165,2024-09-05,98,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=733165,payload_documental,junior_pl,aceito_payload,junior_pl,733165,2024-09-05,98,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=733165,payload_documental
35,38385876000176,ESTRATÉGIA EDUCACIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Estratégia Concursos,aceito_payload,,IMG_8705.JPG,2024-08-14,11,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"os direitos creditórios constantes da Agenda de Recebíveis que, d e tempos em tempos, o Cedente detém em face das Devedoras em decorrência das Transações de Pagamento, no âmbito dos Arranjos de Pagamento em que as Devedoras e o Cedente sejam participantes, os quais serão identificados pelo seguinte conjunto de informaçõe s, conforme registrados nos Sistemas de Registro: (i) CNPJ do Cedente; (ii) Devedora; (iii) Bandeira; (iv) data de liquidação (vencimento)",encontrado_explicito,,719764,14/08/2024,49,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=719764,regulamento,10%,aceito_payload,junior_pl,719764,2024-08-14,11,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=719764,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,719764,2024-08-14,11,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=719764,payload_documental
36,40919667000107,RECARGAPAY I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,RecargaPay,aceito_payload,,IMG_8705.JPG,2026-02-12,31,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,recebíveis de cartão,aceito_payload,,IMG_8705.JPG,2026-02-12,31,,planilha_manual,50%,aceito_payload,junior_pl,1118056,2026-02-12,31,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1118056,payload_documental,50%,aceito_payload,suporte_total_pl,1118056,2026-02-12,31,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1118056,payload_documental,junior_pl,aceito_payload,junior_pl,1118056,2026-02-12,31,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1118056,payload_documental
37,42102603000144,CLOUDWALK KICK ASS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,concluído,11,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a CloudWalk que, de tempos em tempos, nos termos do Contrato de Cessão, cede seus respectivos Direitos Creditórios Elegíveis ao Fundo",encontrado_explicito,,733239,2024-09-05,92,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=733239,regulamento,"cada Devedor de Direitos Creditórios Cedidos que represente 6,8% (seis inteiros e oito décimos por cento) ou mais do Patrimônio Líquido do Fundo",encontrado_explicito,,733239,2024-09-05,96,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=733239,regulamento,"os direitos creditórios de tempos em tempos detidos pela Cedente em face dos Devedores , conforme as regras dos Arranjos de Pagamentos, decorrentes de Docusign Envelope ID: C7A68EEF-E1CC-4C50-9460-07F207F1899B",encontrado_explicito,,733239,2024-09-05,96,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=733239,regulamento,6.8%,aceito_payload,junior_pl,733239,2024-09-05,99,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=733239,payload_documental,6.8%,aceito_payload,suporte_total_pl,733239,2024-09-05,99,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=733239,payload_documental,junior_pl,aceito_payload,junior_pl,733239,2024-09-05,99,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=733239,payload_documental
38,28169275000172,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PAGSEGURO I,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,PagSeguro,aceito_payload,,IMG_8705.JPG,2026-03-25,44,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"as U.R.s compostas por direitos creditórios detidos pelo Estabelecimento Credenciado em face do Devedor em decorrência de Transações de Pagamento, na modalidade de crédito pós -pago à vista, e/ou crédito pós -pago parcelado sem juros, e débito, realizad as pelos Usuários Finais com a utilização de Instrumentos de Pagamento para a aquisição de bens, produtos, mercadorias ou serviços nos Estabelecimentos Credenciados e devidos pelo Devedor, conforme aplicável, após o desconto das taxas que constituem a remuneração dos Arranjos de Pagamento, dos Emissores e das Credenciadoras, bem como de outras eventuais retenções previstas nas regras do Arranjo de Pagamento, as quais serão Docusign Envelope I",encontrado_explicito,,1147067,2026-03-25,88,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1147067,assembleia,50%,aceito_payload,junior_pl,1149521,2026-03-25,44,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1149521,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1149521,2026-03-25,44,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1149521,payload_documental
39,38658727000133,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FORNECEDORES MADEIRA MADEIRA I,concluído,13,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Fornecedores: Madeira/Madeira,aceito_payload,,IMG_8705.JPG,2026-06-05,62,,planilha_manual,Madeira/Madeira,aceito_payload,,IMG_8705.JPG,2026-06-05,62,,planilha_manual,"os direitos creditórios, representados pelos Contratos Comerciais, incluindo a totalidade dos respectivos acessórios, tais como atualização monetária, juros remuneratórios, encargos moratórios, multas, penalidades, seguros, indenizações, despesa s, custas, honorários, garantias e demais encargos contratuais e legais previstos nos Contratos Comerciais",encontrado_explicito,,691063,2024-06-13,8,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=691063,regulamento,26.665%,aceito_payload,junior_pl_calculado,1216296,2026-06-05,62,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1216296,payload_documental,26.665%,aceito_payload,suporte_total_pl,1216296,2026-06-05,62,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1216296,payload_documental,junior_pl_calculado,aceito_payload,junior_pl_calculado,1216296,2026-06-05,62,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1216296,payload_documental
40,52271464000136,KIWIFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,a Subcredenciadora,encontrado_explicito,,1155755,18/03/2026,7,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1155755,regulamento,"a Credenciadora, na qualidade de devedora dos Direitos Creditórios",encontrado_explicito,,1155755,18/03/2026,13,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1155755,regulamento,"os direitos creditórios performados, de tempos em tempos detidos pela Subcredenciadora em face da Credenciadora, originários de Transações de Pagamento realizadas pelos Compradores dos Infoprodutores com a utilização de Instrumentos de Pagamento, à vista ou parceladas, para a aquisição de cursos e/ou outros conteúdos oferecidos pelo Infoprodutores na Plataforma Kiwify aos Compradores dos Infoprodutores, conforme aplicável, após o descont o das taxas que constituem a remuneração das Bandeiras, dos Emissores e da Credenciadora, conforme o caso, bem como de outras eventuais retenções previstas nas regras do Arranjo de Pagamento e/ou no respectivo contrato de credenciamento e adesão, conforme ap",encontrado_explicito,,1155755,18/03/2026,13,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1155755,regulamento,6%,aceito_payload,junior_pl,1155755,2026-03-18,18,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1155755,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1155755,2026-03-18,18,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1155755,payload_documental
41,29226654000110,INVESTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,CredSystem,aceito_payload,,IMG_8705.JPG,2025-10-28,3–4; 9–10,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Cartão de Crédito - ecossistema Credsystem,aceito_payload,,IMG_8705.JPG,2025-10-28,3–4; 9–10,,planilha_manual,67.4267%,aceito_payload,junior_pl_calculado,1023848,2025-10-28,3–4; 9–10,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1023848,payload_documental,67.4267%,aceito_payload,suporte_total_pl,1023848,2025-10-28,3–4; 9–10,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1023848,payload_documental,junior_pl_calculado,aceito_payload,junior_pl_calculado,1023848,2025-10-28,3–4; 9–10,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1023848,payload_documental
42,54857414000160,INDIE MERX RAIZ I CRÉDITO AGRO FIDC DO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Emissão direta de produtor rural,aceito_payload,,IMG_8705.JPG,2026-06-01,74,,planilha_manual,"os Devedores que são produtores rurais, pessoas físicas e/ou jurídicas, e/ou cooperativas de produtores rurais, indicadas pela Originadora e que sejam devedores dos Direitos Creditórios Adquiridos decorrentes das CPR-F emitidas diretamente em favor da Classe e/ou cedidas pelo Cedente à Classe, conforme o caso",encontrado_explicito,,975459,20/08/2025,66,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=975459,regulamento,risco produtor rural com passagem SIPAL e Fazendão,aceito_payload,,IMG_8705.JPG,2026-06-01,74,,planilha_manual,15%,aceito_payload,junior_pl,1263627,2026-06-01,74,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1263627,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1263627,2026-06-01,74,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1263627,payload_documental
43,44124465000120,TMAQ 21 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE ARRANJOS DE PAGAMENTO DE RESPONSABILIDADE L,concluído,6,consultado,,ACQIO,encontrado_explicito,rótulo explícito de participante v2,1048506,30/09/2025,2,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1048506,rating_report,ACQIO,encontrado_explicito,rótulo explícito de participante v2,1048506,30/09/2025,2,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1048506,rating_report,"os Devedores I -A, os Devedores I -B e os Devedores II quando mencionados em conjunto e indistintamente",encontrado_explicito,,737326,09/09/2024,83,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=737326,regulamento,Risco Bancos Emissores Diversos,aceito_payload,,IMG_8705.JPG,2025-07-08,85,,planilha_manual,3%,aceito_payload,junior_pl,951239,2025-07-08,85,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=951239,payload_documental,22.15%,encontrado_explicito,suporte_total_pl,1048506,30/09/2025,1,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1048506,rating_report,junior_pl,aceito_payload,junior_pl,951239,2025-07-08,85,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=951239,payload_documental
44,55401645000128,QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,concluído,8,consultado,,"a FINTECH DO CORBAN LTDA., sociedade limitada com sede na cidade de Cássia, estado de Minas Gerais, na Rua Comendador Antenor Machado, nº 295, sala virtual 2, Centro, CEP 37980-000, inscrita no CNPJ sob o nº 48.672.821/0001-09 ou outro parceiro do Endossante Instituição Financeria que acesse uma plataforma eletrônica e Interfaces de Programação de Aplicação (“APIs”) do Endossante Instituição Financeria que permite a criação de estruturas para a concessão de crédito por meio do Endossante Institu",encontrado_explicito,,1051890,2025-12-01,,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1051890,regulamento,QI Tech,aceito_payload,,IMG_8705.JPG,2025-12-01,17,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Crédito FGTS,aceito_payload,,IMG_8705.JPG,2025-12-01,17,,planilha_manual,3%,aceito_payload,junior_pl,1051890,2025-12-01,17,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1051890,payload_documental,15%,encontrado_explicito,suporte_total_pl,823271,2025-01-20,2,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=823271,assembleia,junior_pl,aceito_payload,junior_pl,1051890,2025-12-01,17,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1051890,payload_documental
45,63622842000103,DESBRAVA UNO ARTIGOS ESPORTIVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Empresas grupo Dass,aceito_payload,,IMG_8705.JPG,2025-12-01,69,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,50%,aceito_payload,junior_pl,1051646,2025-12-01,69,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1051646,payload_documental,50%,aceito_payload,suporte_total_pl,1051646,2025-12-01,69,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1051646,payload_documental,junior_pl,aceito_payload,junior_pl,1051646,2025-12-01,69,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1051646,payload_documental
46,44272584000120,LAVORO AGRO FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"Lavoro Agrocomercial S.A., Agrocontato Comércio e Representações de Produtos Agropecuários S.A., Agrovenci - Comércio, Importação, Exportação e Agropecuário Ltda. e Distribuidora Pitangueiras de Produtos Agropecuários S.A. (em conjunto, Grupo Lavoro)",encontrado_explicito,rótulo explícito de participante v2,798158,30/09/2024,1,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=798158,rating_report,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,5%,aceito_payload,junior_pl,1003378,2025-09-30,133,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1003378,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1003378,2025-09-30,133,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1003378,payload_documental
47,62838025000116,ENDURANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Pague Veloz / Serasa,aceito_payload,,IMG_8705.JPG,2025-12-10,39,,planilha_manual,"os emissores, devedores e/ou garantidores dos Direitos Creditórios, conforme o caso",encontrado_explicito,,1058234,2025-12-10,5,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1058234,regulamento,"recebíveis de Rede, GetNet, Cielo e Pag",aceito_payload,,IMG_8705.JPG,2025-12-10,39,,planilha_manual,10%,aceito_payload,junior_pl,1058234,2025-12-10,39,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1058234,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1058234,2025-12-10,39,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1058234,payload_documental
48,47280025000150,FIDC AGRO CAPITAL FINANCE RESPONSABILIDADE LIMITADA,concluído,9,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Albaugh,aceito_payload,,IMG_8705.JPG,2025-12-23,10; 34,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,30%,aceito_payload,junior_pl,1074880,2025-12-23,10; 34,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1074880,payload_documental,30%,aceito_payload,suporte_total_pl,1074880,2025-12-23,10; 34,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1074880,payload_documental,junior_pl,aceito_payload,junior_pl,1074880,2025-12-23,10; 34,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1074880,payload_documental
49,57270666000187,MOBILITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Direitos Creditórios performados; REDE como adquirente,aceito_payload,,IMG_8705.JPG,2024-10-31,49,,planilha_manual,10%,aceito_payload,junior_pl,769277,2024-10-31,49,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=769277,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,769277,2024-10-31,49,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=769277,payload_documental
50,58288437000152,ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA,concluído,10,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a ALTOMAX COMÉRCIO DE MEIAS E COBERTORES, IMPORTAÇÃO E EXPORTAÇÃO LTDA, sociedade limitada, com sede na cidade de Foz do Iguaçu, estado do Paraná, na Av",encontrado_explicito,,1240668,24/02/2026,83,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1240668,regulamento,"os devedores dos Direitos Creditórios – Adicionais, cedidos ao Fundo pelos Cedentes Adicionais ou emitidos diretamente em face do Fundo, conforme aplicável, os quais serão pessoas fí sicas e jurídicas integrantes do Grupo Econômico da Cedente Altomax.",encontrado_explicito,,1240668,24/02/2026,87,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1240668,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,20%,aceito_payload,junior_pl,1240668,2026-02-24,94,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1240668,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1240668,2026-02-24,94,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1240668,payload_documental
51,55476342000174,LAVORO AGRO II FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Lavoro,aceito_payload,,IMG_8705.JPG,2025-09-30,107; 122,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,20%,aceito_payload,junior_pl,1003108,2025-09-30,107; 122,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1003108,payload_documental,20%,aceito_payload,suporte_total_pl,1003108,2025-09-30,107; 122,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1003108,payload_documental,junior_pl,aceito_payload,junior_pl,1003108,2025-09-30,107; 122,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1003108,payload_documental
52,63679792000192,BLUE HEALTH FIDC RECEBÍVEIS COMERCIAIS DE RESPONSABILIDADE LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a (i) Ultra-Som Equipamentos Médicos Ltda., sociedade limitada com sede na Cidade de Ribeirão Preto, Estado de São Paulo, na Rua Paschoal Bardaro, nº 2.005, 1º andar, Jardim Botânico, CEP 14.021-655, inscrita no CNPJ/MF sob o nº 07.149.505/0001-61, com filial na Cidade de Feira de Santana, Estado da Bahia, na Estrada Velha de Humildes, nº 9.984, Sala “Blue”, Humildes, CEP 44.135 -000, inscrita no CNPJ/MF sob o nº 07.149.505/0003 -23; (ii) Brazil 3 Business Participações Ltda. , sociedade limitad",encontrado_explicito,,1101558,26/01/2026,85,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1101558,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"os direitos creditórios, de titularidade dos Cedentes, originados por meio da locação de Equipamentos aos Devedores, nos termos dos respectivos Contratos de Locação de Equipamentos, expressos em reais, juntamente com todos os direitos (inclusive direitos reais de garantia), privilégios, preferências, prerrogativas, seguros e ações a estes relacionadas, bem como reajustes monetários, juros, multa contratual e encargos, representados pelos Documentos Comprobatórios e pelos Documentos Adicionais, qu e atendam aos Critérios de Elegibilidade e as Condições de Cessão previstos neste Regulamento",encontrado_explicito,,1101558,26/01/2026,88,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1101558,regulamento,20%,aceito_payload,junior_pl,1101558,2026-01-26,92,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1101558,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1101558,2026-01-26,92,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1101558,payload_documental
