ordem,cnpj,nome_fundo,status_scan,fontes_consultadas,status_online,erros_scan,originador,originador_status,originador_natureza,originador_fonte,originador_data,originador_pagina,originador_link,originador_camada,cedente,cedente_status,cedente_natureza,cedente_fonte,cedente_data,cedente_pagina,cedente_link,cedente_camada,sacado_devedor,sacado_devedor_status,sacado_devedor_natureza,sacado_devedor_fonte,sacado_devedor_data,sacado_devedor_pagina,sacado_devedor_link,sacado_devedor_camada,tipo_recebivel,tipo_recebivel_status,tipo_recebivel_natureza,tipo_recebivel_fonte,tipo_recebivel_data,tipo_recebivel_pagina,tipo_recebivel_link,tipo_recebivel_camada,minimo_junior,minimo_junior_status,minimo_junior_natureza,minimo_junior_fonte,minimo_junior_data,minimo_junior_pagina,minimo_junior_link,minimo_junior_camada,minimo_estrutural_total,minimo_estrutural_total_status,minimo_estrutural_total_natureza,minimo_estrutural_total_fonte,minimo_estrutural_total_data,minimo_estrutural_total_pagina,minimo_estrutural_total_link,minimo_estrutural_total_camada,natureza_indice,natureza_indice_status,natureza_indice_natureza,natureza_indice_fonte,natureza_indice_data,natureza_indice_pagina,natureza_indice_link,natureza_indice_camada
75,47425750000179,CEREALIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,concluído,9,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,25%,aceito_payload,junior_pl,1237988,2026-07-02,30,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1237988,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1237988,2026-07-02,30,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1237988,payload_documental
76,37035970000132,CD CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,concluído,9,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,CHDS do Brasil,encontrado_explicito,rótulo explícito de participante v2,1128089,20/08/2025,6,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1128089,rating_report,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Insumos Agrícolas - prazo Safra; possui não performados,aceito_payload,,IMG_8706.JPG,2026-05-12,43,,planilha_manual,30%,aceito_payload,junior_pl,1187379,2026-05-12,43,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1187379,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1187379,2026-05-12,43,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1187379,payload_documental
77,17468142000180,VALOREM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL RESPONSABILIDADE LIMITADA,concluído,12,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,todas as pessoas físicas ou jurídicas que cedem os Direitos Creditórios para a Classe,encontrado_explicito,,1271235,30/07/2026,50,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1271235,regulamento,"pessoas físicas e/ou jurídicas que figurem na qualidade de devedores dos Direitos Creditórios, podendo ser denominado também como “Sacado”",encontrado_explicito,,1271235,30/07/2026,55,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1271235,regulamento,"a) direitos e títulos representativos de crédito,",encontrado_explicito,,1271235,30/07/2026,55,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1271235,regulamento,15%,aceito_payload,junior_pl,1157934,2026-04-09,102,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1157934,payload_documental,45%,encontrado_explicito,suporte_total_pl,1271235,30/07/2026,102,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1271235,regulamento,junior_pl,aceito_payload,junior_pl,1157934,2026-04-09,102,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1157934,payload_documental
78,29492605000129,GAZIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS - RESPONSABILIDADE LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Gazin,encontrado_explicito,rótulo explícito de participante v2,321548,06/06/2022,1,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=321548,rating_report,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,51%,aceito_payload,junior_pl,1117213,2026-02-12,44,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1117213,payload_documental,51%,aceito_payload,suporte_total_pl,1117213,2026-02-12,44,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1117213,payload_documental,junior_pl,aceito_payload,junior_pl,1117213,2026-02-12,44,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1117213,payload_documental
79,31739396000117,LF III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,concluído,8,consultado,,LISTO INSTITUIÇÃO DE PAGAMENTO LTDA.,encontrado_explicito,rótulo explícito de participante v2,1237167,26/06/2026,1,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1237167,rating_report,Listo IP,aceito_payload,,IMG_8706.JPG,2026-03-27,39,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"os direitos creditórios detidos pela Cedente em face dos Devedores, equivalentes ao valor total das Transações de Pagamento realizadas pelos Usuários com a utilização de Instrumentos de Pagamentos para a aquisição de bens ou serviços nos Estabeleciment os Credenciados, após o desconto das taxas que constituem a remuneração dos Devedores (Emissores) e das Bandeiras, bem como de outras eventuais retenções previstas nas regras do Arranjo de Pagamento (tais como Chargebacks), conforme aplicável",encontrado_explicito,,1146939,27/03/2026,10,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1146939,regulamento,0.5%,aceito_payload,junior_pl,1146939,2026-03-27,39,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1146939,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1146939,2026-03-27,39,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1146939,payload_documental
80,26749095000134,PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADAL,concluído,13,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Pravaler,aceito_payload,,IMG_8706.JPG,2025-11-19,152,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Crédito Estudantil,aceito_payload,,IMG_8706.JPG,2025-11-19,152,,planilha_manual,10%,aceito_payload,junior_pl,1061833,2025-11-19,152,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1061833,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1061833,2025-11-19,152,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1061833,payload_documental
81,62393829000159,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS MEDICI I - RESPONSABILIDADE LIMITADA,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Multicedente,aceito_payload,,IMG_8706.JPG,2026-07-08,40–41,,planilha_manual,BRF,aceito_payload,,IMG_8706.JPG,2026-07-08,40–41,,planilha_manual,Risco Sacado BRF,aceito_payload,,IMG_8706.JPG,2026-07-08,40–41,,planilha_manual,5%,aceito_payload,junior_pl,1242436,2026-07-08,40–41,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1242436,payload_documental,5%,aceito_payload,suporte_total_pl,1242436,2026-07-08,40–41,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1242436,payload_documental,junior_pl,aceito_payload,junior_pl,1242436,2026-07-08,40–41,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1242436,payload_documental
82,47640584000123,SOL AGORA GREEN ESG FIDC IS SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,concluído,8,consultado,,Sol Agora,encontrado_explicito,rótulo explícito de participante v2,721487,30/06/2024,5,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=721487,rating_report,BMP,aceito_payload,,IMG_8706.JPG,2025-06-13,91,,planilha_manual,pessoas físicas ou jurídicas que obtenham um financiamento de Projetos de Geração Energia Elétrica junto a uma Instituição Financeira Parceira por meio da Plataforma Sol Agora,encontrado_explicito,,930974,13/06/2025,87,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=930974,regulamento,Recebíveis: CCBs,aceito_payload,,IMG_8706.JPG,2025-06-13,91,,planilha_manual,10%,aceito_payload,junior_pl,930974,2025-06-13,91,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=930974,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,930974,2025-06-13,91,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=930974,payload_documental
83,57028406000108,IS GREEN SOLFÁCIL VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,concluído,8,consultado,,Solfácil Energia,encontrado_explicito,rótulo explícito de participante v2,1048522,29/08/2025,5,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1048522,rating_report,Solfácil SCD,aceito_payload,,IMG_8706.JPG,2026-05-21,112,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Direitos Creditórios performados oriundos de financiamento de instalação de placas solares,aceito_payload,,IMG_8706.JPG,2026-05-21,112,,planilha_manual,2%,aceito_payload,junior_pl,1202319,2026-05-21,112,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1202319,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1202319,2026-05-21,112,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1202319,payload_documental
84,31570767000180,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRADEPAY VAREJO I - RESPONSABILIDADE LIMITADA,concluído,9,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Trademaster,aceito_payload,,IMG_8706.JPG,2026-05-25,39,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,5%,aceito_payload,junior_pl,1203635,2026-05-25,39,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1203635,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1203635,2026-05-25,39,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1203635,payload_documental
85,54464892000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT FGTS RECEIVABLES II,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,75% Parati / 25% QI Tech,aceito_payload,,IMG_8707.jpg,2025-04-23,85–86,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,3.5%,aceito_payload,junior_pl,884293,2025-04-23,85–86,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=884293,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,884293,2025-04-23,85–86,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=884293,payload_documental
86,11468186000124,ATLANTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Multicedentes e Multisacados,aceito_payload,,IMG_8707.jpg,2026-03-06,47,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,FIDC Multicedentes & Multisacados,aceito_payload,,IMG_8707.jpg,2026-03-06,47,,planilha_manual,50%,aceito_payload,junior_pl,1130308,2026-03-06,47,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1130308,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1130308,2026-03-06,47,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1130308,payload_documental
87,43193260000133,RESIDENCE CLUB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,VCI,aceito_payload,,IMG_8707.jpg,2025-11-17,26,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,15%,aceito_payload,junior_pl_calculado,1044387,2025-11-17,26,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1044387,payload_documental,50%,aceito_payload,suporte_total_pl,1044387,2025-11-17,26,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1044387,payload_documental,junior_pl_calculado,aceito_payload,junior_pl_calculado,1044387,2025-11-17,26,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1044387,payload_documental
88,58152340000118,MONEE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO - RESP. LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,SHPP IP,aceito_payload,,IMG_8707.jpg,2026-05-14,105,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,30%,aceito_payload,junior_pl,1191019,2026-05-14,105,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1191019,payload_documental,30%,aceito_payload,suporte_total_pl,1191019,2026-05-14,105,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1191019,payload_documental,junior_pl,aceito_payload,junior_pl,1191019,2026-05-14,105,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1191019,payload_documental
89,52340225000190,INOVA CREDTECH III FIDC SEGMENTO MULTICARTEIRA DE RESPONSABILIDADE LIMITADA,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,o devedor dos Direitos Creditórios Adquiridos,encontrado_explicito,,1171206,2026-03-25,70,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1171206,regulamento,"os direitos creditórios originados pela Originadora e devidos pelos Devedores, os quais podem ser formalizados por Duplicatas, Notas Comerciais ou CCBs",encontrado_explicito,,1171206,2026-03-25,70,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1171206,regulamento,7.5%,aceito_payload,junior_pl,1171206,2026-03-25,77,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1171206,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1171206,2026-03-25,77,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1171206,payload_documental
90,63546406000194,PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"o Banco Pine, conforme o caso;",encontrado_explicito,,1130481,2026-03-05,152,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1130481,regulamento,os devedores das CCBs relativas aos Direitos Creditórios;,encontrado_explicito,,1130481,2026-03-05,154,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1130481,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,1.5%,aceito_payload,junior_pl,1130481,2026-03-05,142,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1130481,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1130481,2026-03-05,142,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1130481,payload_documental
91,37294759000134,GALLERIA HOME EQUITY FIDC,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Galleria SCD,aceito_payload,,IMG_8707.jpg,2026-07-10,110,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,CCBs com AF de Imóvel oriundos de empréstimo PF e PJs,aceito_payload,,IMG_8707.jpg,2026-07-10,110,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,4.7619%,aceito_payload,suporte_total_pl,927443,2026-07-10,110,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=927443,payload_documental,suporte_total_pl,aceito_payload,suporte_total_pl,927443,2026-07-10,110,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=927443,payload_documental
92,42085830000109,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"a CloudWalk que, de tempos em tempos, nos termos do Contrato de Cessão, cede seus respectivos Direitos Creditórios Elegíveis ao Fundo",encontrado_explicito,,966441,2025-07-24,92,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=966441,regulamento,os Emissores Qualificados,encontrado_explicito,,966441,2025-07-24,96,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=966441,regulamento,"os direitos creditórios de tempos em tempos detidos pela Cedente em face dos Devedores , conforme as regras dos Arranjos de Pagamentos, decorrentes de Transações de Pagamento realizadas por Usuários-Finais com a utilização de Instrumentos de Pagamento, Página 97 de 116",encontrado_explicito,,966441,2025-07-24,96,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=966441,regulamento,3%,aceito_payload,junior_pl,966441,2025-07-24,99,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=966441,payload_documental,3%,aceito_payload,suporte_total_pl,966441,2025-07-24,99,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=966441,payload_documental,junior_pl,aceito_payload,junior_pl,966441,2025-07-24,99,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=966441,payload_documental
93,61288838000117,IFOOD PAGO CRÉDITO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO RESP. LIMITADA,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,a Subcredenciadora,encontrado_explicito,,1073756,29/12/2025,107,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1073756,regulamento,"pessoas físicas ou jurídicas que possuam uma Conta Digital do Devedor CCB e que emitam uma CCB em favor da Instituição Financeira Parceira, conforme aplicável, com o objetivo de realizar uma operação de crédito",encontrado_explicito,,1073756,29/12/2025,112,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1073756,regulamento,"os Direitos Creditórios CCB e os Direitos Creditórios Credenciadoras, quando referidos em conjunto ou indistintamente",encontrado_explicito,,1073756,29/12/2025,113,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1073756,regulamento,15%,aceito_payload,junior_pl,1240846,2026-07-03,114,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1240846,payload_documental,25%,encontrado_explicito,suporte_total_pl,1240846,03/07/2026,66,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1240846,regulamento,junior_pl,aceito_payload,junior_pl,1240846,2026-07-03,114,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1240846,payload_documental
94,30035329000159,VIA INVEST II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,BMP (Bancarizador),aceito_payload,,IMG_8707.jpg,2025-09-22,44; 64,,planilha_manual,"pessoas físicas titulares de contas vinculadas do FGTS e que estejam com a opção da modalidade de Saque Aniversário vigente na data da contratação do empréstimo e emissão de CCBs, e que figurem na qualidade de devedores dos Direitos Creditórios",encontrado_explicito,,998769,22/09/2025,6,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=998769,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,15%,aceito_payload,junior_pl,998769,2025-09-22,44; 64,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=998769,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,998769,2025-09-22,44; 64,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=998769,payload_documental
95,63657457000193,MSV3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS COMERCIAIS RESPONSABILIDADE LIMITADA,concluído,8,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Originadores,encontrado_explicito,rótulo explícito de participante v2,1118693,30/12/2025,1,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1118693,rating_report,"não tenham relação com qualquer comercialização de tabaco ou qualquer espécie de fumo ou com distribuição de combustíveis (exceto, nesse último caso, se forem companhias abertas), conforme informado pela respectiva",encontrado_explicito,rótulo explícito de participante v2,1118693,30/12/2025,6,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1118693,rating_report,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,25%,aceito_payload,junior_pl,1205333,2026-05-27,28,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1205333,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1205333,2026-05-27,28,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1205333,payload_documental
96,63066147000102,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INCLUSÃO CREDIÁRIA RESPONSABILIDADE LIMITADA,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Supersim,aceito_payload,,IMG_8707.jpg,2026-01-15,12,,planilha_manual,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"todos os direitos de crédito vincendos adquiridos ou a serem adquiridos pela Classe Única, representados por CCBs decorrentes da concessão de Crédito Docusign Envelope ID: 9DE35450-3BDE-4638-A712-3F4C7F8F1EF5",encontrado_explicito,,1085943,2026-01-15,14,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1085943,regulamento,12.5%,aceito_payload,junior_pl,1085946,2026-01-15,12,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1085946,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1085946,2026-01-15,12,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1085946,payload_documental
97,65836995000170,PNEUCASH II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA RESP LIMITADA,concluído,6,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,Cantu Store,aceito_payload,,IMG_8707.jpg,2026-05-11,49–50,,planilha_manual,"os devedores (sacados), pessoas físicas ou jurídicas, que tenham estabelecido relação de consumo dos Direitos Creditórios com as Cedentes",encontrado_explicito,,1184844,07/05/2026,18,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1184844,regulamento,"os direitos creditórios performados (cujos respectivos Produtos foram entregues ou retirados, ou com pedidos emitidos) vincendos, existentes, livres e desimpedidos de quaisquer ônus, gravames ou restrições, de titularidade das Cedentes, originados no âmbito de Operações a Prazo envolvendo Produtos celebradas entre as Cedentes e seus respectivos Devedores, no mercado local, expressos em moeda corrente nacional, cujas respectivas transações sejam sempre representadas por Documentos Comprobatórios",encontrado_explicito,,1184844,07/05/2026,19,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1184844,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,20%,aceito_payload,suporte_total_pl,1184847,2026-05-11,49–50,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1184847,payload_documental,suporte_total_pl,aceito_payload,suporte_total_pl,1184847,2026-05-11,49–50,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1184847,payload_documental
98,65873297000145,ARCELORMITTAL VÉRTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS - RESP LIMITADA,concluído,7,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,os Fornecedores que cedem Direitos Creditórios à Classe,encontrado_explicito,,1226438,20/05/2026,4,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1226438,regulamento,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,"os direitos creditórios performados, decorrentes das Notas Fiscais, devidos pelas Devedoras, representativos de operações comerciais de venda de produtos ou prestação de serviços pelos Fornecedores às Devedoras, representados pelos Documentos Comprobatórios",encontrado_explicito,,1226438,20/05/2026,5,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1226438,regulamento,12%,aceito_payload,junior_pl,1226438,2026-05-20,34,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1226438,payload_documental,12%,aceito_payload,suporte_total_pl,1226438,2026-05-20,34,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1226438,payload_documental,junior_pl,aceito_payload,junior_pl,1226438,2026-05-20,34,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1226438,payload_documental
99,65347578000164,ICRED INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,concluído,5,consultado,,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,2.5%,aceito_payload,junior_pl,1211821,2026-05-25,186,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1211821,payload_documental,N/D,não encontrado,,N/D,N/D,N/D,N/D,N/D,junior_pl,aceito_payload,junior_pl,1211821,2026-05-25,186,https://fnet.bmfbovespa.com.br/fnet/publico/downloadDocumento?id=1211821,payload_documental
