Fundo,CNPJ,Item,Percentual a.a.,Mínimo mensal,Fonte,Versão vigente / base documental,Mudanças relevantes,Status curadoria
TAMBASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50.327.909/0001-27,Administração,curadoria específica ainda não carregada,curadoria específica ainda não carregada,lacuna: CNPJ sem linha curada em data/regulatory_profiles/*structural_costs.csv,—,—,lacuna explícita
TAMBASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50.327.909/0001-27,Gestão,curadoria específica ainda não carregada,curadoria específica ainda não carregada,lacuna: CNPJ sem linha curada em data/regulatory_profiles/*structural_costs.csv,—,—,lacuna explícita
