grupo,cnpj,fundo,documentos_inventariados,pdfs_locais_analisaveis,documentos_sem_pdf_local,paginas_pdf_locais,quebra_por_categoria
FIDC GAVEA SUL,18.185.812/0001-14,GAVEA SUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP,104,40,64,735,outro: 64; assembleia: 19; regulamento: 10; emissao: 9; evento: 2
