mes,fundo,pl,ativo,dc_risco,venc_ad,venc_inad,parc_inad,inad,pdd,b_sr,b_mez,b_jr,a_sr,a_mez,a_jr,c_sr,c_mez,c_jr
202101,I,28427286.51,28479154.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202102,I,55844311.99,56066214.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202103,I,95732405.67,95967003.81,92850183.38,92152441.35,703031.16,19677.44,0.0,5289.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202104,I,134046256.36,134643815.22,122876877.43,117839307.92,5055164.79,125819.67,0.0,17595.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202105,I,174148646.04,174763766.26,165293330.45,160794570.09,4525774.07,112389.78,0.0,27013.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202106,I,250169072.98,250949737.58,236762575.95,231075678.02,5724127.94,142702.15,0.0,37230.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202107,I,323905204.74,325460226.22,318277204.19,303388100.1,14961517.14,381566.21,0.0,72413.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202108,I,396424686.84,397954503.15,389933162.38,373768199.39,16281587.29,414998.27,7389.85,124014.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202109,I,459249000.84,460978742.39,451953974.65,414111141.77,38098164.42,978431.36,4090.57,259422.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202110,I,490810573.73,492070615.01,476895808.61,449276715.11,28062937.19,786773.24,1242.73,445086.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202110,II,75852939.84,75908080.34,52633945.34,52633945.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202111,I,499413561.51,499921364.32,478420773.6,440477098.28,38942050.08,1206725.06,2514.71,1000889.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202111,II,180123649.14,180645138.48,165042851.22,165038215.88,4635.34,4635.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202112,I,510352454.26,511030497.8,491798379.2,443283660.25,50191105.79,1643420.93,5290.7,1681677.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202112,II,310403634.55,311083306.1,264033358.52,263991471.0,45040.27,45040.27,0.0,3152.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202201,I,517246006.62,519357027.84,499005414.21,337929097.26,164215443.84,4829407.09,2084.0,3141210.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202201,II,374826948.22,375679882.34,334627122.54,334446229.88,190144.72,190144.72,0.0,9252.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202202,I,504828143.11,507394610.14,494595464.3,404846711.81,93890113.24,3052896.68,1914.93,4143275.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202202,II,466445159.43,467348096.79,422655337.16,422649830.91,37553.82,37553.82,0.0,32047.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202203,I,501145292.5,502033603.97,482374563.73,389481370.7,101127877.7,4126679.66,0.0,8234684.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202203,II,563293786.72,565414470.09,555641552.11,553897518.26,2286605.37,2286605.37,0.0,542571.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202204,I,489839667.27,491046642.43,472568338.9,344454460.34,136020939.24,5078325.34,0.0,7907060.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202204,II,703925381.76,708564702.39,675624769.59,672310071.56,5400956.78,5400956.78,0.0,2086258.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202205,I,481651340.44,483880527.3,462916332.21,342333198.39,127997745.52,4784766.82,3488.7,7418100.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202205,II,824246514.74,827349183.11,780174132.14,782879263.92,2290013.55,2290013.55,0.0,4995145.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202206,I,473198068.65,475555253.84,455640009.45,332009307.94,133852203.3,5516111.23,4125.74,10225627.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202206,II,841766174.6,842852350.16,826605973.23,830474595.76,3021697.15,3021697.15,0.0,6890319.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202206,IV,25000000.0,25001190.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202207,I,463916781.49,464138015.54,443637846.73,369811517.19,89063876.69,4789700.59,4125.74,15241672.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202207,II,852948984.41,857278840.49,840938105.84,846267264.47,5642289.14,5642289.14,0.0,10971447.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202207,IV,110549114.94,110592922.71,88030470.92,88010472.92,21055.0,21055.0,0.0,1057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202208,I,451921945.97,453236986.95,435217095.68,355916661.77,98188052.1,5534279.29,9771.3,18897389.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202208,II,853655346.42,858052176.02,827938021.89,838581745.13,4760173.47,4760173.47,0.0,15403896.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202208,IV,168308918.25,168475909.27,158333327.82,158271312.43,72650.02,72650.02,0.0,10634.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202209,I,441751512.58,442340615.19,426483004.09,349252757.41,99853085.22,6211466.01,4125.74,22626964.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202209,II,834445369.03,841595935.04,813371140.58,828434756.59,8649779.89,8649779.89,0.0,23713395.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202209,IV,249110745.18,249453471.23,234435844.37,234096456.46,385273.21,385273.21,0.0,45885.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202210,I,432454182.45,432889228.91,416796374.31,319590933.43,123663393.18,7652875.46,4761.74,26462714.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202210,II,816667335.81,820491640.63,795039474.67,813786868.18,8537160.17,8537160.17,0.0,27284553.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202210,IV,347166286.46,347807103.52,327334949.41,326586596.21,941512.94,941512.94,0.0,193159.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202211,I,422590292.98,423454738.06,406705478.42,325851944.68,109726842.31,7910662.9,10701.92,28884010.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202211,II,801488124.1,802479224.79,781927534.51,800987982.1,7479436.67,7479436.67,0.0,26539884.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202211,IV,457879059.93,459643196.55,433233620.15,432506613.07,984724.12,984724.12,0.0,257717.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202212,I,412606511.25,413447522.76,397801475.31,326697056.18,102565337.86,8338798.88,7426.86,31468345.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202212,II,798793959.83,800557058.92,769300135.63,788976979.06,8074046.3,8074046.3,0.0,27750889.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202212,IV,518835852.23,522653581.48,490431652.63,489591163.36,1358646.94,1358646.94,0.0,518157.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202301,I,404992618.01,406481447.05,391463853.09,288253984.46,136466423.17,10023825.84,10157.8,33266712.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202301,II,784320962.78,789057223.87,755748159.2,776856500.32,0.0,0.0,11019278.14,32127619.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202301,IV,623670904.44,626044881.0,596012976.24,594336720.5,0.0,0.0,2672148.27,995892.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202302,I,397748207.51,398474509.96,383952779.25,348441474.69,69875045.12,7776021.79,7750.36,34371490.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202302,II,770127985.8,773598139.56,737020794.75,768583242.76,0.0,0.0,6077086.38,37639534.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202302,IV,672975506.27,674045037.99,623911647.82,621974837.51,0.0,0.0,3491543.3,1554732.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202303,I,391645626.13,392230514.55,375506353.16,301617097.3,108660910.0,10583518.12,49719.36,34821373.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202303,II,753134965.18,754833673.87,728624837.35,759322591.49,0.0,0.0,10419243.95,41116998.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202303,IV,714018452.01,715063463.91,669049159.02,669061424.53,0.0,0.0,2661077.2,2673342.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202303,V,77648697.7,77692131.49,75613633.48,75613633.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202304,I,382250525.83,383036837.8,369145940.83,336009119.81,70416290.96,9310495.2,65181.09,37344651.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202304,II,738762321.37,741385308.11,719496405.83,752977157.51,0.0,0.0,7923885.77,41404637.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202304,IV,744180350.53,745065812.92,702499684.92,703780892.27,0.0,0.0,2879300.51,4160507.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202304,V,85847192.98,87081144.54,84728348.19,76047903.79,8680444.4,193356.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202305,I,371567240.65,372119569.59,356708214.48,280008510.57,118692583.62,13001830.01,76881.34,42069761.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202305,II,722628450.76,725059040.98,698439357.74,735323243.45,0.0,0.0,13602220.84,50486106.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202305,IV,750608793.54,752289626.78,715842195.52,718129024.17,0.0,0.0,4716369.11,7003197.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
