mes,fundo,pl,ativo,dc_risco,venc_ad,venc_inad,parc_inad,inad,pdd,b_sr,b_mez,b_jr,a_sr,a_mez,a_jr,c_sr,c_mez,c_jr
202507,III,234116511.41,234418116.35,220509288.7,187955991.08,40913838.51,4208315.14,84849.46,8445390.35,156844961.2309018,49246078.28,28025471.90007789,27762307.14,2789813.97,1207848.75,19180850.44,1122.8,0.0
202507,IV,90876713.79,96729527.71,72255118.07,124001083.95,0.0,0.0,21239343.62,72985309.5,28808203.999606,7503004.119395982,54565505.55097619,35977852.45,9700351.09,0.0,0.0,0.0,0.0
202507,V,103514306.12,105480675.41,98372540.09,80836324.35,24986065.68,2704398.14,133857.53,7583707.47,79226807.50028113,13502046.060006732,10785452.560032973,5600767.6,585108.34,0.0,1984005.89,0.0,0.0
202507,VI,681874435.0,683398492.8,661401291.16,664763866.31,0.0,0.0,1080607.55,4443182.7,510862499.9305905,142763293.5896421,28248641.47991159,6496899.72,2120685.38,0.0,612727222.14,25899859.689999998,3800722.31
202508,I,157802429.76,160304702.46,146784534.74,111062603.72,96506424.45,34324920.1,3252129.02,64036622.45,112861802.66692229,40763970.85988498,4176656.2297607413,8642895.64,1231621.93,0.0,401767.03,0.0,0.0
202508,II,137759042.84,155706852.74,149746053.0,144670871.64,0.0,0.0,5075181.36,0.0,105711448.998,21205816.309919998,10841777.5410063,4872606.67,1048772.02,0.0,0.0,0.0,0.0
202508,III,226955477.19,227229765.29,214591186.97,192131624.47,29159253.39,3064063.45,69406.85,6769097.74,150712081.71875,47311539.230000004,28931856.239977863,14141668.57,2793117.58,1000000.0,5807960.35,0.0,0.0
202508,IV,64352309.85,65657240.16,57821927.74,108563850.45,0.0,0.0,19879147.78,70621070.49,10644684.276797676,2770995.5096484344,50936630.02424977,18405022.38,4792070.31,0.0,0.0,0.0,0.0
202508,V,99788780.85,101779976.7,95604417.44,76984615.4,25555483.95,2687137.92,113532.17,7049214.08,76012409.11013702,12684803.19007763,11091568.550072968,5381038.79,5982199.31,0.0,1363046.06,4999904.45,0.0
202508,VI,772588819.11,774398945.17,757009865.2,760466361.88,0.0,0.0,4170404.13,7626900.81,579371074.7506937,162063826.679452,31153917.680013265,8046056.72,2626710.33,0.0,183355024.17,19341188.22,2791692.77
202509,I,150806489.65,151564417.95,139788137.86,105650177.42,95538142.67,35284462.37,3489589.54,64889771.77,104778320.56851967,41514618.85978334,4513550.21978119,10515154.7,1328116.57,0.0,1579558.42,0.0,0.0
202509,II,134409119.7,152207249.07,145674955.53,140494072.07,0.0,0.0,5180883.46,0.0,101881538.594,20494963.4,12032617.727324195,4788696.35,977106.1,0.0,0.0,0.0,0.0
202509,III,220255103.03,220541819.11,206500523.24,188057236.16,24859454.85,2777232.29,47443.27,6463611.04,147181048.4,46211916.97,26862137.66003039,17420931.24,2301686.2800000003,3200000.0,11652285.55,401752.33,0.0
202509,IV,46979134.49,48341888.86,46265058.83,95633688.31,0.0,0.0,19089050.13,68457679.61,0.0,0.0,46979134.490537435,0.0,0.0,999999.94,0.0,0.0,0.0
202509,V,95844021.16,97748871.4,93552690.36,74655868.97,25690484.75,2729622.21,56859.91,6850523.27,74486917.89944811,12429076.09001928,8928027.170008486,3324890.6,422313.2,3419719.78,977883.44,0.0,0.0
202509,VI,895075125.08,896402184.05,885841368.4,890831321.77,0.0,0.0,5197593.04,10187546.41,670354867.9624834,187547090.70982963,37173166.41002927,17292434.93,3712106.55,0.0,90607501.47,25416300.69,4769762.5
202510,I,145991844.4,148628939.56,133746901.83,102552124.69,90722000.09,35095730.9,3908143.93,63435366.88,99525557.58686954,41838605.50017207,4627681.309990209,5990514.58,459816.81,0.0,0.0,0.0,0.0
202510,II,129014061.93,145747755.97,139823357.65,133791750.44,0.0,0.0,6031607.21,0.0,97385493.42,19664175.63008,11964392.885389162,5037630.4,1014214.29,0.0,0.0,0.0,0.0
202510,III,212263551.92,212500935.28,198827937.03,167776769.93,37080103.77,3495650.92,53918.41,6082855.08,141960576.94062498,44577272.87,25725702.11008136,10207631.06,2444316.75,1700000.0,2723571.13,0.0,0.0
202510,IV,38272042.31,39715592.98,36885494.55,78849750.32,0.0,0.0,16922220.99,58886476.76,0.0,0.0,38272042.30964678,0.0,0.0,7799999.96,0.0,0.0,0.0
202510,V,93762202.7,95799196.48,91266717.86,74285785.93,22822707.56,2404611.14,71086.53,5912862.16,72379112.34996733,12135714.580084879,9247375.769956693,2661680.4,416150.12,926252.59,0.0,0.0,0.0
202510,VI,897672639.7,899870697.42,752568487.09,760396735.84,0.0,0.0,6035075.22,13863323.97,670816010.497817,187697847.50014207,39158781.69998027,0.0,0.0,0.0,0.0,0.0,0.0
202511,I,137225704.15,138337614.02,127853902.04,111722373.72,75656746.83,33920433.15,3850889.35,63376107.86,92884053.84808342,39879928.56014314,4461721.739814911,9824606.06,3852143.81,471567.24,2370727.32,0.0,0.0
202511,II,124372285.27,142339053.1,136703765.86,131526402.87,0.0,0.0,5177362.99,0.0,94162015.36,19072452.979999997,11137816.930551551,4170681.05,842833.7200000001,0.0,0.0,0.0,0.0
202511,III,202959623.86,203412918.47,192299275.66,172177485.18,26557774.19,2965836.72,34151.77,6470135.48,135699884.21875,42590666.05,24669073.590088263,12070458.57,2630478.16,1300000.0,4009566.66,0.0,0.0
202511,IV,30469334.36,32009636.53,29518052.77,67937766.22,0.0,0.0,15703799.79,54123513.24,0.0,0.0,30469334.3610679,0.0,0.0,5999999.97,0.0,0.0,0.0
202511,V,90954566.9,93180145.49,89004540.18,64526918.04,30238292.65,2788963.77,70664.06,5831334.57,70899254.1302061,11940735.71001032,8114577.059954344,2293006.62,356074.12,1070811.62,0.0,0.0,0.0
202511,VI,902048099.87,903632348.3,737571218.58,749034499.78,0.0,0.0,8166180.84,19629462.04,669900494.1003883,187399799.7291801,44747806.039986394,9657477.18,3155754.7800000003,0.0,0.0,0.0,0.0
202512,I,129846830.82,131065576.93,120965514.36,92384304.28,86762504.54,35505338.96,4811117.0,62992411.46,87580020.44902112,38002860.66981475,4263949.7001646,5922326.68,3005770.57,375271.15,0.0,0.0,0.0
202512,II,122062513.55,137130176.71,130744621.24,126647681.89,0.0,0.0,4096939.35,0.0,90590739.02,18415183.17,13056591.36630972,4200698.18,851541.24,0.0,0.0,0.0,0.0
202512,III,196770385.82,196944699.86,182990370.74,165360655.94,23818371.09,2782120.59,72143.53,6260799.82,131576427.38125001,41308241.379999995,23885717.060081646,6273931.88,1999460.1400000001,1300000.0,145436.6,0.0,0.0
202512,IV,28507072.5,30315895.29,27665606.62,59935031.18,0.0,0.0,13506150.2,45775574.76,28507072.500090443,0.0,0.0,274034.52,0.0,0.0,0.0,0.0,0.0
202512,V,88264453.92,90866782.69,85691555.73,68998279.56,22548795.17,2534382.34,99597.12,5955116.12,69022142.80985758,11444901.639932321,7797409.4699408645,2568688.85,639562.97,0.0,0.0,0.0,0.0
202512,VI,943189260.27,947761380.1,857768082.76,881500717.94,0.0,0.0,0.0,23732635.18,706768757.0304456,198216663.11992568,38203840.11996797,12418259.49,3159121.16,6170523.56,36309446.06,10624925.49,1431145.74
202601,I,122555606.3,124004030.88,114425569.04,84993354.34,88224387.7,36632375.05,4929324.86,63721497.86,82028093.0189135,36396596.59974753,4130916.6801543026,6200875.35,1927885.67,169379.54,0.0,0.0,0.0
202601,II,117880620.06,132226865.49,126688975.52,122732689.12,0.0,0.0,3956286.4,0.0,87788268.05960001,17907089.23,12185262.763070488,3461750.1900000004,704273.45,1817080.24,0.0,0.0,0.0
202601,III,186971855.22,187180151.18,175706963.6,155129743.12,26974655.02,3030701.62,163251.84,6560686.38,125244450.7,39316713.26,22410691.259990897,8166866.38,2647771.39,1300000.0,0.0,0.0,0.0
202601,IV,25771992.35,26183922.16,25048825.63,50886649.17,0.0,0.0,10950414.64,36788238.18,25771992.76993002,0.0,0.0,4000000.01,0.0,0.0,0.0,0.0,0.0
202601,V,86762553.62,89080823.88,83991299.15,65911925.22,23336478.86,2444278.56,115594.2,5372699.13,66466036.73981773,11019561.96007008,9276954.920021981,3215297.68,559788.98,0.0,0.0,0.0,0.0
202601,VI,943996770.56,947441108.36,926281578.4,944119700.89,0.0,0.0,11251927.48,29090049.97,706768756.0504497,198216663.02080578,39011351.49005389,20364150.84,3335621.98,0.0,0.0,0.0,2000000.0
202601,VII,75494663.84,75824600.15,40960044.66,40960044.66,0.0,0.0,0.0,0.0,56676685.070250005,15897487.409954999,2920491.359989276,0.0,0.0,0.0,56037059.18,15690376.57,3284998.74
202602,I,115760411.9,118256150.88,108848677.29,93913467.7,74074851.41,35611814.86,4893251.01,64032892.83,78085281.13681078,33878039.90011535,3797090.8602582477,4567484.93,3027014.8,403645.98,0.0,0.0,0.0
202602,II,113155313.77,127985423.26,123400569.94,118994217.72,0.0,0.0,4406352.22,0.0,84861665.82040001,17376509.76008,10917138.184130976,3624938.8000000003,724987.78,1092852.53,0.0,0.0,0.0
202602,III,179310178.37,180498773.38,169890095.58,148592859.39,28365005.82,3311784.28,173139.26,7240908.89,120392017.990625,37782455.09,21135705.290031653,6364031.76,2074841.71,1000000.0,0.0,0.0,0.0
202602,IV,22137911.24,22645762.16,21373594.76,41605390.12,0.0,0.0,8759283.89,28991079.25,22137911.239429235,0.0,0.0,2000000.03,0.0,0.0,0.0,0.0,0.0
202602,V,82401525.76,84958583.72,80906294.55,62692298.66,23719825.08,2425588.7,162213.19,5668042.38,64754952.52970691,10800561.72004168,6846011.510022151,2376600.97,350660.1,1699008.53,0.0,0.0,0.0
202602,VI,942054078.24,943289703.71,912172282.73,935124337.61,0.0,0.0,13538366.95,36490421.83,705312184.572292,197739383.29998013,39002510.369937025,10182074.54,3335621.78,0.0,0.0,0.0,4000000.0
202602,VII,168254317.26,169324087.04,143531535.34,143531535.34,0.0,0.0,0.0,0.0,126110135.79945001,35466911.1499725,6677270.309962448,0.0,0.0,0.0,68312493.37,19180993.7,3941998.56
202603,I,109603630.04,111341310.91,101594938.61,75937740.29,84228935.06,37799524.22,5342585.97,63914322.71,72503160.47766317,33242491.98993687,3857977.570104359,6356882.63,2062273.5699999998,164407.76,0.0,0.0,0.0
202603,II,108630001.27,123351029.34,118076012.94,113849807.78,0.0,0.0,4226205.16,0.0,81697119.2604,16718797.85,10214084.16125162,3924279.09,873860.49,0.0,0.0,0.0,0.0
202603,III,171505069.36,171676795.37,159655684.39,142448261.43,24366384.38,3122599.24,113370.39,7272331.81,114398505.14999999,35914998.47,21191565.739958372,11245187.19,2492559.38,0.0,3504613.12,0.0,0.0
202603,IV,19161055.43,19874703.82,18867797.93,34521725.59,0.0,0.0,7261527.25,22915454.91,19161055.429268777,0.0,0.0,2499999.99,0.0,0.0,0.0,0.0,0.0
202603,V,78917391.56,81449377.38,77491950.29,59634543.08,23823488.69,2581375.41,149160.16,6115241.64,62037046.06035296,10399988.76991536,6480356.730035312,3454319.8,548609.98,0.0,0.0,0.0,0.0
202603,VI,942855668.73,944363143.09,895776927.5,924647355.77,0.0,0.0,15456849.57,44327277.84,707206035.5032351,198362293.03029388,37287340.200026736,8718473.68,2855644.87,0.0,0.0,0.0,1600000.0
202603,VII,262529245.49,263196829.04,260439486.66,260423229.26,0.0,0.0,20076.47,3819.07,161992947.73959282,45664673.629859194,11295315.2300211,0.0,0.0,0.0,33749944.92,9449101.9,3941321.0
202604,I,103062619.25,104939733.36,95401269.61,70818560.13,30757109.28,3868219.53,81925.79,6256325.59,67372968.2676239,31925612.870437592,3764038.109699081,5992936.47,1815224.3199999998,156042.8,0.0,0.0,0.0
202604,II,103629176.47,119149332.39,114498424.13,110156525.3,0.0,0.0,4341898.83,0.0,78384780.76,15897639.170079999,9346756.549334561,4292542.01,1073311.07,0.0,0.0,0.0,0.0
202604,III,162644025.48,162994374.76,152595137.3,123090449.84,36517110.03,4098655.97,147130.98,7159553.55,108856623.11875,34165408.255,19621994.099996686,7043619.65,2287473.67,1200000.0,0.0,0.0,0.0
202604,IV,18002106.05,18817553.5,17929342.02,32128476.69,0.0,0.0,6707282.73,20906417.4,18002106.051193945,0.0,0.0,1500000.02,0.0,0.0,0.0,0.0,0.0
202604,V,75889247.78,78553623.44,74784454.12,57978678.51,22926414.23,2530699.12,185017.83,6305656.45,59831435.539750114,10080073.8800212,5977738.359960815,3091610.83,490677.42,0.0,0.0,0.0,0.0
202604,VI,941897407.62,942891315.68,876174021.93,909935042.5,0.0,0.0,17649999.96,51411020.53,706203525.5968658,198035183.71968108,37658698.30001017,10578459.91,3470003.12,0.0,0.0,0.0,3490000.0
202604,VII,409281290.0,409722940.24,360556705.37,360511419.46,0.0,0.0,71659.96,26374.05,305849232.64902914,85844855.59016992,16248184.089957096,0.0,0.0,0.0,37499130.49,10498308.72,5538706.35
202605,I,95724653.64,97671884.68,89883153.02,66203906.45,29459932.67,3823926.5,117716.76,5898402.86,62284121.9482342,29903319.47979963,3537212.2097841394,5955899.37,2057742.99,208057.07,0.0,0.0,0.0
202605,II,100117341.4,114908758.06,110559314.22,106179317.64,0.0,0.0,4379996.58,0.0,75433645.49960001,15224675.329920001,9459020.577044835,0.0,0.0,0.0,0.0,0.0,0.0
202605,III,155163394.42,155430612.25,145606015.07,114865650.74,38154153.59,4370797.09,181508.03,7595297.29,103501768.609375,32499108.200000003,19162517.60992362,6465470.46,2130484.5700000003,1000000.0,0.0,0.0,0.0
202605,IV,18823286.01,19354063.19,18356039.34,28697090.64,0.0,0.0,5256745.82,15597797.12,18823286.00971081,0.0,0.0,499999.94,0.0,0.0,0.0,0.0,0.0
202605,V,72880726.37,75740834.75,71924162.07,55323984.7,22967745.88,2591851.01,136227.33,6503795.84,57947354.219794855,9812034.21993864,5121337.929965754,2845571.33,451670.91,0.0,0.0,0.0,0.0
202605,VI,466847905.01,468861403.5,414432888.87,0.0,0.0,0.0,472338273.34,57905384.47,318892839.7482245,89400627.67003308,58554437.590019844,404759964.42,111398962.78,0.0,0.0,0.0,0.0
202605,VII,516539064.1,519898279.76,458292836.27,457249937.14,0.0,0.0,1214994.8,172095.67,347486599.3390014,97791884.41018066,23033103.180012725,0.0,0.0,0.0,74997884.75,20996236.74,4381386.24
202606,I,89925922.71,92599766.9,83625893.41,61114720.18,28181140.11,3496164.01,111017.06,5780983.94,57487403.56716164,28941182.830047175,3497336.3098251433,5505346.9,852384.58,0.0,0.0,0.0,0.0
202606,II,96077249.15,111340307.72,107125885.7,102690533.66,0.0,0.0,4435352.04,0.0,72305773.31,14515113.81992,9256362.190342152,0.0,0.0,0.0,0.0,0.0,0.0
202606,III,147651064.59,147971833.13,138151291.06,109194939.18,36803401.48,4538257.14,188718.54,8035768.14,98699207.859375,30989024.800000004,17962831.92994335,6204578.17,2025631.72,1200000.0,0.0,0.0,0.0
202606,IV,19990406.16,20438953.27,17147745.58,25581071.03,0.0,0.0,4594910.48,13028235.93,19990406.160045657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202606,V,69778675.64,72726266.89,68819614.52,52535224.29,22990338.11,2736911.74,112171.97,6818119.85,55870226.25963165,9510073.520028079,4398375.859974018,2908220.35,464700.25,0.0,0.0,0.0,0.0
202606,VI,437421807.29,438761388.2,399266497.48,442302348.32,0.0,0.0,21881464.07,64917314.91,321015480.5915247,90100089.51011756,26306237.19003936,1862398.83,774157.86,28990054.18,0.0,0.0,0.0
202606,VII,564702170.63,569756819.59,543545034.67,542983019.01,0.0,0.0,983346.4,421330.74,419542689.6681458,117747082.51039925,27412398.44997354,0.0,0.0,0.0,37499129.65,10499753.65,2190693.12
202607,I,83696555.7,86428576.17,77564871.79,59190511.94,23534270.55,3111767.1,121652.36,5281563.06,53181208.86890634,27205985.57981146,3309361.2497871807,4910174.08,2372518.77,281293.86,0.0,0.0,0.0
202607,II,94134497.53,107350888.98,102511536.0,97332642.63,0.0,0.0,5178893.37,0.0,68592842.2404,13995844.58,11545811.041128492,0.0,0.0,0.0,0.0,0.0,0.0
202607,III,141086255.29,141314566.58,131464937.55,107270753.84,31580818.54,4154714.27,150552.06,7537186.89,94256079.06875,29600769.509999998,17229406.709922303,5893966.73,1922406.6600000001,1312023.41,0.0,0.0,0.0
202607,IV,17499900.91,18122882.68,14552709.75,20897996.78,0.0,0.0,3829986.94,10175273.97,17499900.909322884,0.0,0.0,2500000.02,0.0,0.0,0.0,0.0,0.0
202607,V,67539348.6,70555336.2,66731495.53,52335297.84,20508284.9,2561136.02,120465.78,6232552.99,53414326.570529036,9142698.73997136,4982323.29001115,3246307.74,525170.29,0.0,0.0,0.0,0.0
202607,VI,211117061.49,213645093.32,147704804.13,196076942.51,0.0,0.0,23702505.98,72074644.36,140122607.14304927,39447768.57032997,31546685.779855285,0.0,0.0,0.0,0.0,0.0,0.0
202607,VII,619627451.86,624886174.99,446112008.02,446015763.88,0.0,0.0,1135557.21,1039313.07,458534164.8906379,128707717.06992282,32385570.000069797,0.0,0.0,7650000.0,37476311.8,10440999.48,2182400.0
202608,VI,145184643.99,146472443.37,141462293.39,193139007.98,0.0,0.0,25030555.0,76707269.59,108610585.90895474,30473427.540736668,6100630.539957569,33011193.34,9471297.100000001,20336545.21,0.0,0.0,0.0
