Fundo,CNPJ,Item,Percentual a.a.,Mínimo mensal,Fonte,Versão vigente / base documental,Mudanças relevantes,Status curadoria
J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,54.252.144/0001-64,Administração,curadoria específica ainda não carregada,curadoria específica ainda não carregada,lacuna: CNPJ sem linha curada em data/regulatory_profiles/*structural_costs.csv,—,—,lacuna explícita
J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,54.252.144/0001-64,Gestão,curadoria específica ainda não carregada,curadoria específica ainda não carregada,lacuna: CNPJ sem linha curada em data/regulatory_profiles/*structural_costs.csv,—,—,lacuna explícita
