grupo,cnpj,fundo,documentos_inventariados,pdfs_locais_analisaveis,documentos_sem_pdf_local,paginas_pdf_locais,quebra_por_categoria
MULTIPLIKE PLUS,42.154.687/0001-60,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,157,114,43,2467,emissao: 52; outro: 43; regulamento: 34; assembleia: 22; evento: 6
