grupo,cnpj,fundo,documentos_inventariados,pdfs_locais_analisaveis,documentos_sem_pdf_local,paginas_pdf_locais,quebra_por_categoria
FIDC Condor,37.645.459/0001-52,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BASSANO DI GRAPPO - RESPONSABILIDADE LIMITADA,46,22,24,591,outro: 24; regulamento: 14; assembleia: 6; emissao: 1; evento: 1
