priority_rank,review_wave,review_reason,cnpj_emissor,nome_emissor,setor_n1,setor_n2,confidence,linhas_oferta,volume_total_registrado,volume_encerrado_conservador,platform_coverage_level,classification_evidence,expected_primary_docs,review_goal,cnpj,regulamento_count,document_count_total,latest_regulamento_file,latest_regulamento_date,pdf_extraction_status,setor_n1_document,setor_n2_document,setor_n1_final,setor_n2_final,feature_hits_count,feature_hits_share,subordination_main_pct,monocedente_or_multicedente,concentrated_or_pulverized_debtors,manual_review_status
1,Onda 1 - top 50 por volume,confianca_media_alto_volume,63662224000189,FIDC SANTANDER AUTO LOANS I SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,Crédito PF,Auto/Veículos,media,1,3000000000.0,3000000000.0,sem_curadoria_local,nome_emissor: regex `\bAUTO\b`,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,63662224000189,4.0,8.0,data/raw/63662224000189/1059307_regulamento_regulamento_1059307_2025-12-10_2025-12-10.pdf,2025-12-10,cache,Crédito PF,Auto/Veículos,Crédito PF,Auto/Veículos,1.0,0.07142857142857142,,indeterminado,indeterminado,regulamento_lido_heuristico
663,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,60306067000180,CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,2,7200000.0,4500000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,,,,,,,,,,,,,,,,sem_documento_local
664,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,54979338000166,MEDITERRANEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,7000000.0,7000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,54979338000166,2.0,6.0,data/raw/54979338000166/1132451_regulamento_regulamento_1132451_2026-03-10_2026-03-10.pdf,2026-03-10,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,7.0,0.5,,indeterminado,indeterminado,regulamento_lido_heuristico
665,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,52258572000179,ALGARVE TETRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,2,6500000.01,6500000.01,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,52258572000179,4.0,11.0,data/raw/52258572000179/543039_regulamento_regulamento_543039_2023-10-26_2023-10-26.pdf,2023-10-26,ok,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,0.0,0.0,,indeterminado,indeterminado,regulamento_lido_heuristico
666,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,54543217000177,MM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,6500000.0,6500000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,54543217000177,1.0,2.0,data/raw/54543217000177/632685_regulamento_regulamento_632685_2024-04-01_2024-04-01.pdf,2024-04-01,ok,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,10.0,0.7142857142857143,,multicedente,indeterminado,triagem_documental_forte
667,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,32400342000195,KYKLOS N FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,6000000.0,6000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,32400342000195,17.0,18.0,data/raw/32400342000195/1026321_regulamento_regulamento_1026321_2025-10-31_2025-10-31.pdf,2025-10-31,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,11.0,0.7857142857142857,,indeterminado,devedor_nomeado,triagem_documental_forte
668,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,39703077000163,QANTIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,6000000.0,6000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,39703077000163,15.0,18.0,data/raw/39703077000163/901613_regulamento_regulamento_901613_2025-05-05_2025-05-05.pdf,2025-05-05,ok,Agro,Agro,Agro,Agro,9.0,0.6428571428571429,,indeterminado,indeterminado,regulamento_lido_heuristico
669,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,58594079000106,EXT II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,6000000.0,6000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,58594079000106,3.0,8.0,data/raw/58594079000106/883727_regulamento_regulamento_883727_2025-04-11_2025-04-11.pdf,2025-04-11,ok,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,7.0,0.5,,indeterminado,concentrado,regulamento_lido_heuristico
670,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,26545364000140,MT - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PARADONIZADOS,Não classificado,Revisar manualmente,baixa,2,5999999.99,5999999.99,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,26545364000140,2.0,6.0,data/raw/26545364000140/731498_regulamento_regulamento_731498_2024-08-30_2024-08-30.pdf,2024-08-30,ok,Judicial/Precatórios/NPL,Não padronizado/NPL,Judicial/Precatórios/NPL,Não padronizado/NPL,0.0,0.0,,indeterminado,indeterminado,regulamento_lido_heuristico
671,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,65513960000109,INFINITUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,5500000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,65513960000109,2.0,5.0,data/raw/65513960000109/1165345_regulamento_regulamento_1165345_2026-03-31_2026-03-31.pdf,2026-03-31,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,8.0,0.5714285714285714,,indeterminado,pulverizado,regulamento_lido_heuristico
672,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,60776251000194,MACRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,2,5400000.0,2700000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,,,,,,,,,,,,,,,,sem_documento_local
673,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,55330962000109,LEGATUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,2,5000010.2,5000010.2,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,55330962000109,2.0,15.0,data/raw/55330962000109/954982_regulamento_regulamento_954982_2025-07-21_2025-07-21.pdf,2025-07-21,ok,Crédito PF,Auto/Veículos,Crédito PF,Auto/Veículos,9.0,0.6428571428571429,,indeterminado,devedor_nomeado,regulamento_lido_heuristico
674,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,53323047000152,EDUCBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,1,5000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,53323047000152,2.0,8.0,data/raw/53323047000152/832606_regulamento_regulamento_832606_2025-02-06_2025-02-06.pdf,2025-02-06,ok,Crédito PF,Crédito estudantil,Crédito PF,Crédito estudantil,9.0,0.6428571428571429,,indeterminado,indeterminado,regulamento_lido_heuristico
675,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,58601042000168,M CASTRO CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,5000000.0,0.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,58601042000168,7.0,10.0,data/raw/58601042000168/1209737_regulamento_regulamento_1209737_2026-06-01_2026-06-01.pdf,2026-06-01,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,7.0,0.5,,indeterminado,indeterminado,regulamento_lido_heuristico
676,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,57926086000103,PUSH TRADE FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,57926086000103,2.0,9.0,data/raw/57926086000103/779190_regulamento_regulamento_779190_2024-11-12_2024-11-12.pdf,2024-11-12,ok,Não classificado,Revisar manualmente,Não classificado,Revisar manualmente,1.0,0.07142857142857142,,indeterminado,indeterminado,regulamento_lido_heuristico
677,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,55847813000103,SIZE PROSP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,55847813000103,9.0,18.0,data/raw/55847813000103/1004762_regulamento_regulamento_1004762_2025-10-02_2025-10-02.pdf,2025-10-02,ok,Imobiliário,Imobiliário,Imobiliário,Imobiliário,9.0,0.6428571428571429,,cedente_nomeado,concentrado,regulamento_lido_heuristico
678,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,55847499000169,SIZE FACIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,55847499000169,9.0,18.0,data/raw/55847499000169/1004757_regulamento_regulamento_1004757_2025-10-02_2025-10-02.pdf,2025-10-02,ok,Imobiliário,Imobiliário,Imobiliário,Imobiliário,8.0,0.5714285714285714,,indeterminado,indeterminado,regulamento_lido_heuristico
679,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,54776077000187,MARANATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,54776077000187,5.0,14.0,data/raw/54776077000187/1156049_regulamento_regulamento_1156049_2026-04-08_2026-04-08.pdf,2026-04-08,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,11.0,0.7857142857142857,,cedente_nomeado,indeterminado,triagem_documental_forte
680,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,60209130000160,WFOUR FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,60209130000160,1.0,1.0,data/raw/60209130000160/1000183_regulamento_regulamento_1000183_2025-09-26_2025-09-26.pdf,2025-09-26,ok,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,Meios de Pagamento e Cartões,Arranjos de pagamento/adquirência,8.0,0.5714285714285714,,multicedente,indeterminado,regulamento_lido_heuristico
681,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,53108017000123,MZX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,53108017000123,2.0,7.0,data/raw/53108017000123/1183593_regulamento_regulamento_1183593_2026-05-08_2026-05-08.pdf,2026-05-08,ok,Agro,Agro,Agro,Agro,2.0,0.14285714285714285,,indeterminado,indeterminado,regulamento_lido_heuristico
682,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,28796939000123,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ MULTIESTRATÉGIA I DE RESPONSABILIDADE LIMITADA,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,28796939000123,13.0,18.0,data/raw/28796939000123/957621_regulamento_regulamento_957621_2025-07-14_2025-07-14.pdf,2025-07-14,ok,Crédito PF,Crédito pessoal/consumo,Crédito PF,Crédito pessoal/consumo,11.0,0.7857142857142857,,indeterminado,devedor_nomeado,triagem_documental_forte
683,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,26199650000100,MERCANTIL DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTI OPEN I,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,26199650000100,14.0,18.0,data/raw/26199650000100/1140619_regulamento_regulamento_1140619_2026-03-19_2026-03-19.pdf,2026-03-19,ok,Agro,Agro,Agro,Agro,9.0,0.6428571428571429,,cedente_nomeado,indeterminado,regulamento_lido_heuristico
684,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,46082838000172,ENGENHO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,46082838000172,4.0,11.0,data/raw/46082838000172/618263_regulamento_regulamento_618263_2024-03-11_2024-03-11.pdf,2024-03-11,ok,Imobiliário,Imobiliário,Imobiliário,Imobiliário,7.0,0.5,,indeterminado,indeterminado,regulamento_lido_heuristico
685,Onda 4 - cauda longa/amostragem,sem_classificacao_setorial,37406818000119,ARTESANAL REAL ESTATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Não classificado,Revisar manualmente,baixa,1,5000000.0,5000000.0,sem_curadoria_local,Sem regra setorial acionada por metadados disponíveis.,regulamento vigente; suplemento/anúncio de encerramento; ata de emissão; anexos de cessão se disponíveis,confirmar setor/lastro; identificar cedentes/sacados; extrair prestadores; preencher matriz tem/não tem; capturar preço/spread se houver emissão,37406818000119,1.0,3.0,data/raw/37406818000119/710400_regulamento_regulamento_710400_2024-07-29_2024-07-29.pdf,2024-07-29,ok,Crédito PJ,Recebíveis comerciais/multissetorial,Crédito PJ,Recebíveis comerciais/multissetorial,6.0,0.42857142857142855,,indeterminado,indeterminado,regulamento_lido_heuristico
