cnpj,nome,priority_rank,status,erro,documentos_listados,documentos_selecionados,documentos_baixados
55037275000191,W CAPITAL II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,244,ok,,49,15,15
58426775000103,CVPAR NC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,245,ok,,35,12,12
61853647000150,INSPIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,246,ok,,11,11,11
63848380000139,DAYCOVAL D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,247,ok,,8,3,3
65873297000145,ARCELORMITTAL VERTICE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS COMERCIAIS - RESP LIMITADA,248,ok,,9,8,8
56973257000184,DOMUS OCTANTE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,249,ok,,40,14,14
63615626000122,DAYCOVAL D336 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,250,ok,,11,3,3
64078580000112,NTZ ALPHA PARTNERS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,251,ok,,9,8,8
62758520000115,MB GENESIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,252,ok,,9,8,8
56057697000191,PRAIA INVESTMENTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,253,ok,,26,4,4
66226268000154,LRS GCB FIDC RESPONSABILIDADE LIMITADA,254,ok,,4,3,3
56822910000104,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CONCREDITO II RESPONSABILIDADE LIMITADA,255,ok,,42,12,12
60485375000110,BTG DESENVOLVE SP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,256,ok,,22,3,3
60960463000127,FUTEBOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,257,ok,,25,9,9
45953246000116,RUMOS DISTRIBUIDORA DE PETRÓLEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,258,ok,,118,18,18
62125959000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TELCOBANK II RESPONSABILIDADE LIMITADA,259,ok,,41,18,18
63123419000150,77SOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,260,ok,,24,14,14
41520452000181,AGROFORTE - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,261,ok,,137,18,18
42813981000136,METALFRIO SOLUTIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,262,ok,,100,15,15
59286643000196,G5 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TG,263,ok,,26,7,7
58033772000100,BELAGRICOLA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,264,ok,,19,3,3
56125110000134,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NXCO - RESPONSABILIDADE LIMITADA,265,ok,,68,18,18
60354694000197,FLIP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS - RESPONSABILIDADE LIMITADA,266,ok,,42,18,18
61184629000123,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MAQUINAS & SERVICOS,267,ok,,25,12,12
44674270000153,ALUME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,268,ok,,154,18,18
40782833000176,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GO KENERSON,269,ok,,143,18,18
41609394000167,VERSATILE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,270,ok,,237,18,18
56049721000140,REAG CONSIG PÚBLICO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,271,ok,,50,18,18
60351586000160,CITRINO TEMPO CAPTOR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,272,ok,,30,12,12
66571531000142,MAIS TRABALHADOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,273,ok,,0,0,0
40226200000181,BARU GRIFFIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,274,ok,,148,18,18
53374563000106,MULTINVEST PRC2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,275,ok,,63,18,18
66886906000163,CVPAR MIDDLE MARKET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,276,ok,,4,4,4
51144449000164,LBA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,277,ok,,84,18,18
17198452000122,REAL TIME PADRONIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS,278,ok,,135,18,18
51628065000117,KYOMI RENDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,279,ok,,92,18,18
57506211000118,NOVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SERVIÇOS RESPONSABILIDADE LIMITADA,280,ok,,52,18,18
58594205000122,EXA AGCN USD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,281,ok,,18,9,9
41649912000176,OLAM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,282,ok,,138,18,18
61270134000117,SANTA CATARINA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,283,ok,,20,5,5
67102768000147,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS OGV II RESPONSABILIDADE LIMITADA,284,ok,,2,2,2
66790149000120,NANBAN III FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,285,ok,,0,0,0
65026948000161,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RT RENTAL - RESPONSABILIDADE LIMITADA,286,ok,,4,4,4
64742036000123,SÃO GABRIEL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,287,ok,,6,6,6
63482686000114,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESOLVE RESPONSABILIDADE LIMITADA,288,ok,,15,7,7
63455599000178,SANTA VERONICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,289,ok,,12,3,3
63453304000124,GPC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,290,ok,,12,7,7
61927592000186,WELLGROW FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,291,ok,,20,7,7
63849932000123,GALAPAGOS ATLAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,292,ok,,23,14,14
59148481000120,GALAPAGOS SPECIAL OPPORTUNITIES RG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,293,ok,,34,10,10
56972917000102,DAYCOVAL D169 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,294,ok,,33,6,6
56972378000101,DAYCOVAL D165 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,295,ok,,40,14,14
54019802000172,LOTTE WORD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,296,ok,,58,11,11
37037144000122,GALAPAGOS WM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,297,ok,,161,18,18
51045717000190,SOLAR BR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,298,ok,,20,12,12
50990958000145,PROSPERITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,299,ok,,23,6,6
50327909000127,TAMBASA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,300,ok,,38,9,9
44178497000108,XP CREDIT SELECTION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,301,ok,,129,18,18
52511479000124,ALGARVE BETA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,302,ok,,60,15,15
60145806000108,PARA TODOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,303,ok,,34,12,12
19599487000107,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ZIPDIN I,304,ok,,154,18,18
57377181000197,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS POUPACRED II RESPONSABILIDADE LIMITADA,305,ok,,41,18,18
53270792000180,FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS POUPACRED RESPONSABILIDADE ILIMITADA,306,ok,,60,18,18
52511329000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONCRÉDITO DE RESPONSABILIDADE ILIMITADA,307,ok,,67,18,18
58291962000127,HELM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,308,ok,,23,12,12
43237790000136,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSORCIEI II - RESPONSABILIDADE LIMITADA,309,ok,,120,18,18
60777129000132,DIRECTCON FUNDO DE INVESTIMENTO DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,310,ok,,31,18,18
63515403000193,PRECAVIDA EQI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,311,ok,,13,4,4
47085610000107,FUNDO DE GESTÃO DE ATIVOS DE CRÉDITO - FIDC RESPONSABILIDADE LIMITADA,312,ok,,85,18,18
62918704000103,GALAPAGOS STARBOARD MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,313,ok,,19,8,8
53908929000180,CHIMERA ALTERNATIVE ASSETS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,314,ok,,57,12,12
59550943000130,DAYCOVAL D235 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,315,ok,,29,10,10
55635126000124,VAIL III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,316,ok,,44,13,13
56110113000102,NSTECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA - RESP LIMITADA,317,ok,,4,4,4
61145490000109,EOS FINANCIAMENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,318,ok,,29,10,10
63570081000185,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ATLETICO MINEIRO - RESPONSABILIDADE LIMITADA,319,ok,,14,7,7
48213067000130,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AMOVERI RESPONSABILIDADE LIMITADA,320,ok,,140,18,18
29226654000110,INVESTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,321,ok,,137,18,18
57883732000194,IC LESTE PROSOLUTTI CRÉDITOS TRABALHISTAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,322,ok,,35,12,12
50835592000130,CELETI IAAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,323,ok,,82,18,18
61868687000176,TNB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,324,ok,,19,4,4
65530283000129,VKTECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,325,ok,,9,6,6
44197635000104,ARROBANK RECEBÍVEIS AGROPECUÁRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,326,ok,,87,12,12
64011100000104,NTZ ALPHA 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,327,ok,,17,8,8
42462162000191,EXES MÁQUINAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,328,ok,,114,9,9
53908944000128,CHIMERA ALTERNATIVE ASSETS VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,329,ok,,75,18,18
57378463000109,SOLFARMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS COMERCIAIS - RESPONSABILIDADE LIMITADA,330,ok,,51,13,13
65225163000118,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS VAREJO CORPORATIVO I,331,ok,,12,8,8
62145323000120,FNX FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPOSABILIDADE LIMITADA,332,ok,,12,2,2
61134294000139,SANTA CLARA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,333,ok,,27,9,9
59843866000107,LEGAL ONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,334,ok,,22,4,4
53018439000108,DIAMANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,335,ok,,66,14,14
55993250000161,K2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,336,ok,,39,9,9
53877402000135,SÓLIDO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,337,ok,,59,18,18
53167853000189,ASCURA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,338,ok,,38,6,6
47280025000150,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALBAUGH I RESPONSABILIDADE LIMITADA,339,ok,,118,18,18
55255330000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA INCLUSAO FINANCEIRA PLUS,340,ok,,59,17,17
57811727000176,TERA CRED FV FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,341,ok,,51,7,7
58211468000105,CREDIPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS DE RESPONSABILIDADE LIMITADA,342,ok,,45,17,17
53073603000180,ST 1005 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,343,ok,,52,12,12
61163933000194,PÁTRIA - G5 CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,344,ok,,25,9,9
59356952000195,BEFLY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,345,ok,,45,18,18
56147999000150,PRIORITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,346,ok,,35,9,9
66685178000121,JGP SPECIAL SITUATIONS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,347,ok,,3,3,3
62075485000130,PB77 ACADEMIAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,348,ok,,17,10,10
54565372000194,FIDC UME I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,349,ok,,53,16,16
64655445000192,ST 2002 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,350,ok,,12,7,7
61427502000198,JC ODIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,351,ok,,24,9,9
54486959000108,GALES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,352,ok,,59,10,10
42336359000184,ESTÍMULO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,353,ok,,148,18,18
52997572000190,ORIZ JUS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,354,ok,,57,17,17
60076899000158,BRASPRESS URBANO 2 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,355,ok,,32,14,14
65343721000140,DAYCOVAL D386 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,356,ok,,6,3,3
28912351000198,SADESUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,357,ok,,58,15,15
58347004000120,SOLAR BELMONTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,358,ok,,34,11,11
55651473000140,VEXO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,359,ok,,38,6,6
55790739000136,PAZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,360,ok,,39,7,7
56806240000132,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EXT WARREN I DE RESPONSABILIDADE LIMITADA,361,ok,,38,11,11
58506369000150,ESTALEIRO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,362,ok,,30,7,7
58507210000150,ESTALEIRO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,363,ok,,30,7,7
58508265000185,ESTALEIRO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,364,ok,,30,7,7
58508715000130,ESTALEIRO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,365,ok,,30,7,7
66710965000186,PONTAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,366,ok,,0,0,0
62590185000199,BC CONSÓRCIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,367,ok,,22,12,12
56190298000102,PJBANK PAGAMENTOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,368,ok,,59,18,18
56780221000184,CLASSE ÚNICA DE COTAS DO ST 1014 FIDC RESPONSABILIDADE LIMITADA,369,ok,,40,7,7
64655872000170,CONECTEPAG ELETROBIDU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,370,ok,,11,10,10
65343842000191,CONECTEPOWER FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,371,ok,,6,5,5
45019002000160,WAY ENGELUZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,372,ok,,112,18,18
63615453000142,UDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,373,ok,,14,6,6
55891903000100,SP TUNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,374,ok,,49,12,12
58568550000191,KSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,375,ok,,36,17,17
53337522000140,CM FEDERAL II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,376,ok,,52,9,9
58601061000194,ATLAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,377,ok,,30,8,8
54304772000146,ST 1008 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,378,ok,,43,8,8
39380171000129,STARTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,379,ok,,56,9,9
63864746000163,PRISMA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,380,ok,,8,0,0
64948048000109,HALTIN SPECIAL SITS REAL ESTATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESP LIMITADA,381,ok,,4,4,4
64787056000110,UNIQUE EON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,382,ok,,8,6,6
64167223000120,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS BRAVE SHIELD RESPONSABILIDADE LIMITADA,383,ok,,10,3,3
64077421000101,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS TARGET TRADING - RESPONSABILIDADE LIMITADA,384,ok,,18,8,8
65793331000171,CTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,385,ok,,9,7,7
61442320000196,LEXIS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,386,ok,,4,4,4
61373414000150,G5 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS S.O,387,ok,,16,0,0
59388384000104,PRECATO V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,388,ok,,39,16,16
58583926000137,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AMETISTA RESPONSABILIDADE LIMITADA,389,ok,,27,9,9
47117653000119,CERUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,390,ok,,138,18,18
26506898000168,TREVISO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,391,ok,,154,18,18
26452257000178,AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,392,ok,,135,16,16
55051705000120,REASON X FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,393,ok,,43,9,9
39680495000182,SOLAR VIALOC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,394,ok,,157,18,18
54410544000150,SP SELECIONADOS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,395,ok,,46,11,11
63637082000108,DAYCOVAL D339 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,396,ok,,11,4,4
58223324000179,SV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,397,ok,,29,4,4
51555510000166,BANCOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,398,ok,,62,13,13
54020246000154,ROYAL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,399,ok,,61,13,13
57584525000139,DAYCOVAL D194 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,400,ok,,29,4,4
66279914000141,ORIZ JURI LC II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,401,ok,,9,9,9
55596335000106,GO.BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,402,ok,,58,18,18
32969565000178,SANTIAGO HOME EQUITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,403,ok,,169,18,18
49776300000156,OUTFIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CLASSE ÚNICA FECHADA RESPONSABILIDADE LIMITAD,404,ok,,56,16,16
57333077000109,STORRBERG FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,405,ok,,29,13,13
58488141000185,CLASSE ÚNICA DE COTAS DO ST 1016 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,406,ok,,22,4,4
55406636000120,AERO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,407,ok,,45,11,11
55653447000151,TUNE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,408,ok,,42,5,5
55304169000127,DIAMANTE 44 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,409,ok,,39,3,3
55768038000109,DAYCOVAL D145 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,410,ok,,27,6,6
54326983000180,DAYCOVAL D93 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,411,ok,,40,5,5
57186320000103,JC LOKI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,412,ok,,35,7,7
59765224000137,DAYCOVAL D238 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,413,ok,,11,4,4
54681307000124,QUATTUOR BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,414,ok,,56,18,18
57654431000199,ARC TURBI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,415,ok,,34,7,7
23750225000160,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRAÇÃO FINANCEIRA,416,ok,,160,18,18
58458737000132,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS PEGCARD DE RESPONSABILIDADE LIMITADA,417,ok,,24,13,13
66192823000174,WAREHOUSE NOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,418,ok,,4,4,4
65932023000180,TESOURARIA 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,419,ok,,3,3,3
64022139000119,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ALTIS CAPITAL - RESPONSABILIDADE LIMITADA,420,ok,,5,5,5
63976069000175,FIBRA MERKAVA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS - RESPONSABILIDADE LIMITADA,421,ok,,5,5,5
63947144000170,ST2 MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,422,ok,,9,4,4
62838423000132,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FEDERAL PADRONIZADO RESPONSABILIDADE LIMITADA,423,ok,,18,8,8
62800922000130,LIFT EVENT CAPITAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,424,ok,,11,4,4
62392007000153,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DTBR II - RESPONSABILIDADE LIMITADA,425,ok,,10,6,6
59827367000126,DOTZFIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,426,ok,,39,18,18
58181879000103,SPLENDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,427,ok,,2,2,2
30659408000130,PER FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,428,ok,,162,18,18
58059177000143,RED SEA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,429,ok,,55,18,18
57326317000130,CLASSE ÚNICA DO LCM STRIPES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,430,ok,,20,2,2
57223832000194,IRLANDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,431,ok,,40,5,5
54244336000129,SANTÉ FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,432,ok,,31,14,14
54049164000132,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TAG SSI,433,ok,,57,16,16
51476020000174,ORRAM HIGH YIELD FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,434,ok,,96,10,10
42747344000109,MICROCRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,435,ok,,50,11,11
39664088000181,MS MULTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,436,ok,,147,18,18
35655989000156,FUTEBOL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA RESP LIMITADA,437,ok,,12,10,10
51707771000154,ROVER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,438,ok,,69,9,9
42627599000138,COOPERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,439,ok,,131,18,18
