setor_n1,setor_n2,role,participant,cnpjs_unicos,linhas,volume_brl,rank_no_setor_role
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,8,15,473185328.49,11.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,6,12,304001976.57000005,12.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,BANCO DAYCOVAL S.A.,3,6,275701570.2,13.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1,2,256423984.39999998,14.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,BANCO GENIAL S.A.,3,6,248554329.51999998,15.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,2,4,212841325.04,16.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2,4,203267406.29999998,17.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2,4,203254949.07999998,18.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,2,177514439.57999998,19.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,XP INVESTIMENTOS CCTVM S.A.,1,2,175774799.96,20.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2,4,96213751.66,21.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2,4,89628254.07,22.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,2,41577362.25,23.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,1,2,17705053.22,24.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,2,17379501.22,25.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",1,2,13827389.77,26.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_cvm,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,2,0.0,27.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,21,51,2278341023.61,1.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,SINGULARE CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,4,7,775662151.2,2.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,Singulare CTVM,4,4,705000000.02,3.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,"REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A,",1,1,560000000.0,4.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,6,7,493680000.0,5.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,2,2,455000000.0,6.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,1,1,400000000.0,7.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM,1,1,400000000.0,8.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,MAF Distribuidora de Títulos e Valores Mobiliários S.A.,1,4,400000000.0,9.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,"XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",1,1,333328000.0,10.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,10,19,324700000.13,11.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,2,7,280000000.0,12.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,BANCO J. SAFRA S.A. - 03.017.677/0001-20,2,7,238444833.7,13.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,6,8,197000000.0,14.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,QI CTVM,2,2,175000000.01999998,15.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,Singulare DTVM,3,3,169999999.99,16.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,Finvest Distribuidora de Titulos e Valores Mobiliarios Ltda,1,1,150000000.0,17.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,MASTER CCTVM,4,11,114800000.0,18.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,BANVOX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,2,6,113700000.0,19.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,5,6,100697000.0,20.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,"BANCO GENIAL S.A., CNPJ sob o nº 45.246.410/0001-55.",1,1,100000000.0,21.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,LIMINE TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,90000000.0,22.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,Limine Trust Distribuidora de Títulos e Valores Mobiliários Ltda,1,1,90000000.0,23.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A,5,5,88000000.0,24.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,REAG TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A,1,1,87500000.0,25.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,ID CORRETORA DE TÍTULOS E VALORES S.A.,2,2,85000000.03,26.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2,2,85000000.0,27.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,CM CAPITAL MARKETS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,2,5,72320000.0,28.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1,4,70100000.0,29.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,70000000.0,30.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,2,4,65000000.0,31.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,BANCO DAYCOVAL S.A,1,2,60000002.36,32.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,SINGULARE CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,2,2,60000000.07,33.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1,2,60000000.0,34.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1,1,60000000.0,35.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2,5,59000000.04,36.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,4,4,53000000.0,37.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,REAG TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2,3,53000000.0,38.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,FINVEST DTVM,1,1,50000000.0,39.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2,2,45079871.2,40.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,LIMINE TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,2,42000000.0,41.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A.,1,1,40000000.0,42.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,BTG Pactual Serviços Financeiros S.A. Distribuidora de Títulos e Valores Mobiliários,2,2,35400000.0,43.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,MONETAR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,2,3,32800000.0,44.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,PLANNER CORRETORA DE VALORES S.A,2,3,28000168.4,45.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,BANCO GENIAL S.A.,2,3,25599999.97,46.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,3,3,25000000.0,47.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,Actual DTVM SA,1,2,25000000.0,48.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,Banco Daycoval S.A.,1,1,25000000.0,49.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,MONETAR DTVM LTDA,4,7,22530000.0,50.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,Actual Distribuidora de Titulos e Valores Mobiliarios,2,5,21700000.0,51.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,FIDD DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,1,20000000.0,52.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,1,1,19991700.0,53.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,15000000.0,54.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,SINGULARE DTVM,1,1,15000000.0,55.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1,2,15000000.0,56.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,WNT CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,1,2,14999999.99,57.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A,2,2,13099999.99,58.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,LANNER CORRETORA DE VALORES S.A,1,1,10000279.3,59.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,Actual Distribuidora de Titulos e Valores Mobiliarios S.A.,1,1,10000000.0,60.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,VÓRTX DISTRIBUIDORA DE TÍTULOS E VALRES MOBILIÁRIOS LTDA.,1,1,10000000.0,61.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,ID CORRETORA DE TÍTULOS E VALORES LTDA.,1,1,9999702.9,62.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,MASTER S.A. CCTVM,2,3,9197200.0,63.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,1,1,5500000.0,64.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,BANCO DAYCOVAL S.A.,1,2,5000000.0,65.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,MONETAR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,5000000.0,66.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,Trustee Distribuidora de Titulos e Valores Mobiliarios,1,1,5000000.0,67.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,4999999.87,68.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,PLANNER CORRETORA DE VALORES S.A.,1,1,3000000.0,69.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,"PLANNER CORRETORA DE VALORES S.A.,",1,1,3000000.0,70.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,1,2700000.0,71.0
Judicial/Precatórios/NPL,Não padronizado/NPL,administrador_oferta,MAF Distribuidora de Títulos e Valores Mobiliários S.A,1,1,500000.0,72.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,29,63,3673141022.96,1.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,17,19,1240180000.0,2.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,5,5,890400000.0,3.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,8,10,598962151.9399999,4.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,13,23,434699703.06,5.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,2,6,403200000.0,6.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,1,400000000.0,7.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,10,15,392500000.0,8.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,4,10,335079871.2,9.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,XP INVESTIMENTOS CCTVM S.A.,1,1,333328000.0,10.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,BANCO SAFRA S/A,2,7,238444833.7,11.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1,4,222000000.0,12.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2,2,200000000.0,13.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILI?RIOS LTDA,2,8,138800000.0,14.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,8,9,125697000.0,15.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",5,14,123997200.0,16.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,1,1,100000000.0,17.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,4,9,83999999.91,18.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2,3,80000000.0,19.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,CM CAPITAL MARKETS DTVM LTDA,2,5,72320000.0,20.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,70000000.0,21.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,BANCO DAYCOVAL S.A.,2,4,65000002.36,22.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,6,11,60330000.0,23.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,1,1,60000000.0,24.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,3,8,56700000.0,25.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1,2,45000000.0,26.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,PLANNER CORRETORA DE VALORES S.A.,4,6,44000447.7,27.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,BANCO GENIAL S.A.,2,3,25599999.97,28.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,BANCO FATOR S/A,1,1,25000000.0,29.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,GENIAL INSTITUCIONAL CCTVM S.A.,1,1,19991700.0,30.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,2,14999999.99,31.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,REAG GESTÃO DE CRÉDITO LTDA,1,1,10000000.0,32.0
Judicial/Precatórios/NPL,Não padronizado/NPL,coordenador_lider,QI CORRETORA DE T-TULOS E VALORES MOBILI-RIOS S.A.,1,1,5000000.0,33.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,23,23,8509840348.79,1.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,11,11,6786728832.32,2.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,BANCO BTG PACTUAL S/A,5,5,2980182953.03,3.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,PLANNER CORRETORA DE VALORES S.A.,9,9,1242715404.31,4.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,BANCO SAFRA S/A,2,2,976542395.48,5.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,15,15,902014553.21,6.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,2,2,653998547.38,7.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,5,5,589913436.14,8.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,3,3,460863290.15,9.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,4,4,315881871.35,10.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,8,8,250169984.73,11.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,OLIVEIRA TRUST DTVM S.A.,1,1,175774799.96,12.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,174541562.44,13.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,BANCO DAYCOVAL S.A.,3,3,170314015.26,14.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1,1,157551556.51,15.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,BANCO GENIAL S.A.,3,3,121723534.02000001,16.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,7,7,109814816.92999999,17.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2,2,96518673.03999999,18.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,LASTRO RDV DTVM Ltda,1,1,91272034.41,19.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2,2,74428294.06,20.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2,2,58617414.17,21.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,WNT CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,2,2,44290160.349999994,22.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,1,1,17705053.22,23.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,1,16709547.89,24.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,7590130.22,25.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_cvm,"MASTER S/A CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS",1,1,7168960.19,26.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,21,51,2278341023.61,1.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,SINGULARE CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,4,7,775662151.2,2.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,Singulare CTVM,4,4,705000000.02,3.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,7,8,633680000.0,4.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,"REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A,",1,1,560000000.0,5.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,BANCO BTG PACTUAL S/A,2,2,455000000.0,6.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,Banco BTG Pactual S.A.,3,3,435400000.0,7.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,MAF Distribuidora de Títulos e Valores Mobiliários S.A.,2,5,400500000.0,8.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,1,1,400000000.0,9.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,1,1,333328000.0,10.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,10,19,324700000.13,11.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,2,7,280000000.0,12.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,BANCO SAFRA S.A. - 58.160.789/0001-28,1,5,217119422.57999998,13.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,QI CTVM,2,2,175000000.01999998,14.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,Singulare DTVM,3,3,169999999.99,15.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,Finvest Distribuidora de Titulos e Valores Mobiliarios Ltda,1,1,150000000.0,16.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,BANCO DAYCOVAL S.A,2,3,130000002.36,17.0
Judicial/Precatórios/NPL,Não padronizado/NPL,custodiante_oferta,MASTER CCTVM,4,11,114800000.0,18.0
