setor_n1,setor_n2,role,participant,cnpjs_unicos,linhas,volume_brl,rank_no_setor_role
Agro,Agro,administrador_cvm,BANCO DAYCOVAL S.A.,15,23,7925971620.660001,1.0
Agro,Agro,administrador_cvm,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,20,32,5355596835.23,2.0
Agro,Agro,administrador_cvm,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,15,25,5291302530.05,3.0
Agro,Agro,administrador_cvm,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,16,32,4150550372.68,4.0
Agro,Agro,administrador_cvm,INTRAG DTVM LTDA.,2,4,1968970906.56,5.0
Agro,Agro,administrador_cvm,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1,2,1811741271.3,6.0
Agro,Agro,administrador_cvm,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,20,37,1304459480.31,7.0
Agro,Agro,administrador_cvm,OLIVEIRA TRUST DTVM S.A.,10,14,1294481245.4,8.0
Agro,Agro,administrador_cvm,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,4,8,985881908.96,9.0
Agro,Agro,administrador_cvm,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,8,9,861463210.82,10.0
Agro,Agro,administrador_cvm,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,5,8,523837602.12,11.0
Agro,Agro,administrador_cvm,RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,442834798.63,12.0
Agro,Agro,administrador_cvm,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,12,23,329816446.23,13.0
Agro,Agro,administrador_cvm,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,4,8,168512168.97,14.0
Agro,Agro,administrador_cvm,BANCO GENIAL S.A.,1,1,159076327.04,15.0
Agro,Agro,administrador_cvm,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,2,3,144514117.69,16.0
Agro,Agro,administrador_cvm,PLANNER CORRETORA DE VALORES S.A.,7,12,93125576.21000001,17.0
Agro,Agro,administrador_cvm,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,62717670.13,18.0
Agro,Agro,administrador_cvm,XP INVESTIMENTOS CCTVM S.A.,2,3,25085925.85,19.0
Agro,Agro,administrador_cvm,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,2,23770724.06,20.0
Agro,Agro,administrador_cvm,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,2,18893158.87,21.0
Agro,Agro,administrador_cvm,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,2,10869127.65,22.0
Agro,Agro,administrador_cvm,BNY MELLON SERVICOS FINANCEIROS DTVM S.A.,2,3,0.0,23.0
Agro,Agro,administrador_cvm,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,0.0,24.0
Agro,Agro,administrador_oferta,BANCO DAYCOVAL S.A.,12,21,8997015231.56,1.0
Agro,Agro,administrador_oferta,VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,10,14,2626950000.0,2.0
Agro,Agro,administrador_oferta,BANCO DAYCOVAL S.A,5,5,1999000000.0,3.0
Agro,Agro,administrador_oferta,VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,7,9,1984775000.0,4.0
Agro,Agro,administrador_oferta,HEMERA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,12,38,1921282278.2,5.0
Agro,Agro,administrador_oferta,INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2,8,1810974000.0,6.0
Agro,Agro,administrador_oferta,OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,6,6,1422690000.0,7.0
Agro,Agro,administrador_oferta,OLIVEIRA TRUST DTVM S.A.,4,4,1410000000.0,8.0
Agro,Agro,administrador_oferta,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,8,23,1093000000.8,9.0
Agro,Agro,administrador_oferta,BTG Pactual Serviços Financeiros S.A. Distribuidora de Títulos e Valores Mobiliários,5,5,969650000.0,10.0
Agro,Agro,administrador_oferta,SINGULARE CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,5,6,712000000.0,11.0
Agro,Agro,administrador_oferta,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,3,5,543000000.0,12.0
Agro,Agro,administrador_oferta,HEMERA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,12,38,503217826.65999997,13.0
Agro,Agro,administrador_oferta,QI CORRETORA DE TÕTULOS E VALORES MOBILI£RIOS S.A.,1,1,500000000.0,14.0
Agro,Agro,administrador_oferta,"XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",2,2,475000000.0,15.0
Agro,Agro,administrador_oferta,LIMINE TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,7,8,469020000.0,16.0
Agro,Agro,administrador_oferta,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,2,2,410000000.0,17.0
Agro,Agro,administrador_oferta,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIO,1,1,400802000.0,18.0
Agro,Agro,administrador_oferta,Singulare Corretora de Valores Mobiliários S.A,1,1,390000000.0,19.0
Agro,Agro,administrador_oferta,Banco Daycoval S.A,2,4,361250000.0,20.0
Agro,Agro,administrador_oferta,FIDD DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,2,13,339900000.0,21.0
Agro,Agro,administrador_oferta,Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.,1,2,337500000.0,22.0
Agro,Agro,administrador_oferta,LIMINE TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,12,25,273879680.0,23.0
Agro,Agro,administrador_oferta,Singulare DTVM,2,4,269000000.0,24.0
Agro,Agro,administrador_oferta,BNY MELLON SERVIÇOS FINANCEIROS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2,2,262124800.0,25.0
Agro,Agro,administrador_oferta,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,3,4,230500004.71,26.0
Agro,Agro,administrador_oferta,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A,2,3,200900000.0,27.0
Agro,Agro,administrador_oferta,BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DTVM,1,1,200000000.0,28.0
Agro,Agro,administrador_oferta,BTG Pactual Serviços Financeiros S.A. DTVM,1,1,200000000.0,29.0
Agro,Agro,administrador_oferta,OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,1,1,170000000.0,30.0
Agro,Agro,administrador_oferta,Banco Genial S.A.,1,1,160000000.0,31.0
Agro,Agro,administrador_oferta,PLANNER CORRETORA DE VALORES S.A.,7,13,152000459.0,32.0
Agro,Agro,administrador_oferta,MONETAR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,10,18,151000000.0,33.0
Agro,Agro,administrador_oferta,Banco Daycoval S.A.,3,3,150170000.06,34.0
Agro,Agro,administrador_oferta,VÓRTX DISTRIBUIDORA DE TÍTULOS E VALRES MOBILIÁRIOS LTDA.,2,5,133500000.0,35.0
Agro,Agro,administrador_oferta,QI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,2,130000000.01,36.0
Agro,Agro,administrador_oferta,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,1,124000000.0,37.0
Agro,Agro,administrador_oferta,Singulare CTVM,3,3,111000000.0,38.0
Agro,Agro,administrador_oferta,MONETAR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,5,6,110599500.0,39.0
Agro,Agro,administrador_oferta,Catálise Distribuidora de Títulos e Valores Mobiliários LTDA,1,1,100000000.0,40.0
Agro,Agro,administrador_oferta,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,1,1,99999999.99,41.0
Agro,Agro,administrador_oferta,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,1,91151000.0,42.0
Agro,Agro,administrador_oferta,QI CTVM,1,2,80000000.0,43.0
Agro,Agro,administrador_oferta,PLANNER CORRETORA DE VALORES S/A.,1,2,73000000.0,44.0
Agro,Agro,administrador_oferta,FIDD DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2,2,65000000.0,45.0
Agro,Agro,administrador_oferta,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1,1,50000000.0,46.0
Agro,Agro,administrador_oferta,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,1,50000000.0,47.0
Agro,Agro,administrador_oferta,Vórtx DTVM,1,1,45000000.0,48.0
Agro,Agro,administrador_oferta,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,4,44000000.0,49.0
Agro,Agro,administrador_oferta,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1,2,40000000.0,50.0
Agro,Agro,administrador_oferta,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,4,4,37500000.0,51.0
Agro,Agro,administrador_oferta,OLIVEIRA TRUST DTVM S.A,1,1,30000000.0,52.0
Agro,Agro,administrador_oferta,Oliveira Trust DTVM S.A.,1,1,30000000.0,53.0
Agro,Agro,administrador_oferta,BANCO GENIAL S.A.,2,2,27000000.0,54.0
Agro,Agro,administrador_oferta,BANVOX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,2,25000000.0,55.0
Agro,Agro,administrador_oferta,MONETAR DTVM LTDA,2,2,25000000.0,56.0
Agro,Agro,administrador_oferta,PLANNER CORRETORA DE VALORES S/A,1,3,22500000.0,57.0
Agro,Agro,administrador_oferta,VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,20000000.0,58.0
Agro,Agro,administrador_oferta,MAF Distribuidora de Títulos e Valores Mobiliários S.A.,1,1,19144212.7,59.0
Agro,Agro,administrador_oferta,PLANNER CORRETORA DE VALORES S.A,2,4,15900751.52,60.0
Agro,Agro,administrador_oferta,ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,1,4,12000000.0,61.0
Agro,Agro,administrador_oferta,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIARIOS S.A.,1,2,10610000.0,62.0
Agro,Agro,administrador_oferta,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,1,10000000.0,63.0
Agro,Agro,administrador_oferta,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1,1,10000000.0,64.0
Agro,Agro,administrador_oferta,MONETAR DTVM,1,1,10000000.0,65.0
Agro,Agro,administrador_oferta,SINGULARE DTVM,1,1,10000000.0,66.0
Agro,Agro,administrador_oferta,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,8000000.0,67.0
Agro,Agro,administrador_oferta,ID CORRETORA DE TÍTULOS E VALORES MOBLIÁRIOS S.A.,1,1,6000000.0,68.0
Agro,Agro,administrador_oferta,BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,1,1,5000000.0,69.0
Agro,Agro,administrador_oferta,"PLANNER CORRETORA DE VALORES S,A",1,1,5000000.0,70.0
Agro,Agro,administrador_oferta,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,1,1,5000000.0,71.0
Agro,Agro,administrador_oferta,ID CORRETORA DE TÍTULOS E VALORES S.A.,1,1,3000000.0,72.0
Agro,Agro,administrador_oferta,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,1,1,2800000.0,73.0
Agro,Agro,administrador_oferta,BRL Trust Distribuidora de Títulos e Valores Mobiliários S.A.,1,1,100000.0,74.0
Agro,Agro,coordenador_lider,BANCO SANTANDER (BRASIL) S.A.,1,6,9400000000.0,1.0
Agro,Agro,coordenador_lider,ITAU BBA ASSESSORIA FINANCEIRA S.A,12,19,4296614000.0,2.0
Agro,Agro,coordenador_lider,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,8,17,2837450000.0,3.0
Agro,Agro,coordenador_lider,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,16,68,2324000104.86,4.0
Agro,Agro,coordenador_lider,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,8,10,1905451999.99,5.0
Agro,Agro,coordenador_lider,BANCO DAYCOVAL S.A.,12,19,1859686150.67,6.0
Agro,Agro,coordenador_lider,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,11,32,1533000000.8,7.0
Agro,Agro,coordenador_lider,BANCO VOTORANTIM S.A.,10,11,1297795000.0,8.0
Agro,Agro,coordenador_lider,OLIVEIRA TRUST DTVM S.A.,5,5,1067550000.0,9.0
Agro,Agro,coordenador_lider,XP INVESTIMENTOS CCTVM S.A.,3,3,725000000.0,10.0
Agro,Agro,coordenador_lider,CARMEL GESTORA DE ATIVOS LTDA,1,3,642000000.0,11.0
Agro,Agro,coordenador_lider,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,18,34,554879680.0,12.0
Agro,Agro,coordenador_lider,FRAM CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,1,510000000.0,13.0
Agro,Agro,coordenador_lider,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,4,19,504900000.0,14.0
Agro,Agro,coordenador_lider,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,4,7,450610000.0,15.0
Agro,Agro,coordenador_lider,BTG PACTUAL INVESTMENT BANKING LTDA.,1,1,375000000.0,16.0
Agro,Agro,coordenador_lider,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,15,28,341599500.0,17.0
Agro,Agro,coordenador_lider,INTEGRAL INVESTIMENTOS LTDA.,1,2,337500000.0,18.0
Agro,Agro,coordenador_lider,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,2,316000000.0,19.0
Agro,Agro,coordenador_lider,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,3,4,314700000.0,20.0
Agro,Agro,coordenador_lider,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,4,6,310500004.71,21.0
Agro,Agro,coordenador_lider,BANCO RABOBANK INTERNATIONAL BRASIL S.A.,1,1,289000000.0,22.0
Agro,Agro,coordenador_lider,PLANNER CORRETORA DE VALORES S.A.,7,23,268401210.51999998,23.0
Agro,Agro,coordenador_lider,BANCO BOCOM BBM S.A.,2,2,262124800.0,24.0
Agro,Agro,coordenador_lider,ABC BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,3,3,160000000.0,25.0
Agro,Agro,coordenador_lider,QI DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1,2,130000000.01,26.0
Agro,Agro,coordenador_lider,BANCO FATOR S/A,1,1,120000000.0,27.0
Agro,Agro,coordenador_lider,SOLIS INVESTIMENTOS LTDA,4,8,100500000.0,28.0
Agro,Agro,coordenador_lider,CAIXA ECONOMICA FEDERAL,1,1,100000000.0,29.0
Agro,Agro,coordenador_lider,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,3,3,96251000.0,30.0
Agro,Agro,coordenador_lider,GCB CAPITAL GESTÃO DE RECURSOS DE VALORES MOBILIÁRIOS LTDA.,1,4,91250000.0,31.0
Agro,Agro,coordenador_lider,RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,1,2,62499080.95,32.0
Agro,Agro,coordenador_lider,BANCO ITAU BBA S.A.,1,1,54000000.0,33.0
Agro,Agro,coordenador_lider,HEDGE ALTERNATIVE INVESTMENTS LTDA,1,5,52000000.0,34.0
Agro,Agro,coordenador_lider,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILI?RIOS LTDA,1,2,25000000.0,35.0
Agro,Agro,coordenador_lider,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,6,21000000.0,36.0
Agro,Agro,coordenador_lider,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,1,19144212.7,37.0
Agro,Agro,coordenador_lider,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,2,2,18000000.0,38.0
Agro,Agro,coordenador_lider,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,10000000.0,39.0
Agro,Agro,coordenador_lider,BANCO GENIAL S.A.,1,1,10000000.0,40.0
Agro,Agro,custodiante_cvm,BANCO DAYCOVAL S.A.,8,8,3685650717.8,1.0
Agro,Agro,custodiante_cvm,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,16,16,2796183952.81,2.0
Agro,Agro,custodiante_cvm,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,10,10,2486647399.67,3.0
Agro,Agro,custodiante_cvm,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,12,12,2359533222.8199997,4.0
Agro,Agro,custodiante_cvm,ITAU UNIBANCO S.A.,2,2,1968970906.56,5.0
Agro,Agro,custodiante_cvm,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,5,5,1760269739.9199998,6.0
Agro,Agro,custodiante_cvm,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,17,17,873605849.96,7.0
Agro,Agro,custodiante_cvm,OLIVEIRA TRUST DTVM S.A.,5,5,552011396.73,8.0
Agro,Agro,custodiante_cvm,BANCO GENIAL S.A.,4,4,396514571.02,9.0
Agro,Agro,custodiante_cvm,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,12,12,241915450.54000002,10.0
Agro,Agro,custodiante_cvm,BANCO BTG PACTUAL S/A,1,1,212291490.63,11.0
Agro,Agro,custodiante_cvm,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,4,4,160995196.93,12.0
Agro,Agro,custodiante_cvm,PLANNER CORRETORA DE VALORES S.A.,5,5,93125576.21000001,13.0
Agro,Agro,custodiante_cvm,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,1,15401177.6,14.0
Agro,Agro,custodiante_cvm,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,1,6771692.41,15.0
Agro,Agro,custodiante_cvm,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,1,4928503.96,16.0
Agro,Agro,custodiante_cvm,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,1,1011896.78,17.0
Agro,Agro,custodiante_cvm,BNY MELLON BANCO S.A.,1,1,0.0,18.0
Agro,Agro,custodiante_oferta,BANCO DAYCOVAL S.A.,12,21,8997015231.56,1.0
Agro,Agro,custodiante_oferta,VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,10,14,2626950000.0,2.0
Agro,Agro,custodiante_oferta,VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,8,10,2004775000.0,3.0
Agro,Agro,custodiante_oferta,BANCO DAYCOVAL S.A,5,5,1999000000.0,4.0
Agro,Agro,custodiante_oferta,HEMERA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,12,38,1921282278.2,5.0
Agro,Agro,custodiante_oferta,OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,8,8,1897690000.0,6.0
Agro,Agro,custodiante_oferta,OLIVEIRA TRUST DTVM S.A.,5,5,1440000000.0,7.0
Agro,Agro,custodiante_oferta,Banco BTG Pactual S.A.,6,6,1169650000.0,8.0
Agro,Agro,custodiante_oferta,SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,8,23,1093000000.8,9.0
Agro,Agro,custodiante_oferta,ITAÚ UNIBANCO S.A.,2,5,960974000.0,10.0
Agro,Agro,custodiante_oferta,Itaú Unibanco S.A.,1,3,850000000.0,11.0
Agro,Agro,custodiante_oferta,SINGULARE CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,5,6,712000000.0,12.0
Agro,Agro,custodiante_oferta,HEMERA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,12,38,503217826.65999997,13.0
Agro,Agro,custodiante_oferta,QI CORRETORA DE TÕTULOS E VALORES MOBILI£RIOS S.A.,1,1,500000000.0,14.0
Agro,Agro,custodiante_oferta,BANCO GENIAL S.A.,5,8,460610000.0,15.0
Agro,Agro,custodiante_oferta,BANCO BTG PACTUAL SA,1,1,400802000.0,16.0
Agro,Agro,custodiante_oferta,Singulare Corretora de Valores Mobiliários S.A,1,1,390000000.0,17.0
Agro,Agro,custodiante_oferta,LIMINE TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,6,7,384020000.0,18.0
Agro,Agro,custodiante_oferta,"BANCO BTG PACTUAL S.A.,",1,1,375000000.0,19.0
Agro,Agro,custodiante_oferta,Banco Daycoval S.A,2,4,361250000.0,20.0
Agro,Agro,custodiante_oferta,LIMINE TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,13,26,358879680.0,21.0
Agro,Agro,custodiante_oferta,Oliveira Trust Distribuidora de Títulos e Valores Mobiliários S.A.,1,2,337500000.0,22.0
Agro,Agro,custodiante_oferta,BANCO BTG PACTUAL S.A.,2,2,299999999.99,23.0
Agro,Agro,custodiante_oferta,BNY MELLON BANCO S.A.,2,2,262124800.0,24.0
Agro,Agro,custodiante_oferta,FIDD DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,2,11,249900000.0,25.0
Agro,Agro,custodiante_oferta,Singulare DTVM,2,3,244000000.0,26.0
Agro,Agro,custodiante_oferta,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,3,4,230500004.71,27.0
Agro,Agro,custodiante_oferta,REAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S/A,2,3,200900000.0,28.0
Agro,Agro,custodiante_oferta,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,3,4,170000000.0,29.0
Agro,Agro,custodiante_oferta,OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A,1,1,170000000.0,30.0
Agro,Agro,custodiante_oferta,Banco Genial S.A.,1,1,160000000.0,31.0
Agro,Agro,custodiante_oferta,PLANNER CORRETORA DE VALORES S.A.,7,13,152000459.0,32.0
Agro,Agro,custodiante_oferta,Banco Daycoval S.A.,3,3,150170000.06,33.0
Agro,Agro,custodiante_oferta,TERRA INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,4,7,148599500.0,34.0
Agro,Agro,custodiante_oferta,VÓRTX DISTRIBUIDORA DE TÍTULOS E VALRES MOBILIÁRIOS LTDA.,2,5,133500000.0,35.0
Agro,Agro,custodiante_oferta,QI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,1,2,130000000.01,36.0
Agro,Agro,custodiante_oferta,REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,1,124000000.0,37.0
Agro,Agro,custodiante_oferta,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,1,1,120000000.0,38.0
Agro,Agro,custodiante_oferta,Singulare CTVM,3,3,111000000.0,39.0
Agro,Agro,custodiante_oferta,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1,1,91151000.0,40.0
Agro,Agro,custodiante_oferta,TERRA INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,9,12,83000000.0,41.0
Agro,Agro,custodiante_oferta,FIDD DISTRIBUIÇÃO DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,1,80000000.0,42.0
Agro,Agro,custodiante_oferta,QI CTVM,1,2,80000000.0,43.0
Agro,Agro,custodiante_oferta,PLANNER CORRETORA DE VALORES S/A.,1,2,73000000.0,44.0
Agro,Agro,custodiante_oferta,FIDD DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2,2,65000000.0,45.0
Agro,Agro,custodiante_oferta,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,1,50000000.0,46.0
Agro,Agro,custodiante_oferta,Vórtx DTVM,1,1,45000000.0,47.0
Agro,Agro,custodiante_oferta,HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,4,44000000.0,48.0
Agro,Agro,custodiante_oferta,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1,2,40000000.0,49.0
Agro,Agro,custodiante_oferta,TERRA INVESTIMENTOS DTVM LTDA,3,5,40000000.0,50.0
Agro,Agro,custodiante_oferta,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,4,4,37500000.0,51.0
Agro,Agro,custodiante_oferta,Banco BTG Pactual S.A,1,1,35000000.0,52.0
Agro,Agro,custodiante_oferta,SINGULARE DTVM,2,2,35000000.0,53.0
Agro,Agro,custodiante_oferta,Oliveira Trust DTVM S.A.,1,1,30000000.0,54.0
Agro,Agro,custodiante_oferta,BANVOX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,1,2,25000000.0,55.0
Agro,Agro,custodiante_oferta,PLANNER CORRETORA DE VALORES S/A,1,3,22500000.0,56.0
Agro,Agro,custodiante_oferta,MAF Distribuidora de Títulos e Valores Mobiliários S.A.,1,1,19144212.7,57.0
Agro,Agro,custodiante_oferta,PLANNER CORRETORA DE VALORES S.A,2,4,15900751.52,58.0
