grupo,fundo,nome_curto,cnpj,data_referencia,categoria,tipo_documento,documento_id,source_file,arquivo_local_existe,page_count,categorias_com_evidencia,paginas_com_evidencia,amostra_trecho,status_auditoria
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,09/2023,outro,Informe Trimestral,551214,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/09/2023,outro,Relatório de Agência de Rating,551256,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,12/2023,outro,Informe Trimestral,600598,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,29/12/2023,outro,Relatório de Agência de Rating,593008,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,31/12/2023,outro,Demonstrações Financeiras,659253,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/2024,outro,Informe Trimestral,659634,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,29/03/2024,outro,Relatório de Agência de Rating,665659,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,06/2024,outro,Informe Trimestral,717732,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,09/2024,outro,Informe Trimestral,782014,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/09/2024 19:00,assembleia,AGE,731592,data/raw/33254370000104/731592_assembleia_assembleia_731592_2024-09-03.pdf,True,4.0,alteracoes_assembleias: 4; cotistas_partes_relacionadas: 4; direitos_creditorios_cessoes: 3; emissoes: 2; governanca_operacional: 3,"1, 2, 3, 4","1 MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS CNPJ/MF nº 33.254.370/0001‐04 ATA DA ASSEMBLEIA GERAL EXTRAORDINÁRIA DE COTISTAS REALIZADA EM 03 DE SETEMBRO DE 2024 DATA, HORA E LOCAL: Realizada aos 03 de setembro de 2024, às 10h00, na sede da FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA. , instituição administradora (“Administradora”) do MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS, inscrito no CNPJ/MF sob o nº 33.254.370/0001‐04 (“Fundo”). 1. CONVOCAÇÃO: dispensada a convocação, nos termos...",PDF analisado
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/09/2024 11:00,assembleia,AGE,749010,data/raw/33254370000104/749010_assembleia_assembleia_749010_2024-09-03.pdf,True,9.0,alteracoes_assembleias: 5; amortizacao: 4; cotistas_partes_relacionadas: 4; direitos_creditorios_cessoes: 4; emissoes: 5; governanca_operacional: 4; preco_economia: 4,"1, 2, 3, 4, 5, 6, 7, 8","1 MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS CNPJ/MF nº 33.254.370/0001‐04 ATA DA ASSEMBLEIA GERAL DE COTISTAS REALIZADA EM 30 DE SETEMBRO DE 2024. 1. DATA, HORA E LOCAL : Realizada aos 30 de setembro de 2024, às 09h00, na sede da FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., instituição administradora (“Administradora”) do Mercado Crédito Fundo de Investimento em Direitos Creditórios Não Padronizados, inscrito no CNPJ/MF sob o nº 33.254.370/0001‐04 (“Fundo”). 2. CONVOCAÇÃO: dispensada a convocação, nos termos do artigo ...",PDF analisado
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,13/09/2024,outro,"Demonstrações Financeiras - Fusão, cisão e incorporação",918974,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/09/2024,outro,Relatório de Agência de Rating,781991,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,21/11/2024,regulamento,Regulamento,787126,data/raw/33254370000104/787126_regulamento_regulamento_787126_2024-11-21.pdf,True,110.0,alteracoes_assembleias: 5; amortizacao: 5; cotistas_partes_relacionadas: 5; direitos_creditorios_cessoes: 5; emissoes: 5; governanca_operacional: 5; performance_risco: 5; preco_economia: 5; triggers_protecao: 5,"1, 10, 11, 12, 14, 15, 16, 2, 20, 22, 23, 24, 27, 28, 3, 30, 4, 5, 56, 6, 7, 8, 9","1 REGULAMENTO DO MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CNPJ/MF Nº 33.254.370-0001-04 São Paulo, 21 de novembro de 2024",PDF analisado
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,21/11/2024 09:00,assembleia,AGO/E,787141,data/raw/33254370000104/787141_assembleia_assembleia_787141_2024-11-21.pdf,True,2.0,alteracoes_assembleias: 1; cotistas_partes_relacionadas: 1; direitos_creditorios_cessoes: 1; emissoes: 1; governanca_operacional: 2,"1, 2","1 MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CNPJ nº 33.254.370-0001-04 ATA DA ASSEMBLEIA GERAL DE COTISTAS REALIZADA EM 21 DE NOVEMBRO DE 2024 DATA, HORA E LOCAL : Realizada em 21 de novembro de 2024, às 9:00h, na sede da FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., inscrita no CNPJ sob o nº 36.266.751/0001-00, instituição administradora (“Administrador”) do MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS, inscrito no Cadastro Nacional da Pessoa Jurídica do Ministério da Fazenda (“CNPJ"") sob o nº 33.25...",PDF analisado
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,12/2024,outro,Informe Trimestral,840978,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,31/12/2024,outro,Demonstrações Financeiras,974276,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/2025,outro,Informe Trimestral,902570,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/04/2025 13:00,assembleia,AGE,914383,data/raw/33254370000104/914383_assembleia_assembleia_914383_2025-04-30.pdf,True,11.0,alteracoes_assembleias: 5; amortizacao: 4; cotistas_partes_relacionadas: 5; direitos_creditorios_cessoes: 5; emissoes: 5; governanca_operacional: 5; preco_economia: 2,"1, 11, 2, 3, 4, 5, 6, 7, 8, 9","1 MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CNPJ/MF nº 33.254.370/0001-04 ATA DA ASSEMBLEIA GERAL DE COTISTAS REALIZADA EM 30 DE ABRIL DE 2025. 1. DATA, HORA E LOCAL: Aos 30 (trinta) dias do mês de abril de 2025, às 13h (treze horas), na sede social da Finvest Distribuidora de Títulos e Valores Mobiliários Ltda ., instituição devidamente autorizada pela Comiss ão de Valores Mobili ários (“ CVM”) para o exerc ício da atividade de administra ção de carteira de valores mobili ários, na categoria de administrador fiduciário, previstos na R...",PDF analisado
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,30/04/2025,regulamento,Regulamento,914386,data/raw/33254370000104/914386_regulamento_regulamento_914386_2025-04-30.pdf,True,113.0,alteracoes_assembleias: 5; amortizacao: 5; cotistas_partes_relacionadas: 5; direitos_creditorios_cessoes: 5; emissoes: 5; governanca_operacional: 5; performance_risco: 5; preco_economia: 5; triggers_protecao: 5,"1, 10, 11, 13, 15, 16, 2, 21, 22, 23, 24, 3, 31, 4, 5, 59, 6, 7, 70, 8, 87, 9","1 REGULAMENTO DO MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA CNPJ/MF Nº 33.254.370.0001-04 São Paulo, 30 de abril de 2025 Docusign Envelope ID: FF596E89-E6A4-48B1-86DB-2B76413BA247",PDF analisado
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,06/2025,outro,Informe Trimestral,974400,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,09/2025,outro,Informe Trimestral,1021105,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,12/2025,outro,Informe Trimestral,1099511,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,31/12/2025,outro,Demonstrações Financeiras,1156149,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,19/02/2026 09:00,assembleia,AGE,1118465,data/raw/33254370000104/1118465_assembleia_assembleia_1118465_2026-02-19.pdf,True,11.0,alteracoes_assembleias: 5; cotistas_partes_relacionadas: 5; direitos_creditorios_cessoes: 5; emissoes: 2; governanca_operacional: 5; performance_risco: 1,"1, 10, 2, 3, 4, 5, 6, 8","1 MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA ATA DA ASSEMBLEIA GERAL DE COTISTAS REALIZADA EM 19 DE FEVEREIRO DE 2026 DATA, HORA E LOCAL: Realizada em 19 de fevereiro de 2026, às 9h00, na sede da FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., inscrita no Cadastro Nacional da CNPJ"") sob o nº 36.266.751/0001-00, com sede na Cidade e Estado de São Paulo, na Rua Samuel Morse, nº 134, 4º andar, Cidade Monções, CEP 04.576-060, devidamente autorizada à prestação dos serviços de administração de cart...",PDF analisado
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,19/02/2026,regulamento,Regulamento,1118467,data/raw/33254370000104/1118467_regulamento_regulamento_1118467_2026-02-19.pdf,True,122.0,alteracoes_assembleias: 5; amortizacao: 5; cotistas_partes_relacionadas: 5; direitos_creditorios_cessoes: 5; emissoes: 5; governanca_operacional: 5; performance_risco: 5; preco_economia: 5; triggers_protecao: 5,"1, 10, 13, 15, 16, 2, 21, 22, 23, 27, 3, 30, 37, 4, 5, 55, 6, 66, 7, 8, 9, 97",1 REGULAMENTO DO MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA CNPJ/MF Nº 33.254.370.0001-04 23 de fevereiro de 2026,PDF analisado
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,24/02/2026 09:00,assembleia,AGE,1121051,data/raw/33254370000104/1121051_assembleia_assembleia_1121051_2026-02-24.pdf,True,3.0,alteracoes_assembleias: 2; cotistas_partes_relacionadas: 2; direitos_creditorios_cessoes: 1; emissoes: 2; governanca_operacional: 3,"1, 2, 3","1 MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA CNPJ nº 33.254.370/0001‐04 ATA DA ASSEMBLEIA GERAL DE COTISTAS REALIZADA EM 24 DE FEVEREIRO DE 2026 DATA, HORA E LOCAL : Realizada em 24 de fevereiro de 2026, às 9 (nove) horas, na sede da FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA. , inscrita no Cadastro Nacional da Pessoa Jurídica do Ministério da Fazenda (“CNPJ"") sob o nº 36.266.751/0001-00, com sede na Cidade e Estado de São Paulo, na Rua Samuel Morse, nº 134, 4º andar, Cidade Monções, CEP 04.576-060, devidamente autor...",PDF analisado
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026 13:00,assembleia,AGE,1128337,data/raw/33254370000104/1128337_assembleia_assembleia_1128337_2026-03-03.pdf,True,9.0,alteracoes_assembleias: 5; amortizacao: 3; cotistas_partes_relacionadas: 5; direitos_creditorios_cessoes: 4; emissoes: 5; governanca_operacional: 5; preco_economia: 3,"1, 2, 3, 4, 5, 6, 7, 8, 9","MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA CNPJ/MF nº 33.254.370/0001-04 ATA DA ASSEMBLEIA GERAL DE COTISTAS REALIZADA EM 3 DE MARÇO DE 2026. 1. DATA, HORA E LOCAL: Aos 3 (três) dias do mês de março de 2026, às 13h (treze horas), na sede social do BTG PACTUAL SERVIÇOS FINANCEIROS S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS, sociedade anônima, com sede no município e Estado do Rio de Janeiro, na Praia de Botafogo, nº 501, Torre Corcovado, 5º andar – parte, Botafogo, CEP 22250-040, inscrito no Cadastro Nacional da Pessoa Jurídic...",PDF analisado
Mercado Crédito,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Mercado Crédito FIDC,33.254.370/0001-04,03/03/2026,regulamento,Regulamento,1128340,data/raw/33254370000104/1128340_regulamento_regulamento_1128340_2026-03-03.pdf,True,127.0,alteracoes_assembleias: 5; amortizacao: 5; cotistas_partes_relacionadas: 5; direitos_creditorios_cessoes: 5; emissoes: 5; governanca_operacional: 5; performance_risco: 5; preco_economia: 5; triggers_protecao: 5,"1, 10, 13, 15, 16, 2, 21, 22, 23, 27, 28, 3, 30, 37, 4, 5, 55, 6, 66, 7, 8, 9, 97",1 REGULAMENTO DO MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA CNPJ/MF Nº 33.254.370.0001-04 03 de março de 2026 Docusign Envelope ID: C734C7B4-F58D-4EB0-92FC-FCC07825E238,PDF analisado
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,12/2020,outro,Informe Trimestral,147917,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,31/12/2020,outro,Demonstrações Financeiras,205310,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,03/2021,outro,Informe Trimestral,177285,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,25/05/2021 10:00,assembleia,AGE,179557,data/raw/37511828000114/179557_assembleia_assembleia_179557_2021-05-25.pdf,True,3.0,alteracoes_assembleias: 3; amortizacao: 2; cotistas_partes_relacionadas: 3; direitos_creditorios_cessoes: 3; emissoes: 3; governanca_operacional: 3,"1, 2, 3","(ii) 101330904.1 MERCADO CRÉDITO I BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO CNPJ nº 37.511.828/0001-14 ATA DA ASSEMBLEIA GERAL DE COTISTAS REALIZADA EM 25 DE MAIO DE 2021 DATA, HORA E LOCAL: Realizada aos 25 dias do mês de maio de 2021, às 10h00, na sede da BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A., instituição administradora (“Administradora”) do MERCADO CRÉDITO I BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO (“Fundo”), na cidade de São Paulo, no Estado de São Paulo, na Rua Iguatemi, nº 151, 19º andar (parte), Itaim Bibi...",PDF analisado
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,25/05/2021,regulamento,Regulamento,179561,data/raw/37511828000114/179561_regulamento_regulamento_179561_2021-05-25.pdf,True,158.0,alteracoes_assembleias: 5; amortizacao: 5; cotistas_partes_relacionadas: 5; direitos_creditorios_cessoes: 5; emissoes: 5; governanca_operacional: 5; performance_risco: 5; preco_economia: 5; triggers_protecao: 5,"1, 11, 12, 14, 15, 17, 18, 2, 20, 21, 22, 24, 25, 26, 3, 33, 36, 37, 4, 5, 6, 7, 8, 9",1 REGULAMENTO DO MERCADO CRÉDITO I BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS 25 de maio de 2021,PDF analisado
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,25/05/2021,outro,Outros Documentos,179563,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,06/2021,outro,Informe Trimestral,206416,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,09/2021,outro,Informe Trimestral,236270,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,12/2021,outro,Informe Trimestral,270684,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,30/12/2021 10:00,assembleia,AGE,296735,data/raw/37511828000114/296735_assembleia_assembleia_296735_2021-12-30.pdf,True,5.0,alteracoes_assembleias: 5; amortizacao: 1; cotistas_partes_relacionadas: 4; direitos_creditorios_cessoes: 4; emissoes: 2; governanca_operacional: 4; preco_economia: 3; triggers_protecao: 1,"1, 2, 3, 4, 5","101330904.1 MERCADO CRÉDITO I BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO CNPJ nº 37.511.828/0001-14 ATA DA ASSEMBLEIA GERAL EXTRAORDINÁRIA DE COTISTAS REALIZADA EM 30 DE DEZEMBRO DE 2021 DATA, HORA E LOCAL: Realizada aos 30 dias do mês de dezembro de 2021, às 10h00, na sede da BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A., instituição administradora (“Administradora”) do MERCADO CRÉDITO I BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO (“Fundo”), na cidade de São Paulo, no Estado de São Paulo, na Rua Iguatemi, nº 151, 19º an...",PDF analisado
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,30/12/2021,regulamento,Regulamento,296748,data/raw/37511828000114/296748_regulamento_regulamento_296748_2021-12-30.pdf,True,161.0,alteracoes_assembleias: 5; amortizacao: 5; cotistas_partes_relacionadas: 5; direitos_creditorios_cessoes: 5; emissoes: 5; governanca_operacional: 5; performance_risco: 5; preco_economia: 5; triggers_protecao: 5,"1, 11, 12, 13, 14, 15, 17, 19, 2, 21, 22, 23, 25, 26, 27, 3, 34, 37, 38, 4, 5, 6, 7, 8, 9",1 REGULAMENTO DO MERCADO CRÉDITO I BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS 30 de dezembro de 2021,PDF analisado
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,31/12/2021,outro,Demonstrações Financeiras,511147,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,03/2022,outro,Informe Trimestral,305854,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,29/04/2022 10:00,assembleia,AGE,297780,data/raw/37511828000114/297780_assembleia_assembleia_297780_2022-04-29.pdf,True,3.0,alteracoes_assembleias: 2; cotistas_partes_relacionadas: 3; direitos_creditorios_cessoes: 2; emissoes: 2; governanca_operacional: 3,"1, 2, 3","MERCADO CRÉDITO I BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS CNPJ nº 37.511.828/0001-14 ATA DA ASSEMBLEIA GERAL EXTRAORDINÁRIA DE COTISTAS REALIZADA EM 29 DE ABRIL DE 2022 1. DATA, HORA E LOCAL: Realizada aos 29 dias do mês de abril de 2022, às 10h00, na sede da BRL TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A. , instituição administradora (“Administradora”) do MERCADO CRÉDITO I BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS (“Fundo”), na cidade de São Paulo, no Estado de São Paulo, na Rua Iguatemi, nº 151, 19º and...",PDF analisado
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,29/04/2022,regulamento,Regulamento,297781,data/raw/37511828000114/297781_regulamento_regulamento_297781_2022-04-29.pdf,True,162.0,alteracoes_assembleias: 5; amortizacao: 5; cotistas_partes_relacionadas: 5; direitos_creditorios_cessoes: 5; emissoes: 5; governanca_operacional: 5; performance_risco: 5; preco_economia: 5; triggers_protecao: 5,"1, 10, 12, 13, 14, 15, 18, 2, 22, 23, 24, 26, 27, 28, 3, 35, 38, 39, 4, 40, 5, 6, 7, 9",1 ATA DA ASSEMBLEIA EXTRAORDINÁRIA GERAL DE COTISTAS DO MERCADO CRÉDITO I BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS REALIZADA EM 29 DE ABRIL DE 2022. ANEXO B,PDF analisado
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,29/04/2022,outro,Outros Documentos,297783,,False,,,,,Inventariado sem PDF local
Mercado Crédito,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,Mercado Crédito I Brasil FIDC,37.511.828/0001-14,06/2022,outro,Informe Trimestral,367906,,False,,,,,Inventariado sem PDF local
