grupo,cnpj,fundo,documentos_inventariados,pdfs_locais_analisaveis,documentos_sem_pdf_local,paginas_pdf_locais,quebra_por_categoria
FIDC Sifra LP,41.351.629/0001-63,SIFRA LP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55,20,35,445,outro: 35; regulamento: 10; emissao: 4; assembleia: 4; evento: 2
