entity_kind,cnpj_entity,cnpj_fundo,cnpj_classe,nome_entity,nome_fundo,nome_classe,tipo_fidc_cvm,first_known_date,first_data_constituicao,first_data_inicio,first_data_registro,latest_data_registro,situacao_latest,administrador,gestor,custodiante,patrimonio_liquido_latest,data_patrimonio_liquido_latest,source_datasets,raw_record_count,registered_since_2024,born_since_2024_strict,registration_is_probable_recadastro,platform_has_regulatory_knowledge,platform_has_raw_documents,platform_has_curated_emission_rows,platform_coverage_level
classe_rcvm175,58615962000135,58615962000135,58615962000135,ADVANCED II FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS,ADVANCED II FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS,ADVANCED II FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS,Classes de Cotas de Fundos FIDC,2024-01-02,2024-01-02,2024-01-02,2025-01-03,2025-01-03,Em Funcionamento Normal,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,HINOV CAPITAL GESTÃO DE RECURSOS LTDA.,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,3942532.92,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,58615962000135,58615962000135,,ADVANCED II FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS,ADVANCED II FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS,,FIDC,2024-01-02,2024-01-02,,2025-01-03,2025-01-03,Em Funcionamento Normal,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,HINOV CAPITAL GESTÃO DE RECURSOS LTDA.,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53374860000151,53374860000151,,LÓTUS 500 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,LÓTUS 500 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,,FIDC,2024-01-04,2024-01-04,,2024-01-04,2024-01-04,Cancelado,PLANNER CORRETORA DE VALORES S.A.,4I CAPITAL LTDA,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,53405469000177,53405469000177,53405469000177,XP PJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,XP PJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,XP PJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classes de Cotas de Fundos FIDC,2024-01-05,2024-01-05,2024-01-08,2024-01-08,2024-01-08,Em Funcionamento Normal,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,XP VISTA ASSET MANAGEMENT LTDA.,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,173123561.6,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53388692000153,53388692000153,,ARC PLAZA IGUATEMI I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ARC PLAZA IGUATEMI I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,,FIDC,2024-01-05,2024-01-05,,2024-01-05,2024-01-05,Cancelado,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,ARC CAPITAL LTDA.,,60560386.13,2024-04-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53405469000177,53405469000177,,XP PJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,XP PJUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,,FIDC,2024-01-05,2024-01-05,,2024-01-08,2024-01-08,Em Funcionamento Normal,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,XP VISTA ASSET MANAGEMENT LTDA.,,172535304.55,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,53429996000111,53429996000111,53429996000111,SC FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS RESPONSABILIDADE ILIMITADA,SC FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS RESPONSABILIDADE ILIMITADA,SC FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS RESPONSABILIDADE ILIMITADA,Classes de Cotas de Fundos FIDC,2024-01-08,2024-01-08,2024-01-09,2024-01-09,2024-01-09,Em Funcionamento Normal,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CATÁLISE INVESTIMENTOS LTDA.,BANCO DAYCOVAL S.A.,275955495.49,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53429996000111,53429996000111,,SC FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS RESPONSABILIDADE ILIMITADA,SC FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS RESPONSABILIDADE ILIMITADA,,FIDC,2024-01-08,2024-01-08,,2024-01-09,2024-01-09,Em Funcionamento Normal,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CATÁLISE INVESTIMENTOS LTDA.,,118135061.22,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,58739374000103,58739374000103,58739374000103,SAGEL BANK FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,SAGEL BANK FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,SAGEL BANK FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,Classes de Cotas de Fundos FIDC,2024-01-09,2024-01-09,2024-01-09,2025-01-09,2025-01-09,Em Funcionamento Normal,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CATÁLISE INVESTIMENTOS LTDA.,BANCO DAYCOVAL S.A.,69606223.05,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,58739374000103,58739374000103,,SAGEL BANK FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,SAGEL BANK FUNDO DE INVESTIMENTO DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,,FIDC,2024-01-09,2024-01-09,,2025-01-09,2025-01-09,Em Funcionamento Normal,CATÁLISE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,CATÁLISE INVESTIMENTOS LTDA.,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,53451757000168,53451757000168,53451757000168,CASHEW II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CASHEW II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CASHEW II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classes de Cotas de Fundos FIDC,2024-01-10,2024-01-10,2024-01-10,2024-01-10,2024-01-10,Em Funcionamento Normal,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,SIGULER GUFF GESTORA DE INVESTIMENTOS (ASSET MANAGEMENT) BRASIL LTDA,BANCO BTG PACTUAL S/A,134104230.13,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53451757000168,53451757000168,,CASHEW II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CASHEW II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,,FIDC,2024-01-10,2024-01-10,,2024-01-10,2024-01-10,Em Funcionamento Normal,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,SIGULER GUFF GESTORA DE INVESTIMENTOS (ASSET MANAGEMENT) BRASIL LTDA,,89055981.55,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53499439000177,53499439000177,,KUYPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA,KUYPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESPONSABILIDADE LIMITADA,,FIDC,2024-01-10,2024-01-10,,2024-01-15,2024-01-15,Cancelado,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,OURO PRETO GESTÃO DE RECURSOS S.A.,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,53463970000190,53463970000190,53463970000190,ADVANCED FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ADVANCED FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ADVANCED FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Classes de Cotas de Fundos FIDC,2024-01-11,2024-01-11,2024-01-11,2024-01-11,2024-01-11,Em Funcionamento Normal,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,HINOV CAPITAL GESTÃO DE RECURSOS LTDA.,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,32361671.74,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,53465254000141,53465254000141,53465254000141,CORAM DEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,CORAM DEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,CORAM DEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Classes de Cotas de Fundos FIDC,2024-01-11,2024-01-11,2024-01-11,2024-01-11,2024-01-11,Em Funcionamento Normal,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,RENOVA GESTORA DE RECURSOS LTDA,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,94660468.83,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,53471524000127,53471524000127,53471524000127,SURRIENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,SURRIENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,SURRIENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,Classes de Cotas de Fundos FIDC,2024-01-11,2024-01-11,2024-01-12,2024-01-12,2024-01-12,Em Liquidação,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,POSITIVA INVESTIMENTOS LTDA,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.0,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53463970000190,53463970000190,,ADVANCED FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ADVANCED FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,,FIDC,2024-01-11,2024-01-11,,2024-01-11,2024-01-11,Em Funcionamento Normal,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,HINOV CAPITAL GESTÃO DE RECURSOS LTDA.,,13965854.95,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53465254000141,53465254000141,,CORAM DEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,CORAM DEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,,FIDC,2024-01-11,2024-01-11,,2024-01-11,2024-01-11,Em Funcionamento Normal,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,RENOVA GESTORA DE RECURSOS LTDA,,44110485.58,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53471524000127,53471524000127,,SURRIENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,SURRIENTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,,FIDC,2024-01-11,2024-01-11,,2024-01-12,2024-01-12,Em Liquidação,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,POSITIVA INVESTIMENTOS LTDA,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,53635506000133,53635506000133,53635506000133,CROW TECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,CROW TECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,CROW TECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,Classes de Cotas de Fundos FIDC,2024-01-12,2024-01-12,2024-01-24,2024-01-24,2024-01-24,Em Funcionamento Normal,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,IBBRA GESTÃO DE RECURSOS LTDA.,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,43381920.77,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53635506000133,53635506000133,,CROW TECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,CROW TECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,,FIDC,2024-01-12,2024-01-12,,2024-01-24,2024-01-24,Em Funcionamento Normal,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,IBBRA GESTÃO DE RECURSOS LTDA.,,13736490.49,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,58888944000127,58888944000127,58888944000127,BRONZO N1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,BRONZO N1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,BRONZO N1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,Classes de Cotas de Fundos FIDC,2024-01-13,2024-01-13,2024-01-13,2025-01-15,2025-01-15,Em Funcionamento Normal,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,EVEREST CAPITAL OFFICE LTDA.,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,26901240.21,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,58888944000127,58888944000127,,BRONZO N1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,BRONZO N1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,,FIDC,2024-01-13,2024-01-13,,2025-01-15,2025-01-15,Em Funcionamento Normal,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,EVEREST CAPITAL OFFICE LTDA.,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,53523699000130,53523699000130,53523699000130,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIGA ENERGIA PORTFÓLIO DE RESPONSABILIDADE LIMITADA,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIGA ENERGIA PORTFÓLIO DE RESPONSABILIDADE LIMITADA,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIGA ENERGIA PORTFÓLIO DE RESPONSABILIDADE LIMITADA,Classes de Cotas de Fundos FIDC,2024-01-15,2024-01-15,2024-01-16,2024-01-16,2024-01-16,Em Funcionamento Normal,BANCO DAYCOVAL S.A.,SIGA GESTORA DE RECURSOS LTDA.,BANCO DAYCOVAL S.A.,170769843.72,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,53505712000129,53505712000129,53505712000129,QI LOANS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,QI LOANS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,QI LOANS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classes de Cotas de Fundos FIDC,2024-01-15,2024-01-15,2025-04-25,2025-04-25,2025-04-25,Em Funcionamento Normal,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,C20 QUADRANTE INVESTIMENTOS LTDA.,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,16836376.21,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53523699000130,53523699000130,,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIGA ENERGIA PORTFÓLIO DE RESPONSABILIDADE LIMITADA,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SIGA ENERGIA PORTFÓLIO DE RESPONSABILIDADE LIMITADA,,FIDC,2024-01-15,2024-01-15,,2024-01-16,2024-01-16,Em Funcionamento Normal,BANCO DAYCOVAL S.A.,SIGA GESTORA DE RECURSOS LTDA.,,48835096.7,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53505712000129,53505712000129,,QI LOANS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,QI LOANS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,,FIDC,2024-01-15,2024-01-15,,2025-04-25,2025-04-25,Em Funcionamento Normal,FINVEST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,C20 QUADRANTE INVESTIMENTOS LTDA.,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,53560257000164,53560257000164,53560257000164,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCIAMENTO DE VEÍCULOS PESADOS - RESPONSABILIDADE L,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCIAMENTO DE VEÍCULOS PESADOS - RESPONSABILIDADE L,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCIAMENTO DE VEÍCULOS PESADOS - RESPONSABILIDADE L,Classes de Cotas de Fundos FIDC,2024-01-16,2024-01-16,2024-01-16,2024-01-16,2024-01-16,Em Funcionamento Normal,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PATRIMONIAL GESTÃO DE RECURSOS LTDA.,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,37317760.77,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,58922423000149,58922423000149,58922423000149,PBG SUPPLIERS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIO,PBG SUPPLIERS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIO,PBG SUPPLIERS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIO,Classes de Cotas de Fundos FIDC,2024-01-16,2024-01-16,2024-01-16,2025-01-16,2025-01-16,Em Funcionamento Normal,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,KANASTRA ADMINISTRAÇÃO DE RECURSOS LTDA,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,162122902.89,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53560257000164,53560257000164,,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCIAMENTO DE VEÍCULOS PESADOS - RESPONSABILIDADE L,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCIAMENTO DE VEÍCULOS PESADOS - RESPONSABILIDADE L,,FIDC,2024-01-16,2024-01-16,,2024-01-18,2024-01-18,Em Funcionamento Normal,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PATRIMONIAL GESTÃO DE RECURSOS LTDA.,,8505071.53,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,58922423000149,58922423000149,,PBG SUPPLIERS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIO,PBG SUPPLIERS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIO,,FIDC,2024-01-16,2024-01-16,,2025-01-16,2025-01-16,Em Funcionamento Normal,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,KANASTRA ADMINISTRAÇÃO DE RECURSOS LTDA,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,58954368000179,58954368000179,58954368000179,BELLAGIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,BELLAGIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,BELLAGIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,Classes de Cotas de Fundos FIDC,2024-01-17,2024-01-17,2024-01-17,2025-01-17,2025-01-17,Em Funcionamento Normal,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,MULTIPLICA CAPITAL ASSET MANAGEMENT LTDA.,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,17416066.36,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,53553002000174,53553002000174,53553002000174,JIVE DISTRESSED & SPECIAL SITS IV (QUALIFICADO) FIDC - RESPONSABILIDADE LIMITADA,JIVE DISTRESSED & SPECIAL SITS IV (QUALIFICADO) FIDC - RESPONSABILIDADE LIMITADA,JIVE DISTRESSED & SPECIAL SITS IV (QUALIFICADO) FIDC - RESPONSABILIDADE LIMITADA,Classes de Cotas de Fundos FIDC,2024-01-17,2024-01-17,2024-01-18,2024-01-18,2024-01-18,Em Funcionamento Normal,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,JIVE INVESTMENTS GESTÃO DE RECURSOS E CONSULTORIA S.A.,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,325381875.76,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,58954368000179,58954368000179,,BELLAGIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,BELLAGIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,,FIDC,2024-01-17,2024-01-17,,2025-01-17,2025-01-17,Em Funcionamento Normal,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,MULTIPLICA CAPITAL ASSET MANAGEMENT LTDA.,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53553002000174,53553002000174,,JIVE DISTRESSED & SPECIAL SITS IV (QUALIFICADO) FIDC - RESPONSABILIDADE LIMITADA,JIVE DISTRESSED & SPECIAL SITS IV (QUALIFICADO) FIDC - RESPONSABILIDADE LIMITADA,,FIDC,2024-01-17,2024-01-17,,2024-01-18,2024-01-18,Em Funcionamento Normal,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,JIVE INVESTMENTS GESTÃO DE RECURSOS E CONSULTORIA S.A.,,223551066.19,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,53604320000117,53604320000117,53604320000117,BEM BARATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,BEM BARATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,BEM BARATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classes de Cotas de Fundos FIDC,2024-01-18,2024-01-18,2024-01-22,2024-01-22,2024-01-22,Em Funcionamento Normal,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,OURO PRETO GESTÃO DE RECURSOS S.A.,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,26010164.36,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53604320000117,53604320000117,,BEM BARATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,BEM BARATO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,,FIDC,2024-01-18,2024-01-18,,2024-01-22,2024-01-22,Em Funcionamento Normal,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,OURO PRETO GESTÃO DE RECURSOS S.A.,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53560992000178,53560992000178,,NOOA FIAGRO RESPONSABILIDADE LIMITADA,NOOA FIAGRO RESPONSABILIDADE LIMITADA,,FIDC,2024-01-18,2024-01-18,,2024-01-18,2024-01-18,Cancelado,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CERES ASSET GESTAO DE INVESTIMENTOS LTDA,,39937869.48,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,53577135000180,53577135000180,53577135000180,ANGÁ FGTS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,ANGÁ FGTS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,ANGÁ FGTS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,Classes de Cotas de Fundos FIDC,2024-01-19,2024-01-19,2024-01-19,2024-01-19,2024-01-19,Em Funcionamento Normal,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ANGÁ ADMINISTRAÇÃO DE RECURSOS LTDA.,LASTRO RDV DTVM Ltda,264151836.99,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,53577135000180,53577135000180,,ANGÁ FGTS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,ANGÁ FGTS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,,FIDC,2024-01-19,2024-01-19,,2024-01-19,2024-01-19,Em Funcionamento Normal,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ANGÁ ADMINISTRAÇÃO DE RECURSOS LTDA.,,411627261.36,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
