entity_kind,cnpj_entity,cnpj_fundo,cnpj_classe,nome_entity,nome_fundo,nome_classe,tipo_fidc_cvm,first_known_date,first_data_constituicao,first_data_inicio,first_data_registro,latest_data_registro,situacao_latest,administrador,gestor,custodiante,patrimonio_liquido_latest,data_patrimonio_liquido_latest,source_datasets,raw_record_count,registered_since_2024,born_since_2024_strict,registration_is_probable_recadastro,platform_has_regulatory_knowledge,platform_has_raw_documents,platform_has_curated_emission_rows,platform_coverage_level
classe_rcvm175,54248993000144,54248993000144,54248993000144,TRINITÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,TRINITÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,TRINITÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classes de Cotas de Fundos FIDC,2024-03-08,2024-03-08,2024-03-08,2024-03-08,2024-03-08,Em Funcionamento Normal,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,POSITIVA INVESTIMENTOS LTDA,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,935229.45,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54304843000100,54304843000100,,DAYCOVAL D90 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,DAYCOVAL D90 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,,FIDC,2024-03-08,2024-03-08,,2024-03-13,2024-03-13,Cancelado,BANCO DAYCOVAL S.A.,DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54252144000164,54252144000164,,J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,,FIDC,2024-03-08,2024-03-08,,2024-03-08,2024-03-08,Em Funcionamento Normal,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,BURITI INVESTIMENTOS GESTORA DE RECURSOS LTDA,,102038998.51,2024-09-30,registro_fundo.csv,1,True,True,False,True,True,True,emissoes_curadas
fundo_rcvm175,54246763000146,54246763000146,,LEONE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,LEONE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,,FIDC,2024-03-08,2024-03-08,,2024-03-08,2024-03-08,Em Funcionamento Normal,INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,NUMBER ASSET BRASIL LTDA.,,11960132.18,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54244336000129,54244336000129,,SANTÉ FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,SANTÉ FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,,FIDC,2024-03-08,2024-03-08,,2024-03-08,2024-03-08,Em Funcionamento Normal,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,TERCON INVESTIMENTOS LTDA,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54304772000146,54304772000146,,ST 1008 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ST 1008 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,,FIDC,2024-03-08,2024-03-08,,2024-03-13,2024-03-13,Em Funcionamento Normal,BANCO DAYCOVAL S.A.,STRATA CAPITAL GESTÃO DE RECURSOS LTDA,,48780135.65,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54248993000144,54248993000144,,TRINITÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,TRINITÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,,FIDC,2024-03-08,2024-03-08,,2024-03-08,2024-03-08,Em Funcionamento Normal,SEFER INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,POSITIVA INVESTIMENTOS LTDA,,1076809.57,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54272451000107,54272451000107,54272451000107,ARP CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ARP CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ARP CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Classes de Cotas de Fundos FIDC,2024-03-11,2024-03-11,2024-03-11,2024-03-11,2024-03-11,Em Funcionamento Normal,PLANNER CORRETORA DE VALORES S.A.,REDWOOD ADMINISTRAÇÃO DE RECURSOS LTDA,PLANNER CORRETORA DE VALORES S.A.,71141613.24,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54246795000141,54246795000141,54246795000141,LOGÍSTICA BR I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA - LONGO P,LOGÍSTICA BR I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA - LONGO P,LOGÍSTICA BR I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA - LONGO P,Classes de Cotas de Fundos FIDC,2024-03-11,2024-03-11,2024-03-11,2024-03-11,2024-03-11,Em Funcionamento Normal,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,ASAROCK ASSET MANAGEMENT LTDA.,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,4155182.26,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54276269000124,54276269000124,54276269000124,VULCANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,VULCANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,VULCANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classes de Cotas de Fundos FIDC,2024-03-11,2024-03-11,2024-03-11,2024-03-11,2024-03-11,Em Funcionamento Normal,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,WNT GESTORA DE RECURSOS LTDA,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1372540.5,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54272451000107,54272451000107,,ARP CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ARP CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,,FIDC,2024-03-11,2024-03-11,,2024-03-11,2024-03-11,Em Funcionamento Normal,PLANNER CORRETORA DE VALORES S.A.,REDWOOD ADMINISTRAÇÃO DE RECURSOS LTDA,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54246795000141,54246795000141,,LOGÍSTICA BR I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA - LONGO P,LOGÍSTICA BR I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA - LONGO P,,FIDC,2024-03-11,2024-03-11,,2024-03-11,2024-03-11,Em Funcionamento Normal,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,ASAROCK ASSET MANAGEMENT LTDA.,,4746144.73,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54276269000124,54276269000124,,VULCANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,VULCANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,,FIDC,2024-03-11,2024-03-11,,2024-03-11,2024-03-11,Em Funcionamento Normal,TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,WNT GESTORA DE RECURSOS LTDA,,1444144.83,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54287342000163,54287342000163,54287342000163,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PIX CARD CONSIG,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PIX CARD CONSIG,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PIX CARD CONSIG,Classes de Cotas de Fundos FIDC,2024-03-12,2024-03-12,2024-03-12,2024-03-12,2024-03-12,Em Funcionamento Normal,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,ELLO GESTORA DE RECURSOS LTDA,LASTRO RDV DTVM Ltda,25226301.34,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54316081000162,54316081000162,54316081000162,GIDEON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS RL,GIDEON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS RL,GIDEON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS RL,Classes de Cotas de Fundos FIDC,2024-03-12,2024-03-12,2026-02-09,2026-02-09,2026-02-09,Em Funcionamento Normal,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,UJAY CAPITAL INVESTIMENTOS LTDA,BANCO BTG PACTUAL S/A,50416130.5,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54287342000163,54287342000163,,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PIX CARD CONSIG,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PIX CARD CONSIG,,FIDC,2024-03-12,2024-03-12,,2024-03-12,2024-03-12,Em Funcionamento Normal,ACTUAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,ELLO GESTORA DE RECURSOS LTDA,,25531881.59,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54316081000162,54316081000162,,GIDEON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS RL,GIDEON FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS RL,,FIDC,2024-03-12,2024-03-12,,2026-02-09,2026-02-09,Em Funcionamento Normal,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,UJAY CAPITAL INVESTIMENTOS LTDA,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54349764000116,54349764000116,54349764000116,LOGICAL ADVANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,LOGICAL ADVANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,LOGICAL ADVANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classes de Cotas de Fundos FIDC,2024-03-13,2024-03-13,2024-03-15,2024-03-15,2024-03-15,Em Funcionamento Normal,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,NEBRASKA CAPITAL GESTÃO DE RECURSOS LTDA,BANCO BTG PACTUAL S/A,124814082.03,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54323848000180,54323848000180,54323848000180,RAMAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PUBLICO,RAMAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PUBLICO,RAMAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PUBLICO,Classes de Cotas de Fundos FIDC,2024-03-13,2024-03-13,2024-03-14,2024-03-14,2024-03-14,Em Funcionamento Normal,PLANNER CORRETORA DE VALORES S.A.,UTILITY GESTORA DE RECURSOS LTDA.,PLANNER CORRETORA DE VALORES S.A.,5476483.35,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54349764000116,54349764000116,,LOGICAL ADVANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,LOGICAL ADVANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,,FIDC,2024-03-13,2024-03-13,,2024-03-15,2024-03-15,Em Funcionamento Normal,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,NEBRASKA CAPITAL GESTÃO DE RECURSOS LTDA,,33400867.69,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54323848000180,54323848000180,,RAMAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PUBLICO,RAMAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO PUBLICO,,FIDC,2024-03-13,2024-03-13,,2024-03-14,2024-03-14,Em Funcionamento Normal,PLANNER CORRETORA DE VALORES S.A.,UTILITY GESTORA DE RECURSOS LTDA.,,2385944.08,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54335957000118,54335957000118,54335957000118,CREDIT RESTRUCTURING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CREDIT RESTRUCTURING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CREDIT RESTRUCTURING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classes de Cotas de Fundos FIDC,2024-03-14,2024-03-14,2024-03-14,2024-03-14,2024-03-14,Em Funcionamento Normal,XP INVESTIMENTOS CCTVM S.A.,XP INVESTIMENTOS CCTVM S.A.,OLIVEIRA TRUST DTVM S.A.,212461954.83,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54326936000136,54326936000136,54326936000136,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA SAQUE FGTS,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA SAQUE FGTS,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA SAQUE FGTS,Classes de Cotas de Fundos FIDC,2024-03-14,2024-03-14,2024-03-14,2024-03-14,2024-03-14,Em Funcionamento Normal,BANCO DAYCOVAL S.A.,EXT CAPITAL LTDA.,BANCO DAYCOVAL S.A.,71703031.32,2026-04-30,registro_classe.csv,2,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54327130000162,54327130000162,54327130000162,ST 1006 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ST 1006 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ST 1006 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Classes de Cotas de Fundos FIDC,2024-03-14,2024-03-14,2024-03-14,2024-03-14,2024-03-14,Em Funcionamento Normal,BANCO DAYCOVAL S.A.,STRATA CAPITAL GESTÃO DE RECURSOS LTDA,BANCO DAYCOVAL S.A.,259717.8,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54326983000180,54326983000180,54326983000180,ST 1007 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ST 1007 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ST 1007 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Classes de Cotas de Fundos FIDC,2024-03-14,2024-03-14,2024-03-14,2024-03-14,2024-03-14,Em Funcionamento Normal,BANCO DAYCOVAL S.A.,STRATA CAPITAL GESTÃO DE RECURSOS LTDA,BANCO DAYCOVAL S.A.,77017893.15,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54332890000168,54332890000168,54332890000168,XENON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,XENON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,XENON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classes de Cotas de Fundos FIDC,2024-03-14,2024-03-14,2024-03-14,2024-03-14,2024-03-14,Em Funcionamento Normal,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,325666710.58,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54335957000118,54335957000118,,CREDIT RESTRUCTURING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CREDIT RESTRUCTURING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,,FIDC,2024-03-14,2024-03-14,,2024-03-14,2024-03-14,Em Funcionamento Normal,XP INVESTIMENTOS CCTVM S.A.,XP INVESTIMENTOS CCTVM S.A.,,78224478.76,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54326936000136,54326936000136,,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA SAQUE FGTS,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA SAQUE FGTS,,FIDC,2024-03-14,2024-03-14,,2024-03-14,2024-03-14,Em Funcionamento Normal,BANCO DAYCOVAL S.A.,EXT CAPITAL LTDA.,,74901466.46,2024-09-30,registro_fundo.csv,2,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54326875000107,54326875000107,,MÖBIUS JMS FIAGRO - DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,MÖBIUS JMS FIAGRO - DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,,FIDC,2024-03-14,2024-03-14,,2024-03-14,2024-03-14,Cancelado,BANCO DAYCOVAL S.A.,MÖBIUS CAPITAL GESTÃO DE RECURSOS LTDA.,,82411959.05,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54327130000162,54327130000162,,ST 1006 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ST 1006 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,,FIDC,2024-03-14,2024-03-14,,2024-03-14,2024-03-14,Em Funcionamento Normal,BANCO DAYCOVAL S.A.,STRATA CAPITAL GESTÃO DE RECURSOS LTDA,,70003741.12,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54326983000180,54326983000180,,ST 1007 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ST 1007 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,,FIDC,2024-03-14,2024-03-14,,2024-03-14,2024-03-14,Em Funcionamento Normal,BANCO DAYCOVAL S.A.,STRATA CAPITAL GESTÃO DE RECURSOS LTDA,,80917174.91,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54328250000184,54328250000184,,VALE RIO CLARO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,VALE RIO CLARO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,,FIDC,2024-03-14,2024-03-14,,2024-03-14,2024-03-14,Cancelado,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,TERCON INVESTIMENTOS LTDA,,81817885.21,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54332890000168,54332890000168,,XENON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,XENON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,,FIDC,2024-03-14,2024-03-14,,2024-03-14,2024-03-14,Em Funcionamento Normal,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54349601000133,54349601000133,54349601000133,AERIS FIDC - INDÚSTRIA E COMÉRCIO - RESPONSABILIDADE LIMITADA,AERIS FIDC - INDÚSTRIA E COMÉRCIO - RESPONSABILIDADE LIMITADA,AERIS FIDC - INDÚSTRIA E COMÉRCIO - RESPONSABILIDADE LIMITADA,Classes de Cotas de Fundos FIDC,2024-03-15,2024-03-15,2024-03-27,2024-03-27,2024-03-27,Em Funcionamento Normal,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,UTILITY GESTORA DE RECURSOS LTDA.,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,183156740.04,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54349373000100,54349373000100,54349373000100,NORFOLK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,NORFOLK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,NORFOLK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classes de Cotas de Fundos FIDC,2024-03-15,2024-03-15,2024-03-15,2024-03-15,2024-03-15,Em Funcionamento Normal,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,266367591.06,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54349601000133,54349601000133,,AERIS FIDC - INDÚSTRIA E COMÉRCIO - RESPONSABILIDADE LIMITADA,AERIS FIDC - INDÚSTRIA E COMÉRCIO - RESPONSABILIDADE LIMITADA,,FIDC,2024-03-15,2024-03-15,,2024-03-15,2024-03-15,Em Funcionamento Normal,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,UTILITY GESTORA DE RECURSOS LTDA.,,155106607.89,2024-09-30,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
fundo_rcvm175,54349373000100,54349373000100,,NORFOLK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,NORFOLK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,,FIDC,2024-03-15,2024-03-15,,2024-03-15,2024-03-15,Em Funcionamento Normal,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,,,,registro_fundo.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54374043000166,54374043000166,54374043000166,ANVEX FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,ANVEX FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,ANVEX FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,Classes de Cotas de Fundos FIDC,2024-03-18,2024-03-18,2026-03-10,2026-03-10,2026-03-10,Fase Pré-Operacional,PLANNER CORRETORA DE VALORES S.A.,REDWOOD ADMINISTRAÇÃO DE RECURSOS LTDA,PLANNER CORRETORA DE VALORES S.A.,,,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54379696000138,54379696000138,54379696000138,ORLOV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ORLOV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,ORLOV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,Classes de Cotas de Fundos FIDC,2024-03-18,2024-03-18,2024-03-19,2024-03-19,2024-03-19,Fase Pré-Operacional,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,STRIVO GESTORA DE RECURSOS Ltda,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,,,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54372427000140,54372427000140,54372427000140,REDVECO CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,REDVECO CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,REDVECO CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classes de Cotas de Fundos FIDC,2024-03-18,2024-03-18,2025-11-28,2025-11-28,2025-11-28,Em Funcionamento Normal,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,REAG PORTFÓLIO SOLUTIONS LTDA.,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,622874086.74,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
classe_rcvm175,54373367000180,54373367000180,54373367000180,REVEE CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,REVEE CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,REVEE CASH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,Classes de Cotas de Fundos FIDC,2024-03-18,2024-03-18,2025-11-28,2025-11-28,2025-11-28,Em Funcionamento Normal,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,REAG PORTFÓLIO SOLUTIONS LTDA.,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,618486282.37,2026-04-30,registro_classe.csv,1,True,True,False,False,False,False,sem_curadoria_local
