Fundo,CNPJ,Item,Percentual a.a.,Mínimo mensal,Fonte,Versão vigente / base documental,Mudanças relevantes,Status curadoria
ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA,58.288.437/0001-52,Administração,curadoria específica ainda não carregada,curadoria específica ainda não carregada,lacuna: CNPJ sem linha curada em data/regulatory_profiles/*structural_costs.csv,—,—,lacuna explícita
ALTOMAX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO RECEBÍVEIS COMERCIAIS DE RESP LTDA,58.288.437/0001-52,Gestão,curadoria específica ainda não carregada,curadoria específica ainda não carregada,lacuna: CNPJ sem linha curada em data/regulatory_profiles/*structural_costs.csv,—,—,lacuna explícita
