grupo,cnpj,fundo,documentos_inventariados,pdfs_locais_analisaveis,documentos_sem_pdf_local,paginas_pdf_locais,quebra_por_categoria
FIDC J17 FGTS,54.252.144/0001-64,J17 FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO - RESPONSABILIDADE LIMITADA,55,43,12,4141,regulamento: 21; outro: 12; emissao: 10; assembleia: 8; evento: 4
