grupo,cnpj,fundo,documentos_inventariados,pdfs_locais_analisaveis,documentos_sem_pdf_local,paginas_pdf_locais,quebra_por_categoria
FIDC Lunelli,36.643.621/0001-30,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRINDADE - RESPONSABILIDADE LIMITADA,43,18,25,364,outro: 25; regulamento: 9; assembleia: 7; emissao: 1; evento: 1
