cnpj_fundo,first_offer_date,latest_offer_date,offer_volume_24m_brl,offers_24m,public_target,fund_name,current_pl_brl,cotistas_x1,administrator,manager,custodian,total_pf,total_pj_nao_financ,total_banco,total_corretora_distrib,total_pj_financ,total_invnr,total_eapc,total_efpc,total_rpps,total_segur,total_capitaliz,total_cota_fidc,total_fii,total_outro_fi,total_clube,total_outro,cotistas_x11,family_pessoas_naturais,family_pj_nao_financeira,family_instituicoes_financeiras,family_investidores_estrangeiros,family_previdencia_e_seguradoras,family_fundos_de_investimento,family_clubes_de_investimento,family_outros,dominant_investor_family,cotistas_histogram_value,cotistas_bucket
63168433000170,2025-10-24,2025-10-24,300000000.0,1,Profissional,LARCA AURORA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO DE RESPONSABILIDADE LIMITADA,275326513.53,13.0,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,VERT GESTORA DE RECURSOS FINANCEIROS LTDA.,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,13.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,pessoas naturais,13.0,11-50
58377489000103,2024-12-11,2024-12-11,300000000.0,1,Profissional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>500
58321970000179,2025-03-10,2026-04-24,300000000.0,4,Profissional,SIRIUS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,190606985.96,2.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,TERCON INVESTIMENTOS S.A.,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,fundos de investimento,2.0,2-5
62014120000103,2025-08-08,2025-08-08,300000000.0,1,Profissional,ITAÚ CRÉDITO ESTRUTURADO ALPES III CHAMADA DE CAPITAL FIDC RESPONSABILIDADE LIMITADA,182410428.84,209.0,INTRAG DTVM LTDA.,ITAU UNIBANCO ASSET MANAGEMENT LTDA.,ITAU UNIBANCO S.A.,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,209.0,155.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,pessoas naturais,209.0,101-500
56797968000145,2024-09-30,2026-03-18,299000000.0,4,Profissional,PJUS ABETO FIDC DE PRECATÓRIOS FEDERAIS DE RESPONSABILIDADE LIMITADA,158483535.55,39.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,XP VISTA ASSET MANAGEMENT LTDA.,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,23.0,39.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,23.0,outros,39.0,11-50
41778453000120,2024-06-06,2025-12-10,295500000.0,5,Profissional,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA INCLUSÃO FINANCEIRA,347830986.65,119.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,MILÊNIO CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,4.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,104.0,0.0,0.0,119.0,4.0,7.0,2.0,0.0,0.0,106.0,0.0,0.0,fundos de investimento,119.0,101-500
63934300000168,2025-12-17,2026-04-20,290000000.0,2,Profissional,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO EXT V-EIGHT - RESPONSABILIDADE LIMITADA,167164295.78,22.0,BANCO DAYCOVAL S.A.,EXT CAPITAL LTDA.,BANCO DAYCOVAL S.A.,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,22.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,2.0,fundos de investimento,22.0,11-50
57777919000103,2024-10-25,2026-01-15,290000000.0,2,Profissional,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SÃO PAULO FUTEBOL CLUBE - RESPONSABILIDADE LIMITADA,183244954.11,664.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPAÇÕES LTDA.,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,24.0,0.0,627.0,664.0,0.0,1.0,1.0,0.0,0.0,35.0,0.0,627.0,outros,664.0,>500
59258058000182,2025-03-17,2026-03-20,290000000.0,7,Profissional | Qualificado,AUDAX LION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,130207464.79,63.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,TERCON INVESTIMENTOS S.A.,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,63.0,2.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,fundos de investimento,63.0,51-100
22945783000119,2024-08-09,2026-04-22,289999963.27,8,Profissional,LEVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,275751255.37,39.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ARTESANAL MCMS LTDA,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,39.0,1.0,3.0,0.0,0.0,0.0,35.0,0.0,0.0,fundos de investimento,39.0,11-50
58154011000106,2024-12-13,2024-12-13,289000000.0,1,Profissional,FARMTECH KEY ACCOUNTS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO - RESP LTDA,360272681.97,5.0,OLIVEIRA TRUST DTVM S.A.,FARMTECH GESTÃO DE RECURSOS LTDA.,OLIVEIRA TRUST DTVM S.A.,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,instituicoes financeiras,5.0,2-5
66334710000166,2026-05-05,2026-05-05,285000000.0,1,Profissional,CRÉDITO PLUS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESP LIMITADA,40309066.93,45.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,MILÊNIO CAPITAL GESTÃO DE INVESTIMENTOS LTDA.,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,34.0,0.0,0.0,45.0,1.0,5.0,1.0,0.0,0.0,38.0,0.0,0.0,fundos de investimento,45.0,11-50
63395725000146,2026-02-10,2026-02-10,285000000.0,1,Profissional,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DOTZ NOVERDE - RESPONSABILIDADE LIMITADA,239839512.48,19.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,POLÍGONO CAPITAL LTDA,BANCO GENIAL S.A.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,fundos de investimento,19.0,11-50
52271464000136,2024-10-28,2025-10-28,284493140.58,5,Profissional,KIWIFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE,339663291.12,4.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,H2 KAPITAL S.A.,BANCO GENIAL S.A.,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,instituicoes financeiras,4.0,2-5
60761394000122,2025-07-14,2025-07-14,284000000.0,1,Profissional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>500
60742201000196,2025-07-14,2025-07-14,284000000.0,1,Profissional,FGCB III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MULTICARTEIRA - RESP LIMITADA,372345045.49,13.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,outros,13.0,11-50
57088244000195,2024-10-28,2024-10-28,283000000.0,1,Profissional,CENTRO SUL CONCESSOES FIDC DE RESPONSABILIDADE LIMITADA,284068868.73,78.0,BANCO DAYCOVAL S.A.,BOCAINA CAPITAL GESTORA DE RECURSOS LTDA.,BANCO DAYCOVAL S.A.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,15.0,78.0,0.0,2.0,0.0,0.0,0.0,61.0,0.0,15.0,fundos de investimento,78.0,51-100
57259989000170,2024-10-29,2024-10-29,280140000.0,1,Profissional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>500
58171340000165,2024-12-19,2025-12-22,280000000.0,2,Profissional,FRIMESA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,357233426.06,4.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,OPEA GESTORA DE RECURSOS LTDA.,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,pj nao financeira,4.0,2-5
54639537000125,2024-06-19,2026-05-18,280000000.0,4,Profissional,GAVEA REAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,398187551.47,41.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,M8 PARTNERS GESTORA DE RECURSOS LTDA.,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,fundos de investimento,41.0,11-50
63931003000169,2025-12-19,2025-12-19,277500000.0,1,Profissional,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COBUCCIO INSS,146842224.98,51.0,BANCO DAYCOVAL S.A.,ANGÁ ADMINISTRAÇÃO DE RECURSOS LTDA.,BANCO DAYCOVAL S.A.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,7.0,51.0,0.0,1.0,0.0,0.0,0.0,43.0,0.0,7.0,fundos de investimento,51.0,51-100
48887679000109,2024-06-06,2026-04-02,276728489.87,13,Profissional,DJF IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - RESPONSABILIDADE LIMITADA,404680666.7,5.0,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,JIVE INVESTMENTS GESTÃO DE RECURSOS E CONSULTORIA S.A.,MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,fundos de investimento,5.0,2-5
58036896000149,2024-11-18,2026-05-27,275000000.0,6,Profissional,ORIZ JUS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,226302980.99,105.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,ORIZ ASSET MANAGEMENT LTDA.,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,0.0,0.0,105.0,47.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,fundos de investimento,105.0,101-500
59323530000113,2025-05-05,2025-05-05,272000000.0,1,Profissional,IFOOD PAGO CRÉDITO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIRO RESP. LIMITADA,339784494.53,3.0,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,VERT GESTORA DE RECURSOS FINANCEIROS LTDA.,VERT DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,instituicoes financeiras,3.0,2-5
45523699000102,2024-12-02,2025-11-07,270000000.02,3,Profissional,VIXTRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,225436283.58,57.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,CONTEA CAPITAL GESTAO DE RECURSOS LTDA,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,2.0,57.0,1.0,3.0,2.0,0.0,0.0,49.0,0.0,2.0,fundos de investimento,57.0,51-100
44680409000171,2024-12-03,2026-02-27,270000000.0,6,Profissional,JUST TEC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,201005747.3,123.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,PLURAL INVESTIMENTOS GESTÃO DE RECURSOS LTDA.,BANCO GENIAL S.A.,10.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,9.0,123.0,10.0,57.0,0.0,0.0,0.0,47.0,0.0,9.0,pj nao financeira,123.0,101-500
55768379000176,2025-06-13,2025-06-13,266000000.0,2,Profissional,FGTS V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,189340308.61,7.0,BANCO DAYCOVAL S.A.,ANGÁ ADMINISTRAÇÃO DE RECURSOS LTDA.,BANCO DAYCOVAL S.A.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,fundos de investimento,7.0,6-10
57283589000108,2024-10-24,2026-01-02,265000000.0,6,Profissional,AXIOS NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,113986383.5,103.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,IRON CAPITAL GESTÃO DE RECURSOS LTDA.,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,52.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,35.0,0.0,0.0,103.0,52.0,1.0,3.0,0.0,0.0,47.0,0.0,0.0,pessoas naturais,103.0,101-500
55711648000168,2024-11-04,2026-02-20,263100000.0,5,Profissional,RIO BRAVO INLIRA STEFANINI CONSÓRCIO FIDC DE RESPONSABILIDADE LIMITADA,314228384.77,103.0,BANCO DAYCOVAL S.A.,RIO BRAVO INVESTIMENTOS LTDA,BANCO DAYCOVAL S.A.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,7.0,103.0,0.0,1.0,0.0,0.0,0.0,95.0,0.0,7.0,fundos de investimento,103.0,101-500
8756222000140,2024-08-12,2026-05-29,263000000.01,8,Profissional,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL TRADEMAX RESPONSABILIDADE LIMITADA,323251457.33,62.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,PARAGUAÇU INVESTIMENTOS LTDA,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,51-100
56260471000193,2025-05-12,2025-05-12,262500000.0,1,Profissional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>500
44002535000177,2024-09-23,2026-03-25,259500000.45,9,Profissional,BEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,237387135.42,123.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,BRZ INVESTIMENTOS LTDA,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,40.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,6.0,123.0,40.0,0.0,9.0,0.0,0.0,68.0,0.0,6.0,fundos de investimento,123.0,101-500
53179862000190,2024-12-18,2025-07-28,259000000.0,2,Profissional,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA FGTS MT II,214171574.52,71.0,BANCO DAYCOVAL S.A.,EXT CAPITAL LTDA.,BANCO DAYCOVAL S.A.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,6.0,71.0,0.0,0.0,1.0,0.0,0.0,64.0,0.0,6.0,fundos de investimento,71.0,51-100
55364540000146,2024-06-11,2024-09-05,258500000.0,3,Profissional,ANGÁ FGTS IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,165577862.82,27.0,BANCO DAYCOVAL S.A.,ANGÁ ADMINISTRAÇÃO DE RECURSOS LTDA.,BANCO DAYCOVAL S.A.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,2.0,fundos de investimento,27.0,11-50
40211693000186,2024-06-14,2025-08-29,255000030.86,12,Profissional,30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,534947313.42,23.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,ARTESANAL MCMS LTDA,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,23.0,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,fundos de investimento,23.0,11-50
62359143000141,2025-09-01,2025-09-01,255000000.0,1,Profissional,XP VINTAGE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA OUTROS RL,155991373.51,98.0,XP INVESTIMENTOS CCTVM S.A.,XP ALLOCATION ASSET MANAGEMENT LTDA.,OLIVEIRA TRUST DTVM S.A.,0.0,2.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,98.0,0.0,2.0,86.0,0.0,0.0,10.0,0.0,0.0,instituicoes financeiras,98.0,51-100
47117622000168,2024-11-26,2025-12-12,255000000.0,6,Profissional,MT SOLIS EXT CAPITAL FIC FIDC RESPONSABILIDADE LIMITADA,123317678.43,10.0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,SOLIS INVESTIMENTOS S A,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,fundos de investimento,10.0,6-10
63032712000102,2025-12-04,2025-12-04,251500000.0,1,Profissional,IORQ FREDERIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,102641874.52,31.0,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,IORQ GESTÃO DE RECURSOS LTDA,BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,21.0,31.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,21.0,outros,31.0,11-50
63679105000139,2025-12-01,2025-12-01,251000000.0,2,Profissional,FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RIZA SRM - RESPONSAB,69348171.19,13.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,RIZA SECURITIZAÇÃO E CARTEIRAS GESTORA DE RECURSOS LTD,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,fundos de investimento,13.0,11-50
54349601000133,2024-08-09,2025-06-05,251000000.0,2,Profissional,AERIS FIDC - INDÚSTRIA E COMÉRCIO - RESPONSABILIDADE LIMITADA,178726708.75,20.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,UTILITY GESTORA DE RECURSOS LTDA.,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,fundos de investimento,20.0,11-50
47117579000130,2025-04-02,2026-01-02,250001594.58,4,Profissional,CRÉDITO CORPORATIVO SOLIS ITER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,348090052.26,3.0,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,SOLIS INVESTIMENTOS S A,HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,fundos de investimento,3.0,2-5
54443336000158,2025-02-12,2025-02-12,250000004.98,1,Profissional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>500
55175561000113,2024-08-05,2024-08-05,250000000.0,1,Profissional,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRATA DIGITAL III FGTS RESPONSABILIDADE LIMITADA,142431174.19,74.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,VERT GESTORA DE RECURSOS FINANCEIROS LTDA.,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,pj nao financeira,74.0,51-100
66578726000114,2026-05-19,2026-05-19,250000000.0,1,Qualificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>500
58595391000114,2025-01-10,2025-01-10,250000000.0,1,Qualificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>500
62017163000134,2025-08-01,2025-08-01,250000000.0,1,Qualificado,ARTESANAL CDI + FIDC III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,295858942.35,3580.0,XP INVESTIMENTOS CCTVM S.A.,ARTESANAL INVESTIMENTOS LTDA,OLIVEIRA TRUST DTVM S.A.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3579.0,0.0,0.0,3580.0,0.0,1.0,0.0,0.0,0.0,3579.0,0.0,0.0,fundos de investimento,3580.0,>500
55486394000121,2024-09-16,2024-09-16,250000000.0,1,Profissional,CONECTA BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,39001355.73,9.0,BANCO DAYCOVAL S.A.,ANGÁ ADMINISTRAÇÃO DE RECURSOS LTDA.,BANCO DAYCOVAL S.A.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,fundos de investimento,9.0,6-10
58152340000118,2026-01-29,2026-01-29,250000000.0,1,Profissional,MONEE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO FINANCEIRO - RESP. LIMITADA,442213717.89,2.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,VALORA RENDA FIXA ESTRUTURADOS LTDA.,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,pj nao financeira,2.0,2-5
43705687000173,2025-05-13,2025-05-13,250000000.0,1,Profissional,EDENEMERALD HEZ FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,385710795.8,37.0,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,GENIAL GESTÃO LTDA.,BANCO GENIAL S.A.,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,0.0,37.0,0.0,0.0,3.0,0.0,0.0,12.0,22.0,0.0,clubes de investimento,37.0,11-50
66935232000140,2026-05-25,2026-05-25,250000000.0,1,Qualificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>500
