competencia,tipo_recebivel_tabela_ii,fundos_reportantes_inadimplencia,pl_reportantes_inadimplencia_brl,carteira_reportantes_inadimplencia_brl,inadimplencia_total_subcategoria_brl,top1_inadimplencia_brl,top1_share,top3_inadimplencia_brl,top3_share,top5_inadimplencia_brl,top5_share,hhi,numero_efetivo_fundos,gini,leitura_concentracao,implicacao_analitica,regra_leitura,fonte
2026-06,Financeiro,649,137771983812.59,124598009593.97,16671268513.960001,1411677797.07,0.08467728750742062,3607934555.3199997,0.21641631842824843,5457001767.71,0.32732972677756805,0.030422797182094136,32.870087323481464,0.890822826488104,Dispersa entre reportantes,Sinal distribuído no subsetor reportante; não comprova risco sistêmico.,"concentrada se HHI >= 0,25 ou Top 5 >= 70%; dispersa se HHI < 0,10 e Top 5 < 40%; demais casos intermediários","CVM, Informe Mensal FIDC, Tabelas I, II e IV, 2026-06"
2026-06,Comercial,129,26333210757.61,21926470850.91,2806645330.2700005,1379908942.75,0.49165775520958044,1939733995.86,0.6911218795405819,2100643933.19,0.7484536469693224,0.2715070729553908,3.683145301206581,0.9005344743565089,Concentrada em poucos fundos,Sinal compatível com casos específicos; requer validação fundo a fundo.,"concentrada se HHI >= 0,25 ou Top 5 >= 70%; dispersa se HHI < 0,10 e Top 5 < 40%; demais casos intermediários","CVM, Informe Mensal FIDC, Tabelas I, II e IV, 2026-06"
2026-06,Cartão de crédito,12,10800328980.539999,9146935042.379997,897937627.78,337434366.0,0.37578820127434664,690502502.84,0.768987156209448,840611070.53,0.936157528678545,0.23667910485250532,4.225130057945691,0.6622571913970734,Concentrada em poucos fundos,Sinal compatível com casos específicos; requer validação fundo a fundo.,"concentrada se HHI >= 0,25 ou Top 5 >= 70%; dispersa se HHI < 0,10 e Top 5 < 40%; demais casos intermediários","CVM, Informe Mensal FIDC, Tabelas I, II e IV, 2026-06"
2026-06,Setor público,26,2714453308.1,2659242340.84,660957941.2700001,501489076.11,0.7587306919202936,566680549.5600001,0.8573624949132914,588559791.86,0.8904648164588349,0.5835448169652699,1.7136644366074725,0.8586921143095838,Concentrada em poucos fundos,Sinal compatível com casos específicos; requer validação fundo a fundo.,"concentrada se HHI >= 0,25 ou Top 5 >= 70%; dispersa se HHI < 0,10 e Top 5 < 40%; demais casos intermediários","CVM, Informe Mensal FIDC, Tabelas I, II e IV, 2026-06"
2026-06,Industrial,32,2466999215.02,2136582447.7,654573322.99,209002258.93,0.31929541212481244,462273437.52000004,0.7062210164758917,534185209.15000004,0.8160815456241269,0.2055655567012044,4.864628180165072,0.8222725024073205,Concentrada em poucos fundos,Sinal compatível com casos específicos; requer validação fundo a fundo.,"concentrada se HHI >= 0,25 ou Top 5 >= 70%; dispersa se HHI < 0,10 e Top 5 < 40%; demais casos intermediários","CVM, Informe Mensal FIDC, Tabelas I, II e IV, 2026-06"
2026-06,Ações judiciais,20,2528707159.81,2147310998.3400002,544610917.35,215878563.53,0.3963904443569267,439411336.81,0.8068353439334519,489330956.78,0.8984964149470515,0.2508597829546624,3.9862906210866367,0.7879680719670759,Concentrada em poucos fundos,Sinal compatível com casos específicos; requer validação fundo a fundo.,"concentrada se HHI >= 0,25 ou Top 5 >= 70%; dispersa se HHI < 0,10 e Top 5 < 40%; demais casos intermediários","CVM, Informe Mensal FIDC, Tabelas I, II e IV, 2026-06"
2026-06,Serviços,66,7221729021.450001,6693967309.710001,486889778.28,122507640.78,0.2516126775402306,205751715.19000003,0.42258376406431064,251191391.55,0.5159101767085058,0.09326598534745235,10.722022570979206,0.7435687941115696,Concentração intermediária,Combina cauda material e dispersão; requer leitura dos maiores e do restante.,"concentrada se HHI >= 0,25 ou Top 5 >= 70%; dispersa se HHI < 0,10 e Top 5 < 40%; demais casos intermediários","CVM, Informe Mensal FIDC, Tabelas I, II e IV, 2026-06"
2026-06,Agronegócio,14,2912251316.7499995,2031781466.5499997,464036713.2999999,129100201.4,0.2782111796325406,267827019.27999997,0.5771677360942985,360965080.86999995,0.7778804360176473,0.15431892927049376,6.480086433513137,0.5610320089731571,Concentrada em poucos fundos,Sinal compatível com casos específicos; requer validação fundo a fundo.,"concentrada se HHI >= 0,25 ou Top 5 >= 70%; dispersa se HHI < 0,10 e Top 5 < 40%; demais casos intermediários","CVM, Informe Mensal FIDC, Tabelas I, II e IV, 2026-06"
2026-06,Imobiliário,7,568622305.45,523395421.74999994,51005709.67,21543419.64,0.4223727064946845,40588138.08,0.7957567563043378,47806263.88,0.9372727914051195,0.2740569019047561,3.6488772698289247,0.48837013522081296,Concentrada em poucos fundos,Sinal compatível com casos específicos; requer validação fundo a fundo.,"concentrada se HHI >= 0,25 ou Top 5 >= 70%; dispersa se HHI < 0,10 e Top 5 < 40%; demais casos intermediários","CVM, Informe Mensal FIDC, Tabelas I, II e IV, 2026-06"
2026-06,Factoring,1,103640698.41,82562643.94999999,11487687.9,11487687.9,1.0,11487687.9,1.0,11487687.9,1.0,1.0,1.0,0.0,Concentrada em poucos fundos,Sinal compatível com casos específicos; requer validação fundo a fundo.,"concentrada se HHI >= 0,25 ou Top 5 >= 70%; dispersa se HHI < 0,10 e Top 5 < 40%; demais casos intermediários","CVM, Informe Mensal FIDC, Tabelas I, II e IV, 2026-06"
