cnpj_veiculo,nome_df_btg,cnpj_fundo,denominacao,is_fic_fidc,admin_nome,admin_cnpj,gestor_nome,gestor_cnpj,custodiante_nome,custodiante_cnpj,competencia,cnpj_veiculo_formatado,cnpj_fundo_formatado,observado_competencia,pl_mai26_brl,admin_grupo,btg_no_papel_admin,gestor_grupo,btg_no_papel_gestor,custodiante_grupo,btg_no_papel_custodiante,reconciliado_controlado_ativo,btg_administrador_pl_brl,share_pl_btg_administrador,btg_gestor_pl_brl,share_pl_btg_gestor,btg_custodiante_pl_brl,share_pl_btg_custodiante,fundosnet_url,btg_ifrs_source_url,btg_ifrs_source_reference
52242420000188,BTG Pactual Consignados II FIDC,52242420000188,BTG PACTUAL CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,BANCO BTG PACTUAL S/A,30306294000145,BANCO BTG PACTUAL S/A,30306294000145,2026-06,52.242.420/0001-88,52.242.420/0001-88,True,8032044361.07,BTG Pactual,True,BTG Pactual,True,BTG Pactual,True,True,123348918550.75,0.06511645546179101,79119228384.94,0.10151823425263415,122702070788.68001,0.06545972948494853,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=52242420000188,https://d169uzu5o4xu1k.cloudfront.net/78a5a309-f13a-41ed-a7d1-814e37b63259/2026/03dec8c5-4ac7-4de5-89b5-2bad97ed63cc.pdf,"BTG Pactual, demonstrações IFRS 1T26, nota 3.d, p. 19 do PDF"
50906397000153,BTG Pactual Consignados FIDC,50906397000153,BTG PACTUAL CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,BANCO BTG PACTUAL S/A,30306294000145,BANCO BTG PACTUAL S/A,30306294000145,2026-06,50.906.397/0001-53,50.906.397/0001-53,True,6007175688.48,BTG Pactual,True,BTG Pactual,True,BTG Pactual,True,True,123348918550.75,0.04870067576643115,79119228384.94,0.07592561013427981,122702070788.68001,0.048957410823372974,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=50906397000153,https://d169uzu5o4xu1k.cloudfront.net/78a5a309-f13a-41ed-a7d1-814e37b63259/2026/03dec8c5-4ac7-4de5-89b5-2bad97ed63cc.pdf,"BTG Pactual, demonstrações IFRS 1T26, nota 3.d, p. 19 do PDF"
29225241000110,FIDC Alternative Assets III,29225241000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS III RESPONSABILIDADE LIMITADA,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,BANCO BTG PACTUAL S/A,30306294000145,BANCO BTG PACTUAL S/A,30306294000145,2026-06,29.225.241/0001-10,29.225.241/0001-10,True,5861437942.62,BTG Pactual,True,BTG Pactual,True,BTG Pactual,True,True,123348918550.75,0.047519167670759935,79119228384.94,0.07408360852689634,122702070788.68001,0.04776967417864273,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=29225241000110,https://d169uzu5o4xu1k.cloudfront.net/78a5a309-f13a-41ed-a7d1-814e37b63259/2026/03dec8c5-4ac7-4de5-89b5-2bad97ed63cc.pdf,"BTG Pactual, demonstrações IFRS 1T26, nota 3.d, p. 19 do PDF"
60010416000112,MT Consignado Privado I FIDC,60010416000112,MT CONSIGNADO PRIVADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,29650082000100,BANCO BTG PACTUAL S/A,30306294000145,2026-06,60.010.416/0001-12,60.010.416/0001-12,True,3072067502.44,BTG Pactual,True,BTG Pactual,True,BTG Pactual,True,True,123348918550.75,0.02490550820010672,79119228384.94,0.03882832991612889,122702070788.68001,0.02503680241656864,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=60010416000112,https://d169uzu5o4xu1k.cloudfront.net/78a5a309-f13a-41ed-a7d1-814e37b63259/2026/03dec8c5-4ac7-4de5-89b5-2bad97ed63cc.pdf,"BTG Pactual, demonstrações IFRS 1T26, nota 3.d, p. 19 do PDF"
24194675000187,FIDC Alternative Assets I,24194675000187,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS I RESPONSABILIDADE LIMITADA,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,BANCO BTG PACTUAL S/A,30306294000145,BANCO BTG PACTUAL S/A,30306294000145,2026-06,24.194.675/0001-87,24.194.675/0001-87,True,3030582055.52,BTG Pactual,True,BTG Pactual,True,BTG Pactual,True,True,123348918550.75,0.02456918221194711,79119228384.94,0.038303989022431595,122702070788.68001,0.02469870342073794,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=24194675000187,https://d169uzu5o4xu1k.cloudfront.net/78a5a309-f13a-41ed-a7d1-814e37b63259/2026/03dec8c5-4ac7-4de5-89b5-2bad97ed63cc.pdf,"BTG Pactual, demonstrações IFRS 1T26, nota 3.d, p. 19 do PDF"
54871427000194,Consignado Delta Receivables I FIDC,54871427000194,CONSIGNADO DELTA RECEIVABLES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,False,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,29650082000100,BANCO BTG PACTUAL S/A,30306294000145,2026-06,54.871.427/0001-94,54.871.427/0001-94,True,2008347381.44,BTG Pactual,True,BTG Pactual,True,BTG Pactual,True,True,123348918550.75,0.01628184020611171,79119228384.94,0.025383808998600904,122702070788.68001,0.01636767308433463,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=54871427000194,https://d169uzu5o4xu1k.cloudfront.net/78a5a309-f13a-41ed-a7d1-814e37b63259/2026/03dec8c5-4ac7-4de5-89b5-2bad97ed63cc.pdf,"BTG Pactual, demonstrações IFRS 1T26, nota 3.d, p. 19 do PDF"
