cnpj_fundo,veiculos_reportantes,cnpjs_reportantes,pl_brl,cnpj_fundo_14,diferenca_veiculos_menos_fundo,universo_veiculos,universo_fundos
50.774.127/0001-36,1,50.774.127/0001-36,41447399.82,50774127000136,0,4252,4247
48.928.987/0001-35,1,48.928.987/0001-35,41410831.66,48928987000135,0,4252,4247
45.145.168/0001-23,1,45.145.168/0001-23,41340002.93,45145168000123,0,4252,4247
65.225.163/0001-18,1,65.225.163/0001-18,41330853.64,65225163000118,0,4252,4247
55.507.580/0001-08,1,55.507.580/0001-08,41323728.23,55507580000108,0,4252,4247
60.095.481/0001-98,1,60.095.481/0001-98,41309285.35,60095481000198,0,4252,4247
49.938.183/0001-80,1,49.938.183/0001-80,41300684.62,49938183000180,0,4252,4247
62.604.001/0001-00,1,62.604.001/0001-00,41296896.72,62604001000100,0,4252,4247
33.003.417/0001-67,1,33.003.417/0001-67,41256141.36,33003417000167,0,4252,4247
63.123.419/0001-50,1,63.123.419/0001-50,41254406.98,63123419000150,0,4252,4247
40.676.621/0001-04,1,40.676.621/0001-04,41216727.76,40676621000104,0,4252,4247
53.073.545/0001-94,1,53.073.545/0001-94,41118463.54,53073545000194,0,4252,4247
41.801.984/0001-97,1,41.801.984/0001-97,41107012.55,41801984000197,0,4252,4247
44.395.637/0001-08,1,44.395.637/0001-08,41102801.49,44395637000108,0,4252,4247
61.085.513/0001-37,1,61.085.513/0001-37,40992209.24,61085513000137,0,4252,4247
50.382.278/0001-49,1,50.382.278/0001-49,40962331.09,50382278000149,0,4252,4247
58.274.981/0001-45,1,58.274.981/0001-45,40960297.13,58274981000145,0,4252,4247
63.615.453/0001-42,1,63.615.453/0001-42,40937552.16,63615453000142,0,4252,4247
61.237.208/0001-13,1,61.237.208/0001-13,40912340.3,61237208000113,0,4252,4247
66.004.736/0001-46,1,66.004.736/0001-46,40841749.07,66004736000146,0,4252,4247
28.849.641/0001-34,1,28.849.641/0001-34,40793048.81,28849641000134,0,4252,4247
42.556.334/0001-96,1,42.556.334/0001-96,40760713.83,42556334000196,0,4252,4247
31.024.416/0001-73,1,31.024.416/0001-73,40626414.78,31024416000173,0,4252,4247
46.285.106/0001-80,1,46.285.106/0001-80,40568759.32,46285106000180,0,4252,4247
46.331.116/0001-04,1,46.331.116/0001-04,40561702.62,46331116000104,0,4252,4247
40.995.902/0001-20,1,40.995.902/0001-20,40546244.23,40995902000120,0,4252,4247
26.208.267/0001-62,1,26.208.267/0001-62,40544278.77,26208267000162,0,4252,4247
50.153.414/0001-29,1,50.153.414/0001-29,40438481.07,50153414000129,0,4252,4247
55.567.840/0001-22,1,55.567.840/0001-22,40378402.28,55567840000122,0,4252,4247
65.562.163/0001-03,1,65.562.163/0001-03,40368242.38,65562163000103,0,4252,4247
59.450.268/0001-78,1,59.450.268/0001-78,40366667.45,59450268000178,0,4252,4247
47.463.373/0001-62,1,47.463.373/0001-62,40144805.22,47463373000162,0,4252,4247
62.514.003/0001-09,1,62.514.003/0001-09,40131538.67,62514003000109,0,4252,4247
45.931.917/0001-48,1,45.931.917/0001-48,40072348.5,45931917000148,0,4252,4247
56.993.592/0001-44,1,56.993.592/0001-44,40049988.65,56993592000144,0,4252,4247
55.657.044/0001-80,1,55.657.044/0001-80,40046133.31,55657044000180,0,4252,4247
29.109.292/0001-87,1,29.109.292/0001-87,40004799.95,29109292000187,0,4252,4247
10.545.253/0001-02,1,10.545.253/0001-02,39969902.71,10545253000102,0,4252,4247
24.270.499/0001-15,1,24.270.499/0001-15,39953760.29,24270499000115,0,4252,4247
52.258.922/0001-05,1,52.258.922/0001-05,39937201.22,52258922000105,0,4252,4247
54.773.936/0001-84,1,54.773.936/0001-84,39918281.91,54773936000184,0,4252,4247
51.646.633/0001-02,1,51.646.633/0001-02,39873690.97,51646633000102,0,4252,4247
13.807.406/0001-22,1,13.807.406/0001-22,39808170.44,13807406000122,0,4252,4247
59.260.452/0001-55,1,59.260.452/0001-55,39742976.58,59260452000155,0,4252,4247
55.569.572/0001-88,1,55.569.572/0001-88,39740232.18,55569572000188,0,4252,4247
57.377.642/0001-21,1,57.377.642/0001-21,39685878.41,57377642000121,0,4252,4247
42.043.708/0001-70,1,42.043.708/0001-70,39684251.83,42043708000170,0,4252,4247
61.926.140/0001-80,1,61.926.140/0001-80,39615765.46,61926140000180,0,4252,4247
62.392.007/0001-53,1,62.392.007/0001-53,39517268.34,62392007000153,0,4252,4247
61.532.126/0001-00,1,61.532.126/0001-00,39418101.06,61532126000100,0,4252,4247
60.351.586/0001-60,1,60.351.586/0001-60,39378673.51,60351586000160,0,4252,4247
59.999.281/0001-80,1,59.999.281/0001-80,39349427.86,59999281000180,0,4252,4247
60.851.290/0001-09,1,60.851.290/0001-09,39320950.24,60851290000109,0,4252,4247
59.482.333/0001-47,1,59.482.333/0001-47,39280325.76,59482333000147,0,4252,4247
58.159.938/0001-39,1,58.159.938/0001-39,39256752.13,58159938000139,0,4252,4247
58.137.388/0001-57,1,58.137.388/0001-57,39171861.64,58137388000157,0,4252,4247
60.595.957/0001-50,1,60.595.957/0001-50,38969239.43,60595957000150,0,4252,4247
65.631.354/0001-80,1,65.631.354/0001-80,38949657.78,65631354000180,0,4252,4247
57.507.339/0001-04,1,57.507.339/0001-04,38936672.83,57507339000104,0,4252,4247
53.936.215/0001-85,1,53.936.215/0001-85,38904304.74,53936215000185,0,4252,4247
13.026.491/0001-91,1,13.026.491/0001-91,38850262.87,13026491000191,0,4252,4247
62.800.204/0001-64,1,62.800.204/0001-64,38834134.3,62800204000164,0,4252,4247
52.343.885/0001-25,1,52.343.885/0001-25,38721124.41,52343885000125,0,4252,4247
52.680.896/0001-09,1,52.680.896/0001-09,38720544.65,52680896000109,0,4252,4247
53.643.695/0001-96,1,53.643.695/0001-96,38689765.57,53643695000196,0,4252,4247
51.869.653/0001-42,1,51.869.653/0001-42,38580806.8,51869653000142,0,4252,4247
36.014.016/0001-09,1,36.014.016/0001-09,38532794.58,36014016000109,0,4252,4247
43.873.012/0001-33,1,43.873.012/0001-33,38474318.36,43873012000133,0,4252,4247
66.172.389/0001-60,1,66.172.389/0001-60,38456202.85,66172389000160,0,4252,4247
12.440.789/0001-80,1,12.440.789/0001-80,38442603.41,12440789000180,0,4252,4247
43.809.937/0001-15,1,43.809.937/0001-15,38371271.13,43809937000115,0,4252,4247
23.381.539/0001-33,1,23.381.539/0001-33,38369007.93,23381539000133,0,4252,4247
62.895.557/0001-95,1,62.895.557/0001-95,38331386.16,62895557000195,0,4252,4247
65.604.780/0001-24,1,65.604.780/0001-24,38323060.28,65604780000124,0,4252,4247
53.114.587/0001-26,1,53.114.587/0001-26,38313424.21,53114587000126,0,4252,4247
28.960.803/0001-07,1,28.960.803/0001-07,38203524.68,28960803000107,0,4252,4247
61.141.562/0001-40,1,61.141.562/0001-40,38187614.04,61141562000140,0,4252,4247
51.114.682/0001-02,1,51.114.682/0001-02,38133853.41,51114682000102,0,4252,4247
23.980.344/0001-00,1,23.980.344/0001-00,37934543.49,23980344000100,0,4252,4247
57.740.019/0001-91,1,57.740.019/0001-91,37898276.03,57740019000191,0,4252,4247
64.679.924/0001-49,1,64.679.924/0001-49,37871418.69,64679924000149,0,4252,4247
52.611.664/0001-90,1,52.611.664/0001-90,37858914.55,52611664000190,0,4252,4247
57.284.621/0001-61,1,57.284.621/0001-61,37772896.45,57284621000161,0,4252,4247
19.425.573/0001-95,1,19.425.573/0001-95,37726652.78,19425573000195,0,4252,4247
56.285.762/0001-36,1,56.285.762/0001-36,37670112.48,56285762000136,0,4252,4247
35.476.474/0001-99,1,35.476.474/0001-99,37615669.68,35476474000199,0,4252,4247
13.990.000/0001-28,1,13.990.000/0001-28,37584697.62,13990000000128,0,4252,4247
63.851.030/0001-21,1,63.851.030/0001-21,37528741.91,63851030000121,0,4252,4247
62.590.185/0001-99,1,62.590.185/0001-99,37506944.66,62590185000199,0,4252,4247
56.213.199/0001-90,1,56.213.199/0001-90,37484275.42,56213199000190,0,4252,4247
47.698.957/0001-17,1,47.698.957/0001-17,37474920.44,47698957000117,0,4252,4247
38.315.192/0001-06,1,38.315.192/0001-06,37420347.31,38315192000106,0,4252,4247
57.671.724/0001-84,1,57.671.724/0001-84,37413309.86,57671724000184,0,4252,4247
40.226.165/0001-09,1,40.226.165/0001-09,37404623.05,40226165000109,0,4252,4247
28.879.529/0001-46,1,28.879.529/0001-46,37394750.96,28879529000146,0,4252,4247
39.270.085/0001-63,1,39.270.085/0001-63,37393966.55,39270085000163,0,4252,4247
10.841.829/0001-70,1,10.841.829/0001-70,37318581.45,10841829000170,0,4252,4247
64.374.573/0001-68,1,64.374.573/0001-68,37299424.48,64374573000168,0,4252,4247
63.762.704/0001-11,1,63.762.704/0001-11,37245885.25,63762704000111,0,4252,4247
41.391.208/0001-66,1,41.391.208/0001-66,37234320.23,41391208000166,0,4252,4247
46.610.394/0001-09,1,46.610.394/0001-09,37095502.43,46610394000109,0,4252,4247
64.082.064/0001-61,1,64.082.064/0001-61,37067210.99,64082064000161,0,4252,4247
54.244.336/0001-29,1,54.244.336/0001-29,37035081.57,54244336000129,0,4252,4247
63.565.094/0001-66,1,63.565.094/0001-66,37009263.6,63565094000166,0,4252,4247
11.491.061/0001-15,1,11.491.061/0001-15,36955554.83,11491061000115,0,4252,4247
25.306.519/0001-23,1,25.306.519/0001-23,36923613.99,25306519000123,0,4252,4247
54.462.447/0001-01,1,54.462.447/0001-01,36810446.8,54462447000101,0,4252,4247
52.511.370/0001-97,1,52.511.370/0001-97,36803379.85,52511370000197,0,4252,4247
51.498.070/0001-52,1,51.498.070/0001-52,36780057.98,51498070000152,0,4252,4247
57.661.136/0001-60,1,57.661.136/0001-60,36772736.05,57661136000160,0,4252,4247
42.031.145/0001-08,1,42.031.145/0001-08,36712626.38,42031145000108,0,4252,4247
58.594.141/0001-60,1,58.594.141/0001-60,36654160.84,58594141000160,0,4252,4247
52.356.126/0001-05,1,52.356.126/0001-05,36610701.32,52356126000105,0,4252,4247
59.061.105/0001-01,1,59.061.105/0001-01,36608647.53,59061105000101,0,4252,4247
42.358.012/0001-32,1,42.358.012/0001-32,36602329.31,42358012000132,0,4252,4247
51.670.752/0001-09,1,51.670.752/0001-09,36551078.03,51670752000109,0,4252,4247
35.265.609/0001-77,1,35.265.609/0001-77,36546445.97,35265609000177,0,4252,4247
34.850.033/0001-42,1,34.850.033/0001-42,36326602.96,34850033000142,0,4252,4247
59.263.667/0001-20,1,59.263.667/0001-20,36287788.01,59263667000120,0,4252,4247
64.154.861/0001-07,1,64.154.861/0001-07,36118362.1,64154861000107,0,4252,4247
37.310.965/0001-90,1,37.310.965/0001-90,36039254.21,37310965000190,0,4252,4247
45.722.284/0001-68,1,45.722.284/0001-68,36009339.18,45722284000168,0,4252,4247
40.754.316/0001-93,1,40.754.316/0001-93,35969835.39,40754316000193,0,4252,4247
61.250.504/0001-54,1,61.250.504/0001-54,35948903.11,61250504000154,0,4252,4247
60.234.640/0001-98,1,60.234.640/0001-98,35923262.72,60234640000198,0,4252,4247
55.693.852/0001-01,1,55.693.852/0001-01,35908119.64,55693852000101,0,4252,4247
20.861.236/0001-20,1,20.861.236/0001-20,35894288.34,20861236000120,0,4252,4247
14.718.674/0001-30,1,14.718.674/0001-30,35879179.89,14718674000130,0,4252,4247
63.985.864/0001-20,1,63.985.864/0001-20,35874318.23,63985864000120,0,4252,4247
22.415.372/0001-11,1,22.415.372/0001-11,35866953.93,22415372000111,0,4252,4247
61.593.787/0001-37,1,61.593.787/0001-37,35856734.99,61593787000137,0,4252,4247
09.410.142/0001-00,1,09.410.142/0001-00,35832812.16,09410142000100,0,4252,4247
54.065.359/0001-76,1,54.065.359/0001-76,35762907.34,54065359000176,0,4252,4247
40.188.893/0001-65,1,40.188.893/0001-65,35750868.37,40188893000165,0,4252,4247
46.390.267/0001-33,1,46.390.267/0001-33,35739417.86,46390267000133,0,4252,4247
54.836.083/0001-82,1,54.836.083/0001-82,35727029.4,54836083000182,0,4252,4247
56.073.212/0001-53,1,56.073.212/0001-53,35719092.46,56073212000153,0,4252,4247
60.300.116/0001-78,1,60.300.116/0001-78,35698925.51,60300116000178,0,4252,4247
13.348.521/0001-86,1,13.348.521/0001-86,35622070.77,13348521000186,0,4252,4247
34.218.194/0001-18,1,34.218.194/0001-18,35583776.14,34218194000118,0,4252,4247
52.997.572/0001-90,1,52.997.572/0001-90,35583151.3,52997572000190,0,4252,4247
62.800.922/0001-30,1,62.800.922/0001-30,35483943.78,62800922000130,0,4252,4247
34.027.522/0001-07,1,34.027.522/0001-07,35455940.05,34027522000107,0,4252,4247
57.811.727/0001-76,1,57.811.727/0001-76,35455445.92,57811727000176,0,4252,4247
62.772.042/0001-06,1,62.772.042/0001-06,35375493.88,62772042000106,0,4252,4247
35.609.597/0001-50,1,35.609.597/0001-50,35371821.25,35609597000150,0,4252,4247
37.569.593/0001-11,1,37.569.593/0001-11,35330338.66,37569593000111,0,4252,4247
55.105.668/0001-95,1,55.105.668/0001-95,35256769.81,55105668000195,0,4252,4247
57.786.054/0001-41,1,57.786.054/0001-41,35115709.85,57786054000141,0,4252,4247
60.101.506/0001-19,1,60.101.506/0001-19,34990389.99,60101506000119,0,4252,4247
54.246.763/0001-46,1,54.246.763/0001-46,34982082.54,54246763000146,0,4252,4247
63.249.161/0001-33,1,63.249.161/0001-33,34981613.99,63249161000133,0,4252,4247
28.729.157/0001-71,1,28.729.157/0001-71,34876948.64,28729157000171,0,4252,4247
64.120.858/0001-72,1,64.120.858/0001-72,34811731.75,64120858000172,0,4252,4247
54.827.590/0001-50,1,54.827.590/0001-50,34806277.05,54827590000150,0,4252,4247
51.730.136/0001-98,1,51.730.136/0001-98,34774960.69,51730136000198,0,4252,4247
28.079.865/0001-04,1,28.079.865/0001-04,34622221.18,28079865000104,0,4252,4247
45.523.682/0001-55,1,45.523.682/0001-55,34621185.82,45523682000155,0,4252,4247
57.391.121/0001-29,1,57.391.121/0001-29,34604330.67,57391121000129,0,4252,4247
49.290.956/0001-64,1,49.290.956/0001-64,34591021.93,49290956000164,0,4252,4247
26.545.364/0001-40,1,26.545.364/0001-40,34564122.63,26545364000140,0,4252,4247
62.966.067/0001-32,1,62.966.067/0001-32,34511553.0,62966067000132,0,4252,4247
44.642.151/0001-19,1,44.642.151/0001-19,34481928.6,44642151000119,0,4252,4247
63.528.674/0001-83,1,63.528.674/0001-83,34393242.95,63528674000183,0,4252,4247
58.313.268/0001-63,1,58.313.268/0001-63,34338612.03,58313268000163,0,4252,4247
58.493.128/0001-14,1,58.493.128/0001-14,34324082.88,58493128000114,0,4252,4247
63.670.619/0001-23,1,63.670.619/0001-23,34263412.36,63670619000123,0,4252,4247
48.502.650/0001-61,1,48.502.650/0001-61,34241093.95,48502650000161,0,4252,4247
61.286.809/0001-16,1,61.286.809/0001-16,34231972.81,61286809000116,0,4252,4247
45.755.835/0001-90,1,45.755.835/0001-90,34226333.14,45755835000190,0,4252,4247
66.575.588/0001-10,1,66.575.588/0001-10,34203009.33,66575588000110,0,4252,4247
62.967.950/0001-47,1,62.967.950/0001-47,34167223.08,62967950000147,0,4252,4247
53.215.146/0001-10,1,53.215.146/0001-10,34157596.26,53215146000110,0,4252,4247
55.749.847/0001-65,1,55.749.847/0001-65,34137447.24,55749847000165,0,4252,4247
36.669.346/0001-24,1,36.669.346/0001-24,34120004.63,36669346000124,0,4252,4247
56.964.123/0001-05,1,56.964.123/0001-05,34119935.95,56964123000105,0,4252,4247
54.486.959/0001-08,1,54.486.959/0001-08,34119701.61,54486959000108,0,4252,4247
55.296.116/0001-01,1,55.296.116/0001-01,34074383.47,55296116000101,0,4252,4247
53.624.183/0001-82,1,53.624.183/0001-82,34050633.76,53624183000182,0,4252,4247
43.143.438/0001-31,1,43.143.438/0001-31,34037264.34,43143438000131,0,4252,4247
60.707.118/0001-86,1,60.707.118/0001-86,34002641.7,60707118000186,0,4252,4247
53.937.754/0001-39,1,53.937.754/0001-39,33928240.78,53937754000139,0,4252,4247
60.401.316/0001-17,1,60.401.316/0001-17,33877309.58,60401316000117,0,4252,4247
59.928.229/0001-33,1,59.928.229/0001-33,33820910.98,59928229000133,0,4252,4247
49.962.886/0001-43,1,49.962.886/0001-43,33748190.62,49962886000143,0,4252,4247
23.200.278/0001-08,1,23.200.278/0001-08,33737825.12,23200278000108,0,4252,4247
60.078.440/0001-93,1,60.078.440/0001-93,33726868.99,60078440000193,0,4252,4247
59.509.925/0001-05,1,59.509.925/0001-05,33701164.03,59509925000105,0,4252,4247
23.956.975/0001-93,1,23.956.975/0001-93,33684724.14,23956975000193,0,4252,4247
57.996.195/0001-99,1,57.996.195/0001-99,33662527.48,57996195000199,0,4252,4247
62.456.242/0001-41,1,62.456.242/0001-41,33653676.97,62456242000141,0,4252,4247
50.184.026/0001-05,1,50.184.026/0001-05,33581919.34,50184026000105,0,4252,4247
61.559.162/0001-59,1,61.559.162/0001-59,33543771.6,61559162000159,0,4252,4247
22.443.425/0001-08,1,22.443.425/0001-08,33502396.33,22443425000108,0,4252,4247
59.685.331/0001-55,1,59.685.331/0001-55,33495278.66,59685331000155,0,4252,4247
59.701.895/0001-34,1,59.701.895/0001-34,33473811.74,59701895000134,0,4252,4247
62.792.509/0001-71,1,62.792.509/0001-71,33364253.9,62792509000171,0,4252,4247
60.430.405/0001-91,1,60.430.405/0001-91,33345817.17,60430405000191,0,4252,4247
44.173.467/0001-09,1,44.173.467/0001-09,33343874.61,44173467000109,0,4252,4247
22.282.851/0001-07,1,22.282.851/0001-07,33268434.22,22282851000107,0,4252,4247
62.900.843/0001-00,1,62.900.843/0001-00,33215783.77,62900843000100,0,4252,4247
58.475.489/0001-38,1,58.475.489/0001-38,33184993.84,58475489000138,0,4252,4247
50.059.717/0001-87,1,50.059.717/0001-87,33161880.4,50059717000187,0,4252,4247
50.292.336/0001-43,1,50.292.336/0001-43,33156140.62,50292336000143,0,4252,4247
53.751.022/0001-50,1,53.751.022/0001-50,33112853.93,53751022000150,0,4252,4247
58.017.960/0001-44,1,58.017.960/0001-44,33099967.12,58017960000144,0,4252,4247
11.026.623/0001-50,1,11.026.623/0001-50,33098605.04,11026623000150,0,4252,4247
49.583.436/0001-40,1,49.583.436/0001-40,33085953.36,49583436000140,0,4252,4247
35.982.683/0001-04,1,35.982.683/0001-04,33082431.38,35982683000104,0,4252,4247
41.649.863/0001-71,1,41.649.863/0001-71,33082405.81,41649863000171,0,4252,4247
20.636.504/0001-00,1,20.636.504/0001-00,33049147.43,20636504000100,0,4252,4247
52.093.999/0001-64,1,52.093.999/0001-64,33044722.87,52093999000164,0,4252,4247
46.879.430/0001-26,1,46.879.430/0001-26,33042658.13,46879430000126,0,4252,4247
33.499.715/0001-90,1,33.499.715/0001-90,33027052.63,33499715000190,0,4252,4247
55.596.335/0001-06,1,55.596.335/0001-06,33010226.65,55596335000106,0,4252,4247
54.233.886/0001-42,1,54.233.886/0001-42,32964993.32,54233886000142,0,4252,4247
64.060.613/0001-05,1,64.060.613/0001-05,32958331.29,64060613000105,0,4252,4247
63.054.582/0001-09,1,63.054.582/0001-09,32953406.33,63054582000109,0,4252,4247
52.258.634/0001-42,1,52.258.634/0001-42,32885967.29,52258634000142,0,4252,4247
53.077.542/0001-29,1,53.077.542/0001-29,32855142.18,53077542000129,0,4252,4247
61.306.033/0001-59,1,61.306.033/0001-59,32774921.71,61306033000159,0,4252,4247
61.130.895/0001-73,1,61.130.895/0001-73,32762484.9,61130895000173,0,4252,4247
35.940.459/0001-50,1,35.940.459/0001-50,32762284.49,35940459000150,0,4252,4247
57.654.431/0001-99,1,57.654.431/0001-99,32745701.56,57654431000199,0,4252,4247
52.327.272/0001-02,1,52.327.272/0001-02,32688422.29,52327272000102,0,4252,4247
64.576.181/0001-81,1,64.576.181/0001-81,32592706.7,64576181000181,0,4252,4247
31.770.515/0001-02,1,31.770.515/0001-02,32554938.89,31770515000102,0,4252,4247
55.211.792/0001-35,1,55.211.792/0001-35,32489154.48,55211792000135,0,4252,4247
60.869.787/0001-54,1,60.869.787/0001-54,32475477.76,60869787000154,0,4252,4247
40.365.950/0001-34,1,40.365.950/0001-34,32398248.41,40365950000134,0,4252,4247
55.483.719/0001-12,1,55.483.719/0001-12,32393175.24,55483719000112,0,4252,4247
49.176.545/0001-42,1,49.176.545/0001-42,32348816.08,49176545000142,0,4252,4247
41.075.407/0001-65,1,41.075.407/0001-65,32286349.86,41075407000165,0,4252,4247
23.216.640/0001-39,1,23.216.640/0001-39,32276336.16,23216640000139,0,4252,4247
23.033.577/0001-03,1,23.033.577/0001-03,32258222.63,23033577000103,0,4252,4247
50.824.501/0001-60,1,50.824.501/0001-60,32230236.4,50824501000160,0,4252,4247
50.954.210/0001-97,1,50.954.210/0001-97,32212059.41,50954210000197,0,4252,4247
49.743.793/0001-28,1,49.743.793/0001-28,32110887.24,49743793000128,0,4252,4247
61.528.551/0001-17,1,61.528.551/0001-17,32100079.8,61528551000117,0,4252,4247
52.349.539/0001-54,1,52.349.539/0001-54,32056000.92,52349539000154,0,4252,4247
64.009.633/0001-43,1,64.009.633/0001-43,32051355.17,64009633000143,0,4252,4247
41.579.569/0001-30,1,41.579.569/0001-30,32036606.17,41579569000130,0,4252,4247
52.532.399/0001-55,1,52.532.399/0001-55,32036260.86,52532399000155,0,4252,4247
56.806.240/0001-32,1,56.806.240/0001-32,32030120.6,56806240000132,0,4252,4247
53.390.769/0001-20,1,53.390.769/0001-20,31933114.81,53390769000120,0,4252,4247
33.521.203/0001-82,1,33.521.203/0001-82,31861146.93,33521203000182,0,4252,4247
57.441.816/0001-78,1,57.441.816/0001-78,31830651.37,57441816000178,0,4252,4247
54.954.874/0001-07,1,54.954.874/0001-07,31794066.95,54954874000107,0,4252,4247
53.165.079/0001-77,1,53.165.079/0001-77,31753730.17,53165079000177,0,4252,4247
57.378.455/0001-62,1,57.378.455/0001-62,31727815.43,57378455000162,0,4252,4247
36.731.351/0001-10,1,36.731.351/0001-10,31645506.33,36731351000110,0,4252,4247
52.200.745/0001-06,1,52.200.745/0001-06,31574360.53,52200745000106,0,4252,4247
63.821.288/0001-85,1,63.821.288/0001-85,31574073.93,63821288000185,0,4252,4247
63.902.334/0001-70,1,63.902.334/0001-70,31532491.2,63902334000170,0,4252,4247
63.764.461/0001-50,1,63.764.461/0001-50,31483977.62,63764461000150,0,4252,4247
62.543.066/0001-85,1,62.543.066/0001-85,31480248.0,62543066000185,0,4252,4247
09.609.468/0001-52,1,09.609.468/0001-52,31472558.59,09609468000152,0,4252,4247
63.951.011/0001-77,1,63.951.011/0001-77,31466053.67,63951011000177,0,4252,4247
60.115.778/0001-78,1,60.115.778/0001-78,31450087.71,60115778000178,0,4252,4247
36.113.052/0001-11,1,36.113.052/0001-11,31441186.06,36113052000111,0,4252,4247
48.963.423/0001-33,1,48.963.423/0001-33,31376331.79,48963423000133,0,4252,4247
55.897.261/0001-48,1,55.897.261/0001-48,31314232.14,55897261000148,0,4252,4247
67.025.009/0001-28,1,67.025.009/0001-28,31297243.05,67025009000128,0,4252,4247
56.769.153/0001-52,1,56.769.153/0001-52,31270435.75,56769153000152,0,4252,4247
57.645.492/0001-90,1,57.645.492/0001-90,31229943.34,57645492000190,0,4252,4247
18.269.128/0001-10,1,18.269.128/0001-10,31197725.16,18269128000110,0,4252,4247
50.284.896/0001-56,1,50.284.896/0001-56,31185740.44,50284896000156,0,4252,4247
60.115.023/0001-73,1,60.115.023/0001-73,31139965.33,60115023000173,0,4252,4247
54.153.956/0001-52,1,54.153.956/0001-52,31108881.66,54153956000152,0,4252,4247
49.000.711/0001-55,1,49.000.711/0001-55,31102992.12,49000711000155,0,4252,4247
11.003.181/0001-26,1,11.003.181/0001-26,31096078.74,11003181000126,0,4252,4247
45.953.246/0001-16,1,45.953.246/0001-16,31051233.72,45953246000116,0,4252,4247
56.348.388/0001-70,1,56.348.388/0001-70,30962083.85,56348388000170,0,4252,4247
62.161.418/0001-38,1,62.161.418/0001-38,30933490.24,62161418000138,0,4252,4247
38.328.747/0001-46,1,38.328.747/0001-46,30932288.28,38328747000146,0,4252,4247
65.470.525/0001-36,1,65.470.525/0001-36,30876769.77,65470525000136,0,4252,4247
55.112.192/0001-10,1,55.112.192/0001-10,30829311.67,55112192000110,0,4252,4247
46.322.877/0001-08,1,46.322.877/0001-08,30810974.96,46322877000108,0,4252,4247
49.998.142/0001-89,1,49.998.142/0001-89,30810794.13,49998142000189,0,4252,4247
52.354.707/0001-08,1,52.354.707/0001-08,30802241.89,52354707000108,0,4252,4247
65.668.467/0001-50,1,65.668.467/0001-50,30777009.19,65668467000150,0,4252,4247
58.242.641/0001-32,1,58.242.641/0001-32,30768430.63,58242641000132,0,4252,4247
41.865.425/0001-40,1,41.865.425/0001-40,30671117.33,41865425000140,0,4252,4247
57.182.898/0001-83,1,57.182.898/0001-83,30607830.61,57182898000183,0,4252,4247
12.400.426/0001-11,1,12.400.426/0001-11,30603989.72,12400426000111,0,4252,4247
55.364.405/0001-09,1,55.364.405/0001-09,30503431.45,55364405000109,0,4252,4247
65.333.418/0001-66,1,65.333.418/0001-66,30493686.06,65333418000166,0,4252,4247
57.041.943/0001-80,1,57.041.943/0001-80,30480975.56,57041943000180,0,4252,4247
32.907.712/0001-85,1,32.907.712/0001-85,30424382.78,32907712000185,0,4252,4247
20.256.882/0001-68,1,20.256.882/0001-68,30423875.63,20256882000168,0,4252,4247
63.244.964/0001-03,1,63.244.964/0001-03,30352033.29,63244964000103,0,4252,4247
63.993.226/0001-50,1,63.993.226/0001-50,30321408.53,63993226000150,0,4252,4247
39.883.874/0001-70,1,39.883.874/0001-70,30290746.27,39883874000170,0,4252,4247
35.654.837/0001-39,1,35.654.837/0001-39,30290062.09,35654837000139,0,4252,4247
60.543.693/0001-90,1,60.543.693/0001-90,30270698.47,60543693000190,0,4252,4247
11.726.466/0001-95,1,11.726.466/0001-95,30158437.63,11726466000195,0,4252,4247
31.570.850/0001-59,1,31.570.850/0001-59,30138244.71,31570850000159,0,4252,4247
36.009.621/0001-83,1,36.009.621/0001-83,30122818.64,36009621000183,0,4252,4247
57.391.848/0001-06,1,57.391.848/0001-06,30099692.19,57391848000106,0,4252,4247
61.062.538/0001-15,1,61.062.538/0001-15,30066365.33,61062538000115,0,4252,4247
66.247.874/0001-56,1,66.247.874/0001-56,30033789.47,66247874000156,0,4252,4247
52.286.780/0001-81,1,52.286.780/0001-81,30024214.14,52286780000181,0,4252,4247
45.188.001/0001-40,1,45.188.001/0001-40,30020952.27,45188001000140,0,4252,4247
46.339.426/0001-75,1,46.339.426/0001-75,30014571.94,46339426000175,0,4252,4247
54.968.636/0001-50,1,54.968.636/0001-50,29988912.45,54968636000150,0,4252,4247
67.147.404/0001-83,1,67.147.404/0001-83,29936885.11,67147404000183,0,4252,4247
12.401.806/0001-70,1,12.401.806/0001-70,29935997.31,12401806000170,0,4252,4247
56.056.018/0001-60,1,56.056.018/0001-60,29922490.57,56056018000160,0,4252,4247
59.717.706/0001-11,1,59.717.706/0001-11,29908601.68,59717706000111,0,4252,4247
45.025.014/0001-06,1,45.025.014/0001-06,29821739.16,45025014000106,0,4252,4247
63.098.061/0001-53,1,63.098.061/0001-53,29756447.31,63098061000153,0,4252,4247
60.762.129/0001-69,1,60.762.129/0001-69,29754968.83,60762129000169,0,4252,4247
42.449.234/0001-60,1,42.449.234/0001-60,29697024.75,42449234000160,0,4252,4247
43.722.793/0001-65,1,43.722.793/0001-65,29648832.84,43722793000165,0,4252,4247
22.397.286/0001-23,1,22.397.286/0001-23,29619368.94,22397286000123,0,4252,4247
59.175.312/0001-89,1,59.175.312/0001-89,29612643.33,59175312000189,0,4252,4247
