cnpj_fundo,veiculos_reportantes,cnpjs_reportantes,pl_brl,cnpj_fundo_14,diferenca_veiculos_menos_fundo,universo_veiculos,universo_fundos
59.499.177/0001-27,1,59.499.177/0001-27,228524339.69,59499177000127,0,4252,4247
39.806.180/0001-39,1,39.806.180/0001-39,228040590.28,39806180000139,0,4252,4247
49.686.425/0001-95,1,49.686.425/0001-95,227408980.45,49686425000195,0,4252,4247
43.236.160/0001-47,1,43.236.160/0001-47,227395778.2,43236160000147,0,4252,4247
55.039.863/0001-64,1,55.039.863/0001-64,227210224.23,55039863000164,0,4252,4247
55.325.522/0001-55,1,55.325.522/0001-55,227063726.01,55325522000155,0,4252,4247
61.653.345/0001-39,1,61.653.345/0001-39,226837317.43,61653345000139,0,4252,4247
41.649.912/0001-76,1,41.649.912/0001-76,226582065.69,41649912000176,0,4252,4247
54.083.697/0001-30,1,54.083.697/0001-30,226559970.92,54083697000130,0,4252,4247
56.745.579/0001-76,1,56.745.579/0001-76,226545846.15,56745579000176,0,4252,4247
23.956.961/0001-70,1,23.956.961/0001-70,225823999.67,23956961000170,0,4252,4247
62.014.262/0001-62,1,62.014.262/0001-62,225442580.95,62014262000162,0,4252,4247
55.401.645/0001-28,1,55.401.645/0001-28,225010783.2,55401645000128,0,4252,4247
26.395.682/0001-72,1,26.395.682/0001-72,224728496.36,26395682000172,0,4252,4247
21.093.180/0001-73,1,21.093.180/0001-73,224417220.64,21093180000173,0,4252,4247
43.309.133/0001-57,1,43.309.133/0001-57,224125653.94,43309133000157,0,4252,4247
53.110.325/0001-93,1,53.110.325/0001-93,224078725.96,53110325000193,0,4252,4247
46.685.622/0001-00,1,46.685.622/0001-00,223392823.61,46685622000100,0,4252,4247
62.323.195/0001-68,1,62.323.195/0001-68,223298358.63,62323195000168,0,4252,4247
46.073.195/0001-09,1,46.073.195/0001-09,222957471.5,46073195000109,0,4252,4247
39.616.091/0001-20,1,39.616.091/0001-20,221888273.29,39616091000120,0,4252,4247
41.096.982/0001-44,1,41.096.982/0001-44,221623863.24,41096982000144,0,4252,4247
63.614.498/0001-00,1,63.614.498/0001-00,221095575.37,63614498000100,0,4252,4247
66.732.467/0001-34,1,66.732.467/0001-34,220962424.24,66732467000134,0,4252,4247
39.375.599/0001-83,1,39.375.599/0001-83,220758757.13,39375599000183,0,4252,4247
39.769.038/0001-69,1,39.769.038/0001-69,220380755.93,39769038000169,0,4252,4247
56.072.773/0001-38,1,56.072.773/0001-38,220181775.37,56072773000138,0,4252,4247
23.426.441/0001-55,1,23.426.441/0001-55,219922398.37,23426441000155,0,4252,4247
54.422.165/0001-80,1,54.422.165/0001-80,219697477.3,54422165000180,0,4252,4247
64.042.721/0001-47,1,64.042.721/0001-47,219687360.28,64042721000147,0,4252,4247
39.285.627/0001-71,1,39.285.627/0001-71,219321907.98,39285627000171,0,4252,4247
60.405.221/0001-71,1,60.405.221/0001-71,219292171.66,60405221000171,0,4252,4247
58.238.773/0001-90,1,58.238.773/0001-90,218955447.38,58238773000190,0,4252,4247
29.957.532/0001-01,1,29.957.532/0001-01,217786533.51,29957532000101,0,4252,4247
32.302.284/0001-67,1,32.302.284/0001-67,217280481.48,32302284000167,0,4252,4247
55.167.862/0001-03,1,55.167.862/0001-03,217083099.02,55167862000103,0,4252,4247
55.684.521/0001-05,1,55.684.521/0001-05,217057057.79,55684521000105,0,4252,4247
48.373.447/0001-32,1,48.373.447/0001-32,216650504.75,48373447000132,0,4252,4247
51.765.082/0001-04,1,51.765.082/0001-04,215604899.19,51765082000104,0,4252,4247
47.425.750/0001-79,1,47.425.750/0001-79,215299982.37,47425750000179,0,4252,4247
43.076.509/0001-20,1,43.076.509/0001-20,215275643.98,43076509000120,0,4252,4247
57.437.905/0001-40,1,57.437.905/0001-40,215237731.51,57437905000140,0,4252,4247
54.477.887/0001-32,1,54.477.887/0001-32,215011966.08,54477887000132,0,4252,4247
49.220.648/0001-62,1,49.220.648/0001-62,214462260.0,49220648000162,0,4252,4247
53.661.754/0001-59,1,53.661.754/0001-59,214024823.75,53661754000159,0,4252,4247
15.653.649/0001-89,1,15.653.649/0001-89,213808096.02,15653649000189,0,4252,4247
54.252.144/0001-64,1,54.252.144/0001-64,213618399.48,54252144000164,0,4252,4247
64.330.030/0001-49,1,64.330.030/0001-49,213555283.22,64330030000149,0,4252,4247
32.156.038/0001-44,1,32.156.038/0001-44,213548427.06,32156038000144,0,4252,4247
60.127.189/0001-00,1,60.127.189/0001-00,213498748.78,60127189000100,0,4252,4247
12.610.459/0001-96,1,12.610.459/0001-96,212964931.68,12610459000196,0,4252,4247
23.711.475/0001-91,1,23.711.475/0001-91,212864381.0,23711475000191,0,4252,4247
47.669.200/0001-03,1,47.669.200/0001-03,212788449.8,47669200000103,0,4252,4247
53.179.862/0001-90,1,53.179.862/0001-90,212708785.89,53179862000190,0,4252,4247
61.373.414/0001-50,1,61.373.414/0001-50,212523064.42,61373414000150,0,4252,4247
58.494.418/0001-82,1,58.494.418/0001-82,212518755.96,58494418000182,0,4252,4247
54.876.169/0001-39,1,54.876.169/0001-39,212359679.79,54876169000139,0,4252,4247
29.469.886/0001-07,1,29.469.886/0001-07,211704394.6,29469886000107,0,4252,4247
41.514.874/0001-44,1,41.514.874/0001-44,211199379.6,41514874000144,0,4252,4247
09.363.400/0001-36,1,09.363.400/0001-36,211002624.21,09363400000136,0,4252,4247
27.983.569/0001-70,1,27.983.569/0001-70,210816268.96,27983569000170,0,4252,4247
55.257.461/0001-36,1,55.257.461/0001-36,210746904.77,55257461000136,0,4252,4247
51.144.449/0001-64,1,51.144.449/0001-64,210511168.36,51144449000164,0,4252,4247
66.745.267/0001-16,1,66.745.267/0001-16,210241498.47,66745267000116,0,4252,4247
60.026.073/0001-84,1,60.026.073/0001-84,210106796.59,60026073000184,0,4252,4247
62.363.602/0001-60,1,62.363.602/0001-60,209541559.77,62363602000160,0,4252,4247
64.447.452/0001-07,1,64.447.452/0001-07,209409610.98,64447452000107,0,4252,4247
62.014.120/0001-03,1,62.014.120/0001-03,209397046.92,62014120000103,0,4252,4247
52.115.758/0001-79,1,52.115.758/0001-79,208782454.93,52115758000179,0,4252,4247
20.118.619/0001-02,1,20.118.619/0001-02,208519688.0,20118619000102,0,4252,4247
39.615.917/0001-36,1,39.615.917/0001-36,208495781.89,39615917000136,0,4252,4247
46.157.224/0001-02,1,46.157.224/0001-02,206166722.5,46157224000102,0,4252,4247
33.289.359/0001-80,1,33.289.359/0001-80,206058388.08,33289359000180,0,4252,4247
29.494.026/0001-15,1,29.494.026/0001-15,206005384.41,29494026000115,0,4252,4247
45.207.689/0001-68,1,45.207.689/0001-68,206001807.09,45207689000168,0,4252,4247
60.261.869/0001-11,1,60.261.869/0001-11,205926088.48,60261869000111,0,4252,4247
49.089.398/0001-73,1,49.089.398/0001-73,205816995.94,49089398000173,0,4252,4247
13.842.701/0001-10,1,13.842.701/0001-10,205402109.63,13842701000110,0,4252,4247
52.100.879/0001-47,1,52.100.879/0001-47,205217344.77,52100879000147,0,4252,4247
65.473.122/0001-40,1,65.473.122/0001-40,204566279.58,65473122000140,0,4252,4247
45.121.179/0001-73,1,45.121.179/0001-73,204503477.54,45121179000173,0,4252,4247
62.627.122/0001-60,1,62.627.122/0001-60,204070143.04,62627122000160,0,4252,4247
51.390.507/0001-30,1,51.390.507/0001-30,203578064.8,51390507000130,0,4252,4247
50.057.356/0001-30,1,50.057.356/0001-30,202932945.36,50057356000130,0,4252,4247
30.035.329/0001-59,1,30.035.329/0001-59,202884356.35,30035329000159,0,4252,4247
64.158.002/0001-96,1,64.158.002/0001-96,202656576.78,64158002000196,0,4252,4247
55.469.182/0001-36,1,55.469.182/0001-36,202654477.31,55469182000136,0,4252,4247
22.175.369/0001-78,1,22.175.369/0001-78,202437121.53,22175369000178,0,4252,4247
17.093.144/0001-32,1,17.093.144/0001-32,202325768.24,17093144000132,0,4252,4247
12.796.029/0001-00,1,12.796.029/0001-00,202196864.12,12796029000100,0,4252,4247
52.174.102/0001-27,1,52.174.102/0001-27,202162483.94,52174102000127,0,4252,4247
51.983.505/0001-54,1,51.983.505/0001-54,202079142.08,51983505000154,0,4252,4247
43.861.501/0001-75,1,43.861.501/0001-75,201713003.24,43861501000175,0,4252,4247
61.885.788/0001-55,1,61.885.788/0001-55,201609967.33,61885788000155,0,4252,4247
35.765.961/0001-71,1,35.765.961/0001-71,201581970.94,35765961000171,0,4252,4247
51.382.517/0001-23,1,51.382.517/0001-23,201281100.05,51382517000123,0,4252,4247
36.703.167/0001-66,1,36.703.167/0001-66,201036011.56,36703167000166,0,4252,4247
28.152.179/0001-11,1,28.152.179/0001-11,200583516.01,28152179000111,0,4252,4247
23.006.061/0001-61,1,23.006.061/0001-61,200573086.13,23006061000161,0,4252,4247
41.579.637/0001-61,1,41.579.637/0001-61,200342130.57,41579637000161,0,4252,4247
46.783.889/0001-21,1,46.783.889/0001-21,199764886.99,46783889000121,0,4252,4247
40.169.680/0001-96,1,40.169.680/0001-96,198886567.39,40169680000196,0,4252,4247
56.267.236/0001-43,1,56.267.236/0001-43,198373371.6,56267236000143,0,4252,4247
11.812.962/0001-61,1,11.812.962/0001-61,198291764.01,11812962000161,0,4252,4247
15.586.793/0001-40,1,15.586.793/0001-40,197994246.37,15586793000140,0,4252,4247
64.756.178/0001-40,1,64.756.178/0001-40,197909403.35,64756178000140,0,4252,4247
65.804.737/0001-02,1,65.804.737/0001-02,197883284.68,65804737000102,0,4252,4247
56.112.240/0001-32,1,56.112.240/0001-32,197555010.67,56112240000132,0,4252,4247
33.019.220/0001-16,1,33.019.220/0001-16,197463653.8,33019220000116,0,4252,4247
51.401.568/0001-55,1,51.401.568/0001-55,197281277.48,51401568000155,0,4252,4247
41.341.188/0001-19,1,41.341.188/0001-19,197176707.93,41341188000119,0,4252,4247
54.495.443/0001-20,1,54.495.443/0001-20,196917487.73,54495443000120,0,4252,4247
50.059.866/0001-46,1,50.059.866/0001-46,196903368.94,50059866000146,0,4252,4247
53.601.640/0001-13,1,53.601.640/0001-13,196723584.04,53601640000113,0,4252,4247
38.658.727/0001-33,1,38.658.727/0001-33,196699440.04,38658727000133,0,4252,4247
51.155.531/0001-94,1,51.155.531/0001-94,196557586.01,51155531000194,0,4252,4247
61.987.722/0001-76,1,61.987.722/0001-76,196321624.85,61987722000176,0,4252,4247
19.675.590/0001-80,1,19.675.590/0001-80,196149463.45,19675590000180,0,4252,4247
55.140.787/0001-89,1,55.140.787/0001-89,194958217.46,55140787000189,0,4252,4247
35.949.242/0001-00,1,35.949.242/0001-00,194935789.77,35949242000100,0,4252,4247
22.881.521/0001-38,1,22.881.521/0001-38,194514946.58,22881521000138,0,4252,4247
55.891.903/0001-00,1,55.891.903/0001-00,194355297.24,55891903000100,0,4252,4247
12.400.421/0001-99,1,12.400.421/0001-99,194318406.42,12400421000199,0,4252,4247
54.091.598/0001-09,1,54.091.598/0001-09,194268474.85,54091598000109,0,4252,4247
53.286.391/0001-19,1,53.286.391/0001-19,194128409.97,53286391000119,0,4252,4247
37.970.369/0001-37,1,37.970.369/0001-37,193956289.94,37970369000137,0,4252,4247
50.988.212/0001-05,1,50.988.212/0001-05,193612039.06,50988212000105,0,4252,4247
53.867.074/0001-96,1,53.867.074/0001-96,193446872.45,53867074000196,0,4252,4247
43.143.480/0001-52,1,43.143.480/0001-52,193232912.13,43143480000152,0,4252,4247
63.070.011/0001-68,1,63.070.011/0001-68,192413380.92,63070011000168,0,4252,4247
57.823.707/0001-15,1,57.823.707/0001-15,192256772.17,57823707000115,0,4252,4247
59.900.616/0001-61,1,59.900.616/0001-61,192123071.5,59900616000161,0,4252,4247
29.720.582/0001-62,1,29.720.582/0001-62,191641668.27,29720582000162,0,4252,4247
13.327.334/0001-16,1,13.327.334/0001-16,191404975.74,13327334000116,0,4252,4247
25.167.283/0001-91,1,25.167.283/0001-91,191330728.55,25167283000191,0,4252,4247
40.753.151/0001-35,1,40.753.151/0001-35,191042749.24,40753151000135,0,4252,4247
36.655.893/0001-50,1,36.655.893/0001-50,190660747.68,36655893000150,0,4252,4247
63.784.711/0001-14,1,63.784.711/0001-14,190544148.53,63784711000114,0,4252,4247
41.341.126/0001-07,1,41.341.126/0001-07,190014670.48,41341126000107,0,4252,4247
22.802.113/0001-43,1,22.802.113/0001-43,189997633.62,22802113000143,0,4252,4247
09.104.359/0001-83,1,09.104.359/0001-83,189647469.18,09104359000183,0,4252,4247
53.880.657/0001-57,1,53.880.657/0001-57,189618047.66,53880657000157,0,4252,4247
52.155.823/0001-90,1,52.155.823/0001-90,189586594.69,52155823000190,0,4252,4247
43.722.605/0001-07,1,43.722.605/0001-07,189504761.29,43722605000107,0,4252,4247
10.269.029/0001-27,1,10.269.029/0001-27,189279045.29,10269029000127,0,4252,4247
31.608.972/0001-97,1,31.608.972/0001-97,189073282.29,31608972000197,0,4252,4247
21.081.952/0001-57,1,21.081.952/0001-57,188782589.3,21081952000157,0,4252,4247
61.085.704/0001-07,1,61.085.704/0001-07,188317873.48,61085704000107,0,4252,4247
58.561.243/0001-89,1,58.561.243/0001-89,188024680.81,58561243000189,0,4252,4247
32.274.571/0001-00,1,32.274.571/0001-00,186955374.54,32274571000100,0,4252,4247
45.521.649/0001-96,1,45.521.649/0001-96,186688047.62,45521649000196,0,4252,4247
55.768.379/0001-76,1,55.768.379/0001-76,186681156.87,55768379000176,0,4252,4247
18.563.847/0001-40,1,18.563.847/0001-40,186648500.21,18563847000140,0,4252,4247
49.007.595/0001-04,1,49.007.595/0001-04,186388901.69,49007595000104,0,4252,4247
41.114.564/0001-32,1,41.114.564/0001-32,186148756.93,41114564000132,0,4252,4247
24.220.859/0001-74,1,24.220.859/0001-74,185864324.86,24220859000174,0,4252,4247
35.157.905/0001-54,1,35.157.905/0001-54,185749798.75,35157905000154,0,4252,4247
42.067.134/0001-70,1,42.067.134/0001-70,185616518.04,42067134000170,0,4252,4247
44.395.203/0001-08,1,44.395.203/0001-08,185249032.55,44395203000108,0,4252,4247
55.235.473/0001-60,1,55.235.473/0001-60,185200115.87,55235473000160,0,4252,4247
52.918.480/0001-78,1,52.918.480/0001-78,184119304.38,52918480000178,0,4252,4247
42.747.344/0001-09,1,42.747.344/0001-09,184106558.17,42747344000109,0,4252,4247
50.996.316/0001-53,1,50.996.316/0001-53,183654673.46,50996316000153,0,4252,4247
53.783.414/0001-09,1,53.783.414/0001-09,183629370.23,53783414000109,0,4252,4247
32.316.940/0001-80,1,32.316.940/0001-80,183539705.5,32316940000180,0,4252,4247
30.590.978/0001-11,1,30.590.978/0001-11,183510468.34,30590978000111,0,4252,4247
45.721.977/0001-36,1,45.721.977/0001-36,183428652.55,45721977000136,0,4252,4247
51.689.378/0001-85,1,51.689.378/0001-85,183098373.84,51689378000185,0,4252,4247
62.160.076/0001-31,1,62.160.076/0001-31,182963544.47,62160076000131,0,4252,4247
65.924.624/0001-40,1,65.924.624/0001-40,182374743.99,65924624000140,0,4252,4247
55.251.884/0001-49,1,55.251.884/0001-49,182190597.93,55251884000149,0,4252,4247
37.720.328/0001-92,1,37.720.328/0001-92,182115254.85,37720328000192,0,4252,4247
14.042.458/0001-18,1,14.042.458/0001-18,182114438.32,14042458000118,0,4252,4247
29.077.751/0001-98,1,29.077.751/0001-98,181904257.37,29077751000198,0,4252,4247
29.969.815/0001-65,1,29.969.815/0001-65,181543357.28,29969815000165,0,4252,4247
63.912.733/0001-12,1,63.912.733/0001-12,180733186.93,63912733000112,0,4252,4247
24.987.402/0001-90,1,24.987.402/0001-90,180573682.71,24987402000190,0,4252,4247
30.659.408/0001-30,1,30.659.408/0001-30,180307880.73,30659408000130,0,4252,4247
51.956.448/0001-14,1,51.956.448/0001-14,180061282.8,51956448000114,0,4252,4247
54.738.727/0001-08,1,54.738.727/0001-08,179939862.43,54738727000108,0,4252,4247
28.702.814/0001-97,1,28.702.814/0001-97,179682476.82,28702814000197,0,4252,4247
53.075.146/0001-62,1,53.075.146/0001-62,179247105.67,53075146000162,0,4252,4247
26.000.088/0001-35,1,26.000.088/0001-35,178445318.09,26000088000135,0,4252,4247
57.777.919/0001-03,1,57.777.919/0001-03,178219407.0,57777919000103,0,4252,4247
33.133.194/0001-52,1,33.133.194/0001-52,178212575.51,33133194000152,0,4252,4247
57.271.402/0001-48,1,57.271.402/0001-48,177286416.46,57271402000148,0,4252,4247
47.279.584/0001-40,1,47.279.584/0001-40,177282696.72,47279584000140,0,4252,4247
65.205.033/0001-13,1,65.205.033/0001-13,177199430.58,65205033000113,0,4252,4247
50.857.998/0001-13,1,50.857.998/0001-13,176969443.65,50857998000113,0,4252,4247
43.290.912/0001-58,1,43.290.912/0001-58,176865601.4,43290912000158,0,4252,4247
56.703.001/0001-57,1,56.703.001/0001-57,176761033.85,56703001000157,0,4252,4247
57.362.995/0001-58,1,57.362.995/0001-58,176692586.66,57362995000158,0,4252,4247
45.830.738/0001-14,1,45.830.738/0001-14,176281217.91,45830738000114,0,4252,4247
52.683.660/0001-18,1,52.683.660/0001-18,176261435.53,52683660000118,0,4252,4247
32.202.903/0001-41,1,32.202.903/0001-41,176190282.59,32202903000141,0,4252,4247
57.382.221/0001-99,1,57.382.221/0001-99,176130766.67,57382221000199,0,4252,4247
58.182.343/0001-02,1,58.182.343/0001-02,176025231.07,58182343000102,0,4252,4247
41.801.514/0001-23,1,41.801.514/0001-23,175881125.07,41801514000123,0,4252,4247
45.080.955/0001-34,1,45.080.955/0001-34,175734983.31,45080955000134,0,4252,4247
61.085.925/0001-77,1,61.085.925/0001-77,174907296.76,61085925000177,0,4252,4247
53.273.825/0001-46,1,53.273.825/0001-46,174781877.6,53273825000146,0,4252,4247
63.934.300/0001-68,1,63.934.300/0001-68,174226321.8,63934300000168,0,4252,4247
30.591.284/0001-07,1,30.591.284/0001-07,173979165.62,30591284000107,0,4252,4247
52.200.741/0001-10,1,52.200.741/0001-10,173284525.87,52200741000110,0,4252,4247
12.764.483/0001-80,1,12.764.483/0001-80,172692886.08,12764483000180,0,4252,4247
60.076.899/0001-58,1,60.076.899/0001-58,172683489.86,60076899000158,0,4252,4247
45.778.027/0001-48,1,45.778.027/0001-48,172341934.56,45778027000148,0,4252,4247
58.557.938/0001-97,1,58.557.938/0001-97,171957404.18,58557938000197,0,4252,4247
64.078.685/0001-71,1,64.078.685/0001-71,171258137.63,64078685000171,0,4252,4247
32.388.176/0001-59,1,32.388.176/0001-59,171241189.77,32388176000159,0,4252,4247
60.095.738/0001-01,1,60.095.738/0001-01,170586780.78,60095738000101,0,4252,4247
54.837.785/0001-80,1,54.837.785/0001-80,170441347.34,54837785000180,0,4252,4247
55.013.574/0001-96,1,55.013.574/0001-96,170317911.66,55013574000196,0,4252,4247
58.011.272/0001-77,1,58.011.272/0001-77,170097931.06,58011272000177,0,4252,4247
34.407.714/0001-30,1,34.407.714/0001-30,169841163.37,34407714000130,0,4252,4247
58.321.970/0001-79,1,58.321.970/0001-79,169664370.3,58321970000179,0,4252,4247
51.540.928/0001-08,1,51.540.928/0001-08,169475643.72,51540928000108,0,4252,4247
62.222.488/0001-59,1,62.222.488/0001-59,169285530.81,62222488000159,0,4252,4247
55.106.118/0001-90,1,55.106.118/0001-90,169013209.68,55106118000190,0,4252,4247
36.729.755/0001-79,1,36.729.755/0001-79,168711426.42,36729755000179,0,4252,4247
18.862.277/0001-99,1,18.862.277/0001-99,168125075.96,18862277000199,0,4252,4247
58.476.088/0001-00,1,58.476.088/0001-00,167604412.23,58476088000100,0,4252,4247
62.552.447/0001-20,1,62.552.447/0001-20,167490006.72,62552447000120,0,4252,4247
53.189.745/0001-07,1,53.189.745/0001-07,167330704.4,53189745000107,0,4252,4247
55.125.894/0001-38,1,55.125.894/0001-38,166774766.47,55125894000138,0,4252,4247
31.844.721/0001-01,1,31.844.721/0001-01,166559632.75,31844721000101,0,4252,4247
55.938.045/0001-01,1,55.938.045/0001-01,166437821.33,55938045000101,0,4252,4247
64.989.111/0001-55,1,64.989.111/0001-55,166420145.28,64989111000155,0,4252,4247
40.054.828/0001-47,1,40.054.828/0001-47,166022451.9,40054828000147,0,4252,4247
53.405.469/0001-77,1,53.405.469/0001-77,165407684.32,53405469000177,0,4252,4247
49.427.492/0001-95,1,49.427.492/0001-95,165395941.67,49427492000195,0,4252,4247
63.113.571/0001-52,1,63.113.571/0001-52,165293650.88,63113571000152,0,4252,4247
58.215.693/0001-10,1,58.215.693/0001-10,165241770.88,58215693000110,0,4252,4247
47.984.217/0001-47,1,47.984.217/0001-47,164984638.63,47984217000147,0,4252,4247
52.667.588/0001-35,1,52.667.588/0001-35,164893557.73,52667588000135,0,4252,4247
27.456.204/0001-98,1,27.456.204/0001-98,164860734.48,27456204000198,0,4252,4247
58.922.423/0001-49,1,58.922.423/0001-49,164840396.17,58922423000149,0,4252,4247
55.929.907/0001-21,1,55.929.907/0001-21,164267096.37,55929907000121,0,4252,4247
57.619.773/0001-78,1,57.619.773/0001-78,164220579.43,57619773000178,0,4252,4247
67.220.127/0001-97,1,67.220.127/0001-97,164174167.14,67220127000197,0,4252,4247
17.198.822/0001-21,1,17.198.822/0001-21,163904940.18,17198822000121,0,4252,4247
52.892.178/0001-98,1,52.892.178/0001-98,163832261.94,52892178000198,0,4252,4247
21.254.851/0001-30,1,21.254.851/0001-30,163622797.73,21254851000130,0,4252,4247
58.893.878/0001-83,1,58.893.878/0001-83,163520394.22,58893878000183,0,4252,4247
34.475.959/0001-03,1,34.475.959/0001-03,163518121.08,34475959000103,0,4252,4247
29.077.762/0001-78,1,29.077.762/0001-78,163296630.05,29077762000178,0,4252,4247
26.545.451/0001-06,1,26.545.451/0001-06,163166250.25,26545451000106,0,4252,4247
29.187.006/0001-00,1,29.187.006/0001-00,163097214.97,29187006000100,0,4252,4247
65.952.538/0001-41,1,65.952.538/0001-41,162962234.85,65952538000141,0,4252,4247
63.977.188/0001-42,1,63.977.188/0001-42,162751803.35,63977188000142,0,4252,4247
55.364.540/0001-46,1,55.364.540/0001-46,162591663.09,55364540000146,0,4252,4247
65.873.297/0001-45,1,65.873.297/0001-45,162575853.76,65873297000145,0,4252,4247
65.494.608/0001-65,1,65.494.608/0001-65,162486340.1,65494608000165,0,4252,4247
51.507.998/0001-56,1,51.507.998/0001-56,162289432.71,51507998000156,0,4252,4247
47.775.400/0001-32,1,47.775.400/0001-32,162222364.75,47775400000132,0,4252,4247
53.267.515/0001-19,1,53.267.515/0001-19,161856700.87,53267515000119,0,4252,4247
08.621.199/0001-87,1,08.621.199/0001-87,161827873.73,08621199000187,0,4252,4247
32.999.089/0001-38,1,32.999.089/0001-38,161729639.36,32999089000138,0,4252,4247
58.396.668/0001-80,1,58.396.668/0001-80,161719439.49,58396668000180,0,4252,4247
61.102.744/0001-01,1,61.102.744/0001-01,161560692.81,61102744000101,0,4252,4247
19.932.422/0001-23,1,19.932.422/0001-23,161507626.42,19932422000123,0,4252,4247
61.415.547/0001-42,1,61.415.547/0001-42,161430685.28,61415547000142,0,4252,4247
56.797.968/0001-45,1,56.797.968/0001-45,161249639.39,56797968000145,0,4252,4247
49.879.065/0001-48,1,49.879.065/0001-48,161157751.83,49879065000148,0,4252,4247
63.428.693/0001-38,1,63.428.693/0001-38,160962870.99,63428693000138,0,4252,4247
62.543.802/0001-03,1,62.543.802/0001-03,160667845.39,62543802000103,0,4252,4247
19.117.931/0001-00,1,19.117.931/0001-00,160517474.38,19117931000100,0,4252,4247
12.093.804/0001-61,1,12.093.804/0001-61,160343792.94,12093804000161,0,4252,4247
23.773.276/0001-08,1,23.773.276/0001-08,160242652.43,23773276000108,0,4252,4247
28.152.199/0001-92,1,28.152.199/0001-92,159964492.3,28152199000192,0,4252,4247
13.767.420/0001-40,1,13.767.420/0001-40,159397497.94,13767420000140,0,4252,4247
55.316.469/0001-26,1,55.316.469/0001-26,159189935.48,55316469000126,0,4252,4247
47.463.381/0001-09,1,47.463.381/0001-09,159146352.18,47463381000109,0,4252,4247
38.065.069/0001-76,1,38.065.069/0001-76,158565031.13,38065069000176,0,4252,4247
38.058.318/0001-04,1,38.058.318/0001-04,158559557.08,38058318000104,0,4252,4247
52.148.267/0001-24,1,52.148.267/0001-24,158225833.91,52148267000124,0,4252,4247
63.350.255/0001-02,1,63.350.255/0001-02,157903052.35,63350255000102,0,4252,4247
45.683.318/0001-52,1,45.683.318/0001-52,157783000.67,45683318000152,0,4252,4247
47.756.191/0001-80,1,47.756.191/0001-80,157628076.29,47756191000180,0,4252,4247
56.972.378/0001-01,1,56.972.378/0001-01,157620505.69,56972378000101,0,4252,4247
49.963.418/0001-93,1,49.963.418/0001-93,157515922.16,49963418000193,0,4252,4247
51.752.029/0001-60,1,51.752.029/0001-60,157358617.21,51752029000160,0,4252,4247
52.015.801/0001-24,1,52.015.801/0001-24,157231170.34,52015801000124,0,4252,4247
50.695.893/0001-05,1,50.695.893/0001-05,156831466.18,50695893000105,0,4252,4247
35.448.908/0001-47,1,35.448.908/0001-47,156572049.24,35448908000147,0,4252,4247
28.075.236/0001-06,1,28.075.236/0001-06,156560274.06,28075236000106,0,4252,4247
63.066.147/0001-02,1,63.066.147/0001-02,156443253.15,63066147000102,0,4252,4247
54.028.640/0001-39,1,54.028.640/0001-39,156416953.58,54028640000139,0,4252,4247
63.384.189/0001-83,1,63.384.189/0001-83,156174700.83,63384189000183,0,4252,4247
42.934.790/0001-22,1,42.934.790/0001-22,156161063.86,42934790000122,0,4252,4247
25.162.160/0001-68,1,25.162.160/0001-68,155822003.65,25162160000168,0,4252,4247
52.588.379/0001-04,1,52.588.379/0001-04,155699594.34,52588379000104,0,4252,4247
31.570.816/0001-84,1,31.570.816/0001-84,155543794.7,31570816000184,0,4252,4247
32.771.763/0001-22,1,32.771.763/0001-22,155446814.96,32771763000122,0,4252,4247
41.184.857/0001-96,1,41.184.857/0001-96,155394232.0,41184857000196,0,4252,4247
44.585.287/0001-34,1,44.585.287/0001-34,155178258.73,44585287000134,0,4252,4247
59.599.914/0001-63,1,59.599.914/0001-63,154948511.59,59599914000163,0,4252,4247
60.777.129/0001-32,1,60.777.129/0001-32,154708417.44,60777129000132,0,4252,4247
65.836.995/0001-70,1,65.836.995/0001-70,154321628.99,65836995000170,0,4252,4247
56.992.610/0001-73,1,56.992.610/0001-73,154197008.11,56992610000173,0,4252,4247
47.984.241/0001-86,1,47.984.241/0001-86,154086454.1,47984241000186,0,4252,4247
54.349.601/0001-33,1,54.349.601/0001-33,153642697.13,54349601000133,0,4252,4247
43.863.266/0001-70,1,43.863.266/0001-70,153518417.09,43863266000170,0,4252,4247
30.127.068/0001-05,1,30.127.068/0001-05,153306059.22,30127068000105,0,4252,4247
55.198.653/0001-19,1,55.198.653/0001-19,153205043.24,55198653000119,0,4252,4247
59.843.866/0001-07,1,59.843.866/0001-07,153081421.95,59843866000107,0,4252,4247
38.314.663/0001-53,1,38.314.663/0001-53,153012233.43,38314663000153,0,4252,4247
32.388.184/0001-03,1,32.388.184/0001-03,152694861.29,32388184000103,0,4252,4247
23.104.468/0001-21,1,23.104.468/0001-21,152431979.46,23104468000121,0,4252,4247
37.651.102/0001-87,1,37.651.102/0001-87,152281950.83,37651102000187,0,4252,4247
63.618.462/0001-97,1,63.618.462/0001-97,152114009.74,63618462000197,0,4252,4247
54.219.179/0001-00,1,54.219.179/0001-00,151890811.96,54219179000100,0,4252,4247
33.499.726/0001-70,1,33.499.726/0001-70,151663898.44,33499726000170,0,4252,4247
52.304.780/0001-67,1,52.304.780/0001-67,151637878.52,52304780000167,0,4252,4247
58.598.420/0001-00,1,58.598.420/0001-00,151218155.79,58598420000100,0,4252,4247
47.167.918/0001-93,1,47.167.918/0001-93,151199850.68,47167918000193,0,4252,4247
