competencia_anterior,competencia_atual,fundos_coorte_anterior,pl_coorte_anterior_brl,fundos_coorte_atual,pl_coorte_atual_brl,fundos_mesmo_subtipo,pl_atual_mesmo_subtipo_brl,fundos_reclassificados,pl_atual_reclassificado_brl,fundos_entraram,pl_atual_entradas_brl,fundos_sairam,pl_anterior_saidas_brl,regra
2026-05,2026-06,2050,603516406097.5901,2066,608713543906.14,1856,557282968080.27,86,35427417864.77,124,16003157961.099998,108,28871652371.109997,coortes elegíveis e subtipos definidos separadamente pela Tabela II em 2026-05 e 2026-06
