competencia,fundos_total,pl_total_brl,fundos_sem_abertura_tabela_ii,pl_sem_abertura_tabela_ii_brl,carteira_tabela_i_sem_abertura_brl,tabela_i_carteira_brl,tabela_ii_total_brl,gap_tabela_ii_menos_i_brl,fundos_gap_positivo,gap_positivo_brl,fundos_gap_negativo,gap_negativo_brl,gap_positivo_top1_share,gap_positivo_top5_share,gap_positivo_top10_share,gap_positivo_top20_share,unidade,fonte
2023-12,2404,485359225501.6,0,,,387796919310.85004,439495532858.9199,51698613548.069885,1106,51698613548.06999,16,2.6961788535118103e-07,0.32540574398340005,0.4660297679278758,0.574743322656266,0.682594923728422,CNPJ legal de fundo,"CVM, Informe Mensal de FIDC, Tabelas I e II"
2026-06,4247,961486037888.65,0,,,676978650410.7201,737411138210.76,60432487800.03992,1797,60432487800.04001,37,6.46134139969945e-07,0.04177205469668467,0.15120809043912883,0.2641470172482198,0.4048149933048728,CNPJ legal de fundo,"CVM, Informe Mensal de FIDC, Tabelas I e II"
