competencia,bank_group,cnpj_root8,cnpj_fundo,denominacao,pl_brl,observado,pl_reportado_zero,source_reference
2025-12,BTG,20403406,20403406000122,SG II A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,70209484.98,True,False,FIDCs.xlsx#BTG!A23:D23
2025-12,BTG,47410134,47410134000144,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS IV - E,63603190.39,True,False,FIDCs.xlsx#BTG!A11:D11
2025-12,BTG,36669346,36669346000124,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INSOLVÊNCIA,31876661.22,True,False,FIDCs.xlsx#BTG!A26:D26
2025-12,BTG,62083078,62083078000174,PORTFOLIO 22 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,11749694.93,True,False,FIDCs.xlsx#BTG!A21:D21
2025-12,BTG,36335723,36335723000199,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS,7529461.42,True,False,FIDCs.xlsx#BTG!A25:D25
2025-12,BTG,49999307,49999307000137,ATIVOS ESTRATÉGICOS LOCAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,4356982.31,True,False,FIDCs.xlsx#BTG!A19:D19
2025-12,BTG,62084270,62084270000185,SORACHI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,4136431.16,True,False,FIDCs.xlsx#BTG!A20:D20
2025-12,BTG,50906397,50906397000153,BTG PACTUAL CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,True,True,FIDCs.xlsx#BTG!A12:D12
2025-12,BTG,43508561,,não observado,,False,False,FIDCs.xlsx#BTG!A8:D8
2025-12,BTG,64157536,,não observado,,False,False,FIDCs.xlsx#BTG!A24:D24
2025-12,BTG,65473848,,não observado,,False,False,FIDCs.xlsx#BTG!A29:D29
2025-12,BTG,66737102,,não observado,,False,False,FIDCs.xlsx#BTG!A33:D33
2025-12,Bradesco,43489824,43489824000180,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMPLEMENTAR AUTO-FORD,1664543818.44,True,False,FIDCs.xlsx#Bradesco!A2:C2
2025-12,Itau,63700113,63700113000110,NC 2025 I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,5343503672.98,True,False,FIDCs.xlsx#Itau!A19:C19
2025-12,Itau,08417544,08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,1421529444.08,True,False,FIDCs.xlsx#Itau!A4:C4
2025-12,Itau,61285603,61285603000171,MAROBÁ FUNDO DE INVESTMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1271437962.28,True,False,FIDCs.xlsx#Itau!A15:C15
2025-12,Itau,29292312,29292312000106,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS NPL II,1124744719.57,True,False,FIDCs.xlsx#Itau!A2:C2
2025-12,Itau,62092802,62092802000126,IA II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,813199439.73,True,False,FIDCs.xlsx#Itau!A17:C17
2025-12,Itau,48997793,48997793000191,IA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,669866446.25,True,False,FIDCs.xlsx#Itau!A9:C9
2025-12,Itau,42085830,42085830000109,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,516716267.32,True,False,FIDCs.xlsx#Itau!A5:C5
2025-12,Itau,62837773,62837773000184,JACARANDÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ECO INVEST BRASIL DE RESP LIMITADA,514330373.3,True,False,FIDCs.xlsx#Itau!A16:C16
2025-12,Itau,26749095,26749095000134,PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADAL,411584762.02,True,False,FIDCs.xlsx#Itau!A3:C3
2025-12,Itau,45598747,45598747000121,SUMUP SOLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILI,362258298.04,True,False,FIDCs.xlsx#Itau!A7:C7
2025-12,Itau,62626887,62626887000185,SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,353313254.39,True,False,FIDCs.xlsx#Itau!A18:C18
2025-12,Itau,52271464,52271464000136,KIWIFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE,333390551.57,True,False,FIDCs.xlsx#Itau!A14:C14
2025-12,Itau,54178902,54178902000141,TANGERINA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,319999150.43,True,False,FIDCs.xlsx#Itau!A11:C11
2025-12,Itau,55983705,55983705000168,PRAVALER CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,189276463.97,True,False,FIDCs.xlsx#Itau!A13:C13
2025-12,Itau,50988212,50988212000105,CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,188133166.34,True,False,FIDCs.xlsx#Itau!A10:C10
2025-12,Itau,44395252,44395252000132,B2CYCLE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,141128947.56,True,False,FIDCs.xlsx#Itau!A6:C6
2025-12,Itau,57270666,57270666000187,MOBILITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,52476465.34,True,False,FIDCs.xlsx#Itau!A12:C12
2025-12,Itau,48967719,48967719000122,SOULPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50943557.09,True,False,FIDCs.xlsx#Itau!A8:C8
2025-12,Itau,63693909,63693909000192,ACÁCIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1973095.77,True,False,FIDCs.xlsx#Itau!A20:C20
2025-12,Santander,21126275,21126275000146,VENDA DE VEÍCULOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,3767030805.43,True,False,FIDCs.xlsx#Santander!A4:C4
2025-12,Santander,47228232,47228232000165,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,3057926022.47,True,False,FIDCs.xlsx#Santander!A7:C7
2025-12,Santander,26405883,26405883000103,FIDC MULTISEGMENTOS NPL IPANEMA VI RESPONSABILIDADE LIMITADA,2495083138.17,True,False,FIDCs.xlsx#Santander!A3:C3
2025-12,Santander,52651831,52651831000127,HYUNDAI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2027360741.78,True,False,FIDCs.xlsx#Santander!A11:C11
2025-12,Santander,26405874,26405874000112,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATACADO RESPONSABILIDADE LIMITADA,790623444.64,True,False,FIDCs.xlsx#Santander!A2:C2
2025-12,Santander,40132424,40132424000124,SAINTE JULIE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESP LIMITADA,717920955.86,True,False,FIDCs.xlsx#Santander!A6:C6
2025-12,Santander,52115758,52115758000179,PRECATO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,293558741.14,True,False,FIDCs.xlsx#Santander!A10:C10
2025-12,Santander,58238773,58238773000190,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONRETORNO - RESPONSABILIDADE LIMITADA,128383176.4,True,False,FIDCs.xlsx#Santander!A12:C12
2025-12,Santander,38612809,38612809000147,GETNET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,60209141.95,True,False,FIDCs.xlsx#Santander!A5:C5
2025-12,Santander,46450551,46450551000158,D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,19752110.69,True,False,FIDCs.xlsx#Santander!A8:C8
2025-12,Santander,51326602,51326602000174,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TELLUS RESPONSABILIDADE LIMITADA,377965.54,True,False,FIDCs.xlsx#Santander!A9:C9
2025-12,Santander,65411764,,não observado,,False,False,FIDCs.xlsx#Santander!A13:C13
2026-05,BB,65534981,65534981000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NPL - ATIVOS I,50627525.39,True,False,FIDCs.xlsx#BB!A2:D2
2026-05,BTG,52242420,52242420000188,BTG PACTUAL CONSIGNADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,7919216190.97,True,False,FIDCs.xlsx#BTG!A13:D13
2026-05,BTG,65473848,65473848000183,PAN AUTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,7730070570.38,True,False,FIDCs.xlsx#BTG!A29:D29
2026-05,BTG,50906397,50906397000153,BTG PACTUAL CONSIGNADOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,5930105860.45,True,False,FIDCs.xlsx#BTG!A12:D12
2026-05,BTG,29225241,29225241000110,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS III RESPONSABILIDADE LIMITADA,5765091894.78,True,False,FIDCs.xlsx#BTG!A4:D4
2026-05,BTG,24194675,24194675000187,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS I RESPONSABILIDADE LIMITADA,3002544103.77,True,False,FIDCs.xlsx#BTG!A5:D5
2026-05,BTG,54871427,54871427000194,CONSIGNADO DELTA RECEIVABLES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2688071439.96,True,False,FIDCs.xlsx#BTG!A16:D16
2026-05,BTG,40750266,40750266000176,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT I RECEIVABLES RESPONSABILIDADE LIMITADA,1754069673.52,True,False,FIDCs.xlsx#BTG!A10:D10
2026-05,BTG,32774233,32774233000138,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PRECATÓRIOS BRASIL,1148173672.88,True,False,FIDCs.xlsx#BTG!A3:D3
2026-05,BTG,66737102,66737102000100,PAN CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,992851359.12,True,False,FIDCs.xlsx#BTG!A33:D33
2026-05,BTG,36672404,36672404000179,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITOS NÃO PADRONIZADOS I RESPONSABILIDADE LIMITADA,890080998.39,True,False,FIDCs.xlsx#BTG!A2:D2
2026-05,BTG,23798073,23798073000176,JC PLÁSTICOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS - FIDC - NP,809194897.73,True,False,FIDCs.xlsx#BTG!A22:D22
2026-05,BTG,40752367,40752367000186,MT INSS RECEIVABLES II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,421597559.06,True,False,FIDCs.xlsx#BTG!A9:D9
2026-05,BTG,39863047,39863047000114,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SETOR ELÉTRICO - INVESTIMENTO EM COTAS,365966418.32,True,False,FIDCs.xlsx#BTG!A7:D7
2026-05,BTG,43721713,43721713000157,BTG CONSÓRCIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II,340084676.34,True,False,FIDCs.xlsx#BTG!A6:D6
2026-05,BTG,26570645,26570645000153,JC 4870 VI - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,244243230.62,True,False,FIDCs.xlsx#BTG!A31:D31
2026-05,BTG,52049112,52049112000130,KATETO INVESTIMENTO PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,144170984.23,True,False,FIDCs.xlsx#BTG!A14:D14
2026-05,BTG,36335689,36335689000152,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SETOR PÚBLICO,136232960.98,True,False,FIDCs.xlsx#BTG!A28:D28
2026-05,BTG,26471075,26471075000144,JC 4870 V FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - FIDC-NP,134129364.19,True,False,FIDCs.xlsx#BTG!A30:D30
2026-05,BTG,58328083,58328083000122,PLGN AUTO LOANS I FEEDER FI EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,124061400.68,True,False,FIDCs.xlsx#BTG!A18:D18
2026-05,BTG,36335649,36335649000100,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SPECIAL SITUATIONS,123081496.59,True,False,FIDCs.xlsx#BTG!A27:D27
2026-05,BTG,54134587,54134587000150,KATETO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,101953568.31,True,False,FIDCs.xlsx#BTG!A15:D15
2026-05,BTG,62084270,62084270000185,SORACHI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,84630978.48,True,False,FIDCs.xlsx#BTG!A20:D20
2026-05,BTG,20403406,20403406000122,SG II A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,69215170.13,True,False,FIDCs.xlsx#BTG!A23:D23
2026-05,BTG,47410134,47410134000144,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALTERNATIVE ASSETS IV - E,64579923.99,True,False,FIDCs.xlsx#BTG!A11:D11
2026-05,BTG,36335723,36335723000199,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMERCIAIS,63429738.83,True,False,FIDCs.xlsx#BTG!A25:D25
2026-05,BTG,55521594,55521594000178,BTG EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61038873.49,True,False,FIDCs.xlsx#BTG!A17:D17
2026-05,BTG,36669346,36669346000124,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS INSOLVÊNCIA,33944475.77,True,False,FIDCs.xlsx#BTG!A26:D26
2026-05,BTG,62083078,62083078000174,PORTFOLIO 22 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,11528021.74,True,False,FIDCs.xlsx#BTG!A21:D21
2026-05,BTG,49999307,49999307000137,ATIVOS ESTRATÉGICOS LOCAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,4393498.8,True,False,FIDCs.xlsx#BTG!A19:D19
2026-05,BTG,23954863,23954863000101,JC 4870 IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - FIDC-NP,0.0,True,True,FIDCs.xlsx#BTG!A32:D32
2026-05,BTG,43508561,,não observado,,False,False,FIDCs.xlsx#BTG!A8:D8
2026-05,BTG,64157536,,não observado,,False,False,FIDCs.xlsx#BTG!A24:D24
2026-05,Bradesco,43489824,43489824000180,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COMPLEMENTAR AUTO-FORD,1862200441.55,True,False,FIDCs.xlsx#Bradesco!A2:C2
2026-05,Itau,63700113,63700113000110,NC 2025 I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,5655088696.55,True,False,FIDCs.xlsx#Itau!A19:C19
2026-05,Itau,61285603,61285603000171,MAROBÁ FUNDO DE INVESTMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1354307152.86,True,False,FIDCs.xlsx#Itau!A15:C15
2026-05,Itau,08417544,08417544000165,PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,1269371168.57,True,False,FIDCs.xlsx#Itau!A4:C4
2026-05,Itau,29292312,29292312000106,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS NPL II,1092847460.34,True,False,FIDCs.xlsx#Itau!A2:C2
2026-05,Itau,62092802,62092802000126,IA II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,783253116.09,True,False,FIDCs.xlsx#Itau!A17:C17
2026-05,Itau,48997793,48997793000191,IA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,757787506.76,True,False,FIDCs.xlsx#Itau!A9:C9
2026-05,Itau,62837773,62837773000184,JACARANDÁ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ECO INVEST BRASIL DE RESP LIMITADA,542937829.0,True,False,FIDCs.xlsx#Itau!A16:C16
2026-05,Itau,26749095,26749095000134,PRAVALER CRÉDITO UNIVERSITÁRIO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADAL,386087567.08,True,False,FIDCs.xlsx#Itau!A3:C3
2026-05,Itau,45598747,45598747000121,SUMUP SOLO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILI,362784782.62,True,False,FIDCs.xlsx#Itau!A7:C7
2026-05,Itau,62626887,62626887000185,SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,355920954.19,True,False,FIDCs.xlsx#Itau!A18:C18
2026-05,Itau,42085830,42085830000109,CLOUDWALK AKIRA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,350024576.35,True,False,FIDCs.xlsx#Itau!A5:C5
2026-05,Itau,52271464,52271464000136,KIWIFY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE,339663291.12,True,False,FIDCs.xlsx#Itau!A14:C14
2026-05,Itau,54178902,54178902000141,TANGERINA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,337275042.42,True,False,FIDCs.xlsx#Itau!A11:C11
2026-05,Itau,55983705,55983705000168,PRAVALER CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA,261242807.55,True,False,FIDCs.xlsx#Itau!A13:C13
2026-05,Itau,50988212,50988212000105,CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,190803905.81,True,False,FIDCs.xlsx#Itau!A10:C10
2026-05,Itau,44395252,44395252000132,B2CYCLE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,130710920.2,True,False,FIDCs.xlsx#Itau!A6:C6
2026-05,Itau,48967719,48967719000122,SOULPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,78165366.93,True,False,FIDCs.xlsx#Itau!A8:C8
2026-05,Itau,57270666,57270666000187,MOBILITAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,53325266.76,True,False,FIDCs.xlsx#Itau!A12:C12
2026-05,Itau,63693909,63693909000192,ACÁCIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,1809907.36,True,False,FIDCs.xlsx#Itau!A20:C20
2026-05,Santander,21126275,21126275000146,VENDA DE VEÍCULOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,3492130161.23,True,False,FIDCs.xlsx#Santander!A4:C4
2026-05,Santander,26405883,26405883000103,FIDC MULTISEGMENTOS NPL IPANEMA VI RESPONSABILIDADE LIMITADA,2621845896.29,True,False,FIDCs.xlsx#Santander!A3:C3
2026-05,Santander,47228232,47228232000165,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2332130838.94,True,False,FIDCs.xlsx#Santander!A7:C7
2026-05,Santander,52651831,52651831000127,HYUNDAI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2159768279.28,True,False,FIDCs.xlsx#Santander!A11:C11
2026-05,Santander,26405874,26405874000112,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ATACADO RESPONSABILIDADE LIMITADA,811932857.77,True,False,FIDCs.xlsx#Santander!A2:C2
2026-05,Santander,40132424,40132424000124,SAINTE JULIE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESP LIMITADA,592629025.79,True,False,FIDCs.xlsx#Santander!A6:C6
2026-05,Santander,65411764,65411764000115,ATENA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO INFRAESTRUTURA DE RESP LIMITADA,507114261.73,True,False,FIDCs.xlsx#Santander!A13:C13
2026-05,Santander,52115758,52115758000179,PRECATO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,265761636.83,True,False,FIDCs.xlsx#Santander!A10:C10
2026-05,Santander,58238773,58238773000190,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONRETORNO - RESPONSABILIDADE LIMITADA,166594531.29,True,False,FIDCs.xlsx#Santander!A12:C12
2026-05,Santander,38612809,38612809000147,GETNET FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,60059733.58,True,False,FIDCs.xlsx#Santander!A5:C5
2026-05,Santander,46450551,46450551000158,D365 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1144353.48,True,False,FIDCs.xlsx#Santander!A8:C8
2026-05,Santander,51326602,51326602000174,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TELLUS RESPONSABILIDADE LIMITADA,90974.38,True,False,FIDCs.xlsx#Santander!A9:C9
