competencia,cnpj_fundo,pl,carteira_dc,dc_inadimplentes,dc_inadimplentes_ajustado_recalculado,dc_a_vencer_com_parcela_inad,inad_ate_30d,inad_31_60d,inad_61_90d,inad_91_120d,inad_121_150d,inad_151_180d,inad_181_360d,inad_361_720d,inad_721_1080d,inad_maior_1080d,inad_acima_360d,inad_aging_total,inadimplencia_ex_360d,inadimplencia_ex_360d_ajustada,cnpj_classe_count,cnpj_classes,is_fic_fidc,is_np,reports_carteira_dc,reports_dc_inadimplentes,reports_inad_acima_360d,field_presence_exact,denominacao,cnpj_veiculo,admin_nome,admin_cnpj,gestor_nome,gestor_cnpj,custodiante_nome,custodiante_cnpj,segmento_principal,segmento_financeiro_principal,classificacao_anbima,publico_alvo,fund_key,cnpj_classe,cnpj_fundo_formatado,aggregation_warning,tab4_duplicate_detected,tab4_type_conflict,tab4_pl_conflict,tab4_duplicate_rows_dropped,tab4_warning,anbima_tipo,anbima_foco,classification_tier,classification_status,classification_source,classification_evidence,classification_requires_warning,classification_warning,administrador_grupo,administrador_cnpj_normalizado,gestor_grupo,gestor_cnpj_normalizado,custodiante_grupo,custodiante_cnpj_normalizado,prestadores_ausentes,monoestrutura_conglomerado,monoestrutura_entidade_legal,definicao_mono_adotada,grupo_mono,modelo_prestacao,is_top20_fidc
2026-06,55897261000148,31314232.14,28860811.89,8417730.65,8417730.65,0.0,1616464.09,1188364.69,1039932.68,921466.2,819959.07,716050.04,2063663.17,51830.71,0.0,0.0,51830.71,8417730.65,8365899.94,8365899.94,1,55897261000148,False,False,True,True,True,True,VIA CERTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS,55897261000148,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,INTEGRAL INVESTIMENTOS LTDA.,6576569000186.0,OLIVEIRA TRUST DTVM S.A.,36113876000191.0,Financeiro,Financeiro: outros,,,55897261000148,55897261000148,55.897.261/0001-48,,False,False,False,0,,Financeiro,Crédito Pessoal,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Oliveira Trust,36113876000191,Integral Investimentos,06576569000186,Oliveira Trust,36113876000191,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,67025009000128,31297243.05,28957647.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,67025009000128,False,False,True,True,True,True,RENEGOCIAÇÃO DESPORTIVA FIDC MULTICARTEIRA OUTROS RESP. LIMITADA,67025009000128,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188.0,OUTFIELD VENTURES S.A.,49627380000188.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188.0,Financeiro,Financeiro: outros,,,67025009000128,67025009000128,67.025.009/0001-28,,False,False,False,0,,Financeiro,Multicarteira Financeiro,proxy_cvm,Proxy CVM; validar,equivalência metodológica a partir do segmento CVM,segmento CVM FINANCEIRO,True,proxy CVM não equivale a classificação ANBIMA publicada,Vórtx,22610500000188,Outfield Ventures,49627380000188,Vórtx,22610500000188,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,56769153000152,31270435.75,26720100.88,1293851.16,1293851.16,0.0,1282977.5,9211.24,1662.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1293851.16,1293851.16,1293851.16,1,56769153000152,False,False,True,True,True,True,NOVA PROSPER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,56769153000152,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109.0,BLESS CAPITAL GESTORA DE RECURSOS LTDA.,20675481000142.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109.0,Comercial,Financeiro: outros,,,56769153000152,56769153000152,56.769.153/0001-52,,False,False,False,0,,"Agro, Indústria e Comércio",Recebíveis Comerciais,proxy_cvm,Proxy CVM; validar,equivalência metodológica a partir do segmento CVM,segmento CVM Comercial,True,proxy CVM não equivale a classificação ANBIMA publicada,Id Corretora De Titulos E Valores Mobiliarios,16695922000109,Bless Capital Gestora De Recursos,20675481000142,Id Corretora De Titulos E Valores Mobiliarios,16695922000109,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,57645492000190,31229943.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,57645492000190,True,False,True,True,True,True,ARBEQUINA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,57645492000190,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123.0,PORTOFINO GESTÃO DE RECURSOS LTDA.,17590181000156.0,BANCO BTG PACTUAL S/A,30306294000145.0,,,,,57645492000190,57645492000190,57.645.492/0001-90,,False,False,False,0,,FIC-FIDC,FIC-FIDC,fic_separado,FIC separado,campo is_fic_fidc do Informe Mensal CVM,FIC-FIDC é apresentado fora da taxonomia de quatro tipos,False,,BTG Pactual,59281253000123,Portofino Gestao De Recursos,17590181000156,BTG Pactual,30306294000145,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,18269128000110,31197725.16,28921204.37,8341087.58,8341087.58,0.0,1380056.44,221249.21,103008.04,82253.51,49219.54,60250.99,375348.33,446503.01,2477214.46,3145984.05,6069701.52,8341087.58,2271386.0600000005,2271386.0600000005,1,18269128000110,False,False,True,True,True,True,DB 18 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,18269128000110,BANCO FINAXIS S.A.,11758741000152.0,PETRA CAPITAL GESTÃO DE INVESTIMENTOS LTDA,9204714000196.0,BANCO FINAXIS S.A.,11758741000152.0,Comercial,,,,18269128000110,18269128000110,18.269.128/0001-10,,False,False,False,0,,Fomento Mercantil,Fomento Mercantil,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Finaxis,11758741000152,Petra Capital Gestao De Investimentos,09204714000196,Finaxis,11758741000152,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,50284896000156,31185740.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,50284896000156,True,False,True,True,True,True,VSG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50284896000156,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,TERCON INVESTIMENTOS S.A.,9121454000195.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,,,,Qualificado,50284896000156,50284896000156,50.284.896/0001-56,,False,False,False,0,,FIC-FIDC,FIC-FIDC,fic_separado,FIC separado,campo is_fic_fidc do Informe Mensal CVM,FIC-FIDC é apresentado fora da taxonomia de quatro tipos,False,,QI Tech,62285390000140,Tercon Investimentos,09121454000195,QI Tech,62285390000140,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,60115023000173,31139965.33,30973702.87,22988242.64,22988242.64,0.0,22988242.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22988242.64,22988242.64,22988242.64,1,60115023000173,False,False,True,True,True,True,SKIEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,60115023000173,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13673855000125.0,FRAM CAPITAL GESTÃO DE ATIVOS LTDA.,8157028000149.0,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13673855000125.0,Industrial,,,,60115023000173,60115023000173,60.115.023/0001-73,,False,False,False,0,,Outros,Multicarteira Outros,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Oslo Capital,13673855000125,Fram Capital Gestao De Ativos,08157028000149,Oslo Capital,13673855000125,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,54153956000152,31108881.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,54153956000152,True,False,True,True,True,True,LC II FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54153956000152,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188.0,TAG INVESTIMENTOS LTDA,1591499000111.0,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,22610500000188.0,,,,,54153956000152,54153956000152,54.153.956/0001-52,,False,False,False,0,,FIC-FIDC,FIC-FIDC,fic_separado,FIC separado,campo is_fic_fidc do Informe Mensal CVM,FIC-FIDC é apresentado fora da taxonomia de quatro tipos,False,,Vórtx,22610500000188,Tag Investimentos,01591499000111,Vórtx,22610500000188,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,49000711000155,31102992.12,31085991.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,49000711000155,False,False,True,True,True,True,CPO1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49000711000155,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,62264924000152.0,YARDS ASSET GESTORA DE RECURSOS LTDA.,37537640000145.0,QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,62264924000152.0,Financeiro,Financeiro: outros,,,49000711000155,49000711000155,49.000.711/0001-55,,False,False,False,0,,Outros,Multicarteira Outros,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Qore,62264924000152,Yards Asset Gestora De Recursos,37537640000145,Qore,62264924000152,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,11003181000126,31096078.74,0.0,259752519.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259752519.83,259752519.83,259752519.83,0.0,0.0,1,11003181000126,False,False,True,True,True,True,BBIF MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP,11003181000126,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,62318407000119.0,GENIAL GESTÃO LTDA.,22119959000183.0,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,62318407000119.0,Financeiro,Financeiro: imobiliario residencial,,,11003181000126,11003181000126,11.003.181/0001-26,,False,False,False,0,,Outros,Multicarteira Outros,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,S3 Caceis Brasil,62318407000119,Genial,22119959000183,S3 Caceis Brasil,62318407000119,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,45953246000116,31051233.72,30757674.44,64926449.32,30757674.44,0.0,14415000.0,15835666.26,23438100.0,7826581.94,3411101.12,0.0,0.0,0.0,0.0,0.0,0.0,64926449.31999999,64926449.32,30757674.44,1,45953246000116,False,False,True,True,True,True,RUMOS DISTRIBUIDORA DE PETRÓLEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,45953246000116,BANCO GENIAL S.A.,45246410000155.0,VALORA RENDA FIXA ESTRUTURADOS LTDA.,57369679000108.0,BANCO GENIAL S.A.,45246410000155.0,Comercial,,,,45953246000116,45953246000116,45.953.246/0001-16,,False,False,False,0,,"Agro, Indústria e Comércio",Recebíveis Comerciais,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Genial,45246410000155,Valora Renda Fixa Estruturados,57369679000108,Genial,45246410000155,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,56348388000170,30962083.85,29605873.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,56348388000170,False,False,True,True,True,True,JUSTOO CRÉDITO JUDICIAL PRIVADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56348388000170,PLANNER CORRETORA DE VALORES S.A.,806535000154.0,MENESTYS GESTORA DE RECURSOS LTDA,50543106000100.0,PLANNER CORRETORA DE VALORES S.A.,806535000154.0,Financeiro,Financeiro: outros,,,56348388000170,56348388000170,56.348.388/0001-70,,False,False,False,0,,Outros,Multicarteira Outros,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Planner Corretora De Valores,00806535000154,Menestys Gestora De Recursos,50543106000100,Planner Corretora De Valores,00806535000154,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,62161418000138,30933490.24,18017399.6,614671.76,614671.76,2541699.45,1026885.94,320770.05,152997.19,67147.73,40465.67,22350.35,1772.77,0.0,0.0,0.0,0.0,1632389.7,614671.76,614671.76,1,62161418000138,False,False,True,True,True,True,AIBR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,62161418000138,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,QI GESTÃO DE RECURSOS LTDA.,52332058000136.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,Financeiro,Financeiro: credito pessoal,,,62161418000138,62161418000138,62.161.418/0001-38,,False,False,False,0,,Financeiro,Crédito Pessoal,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,QI Tech,62285390000140,QI Tech,52332058000136,QI Tech,62285390000140,False,True,False,mesmo conglomerado econômico normalizado,QI Tech,Monoestrutura,False
2026-06,38328747000146,30932288.28,27731473.45,12037612.52,12037612.52,0.0,1117610.91,2438219.9,1710434.6,1968661.2,357353.62,522458.15,3922874.14,0.0,0.0,0.0,0.0,12037612.520000001,12037612.52,12037612.52,1,38328747000146,False,False,True,True,True,True,JUSINVEST I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,38328747000146,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,24361690000172.0,VERSAL FINANCE GESTÃO DE RECURSOS LTDA,13741074000120.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,24361690000172.0,Industrial,,,,38328747000146,38328747000146,38.328.747/0001-46,,False,False,False,0,,Outros,Multicarteira Outros,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Limine Trust,24361690000172,Versal Finance Gestao De Recursos,13741074000120,Limine Trust,24361690000172,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,65470525000136,30876769.77,29847133.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,65470525000136,False,False,True,True,True,True,DHT GROWTH CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRÉDITO CORPORATIVO,65470525000136,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,40434681000110.0,HARBOUR CAPITAL ADMINISTRADORA DE CARTEIRAS DE VALORES MOBILIÁRIOS LTDA.,36040900000100.0,AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,40434681000110.0,Industrial,,,,65470525000136,65470525000136,65.470.525/0001-36,,False,False,False,0,,"Agro, Indústria e Comércio",Crédito Corporativo,proxy_cvm,Proxy CVM; validar,equivalência metodológica a partir do segmento CVM,segmento CVM Industrial,True,proxy CVM não equivale a classificação ANBIMA publicada,Azumi,40434681000110,Harbour Capital Administradora De Carteiras De Valores Mobiliarios,36040900000100,Azumi,40434681000110,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,55112192000110,30829311.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,55112192000110,False,False,True,True,True,True,BYX MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,55112192000110,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109.0,GESTORA DE RECURSOS ID - GRID LTDA,44615804000170.0,ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.,16695922000109.0,,,,,55112192000110,55112192000110,55.112.192/0001-10,,False,False,False,0,,N/D,N/D,nao_disponivel,N/D,,segmento CVM sem equivalência segura,True,sem evidência segura para classificação ANBIMA,Id Corretora De Titulos E Valores Mobiliarios,16695922000109,Gestora De Recursos Id Grid,44615804000170,Id Corretora De Titulos E Valores Mobiliarios,16695922000109,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,46322877000108,30810974.96,29229797.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,46322877000108,False,False,True,True,True,True,AUGME NAMARI VENTURE DEBT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,46322877000108,BANCO DAYCOVAL S.A.,62232889000190.0,AUGME CAPITAL GESTÃO DE RECURSOS LTDA.,23360896000115.0,BANCO DAYCOVAL S.A.,62232889000190.0,Setor publico,,,,46322877000108,46322877000108,46.322.877/0001-08,,False,False,False,0,,Outros,Multicarteira Outros,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Daycoval,62232889000190,Augme Capital Gestao De Recursos,23360896000115,Daycoval,62232889000190,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,49998142000189,30810794.13,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,49998142000189,False,False,True,True,True,True,MAGIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49998142000189,GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.,27652684000162.0,PLURAL INVESTIMENTOS GESTÃO DE RECURSOS LTDA.,9630188000126.0,BANCO GENIAL S.A.,45246410000155.0,Setor publico,,,,49998142000189,49998142000189,49.998.142/0001-89,,False,False,False,0,,Outros,Recuperação,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Genial,27652684000162,Plural Investimentos Gestao De Recursos,09630188000126,Genial,45246410000155,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,52354707000108,30802241.89,26539232.09,0.0,0.0,1071740.34,1027245.25,34480.0,10015.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071740.34,0.0,0.0,1,52354707000108,False,False,True,True,True,True,IZI CASH I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52354707000108,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,59281253000123.0,BTG PACTUAL ASSET MANAGEMENT S/A DTVM,29650082000100.0,BANCO BTG PACTUAL S/A,30306294000145.0,Comercial,,,,52354707000108,52354707000108,52.354.707/0001-08,,False,False,False,0,,Fomento Mercantil,Fomento Mercantil,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,BTG Pactual,59281253000123,BTG Pactual,29650082000100,BTG Pactual,30306294000145,False,True,False,mesmo conglomerado econômico normalizado,BTG Pactual,Monoestrutura,False
2026-06,65668467000150,30777009.19,30787505.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,65668467000150,False,False,True,True,True,True,EVORA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,65668467000150,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,37678915000160.0,FIDD ADMINISTRAÇÃO DE RECURSOS LTDA,32582247000150.0,FIDD DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,37678915000160.0,Industrial,,,,65668467000150,65668467000150,65.668.467/0001-50,,False,False,False,0,,"Agro, Indústria e Comércio",Crédito Corporativo,proxy_cvm,Proxy CVM; validar,equivalência metodológica a partir do segmento CVM,segmento CVM Industrial,True,proxy CVM não equivale a classificação ANBIMA publicada,Fidd,37678915000160,Fidd Administracao De Recursos,32582247000150,Fidd,37678915000160,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,58242641000132,30768430.63,29653413.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,58242641000132,False,False,True,True,True,True,DC1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58242641000132,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,24361690000172.0,DIRETA CAPITAL LTDA,12586135000160.0,LIMINE TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,24361690000172.0,Industrial,,,,58242641000132,58242641000132,58.242.641/0001-32,,False,False,False,0,,"Agro, Indústria e Comércio","Multicarteira Agro, Indústria e Comércio",oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Limine Trust,24361690000172,Direta Capital,12586135000160,Limine Trust,24361690000172,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,41865425000140,30671117.33,35696121.26,0.0,0.0,34358657.25,1341186.12,1080496.45,934049.23,872102.09,842496.72,750128.98,3684616.44,5424946.23,6556450.73,12872184.26,24853581.22,34358657.25,0.0,0.0,1,41865425000140,False,False,True,True,True,True,BEAT FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS - RESPONSABILIDADE LIMITADA,41865425000140,LASTRO RDV DTVM LTDA,71590442000183.0,EAGLE CAPITAL GESTÃO DE INVESTIMENTOS LTDA,4876927000140.0,LASTRO RDV DTVM LTDA,71590442000183.0,Financeiro,Financeiro: outros,,,41865425000140,41865425000140,41.865.425/0001-40,,False,False,False,0,,Outros,Multicarteira Outros,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Lastro Rdv,71590442000183,Eagle Capital Gestao De Investimentos,04876927000140,Lastro Rdv,71590442000183,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,57182898000183,30607830.61,28581038.62,906472.57,906472.57,0.0,906472.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906472.57,906472.57,906472.57,1,57182898000183,False,False,True,True,True,True,COPOBRAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA RECEBÍVEIS COME,57182898000183,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13673855000125.0,MAUD CAPITAL GESTORA DE ATIVOS LTDA.,49347835000101.0,OSLO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,13673855000125.0,Financeiro,Financeiro: outros,,,57182898000183,57182898000183,57.182.898/0001-83,,False,False,False,0,,"Agro, Indústria e Comércio",Recebíveis Comerciais,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,Oslo Capital,13673855000125,Maud Capital Gestora De Ativos,49347835000101,Oslo Capital,13673855000125,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
2026-06,12400426000111,30603989.72,27124041.01,60735869.0,27124041.01,516379.79,7332045.27,14214042.8,12943091.23,14379339.88,7355625.260000001,1118989.67,1442889.22,172002.69,454268.55,1336674.43,1962945.67,60748968.99999999,58772923.33,27124041.01,1,12400426000111,False,False,True,True,True,True,MOKA FUND I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,12400426000111,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,MONT CAPITAL GESTÃO E ADMINISTRAÇÃO DE RECURSOS S.A.,22598618000138.0,QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,62285390000140.0,Financeiro,Financeiro: outros,,,12400426000111,12400426000111,12.400.426/0001-11,,False,False,False,0,,Fomento Mercantil,Fomento Mercantil,oficial_anbima,Classificação oficial ANBIMA por CNPJ da classe,ANBIMA Data — Fundos 175: características público,tipo e foco de atuação do cadastro público ANBIMA,True,classificação ANBIMA cadastral de dez/25 aplicada após a fotografia; validar novos fundos,QI Tech,62285390000140,Mont Capital Gestao E Administracao De Recursos,22598618000138,QI Tech,62285390000140,False,False,False,mesmo conglomerado econômico normalizado,,Administração + Custódia,False
