cohort_label,origin_admin_cnpj,origin_admin_cnpj_formatado,competencia_origem,competencia_destino,funds_origin,pl_origin_brl,continuing_funds,continuing_pl_origin_brl,continuing_pl_current_brl,continuing_comparable_pl_brl,migrated_funds,migrated_pl_current_brl,migrated_share_current,exited_funds,exited_pl_origin_brl,missing_destination_funds,nonpositive_destination_funds,manager_cbsf_trust_pl_brl,manager_other_reag_pl_brl,manager_smart_agro_pl_brl,custodian_reag_cbsf_pl_brl,custodian_planner_pl_brl,manager_custodian_history_available,manager_custodian_history_limitation,universe_definition,source,liquidation_source_url
REAG / CBSF,34829992000186,34.829.992/0001-86,2025-12,2026-06,126,66198150483.33001,90,28578120877.14,28467918615.079998,28302758890.359997,38,9996336525.109999,0.35114391959146424,36,37620029606.19,36,0,10174411324.42,8049361599.530001,4667130850.559999,24926984222.239998,3370412295.2600007,False,"gestor e custodiante são fotografia do cadastro vigente; a composição de 2026-06 é válida como corte atual, não como transição histórica","CNPJ administrado por 34.829.992/0001-86 em dez/25, ex-FIC e PL positivo; continuante exige PL positivo em 2026-06","CVM, Informe Mensal, administrador reportado por competência",https://www.bcb.gov.br/estabilidadefinanceira/exibenormativo?numero=1375&tipo=Ato+do+Presidente
