competencia,cnpj_fundo,denominacao,pl_brl,veiculos,tabela_i_carteira_brl,tabela_ii_total_brl,tabela_ii_reportada,gap_tabela_ii_menos_i_brl,gap_positivo_brl,gap_negativo_brl,rank_gap_positivo,share_gap_positivo,share_gap_positivo_acumulado
2023-12,50349876000116,FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA THOR DEALERSHIP,72013326.18,1,71872486.08,71872486.08,True,0.0,0.0,-0.0,1600,0.0,0.9999999999999991
2023-12,41184947000187,INSS CONSIGNADO (PDL) FI EM COTAS DE FI EM DIREITOS CREDITÓRIO RESPONSABILIDADE LIMITADA,71412237.74,1,0.0,0.0,True,0.0,0.0,-0.0,1601,0.0,0.9999999999999991
2023-12,49815454000100,AMADEUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,71321822.52,1,69120067.56,69120067.56,True,0.0,0.0,-0.0,1602,0.0,0.9999999999999991
2023-12,26405908000179,ZONDA - VX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP,71083419.24,1,65610281.01,65610281.01,True,0.0,0.0,-0.0,1603,0.0,0.9999999999999991
2023-12,30142432000106,IPÊ - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,70917207.78,1,70903640.41,70903640.41,True,0.0,0.0,-0.0,1604,0.0,0.9999999999999991
2023-12,47669200000103,FERT-AGRO FUNDO DE INVESTIMENTO EM CADEIAS AGROINDUSTRIAIS (FIAGRO) - DIREITOS CREDITÓRIOS,70729672.77,1,69569211.93,69569211.93,True,0.0,0.0,-0.0,1605,0.0,0.9999999999999991
2023-12,45355433000106,INSS CONSIGNADO (PDL) II FI EM COTAS DE FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,70018209.16,1,0.0,0.0,True,0.0,0.0,-0.0,1606,0.0,0.9999999999999991
2023-12,28549910000147,SGC UT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,69930387.11,1,70000000.0,70000000.0,True,0.0,0.0,-0.0,1607,0.0,0.9999999999999991
2023-12,45104075000150,FOCA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,69690868.27,1,65658240.39,65658240.39,True,0.0,0.0,-0.0,1608,0.0,0.9999999999999991
2023-12,37720508000174,PEREGRINE BRAZIL - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,69569381.69,1,68274272.15,68274272.15,True,0.0,0.0,-0.0,1609,0.0,0.9999999999999991
2023-12,29010636000104,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP OPTIONS,69321680.95,1,67907781.0,67907781.0,True,0.0,0.0,-0.0,1610,0.0,0.9999999999999991
2023-12,39769235000188,CUPERTINO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,69167972.34,1,58302102.59,58302102.59,True,0.0,0.0,-0.0,1611,0.0,0.9999999999999991
2023-12,49744510000162,ALGARVE AMAZÔNIA FUNDO DE INVESTIMENTO EM COTAS DE FIDC DE RESPONSABILIDADE LIMITADA,68656688.84,1,0.0,0.0,True,0.0,0.0,-0.0,1612,0.0,0.9999999999999991
2023-12,26207801000116,AQUIRAZ FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,67573892.2,1,0.0,0.0,True,0.0,0.0,-0.0,1613,0.0,0.9999999999999991
2023-12,21397791000105,FP POLO PETROS 2 RECUPERAÇÃO DE CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,67531843.3,1,4514595.19,4514595.19,True,0.0,0.0,-0.0,1614,0.0,0.9999999999999991
2023-12,49597691000141,SIG II FC FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,66686147.13,1,0.0,0.0,True,0.0,0.0,-0.0,1615,0.0,0.9999999999999991
2023-12,47410102000149,MÖBIUS TOTAL RETURN 1 - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,66239046.31,1,34170000.72,34170000.72,True,0.0,0.0,-0.0,1616,0.0,0.9999999999999991
2023-12,38305985000136,FORTIM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DIREITOS CREDITÓRIOS,66236172.33,1,0.0,0.0,True,0.0,0.0,-0.0,1617,0.0,0.9999999999999991
2023-12,52148267000124,AZ-ATHON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,66194051.13,1,61603792.66,61603792.66,True,0.0,0.0,-0.0,1618,0.0,0.9999999999999991
2023-12,46322902000145,BOCAINA VD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,65878829.76,1,64419982.41,64419982.41,True,0.0,0.0,-0.0,1619,0.0,0.9999999999999991
2023-12,46473452000191,MILENIO ATIVY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,65859167.32,1,0.0,0.0,True,0.0,0.0,-0.0,1620,0.0,0.9999999999999991
2023-12,40054639000174,SALEM CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,65628727.63,1,65634694.67,65634694.67,True,0.0,0.0,-0.0,1621,0.0,0.9999999999999991
2023-12,49319863000115,CHIMERA ALTERNATIVE ASSETS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP DE RESP. LIMITADA,65240971.46,1,65184203.24,65184203.24,True,0.0,0.0,-0.0,1622,0.0,0.9999999999999991
2023-12,35817199000120,AXIS RENOVÁVEIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,65227980.75,1,64573649.1,64573649.1,True,0.0,0.0,-0.0,1623,0.0,0.9999999999999991
2023-12,53315640000157,FLORENÇA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,65000043.06,1,57091321.32,57091321.32,True,0.0,0.0,-0.0,1624,0.0,0.9999999999999991
2023-12,45721977000136,MONARCA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,64947881.41,1,0.0,0.0,True,0.0,0.0,-0.0,1625,0.0,0.9999999999999991
2023-12,46783889000121,MIDAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,64883291.16,1,64601991.22,64601991.22,True,0.0,0.0,-0.0,1626,0.0,0.9999999999999991
2023-12,51067318000120,BFF 95 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,64538933.74,1,0.0,0.0,True,0.0,0.0,-0.0,1627,0.0,0.9999999999999991
2023-12,53273245000159,RECARGAPAY MILENIO VD II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS,64454079.65,1,64380396.51,64380396.51,True,0.0,0.0,-0.0,1628,0.0,0.9999999999999991
2023-12,11439669000109,STEP-UP CRÉDITO JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,64036045.66,1,63807867.55,63807867.55,True,0.0,0.0,-0.0,1629,0.0,0.9999999999999991
2023-12,40989019000127,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS GRAMADO,63218938.35,1,0.0,0.0,True,0.0,0.0,-0.0,1630,0.0,0.9999999999999991
2023-12,43102422000180,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BP IP,63055472.37,1,42926718.75,42926718.75,True,0.0,0.0,-0.0,1631,0.0,0.9999999999999991
2023-12,50107743000133,SIG VI FC FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,62744684.13,1,0.0,0.0,True,0.0,0.0,-0.0,1632,0.0,0.9999999999999991
2023-12,50749446000191,CAETÊ FIAGRO - FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO,62143901.0,1,60075756.42,60075756.42,True,0.0,0.0,-0.0,1633,0.0,0.9999999999999991
2023-12,53304046000160,TAURUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61878619.17,1,0.0,0.0,True,0.0,0.0,-0.0,1634,0.0,0.9999999999999991
2023-12,38385876000176,ESTRATÉGIA EDUCACIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,61704478.64,1,36717802.48,36717802.48,True,0.0,0.0,-0.0,1635,0.0,0.9999999999999991
2023-12,53279486000105,KSK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,60927352.92,1,49110353.94,49110353.94,True,0.0,0.0,-0.0,1636,0.0,0.9999999999999991
2023-12,50808063000147,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALION MZ,60429876.07,1,0.0,0.0,True,0.0,0.0,-0.0,1637,0.0,0.9999999999999991
2023-12,52984899000128,BANCOR FIDC DE RESPONSABILIDADE LIMITADA RECEBÍVEIS COMERCIAIS,60403725.69,1,47764923.7,47764923.7,True,0.0,0.0,-0.0,1638,0.0,0.9999999999999991
2023-12,28549975000192,AGHI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,60378597.83,1,57414764.58,57414764.58,True,0.0,0.0,-0.0,1639,0.0,0.9999999999999991
2023-12,31847511000177,EXITUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59959601.97,1,59651825.69,59651825.69,True,0.0,0.0,-0.0,1640,0.0,0.9999999999999991
2023-12,51051330000147,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PH TECH RESPONSABILIDADE ILIMITADA,59845595.9,1,51171604.31,51171604.31,True,0.0,0.0,-0.0,1641,0.0,0.9999999999999991
2023-12,52327272000102,MEDSYSTEMS B24 FIDC SEGMENTO RECEBIVEIS COMECIAIS DE RESPONSABILIDADE LIMITADA,59694649.37,1,52556728.36,52556728.36,True,0.0,0.0,-0.0,1642,0.0,0.9999999999999991
2023-12,49024937000196,OVERFLOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,59652306.72,1,59306900.95,59306900.95,True,0.0,0.0,-0.0,1643,0.0,0.9999999999999991
2023-12,29242992000145,UNIQUE FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZA,59515713.98,1,0.0,0.0,True,0.0,0.0,-0.0,1644,0.0,0.9999999999999991
2023-12,42700460000172,XP SS 2 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59385087.06,1,0.0,0.0,True,0.0,0.0,-0.0,1645,0.0,0.9999999999999991
2023-12,40054854000175,SALEM II CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59229150.32,1,57006747.92,57006747.919999994,True,-7.450580596923828e-09,0.0,7.450580596923828e-09,1646,0.0,0.9999999999999991
2023-12,43702537000106,PODIUM MEZANINO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,59073267.11,1,0.0,0.0,True,0.0,0.0,-0.0,1647,0.0,0.9999999999999991
2023-12,17474548000176,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LF I - SEGMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA,59002587.48,1,58031359.46,58031359.46,True,0.0,0.0,-0.0,1648,0.0,0.9999999999999991
2023-12,44415066000118,MENESTYS III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,58867555.21,1,0.0,0.0,True,0.0,0.0,-0.0,1649,0.0,0.9999999999999991
2023-12,50462226000182,PENSILVANIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,58732454.89,1,58550946.44,58550946.44,True,0.0,0.0,-0.0,1650,0.0,0.9999999999999991
2023-12,50277965000102,PÁTRIA CRÉDITO ESTRUTURADO MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,58586337.95,1,53729947.18,53729947.18,True,0.0,0.0,-0.0,1651,0.0,0.9999999999999991
2023-12,39737206000134,QG DISTRESSED II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,58512145.09,1,30639940.0,30639940.0,True,0.0,0.0,-0.0,1652,0.0,0.9999999999999991
2023-12,49726804000161,GALAPAGOS INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FIDC RESPONSABILIDADE LIMITADA,57661998.69,1,0.0,0.0,True,0.0,0.0,-0.0,1653,0.0,0.9999999999999991
2023-12,49598836000129,SIG III FC FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,57509307.76,1,0.0,0.0,True,0.0,0.0,-0.0,1654,0.0,0.9999999999999991
2023-12,51776829000111,ARKAD MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,57119667.09,1,47222404.43,47222404.43,True,0.0,0.0,-0.0,1655,0.0,0.9999999999999991
2023-12,47984217000147,CSHG JUGIS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS,57041099.48,1,0.0,0.0,True,0.0,0.0,-0.0,1656,0.0,0.9999999999999991
2023-12,45144799000128,TOMORROW NOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,56583109.89,1,16751089.8,16751089.8,True,0.0,0.0,-0.0,1657,0.0,0.9999999999999991
2023-12,31739328000158,LF FIC DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO ECONÔMICO FINANCEIRO,56516887.16,1,0.0,0.0,True,0.0,0.0,-0.0,1658,0.0,0.9999999999999991
2023-12,49573227000115,SCORE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56346014.73,1,43649850.98,43649850.98,True,0.0,0.0,-0.0,1659,0.0,0.9999999999999991
2023-12,39809526000152,FEGIK FOZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,56150518.89,1,56471579.31,56471579.31,True,0.0,0.0,-0.0,1660,0.0,0.9999999999999991
2023-12,39273569000166,REAL CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,56132311.81,1,48425281.06,48425281.06,True,0.0,0.0,-0.0,1661,0.0,0.9999999999999991
2023-12,44698045000157,ALGARVE MEDITERRÂNEO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,56072048.44,1,55800000.0,55800000.0,True,0.0,0.0,-0.0,1662,0.0,0.9999999999999991
2023-12,52997952000125,ST 1004 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,56034527.97,1,55705736.54,55705736.54,True,0.0,0.0,-0.0,1663,0.0,0.9999999999999991
2023-12,47984241000186,JUGIS I PRECATÓRIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55911301.86,1,48320999.27,48320999.27,True,0.0,0.0,-0.0,1664,0.0,0.9999999999999991
2023-12,32156052000148,RONEPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55446145.23,1,54646128.52,54646128.52,True,0.0,0.0,-0.0,1665,0.0,0.9999999999999991
2023-12,51497411000175,ST 1001 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,55260829.98,1,55116577.25,55116577.25,True,0.0,0.0,-0.0,1666,0.0,0.9999999999999991
2023-12,34691408000179,BRIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55161571.5,1,55243581.54,55243581.54,True,0.0,0.0,-0.0,1667,0.0,0.9999999999999991
2023-12,43721713000157,BTG CONSÓRCIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II,55089494.74,1,50835402.46,50835402.46,True,0.0,0.0,-0.0,1668,0.0,0.9999999999999991
2023-12,49490977000123,SIG I FC FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA.,54945392.58,1,0.0,0.0,True,0.0,0.0,-0.0,1669,0.0,0.9999999999999991
2023-12,51066346000123,CCG FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,54908032.66,1,0.0,0.0,True,0.0,0.0,-0.0,1670,0.0,0.9999999999999991
2023-12,47410075000104,COMPASS HIGH YIELD ESTRATÉGIAS FI EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,54820958.18,1,0.0,0.0,True,0.0,0.0,-0.0,1671,0.0,0.9999999999999991
2023-12,50041351000119,FIDC RECUPERADOS QUESTÕES GLOBAIS RESPONSABILIDADE LIMITADA,54721747.46,1,54255949.1,54255949.1,True,0.0,0.0,-0.0,1672,0.0,0.9999999999999991
2023-12,41184857000196,SALEM III CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54414720.06,1,53330311.3,53330311.3,True,0.0,0.0,-0.0,1673,0.0,0.9999999999999991
2023-12,14038410000136,G5 MIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,54262054.78,1,53037866.91,53037866.91,True,0.0,0.0,-0.0,1674,0.0,0.9999999999999991
2023-12,35138063000193,ITAPUÍ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54032282.57,1,54007511.53,54007511.53,True,0.0,0.0,-0.0,1675,0.0,0.9999999999999991
2023-12,53272346000105,BURJ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53930197.33,1,0.0,0.0,True,0.0,0.0,-0.0,1676,0.0,0.9999999999999991
2023-12,49409950000163,VERDE AM II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,53666197.69,1,44946345.33,44946345.33,True,0.0,0.0,-0.0,1677,0.0,0.9999999999999991
2023-12,44173399000188,H2 ISP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,53654748.24,1,53463142.58,53463142.58,True,0.0,0.0,-0.0,1678,0.0,0.9999999999999991
2023-12,50074839000142,SIG IV FC FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,53179485.45,1,0.0,0.0,True,0.0,0.0,-0.0,1679,0.0,0.9999999999999991
2023-12,50097175000137,SIG V FC FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,53177489.35,1,0.0,0.0,True,0.0,0.0,-0.0,1680,0.0,0.9999999999999991
2023-12,45207408000177,FITZ ROY SPECIAL SITUATIONS FIDC DE RESP LIMITADA,53141882.21,1,27162590.29,27162590.29,True,0.0,0.0,-0.0,1681,0.0,0.9999999999999991
2023-12,43551206000112,ORRAM 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52987486.31,1,0.0,0.0,True,0.0,0.0,-0.0,1682,0.0,0.9999999999999991
2023-12,51475716000186,MASBAHA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52889935.21,1,0.0,0.0,True,0.0,0.0,-0.0,1683,0.0,0.9999999999999991
2023-12,34475989000101,BLACKCOMB FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52874183.39,1,0.0,0.0,True,0.0,0.0,-0.0,1684,0.0,0.9999999999999991
2023-12,35179032000180,SEQUOIA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,52765673.07,1,52932544.89,52932544.89,True,0.0,0.0,-0.0,1685,0.0,0.9999999999999991
2023-12,32182678000129,RIZA MEYENII CESSÃO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52475413.7,1,37957856.47,37957856.47,True,0.0,0.0,-0.0,1686,0.0,0.9999999999999991
2023-12,36566311000160,OBSIDE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,52409515.16,1,52274380.53,52274380.53,True,0.0,0.0,-0.0,1687,0.0,0.9999999999999991
2023-12,48967719000122,SOULPAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52155696.34,1,42595198.91,42595198.91,True,0.0,0.0,-0.0,1688,0.0,0.9999999999999991
2023-12,48953864000154,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ASAAS II - RESPONSABILIDADE LIMITADA,52113139.5,1,43411714.45,43411714.45,True,0.0,0.0,-0.0,1689,0.0,0.9999999999999991
2023-12,52554072000184,ST1 MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,52063585.18,1,9205522.56,9205522.56,True,0.0,0.0,-0.0,1690,0.0,0.9999999999999991
2023-12,44395262000178,SAN PRECA FEDERAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,51904428.07,1,63870851.41,63870851.41,True,0.0,0.0,-0.0,1691,0.0,0.9999999999999991
2023-12,53314899000183,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALUMIE III,51869359.93,1,0.0,0.0,True,0.0,0.0,-0.0,1692,0.0,0.9999999999999991
2023-12,37703020000139,VIOLIN 8432 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51384156.97,1,49222795.01,49222795.01,True,0.0,0.0,-0.0,1693,0.0,0.9999999999999991
2023-12,45880798000141,FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QUASAR CREDIT SOLUTI,51325397.54,1,0.0,0.0,True,0.0,0.0,-0.0,1694,0.0,0.9999999999999991
2023-12,42085799000106,LESTE HIGH YIELD FIDC DE RESPONSABILIDADE LIMITADA,51237426.25,1,0.0,0.0,True,0.0,0.0,-0.0,1695,0.0,0.9999999999999991
2023-12,42288547000184,JGP ESTRUTURADOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,50853588.57,1,49274489.21,49274489.21,True,0.0,0.0,-0.0,1696,0.0,0.9999999999999991
2023-12,33475421000128,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AZQ ALL CREDIT HY DE RESPONSABILIDADE ILIMITADA,50462510.61,1,29697899.85,29697899.85,True,0.0,0.0,-0.0,1697,0.0,0.9999999999999991
2023-12,52015801000124,UVA MERLOT CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50381856.91,1,34104786.0,34104786.0,True,0.0,0.0,-0.0,1698,0.0,0.9999999999999991
2023-12,31809060000183,TG SPECIALE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50216833.9,1,0.0,0.0,True,0.0,0.0,-0.0,1699,0.0,0.9999999999999991
2023-12,42700507000106,XP SS 1 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50173370.73,1,0.0,0.0,True,0.0,0.0,-0.0,1700,0.0,0.9999999999999991
2023-12,37720148000100,VIOLIN 8432 (2) CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50057977.72,1,49549989.44,49549989.44,True,0.0,0.0,-0.0,1701,0.0,0.9999999999999991
2023-12,39611075000144,AUGME VD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,50047968.67,1,35154862.28,35154862.28,True,0.0,0.0,-0.0,1702,0.0,0.9999999999999991
2023-12,42404812000142,GRUPO H FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,49978889.13,1,0.0,0.0,True,0.0,0.0,-0.0,1703,0.0,0.9999999999999991
2023-12,30808087000199,JIVE PRECATÓRIOS SELECIONADOS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,49965730.8,1,49188514.66,49188514.66,True,0.0,0.0,-0.0,1704,0.0,0.9999999999999991
2023-12,48997793000191,IA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,49740872.87,1,50150989.18,50150989.18,True,0.0,0.0,-0.0,1705,0.0,0.9999999999999991
2023-12,32511681000149,BLP PCJ VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,49733902.75,1,49417426.0,49417426.0,True,0.0,0.0,-0.0,1706,0.0,0.9999999999999991
2023-12,29152737000101,POUSO ALEGRE FIC FIDC MULTISSETORIAL - RESPONSABILIDADE LIMITADA,49647934.83,1,0.0,0.0,True,0.0,0.0,-0.0,1707,0.0,0.9999999999999991
2023-12,48887679000109,DJF IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS - RESPONSABILIDADE LIMITADA,48953728.9,1,44618276.69,44618276.69,True,0.0,0.0,-0.0,1708,0.0,0.9999999999999991
2023-12,46420562000195,PRIMO CAPITAL I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,48851104.71,1,43649659.22,43649659.22,True,0.0,0.0,-0.0,1709,0.0,0.9999999999999991
2023-12,38421626000144,CRONOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,48822259.49,1,48857772.54,48857772.54,True,0.0,0.0,-0.0,1710,0.0,0.9999999999999991
2023-12,41196194000120,FIC FIDC CARTÕES - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,48750270.74,1,0.0,0.0,True,0.0,0.0,-0.0,1711,0.0,0.9999999999999991
2023-12,41537932000155,RADIX TURBO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,48473453.4,1,0.0,0.0,True,0.0,0.0,-0.0,1712,0.0,0.9999999999999991
2023-12,53314618000192,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALUMIE,48361401.94,1,0.0,0.0,True,0.0,0.0,-0.0,1713,0.0,0.9999999999999991
2023-12,46231870000172,DAVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - RESPONSABILIDADE LIMITADA,48347707.18,1,48046617.65,48046617.65,True,0.0,0.0,-0.0,1714,0.0,0.9999999999999991
2023-12,51507998000156,LESTE CREDIT MD PRECATÓRIOS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,47769726.03,1,42490642.73,42490642.73,True,0.0,0.0,-0.0,1715,0.0,0.9999999999999991
2023-12,50151440000118,LASSIE 2 CRÉDITOS JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,47669872.85,1,42910929.73,42910929.73,True,0.0,0.0,-0.0,1716,0.0,0.9999999999999991
