rank_excesso,competencia,cnpj_veiculo,cnpj_fundo,cnpj_formatado,cnpj_fundo_formatado,denominacao,pl,carteira_dc,dc_inadimplentes,dc_inadimplentes_ajustado_recalculado,excesso_removido_ajuste,share_excesso,share_excesso_acumulado,is_np,report_flag_source
77,2026-05,54020246000154,54020246000154,54.020.246/0001-54,54.020.246/0001-54,ROYAL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,12045602.7,6921086.89,30565741.22,6921086.89,23644654.33,0.0016218593679473107,0.9444485461705545,False,campo_bruto_CVM_reprocessado
78,2026-05,24814759000176,24814759000176,24.814.759/0001-76,24.814.759/0001-76,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MAIS LOTES - RESPONSABILIDADE LIMITADA,1504391.46,0.0,23600621.5,0.0,23600621.5,0.001618839021071606,0.9460673851916261,False,campo_bruto_CVM_reprocessado
79,2026-05,45853950000105,45853950000105,45.853.950/0001-05,45.853.950/0001-05,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BEES BANK RESPONSABILIDADE LIMITADA,5473143.15,120853.69,23194091.42,120853.69,23073237.73,0.0015826641505939005,0.9476500493422201,False,campo_bruto_CVM_reprocessado
80,2026-05,55102997000182,55102997000182,55.102.997/0001-82,55.102.997/0001-82,ARC FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,331911.96,0.03,21451330.27,0.03,21451330.24,0.0014714125408267463,0.9491214618830468,False,campo_bruto_CVM_reprocessado
81,2026-05,16502939000194,16502939000194,16.502.939/0001-94,16.502.939/0001-94,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS F COBALTO - FINANCEIRO,26743602.28,26334272.83,47283057.29,26334272.83,20948784.46,0.0014369413842710234,0.9505584032673178,False,campo_bruto_CVM_reprocessado
82,2026-05,43143355000142,43143355000142,43.143.355/0001-42,43.143.355/0001-42,VLTZ I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,60131234.57,52087856.92,72808929.06,52087856.92,20721072.14,0.0014213218977589947,0.9519797251650768,True,campo_bruto_CVM_reprocessado
83,2026-05,29292189000115,29292189000115,29.292.189/0001-15,29.292.189/0001-15,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS HENDRIKSEN,8791623.43,8786893.49,29464551.36,8786893.49,20677657.869999997,0.0014183439798110566,0.9533980691448879,False,campo_bruto_CVM_reprocessado
84,2026-05,10759034000118,10759034000118,10.759.034/0001-18,10.759.034/0001-18,PC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,3327412.06,1663077.76,22052729.1,1663077.76,20389651.34,0.0013985887284890764,0.954796657873377,False,campo_bruto_CVM_reprocessado
85,2026-05,61918781000192,61918781000192,61.918.781/0001-92,61.918.781/0001-92,PARCELA DIÁRIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,6934582.94,6655923.46,26721673.02,6655923.46,20065749.56,0.0013763713118647495,0.9561730291852417,False,campo_bruto_CVM_reprocessado
86,2026-05,59827367000126,59827367000126,59.827.367/0001-26,59.827.367/0001-26,DOTZFIN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,10315827.46,8993059.34,28749677.27,8993059.34,19756617.93,0.0013551670251347805,0.9575281962103765,False,campo_bruto_CVM_reprocessado
87,2026-05,28152199000192,28152199000192,28.152.199/0001-92,28.152.199/0001-92,LD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,152803677.23,0.0,19693681.09,0.0,19693681.09,0.0013508499942271436,0.9588790462046037,False,campo_bruto_CVM_reprocessado
88,2026-05,29226634000149,29226634000149,29.226.634/0001-49,29.226.634/0001-49,ARATU FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,6594808.94,6277779.52,25815982.64,6277779.52,19538203.12,0.0013401852833527712,0.9602192314879565,False,campo_bruto_CVM_reprocessado
89,2026-05,53193689000184,53193689000184,53.193.689/0001-84,53.193.689/0001-84,LUGANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,10504052.25,8440079.4,26780438.41,8440079.4,18340359.009999998,0.0012580214815889575,0.9614772529695454,True,campo_bruto_CVM_reprocessado
90,2026-05,54856185000160,54856185000160,54.856.185/0001-60,54.856.185/0001-60,FDCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,38252135.86,15020206.48,33251155.36,15020206.48,18230948.88,0.0012505167051683657,0.9627277696747139,False,campo_bruto_CVM_reprocessado
91,2026-05,54214825000138,54214825000138,54.214.825/0001-38,54.214.825/0001-38,KOB 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,1096750.41,0.0,16734887.94,0.0,16734887.94,0.001147897296286567,0.9638756669710005,False,campo_bruto_CVM_reprocessado
92,2026-05,20906292000133,20906292000133,20.906.292/0001-33,20.906.292/0001-33,TRUST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,23450257.72,21688837.8,37614575.51,21688837.8,15925737.709999997,0.0010923952000289295,0.9649680621710294,False,campo_bruto_CVM_reprocessado
93,2026-05,45853976000145,45853976000145,45.853.976/0001-45,45.853.976/0001-45,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO IX,20004200.16,17020974.69,32770604.81,17020974.69,15749630.119999997,0.0010803154402396003,0.9660483776112689,False,campo_bruto_CVM_reprocessado
94,2026-05,56052655000168,56052655000168,56.052.655/0001-68,56.052.655/0001-68,HORTÊNCIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,5067646.94,561617.48,15883651.57,561617.48,15322034.09,0.001050985316936733,0.9670993629282056,False,campo_bruto_CVM_reprocessado
95,2026-05,58059847000121,58059847000121,58.059.847/0001-21,58.059.847/0001-21,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VOITER CONSIGNADO III - RESPONSABILIDADE LIMITADA,22829279.84,23125785.89,38134590.01,23125785.89,15008804.119999997,0.0010294999124949437,0.9681288628407005,False,campo_bruto_CVM_reprocessado
96,2026-05,31523773000186,31523773000186,31.523.773/0001-86,31.523.773/0001-86,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ALI CRÉDITO,4507174.73,4092921.54,19014929.44,4092921.54,14922007.900000002,0.0010235462935270063,0.9691524091342275,False,campo_bruto_CVM_reprocessado
97,2026-05,49637238000111,49637238000111,49.637.238/0001-11,49.637.238/0001-11,REAG FUNDO DE INVESTIMENTOS NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO - DIREITOS CREDITÓRIOS,1123240.02,992832.0,15764350.82,992832.0,14771518.82,0.001013223785920621,0.9701656329201481,False,campo_bruto_CVM_reprocessado
98,2026-05,41970123000132,41970123000132,41.970.123/0001-32,41.970.123/0001-32,VECTOR EDGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,5006943.77,3879492.4,18367586.25,3879492.4,14488093.85,0.000993782797852487,0.9711594157180006,False,campo_bruto_CVM_reprocessado
99,2026-05,42462120000150,42462120000150,42.462.120/0001-50,42.462.120/0001-50,SIFRA ENERGY PODIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,45588034.7,34609545.46,48946493.77,34609545.46,14336948.310000002,0.000983415261641081,0.9721428309796416,False,campo_bruto_CVM_reprocessado
100,2026-05,47117740000176,47117740000176,47.117.740/0001-76,47.117.740/0001-76,ELLEVE NPL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,1920339.86,1369625.45,15588623.33,1369625.45,14218997.88,0.0009753246798470304,0.9731181556594887,False,campo_bruto_CVM_reprocessado
101,2026-05,41196339000192,41196339000192,41.196.339/0001-92,41.196.339/0001-92,SYNGENTA TECH I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,75847096.34,77912697.45,91037959.94,77912697.45,13125262.489999995,0.0009003020145303996,0.9740184576740191,False,campo_bruto_CVM_reprocessado
102,2026-05,39863075000131,39863075000131,39.863.075/0001-31,39.863.075/0001-31,FINANZA PRIME FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,3538415.31,3407741.76,15679436.69,3407741.76,12271694.93,0.0008417531973626453,0.9748602108713817,False,campo_bruto_CVM_reprocessado
103,2026-05,32274874000123,32274874000123,32.274.874/0001-23,32.274.874/0001-23,CREDIT PARTNERS FUNDO DE INVESTIMENTO EM DIREITO CREDITÓRIOS,140714837.47,137428815.28,149333450.3,137428815.28,11904635.02000001,0.0008165754322186633,0.9756767863036004,False,campo_bruto_CVM_reprocessado
104,2026-05,56834392000149,56834392000149,56.834.392/0001-49,56.834.392/0001-49,RAT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,8907948.47,8525147.92,20282210.81,8525147.92,11757062.889999999,0.00080645300716021,0.9764832393107606,False,campo_bruto_CVM_reprocessado
105,2026-05,23669183000138,23669183000138,23.669.183/0001-38,23.669.183/0001-38,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA PREMIER CAPITAL MULTISETORIAL LONGO PRAZO,493531.24,1376528.63,13133209.32,1376528.63,11756680.690000001,0.0008064267908898525,0.9772896661016505,False,campo_bruto_CVM_reprocessado
106,2026-05,44372728000110,44372728000110,44.372.728/0001-10,44.372.728/0001-10,AURORA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - RESPONSABILIDADE LIMITADA,126990434.6,89108651.49,100640340.8,89108651.49,11531689.310000002,0.0007909939419986168,0.9780806600436491,True,campo_bruto_CVM_reprocessado
107,2026-05,42518335000146,42518335000146,42.518.335/0001-46,42.518.335/0001-46,AFA CREDIT OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,21402432.58,2761511.13,13853160.56,2761511.13,11091649.43,0.0007608102568540679,0.9788414703005032,False,campo_bruto_CVM_reprocessado
108,2026-05,26000055000195,26000055000195,26.000.055/0001-95,26.000.055/0001-95,SILVER STONE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,3025264.4,2945974.74,13129103.52,2945974.74,10183128.78,0.000698492038680477,0.9795399623391836,False,campo_bruto_CVM_reprocessado
109,2026-05,20998989000181,20998989000181,20.998.989/0001-81,20.998.989/0001-81,VERUM II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA,2812903.33,2771401.54,12892817.84,2771401.54,10121416.3,0.0006942589903808338,0.9802342213295644,True,campo_bruto_CVM_reprocessado
110,2026-05,45964979000156,45964979000156,45.964.979/0001-56,45.964.979/0001-56,LIMELIGHT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIADE LIMITADA,17823040.86,16997982.01,27109042.39,16997982.01,10111060.379999999,0.0006935486460623548,0.9809277699756267,False,campo_bruto_CVM_reprocessado
111,2026-05,52327272000102,52327272000102,52.327.272/0001-02,52.327.272/0001-02,MEDSYSTEMS B24 FIDC SEGMENTO RECEBIVEIS COMECIAIS DE RESPONSABILIDADE LIMITADA,44576624.3,36948979.22,47057308.08,36948979.22,10108328.86,0.0006933612827269088,0.9816211312583536,False,campo_bruto_CVM_reprocessado
112,2026-05,55626390000100,55626390000100,55.626.390/0001-00,55.626.390/0001-00,OX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,0.0,0.0,9958654.03,0.0,9958654.03,0.0006830946270256486,0.9823042258853792,False,campo_bruto_CVM_reprocessado
113,2026-05,55333029000187,55333029000187,55.333.029/0001-87,55.333.029/0001-87,POTI BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,25425750.36,20524048.4,30421169.3,20524048.4,9897120.900000002,0.0006788738808926424,0.9829830997662719,False,campo_bruto_CVM_reprocessado
114,2026-05,57720055000193,57720055000193,57.720.055/0001-93,57.720.055/0001-93,GENEVE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,857974.4,47804.56,9665043.18,47804.56,9617238.62,0.0006596758967984315,0.9836427756630702,True,campo_bruto_CVM_reprocessado
115,2026-05,51507981000107,51507981000107,51.507.981/0001-07,51.507.981/0001-07,EVEN CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,2447080.02,565005.89,10063781.37,565005.89,9498775.479999999,0.0006515501466527979,0.984294325809723,False,campo_bruto_CVM_reprocessado
116,2026-05,14283986000169,14283986000169,14.283.986/0001-69,14.283.986/0001-69,FRAM CAPITAL NANSEN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO,22062692.66,16621324.51,25548572.23,16621324.51,8927247.72,0.0006123473044940163,0.984906673114217,True,campo_bruto_CVM_reprocessado
117,2026-05,43444591000107,43444591000107,43.444.591/0001-07,43.444.591/0001-07,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OUZE - RESPONSABILIDADE LIMITADA,7724875.46,7425902.07,15790910.26,7425902.07,8365008.1899999995,0.0005737815705215884,0.9854804546847385,False,campo_bruto_CVM_reprocessado
118,2026-05,32321319000105,32321319000105,32.321.319/0001-05,32.321.319/0001-05,BRAFIC CONSTRUÇÃO CIVIL FI EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,1424538.24,1848313.8,9479402.54,1848313.8,7631088.739999999,0.0005234397842265364,0.9860038944689651,True,campo_bruto_CVM_reprocessado
119,2026-05,59333553000109,59333553000109,59.333.553/0001-09,59.333.553/0001-09,CRED FACILE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,38424092.17,0.01,7525933.93,0.01,7525933.92,0.0005162268925715535,0.9865201213615367,False,campo_bruto_CVM_reprocessado
120,2026-05,57779658000160,57779658000160,57.779.658/0001-60,57.779.658/0001-60,GUARDIAN WAREHOUSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,194180.77,0.0,7518470.57,0.0,7518470.57,0.0005157149585020242,0.9870358363200387,False,campo_bruto_CVM_reprocessado
121,2026-05,55691548000117,55691548000117,55.691.548/0001-17,55.691.548/0001-17,LIQ FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - FIAGRO - DIREITOS CREDITÓRIOS,-7787271.76,0.0,7191306.95,0.0,7191306.95,0.0004932738022667512,0.9875291101223054,False,campo_bruto_CVM_reprocessado
122,2026-05,57993612000140,57993612000140,57.993.612/0001-40,57.993.612/0001-40,D&C JUDICIAIS II - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECUPERAÇÃO DE CRÉDITO,2755930.82,1755000.0,8500000.0,1755000.0,6745000.0,0.0004626602395673344,0.9879917703618727,False,campo_bruto_CVM_reprocessado
123,2026-05,55174856000175,55174856000175,55.174.856/0001-75,55.174.856/0001-75,PONTAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,1197778.2,528338.2,7088795.06,528338.2,6560456.859999999,0.00045000185952835615,0.9884417722214011,False,campo_bruto_CVM_reprocessado
124,2026-05,46405748000175,46405748000175,46.405.748/0001-75,46.405.748/0001-75,CARBON CORP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,880771.63,0.0,6522655.03,0.0,6522655.03,0.0004474089160555788,0.9888891811374566,False,campo_bruto_CVM_reprocessado
125,2026-05,54996578000179,54996578000179,54.996.578/0001-79,54.996.578/0001-79,SANREMO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,51266648.3,55318599.04,61294635.04,55318599.04,5976036.0,0.0004099146400923669,0.9892990957775489,False,campo_bruto_CVM_reprocessado
126,2026-05,54774876000114,54774876000114,54.774.876/0001-14,54.774.876/0001-14,MONEY MONEY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,6412962.33,6471914.69,12073883.34,6471914.69,5601968.649999999,0.00038425621314421005,0.9896833519906931,False,campo_bruto_CVM_reprocessado
127,2026-05,27467600000110,27467600000110,27.467.600/0001-10,27.467.600/0001-10,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LOTEAMENTO,0.01,0.0,5516937.62,0.0,5516937.62,0.00037842367397290436,0.990061775664666,False,campo_bruto_CVM_reprocessado
128,2026-05,51764889000114,51764889000114,51.764.889/0001-14,51.764.889/0001-14,BIGTRADE SUNO FUNDO DE INVESTIMENTO - RESP LIMITADA - DIREITOS CREDITÓRIOS,4086976.18,5370217.1,10701420.0,5370217.1,5331202.9,0.0003656835598066817,0.9904274592244727,False,campo_bruto_CVM_reprocessado
129,2026-05,36312154000166,36312154000166,36.312.154/0001-66,36.312.154/0001-66,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEBRAE MPE,188290.81,139472.96,5417629.02,139472.96,5278156.06,0.00036204491433556376,0.9907895041388083,False,campo_bruto_CVM_reprocessado
130,2026-05,45525103000103,45525103000103,45.525.103/0001-03,45.525.103/0001-03,JOB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,8870578.66,6731669.05,11999155.49,6731669.05,5267486.44,0.00036131305237184367,0.9911508171911801,False,campo_bruto_CVM_reprocessado
131,2026-05,22998896000182,22998896000182,22.998.896/0001-82,22.998.896/0001-82,BRASIL PLURAL SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,269274.77,0.0,5004500.0,0.0,5004500.0,0.0003432740057694181,0.9914940911969495,False,campo_bruto_CVM_reprocessado
132,2026-05,44681727000157,44681727000157,44.681.727/0001-57,44.681.727/0001-57,TERRA BONA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,2066171.2,2332417.23,7224543.0,2332417.23,4892125.77,0.0003355659126377658,0.9918296571095873,True,campo_bruto_CVM_reprocessado
133,2026-05,49974540000165,49974540000165,49.974.540/0001-65,49.974.540/0001-65,HT3 II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,7168257.57,9112305.42,13868670.53,9112305.42,4756365.109999999,0.0003262536725370364,0.9921559107821243,True,campo_bruto_CVM_reprocessado
134,2026-05,19527871000196,19527871000196,19.527.871/0001-96,19.527.871/0001-96,TS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,37354663.56,27486592.87,32118255.64,27486592.87,4631662.77,0.000317699956525323,0.9924736107386496,False,campo_bruto_CVM_reprocessado
135,2026-05,51596429000124,51596429000124,51.596.429/0001-24,51.596.429/0001-24,LC I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2993794.29,4568480.0,9136960.0,4568480.0,4568480.0,0.0003133660565246221,0.9927869767951742,False,campo_bruto_CVM_reprocessado
136,2026-05,52923834000172,52923834000172,52.923.834/0001-72,52.923.834/0001-72,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS COOPER CARD II - CRÉDITOS FINANCEIROS,82686281.44,71094353.04,75591601.78,71094353.04,4497248.739999995,0.00030848008590693703,0.9930954568810811,False,campo_bruto_CVM_reprocessado
137,2026-05,60493763000143,60493763000143,60.493.763/0001-43,60.493.763/0001-43,CLM II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,4306079.42,4231050.069999999,8414979.870000001,4231050.069999999,4183929.8000000017,0.0002869885787399422,0.9933824454598211,False,campo_bruto_CVM_reprocessado
138,2026-05,34691300000186,34691300000186,34.691.300/0001-86,34.691.300/0001-86,ALPHA CRÉDITO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,14876050.59,10471848.74,14581644.71,10471848.74,4109795.9700000007,0.0002819035119426339,0.9936643489717638,False,campo_bruto_CVM_reprocessado
139,2026-05,31030854000144,31030854000144,31.030.854/0001-44,31.030.854/0001-44,GRIF CRÉDITO PULVERIZADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,6318647.16,6062164.78,10072758.28,6062164.78,4010593.499999999,0.00027509891023234895,0.9939394478819962,False,campo_bruto_CVM_reprocessado
140,2026-05,59388724000105,59388724000105,59.388.724/0001-05,59.388.724/0001-05,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS KREDITKARTE,10982046.86,942974.39,4898729.97,942974.39,3955755.5799999996,0.0002713374090900845,0.9942107852910863,False,campo_bruto_CVM_reprocessado
141,2026-05,47240716000120,47240716000120,47.240.716/0001-20,47.240.716/0001-20,PORTOSEG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE ILIMITADA,10988502.92,8285898.670000001,12051738.6,8285898.670000001,3765839.929999999,0.00025831051211060537,0.9944690958031969,False,campo_bruto_CVM_reprocessado
142,2026-05,39703077000163,39703077000163,39.703.077/0001-63,39.703.077/0001-63,QANTIC IONIQ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,4716581.88,702640.69,4315308.0,702640.69,3612667.31,0.0002478039322641479,0.9947168997354611,False,campo_bruto_CVM_reprocessado
143,2026-05,58570039000124,58570039000124,58.570.039/0001-24,58.570.039/0001-24,CACTUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,4850334.2,4000672.98,7526134.97,4000672.98,3525461.9899999998,0.0002418222518723397,0.9949587219873334,False,campo_bruto_CVM_reprocessado
144,2026-05,26812976000152,26812976000152,26.812.976/0001-52,26.812.976/0001-52,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA IMOBILIÁRIO MULTI,3492479.28,2594435.47,6084681.28,2594435.47,3490245.81,0.00023940666606426763,0.9951981286533976,False,campo_bruto_CVM_reprocessado
145,2026-05,53765941000182,53765941000182,53.765.941/0001-82,53.765.941/0001-82,COHAB MINAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IMOBILIÁRIOS DE RESPONSABILIDADE LIMITADA,11930316.87,14004108.45,17493853.16,14004108.45,3489744.710000001,0.00023937229407819695,0.9954375009474759,False,campo_bruto_CVM_reprocessado
146,2026-05,20998938000150,20998938000150,20.998.938/0001-50,20.998.938/0001-50,BRASFOR II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS - EM LIQUIDAÇÃO,30691.17,14251.62,3106280.73,14251.62,3092029.11,0.00021209176112405807,0.9956495927085999,False,campo_bruto_CVM_reprocessado
147,2026-05,58274981000145,58274981000145,58.274.981/0001-45,58.274.981/0001-45,P1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,40960297.13,0.0,2984733.34,0.0,2984733.34,0.0002047320151414396,0.9958543247237414,False,campo_bruto_CVM_reprocessado
148,2026-05,40188893000165,40188893000165,40.188.893/0001-65,40.188.893/0001-65,BAVIERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,42662204.86,48933077.95,51846209.53,48933077.95,2913131.579999998,0.00019982063079228564,0.9960541453545336,False,campo_bruto_CVM_reprocessado
149,2026-05,59715778000120,59715778000120,59.715.778/0001-20,59.715.778/0001-20,MALCOM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP,17796775.89,17822442.48,20712431.51,17822442.48,2889989.030000001,0.00019823321230048464,0.9962523785668341,False,campo_bruto_CVM_reprocessado
150,2026-05,50519168000186,50519168000186,50.519.168/0001-86,50.519.168/0001-86,STRUTTURA AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO DE RESPONSABILIDADE LTDA,120927.41,0.0,2742465.0,0.0,2742465.0,0.00018811408656857373,0.9964404926534027,False,campo_bruto_CVM_reprocessado
151,2026-05,54389836000159,54389836000159,54.389.836/0001-59,54.389.836/0001-59,SERCARD MULTIESTRATÉGIA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,63533.47,145186.25,2798426.41,145186.25,2653240.16,0.0001819938811053036,0.996622486534508,True,campo_bruto_CVM_reprocessado
152,2026-05,32990687000146,32990687000146,32.990.687/0001-46,32.990.687/0001-46,MUNDI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENT0S,16661643.03,6198031.9,8684078.08,6198031.9,2486046.1799999997,0.00017052553316742128,0.9967930120676755,False,campo_bruto_CVM_reprocessado
153,2026-05,45512077000189,45512077000189,45.512.077/0001-89,45.512.077/0001-89,ALEVI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,4431361.52,0.0,2335733.65,0.0,2335733.65,0.0001602151356670844,0.9969532272033426,False,campo_bruto_CVM_reprocessado
154,2026-05,17498332000140,17498332000140,17.498.332/0001-40,17.498.332/0001-40,CANADA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,7704053.64,6301633.37,8617745.42,6301633.37,2316112.05,0.00015886922993592142,0.9971120964332785,False,campo_bruto_CVM_reprocessado
155,2026-05,47388724000118,47388724000118,47.388.724/0001-18,47.388.724/0001-18,3R - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA,-28327.24,3811542.46,6092631.23,3811542.46,2281088.7700000005,0.0001564668757305495,0.997268563309009,True,campo_bruto_CVM_reprocessado
156,2026-05,52352829000157,52352829000157,52.352.829/0001-57,52.352.829/0001-57,LONG LIFE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,3731646.09,193.17,2226976.75,193.17,2226783.58,0.00015274191617307734,0.9974213052251821,True,campo_bruto_CVM_reprocessado
157,2026-05,27538303000119,27538303000119,27.538.303/0001-19,27.538.303/0001-19,VENNTURE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,3182850.53,3153343.34,5327732.23,3153343.34,2174388.8900000006,0.00014914800367086,0.997570453228853,False,campo_bruto_CVM_reprocessado
158,2026-05,57691078000117,57691078000117,57.691.078/0001-17,57.691.078/0001-17,MENTORE II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,289228.89,508677.19,2580825.02,508677.19,2072147.83,0.0001421349757519247,0.9977125882046048,False,campo_bruto_CVM_reprocessado
159,2026-05,52306146000163,52306146000163,52.306.146/0001-63,52.306.146/0001-63,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEN PME I SEGMENTO FINANCEIRO DE RESP LIMITADA,29311696.42,23973295.32,26029951.5,23973295.32,2056656.1799999997,0.00014107235595944235,0.9978536605605642,False,campo_bruto_CVM_reprocessado
160,2026-05,49466992000136,49466992000136,49.466.992/0001-36,49.466.992/0001-36,MARCA I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,8674604.51,10837175.56,12889103.15,10837175.56,2051927.5899999999,0.0001407480074668974,0.9979944085680311,False,campo_bruto_CVM_reprocessado
161,2026-05,41341232000190,41341232000190,41.341.232/0001-90,41.341.232/0001-90,HOLDER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,8310397.04,13644207.06,15666746.28,13644207.06,2022539.2199999988,0.00013873216902291017,0.9981331407370541,True,campo_bruto_CVM_reprocessado
