competencia,tipo_recebivel_tabela_ii,fundos_incluidos_coorte_anterior,pl_incluido_brl_coorte_anterior,carteira_incluida_brl_coorte_anterior,inadimplencia_sobre_carteira_coorte_anterior,fundos_incluidos_coorte_atual,pl_incluido_brl_coorte_atual,carteira_incluida_brl_coorte_atual,inadimplencia_sobre_carteira_coorte_atual,delta_inadimplencia_pp,competencia_coorte_anterior,competencia_coorte_atual
2016-11,Industrial,2,24210197973.48,23728657719.41,0.0,2,24188952720.92,23707360140.64,0.0,0.0,2026-05,2026-06
2016-11,Serviços,9,6459032617.06,6201161652.07,0.0013866454033059509,10,6788236396.42,6497016808.8,0.0013235016243690776,-6.314377893687322e-05,2026-05,2026-06
2016-11,Setor público,8,2019656529.12,1765412742.9,0.0,8,2019656529.12,1765412742.9,0.0,0.0,2026-05,2026-06
2016-12,Agronegócio,2,321762205.18,310132253.12,0.0,2,321762205.18,310132253.12,0.0,0.0,2026-05,2026-06
2016-12,Ações judiciais,18,2266512541.22,2199704251.91,0.0,19,2301332476.81,2234054251.91,0.0,0.0,2026-05,2026-06
2016-12,Cartão de crédito,4,8436738828.32,8370664763.7699995,0.0,4,8436738828.32,8370664763.7699995,0.0,0.0,2026-05,2026-06
2016-12,Comercial,11,2656916098.76,2374875680.2,0.04050952424250608,10,2357176624.4500003,2090304419.17,0.046024436946940146,0.0055149127044340635,2026-05,2026-06
2016-12,Financeiro,41,1934474004.71,1850112863.48,0.11251569757125268,41,2440336702.74,2320212373.05,0.13558840701140443,0.023072709440151745,2026-05,2026-06
2016-12,Imobiliário,3,57708139.089999996,52715947.32,0.0006478001769123856,3,57708139.089999996,52715947.32,0.0006478001769123856,0.0,2026-05,2026-06
2016-12,Industrial,2,25430995302.879997,23453736198.16,0.0,2,25409556657.48,23432173207.71,0.0,0.0,2026-05,2026-06
2016-12,Serviços,9,6790892856.13,7074876518.74,0.002255690645303612,10,7090632330.44,7359447779.7699995,0.002168468784284077,-8.722186101953492e-05,2026-05,2026-06
2016-12,Setor público,8,2059593645.96,1978804858.3700001,0.0,8,2059593645.96,1978804858.3700001,0.0,0.0,2026-05,2026-06
2017-01,Agronegócio,2,322226703.81,311549294.31,0.0,2,322226703.81,311549294.31,0.0,0.0,2026-05,2026-06
2017-01,Ações judiciais,17,2194284531.21,2599438843.23,0.05494979017567967,18,2228944831.0,2633788843.23,0.05423313238536882,-0.000716657790310854,2026-05,2026-06
2017-01,Cartão de crédito,4,8325432207.03,8267116455.400001,0.0,4,8325432207.03,8267116455.400001,0.0,0.0,2026-05,2026-06
2017-01,Comercial,12,2669372702.2799997,2304340819.14,0.05125712666674071,11,2364593333.83,2050374514.7099998,0.05760600729408977,0.006348880627349056,2026-05,2026-06
2017-01,Financeiro,41,1901324232.94,1762091278.11,0.11814133485938773,41,2408629302.23,2167982671.54,0.14363841924474277,0.025497084385355043,2026-05,2026-06
2017-01,Imobiliário,3,62748646.18,58855481.400000006,0.0012622391021679758,3,62748646.18,58855481.400000006,0.0012622391021679758,0.0,2026-05,2026-06
2017-01,Industrial,2,20794922618.75,19936676325.16,0.0,2,20778119162.629997,19919669549.16,0.0,0.0,2026-05,2026-06
2017-01,Serviços,10,6640608460.85,6631950566.01,0.0009846811710975821,10,6924136577.81,6864905807.55,0.0009512667810850275,-3.3414390012554643e-05,2026-05,2026-06
2017-01,Setor público,8,2156211856.09,2000043820.32,0.012171110109030133,8,2156211856.09,2000043820.32,0.012171110109030133,0.0,2026-05,2026-06
2017-02,Agronegócio,2,326159287.28000003,312470698.77,0.0,2,326159287.28000003,312470698.77,0.0,0.0,2026-05,2026-06
2017-02,Ações judiciais,17,2223860289.81,2642125189.81,0.05992338684427949,18,2258508016.02,2676475189.81,0.05915432746874793,-0.0007690593755315597,2026-05,2026-06
2017-02,Cartão de crédito,4,9261143974.039999,9147798665.45,0.0,4,9261143974.039999,9147798665.45,0.0,0.0,2026-05,2026-06
2017-02,Comercial,13,2690425163.16,2350819231.23,0.04833523911600283,12,2387408835.78,2127798029.53,0.05340140750346435,0.005066168387461524,2026-05,2026-06
2017-02,Financeiro,40,1897318433.16,1683882557.09,0.12348367722826081,40,2434137739.13,2073462120.76,0.14967525473108081,0.02619157750282,2026-05,2026-06
2017-02,Imobiliário,3,65541560.56,61227656.94,0.008361864973890997,3,65541560.56,61227656.94,0.008361864973890997,0.0,2026-05,2026-06
2017-02,Industrial,3,23401178968.3,20940327909.39,0.0,2,23382992961.38,20925081212.38,0.0,0.0,2026-05,2026-06
2017-02,Serviços,11,6703789918.35,6522483324.63,0.0008487000417611675,11,6980694388.85,6719845609.7699995,0.0008237736685425826,-2.4926373218584928e-05,2026-05,2026-06
2017-02,Setor público,8,2182053318.71,2017089259.31,0.01206825798493771,8,2182053318.71,2017089259.31,0.01206825798493771,0.0,2026-05,2026-06
2017-03,Agronegócio,2,331249710.98,308247138.28000003,0.0,2,331249710.98,308247138.28000003,0.0,0.0,2026-05,2026-06
2017-03,Ações judiciais,17,2237458840.91,2157298757.76,0.07537321312363614,18,2272097365.45,2191648757.76,0.07419187881464628,-0.0011813343089898537,2026-05,2026-06
2017-03,Cartão de crédito,4,8857973784.31,8756452800.42,0.0,4,8857973784.31,8756452800.42,0.0,0.0,2026-05,2026-06
2017-03,Comercial,14,2742061569.65,2413881903.17,0.06352309067756455,13,2437869993.19,2239047586.6,0.06848324257942326,0.004960151901858709,2026-05,2026-06
2017-03,Financeiro,41,1975168523.47,1616238367.28,0.13098572105813894,41,2508380240.81,2076697283.77,0.14900328814330493,0.018017567085165997,2026-05,2026-06
2017-03,Imobiliário,3,68512385.7,66467850.34,0.00917736494981703,3,68512385.7,66467850.34,0.00917736494981703,0.0,2026-05,2026-06
2017-03,Industrial,3,25709238542.54,16839664109.220001,0.0,2,25694269241.800003,16832470379.61,0.0,0.0,2026-05,2026-06
2017-03,Serviços,11,5899756207.1,5734704553.18,0.0025604136122161485,11,6152367639.36,5858024369.46,0.0025065132327801356,-5.3900379436012946e-05,2026-05,2026-06
2017-03,Setor público,8,2214448849.22,2047963385.44,0.011886322642809366,8,2214448849.22,2047963385.44,0.011886322642809366,0.0,2026-05,2026-06
2017-04,Agronegócio,2,335028105.71999997,280370929.79999995,0.014780952978813428,2,335028105.71999997,280370929.79999995,0.014780952978813428,0.0,2026-05,2026-06
2017-04,Ações judiciais,17,2245483113.5299997,2166392406.1800003,0.07701716971682225,18,2280096705.85,2200742406.1800003,0.07581505729678445,-0.0012021124200378014,2026-05,2026-06
2017-04,Cartão de crédito,4,8726432653.74,8624732621.07,0.0,4,8726432653.74,8624732621.07,0.0,0.0,2026-05,2026-06
2017-04,Comercial,14,2766690519.52,2357542384.6,0.04706452598892546,13,2466435973.64,2174437187.21,0.051027739721636836,0.003963213732711378,2026-05,2026-06
2017-04,Financeiro,39,1972127753.77,1732923421.68,0.1214003850245427,40,2572510484.62,2220169587.49,0.1381424630839744,0.016742078059431703,2026-05,2026-06
2017-04,Imobiliário,3,69523807.87,67753787.98,0.00987398417041243,3,69523807.87,67753787.98,0.00987398417041243,0.0,2026-05,2026-06
2017-04,Industrial,3,22158765130.550003,20576199270.49,0.0,2,22152033808.15,20577990405.99,0.0,0.0,2026-05,2026-06
2017-04,Serviços,12,5818797742.4800005,5484044795.940001,0.0021579529964381927,12,6067669627.19,5615823376.08,0.00210731536721881,-5.063762921938284e-05,2026-05,2026-06
2017-04,Setor público,8,2236624348.76,2064682644.71,0.011790070315343362,8,2236624348.76,2064682644.71,0.011790070315343362,0.0,2026-05,2026-06
2017-05,Agronegócio,2,322684959.23,171971665.82999998,0.16448744299519008,2,322684959.23,171971665.82999998,0.16448744299519008,0.0,2026-05,2026-06
2017-05,Ações judiciais,17,2317192014.18,2248318069.64,0.23112482038326765,18,2351752445.93,2282668069.64,0.22764681248288232,-0.003478007900385327,2026-05,2026-06
2017-05,Cartão de crédito,4,8251615365.82,8311405886.79,0.0,4,8251615365.82,8311405886.79,0.0,0.0,2026-05,2026-06
2017-05,Comercial,14,2722831861.86,2305715833.2400002,0.05598818775885243,13,2423861032.39,2133385121.49,0.0605108049595091,0.0045226172006566714,2026-05,2026-06
2017-05,Financeiro,42,2121075798.45,1717805946.51,0.12773577911742467,42,2709353528.1,2224001406.17,0.14238823258000854,0.01465245346258387,2026-05,2026-06
2017-05,Imobiliário,3,77136352.74,74373221.53,0.008752277723204874,3,77136352.74,74373221.53,0.008752277723204874,0.0,2026-05,2026-06
2017-05,Industrial,3,20068208040.0,18968669276.11,0.0,2,20061425405.649998,18974118153.53,0.0,0.0,2026-05,2026-06
2017-05,Serviços,12,5664554191.32,5335140315.76,0.002834299048392682,12,5911946388.7699995,5456038194.68,0.0027714950996392132,-6.280394875346875e-05,2026-05,2026-06
2017-05,Setor público,10,2724703303.57,2503027007.91,0.009725325968546352,10,2724703303.57,2503027007.91,0.009725325968546352,0.0,2026-05,2026-06
2017-06,Agronegócio,2,322540402.94,211394075.93,0.07831131183393139,2,322540402.94,211394075.93,0.07831131183393139,0.0,2026-05,2026-06
2017-06,Ações judiciais,18,2400906213.41,2448865195.65,0.058978788647312125,19,2435451693.78,2483215195.65,0.05816294256454648,-0.0008158460827656436,2026-05,2026-06
2017-06,Cartão de crédito,5,8403025221.5199995,9274666559.45,0.0,5,8403025221.5199995,9274666559.45,0.0,0.0,2026-05,2026-06
2017-06,Comercial,14,2781065887.95,2395112570.73,0.051808696362100275,13,2480412212.13,2212674402.22,0.05608039746177816,0.004271701099677887,2026-05,2026-06
2017-06,Financeiro,41,1879813649.65,1444224677.83,0.011980405255224886,42,2509639628.07,1945651877.63,0.0591541450982461,0.047173739843021215,2026-05,2026-06
2017-06,Imobiliário,3,79382699.94,75676339.3,0.009613384932851793,3,79382699.94,75676339.3,0.009613384932851793,0.0,2026-05,2026-06
2017-06,Industrial,3,21516676583.309998,20613293844.21,0.0,2,21507289050.91,20618915548.879997,0.0,0.0,2026-05,2026-06
2017-06,Serviços,12,5349359029.25,5490527005.12,0.0025529624928406383,12,5598516609.73,5621577790.72,0.0024934475750098472,-5.9514917830791065e-05,2026-05,2026-06
2017-06,Setor público,10,2771675024.79,2532610376.99,0.00961172463840699,10,2771675024.79,2532610376.99,0.00961172463840699,0.0,2026-05,2026-06
2017-07,Agronegócio,2,331606264.82,183479058.86,0.0697049784289481,2,331606264.82,183479058.86,0.0697049784289481,0.0,2026-05,2026-06
2017-07,Ações judiciais,18,2493183087.75,2400987897.31,0.034771197253236685,19,2564161827.23,2471787897.31,0.03377523770176858,-0.000995959551468105,2026-05,2026-06
2017-07,Cartão de crédito,6,13340800268.82,8812994667.99,0.0,6,13340800268.82,8812994667.99,0.0,0.0,2026-05,2026-06
2017-07,Comercial,14,2811735423.2799997,2427886028.89,0.05069844159706099,13,2508699139.77,2229995330.0099998,0.055197442067938335,0.004499000470877347,2026-05,2026-06
2017-07,Financeiro,43,2143674919.68,1730377609.05,0.12445919833546404,43,2812877170.05,2298026959.67,0.13666993202077185,0.012210733685307812,2026-05,2026-06
2017-07,Imobiliário,3,83554222.24,77787817.17,0.01035625422216742,3,83554222.24,77787817.17,0.01035625422216742,0.0,2026-05,2026-06
2017-07,Industrial,3,19724970538.19,17316654054.02,0.0,2,19712549645.63,17322313670.37,0.0,0.0,2026-05,2026-06
2017-07,Serviços,12,5615527867.85,5316433662.75,0.0025572675147360934,12,5868043660.32,5464011647.65,0.0024881980450841947,-6.90694696518987e-05,2026-05,2026-06
2017-07,Setor público,10,2806507466.04,2567925131.46,0.009479541775487772,10,2806507466.04,2567925131.46,0.009479541775487772,0.0,2026-05,2026-06
2017-08,Agronegócio,2,337093890.58,215775461.67000002,0.04661692771805343,2,337093890.58,215775461.67000002,0.04661692771805343,0.0,2026-05,2026-06
2017-08,Ações judiciais,18,2542323612.09,2458778801.98,0.03727431169741534,19,2613265788.29,2529578801.98,0.03623104660280301,-0.0010432650946123265,2026-05,2026-06
2017-08,Cartão de crédito,6,9589066685.69,8937542357.07,0.0,6,9589066685.69,8937542357.07,0.0,0.0,2026-05,2026-06
2017-08,Comercial,14,2847161553.43,2463375053.4900002,0.05255161931456391,13,2541472295.91,2258065379.19,0.05732976079126509,0.004778141476701178,2026-05,2026-06
2017-08,Financeiro,45,2230816115.17,1791568518.89,0.12565185784771077,45,2931599989.21,2311113119.97,0.135496328416008,0.009844470568297237,2026-05,2026-06
2017-08,Imobiliário,3,84802906.83,79961763.32,0.0089303079415883,3,84802906.83,79961763.32,0.0089303079415883,0.0,2026-05,2026-06
2017-08,Industrial,3,30580638900.61,20192466886.33,0.0,2,30566171859.1,20198276661.36,0.0,0.0,2026-05,2026-06
2017-08,Serviços,12,5571245096.18,5305349462.94,0.002448444819844454,12,5829063590.15,5462912241.33,0.0023778261184070368,-7.061870143741742e-05,2026-05,2026-06
2017-08,Setor público,10,2878396999.8399997,2656521046.83,0.00916339570847668,10,2878396999.8399997,2656521046.83,0.00916339570847668,0.0,2026-05,2026-06
2017-09,Agronegócio,2,335379969.5,197754051.25,0.08836885201359433,2,335379969.5,197754051.25,0.08836885201359433,0.0,2026-05,2026-06
2017-09,Ações judiciais,18,2658076784.33,2477978906.88,0.0403338105189287,19,2728971424.31,2548778906.88,0.03921341762136044,-0.0011203928975682606,2026-05,2026-06
2017-09,Cartão de crédito,6,9553602139.94,9488848687.55,7.368618817975178e-05,6,9553602139.94,9488848687.55,7.368618817975178e-05,0.0,2026-05,2026-06
2017-09,Comercial,14,2884558685.8599997,2520431952.0699997,0.05067212578189572,13,2575449186.4,2321955496.25,0.05500348525467567,0.004331359472779947,2026-05,2026-06
2017-09,Financeiro,46,2491580500.55,1815340369.05,0.12283867996429604,46,3146072242.58,2337680515.22,0.13085784292949515,0.008019162965199111,2026-05,2026-06
2017-09,Imobiliário,3,85846477.71000001,80423283.32,0.009998324326060357,3,85846477.71000001,80423283.32,0.009998324326060357,0.0,2026-05,2026-06
2017-09,Industrial,3,26761246392.559998,18818967337.38,0.0,2,26745877831.949997,18824708059.57,0.0,0.0,2026-05,2026-06
2017-09,Serviços,12,5033557485.89,5346887295.25,0.002010414204830812,12,5247250907.3,5450155233.85,0.0019723214676963543,-3.809273713445763e-05,2026-05,2026-06
2017-09,Setor público,10,2907333356.03,2686146426.48,0.009062333058253795,10,2907333356.03,2686146426.48,0.009062333058253795,0.0,2026-05,2026-06
2017-10,Agronegócio,2,337773523.25,230399664.16,0.06147838718273243,2,337773523.25,230399664.16,0.06147838718273243,0.0,2026-05,2026-06
2017-10,Ações judiciais,19,2508243237.34,2478438177.6600003,0.03857696530089368,20,2579761764.33,2549738177.6600003,0.03749821233321525,-0.0010787529676784327,2026-05,2026-06
2017-10,Cartão de crédito,6,9363850776.09,9286334617.5,4.6556828695926536e-05,6,9363850776.09,9286334617.5,4.6556828695926536e-05,0.0,2026-05,2026-06
2017-10,Comercial,15,2848600049.12,2445367782.91,0.053360758537809874,14,2543741421.34,2230989250.4900002,0.058488260206247394,0.00512750166843752,2026-05,2026-06
2017-10,Financeiro,48,2507323366.62,1812904629.21,0.12267326547503597,48,3155508134.53,2330158177.27,0.13102944406448422,0.008356178589448246,2026-05,2026-06
2017-10,Imobiliário,3,85270832.42,77059488.65,0.011858090755706045,3,85270832.42,77059488.65,0.011858090755706045,0.0,2026-05,2026-06
2017-10,Industrial,3,19997666270.55,17703324567.48,0.0,2,19981653696.219997,17709048420.42,0.0,0.0,2026-05,2026-06
2017-10,Serviços,12,5252834256.03,5191374446.42,0.0017666816995496675,12,5439146825.28,5287911549.67,0.0017344288276857358,-3.225287186393172e-05,2026-05,2026-06
2017-10,Setor público,10,2934034884.56,2717881012.59,0.0,10,2934034884.56,2717881012.59,0.0,0.0,2026-05,2026-06
2017-11,Agronegócio,2,341782846.43,279831004.82,0.04203489380158672,2,341782846.43,279831004.82,0.04203489380158672,0.0,2026-05,2026-06
2017-11,Ações judiciais,20,2504492635.83,2563440655.4500003,0.28279400218950757,21,2575991292.4700003,2634740655.4500003,0.2751411759751308,-0.00765282621437674,2026-05,2026-06
2017-11,Cartão de crédito,7,9862542766.32,9640326113.77,1.3455042751585348e-07,7,9862542766.32,9640326113.77,1.3455042751585348e-07,0.0,2026-05,2026-06
2017-11,Comercial,16,3349673819.07,2919266719.0099998,0.06740754620281271,15,3046288118.4900002,2711584393.43,0.07257034179603156,0.005162795593218847,2026-05,2026-06
2017-11,Financeiro,46,2492090213.27,1847307293.03,0.11977025799378302,46,2907004739.47,2114279264.41,0.12730578328549724,0.0075355252917142235,2026-05,2026-06
2017-11,Imobiliário,3,88540857.62,78645199.45,0.01261012747040595,3,88540857.62,78645199.45,0.01261012747040595,0.0,2026-05,2026-06
2017-11,Industrial,3,20373129332.510002,19049628464.5,0.0,2,20360411408.19,19055438212.92,0.0,0.0,2026-05,2026-06
2017-11,Serviços,12,5727496986.62,5533609583.6,0.0016696556362382976,12,5636057026.03,5305416706.22,0.0017414696981611375,7.181406192283981e-05,2026-05,2026-06
2017-11,Setor público,10,2969241877.73,2747790755.96,0.0,10,2969241877.73,2747790755.96,0.0,0.0,2026-05,2026-06
2017-12,Agronegócio,2,424811236.38,290184935.86,0.03322756155974912,2,424811236.38,290184935.86,0.03322756155974912,0.0,2026-05,2026-06
2017-12,Ações judiciais,20,2617937558.42,2589760183.39,0.288837114446961,21,2689425729.79,2661060183.39,0.2810980612723601,-0.007739053174600885,2026-05,2026-06
2017-12,Cartão de crédito,7,11396893482.279999,11050314573.2,2.3335408081991523e-06,7,11396893482.279999,11050314573.2,2.3335408081991523e-06,0.0,2026-05,2026-06
2017-12,Comercial,17,3766037961.08,3246968472.7999997,0.11547395784125769,16,3463202280.48,3037657573.23,0.12343073289242366,0.007956775051165974,2026-05,2026-06
2017-12,Financeiro,49,3014879124.68,2109050667.69,0.10613692410964042,49,3423393741.62,2421650556.77,0.13296815924568703,0.026831235136046613,2026-05,2026-06
2017-12,Imobiliário,3,87630978.48,78981071.35,0.014383035208093567,3,87630978.48,78981071.35,0.014383035208093567,0.0,2026-05,2026-06
2017-12,Industrial,3,28017014803.36,25632781744.47,0.0,2,28000756635.3,25638587250.34,0.0,0.0,2026-05,2026-06
2017-12,Serviços,13,8022470541.74,7628314533.87,0.0015184435000117418,13,7903531094.07,7418912913.33,0.0015613021416099715,4.2858641598229625e-05,2026-05,2026-06
2017-12,Setor público,11,3019749629.15,2810088132.52,0.0,11,3019749629.15,2810088132.52,0.0,0.0,2026-05,2026-06
2018-01,Agronegócio,2,405891853.96000004,375051425.24,0.026163196270273692,2,405891853.96000004,375051425.24,0.026163196270273692,0.0,2026-05,2026-06
2018-01,Ações judiciais,22,4108054310.88,4064530564.87,0.1798113042541176,23,4179647039.03,4135831287.07,0.1767114012447457,-0.0030999030093718793,2026-05,2026-06
2018-01,Cartão de crédito,7,11636753427.41,10582567302.949999,4.991475932808398e-06,7,11636753427.41,10582567302.949999,4.991475932808398e-06,0.0,2026-05,2026-06
2018-01,Comercial,16,3939529152.97,3418859363.58,0.0884500208319037,15,3635862195.08,3195162947.7200003,0.09464249144031445,0.006192470608410744,2026-05,2026-06
2018-01,Financeiro,49,2956205225.0299997,2135515833.24,0.13053612699610048,48,3248973162.36,2332663134.31,0.14134465156175574,0.010808524565655259,2026-05,2026-06
2018-01,Imobiliário,3,87168769.96,78021880.95,0.017800747470956734,3,87168769.96,78021880.95,0.017800747470956734,0.0,2026-05,2026-06
2018-01,Industrial,3,25091595836.64,21427794133.83,0.0,2,25071338260.18,21433786315.99,0.0,0.0,2026-05,2026-06
2018-01,Serviços,13,8814792476.77,8340061274.85,0.00131572084765017,13,8706604128.96,8165821878.28,0.0013437952301148318,2.8074382464661832e-05,2026-05,2026-06
2018-01,Setor público,11,2864924932.48,2654726173.2200003,0.0,11,2864924932.48,2654726173.2200003,0.0,0.0,2026-05,2026-06
2018-02,Agronegócio,2,409211536.8,365234137.17,0.02488488696709522,2,409211536.8,365234137.17,0.02488488696709522,0.0,2026-05,2026-06
2018-02,Ações judiciais,22,4136464189.59,3781859004.32,0.028539823154884403,24,4208163691.64,3896159004.32,0.027702562205578606,-0.0008372609493057966,2026-05,2026-06
2018-02,Cartão de crédito,7,11626591911.23,10550054484.94,5.781026068354647e-06,7,11626591911.23,10550054484.94,5.781026068354647e-06,0.0,2026-05,2026-06
2018-02,Comercial,17,4050092102.15,3497590064.27,0.1239746471176294,17,3749477727.95,3294687317.77,0.13160960423810092,0.007634957120471519,2026-05,2026-06
2018-02,Financeiro,49,2870128146.74,2129112879.28,0.1336572906159082,47,3137434995.89,2322111157.26,0.14190539933015986,0.008248108714251662,2026-05,2026-06
2018-02,Imobiliário,2,67233584.84,56184468.82,0.02449719822767206,2,67233584.84,56184468.82,0.02449719822767206,0.0,2026-05,2026-06
2018-02,Industrial,3,20948348214.24,17907924918.87,0.0,2,20927726525.15,17914138079.149998,0.0,0.0,2026-05,2026-06
2018-02,Serviços,13,8371449670.33,7624980605.5,0.001236693059022103,13,8255104026.0199995,7423932818.92,0.0012701839873830918,3.349092836098873e-05,2026-05,2026-06
2018-02,Setor público,11,2882553185.64,2679123531.69,0.009086088518152244,11,2882553185.64,2679123531.69,0.009086088518152244,0.0,2026-05,2026-06
2018-03,Agronegócio,2,412960955.28,345732643.55,0.0,2,412960955.28,345732643.55,0.0,0.0,2026-05,2026-06
2018-03,Ações judiciais,24,4290788807.96,3511554044.55,0.030317362785638916,26,4362535090.17,3625854044.55,0.029361650138681392,-0.0009557126469575232,2026-05,2026-06
2018-03,Cartão de crédito,8,12028147575.74,11531449491.65,5.685288744270367e-06,8,12028147575.74,11531449491.65,5.685288744270367e-06,0.0,2026-05,2026-06
2018-03,Comercial,17,4127331589.93,3550300011.29,0.10530966631863613,17,3832489497.68,3399676261.04,0.10997544495769886,0.004665778639062729,2026-05,2026-06
2018-03,Financeiro,50,3427967525.84,2705308327.22,0.10576078394879854,49,3752855719.17,2977917940.57,0.12350179262145952,0.017741008672660985,2026-05,2026-06
2018-03,Imobiliário,3,96358883.99,86912459.22,0.012866322964920473,3,96358883.99,86912459.22,0.012866322964920473,0.0,2026-05,2026-06
2018-03,Industrial,3,22935734542.18,19120201381.36,0.0,2,22914268370.63,19126817088.02,0.0,0.0,2026-05,2026-06
2018-03,Serviços,12,7376784174.7,7107729816.21,0.0012710776976068829,13,7678094588.3,7264762140.74,0.0012436025674310287,-2.747513017585415e-05,2026-05,2026-06
2018-03,Setor público,11,2353809176.15,2817240042.43,0.008640638778867862,11,2353809176.15,2817240042.43,0.008640638778867862,0.0,2026-05,2026-06
2018-04,Agronegócio,2,416655266.26,352863276.24,0.0,2,416655266.26,352863276.24,0.0,0.0,2026-05,2026-06
2018-04,Ações judiciais,24,4390349892.28,3668065418.44,0.02891979449895277,26,4462174860.16,3782365418.44,0.02804586188125407,-0.0008739326176986986,2026-05,2026-06
2018-04,Cartão de crédito,8,12215648857.01,11121040554.63,0.0004824591515194335,8,12215648857.01,11121040554.63,0.0004824591515194335,0.0,2026-05,2026-06
2018-04,Comercial,16,4182415533.91,3726382733.35,0.10473032032572602,16,3890442560.18,3543496458.5,0.1101356419826093,0.0054053216568832885,2026-05,2026-06
2018-04,Financeiro,54,4329819880.37,3503755163.22,0.06716576927245288,52,4630857201.93,3708023119.55,0.07136258794203881,0.004196818669585933,2026-05,2026-06
2018-04,Imobiliário,3,90854152.35,75011918.00999999,0.016668538189269,3,90854152.35,75011918.00999999,0.016668538189269,0.0,2026-05,2026-06
2018-04,Industrial,3,26978881988.55,24177777012.32,0.0,2,26957559629.58,24184061147.84,0.0,0.0,2026-05,2026-06
2018-04,Serviços,13,7488955658.7,7045524857.17,0.001816911037787731,13,7187067709.83,6665809034.15,0.0019204108330163634,0.00010349979522863225,2026-05,2026-06
2018-04,Setor público,11,3074834050.36,2857250710.67,0.008519642140290811,11,3074834050.36,2857250710.67,0.008519642140290811,0.0,2026-05,2026-06
2018-05,Agronegócio,3,406891458.23,239763762.39000002,0.0,2,405999269.43,238860414.66000003,0.0,0.0,2026-05,2026-06
2018-05,Ações judiciais,24,4438884201.04,3580885333.21,0.048439051343347715,26,4510820875.27,3695185333.21,0.04694072769533328,-0.0014983236480144366,2026-05,2026-06
2018-05,Cartão de crédito,8,12413936895.93,10900994156.93,0.0006795858022995518,8,12413936895.93,10900994156.93,0.0006795858022995518,0.0,2026-05,2026-06
2018-05,Comercial,17,4264728549.63,3466033032.08,0.14206180463447904,18,3973621894.13,3288908089.17,0.14971257758202097,0.007650772947541934,2026-05,2026-06
2018-05,Financeiro,51,4158617208.52,3390065980.05,0.06844499175988832,50,4506719882.54,3625137864.81,0.07218839379884268,0.0037434020389543604,2026-05,2026-06
2018-05,Imobiliário,4,105577301.61,88894272.17,0.013768099902538411,4,105577301.61,88894272.17,0.013768099902538411,0.0,2026-05,2026-06
2018-05,Industrial,3,23006544244.24,19472672223.03,0.0,2,22980124709.84,19479078774.699997,0.0,0.0,2026-05,2026-06
2018-05,Serviços,13,6502071885.35,6234578632.51,0.002162186193258888,13,6204895983.08,5852089668.13,0.002303505346716185,0.00014131915345729678,2026-05,2026-06
2018-05,Setor público,11,3129885828.1,2863890297.2400002,0.0030345354947343187,11,3129885828.1,2863890297.2400002,0.0030345354947343187,0.0,2026-05,2026-06
2018-06,Agronegócio,3,409760994.31,208092531.15,0.0003642530060118402,2,408865200.59,207443481.53,0.0,-0.0003642530060118402,2026-05,2026-06
2018-06,Ações judiciais,21,4377932648.95,3543474220.29,0.029318348457322112,23,4498917268.65,3706474220.29,0.02802901241597509,-0.0012893360413470216,2026-05,2026-06
2018-06,Cartão de crédito,8,12100413194.789999,11620207101.81,0.0008439499669909024,8,12100413194.789999,11620207101.81,0.0008439499669909024,0.0,2026-05,2026-06
2018-06,Comercial,19,4429702276.51,3768704710.08,0.11662521519778873,20,4140191607.21,3578375105.0699997,0.12284955692240113,0.006224341724612392,2026-05,2026-06
2018-06,Financeiro,54,4409035009.53,3606393267.63,0.0860462982463168,53,4773579693.78,3880756708.11,0.10419142499837919,0.018145126752062396,2026-05,2026-06
2018-06,Imobiliário,4,114630961.86,98494592.58,0.01420812892711191,4,114630961.86,98494592.58,0.01420812892711191,0.0,2026-05,2026-06
2018-06,Industrial,3,26288825268.399998,20543687353.38,0.0,2,26252523656.609997,20550045168.84,0.0,0.0,2026-05,2026-06
2018-06,Serviços,13,6863357586.150001,6115407199.76,0.0025160098612245873,13,6658429820.31,5834211967.2300005,0.0026372755920462815,0.00012126573082169414,2026-05,2026-06
2018-06,Setor público,10,3086521554.65,2881749596.86,0.0030157293227244275,10,3086521554.65,2881749596.86,0.0030157293227244275,0.0,2026-05,2026-06
2018-07,Agronegócio,2,406333230.31,303424418.32,0.0,2,406333230.31,303424418.32,0.0,0.0,2026-05,2026-06
2018-07,Ações judiciais,24,4755591408.8,1498153516.21,0.06966367541159955,26,4876544111.18,1498153516.21,0.06966367541159955,0.0,2026-05,2026-06
2018-07,Cartão de crédito,9,12412683952.08,10583107521.47,0.001094347067390591,9,12412683952.08,10583107521.47,0.001094347067390591,0.0,2026-05,2026-06
2018-07,Comercial,19,4487743915.309999,3948718358.02,0.1037220608322569,19,4197483678.0,3734440873.21,0.10967350124034714,0.0059514404080902444,2026-05,2026-06
2018-07,Financeiro,57,4579089560.23,3230892281.13,0.09580343335115528,56,4964058713.92,3444189787.85,0.1069532103020227,0.011149776950867427,2026-05,2026-06
2018-07,Imobiliário,4,157732974.05,128397841.3,0.01462325130227871,4,157732974.05,128397841.3,0.01462325130227871,0.0,2026-05,2026-06
2018-07,Industrial,3,26881458386.1,23809458495.49,0.0,2,26840560003.28,23815733879.54,0.0,0.0,2026-05,2026-06
