papel,competencia_origem,competencia_destino,continuing_funds,comparable_pl_brl,changed_funds,changed_comparable_pl_brl,changed_share,universe_funds_current,universe_pl_current_brl,coverage_funds,coverage_pl,universe_definition,pl_flow_definition,provider_group_definition,source
administrador,2024-12,2026-05,2357,588506122926.47,358,63040851039.850006,0.10712012769954911,3602,778659754335.3,0.6543586896168795,0.7557936822211211,CNPJ ex-FIC com PL positivo em mai/26; administrador observado também em dez/24; Sistema Petrobras e TAPSO excluídos,PL de mai/26 por CNPJ,canonical_provider(nome reportado),"CVM, Informe Mensal, administrador reportado por competência"
