competencia,papel,tipo_anbima,foco_anbima,foco_order,participante_bucket,bucket_kind,stack_order,pl_brl,denominador_pl_subtipo_brl,share_subtipo,pl_identificado_brl,cobertura_prestador_pl,fundos_subtipo,fundos_pl_negativo,pl_negativo_brl,pl_negativo_share_denominador,quality_note,publication_status,fechamento_100_pct
2026-06,gestor,"Agro, Indústria e Comércio",Recebíveis Comerciais,8,Banco do Brasil,Top 10 geral,3,61254971563.01,143867117181.27,0.42577465068567294,143537128913.53998,0.9977062981854691,306,2,-487440.04000000004,-3.3881268322478047e-06,"2 fundo(s) com PL negativo, total de R$ -487,440.04; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Recebíveis Comerciais,8,Bradesco,Top 10 geral,4,7516273750.35,143867117181.27,0.05224455662706878,143537128913.53998,0.9977062981854691,306,2,-487440.04000000004,-3.3881268322478047e-06,"2 fundo(s) com PL negativo, total de R$ -487,440.04; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Recebíveis Comerciais,8,Genial,Top 10 geral,5,6062719480.37,143867117181.27,0.04214110631501069,143537128913.53998,0.9977062981854691,306,2,-487440.04000000004,-3.3881268322478047e-06,"2 fundo(s) com PL negativo, total de R$ -487,440.04; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Recebíveis Comerciais,8,Tercon Investimentos,Top 10 geral,6,368440040.32000005,143867117181.27,0.0025609746517390227,143537128913.53998,0.9977062981854691,306,2,-487440.04000000004,-3.3881268322478047e-06,"2 fundo(s) com PL negativo, total de R$ -487,440.04; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Recebíveis Comerciais,8,Itaú,Top 10 geral,7,1412893634.7,143867117181.27,0.009820823982451663,143537128913.53998,0.9977062981854691,306,2,-487440.04000000004,-3.3881268322478047e-06,"2 fundo(s) com PL negativo, total de R$ -487,440.04; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Recebíveis Comerciais,8,Solis Investimentos,Top 10 geral,8,853238309.47,143867117181.27,0.005930738908147683,143537128913.53998,0.9977062981854691,306,2,-487440.04000000004,-3.3881268322478047e-06,"2 fundo(s) com PL negativo, total de R$ -487,440.04; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Recebíveis Comerciais,8,XP,Top 10 geral,9,7611989153.21,143867117181.27,0.052909860865697544,143537128913.53998,0.9977062981854691,306,2,-487440.04000000004,-3.3881268322478047e-06,"2 fundo(s) com PL negativo, total de R$ -487,440.04; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Recebíveis Comerciais,8,Integral Investimentos,Top 10 geral,10,5977992974.490002,143867117181.27,0.041552184346321734,143537128913.53998,0.9977062981854691,306,2,-487440.04000000004,-3.3881268322478047e-06,"2 fundo(s) com PL negativo, total de R$ -487,440.04; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Recebíveis Comerciais,8,Outros identificados,residual identificado,11,27314585829.48,143867117181.27,0.18985982596053627,143537128913.53998,0.9977062981854691,306,2,-487440.04000000004,-3.3881268322478047e-06,"2 fundo(s) com PL negativo, total de R$ -487,440.04; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Recebíveis Comerciais,8,Prestador não informado,campo ausente,12,329988267.72999996,143867117181.27,0.00229370181453084,143537128913.53998,0.9977062981854691,306,2,-487440.04000000004,-3.3881268322478047e-06,"2 fundo(s) com PL negativo, total de R$ -487,440.04; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Crédito Corporativo,9,BTG Pactual,Top 10 geral,1,749412873.0,4850763636.48,0.15449379296984633,4875231093.5199995,1.005044042314491,71,1,-24467457.04,-0.005044042314491132,categoria agregada com PL negativo; não publicar,bloqueado_pl_negativo,1.0000000000000002
2026-06,gestor,"Agro, Indústria e Comércio",Crédito Corporativo,9,Oliveira Trust,Top 10 geral,2,227495097.44,4850763636.48,0.04689882139981652,4875231093.5199995,1.005044042314491,71,1,-24467457.04,-0.005044042314491132,categoria agregada com PL negativo; não publicar,bloqueado_pl_negativo,1.0000000000000002
2026-06,gestor,"Agro, Indústria e Comércio",Crédito Corporativo,9,Banco do Brasil,Top 10 geral,3,0.0,4850763636.48,0.0,4875231093.5199995,1.005044042314491,71,1,-24467457.04,-0.005044042314491132,categoria agregada com PL negativo; não publicar,bloqueado_pl_negativo,1.0000000000000002
2026-06,gestor,"Agro, Indústria e Comércio",Crédito Corporativo,9,Bradesco,Top 10 geral,4,0.0,4850763636.48,0.0,4875231093.5199995,1.005044042314491,71,1,-24467457.04,-0.005044042314491132,categoria agregada com PL negativo; não publicar,bloqueado_pl_negativo,1.0000000000000002
2026-06,gestor,"Agro, Indústria e Comércio",Crédito Corporativo,9,Genial,Top 10 geral,5,742418.46,4850763636.48,0.000153051872991021,4875231093.5199995,1.005044042314491,71,1,-24467457.04,-0.005044042314491132,categoria agregada com PL negativo; não publicar,bloqueado_pl_negativo,1.0000000000000002
2026-06,gestor,"Agro, Indústria e Comércio",Crédito Corporativo,9,Tercon Investimentos,Top 10 geral,6,43564974.37,4850763636.48,0.008981054867809085,4875231093.5199995,1.005044042314491,71,1,-24467457.04,-0.005044042314491132,categoria agregada com PL negativo; não publicar,bloqueado_pl_negativo,1.0000000000000002
2026-06,gestor,"Agro, Indústria e Comércio",Crédito Corporativo,9,Itaú,Top 10 geral,7,0.0,4850763636.48,0.0,4875231093.5199995,1.005044042314491,71,1,-24467457.04,-0.005044042314491132,categoria agregada com PL negativo; não publicar,bloqueado_pl_negativo,1.0000000000000002
2026-06,gestor,"Agro, Indústria e Comércio",Crédito Corporativo,9,Solis Investimentos,Top 10 geral,8,229717312.67,4850763636.48,0.04735693797620212,4875231093.5199995,1.005044042314491,71,1,-24467457.04,-0.005044042314491132,categoria agregada com PL negativo; não publicar,bloqueado_pl_negativo,1.0000000000000002
2026-06,gestor,"Agro, Indústria e Comércio",Crédito Corporativo,9,XP,Top 10 geral,9,0.0,4850763636.48,0.0,4875231093.5199995,1.005044042314491,71,1,-24467457.04,-0.005044042314491132,categoria agregada com PL negativo; não publicar,bloqueado_pl_negativo,1.0000000000000002
2026-06,gestor,"Agro, Indústria e Comércio",Crédito Corporativo,9,Integral Investimentos,Top 10 geral,10,272562955.16,4850763636.48,0.05618970034124107,4875231093.5199995,1.005044042314491,71,1,-24467457.04,-0.005044042314491132,categoria agregada com PL negativo; não publicar,bloqueado_pl_negativo,1.0000000000000002
2026-06,gestor,"Agro, Indústria e Comércio",Crédito Corporativo,9,Outros identificados,residual identificado,11,3351735462.42,4850763636.48,0.6909706828865851,4875231093.5199995,1.005044042314491,71,1,-24467457.04,-0.005044042314491132,categoria agregada com PL negativo; não publicar,bloqueado_pl_negativo,1.0000000000000002
2026-06,gestor,"Agro, Indústria e Comércio",Crédito Corporativo,9,Prestador não informado,campo ausente,12,-24467457.04,4850763636.48,-0.005044042314491132,4875231093.5199995,1.005044042314491,71,1,-24467457.04,-0.005044042314491132,categoria agregada com PL negativo; não publicar,bloqueado_pl_negativo,1.0000000000000002
2026-06,gestor,"Agro, Indústria e Comércio",Agronegócio,10,BTG Pactual,Top 10 geral,1,156241686.85000002,13853318170.199999,0.011278286178837136,12788441022.38,0.923131979303654,64,0,0.0,0.0,,publicável,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Agronegócio,10,Oliveira Trust,Top 10 geral,2,40960297.13,13853318170.199999,0.002956713808689537,12788441022.38,0.923131979303654,64,0,0.0,0.0,,publicável,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Agronegócio,10,Banco do Brasil,Top 10 geral,3,0.0,13853318170.199999,0.0,12788441022.38,0.923131979303654,64,0,0.0,0.0,,publicável,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Agronegócio,10,Bradesco,Top 10 geral,4,0.0,13853318170.199999,0.0,12788441022.38,0.923131979303654,64,0,0.0,0.0,,publicável,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Agronegócio,10,Genial,Top 10 geral,5,75504664.49,13853318170.199999,0.005450294547657093,12788441022.38,0.923131979303654,64,0,0.0,0.0,,publicável,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Agronegócio,10,Tercon Investimentos,Top 10 geral,6,0.0,13853318170.199999,0.0,12788441022.38,0.923131979303654,64,0,0.0,0.0,,publicável,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Agronegócio,10,Itaú,Top 10 geral,7,1391099575.18,13853318170.199999,0.10041634488496823,12788441022.38,0.923131979303654,64,0,0.0,0.0,,publicável,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Agronegócio,10,Solis Investimentos,Top 10 geral,8,0.0,13853318170.199999,0.0,12788441022.38,0.923131979303654,64,0,0.0,0.0,,publicável,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Agronegócio,10,XP,Top 10 geral,9,0.0,13853318170.199999,0.0,12788441022.38,0.923131979303654,64,0,0.0,0.0,,publicável,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Agronegócio,10,Integral Investimentos,Top 10 geral,10,0.0,13853318170.199999,0.0,12788441022.38,0.923131979303654,64,0,0.0,0.0,,publicável,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Agronegócio,10,Outros identificados,residual identificado,11,11124634798.73,13853318170.199999,0.803030339883502,12788441022.38,0.923131979303654,64,0,0.0,0.0,,publicável,1.0
2026-06,gestor,"Agro, Indústria e Comércio",Agronegócio,10,Prestador não informado,campo ausente,12,1064877147.8199999,13853318170.199999,0.07686802069634602,12788441022.38,0.923131979303654,64,0,0.0,0.0,,publicável,1.0
2026-06,gestor,"Agro, Indústria e Comércio","Multicarteira Agro, Indústria e Comércio",11,BTG Pactual,Top 10 geral,1,559882486.39,17780249405.33,0.031489011972023494,17780249405.33,1.0,83,0,0.0,0.0,,publicável,0.9999999999999998
2026-06,gestor,"Agro, Indústria e Comércio","Multicarteira Agro, Indústria e Comércio",11,Oliveira Trust,Top 10 geral,2,160517474.38,17780249405.33,0.009027852800078357,17780249405.33,1.0,83,0,0.0,0.0,,publicável,0.9999999999999998
2026-06,gestor,"Agro, Indústria e Comércio","Multicarteira Agro, Indústria e Comércio",11,Banco do Brasil,Top 10 geral,3,0.0,17780249405.33,0.0,17780249405.33,1.0,83,0,0.0,0.0,,publicável,0.9999999999999998
2026-06,gestor,"Agro, Indústria e Comércio","Multicarteira Agro, Indústria e Comércio",11,Bradesco,Top 10 geral,4,525889772.19,17780249405.33,0.029577187597399704,17780249405.33,1.0,83,0,0.0,0.0,,publicável,0.9999999999999998
2026-06,gestor,"Agro, Indústria e Comércio","Multicarteira Agro, Indústria e Comércio",11,Genial,Top 10 geral,5,0.0,17780249405.33,0.0,17780249405.33,1.0,83,0,0.0,0.0,,publicável,0.9999999999999998
2026-06,gestor,"Agro, Indústria e Comércio","Multicarteira Agro, Indústria e Comércio",11,Tercon Investimentos,Top 10 geral,6,206019248.06000003,17780249405.33,0.011586971777698542,17780249405.33,1.0,83,0,0.0,0.0,,publicável,0.9999999999999998
2026-06,gestor,"Agro, Indústria e Comércio","Multicarteira Agro, Indústria e Comércio",11,Itaú,Top 10 geral,7,0.0,17780249405.33,0.0,17780249405.33,1.0,83,0,0.0,0.0,,publicável,0.9999999999999998
2026-06,gestor,"Agro, Indústria e Comércio","Multicarteira Agro, Indústria e Comércio",11,Solis Investimentos,Top 10 geral,8,84772900.87,17780249405.33,0.004767812809452918,17780249405.33,1.0,83,0,0.0,0.0,,publicável,0.9999999999999998
2026-06,gestor,"Agro, Indústria e Comércio","Multicarteira Agro, Indústria e Comércio",11,XP,Top 10 geral,9,197912560.14000002,17780249405.33,0.011131033970798608,17780249405.33,1.0,83,0,0.0,0.0,,publicável,0.9999999999999998
2026-06,gestor,"Agro, Indústria e Comércio","Multicarteira Agro, Indústria e Comércio",11,Integral Investimentos,Top 10 geral,10,0.0,17780249405.33,0.0,17780249405.33,1.0,83,0,0.0,0.0,,publicável,0.9999999999999998
2026-06,gestor,"Agro, Indústria e Comércio","Multicarteira Agro, Indústria e Comércio",11,Outros identificados,residual identificado,11,16045254963.3,17780249405.33,0.9024201290725482,17780249405.33,1.0,83,0,0.0,0.0,,publicável,0.9999999999999998
2026-06,gestor,"Agro, Indústria e Comércio","Multicarteira Agro, Indústria e Comércio",11,Prestador não informado,campo ausente,12,0.0,17780249405.33,0.0,17780249405.33,1.0,83,0,0.0,0.0,,publicável,0.9999999999999998
2026-06,gestor,Outros,Recuperação,12,BTG Pactual,Top 10 geral,1,34591021.93,7069097319.82,0.004893272841642077,7069097319.82,1.0,64,1,-108121.88,-1.529500516237809e-05,"1 fundo(s) com PL negativo, total de R$ -108,121.88; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0000000000000002
2026-06,gestor,Outros,Recuperação,12,Oliveira Trust,Top 10 geral,2,0.0,7069097319.82,0.0,7069097319.82,1.0,64,1,-108121.88,-1.529500516237809e-05,"1 fundo(s) com PL negativo, total de R$ -108,121.88; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0000000000000002
2026-06,gestor,Outros,Recuperação,12,Banco do Brasil,Top 10 geral,3,0.0,7069097319.82,0.0,7069097319.82,1.0,64,1,-108121.88,-1.529500516237809e-05,"1 fundo(s) com PL negativo, total de R$ -108,121.88; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0000000000000002
2026-06,gestor,Outros,Recuperação,12,Bradesco,Top 10 geral,4,0.0,7069097319.82,0.0,7069097319.82,1.0,64,1,-108121.88,-1.529500516237809e-05,"1 fundo(s) com PL negativo, total de R$ -108,121.88; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0000000000000002
2026-06,gestor,Outros,Recuperação,12,Genial,Top 10 geral,5,0.0,7069097319.82,0.0,7069097319.82,1.0,64,1,-108121.88,-1.529500516237809e-05,"1 fundo(s) com PL negativo, total de R$ -108,121.88; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0000000000000002
2026-06,gestor,Outros,Recuperação,12,Tercon Investimentos,Top 10 geral,6,0.0,7069097319.82,0.0,7069097319.82,1.0,64,1,-108121.88,-1.529500516237809e-05,"1 fundo(s) com PL negativo, total de R$ -108,121.88; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0000000000000002
2026-06,gestor,Outros,Recuperação,12,Itaú,Top 10 geral,7,0.0,7069097319.82,0.0,7069097319.82,1.0,64,1,-108121.88,-1.529500516237809e-05,"1 fundo(s) com PL negativo, total de R$ -108,121.88; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0000000000000002
2026-06,gestor,Outros,Recuperação,12,Solis Investimentos,Top 10 geral,8,1772175.83,7069097319.82,0.000250693370005143,7069097319.82,1.0,64,1,-108121.88,-1.529500516237809e-05,"1 fundo(s) com PL negativo, total de R$ -108,121.88; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0000000000000002
2026-06,gestor,Outros,Recuperação,12,XP,Top 10 geral,9,0.0,7069097319.82,0.0,7069097319.82,1.0,64,1,-108121.88,-1.529500516237809e-05,"1 fundo(s) com PL negativo, total de R$ -108,121.88; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0000000000000002
2026-06,gestor,Outros,Recuperação,12,Integral Investimentos,Top 10 geral,10,0.0,7069097319.82,0.0,7069097319.82,1.0,64,1,-108121.88,-1.529500516237809e-05,"1 fundo(s) com PL negativo, total de R$ -108,121.88; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0000000000000002
2026-06,gestor,Outros,Recuperação,12,Outros identificados,residual identificado,11,7032734122.060001,7069097319.82,0.994856033788353,7069097319.82,1.0,64,1,-108121.88,-1.529500516237809e-05,"1 fundo(s) com PL negativo, total de R$ -108,121.88; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0000000000000002
2026-06,gestor,Outros,Recuperação,12,Prestador não informado,campo ausente,12,0.0,7069097319.82,0.0,7069097319.82,1.0,64,1,-108121.88,-1.529500516237809e-05,"1 fundo(s) com PL negativo, total de R$ -108,121.88; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0000000000000002
2026-06,gestor,Outros,Poder Público,13,BTG Pactual,Top 10 geral,1,2950224844.8,40596539798.1,0.07267183014790035,40596539798.1,1.0,243,0,0.0,0.0,,publicável,1.0
2026-06,gestor,Outros,Poder Público,13,Oliveira Trust,Top 10 geral,2,1296691260.74,40596539798.1,0.031940930611053894,40596539798.1,1.0,243,0,0.0,0.0,,publicável,1.0
2026-06,gestor,Outros,Poder Público,13,Banco do Brasil,Top 10 geral,3,0.0,40596539798.1,0.0,40596539798.1,1.0,243,0,0.0,0.0,,publicável,1.0
2026-06,gestor,Outros,Poder Público,13,Bradesco,Top 10 geral,4,364012370.52,40596539798.1,0.008966586126067733,40596539798.1,1.0,243,0,0.0,0.0,,publicável,1.0
2026-06,gestor,Outros,Poder Público,13,Genial,Top 10 geral,5,56958667.15,40596539798.1,0.001403042412808438,40596539798.1,1.0,243,0,0.0,0.0,,publicável,1.0
2026-06,gestor,Outros,Poder Público,13,Tercon Investimentos,Top 10 geral,6,0.0,40596539798.1,0.0,40596539798.1,1.0,243,0,0.0,0.0,,publicável,1.0
2026-06,gestor,Outros,Poder Público,13,Itaú,Top 10 geral,7,1051360882.76,40596539798.1,0.02589779542760947,40596539798.1,1.0,243,0,0.0,0.0,,publicável,1.0
2026-06,gestor,Outros,Poder Público,13,Solis Investimentos,Top 10 geral,8,26892755.8,40596539798.1,0.000662439605290169,40596539798.1,1.0,243,0,0.0,0.0,,publicável,1.0
2026-06,gestor,Outros,Poder Público,13,XP,Top 10 geral,9,2608837108.4799995,40596539798.1,0.0642625485190267,40596539798.1,1.0,243,0,0.0,0.0,,publicável,1.0
2026-06,gestor,Outros,Poder Público,13,Integral Investimentos,Top 10 geral,10,0.0,40596539798.1,0.0,40596539798.1,1.0,243,0,0.0,0.0,,publicável,1.0
2026-06,gestor,Outros,Poder Público,13,Outros identificados,residual identificado,11,32241561907.85,40596539798.1,0.7941948271502433,40596539798.1,1.0,243,0,0.0,0.0,,publicável,1.0
2026-06,gestor,Outros,Poder Público,13,Prestador não informado,campo ausente,12,0.0,40596539798.1,0.0,40596539798.1,1.0,243,0,0.0,0.0,,publicável,1.0
2026-06,gestor,Outros,Multicarteira Outros,14,BTG Pactual,Top 10 geral,1,14880342857.95,296999317280.3,0.050102279675970876,296828128861.54,0.9994236066926765,1413,20,-38549040.46,-0.0001297950473859792,"20 fundo(s) com PL negativo, total de R$ -38,549,040.46; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,Outros,Multicarteira Outros,14,Oliveira Trust,Top 10 geral,2,584256017.63,296999317280.3,0.001967196500585201,296828128861.54,0.9994236066926765,1413,20,-38549040.46,-0.0001297950473859792,"20 fundo(s) com PL negativo, total de R$ -38,549,040.46; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,Outros,Multicarteira Outros,14,Banco do Brasil,Top 10 geral,3,0.0,296999317280.3,0.0,296828128861.54,0.9994236066926765,1413,20,-38549040.46,-0.0001297950473859792,"20 fundo(s) com PL negativo, total de R$ -38,549,040.46; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,Outros,Multicarteira Outros,14,Bradesco,Top 10 geral,4,13946632557.940002,296999317280.3,0.046958466725287265,296828128861.54,0.9994236066926765,1413,20,-38549040.46,-0.0001297950473859792,"20 fundo(s) com PL negativo, total de R$ -38,549,040.46; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,Outros,Multicarteira Outros,14,Genial,Top 10 geral,5,6526934867.58,296999317280.3,0.021976262192616603,296828128861.54,0.9994236066926765,1413,20,-38549040.46,-0.0001297950473859792,"20 fundo(s) com PL negativo, total de R$ -38,549,040.46; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,Outros,Multicarteira Outros,14,Tercon Investimentos,Top 10 geral,6,1790831308.33,296999317280.3,0.006029748905583717,296828128861.54,0.9994236066926765,1413,20,-38549040.46,-0.0001297950473859792,"20 fundo(s) com PL negativo, total de R$ -38,549,040.46; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,Outros,Multicarteira Outros,14,Itaú,Top 10 geral,7,13391875878.42,296999317280.3,0.045090594823762195,296828128861.54,0.9994236066926765,1413,20,-38549040.46,-0.0001297950473859792,"20 fundo(s) com PL negativo, total de R$ -38,549,040.46; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,Outros,Multicarteira Outros,14,Solis Investimentos,Top 10 geral,8,6115745625.059999,296999317280.3,0.020591783446047868,296828128861.54,0.9994236066926765,1413,20,-38549040.46,-0.0001297950473859792,"20 fundo(s) com PL negativo, total de R$ -38,549,040.46; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,Outros,Multicarteira Outros,14,XP,Top 10 geral,9,3688027378.0899987,296999317280.3,0.01241762914427624,296828128861.54,0.9994236066926765,1413,20,-38549040.46,-0.0001297950473859792,"20 fundo(s) com PL negativo, total de R$ -38,549,040.46; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,Outros,Multicarteira Outros,14,Integral Investimentos,Top 10 geral,10,1683561537.98,296999317280.3,0.005668570397389499,296828128861.54,0.9994236066926765,1413,20,-38549040.46,-0.0001297950473859792,"20 fundo(s) com PL negativo, total de R$ -38,549,040.46; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,Outros,Multicarteira Outros,14,Outros identificados,residual identificado,11,234219920832.55997,296999317280.3,0.7886210748811571,296828128861.54,0.9994236066926765,1413,20,-38549040.46,-0.0001297950473859792,"20 fundo(s) com PL negativo, total de R$ -38,549,040.46; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,gestor,Outros,Multicarteira Outros,14,Prestador não informado,campo ausente,12,171188418.76,296999317280.3,0.000576393307323454,296828128861.54,0.9994236066926765,1413,20,-38549040.46,-0.0001297950473859792,"20 fundo(s) com PL negativo, total de R$ -38,549,040.46; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,custodiante,Fomento Mercantil,Fomento Mercantil,1,BTG Pactual,Top 10 geral,1,234319315.42000002,86599383445.56,0.0027057850309904685,85442518153.3,0.9866411832713884,556,1,-72305.93,-8.349473994287099e-07,"1 fundo(s) com PL negativo, total de R$ -72,305.93; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,custodiante,Fomento Mercantil,Fomento Mercantil,1,QI Tech,Top 10 geral,2,58540478402.32,86599383445.56,0.6759918612944975,85442518153.3,0.9866411832713884,556,1,-72305.93,-8.349473994287099e-07,"1 fundo(s) com PL negativo, total de R$ -72,305.93; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,custodiante,Fomento Mercantil,Fomento Mercantil,1,Oliveira Trust,Top 10 geral,3,2349888774.31,86599383445.56,0.027135167489815197,85442518153.3,0.9866411832713884,556,1,-72305.93,-8.349473994287099e-07,"1 fundo(s) com PL negativo, total de R$ -72,305.93; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,custodiante,Fomento Mercantil,Fomento Mercantil,1,Daycoval,Top 10 geral,4,528240980.87999994,86599383445.56,0.00609982380777658,85442518153.3,0.9866411832713884,556,1,-72305.93,-8.349473994287099e-07,"1 fundo(s) com PL negativo, total de R$ -72,305.93; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,custodiante,Fomento Mercantil,Fomento Mercantil,1,Banco do Brasil,Top 10 geral,5,0.0,86599383445.56,0.0,85442518153.3,0.9866411832713884,556,1,-72305.93,-8.349473994287099e-07,"1 fundo(s) com PL negativo, total de R$ -72,305.93; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,custodiante,Fomento Mercantil,Fomento Mercantil,1,Bradesco,Top 10 geral,6,1478946879.81,86599383445.56,0.017078030131008125,85442518153.3,0.9866411832713884,556,1,-72305.93,-8.349473994287099e-07,"1 fundo(s) com PL negativo, total de R$ -72,305.93; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,custodiante,Fomento Mercantil,Fomento Mercantil,1,Genial,Top 10 geral,7,123754317.82,86599383445.56,0.001429043867244126,85442518153.3,0.9866411832713884,556,1,-72305.93,-8.349473994287099e-07,"1 fundo(s) com PL negativo, total de R$ -72,305.93; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,custodiante,Fomento Mercantil,Fomento Mercantil,1,REAG,Top 10 geral,8,15997543.57,86599383445.56,0.00018473045573190168,85442518153.3,0.9866411832713884,556,1,-72305.93,-8.349473994287099e-07,"1 fundo(s) com PL negativo, total de R$ -72,305.93; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,custodiante,Fomento Mercantil,Fomento Mercantil,1,Finaxis,Top 10 geral,9,2672320639.9900002,86599383445.56,0.030858425703110613,85442518153.3,0.9866411832713884,556,1,-72305.93,-8.349473994287099e-07,"1 fundo(s) com PL negativo, total de R$ -72,305.93; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,custodiante,Fomento Mercantil,Fomento Mercantil,1,Itaú,Top 10 geral,10,808540098.3,86599383445.56,0.00933655721473216,85442518153.3,0.9866411832713884,556,1,-72305.93,-8.349473994287099e-07,"1 fundo(s) com PL negativo, total de R$ -72,305.93; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
2026-06,custodiante,Fomento Mercantil,Fomento Mercantil,1,Outros identificados,residual identificado,11,18690031200.88,86599383445.56,0.2158217582764817,85442518153.3,0.9866411832713884,556,1,-72305.93,-8.349473994287099e-07,"1 fundo(s) com PL negativo, total de R$ -72,305.93; categorias agregadas permanecem não negativas e reconciliam o denominador",publicável_com_nota_pl_negativo,1.0
