competencia_origem,competencia_destino,bridge_group,cnpj_14,cnpj,cnpj_fundo_14,cnpj_fundo,denominacao,reportava_origem,reportava_destino,pl_origem_brl,pl_destino_brl,delta_pl_brl,carteira_origem_brl,carteira_destino_brl,delta_carteira_brl,inad_bruta_origem_brl,inad_bruta_destino_brl,delta_inad_bruta_brl,inad_ajustada_origem_brl,inad_ajustada_destino_brl,delta_inad_ajustada_brl,excesso_origem_brl,excesso_destino_brl,delta_excesso_brl,contribuicao_abs
2024-06,2024-07,fundos continuantes,42866928000101,42.866.928/0001-01,42866928000101,42.866.928/0001-01,SETTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,5454234.99,4325411.89,-1128823.1000000006,4305518.18,4264811.82,-40706.359999999404,154748.37,210737.48,55989.110000000015,154748.37,210737.48,55989.110000000015,0.0,0.0,0.0,55989.110000000015
2024-06,2024-07,fundos continuantes,13767420000140,13.767.420/0001-40,13767420000140,13.767.420/0001-40,FUNDO DE INVESTIMENTO EM DIREITOS CREDI VAREJO BR,True,True,105415076.8,109283791.76,3868714.9600000083,102329533.13,105207477.46,2877944.329999998,18384738.92,18329270.87,-55468.050000000745,18384738.92,18329270.87,-55468.050000000745,0.0,0.0,0.0,55468.050000000745
2024-06,2024-07,fundos continuantes,34461516000155,34.461.516/0001-55,34461516000155,34.461.516/0001-55,FUNDO DE INVESTIMENTOEM DIREITOS CREDITÓRIOS ANGÁ SABEMI CONSIGNADOS XII - RESPONSABILIDADE LIMITADA,True,True,319638249.43,307836774.62,-11801474.810000002,304404599.19,289548573.63,-14856025.560000002,4225962.67,4170733.29,-55229.37999999989,4225962.67,4170733.29,-55229.37999999989,0.0,0.0,0.0,55229.37999999989
2024-06,2024-07,fundos continuantes,51410150000104,51.410.150/0001-04,51410150000104,51.410.150/0001-04,ALPS BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,True,True,2679787.49,2942599.88,262812.38999999966,2974685.26,2941244.31,-33440.94999999972,199221.41,253856.6,54635.19,199221.41,253856.6,54635.19,0.0,0.0,0.0,54635.19
2024-06,2024-07,fundos continuantes,26380651000148,26.380.651/0001-48,26380651000148,26.380.651/0001-48,SF4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS- RESPONSABILIDADE LIMITADA,True,True,10471010.59,12346727.92,1875717.33,9317979.58,11687994.34,2370014.76,112512.54,167081.97999999998,54569.43999999999,112512.54,167081.97999999998,54569.43999999999,0.0,0.0,0.0,54569.43999999999
2024-06,2024-07,fundos continuantes,51430054000128,51.430.054/0001-28,51430054000128,51.430.054/0001-28,BRAVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,60274370.01,69416094.86,9141724.850000001,58165368.83,61513831.7,3348462.870000005,52990.69,0.0,-52990.69,52990.69,0.0,-52990.69,0.0,0.0,0.0,52990.69
2024-06,2024-07,fundos continuantes,51919474000172,51.919.474/0001-72,51919474000172,51.919.474/0001-72,RAMAPI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,1551927.59,1718208.64,166281.0499999998,1414859.28,1394705.15,-20154.13000000012,69938.87,17427.3,-52511.56999999999,69938.87,17427.3,-52511.56999999999,0.0,0.0,0.0,52511.56999999999
2024-06,2024-07,fundos continuantes,43236160000147,43.236.160/0001-47,43236160000147,43.236.160/0001-47,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VCK II CONSIGNADOS,True,True,277470885.22,277996048.89,525163.6699999571,276253884.88,275499592.08,-754292.8000000119,157710.27,209347.34,51637.07000000001,157710.27,209347.34,51637.07000000001,0.0,0.0,0.0,51637.07000000001
2024-06,2024-07,fundos continuantes,27944815000185,27.944.815/0001-85,27944815000185,27.944.815/0001-85,PRIMEIRA LINHA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL,True,True,6257425.49,6445890.09,188464.59999999963,6201650.49,6299922.21,98271.71999999974,761176.9500000001,710290.81,-50886.140000000014,761176.9500000001,710290.81,-50886.140000000014,0.0,0.0,0.0,50886.140000000014
2024-06,2024-07,fundos continuantes,10145630000108,10.145.630/0001-08,10145630000108,10.145.630/0001-08,QUATA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL,True,True,186113223.17,179779605.26,-6333617.909999996,132509318.96,125853139.85,-6656179.109999999,9625913.36,9676788.52,50875.16000000015,9625913.36,9676788.52,50875.16000000015,0.0,0.0,0.0,50875.16000000015
2024-06,2024-07,fundos continuantes,51295720000162,51.295.720/0001-62,51295720000162,51.295.720/0001-62,OPI GOOROO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL - RESP LIMITADA,True,True,36025390.1,44816460.05,8791069.949999996,34290445.84,41709277.05,7418831.209999993,82267.79,132460.69,50192.90000000001,82267.79,132460.69,50192.90000000001,0.0,0.0,0.0,50192.90000000001
2024-06,2024-07,fundos continuantes,38305894000109,38.305.894/0001-09,38305894000109,38.305.894/0001-09,BTG PACTUAL BANKING CONSIGNADO PRIVADO FIDC,True,True,14923664.63,15333092.93,409428.2999999989,11866934.76,13146119.45,1279184.6899999995,312357.33,362406.02,50048.69,312357.33,362406.02,50048.69,0.0,0.0,0.0,50048.69
2024-06,2024-07,fundos continuantes,49325599000122,49.325.599/0001-22,49325599000122,49.325.599/0001-22,BBG I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,10669219.03,11424612.94,755393.9100000001,10780024.27,9764890.67,-1015133.5999999996,180601.07,230325.74,49724.669999999984,180601.07,230325.74,49724.669999999984,0.0,0.0,0.0,49724.669999999984
2024-06,2024-07,fundos continuantes,32156038000144,32.156.038/0001-44,32156038000144,32.156.038/0001-44,SUN CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,True,True,134465593.19,138765805.28,4300212.090000004,121267163.98,119960465.52,-1306698.4600000083,0.0,49724.05,49724.05,0.0,49724.05,49724.05,0.0,0.0,0.0,49724.05
2024-06,2024-07,fundos continuantes,50918500000185,50.918.500/0001-85,50918500000185,50.918.500/0001-85,FIDC RECUPERADOS QUESTÕES GLOBAIS DE INVERNO RESPONSABILIDADE LIMITADA,True,True,8547538.31,8949691.81,402153.5,6829592.4,7228814.08,399221.6799999997,60444.07,109756.42,49312.35,60444.07,109756.42,49312.35,0.0,0.0,0.0,49312.35
2024-06,2024-07,fundos continuantes,36083634000100,36.083.634/0001-00,36083634000100,36.083.634/0001-00,BRASIL MICROCRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,4129767.93,2781921.2,-1347846.73,3608175.62,2385926.84,-1222248.7800000003,2318254.98,2268961.8,-49293.18000000017,2318254.98,2268961.8,-49293.18000000017,0.0,0.0,0.0,49293.18000000017
2024-06,2024-07,fundos continuantes,45383797000191,45.383.797/0001-91,45383797000191,45.383.797/0001-91,NICE 2TM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,1889911.65,1896853.9,6942.25,3069904.44,3065356.18,-4548.2599999997765,281560.98,330270.94,48709.96000000002,281560.98,330270.94,48709.96000000002,0.0,0.0,0.0,48709.96000000002
2024-06,2024-07,fundos continuantes,26452257000178,26.452.257/0001-78,26452257000178,26.452.257/0001-78,AURI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,34188971.29,35638166.41,1449195.1199999973,31359650.11,33499722.67,2140072.5600000024,588913.63,636310.8,47397.17000000004,588913.63,636310.8,47397.17000000004,0.0,0.0,0.0,47397.17000000004
2024-06,2024-07,fundos continuantes,51869340000194,51.869.340/0001-94,51869340000194,51.869.340/0001-94,VFA CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,88501825.17,96764923.34,8263098.170000002,88224693.38,96596846.85,8372153.469999999,127936.05,175244.19,47308.14,127936.05,175244.19,47308.14,0.0,0.0,0.0,47308.14
2024-06,2024-07,fundos continuantes,09520712000106,09.520.712/0001-06,09520712000106,09.520.712/0001-06,GRAN FIDC NÃO-PADRONIZADOS MULTISSETORIAL NP - GRANFIDC,True,True,16242025.13,17476849.79,1234824.6599999983,12609542.59,15250513.88,2640971.290000001,1005092.72,1051908.55,46815.830000000075,1005092.72,1051908.55,46815.830000000075,0.0,0.0,0.0,46815.830000000075
2024-06,2024-07,fundos continuantes,36517586000103,36.517.586/0001-03,36517586000103,36.517.586/0001-03,MOVVIME FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,17179479.85,14384306.84,-2795173.0100000016,15760180.88,10951878.76,-4808302.120000001,118559.85,164971.33,46411.47999999998,118559.85,164971.33,46411.47999999998,0.0,0.0,0.0,46411.47999999998
2024-06,2024-07,fundos continuantes,50116312000133,50.116.312/0001-33,50116312000133,50.116.312/0001-33,SHOPBANX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,2526426.29,2564772.72,38346.43000000017,1037254.04,108350.42,-928903.62,154519.71,125699.98,-28819.729999999996,154519.71,108350.42,-46169.28999999999,0.0,17349.559999999998,17349.559999999998,46169.28999999999
2024-06,2024-07,fundos continuantes,40617721000160,40.617.721/0001-60,40617721000160,40.617.721/0001-60,MONTENEGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,True,True,29286451.19,30854255.07,1567803.879999999,28687631.25,30583476.13,1895844.879999999,52739.6,98745.81,46006.21,52739.6,98745.81,46006.21,0.0,0.0,0.0,46006.21
2024-06,2024-07,fundos continuantes,45899460000131,45.899.460/0001-31,45899460000131,45.899.460/0001-31,VOLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,True,True,47518081.97,48042923.93,524841.9600000009,47085928.81,46440634.38,-645294.4299999997,3057642.92,3011735.5300000003,-45907.389999999665,3057642.92,3011735.5300000003,-45907.389999999665,0.0,0.0,0.0,45907.389999999665
2024-06,2024-07,fundos continuantes,42933402000199,42.933.402/0001-99,42933402000199,42.933.402/0001-99,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FUTURO PREVIDÊNCIA CONSIGNADO PÚBLICO I,True,True,161522483.87,159480170.29,-2042313.580000013,156124725.44,154538622.92,-1586102.5200000107,198963.2,244619.32,45656.119999999995,198963.2,244619.32,45656.119999999995,0.0,0.0,0.0,45656.119999999995
2024-06,2024-07,fundos continuantes,39611075000144,39.611.075/0001-44,39611075000144,39.611.075/0001-44,AUGME VD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,33739128.58,22698129.98,-11040998.599999998,23529787.79,15203073.1,-8326714.6899999995,126287.66,80898.56,-45389.100000000006,126287.66,80898.56,-45389.100000000006,0.0,0.0,0.0,45389.100000000006
2024-06,2024-07,fundos continuantes,53465628000129,53.465.628/0001-29,53465628000129,53.465.628/0001-29,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CONSIGNADO I - RESPONSABILIDADE LIMITADA,True,True,51306502.38,53525020.47,2218518.089999996,44163310.11,49989342.96,5826032.8500000015,0.0,44972.7,44972.7,0.0,44972.7,44972.7,0.0,0.0,0.0,44972.7
2024-06,2024-07,fundos continuantes,51862553000194,51.862.553/0001-94,51862553000194,51.862.553/0001-94,EVERBLUE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL,True,True,4419798.19,6733382.98,2313584.79,4278186.14,5995955.76,1717769.62,1903.0,46747.91,44844.91,1903.0,46747.91,44844.91,0.0,0.0,0.0,44844.91
2024-06,2024-07,fundos continuantes,54065359000176,54.065.359/0001-76,54065359000176,54.065.359/0001-76,GUARDIAN MULTI CONSIGNADO VII FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,True,True,255444515.92,240023659.3,-15420856.619999975,241316555.26,235022099.5,-6294455.75999999,0.0,44476.29,44476.29,0.0,44476.29,44476.29,0.0,0.0,0.0,44476.29
2024-06,2024-07,fundos continuantes,52203615000119,52.203.615/0001-19,52203615000119,52.203.615/0001-19,FICTOR CONSIGNADO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,74803895.78,87498169.55,12694273.769999996,74156842.65,78569611.13,4412768.479999989,1184237.66,1228539.67,44302.01000000001,1184237.66,1228539.67,44302.01000000001,0.0,0.0,0.0,44302.01000000001
2024-06,2024-07,fundos continuantes,42921964000112,42.921.964/0001-12,42921964000112,42.921.964/0001-12,DAY MAXX 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,True,True,795312.9,778441.05,-16871.849999999977,0.0,0.0,0.0,12492905.9,12450984.39,-41921.50999999978,0.0,0.0,0.0,12492905.9,12450984.39,-41921.50999999978,41921.50999999978
2024-06,2024-07,fundos continuantes,45693226000153,45.693.226/0001-53,45693226000153,45.693.226/0001-53,CREDITO AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESP LIMITADA,True,True,7067062.53,7195393.07,128330.54000000004,4705729.18,4827291.5200000005,121562.34000000078,710460.09,751859.15,41399.060000000056,710460.09,751859.15,41399.060000000056,0.0,0.0,0.0,41399.060000000056
2024-06,2024-07,fundos continuantes,42794237000131,42.794.237/0001-31,42794237000131,42.794.237/0001-31,ONNI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,9683217.19,9847074.41,163857.22000000067,7084275.82,7218796.91,134521.08999999985,225266.76,266547.33,41280.57000000001,225266.76,266547.33,41280.57000000001,0.0,0.0,0.0,41280.57000000001
2024-06,2024-07,fundos continuantes,50941133000130,50.941.133/0001-30,50941133000130,50.941.133/0001-30,THP CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,True,True,7096342.74,7288997.48,192654.74000000022,5614440.27,5921144.050000001,306703.7800000012,87214.7,127881.94,40667.240000000005,87214.7,127881.94,40667.240000000005,0.0,0.0,0.0,40667.240000000005
2024-06,2024-07,fundos continuantes,44395590000174,44.395.590/0001-74,44395590000174,44.395.590/0001-74,ELITE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS,True,True,62882747.95,63581729.24,698981.2899999991,58815811.370000005,54814839.82,-4000971.5500000045,40417.16,0.0,-40417.16,40417.16,0.0,-40417.16,0.0,0.0,0.0,40417.16
2024-06,2024-07,fundos continuantes,53129205000138,53.129.205/0001-38,53129205000138,53.129.205/0001-38,INOVA CREDTECH VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,True,2917967.39,2957127.03,39159.639999999665,2012030.36,2037783.29,25752.929999999935,32460.65,71848.73,39388.079999999994,32460.65,71848.73,39388.079999999994,0.0,0.0,0.0,39388.079999999994
2024-06,2024-07,fundos continuantes,32990687000146,32.990.687/0001-46,32990687000146,32.990.687/0001-46,MUNDI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENT0S,True,True,18178384.93,18389048.94,210664.01000000164,8712610.36,13507972.91,4795362.550000001,4785142.07,4824457.23,39315.16000000015,4785142.07,4824457.23,39315.16000000015,0.0,0.0,0.0,39315.16000000015
2024-06,2024-07,fundos continuantes,26154177000136,26.154.177/0001-36,26154177000136,26.154.177/0001-36,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA CREDITAS AUTO,True,True,71228985.59,60805065.62,-10423919.970000006,56432105.69,48768792.06,-7663313.629999995,38114463.59,38153731.64,39268.04999999702,38114463.59,38153731.64,39268.04999999702,0.0,0.0,0.0,39268.04999999702
2024-06,2024-07,fundos continuantes,26545451000106,26.545.451/0001-06,26545451000106,26.545.451/0001-06,FORNECEDORES BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,True,True,114983421.66,107330574.22,-7652847.439999998,111741558.07,106349209.48,-5392348.589999989,0.0,39237.44,39237.44,0.0,39237.44,39237.44,0.0,0.0,0.0,39237.44
2024-06,2024-07,fundos continuantes,49920525000134,49.920.525/0001-34,49920525000134,49.920.525/0001-34,IS GREEN SOLFÁCIL III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,344522077.37,336664378.39,-7857698.980000019,331033517.14,321056144.32,-9977372.819999993,20627.69,59697.17,39069.479999999996,20627.69,59697.17,39069.479999999996,0.0,0.0,0.0,39069.479999999996
2024-06,2024-07,fundos continuantes,38168015000136,38.168.015/0001-36,38168015000136,38.168.015/0001-36,AVANTI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,73327198.19,73639745.96,312547.7699999958,71226625.72,69349588.07,-1877037.650000006,53553.28,14986.78,-38566.5,53553.28,14986.78,-38566.5,0.0,0.0,0.0,38566.5
2024-06,2024-07,fundos continuantes,52908543000105,52.908.543/0001-05,52908543000105,52.908.543/0001-05,FIAGRO OPEA BIOFINANCE - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,31989046.43,30435275.55,-1553770.879999999,19726164.76,26291120.81,6564956.049999997,0.0,38428.5,38428.5,0.0,38428.5,38428.5,0.0,0.0,0.0,38428.5
2024-06,2024-07,fundos continuantes,51943745000125,51.943.745/0001-25,51943745000125,51.943.745/0001-25,V SELECT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,44545046.2,45931693.24,1386647.039999999,43900125.73,41892534.54,-2007591.1899999976,0.0,38032.18,38032.18,0.0,38032.18,38032.18,0.0,0.0,0.0,38032.18
2024-06,2024-07,fundos continuantes,33823914000101,33.823.914/0001-01,33823914000101,33.823.914/0001-01,CROWN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,True,True,42100392.99,42485173.22,384780.2299999967,36830285.12,35181029.83,-1649255.289999999,0.0,37980.0,37980.0,0.0,37980.0,37980.0,0.0,0.0,0.0,37980.0
2024-06,2024-07,fundos continuantes,40188893000165,40.188.893/0001-65,40188893000165,40.188.893/0001-65,BAVIERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,True,72431816.42,72783649.03,351832.6099999994,24958874.85,24871871.16,-87003.69000000134,2691894.21,2729452.3,37558.08999999985,2691894.21,2729452.3,37558.08999999985,0.0,0.0,0.0,37558.08999999985
2024-06,2024-07,fundos continuantes,11230727000181,11.230.727/0001-81,11230727000181,11.230.727/0001-81,FIDC GM - VENDA DE VEÍCULOS,True,True,3278247269.27,3314467328.32,36220059.05000019,2979414552.52,2953833078.83,-25581473.690000057,20266129.29,20302428.21,36298.92000000179,20266129.29,20302428.21,36298.92000000179,0.0,0.0,0.0,36298.92000000179
2024-06,2024-07,fundos continuantes,33254436000166,33.254.436/0001-66,33254436000166,33.254.436/0001-66,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BRZ CIASPREV II - RESPONSABILIDADE LIMITADA,True,True,15428613.15,14453810.22,-974802.9299999997,15193479.44,13812968.94,-1380510.5,1780955.02,1817193.14,36238.11999999988,1780955.02,1817193.14,36238.11999999988,0.0,0.0,0.0,36238.11999999988
2024-06,2024-07,fundos continuantes,46268360000170,46.268.360/0001-70,46268360000170,46.268.360/0001-70,CEDAR OCTANTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,62576008.39,76655680.84,14079672.450000003,48052106.34,54038238.37,5986132.029999994,59691.5,95471.29,35779.78999999999,59691.5,95471.29,35779.78999999999,0.0,0.0,0.0,35779.78999999999
2024-06,2024-07,fundos continuantes,54287342000163,54.287.342/0001-63,54287342000163,54.287.342/0001-63,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PIX CARD CONSIG,True,True,21463417.73,17830109.9,-3633307.830000002,5200927.49,11005938.55,5805011.0600000005,964.17,36418.94,35454.770000000004,964.17,36418.94,35454.770000000004,0.0,0.0,0.0,35454.770000000004
2024-06,2024-07,fundos continuantes,53908944000128,53.908.944/0001-28,53908944000128,53.908.944/0001-28,CHIMERA ALTERNATIVE ASSETS VI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,14913870.61,20425354.87,5511484.260000002,13138738.1,15745176.8,2606438.700000001,254053.53,288861.27,34807.74000000002,254053.53,288861.27,34807.74000000002,0.0,0.0,0.0,34807.74000000002
2024-06,2024-07,fundos continuantes,14283986000169,14.283.986/0001-69,14283986000169,14.283.986/0001-69,FRAM CAPITAL NANSEN II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO,True,True,43850272.18,44077948.11,227675.9299999997,32106780.92,31789735.02,-317045.90000000224,14126169.44,14160884.9,34715.460000000894,14126169.44,14160884.9,34715.460000000894,0.0,0.0,0.0,34715.460000000894
2024-06,2024-07,fundos continuantes,30178001000191,30.178.001/0001-91,30178001000191,30.178.001/0001-91,MARFIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,True,True,3854274.64,3919941.62,65666.97999999998,3815782.14,3966751.2,150969.06000000006,62494.5,96915.6,34421.100000000006,62494.5,96915.6,34421.100000000006,0.0,0.0,0.0,34421.100000000006
2024-06,2024-07,fundos continuantes,27467600000110,27.467.600/0001-10,27467600000110,27.467.600/0001-10,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS LOTEAMENTO,True,True,3924211.27,3905727.29,-18483.97999999998,6322349.25,6329439.66,7090.410000000149,7248714.25,7282821.48,34107.23000000045,6322349.25,6329439.66,7090.410000000149,926365.0,953381.8200000003,27016.820000000298,34107.23000000045
2024-06,2024-07,fundos continuantes,53125179000170,53.125.179/0001-70,53125179000170,53.125.179/0001-70,SQUID UNO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,1764901.66,1746010.03,-18891.62999999989,1853213.21,1545085.24,-308127.97,201106.56,167243.25,-33863.31,201106.56,167243.25,-33863.31,0.0,0.0,0.0,33863.31
2024-06,2024-07,fundos continuantes,49669950000100,49.669.950/0001-00,49669950000100,49.669.950/0001-00,MAROSTICA CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NÃO PADRONIZADO,True,True,148569497.23,157371860.14,8802362.909999996,137129263.39000002,153727229.72,16597966.329999983,943083.88,976618.39,33534.51000000001,943083.88,976618.39,33534.51000000001,0.0,0.0,0.0,33534.51000000001
2024-06,2024-07,fundos continuantes,52319921000115,52.319.921/0001-15,52319921000115,52.319.921/0001-15,ESTAIADA ÉXES FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,12103111.84,13456221.46,1353109.620000001,12074461.93,13353483.38,1279021.4500000011,13312.28,44479.5,31167.22,13312.28,44479.5,31167.22,0.0,0.0,0.0,31167.22
2024-06,2024-07,fundos continuantes,52519160000145,52.519.160/0001-45,52519160000145,52.519.160/0001-45,MEDTECH CPV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,10833542.67,11047572.0,214029.33000000007,10761134.8,10964973.29,203838.48999999836,15750.0,46850.0,31100.0,15750.0,46850.0,31100.0,0.0,0.0,0.0,31100.0
2024-06,2024-07,fundos continuantes,41820715000178,41.820.715/0001-78,41820715000178,41.820.715/0001-78,ATALHOCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,7488448.52,7096277.25,-392171.26999999955,4579768.82,4278407.54,-301361.28000000026,1768737.02,1738438.96,-30298.060000000056,1768737.02,1738438.96,-30298.060000000056,0.0,0.0,0.0,30298.060000000056
2024-06,2024-07,fundos continuantes,36771685000117,36.771.685/0001-17,36771685000117,36.771.685/0001-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IS GREEN SOLFÁCIL I DE RESPONSABILIDADE LIMITADA,True,True,263781490.37,256632998.18,-7148492.189999998,251476417.01,243628261.42,-7848155.590000004,957599.77,987718.11,30118.339999999967,957599.77,987718.11,30118.339999999967,0.0,0.0,0.0,30118.339999999967
2024-06,2024-07,fundos continuantes,39794865000102,39.794.865/0001-02,39794865000102,39.794.865/0001-02,APTA INVEST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,74643562.17,75123798.78,480236.6099999994,73755819.38,73496713.96000001,-259105.4199999869,151415.17,121413.89,-30001.280000000013,151415.17,121413.89,-30001.280000000013,0.0,0.0,0.0,30001.280000000013
2024-06,2024-07,fundos continuantes,52286780000181,52.286.780/0001-81,52286780000181,52.286.780/0001-81,THE CAPITAL UNIVERSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,11160978.75,11057827.64,-103151.1099999994,11199743.72,10987654.87,-212088.8500000015,20890.0,50471.0,29581.0,20890.0,50471.0,29581.0,0.0,0.0,0.0,29581.0
2024-06,2024-07,fundos continuantes,51539073000197,51.539.073/0001-97,51539073000197,51.539.073/0001-97,GERIZIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,True,True,10673547.54,10362692.81,-310854.7299999986,7204424.31,7126996.45,-77427.8599999994,220539.97,249527.74,28987.76999999999,220539.97,249527.74,28987.76999999999,0.0,0.0,0.0,28987.76999999999
2024-06,2024-07,fundos continuantes,52044598000114,52.044.598/0001-14,52044598000114,52.044.598/0001-14,EMPRESAS DE TRANSPORTE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS.,True,True,120789360.35,121235138.22,445777.87000000477,115607284.23,113367904.69,-2239379.5400000066,28015.0,0.0,-28015.0,28015.0,0.0,-28015.0,0.0,0.0,0.0,28015.0
2024-06,2024-07,fundos continuantes,26677268000156,26.677.268/0001-56,26677268000156,26.677.268/0001-56,GRIFO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PADRONIZADOS MULTISSETORIAL - RESP LIMITADA,True,True,21196643.36,21091397.86,-105245.5,14174039.59,15849849.18,1675809.5899999999,710137.26,738134.26,27997.0,710137.26,738134.26,27997.0,0.0,0.0,0.0,27997.0
2024-06,2024-07,fundos continuantes,46494768000160,46.494.768/0001-60,46494768000160,46.494.768/0001-60,UNI PAY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,6938132.99,7053143.57,115010.58000000007,3242142.52,3776283.15,534140.6299999999,74511.68,102257.82,27746.140000000014,74511.68,102257.82,27746.140000000014,0.0,0.0,0.0,27746.140000000014
2024-06,2024-07,fundos continuantes,53676796000163,53.676.796/0001-63,53676796000163,53.676.796/0001-63,CORRESPONDENTE BANQUEIRO CONSIGNADOS INSS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LTDA,True,True,682811720.35,832551480.68,149739760.32999992,628396612.88,795900231.27,167503618.39,10960.52,37971.86,27011.34,10960.52,37971.86,27011.34,0.0,0.0,0.0,27011.34
2024-06,2024-07,fundos continuantes,47859927000145,47.859.927/0001-45,47859927000145,47.859.927/0001-45,NACIONAL CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,7823643.06,8129261.05,305617.9900000002,6041128.01,7380709.46,1339581.4500000002,529046.17,502601.05,-26445.120000000054,529046.17,502601.05,-26445.120000000054,0.0,0.0,0.0,26445.120000000054
