competencia_origem,competencia_destino,bridge_group,cnpj_14,cnpj,cnpj_fundo_14,cnpj_fundo,denominacao,reportava_origem,reportava_destino,pl_origem_brl,pl_destino_brl,delta_pl_brl,carteira_origem_brl,carteira_destino_brl,delta_carteira_brl,inad_bruta_origem_brl,inad_bruta_destino_brl,delta_inad_bruta_brl,inad_ajustada_origem_brl,inad_ajustada_destino_brl,delta_inad_ajustada_brl,excesso_origem_brl,excesso_destino_brl,delta_excesso_brl,contribuicao_abs
2024-06,2024-07,fundos continuantes,09194841000151,09.194.841/0001-51,09194841000151,09.194.841/0001-51,ATLÂNTICO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,111811326.21,125594434.61,13783108.400000006,34207146.89,114165644.84,79958497.95,16722772507.86,103420318.29,-16619352189.57,34207146.89,103420318.29,69213171.4,16688565360.970001,0.0,-16688565360.970001,16688565360.970001
2024-06,2024-07,fundos continuantes,41970012000126,41.970.012/0001-26,41970012000126,41.970.012/0001-26,MERCADO CRÉDITO II BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,True,True,1897938963.85,1975511630.48,77572666.63000011,1699166068.2,1661338694.04,-37827374.160000086,2508828914.96,0.0,-2508828914.96,1699166068.2,0.0,-1699166068.2,809662846.76,0.0,-809662846.76,2508828914.96
2024-06,2024-07,fundos continuantes,15489383000180,15.489.383/0001-80,15489383000180,15.489.383/0001-80,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SAN MARINO,True,True,93593944.03,137086703.29,43492759.25999999,149950069.49,0.0,-149950069.49,1449818609.86,0.0,-1449818609.86,149950069.49,0.0,-149950069.49,1299868540.37,0.0,-1299868540.37,1449818609.86
2024-06,2024-07,fundos continuantes,20403406000122,20.403.406/0001-22,20403406000122,20.403.406/0001-22,SG II A FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,True,True,551913596.21,562739744.28,10826148.069999933,551818658.25,562294482.11,10475823.860000014,551818658.25,0.0,-551818658.25,551818658.25,0.0,-551818658.25,0.0,0.0,0.0,551818658.25
2024-06,2024-07,fundos continuantes,42299306000130,42.299.306/0001-30,42299306000130,42.299.306/0001-30,PRAT 12 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,27186137.82,27278274.0,92136.1799999997,19196664.95,1716409.79,-17480255.16,384735709.51,17045058.93,-367690650.58,19196664.95,1716409.79,-17480255.16,365539044.56,15328649.14,-350210395.42,367690650.58
2024-06,2024-07,fundos continuantes,52174102000127,52.174.102/0001-27,52174102000127,52.174.102/0001-27,BYX CONSIGNADO MULTICONVENIOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESP LIMITADA,True,True,244240181.66,244138780.97,-101400.68999999762,234862641.47,233535155.71,-1327485.7599999905,490658.58,237675874.29,237185215.70999998,490658.58,233535155.71,233044497.13,0.0,4140718.5799999833,4140718.5799999833,237185215.70999998
2024-06,2024-07,fundos continuantes,48699902000194,48.699.902/0001-94,48699902000194,48.699.902/0001-94,COPERNICUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,True,True,449777486.33,449724085.04,-53401.28999996185,450000000.01,450000000.01,0.0,0.01,230351783.92,230351783.91,0.01,230351783.92,230351783.91,0.0,0.0,0.0,230351783.91
2024-06,2024-07,fundos continuantes,33254370000104,33.254.370/0001-04,33254370000104,33.254.370/0001-04,MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,611823999.19,666650593.74,54826594.54999995,571129110.81,639935882.57,68806771.76000011,1413473297.87,1283515340.73,-129957957.13999987,571129110.81,639935882.57,68806771.76000011,842344187.06,643579458.16,-198764728.89999998,198764728.89999998
2024-06,2024-07,fundos continuantes,30366204000101,30.366.204/0001-01,30366204000101,30.366.204/0001-01,ITAPEVA XI MULTICARTEIRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,477915684.32,519919144.14,42003459.81999999,381342276.64,515477827.36,134135550.72000003,381342276.64,515477827.36,134135550.72000003,381342276.64,515477827.36,134135550.72000003,0.0,0.0,0.0,134135550.72000003
2024-06,2024-07,fundos continuantes,41579637000161,41.579.637/0001-61,41579637000161,41.579.637/0001-61,MGW ATIVOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,41315158.63,169049084.49,127733925.86000001,41739827.46,172074608.03,130334780.57,37595410.64,171243681.77,133648271.13000001,37595410.64,171243681.77,133648271.13000001,0.0,0.0,0.0,133648271.13000001
2024-06,2024-07,fundos continuantes,50653785000170,50.653.785/0001-70,50653785000170,50.653.785/0001-70,COTRIBÁ FIAGRO,True,True,217277660.26,204259337.45,-13018322.810000002,116843852.18,114283667.99,-2560184.1900000125,114618045.03,26562341.55,-88055703.48,114618045.03,26562341.55,-88055703.48,0.0,0.0,0.0,88055703.48
2024-06,2024-07,fundos continuantes,28279473000199,28.279.473/0001-99,28279473000199,28.279.473/0001-99,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AUTO-HONDA,True,True,1129648147.65,1162311466.6,32663318.94999981,850800520.38,775769831.73,-75030688.64999998,792020684.45,708353945.38,-83666739.07000005,792020684.45,708353945.38,-83666739.07000005,0.0,0.0,0.0,83666739.07000005
2024-06,2024-07,fundos continuantes,29226654000110,29.226.654/0001-10,29226654000110,29.226.654/0001-10,INVESTCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,837735944.19,884761132.29,47025188.099999905,787365499.15,778849723.11,-8515776.039999962,1121863312.02,1193423692.62,71560380.5999999,787365499.15,778849723.11,-8515776.039999962,334497812.87,414573969.5099999,80076156.63999987,80076156.63999987
2024-06,2024-07,fundos continuantes,28086648000141,28.086.648/0001-41,28086648000141,28.086.648/0001-41,QG PRIM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,True,441346399.03,438875084.0,-2471315.0299999714,363026912.13,294173476.58,-68853435.55000001,280162904.72,209603720.23,-70559184.49000004,280162904.72,209603720.23,-70559184.49000004,0.0,0.0,0.0,70559184.49000004
2024-06,2024-07,fundos continuantes,44516049000177,44.516.049/0001-77,44516049000177,44.516.049/0001-77,ISAAC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SEGMENTO DE SERVIÇOS EDUCACIONAIS,True,True,183229396.37,183288307.07,58910.69999998808,156722135.16,35043727.46,-121678407.69999999,99335615.9,102581366.61,3245750.7099999934,99335615.9,35043727.46,-64291888.440000005,0.0,67537639.15,67537639.15,67537639.15
2024-06,2024-07,fundos continuantes,27954644000175,27.954.644/0001-75,27954644000175,27.954.644/0001-75,QG DISTRESSED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,True,657795399.16,657473778.92,-321620.24000000954,552025194.88,490931317.23,-61093877.649999976,413702160.75,349760914.54,-63941246.20999998,413702160.75,349760914.54,-63941246.20999998,0.0,0.0,0.0,63941246.20999998
2024-06,2024-07,fundos continuantes,47228232000165,47.228.232/0001-65,47228232000165,47.228.232/0001-65,AGRO FLEX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,1367610948.0,1429258567.62,61647619.619999886,1414671702.21,1494255989.96,79584287.75,93236263.2,157125847.66,63889584.45999999,93236263.2,157125847.66,63889584.45999999,0.0,0.0,0.0,63889584.45999999
2024-06,2024-07,fundos continuantes,37294908000165,37.294.908/0001-65,37294908000165,37.294.908/0001-65,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS CCS ASSET II - RESPONSABILIDADE LIMITADA,True,True,48848449.1,65096251.55,16247802.449999996,182931859.07,240050500.8,57118641.73000002,279294642.18,283885562.68,4590920.5,182931859.07,240050500.8,57118641.73000002,96362783.11000001,43835061.879999995,-52527721.23000002,57118641.73000002
2024-06,2024-07,fundos continuantes,47936340000192,47.936.340/0001-92,47936340000192,47.936.340/0001-92,FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS OPEA AGRO INSUMOS RESPONSABILIDADE LIMI,True,True,222515299.5,93843881.1,-128671418.4,120266242.78,52803332.89,-67462909.89,90122108.07,35057833.43,-55064274.63999999,90122108.07,35057833.43,-55064274.63999999,0.0,0.0,0.0,55064274.63999999
2024-06,2024-07,fundos continuantes,35818864000108,35.818.864/0001-08,35818864000108,35.818.864/0001-08,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NUTRIEN I,True,True,1544852779.03,1417929649.92,-126923129.1099999,611173195.83,486957486.5,-124215709.33000004,230039322.75,175053352.8,-54985969.94999999,230039322.75,175053352.8,-54985969.94999999,0.0,0.0,0.0,54985969.94999999
2024-06,2024-07,fundos continuantes,39273569000166,39.273.569/0001-66,39273569000166,39.273.569/0001-66,REAL CRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,100037215.65,105989840.28,5952624.629999995,157166820.10000002,120049632.33,-37117187.770000026,129458781.88,78121966.87,-51336815.00999999,129458781.88,78121966.87,-51336815.00999999,0.0,0.0,0.0,51336815.00999999
2024-06,2024-07,fundos continuantes,29800237000139,29.800.237/0001-39,29800237000139,29.800.237/0001-39,ROOT GENERAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,127108985.93,112675709.09,-14433276.840000004,87158939.13,53301520.21,-33857418.919999994,71947365.17,27821345.23,-44126019.94,71947365.17,27821345.23,-44126019.94,0.0,0.0,0.0,44126019.94
2024-06,2024-07,fundos continuantes,55706529000117,55.706.529/0001-17,55706529000117,55.706.529/0001-17,FÊNIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA,True,True,199883683.81,554582912.94,354699229.13000005,197747451.69,554382634.38,356635182.69,0.0,43055462.36,43055462.36,0.0,43055462.36,43055462.36,0.0,0.0,0.0,43055462.36
2024-06,2024-07,fundos continuantes,37511828000114,37.511.828/0001-14,37511828000114,37.511.828/0001-14,MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,True,True,1664098053.52,1745958883.89,81860830.37000012,1382577787.95,1382096109.29,-481678.66000008583,2315834344.84,2356815407.4,40981062.55999994,1382577787.95,1382096109.29,-481678.66000008583,933256556.8900001,974719298.1100001,41462741.22000003,41462741.22000003
2024-06,2024-07,fundos continuantes,34012276000101,34.012.276/0001-01,34012276000101,34.012.276/0001-01,CORTEVA AGRISCIENCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS I RESPONSABILIDADE LIMITADA,True,True,194449030.28,82567158.87,-111881871.41,81197848.98,28213358.11,-52984490.870000005,69507086.7,32604541.25,-36902545.45,69507086.7,28213358.11,-41293728.59,0.0,4391183.140000001,4391183.140000001,41293728.59
2024-06,2024-07,fundos continuantes,46073195000109,46.073.195/0001-09,46073195000109,46.073.195/0001-09,"FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-SYNGENTA RESPONSABILIDADE LIMITADA"",",True,True,391745616.91,339888059.75,-51857557.160000026,392702355.83,345101708.51,-47600647.31999999,88716188.51,49466567.75,-39249620.760000005,88716188.51,49466567.75,-39249620.760000005,0.0,0.0,0.0,39249620.760000005
2024-06,2024-07,fundos continuantes,26405883000103,26.405.883/0001-03,26405883000103,26.405.883/0001-03,FIDC MULTISEGMENTOS NPL IPANEMA VI RESPONSABILIDADE LIMITADA,True,True,2712082415.4,2741581001.19,29498585.78999996,1844277843.46,1814823917.48,-29453925.98000002,2954512445.04,2964040228.24,9527783.19999981,1844277843.46,1814823917.48,-29453925.98000002,1110234601.58,1149216310.7599998,38981709.17999983,38981709.17999983
2024-06,2024-07,fundos continuantes,26690373000125,26.690.373/0001-25,26690373000125,26.690.373/0001-25,SIMPLIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,True,194974666.47,208848462.24,13873795.77000001,145931607.19,161723875.9,15792268.710000008,388779188.1,367603062.12,-21176125.98000002,145931607.19,161723875.9,15792268.710000008,242847580.91000003,205879186.22,-36968394.69000003,36968394.69000003
2024-06,2024-07,fundos continuantes,19187295000185,19.187.295/0001-85,19187295000185,19.187.295/0001-85,VECTOR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL,True,True,45576955.79,40112442.44,-5464513.3500000015,60284841.31,46415584.81,-13869256.5,55101465.18,18869412.72,-36232052.46,55101465.18,18869412.72,-36232052.46,0.0,0.0,0.0,36232052.46
2024-06,2024-07,fundos continuantes,45703173000104,45.703.173/0001-04,45703173000104,45.703.173/0001-04,REAG HIGH YIELD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,202895587.87,204862097.74,1966509.8700000048,132535098.37,121586883.82,-10948214.550000012,7410300.98,42888949.02,35478648.04000001,7410300.98,42888949.02,35478648.04000001,0.0,0.0,0.0,35478648.04000001
2024-06,2024-07,fundos continuantes,43866348000179,43.866.348/0001-79,43866348000179,43.866.348/0001-79,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS OPEA AGRO SUMITOMO CHEMICAL RESP LIMITADA,True,True,544836482.3,510562663.48,-34273818.81999993,286453270.89,289064295.21,2611024.319999993,79842144.36,46320504.0,-33521640.36,79842144.36,46320504.0,-33521640.36,0.0,0.0,0.0,33521640.36
2024-06,2024-07,fundos continuantes,41778453000120,41.778.453/0001-20,41778453000120,41.778.453/0001-20,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA INCLUSÃO FINANCEIRA,True,True,234091227.04,229586896.28,-4504330.75999999,208376129.89,210631269.01,2255139.120000005,222147792.06,255131682.28,32983890.22,208376129.89,210631269.01,2255139.120000005,13771662.170000017,44500413.27000001,30728751.099999994,32983890.22
2024-06,2024-07,fundos continuantes,39616091000120,39.616.091/0001-20,39616091000120,39.616.091/0001-20,TECNOMYL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,207912254.86,211019622.71,3107367.849999994,123738007.92,166746204.68,43008196.760000005,35579398.82,3287748.19,-32291650.63,35579398.82,3287748.19,-32291650.63,0.0,0.0,0.0,32291650.63
2024-06,2024-07,fundos continuantes,12428086000137,12.428.086/0001-37,12428086000137,12.428.086/0001-37,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL BS NP,True,True,1617331574.16,1623972511.7,6640937.539999962,1482021881.52,1399471561.0300002,-82550320.48999977,112448650.5,80225841.94,-32222808.560000002,112448650.5,80225841.94,-32222808.560000002,0.0,0.0,0.0,32222808.560000002
2024-06,2024-07,fundos continuantes,23293595000116,23.293.595/0001-16,23293595000116,23.293.595/0001-16,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS PREMIER,True,True,77631113.81,55221708.76,-22409405.050000004,75189241.77,52799517.11,-22389724.659999996,119839032.72,128971886.71,9132853.989999995,75189241.77,52799517.11,-22389724.659999996,44649790.95,76172369.6,31522578.64999999,31522578.64999999
2024-06,2024-07,fundos continuantes,44272584000120,44.272.584/0001-20,44272584000120,44.272.584/0001-20,LAVORO AGRO FIAGRO - DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,True,190102203.53,128224187.62,-61878015.91,121923892.67,101168269.89,-20755622.78,43211980.01,12512726.05,-30699253.959999997,43211980.01,12512726.05,-30699253.959999997,0.0,0.0,0.0,30699253.959999997
2024-06,2024-07,fundos continuantes,50653601000171,50.653.601/0001-71,50653601000171,50.653.601/0001-71,INDIGO FIAGRO,True,True,385187735.04,365453899.99,-19733835.050000012,222237642.19,180949808.02,-41287834.16999999,191362514.03,161420322.44,-29942191.590000004,191362514.03,161420322.44,-29942191.590000004,0.0,0.0,0.0,29942191.590000004
2024-06,2024-07,fundos continuantes,43616501000100,43.616.501/0001-00,43616501000100,43.616.501/0001-00,INSUMOS MILENIO TERRAMAGNA FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO RESP LIMITADA,True,True,518127754.26,427907667.36,-90220086.89999998,458659157.67,342132207.72,-116526949.94999999,49484693.49,21213835.23,-28270858.26,49484693.49,21213835.23,-28270858.26,0.0,0.0,0.0,28270858.26
2024-06,2024-07,fundos continuantes,44302112000172,44.302.112/0001-72,44302112000172,44.302.112/0001-72,CLASSE ÚNICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS AGRO CITI-BAYER RESPONSABILIDADE LIMITADA,True,True,881441280.18,829341746.67,-52099533.50999999,840572373.76,806892285.82,-33680087.93999994,11026195.6,39218326.68,28192131.08,11026195.6,39218326.68,28192131.08,0.0,0.0,0.0,28192131.08
2024-06,2024-07,fundos continuantes,20649717000176,20.649.717/0001-76,20649717000176,20.649.717/0001-76,ELDORADO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,True,True,38077196.45,39550112.85,1472916.3999999985,0.0,1928319.08,1928319.08,373490292.14,401532246.58,28041954.439999998,0.0,1928319.08,1928319.08,373490292.14,399603927.5,26113635.360000014,28041954.439999998
2024-06,2024-07,fundos continuantes,42358004000196,42.358.004/0001-96,42358004000196,42.358.004/0001-96,ACONCÁGUA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS RESPONSABILIDADE LIMITADA,True,True,2892696321.79,2918934714.42,26238392.630000114,2887434729.34,2913867798.13,26433068.78999996,2887434729.34,2913867798.13,26433068.78999996,2887434729.34,2913867798.13,26433068.78999996,0.0,0.0,0.0,26433068.78999996
2024-06,2024-07,fundos continuantes,33076242000118,33.076.242/0001-18,33076242000118,33.076.242/0001-18,WORKCAP AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,True,True,433015505.7,442982913.4,9967407.699999988,423992889.44,398771382.57,-25221506.870000005,106315835.47,80154158.94,-26161676.53,106315835.47,80154158.94,-26161676.53,0.0,0.0,0.0,26161676.53
2024-06,2024-07,fundos continuantes,11468186000124,11.468.186/0001-24,11468186000124,11.468.186/0001-24,ATLANTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA,True,True,2396749760.73,2425821634.58,29071873.849999905,2306025205.98,2253471175.55,-52554030.42999983,64549461.04,38569554.73,-25979906.310000002,64549461.04,38569554.73,-25979906.310000002,0.0,0.0,0.0,25979906.310000002
2024-06,2024-07,fundos continuantes,32321307000180,32.321.307/0001-80,32321307000180,32.321.307/0001-80,CITY - 02 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE ILIMITADA,True,True,7325043319.05,7583083868.8,258040549.75,1397831178.63,1233299457.4,-164531721.23000002,0.0,25946745.54,25946745.54,0.0,25946745.54,25946745.54,0.0,0.0,0.0,25946745.54
2024-06,2024-07,fundos continuantes,44574361000117,44.574.361/0001-17,44574361000117,44.574.361/0001-17,FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS UPL 02 - RESPONSABILIDADE LIMITADA,True,True,656118789.94,611385595.2,-44733194.74000001,401442027.73,407966537.96,6524510.2299999595,31129457.28,5381980.51,-25747476.770000003,31129457.28,5381980.51,-25747476.770000003,0.0,0.0,0.0,25747476.770000003
2024-06,2024-07,fundos continuantes,48960844000100,48.960.844/0001-00,48960844000100,48.960.844/0001-00,BADWATER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,True,True,23721370.56,24802833.37,1081462.8100000024,23789743.73,24868980.37,1079236.6400000006,0.0,24868980.37,24868980.37,0.0,24868980.37,24868980.37,0.0,0.0,0.0,24868980.37
2024-06,2024-07,fundos continuantes,32113885000121,32.113.885/0001-21,32113885000121,32.113.885/0001-21,MN I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS,True,True,509222569.81,487824946.24,-21397623.569999993,435879271.26,392428351.98,-43450919.27999997,25862950.51,49748185.51,23885234.999999996,25862950.51,49748185.51,23885234.999999996,0.0,0.0,0.0,23885234.999999996
2024-06,2024-07,fundos continuantes,29292312000106,29.292.312/0001-06,29292312000106,29.292.312/0001-06,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS NPL II,True,True,1549949513.86,1531795048.1,-18154465.75999999,1549158680.53,1525934241.93,-23224438.599999905,1549158680.53,1525934241.93,-23224438.599999905,1549158680.53,1525934241.93,-23224438.599999905,0.0,0.0,0.0,23224438.599999905
2024-06,2024-07,fundos continuantes,47669805000196,47.669.805/0001-96,47669805000196,47.669.805/0001-96,GONN FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,True,True,498675732.98,543134710.59,44458977.610000014,475252223.29,513949288.31,38697065.01999998,163880439.75,187061227.74,23180787.99000001,163880439.75,187061227.74,23180787.99000001,0.0,0.0,0.0,23180787.99000001
2024-06,2024-07,fundos continuantes,20997814000150,20.997.814/0001-50,20997814000150,20.997.814/0001-50,SPECIAL SITUATIONS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,28150311.2,0.0,-28150311.2,22428099.21,0.0,-22428099.21,22428099.21,0.0,-22428099.21,22428099.21,0.0,-22428099.21,0.0,0.0,0.0,22428099.21
2024-06,2024-07,fundos continuantes,32526025000110,32.526.025/0001-10,32526025000110,32.526.025/0001-10,COBUCCIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE CLASSE ÚNICA FECHADA DE RESPONS LIMITADA,True,True,787896900.61,782972164.87,-4924735.74000001,788742976.09,783796473.5,-4946502.590000033,247894726.69,225594572.96,-22300153.72999999,247894726.69,225594572.96,-22300153.72999999,0.0,0.0,0.0,22300153.72999999
2024-06,2024-07,fundos continuantes,52680896000109,52.680.896/0001-09,52680896000109,52.680.896/0001-09,KAISEN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,37818258.18,37999158.01,180899.8299999982,4661720.62,27683295.8,23021575.18,86276.47,22316605.12,22230328.650000002,86276.47,22316605.12,22230328.650000002,0.0,0.0,0.0,22230328.650000002
2024-06,2024-07,fundos continuantes,19117931000100,19.117.931/0001-00,19117931000100,19.117.931/0001-00,FIDC MRFG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,True,True,173472886.4,151707949.07,-21764937.330000013,110198175.87,126478974.83,16280798.959999993,12716352.14,34939870.39,22223518.25,12716352.14,34939870.39,22223518.25,0.0,0.0,0.0,22223518.25
2024-06,2024-07,fundos continuantes,34218393000126,34.218.393/0001-26,34218393000126,34.218.393/0001-26,AGL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,True,True,277948815.79,283224809.91,5275994.120000005,301302292.91,281617225.13,-19685067.78000003,55512567.42,33940329.57,-21572237.85,55512567.42,33940329.57,-21572237.85,0.0,0.0,0.0,21572237.85
2024-06,2024-07,fundos continuantes,40996065000153,40.996.065/0001-53,40996065000153,40.996.065/0001-53,FARMTECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO AGRONEGÓCIO - RESPONSABILIDADE LIMITADA,True,True,195029410.61,183860971.29,-11168439.320000023,156124121.65,161465800.06,5341678.409999996,12470580.05,33177231.6,20706651.55,12470580.05,33177231.6,20706651.55,0.0,0.0,0.0,20706651.55
2024-06,2024-07,fundos continuantes,32156003000105,32.156.003/0001-05,32156003000105,32.156.003/0001-05,ATLÂNTICO CORPORATE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO - PADRONIZADOS,True,True,28068937.37,27901626.38,-167310.9900000021,24979658.98,25945499.04,965840.0599999987,5521878.57,25945499.04,20423620.47,5521878.57,25945499.04,20423620.47,0.0,0.0,0.0,20423620.47
2024-06,2024-07,fundos continuantes,36017588000133,36.017.588/0001-33,36017588000133,36.017.588/0001-33,JEITTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,817913091.19,848478006.71,30564915.51999998,797857117.28,838115002.42,40257885.139999986,192666204.26,212897589.56,20231385.300000012,192666204.26,212897589.56,20231385.300000012,0.0,0.0,0.0,20231385.300000012
2024-06,2024-07,fundos continuantes,26758072000196,26.758.072/0001-96,26758072000196,26.758.072/0001-96,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA NOVERDE CRÉDITO PESSOAL,True,True,261978421.67,270860172.38,8881750.710000008,258639703.2,262500008.03,3860304.830000013,84647590.14,104394025.07,19746434.929999992,84647590.14,104394025.07,19746434.929999992,0.0,0.0,0.0,19746434.929999992
2024-06,2024-07,fundos continuantes,33512447000107,33.512.447/0001-07,33512447000107,33.512.447/0001-07,DESKONT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,True,True,38287945.24,70118410.49,31830465.249999993,37525828.22,65428011.5,27902183.28,1363191.71,21086147.88,19722956.169999998,1363191.71,21086147.88,19722956.169999998,0.0,0.0,0.0,19722956.169999998
2024-06,2024-07,fundos continuantes,34218953000142,34.218.953/0001-42,34218953000142,34.218.953/0001-42,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS TEMPUS II - RESPONSABILIDADE LIMITADA,True,True,160419892.13,173259588.56,12839696.430000007,118093887.13,103382577.93,-14711309.199999988,51089801.01,70585618.74,19495817.729999997,51089801.01,70585618.74,19495817.729999997,0.0,0.0,0.0,19495817.729999997
2024-06,2024-07,fundos continuantes,19746810000110,19.746.810/0001-10,19746810000110,19.746.810/0001-10,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SUMITOMO RESPONSABILIDADE LIMITADA,True,True,449121686.06,455060040.23,5938354.170000017,278280715.95,256746291.0,-21534424.949999988,65788648.47,46323718.61,-19464929.86,65788648.47,46323718.61,-19464929.86,0.0,0.0,0.0,19464929.86
2024-06,2024-07,fundos continuantes,52286115000198,52.286.115/0001-98,52286115000198,52.286.115/0001-98,AGROGALAXY FORNECEDORES FI NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO DC - RESP LIMITADA,True,True,785101691.1,1053375436.22,268273745.12,671083546.67,907595442.94,236511896.2700001,35323232.64,54299407.59,18976174.950000003,35323232.64,54299407.59,18976174.950000003,0.0,0.0,0.0,18976174.950000003
2024-06,2024-07,fundos continuantes,35705695000191,35.705.695/0001-91,35705695000191,35.705.695/0001-91,PRECATO I FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS DE RESPONSABILIDADE LIMITADA,True,True,77256432.79,75916313.61,-1340119.1800000072,25425017.34,23957265.68,-1467751.6600000001,5000326.93,23957265.68,18956938.75,5000326.93,23957265.68,18956938.75,0.0,0.0,0.0,18956938.75
2024-06,2024-07,fundos continuantes,51767969000123,51.767.969/0001-23,51767969000123,51.767.969/0001-23,GUARDIAN GDF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,True,True,542376907.43,788874220.41,246497312.98000002,542216325.75,797261007.19,255044681.44000006,157847.19,18493938.21,18336091.02,157847.19,18493938.21,18336091.02,0.0,0.0,0.0,18336091.02
