cnpj_fundo,denominacao_origem,pl_origem_brl,admin_origem_nome,admin_origem_cnpj,denominacao_destino,pl_destino_observado_brl,admin_destino_nome_observado,admin_destino_cnpj_observado,gestor_destino_nome_observado,gestor_destino_cnpj_observado,custodiante_destino_nome_observado,custodiante_destino_cnpj_observado,is_fic_fidc_destino,competencia_origem,competencia_destino,cnpj_fundo_formatado,denominacao,admin_destino_grupo_observado,gestor_destino_grupo_observado,custodiante_destino_grupo_observado,status_destino,admin_destino_grupo,admin_destino_cnpj,pl_destino_brl,pl_comparavel_brl,mudou_administrador,fundosnet_url,fonte_origem_url,fonte_destino_url
48903717000170,VLBM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,454630161.68,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,VLBM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,454448343.69,PLANNER CORRETORA DE VALORES S.A.,00806535000154,VCM GESTÃO DE CAPITAL LTDA,12678380000105,PLANNER CORRETORA DE VALORES S.A.,00806535000154,False,2025-12,2026-05,48.903.717/0001-70,VLBM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,Planner Corretora De Valores,Vcm Gestao De Capital,Planner Corretora De Valores,continuante_ativo,Planner Corretora De Valores,00806535000154,454448343.69,454448343.69,True,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=48903717000170,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
48904297000146,VNMB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,454603728.65,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,VNMB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,454447827.43,PLANNER CORRETORA DE VALORES S.A.,00806535000154,VCM GESTÃO DE CAPITAL LTDA,12678380000105,PLANNER CORRETORA DE VALORES S.A.,00806535000154,False,2025-12,2026-05,48.904.297/0001-46,VNMB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,Planner Corretora De Valores,Vcm Gestao De Capital,Planner Corretora De Valores,continuante_ativo,Planner Corretora De Valores,00806535000154,454447827.43,454447827.43,True,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=48904297000146,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
49124193000181,MTPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,449220745.34,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,MTPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,448804105.39,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG PORTFÓLIO SOLUTIONS LTDA.,48954141000170,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,49.124.193/0001-81,MTPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,448804105.39,448804105.39,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=49124193000181,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
52967434000169,LEGACY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,387729369.3,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,LEGACY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,387677028.9,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,52.967.434/0001-69,LEGACY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,387677028.9,387677028.9,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=52967434000169,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
52609670000103,IRÍDIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,375310907.66,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,IRÍDIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,375258567.26,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,52.609.670/0001-03,IRÍDIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,375258567.26,375258567.26,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=52609670000103,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
22945880000101,REAG SPECIAL SITUATION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO,373273408.61,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG SPECIAL SITUATION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO,373220202.3,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,CBSF TRUST ADMINISTRADORA DE RECURSOS LTDA.,23863529000134,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,22.945.880/0001-01,REAG SPECIAL SITUATION FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ABERTO,CBSF,CBSF,REAG,continuante_ativo,CBSF,34829992000186,373220202.3,373220202.3,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=22945880000101,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
51660739000160,RUNEARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,367727175.02,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,RUNEARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,315471612.45,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,CBSF TRUST ADMINISTRADORA DE RECURSOS LTDA.,23863529000134,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,51.660.739/0001-60,RUNEARD FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,CBSF,CBSF,REAG,continuante_ativo,CBSF,34829992000186,315471612.45,315471612.45,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=51660739000160,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
53415069000142,VIRAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,354928818.32,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,VIRAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,354876477.92,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,53.415.069/0001-42,VIRAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,354876477.92,354876477.92,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53415069000142,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
54153227000104,FLYNN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,350474906.97,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,FLYNN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,350422566.57,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,54.153.227/0001-04,FLYNN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,350422566.57,350422566.57,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=54153227000104,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
51007736000122,LOGAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,347429409.89,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,LOGAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,347377072.48,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,51.007.736/0001-22,LOGAN FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,347377072.48,347377072.48,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=51007736000122,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
50182107000176,TIGER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,342085502.65,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,TIGER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,340663635.27,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,CBSF TRUST ADMINISTRADORA DE RECURSOS LTDA.,23863529000134,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,50.182.107/0001-76,TIGER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,CBSF,CBSF,REAG,continuante_ativo,CBSF,34829992000186,340663635.27,340663635.27,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=50182107000176,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
57269975000137,TERPSÍCORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,340810677.98,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,TERPSÍCORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,340758337.58,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,57.269.975/0001-37,TERPSÍCORE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,340758337.58,340758337.58,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=57269975000137,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
51151251000108,RINDT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,340092224.4,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,RINDT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,340039884.0,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,51.151.251/0001-08,RINDT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,340039884.0,340039884.0,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=51151251000108,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
54332890000168,XENON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,325708582.9,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,XENON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,325656242.5,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,54.332.890/0001-68,XENON FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,325656242.5,325656242.5,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=54332890000168,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
53262924000122,VERZEKERING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,325701756.41,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,VERZEKERING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,325649416.01,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,53.262.924/0001-22,VERZEKERING FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,325649416.01,325649416.01,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53262924000122,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
55823114000123,MANSELL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,307150527.19,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,MANSELL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,307098186.79,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,55.823.114/0001-23,MANSELL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,307098186.79,307098186.79,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=55823114000123,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
56945961000123,VANTAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,301714341.42,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,VANTAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,301662001.02,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,56.945.961/0001-23,VANTAGE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,301662001.02,301662001.02,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=56945961000123,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
53848060000125,QUORRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,290081536.34,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,QUORRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,290103688.49,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,53.848.060/0001-25,QUORRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,290103688.49,290081536.34,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=53848060000125,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
55711612000184,TARTUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,272452173.96,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,TARTUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,290565946.03,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,CBSF TRUST ADMINISTRADORA DE RECURSOS LTDA.,23863529000134,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,55.711.612/0001-84,TARTUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS,CBSF,CBSF,REAG,continuante_ativo,CBSF,34829992000186,290565946.03,272452173.96,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=55711612000184,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
60617666000115,BETEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,271242366.71,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,BETEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,271094011.94,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG PORTFÓLIO SOLUTIONS LTDA.,48954141000170,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,60.617.666/0001-15,BETEL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,271094011.94,271094011.94,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=60617666000115,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
57268846000124,FANGIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,268241739.5,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,FANGIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,268189399.1,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,57.268.846/0001-24,FANGIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,268189399.1,268189399.1,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=57268846000124,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
54349373000100,NORFOLK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,266409463.38,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,NORFOLK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,266357122.98,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,REAG JUS GESTÃO DE ATIVOS JUDICIAIS LTDA.,46356742000155,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,54.349.373/0001-00,NORFOLK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,CBSF,REAG,REAG,continuante_ativo,CBSF,34829992000186,266357122.98,266357122.98,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=54349373000100,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
50452371000182,DEL REY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,258112010.16,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,DEL REY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,256729212.21,CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,34829992000186,CBSF TRUST ADMINISTRADORA DE RECURSOS LTDA.,23863529000134,REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.,34829992000186,False,2025-12,2026-05,50.452.371/0001-82,DEL REY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO,CBSF,CBSF,REAG,continuante_ativo,CBSF,34829992000186,256729212.21,256729212.21,False,https://fnet.bmfbovespa.com.br/fnet/publico/abrirGerenciadorDocumentosCVM?cnpjFundo=50452371000182,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202512.zip,https://dados.cvm.gov.br/dados/FIDC/DOC/INF_MENSAL/DADOS/inf_mensal_fidc_202605.zip
